Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,5.474315781212744,6.76450986076231,23.419871794871796
e11,8.119128830761056,9.23787609137445,132.95014290250873
e12,7.757039589450895,9.209064109368274,111.14410058027079
e1,8.022778830985041,9.190030541029321,126.50448430493273
e2,8.060707093606002,9.239815315831335,129.40261396238444
e3,8.0999495554269,9.328299641970455,137.31123270035403
e4,7.821085255388947,9.138657989162484,112.36213468869123
e5,7.939025355081962,9.266514052123059,124.37282229965157
e6,8.037602205588124,9.278100623192229,129.40454836643178
e7,8.171935251021925,9.403142997414212,140.99088337000944
e8,8.14418523553003,9.436246203158902,143.01538954793202
e9,7.916728817961071,9.214368823575182,120.00926221654423
i10,8.999504928387656,10.968766902415513,482.6392694063927
i11,8.909422201289411,10.995088754385181,479.9893509127789
i12,9.092297145821755,10.969522527594647,467.45137880986937
i1,9.047362192735191,11.034465116350985,498.36707021791767
i2,9.044295113358315,11.017168558344968,490.14958717824186
i3,9.064285777957117,11.010177035317554,487.98541565386483
i4,8.95820555281989,11.00409856374009,474.9878875968992
i5,8.994733268100054,11.044127912269044,509.3676975945017
i6,9.104459500815254,11.00663133107987,492.6753438113949
i7,8.961996925677544,10.954451018074419,456.34107058266227
i8,8.975301745280575,10.948841107421538,467.28817858954847
i9,9.167873889251926,11.04105078842218,513.6084049665711
p1,9.636524432991843,11.509677613028392,506.2101517323185
p2,9.605052661263194,11.467447215960938,493.3479017501989
p3,8.718746165590039,10.613334008607962,273.0344009489917
x10,5.53866711676204,6.733285380902664,24.91253644314869
x11,5.55517196411069,6.81570036234813,25.136363636363637
x12,5.49561617624837,6.5155004969381975,22.291814946619215
x1,5.523024501039368,6.720056710579912,24.3
x2,8.212977516590843,9.678317702288869,162.2251176257691
x3,8.38465030130377,9.781753576877875,180.9517313746065
x4,8.463220715154804,9.884801359722534,196.92628550880977
x5,8.406998633447934,9.890341541572637,196.45877009084558
x6,8.43606853570958,9.800247668892272,187.5273826458037
x7,8.423672116307108,9.885091863767663,193.70205607476635
x8,8.4559065137931,9.884143472371441,199.32344102178814
x9,8.350245399968038,9.772219928143585,183.1881918819188
