timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769446347.1693497,SENT,6ba0913f-5690-410d-a4c2-aaebb2b09f22,9c7d091d-7e0e-448c-ba16-0a55b1cab289,c5,c4,3397,?,p2,
1769446347.169508,CREATED,8ec91f99-e34c-4fb6-9f09-111d2eb987c2,bb13c6ca-e9ea-4264-8ec2-4ef7e8aa6f35,c5,c4,27,?,?,surb={'id': '5a7d9fb4-5d7d-4877-ae1a-42c67b92d975', 'route': ['p1', 'e11', 'i12', 'x9', 'p2', 'c5']}
1769446721.4548268,SENT,865b4257-a319-4bf8-a4eb-a8d8ae637561,b3780afd-cd29-4b67-875e-9fe170d73abd,c5,c4,3380,?,p2,
1769446721.4549742,CREATED,884f2b96-7d9c-4882-8904-3e85e5f2d943,77a4e88c-bbbf-4411-bf8f-6608fbbfbc72,c5,c4,27,?,?,surb={'id': '3ea075b0-223d-4590-a250-894b16691cf2', 'route': ['p1', 'e10', 'i1', 'x6', 'p2', 'c5']}
1769446721.8128126,SENT,38f3922b-1f06-4685-ab2c-36b894cc1983,43571ec5-f6d2-4faf-abf1-82c0aa20e008,c5,c4,3396,?,p2,
1769446721.8129635,CREATED,73267947-ea2b-4274-b747-4c8e8ae91a0f,ec7c0dbb-4656-4bae-878f-6ad656cacbf3,c5,c4,27,?,?,surb={'id': '58a0dd31-7164-4852-a163-0a2d8f37642f', 'route': ['p1', 'e4', 'i6', 'x10', 'p2', 'c5']}
1769446722.0170891,SENT,e5b70aa0-6df0-47be-aaa5-1457814bf588,a2ce8046-a582-413d-8332-d36419df39f0,c5,c4,3380,?,p2,
1769446722.017191,CREATED,784c5393-6200-4370-8872-7cae42feda5a,bc31d155-ff17-4f10-b80d-55af24757dad,c5,c4,27,?,?,surb={'id': '62cbd8ec-8322-4f0f-91a7-18ba9f632c6d', 'route': ['p1', 'e2', 'i7', 'x1', 'p2', 'c5']}
1769446722.242929,SENT,2a4fc5ab-1fd0-49e9-87be-fadd2cfbcf6d,eef2d227-28c0-4263-a6ec-989be0e3a71b,c5,c4,3392,?,p2,
1769446722.2430394,CREATED,77cf2ca6-d2b9-46de-ae05-c575bcea0a00,2a6bb7ce-9c2b-46c3-ac12-76eac38b352e,c5,c4,27,?,?,surb={'id': '2bc004fe-074a-4d14-be95-80f763642b30', 'route': ['p1', 'e9', 'i1', 'x1', 'p2', 'c5']}
1769446722.301243,RECEIVED,895771e1-792c-4dfe-96ea-e4bb11a7bd3c,0c97cf38-aa33-4019-83ed-f2407edb1a17,c4,c5,27,p2,?,surb={'id': 'dde00f82-3b7a-4ea8-bc7a-0bac40ab364f', 'route': ['p2', 'e9', 'i8', 'x11', 'p1', 'c4']}
1769446722.3982806,RECEIVED,f5373c51-dbc4-4918-a0e7-9daa54347234,73523840-1f66-41c8-91ce-8bdd7bbce810,c4,c5,27,p2,?,surb={'id': 'c144c108-871e-40e0-a216-9727280f95fe', 'route': ['p2', 'e5', 'i5', 'x6', 'p1', 'c4']}
1769446722.4281764,RECEIVED,c665684f-4c1f-4da2-a1e1-e6ab06ea825d,1862801e-85ea-448f-b97c-ee77389309e0,c1,c5,26,p2,?,surb={'id': '69840d2e-eab3-4ec3-8045-6efab875fa65', 'route': ['p2', 'e9', 'i9', 'x11', 'p1', 'c1']}
1769446722.9724054,SENT,17b3659a-0b92-4f2d-9f94-efe12c8e7a9a,7e03641b-72de-426c-9b75-6f6c36c9249b,c5,c4,3396,?,p2,
1769446722.972626,CREATED,d67cd3ca-550a-4bd9-b814-53388c1904f1,d0af0a40-a9c8-4681-b86c-79d2882998a0,c5,c4,27,?,?,surb={'id': '6d7723ca-e5cd-47bb-8ea4-0b8be735180f', 'route': ['p1', 'e3', 'i5', 'x10', 'p2', 'c5']}
1769446722.983573,RECEIVED,889369e8-7dd8-4769-bba1-d165063541e1,93dc813c-6953-4aca-9a73-164db7e15e5e,c4,c5,27,p2,?,surb={'id': '446b6afc-2b40-41b3-a420-7f85ff4a1d7d', 'route': ['p2', 'e5', 'i12', 'x4', 'p1', 'c4']}
1769446723.053867,SENT,0402d8fc-c8a9-4a07-a1b9-32b0fa5c1d8f,65592768-0e19-4bce-8d37-bd0070ef65d8,c5,c4,3384,?,p2,
1769446723.0540242,CREATED,0ff100b0-4471-41d8-b374-585b9ec7a8ff,89eab3ad-5543-4ed5-ba05-8c2ae350cf16,c5,c4,27,?,?,surb={'id': '26fd1eac-9825-49f6-9163-d7bc8ec141b3', 'route': ['p1', 'e11', 'i2', 'x7', 'p2', 'c5']}
1769446723.2641828,RECEIVED,14805e31-6c91-44ee-8dea-8f36d323e98a,cd5a019d-2992-4af0-89b7-89ce66afe05f,c4,c5,27,p2,?,surb={'id': 'ec3523a4-4c5c-4141-a7a3-0368a5b03e82', 'route': ['p2', 'e8', 'i9', 'x12', 'p1', 'c4']}
1769446723.328309,SENT,4615ee3b-98d4-44ff-9f19-4e9b66e29e5d,56910629-7abf-4703-b637-9de60df5e16e,c5,c4,3380,?,p2,
1769446723.3284276,CREATED,4f30d9cc-f0da-476e-90df-bfed12d04b36,db30d5f6-1bab-402d-8525-0f66cd939225,c5,c4,25,?,?,surb={'id': '3c474596-9116-4a26-8916-3f738d9641cf', 'route': ['p1', 'e9', 'i9', 'x2', 'p2', 'c5']}
1769446723.37173,SENT,ba4532b3-d57a-4763-b2a4-7275a94061bb,75cee6a6-f66c-4dd0-b327-03efbe649253,c5,c4,3380,?,p2,
1769446723.3718252,CREATED,b6c2f4b4-3715-45bd-b61a-9120f9631ab9,b9ebbd9f-39ba-4f15-bb4e-008491ac36d9,c5,c4,26,?,?,surb={'id': 'c62ac14b-bc77-4036-ac7a-c645c0a69b85', 'route': ['p1', 'e3', 'i8', 'x2', 'p2', 'c5']}
1769446723.519522,RECEIVED,8798aaef-5222-4069-89af-04624e36f1d2,f33f1d4b-c8fe-4785-991e-41809719be70,c4,c5,27,p2,?,surb={'id': '1167f476-3559-40a3-b67b-42dfb7b8314b', 'route': ['p2', 'e10', 'i3', 'x10', 'p1', 'c4']}
1769446723.675503,RECEIVED,b80c4aa8-d630-4922-9a90-82d0e2fcf480,b4ba4b09-f48b-4575-8243-75ea574c2bf0,c4,c5,27,p2,?,surb={'id': '96872db5-a9fa-4939-8f33-528504bcf8c8', 'route': ['p2', 'e1', 'i11', 'x11', 'p1', 'c4']}
1769446723.8717625,RECEIVED,bf5011d5-47fa-495e-abac-0c39dc6a39ab,1733ff29-a048-49fa-9d0a-23c793afa591,c4,c5,26,p2,?,surb={'id': '5fe1d513-115c-448a-9e05-258b19a27c10', 'route': ['p2', 'e10', 'i12', 'x7', 'p1', 'c4']}
1769446724.248987,RECEIVED,023f0e27-6c8e-4419-95d8-4a7fdeb1f9fa,24c89103-3db8-408d-9658-4aba0f3489a9,c1,c5,27,p2,?,surb={'id': 'bb11655d-b7b9-4d6c-bd2c-b58dc8462665', 'route': ['p2', 'e9', 'i4', 'x10', 'p1', 'c1']}
1769446724.2659388,RECEIVED,ca9f1dfc-e315-4d91-a404-42e6de3d8433,6e8ab9fd-6149-4c23-a9fa-65e34898610e,c1,c5,27,p2,?,surb={'id': '13eb66ec-963e-47b7-82b5-143d6b46bb34', 'route': ['p2', 'e9', 'i2', 'x3', 'p1', 'c1']}
1769446724.2834127,SENT,e3a987e3-a3a0-4da3-937c-4e7934d460c3,df72b6d8-d4b6-4671-a6f7-d0be751e0543,c5,c4,3396,?,p2,
1769446724.283515,CREATED,fae7a015-bf15-49dd-9d2e-70402b1477d9,a6544ac1-9ac8-4517-a5c5-7444d2a393e0,c5,c4,27,?,?,surb={'id': '03efb7d2-7380-4e28-baa7-804d9903c6e4', 'route': ['p1', 'e12', 'i9', 'x9', 'p2', 'c5']}
1769446724.350843,RECEIVED,f2cdfaf1-6807-4b8b-b20f-a7ab642d6af8,6a0476a6-0ba0-4693-815f-19c89c3c3e5c,c1,c5,27,p2,?,surb={'id': '02ce707f-d890-4e60-96c4-f8de4baad503', 'route': ['p2', 'e4', 'i8', 'x11', 'p1', 'c1']}
1769446724.4398055,RECEIVED,b7deb000-1991-4a65-958d-c536d8da0b9a,75c1e0a7-f0ce-4535-be1c-949f5f1b8f5a,c4,c5,27,p2,?,surb={'id': '7e5875c3-5fd7-4c8f-bf8b-0b5e676aaa91', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c4']}
1769446724.5146568,SENT,b40d6f20-56be-4111-b38e-44b07d4d608b,73921af6-ed21-429b-bed3-edca8b9e81a6,c5,c4,3383,?,p2,
1769446724.5147552,CREATED,94c1bb4a-3cc6-4cc3-a6ea-b15a4d42f507,1c14de40-0095-4db2-8545-1ffc1750b0e4,c5,c4,26,?,?,surb={'id': '3a5cfad6-8b71-43a8-b9ba-3cd3385d9237', 'route': ['p1', 'e9', 'i1', 'x7', 'p2', 'c5']}
1769446724.6242268,SENT,24392e46-0cfa-4e9e-b781-ba1971284066,21076c00-6edb-4318-9096-f102307ff13a,c5,c4,3376,?,p2,
1769446724.624323,CREATED,28b155d7-5399-42e4-bd9e-364593364896,09fb432e-07a0-4d53-8bf3-da995aeafac7,c5,c4,27,?,?,surb={'id': 'ca03c607-7f46-496a-bde2-4d6cce8165db', 'route': ['p1', 'e6', 'i10', 'x5', 'p2', 'c5']}
1769446724.6654043,SENT,b322633f-e8ec-4af6-a290-790d03588356,9bb09df9-d48b-4440-bafa-71dc3a5707a0,c5,c4,3387,?,p2,
1769446724.665504,CREATED,ce693b83-7e1c-432f-b7d9-1cd0a0d6605d,380721a5-dc0d-4694-b850-74c7b10b8a8e,c5,c4,27,?,?,surb={'id': 'ad8db993-0b15-4009-8545-8d5c0e4b6b55', 'route': ['p1', 'e10', 'i12', 'x6', 'p2', 'c5']}
1769446724.7533414,RECEIVED,d77a8dab-dcdc-4042-b0a6-ed05a75c93fb,b0393a3c-e654-4293-9851-99b21221a68e,c4,c5,25,p2,?,surb={'id': '6d90334f-4eb6-4881-839b-fc047b72715a', 'route': ['p2', 'e5', 'i7', 'x11', 'p1', 'c4']}
1769446724.8632164,SENT,fb6d3c86-ad5e-48d5-a92c-f1a3a015c777,1ab8d392-3c3e-4f9d-8766-2fc505d9d8c7,c5,c4,3401,?,p2,
1769446724.8633645,CREATED,4ba8c54b-1df2-41f8-aa12-c8cafcf00a0c,d99c30af-d139-4aa4-8280-a6ab4c4588b1,c5,c4,27,?,?,surb={'id': '71981ee9-a19d-4c2c-bf09-41bf487b41fc', 'route': ['p1', 'e3', 'i4', 'x6', 'p2', 'c5']}
1769446725.0925245,SENT,d7f633a2-eb17-4639-91a7-40db7408a398,de1bf5b4-07b0-4c1b-8dd0-2bcfc6d6fb76,c5,c4,3375,?,p2,
1769446725.0926712,CREATED,bbae92e7-f33a-4591-af45-b49b60a83b02,d776bdf3-1c43-4404-8778-eaa8a055a5ce,c5,c4,26,?,?,surb={'id': 'bcc4e612-214c-49d5-b6b2-8e5c6e6c3f3b', 'route': ['p1', 'e3', 'i4', 'x11', 'p2', 'c5']}
1769446725.174704,RECEIVED,4a152697-8f1f-46ea-bebc-4b32a53a25b2,e77b8f2b-3257-496a-bc0e-01740e0aedd1,c4,c5,26,p2,?,surb={'id': 'fc07a637-537c-4526-b763-a66e9ece3b55', 'route': ['p2', 'e5', 'i8', 'x4', 'p1', 'c4']}
1769446725.600125,RECEIVED,12f89bd4-c8b7-414a-971e-8bbdd456e948,ce0651f0-5f3c-433d-bfd0-f6466929e282,c4,c5,27,p2,?,surb={'id': '3e35f022-af26-42ea-9448-6da6fd1170d1', 'route': ['p2', 'e3', 'i2', 'x7', 'p1', 'c4']}
1769446725.710815,RECEIVED,c0929693-b3a3-4a47-afc3-2f28cc907431,d3ff87df-ac06-4376-b727-6773a05879f3,c4,c5,27,p2,?,surb={'id': '42714fa9-1ddf-4f7d-9b12-110189c99cce', 'route': ['p2', 'e3', 'i4', 'x5', 'p1', 'c4']}
1769446725.7389927,RECEIVED,3ecad09b-9619-4439-8758-039f151f718d,8541f464-291e-43c6-ac36-fb47e9ecddb6,c4,c5,27,p2,?,surb={'id': 'baf5fe8d-2cdf-49f4-a52f-0e59a9149fb8', 'route': ['p2', 'e10', 'i1', 'x3', 'p1', 'c4']}
1769446725.9090343,RECEIVED,0e1b019b-e32e-47a6-a676-e8cb57e2719f,76302d74-6237-49ad-9bd7-b5de4fd1f08e,c4,c5,27,p2,?,surb={'id': 'df875d32-0786-4891-b6c6-11933b58df39', 'route': ['p2', 'e12', 'i1', 'x6', 'p1', 'c4']}
1769446725.9611812,SENT,a4e2b4c7-5849-47ae-9c74-95903100bd6f,32245703-5e3c-4528-bf85-8bf1dccba223,c5,c4,3376,?,p2,
1769446725.9613352,CREATED,3c92621c-600a-4f81-9110-c51df39f3c81,0424e695-698c-4198-bc2b-3bd5cf2508ec,c5,c4,27,?,?,surb={'id': 'd77615c4-1d9f-4362-92df-ab668d485e62', 'route': ['p1', 'e7', 'i2', 'x6', 'p2', 'c5']}
1769446726.2600875,SENT,e24bddbd-1e96-4d44-a172-64883d966481,ae501a39-1c7b-4f7c-88b9-9f898e1b62be,c5,c4,3383,?,p2,
1769446726.2601902,CREATED,d9a9e3f9-f881-44cb-9c65-67a1d22e96cb,e932e420-b127-4407-971f-e048f126c427,c5,c4,26,?,?,surb={'id': '74bd3b24-cc3f-4ddb-8742-216722e22a24', 'route': ['p1', 'e12', 'i7', 'x7', 'p2', 'c5']}
1769446726.31149,RECEIVED,c5247103-53b0-4963-914f-92fcda244d22,3a647c5c-abb1-4026-a774-1773bafe371b,c1,c5,27,p2,?,surb={'id': 'cc623e45-9078-429d-a4fe-7d992f01aa89', 'route': ['p2', 'e8', 'i3', 'x8', 'p1', 'c1']}
1769446726.3179064,RECEIVED,85e610e4-c3f8-4a2e-a078-fb86baa667a8,9ddd9202-155f-4988-9152-24959042176a,c4,c5,25,p2,?,surb={'id': 'e4491d0f-3e2a-422a-98cb-6fc57deeb0d6', 'route': ['p2', 'e8', 'i6', 'x10', 'p1', 'c4']}
1769446726.3755322,RECEIVED,45794f5e-1714-4ad8-b59d-e9e9e088d56d,aa6aa565-1660-4f9a-900f-cfcea75eddb8,c4,c5,27,p2,?,surb={'id': 'f967f9e5-d64b-449e-b7cb-5540325e3056', 'route': ['p2', 'e3', 'i2', 'x2', 'p1', 'c4']}
1769446726.3954995,SENT,65315c1b-1b09-4ab0-897c-9dd42044f793,e3c7d498-109c-4488-af56-2f5c516925dd,c5,c4,3367,?,p2,
1769446726.3956044,CREATED,8d9c4fa5-9a1b-464a-adf8-5df8933da58c,4ef8612c-2da3-4a73-95bd-76467abe2396,c5,c4,27,?,?,surb={'id': '55368377-f961-4ef2-8dcc-39fd24d43a06', 'route': ['p1', 'e3', 'i9', 'x1', 'p2', 'c5']}
1769446726.4315155,SENT,ac958fce-6bac-4413-852c-3017a9168cce,dee576b8-e336-418e-9d10-e2a869575776,c5,c4,3376,?,p2,
1769446726.431614,CREATED,29cf187a-5f20-4a21-9c58-ece911b3d55e,501daade-5a9e-4729-a393-699245ab1767,c5,c4,26,?,?,surb={'id': '43c8e872-c36d-4f14-bd23-7d1053317e1f', 'route': ['p1', 'e4', 'i6', 'x2', 'p2', 'c5']}
1769446726.6376133,RECEIVED,b69cd71a-b934-4432-9409-3ad618d489d3,dd0d592e-0382-4729-bdb8-40b6548e2c97,c4,c5,27,p2,?,surb={'id': 'b7f0a3f7-32af-4ab5-8c02-c9792af756fe', 'route': ['p2', 'e12', 'i8', 'x1', 'p1', 'c4']}
1769446726.6442184,RECEIVED,d3a88bc8-f011-4b54-aa61-dfb1183e23ea,b785bb1c-5819-42c1-9f30-c649dacf3a7e,c1,c5,25,p2,?,surb={'id': '72c7de51-6ea1-4f08-b472-d6b9a12ee03a', 'route': ['p2', 'e9', 'i10', 'x1', 'p1', 'c1']}
1769446726.758661,RECEIVED,46c28dde-f2d4-4677-9ac0-bd53ed689150,b7a1ada0-07d2-463e-a94c-fcc512db2ccf,c1,c5,27,p2,?,surb={'id': '29995e47-d191-4cb4-bb3d-0e312c3409fa', 'route': ['p2', 'e11', 'i5', 'x6', 'p1', 'c1']}
1769446726.8898227,RECEIVED,21993675-6bf8-4a1e-a157-69242f5b6e38,0cdee791-7094-43a7-84b1-76a3d5a9f9c2,c1,c5,27,p2,?,surb={'id': '6ec3ccc6-7443-4042-bed9-6336613f3802', 'route': ['p2', 'e1', 'i2', 'x12', 'p1', 'c1']}
1769446726.8970063,RECEIVED,f75937bb-ea5f-48f5-923b-33c5a72383b4,772f5d4c-b0c8-4fb0-94de-5290fbc48876,c1,c5,27,p2,?,surb={'id': 'bfd4320c-0878-4741-9a40-79ba489d0b85', 'route': ['p2', 'e1', 'i10', 'x2', 'p1', 'c1']}
1769446727.0245647,SENT,c420ace3-f861-4737-8f49-4dcff581ccb5,8a204c02-39ef-4f73-a7ec-fc11cb418a95,c5,c4,3376,?,p2,
1769446727.024721,CREATED,650c8291-a5dd-4f9a-9e58-7a6c7be87ecd,5dfefd4d-0d65-4e8f-91b3-0522cb65efbc,c5,c4,26,?,?,surb={'id': '2ccfaa07-3063-4f8c-8c19-79dfd555439c', 'route': ['p1', 'e8', 'i12', 'x5', 'p2', 'c5']}
1769446727.140449,RECEIVED,b67c3c48-12d4-4ad7-a2d6-094c94f3dbea,1606b7eb-c69d-4914-8c64-0f5ec8796590,c1,c5,27,p2,?,surb={'id': '77d281b2-9028-41c5-81c5-e084c82706c7', 'route': ['p2', 'e1', 'i2', 'x1', 'p1', 'c1']}
1769446727.1566427,SENT,941897eb-5f0c-49fe-966f-86dccdd08c38,f3c65e7b-a662-4dd6-a746-70edf081b32d,c5,c4,3401,?,p2,
1769446727.156789,CREATED,cdc18e26-d2d2-4298-b7bc-8eac86653cfa,d427f113-7c79-47f2-aa51-d6e449c25549,c5,c4,27,?,?,surb={'id': 'fa05783b-ed51-4744-9f6c-b89d4f38f14b', 'route': ['p1', 'e2', 'i4', 'x6', 'p2', 'c5']}
1769446727.2172823,RECEIVED,e18b580c-4e96-4f6c-b85d-25bf174850ce,b12feb82-8787-4068-8066-8c1ef7452d64,c4,c5,27,p2,?,surb={'id': 'e4d5b56f-ec06-4398-8997-801716defd26', 'route': ['p2', 'e7', 'i2', 'x7', 'p1', 'c4']}
1769446727.6690016,RECEIVED,ca3fa36f-76e3-43c6-8b15-046778e755a0,f9d957db-a526-4cb8-9100-1b52db506640,c1,c5,26,p2,?,surb={'id': '5efe82a5-b944-4857-82df-b875d05ab808', 'route': ['p2', 'e9', 'i7', 'x8', 'p1', 'c1']}
1769446727.9187133,RECEIVED,c0ccfa38-c6ac-4b28-9eb8-10c859ab2fe5,1975b1d6-62e1-4f31-b58c-d27eb2ca483b,c4,c5,27,p2,?,surb={'id': 'd6e3384f-e2dd-40e7-8743-080559cab40d', 'route': ['p2', 'e10', 'i7', 'x8', 'p1', 'c4']}
1769446727.9462934,SENT,f298b9c4-b4ec-47b0-885f-1f3063fc88b1,2abd8dc5-37a8-428c-a9da-e668d21d23ff,c5,c4,3387,?,p2,
1769446727.9464297,CREATED,d791686f-fbcd-4b50-97c7-80018edd3a12,7e125d9a-857e-46b2-95e4-91a2198430fe,c5,c4,27,?,?,surb={'id': '93c4caa4-b8ae-464c-bd2c-af3522f55164', 'route': ['p1', 'e9', 'i1', 'x8', 'p2', 'c5']}
1769446727.9488857,RECEIVED,0f3e367e-ae0a-4bff-9472-bb9d934dce8f,0915a02d-aff1-44d5-9fc6-6bcd43a00672,c4,c5,26,p2,?,surb={'id': '84a67be3-e999-4c67-b4ad-25af346b4c3d', 'route': ['p2', 'e7', 'i3', 'x2', 'p1', 'c4']}
1769446728.0898776,SENT,7baa8fda-9778-4801-b79e-6b4ca49bf480,666fb584-621f-447b-b522-e54b26a833d1,c5,c4,3381,?,p2,
1769446728.090018,CREATED,4d5a11b1-8c42-4b30-a6c6-fbf8aca70e87,f741267d-797e-4483-95e0-71cfdcaf0ac4,c5,c4,26,?,?,surb={'id': '1a33139a-b87a-4cac-895d-07befb7db685', 'route': ['p1', 'e7', 'i3', 'x4', 'p2', 'c5']}
1769446728.219674,RECEIVED,e2be2581-0ae9-4419-b1af-56f7db1c1c1c,9f64628f-5a49-47aa-87b6-3f78a9beebd1,c1,c5,26,p2,?,surb={'id': 'baf89c15-42cb-4dfb-b8d4-b129217d29a7', 'route': ['p2', 'e11', 'i9', 'x12', 'p1', 'c1']}
1769446728.2385318,RECEIVED,741dd5c0-9120-4df2-ab42-27d31f88ef30,34af5444-94a7-4677-a0ae-487e4dadf81f,c1,c5,27,p2,?,surb={'id': '3238706a-fa23-4013-982c-58d0a355b218', 'route': ['p2', 'e7', 'i7', 'x11', 'p1', 'c1']}
1769446728.4841015,SENT,f2e1dda6-318a-4868-9b60-a3c7f0d27286,7bc85ce2-a1ca-409b-843b-4bb6111be2ad,c5,c4,3391,?,p2,
1769446728.4842405,CREATED,d1f40f26-2886-406b-9937-6501e6235c8b,547ee2c0-2656-469e-b545-8b867bdc5ad9,c5,c4,27,?,?,surb={'id': 'df20bdcf-2438-4795-a7c1-78b73612950e', 'route': ['p1', 'e3', 'i10', 'x6', 'p2', 'c5']}
1769446729.026571,SENT,e29aea9c-aa02-4317-8572-9348f7e74af0,b7402d86-83db-4de5-ae6e-a8f5d82ebba9,c5,c4,3399,?,p2,
1769446729.0267227,CREATED,0d244340-0202-4f88-a4a8-f344333b24a0,8a21db2f-16d5-4518-851b-5773d20fb08f,c5,c4,25,?,?,surb={'id': '8fa86bf2-7087-4da1-b9b5-d7b980099338', 'route': ['p1', 'e12', 'i10', 'x10', 'p2', 'c5']}
1769446729.1191208,RECEIVED,f2848010-d781-423b-864f-07f0a9f2d19f,e79e14e7-766b-494f-953b-db1f88ed0252,c4,c5,26,p2,?,surb={'id': 'd0b8d2f6-ea8a-4258-9b3d-3ab8778f784c', 'route': ['p2', 'e5', 'i1', 'x4', 'p1', 'c4']}
1769446729.2957883,RECEIVED,7ee1f99b-365e-4308-b4c0-2ee31cabbf6b,a2c690d7-40a6-4a86-8f54-8d3426fcc2ca,c1,c5,27,p2,?,surb={'id': '2b5a32f0-adc4-4bef-8766-8176c1464d4e', 'route': ['p2', 'e1', 'i8', 'x6', 'p1', 'c1']}
1769446729.33708,SENT,c7509d79-de6b-403a-96bc-5f1f110c87a8,826efba6-54e1-47e7-afd8-9aff67ce3ab8,c5,c4,3387,?,p2,
1769446729.3372383,CREATED,303d96c1-2c70-40aa-b38c-95721e5252de,47db0e7e-0e62-41d5-8005-20a094f69003,c5,c4,27,?,?,surb={'id': '8d842e79-306a-42e4-ac41-f903387fe039', 'route': ['p1', 'e4', 'i9', 'x10', 'p2', 'c5']}
1769446729.4036345,RECEIVED,db4c4040-d0d8-4c5b-a02d-74fc3e0103e5,de602b92-c5c9-49ab-a3c7-eb6465789b21,c1,c5,27,p2,?,surb={'id': '78edc0f7-867d-42d3-bf07-7d120ed6f41b', 'route': ['p2', 'e8', 'i3', 'x5', 'p1', 'c1']}
1769446729.6742067,SENT,7f459ebe-0655-46e8-88c8-92161e26951f,933033ca-9b79-48e8-ba08-8d93618e7739,c5,c4,3383,?,p2,
1769446729.6743686,CREATED,15ec0069-0a8e-4bf2-b5fe-294f240df84c,30ea5bdf-4a5f-4518-817b-f47f3bbf371e,c5,c4,27,?,?,surb={'id': '9cce02ed-8878-4ea5-be28-73d606c97a17', 'route': ['p1', 'e7', 'i10', 'x12', 'p2', 'c5']}
1769446729.7546916,RECEIVED,081fd075-dc05-4215-8351-2087546641f1,351f15ca-1117-4f0a-94b2-0e5f301d3760,c4,c5,27,p2,?,surb={'id': '67993bb4-1d95-4cc9-bd26-a9d17f078b71', 'route': ['p2', 'e12', 'i11', 'x9', 'p1', 'c4']}
1769446729.7665179,RECEIVED,6ab756e2-9906-441d-8c9d-3f6ad9a93133,19962dc4-5935-4c13-8203-1ae96ba9a014,c1,c5,27,p2,?,surb={'id': '83ce8f64-296a-4f08-87e4-5a81b525eda6', 'route': ['p2', 'e8', 'i7', 'x2', 'p1', 'c1']}
1769446729.822668,RECEIVED,ccd5a436-f7c5-474b-95f8-54e62cb0763f,b0b53b60-c1bb-4c02-a56a-0e66d7220d94,c1,c5,27,p2,?,surb={'id': '907dd943-04ee-43f3-ba65-0984952a963d', 'route': ['p2', 'e2', 'i5', 'x10', 'p1', 'c1']}
1769446729.8784182,RECEIVED,3ae73f62-cb8e-4312-afc1-d1fb0259a39d,be0a6891-1752-485a-bc9c-0660289821ce,c4,c5,25,p2,?,surb={'id': 'aa81608f-5715-4e7b-b6e6-4ac056bb143a', 'route': ['p2', 'e1', 'i4', 'x1', 'p1', 'c4']}
1769446729.9425404,SENT,021cf3eb-64a3-4ca3-9e07-cb73c0efdaa2,5612dcf5-0992-49c9-af2e-119f1605b06f,c5,c4,3379,?,p2,
1769446729.9426916,CREATED,a3d4df00-1a82-4791-a1d1-3ac141a178e5,5eb99428-b9cb-42ef-bfc0-cdbb30caacc2,c5,c4,27,?,?,surb={'id': '292cca6c-ae2d-407e-af9c-b2aad0f10b80', 'route': ['p1', 'e10', 'i3', 'x1', 'p2', 'c5']}
1769446729.9619932,RECEIVED,1165f861-58fa-41a5-bf08-d7e1a452dcfe,e34c1fda-daed-4cad-8c79-bba6fc59e124,c1,c5,27,p2,?,surb={'id': '7b80ea04-71ef-46f6-83e9-7f43e00761fb', 'route': ['p2', 'e6', 'i5', 'x4', 'p1', 'c1']}
1769446730.20193,SENT,7136f35b-cce6-4ab1-974a-5628cd0676ee,98f2f878-6b3c-47cb-a756-bc702bd044cc,c5,c4,3384,?,p2,
1769446730.2021081,CREATED,12a544f5-eca8-4708-bdfa-709083de5b6c,dd692ac1-d63f-45b9-9466-8634d944b683,c5,c4,27,?,?,surb={'id': '48d4f631-84bc-476e-8d2a-1a4365450f2c', 'route': ['p1', 'e12', 'i8', 'x5', 'p2', 'c5']}
1769446730.2517889,SENT,a9544c22-44b8-4fe5-9a42-56989c05b66c,12b9c297-38fb-4474-92f4-febcf5f39397,c5,c4,3380,?,p2,
1769446730.251935,CREATED,f8bf5eb9-c3d5-4c4e-a4aa-11835031803c,74b21ef0-3e91-4944-bc68-16355ec4f7ae,c5,c4,27,?,?,surb={'id': 'feb80d5a-4330-47fe-9111-77fe349a8bc0', 'route': ['p1', 'e11', 'i6', 'x1', 'p2', 'c5']}
1769446730.2702227,SENT,89c2a992-8a70-442c-aebe-a6657b8e0a43,72ef85e8-5364-41ec-9869-1ebfa4130510,c5,c4,3380,?,p2,
1769446730.270371,CREATED,5ada0637-ca00-41ae-bd7e-980413ecaa8c,51ea37f2-3a39-4f97-851c-03a9558cabf4,c5,c4,26,?,?,surb={'id': '129c86aa-f4ce-473e-8955-a4b88c93fa47', 'route': ['p1', 'e11', 'i8', 'x4', 'p2', 'c5']}
1769446730.4889476,RECEIVED,cabc7979-2816-46ed-9b6a-efe1aa6d1c5c,c9c89c4b-da77-465a-9094-41356749bcf2,c1,c5,27,p2,?,surb={'id': '4d0c4663-19c4-40b8-afc2-5a09ea5d0338', 'route': ['p2', 'e5', 'i2', 'x2', 'p1', 'c1']}
1769446730.524939,SENT,275b07b6-3bb6-4b48-bdac-f2971c7c609f,10025a6f-e60c-45ad-9c74-6ae2010c8424,c5,c4,3365,?,p2,
1769446730.525111,CREATED,3491e017-b4f2-43e1-9454-5036b43bcfc6,44e8ad02-368d-4aff-96b7-0728c1c936ac,c5,c4,27,?,?,surb={'id': '0f884366-35d0-4dfc-b571-b7cab47b67ac', 'route': ['p1', 'e11', 'i11', 'x8', 'p2', 'c5']}
