timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769446346.7895207,SENT,45cc2e65-6273-4614-8936-3416a8bda146,d3c9270b-c262-4d80-a141-9e78af4fdc44,c1,DROP,2015,?,p1,
1769446346.7896879,CREATED,071fc652-fdae-46fb-9d1b-6e3b8dba11a8,04ef9504-35d0-4d69-92b0-f2beb4ef0629,c1,DROP,27,?,?,
1769446347.0216591,SENT,87d7ddb1-7707-4100-b99e-924cef843cc7,f78127a2-cd69-46c8-bd10-4661a0ae6c89,c1,c5,3356,?,p1,
1769446347.0218158,CREATED,9a34fece-31af-4bf7-829c-1368641b699a,9b74812c-2b1b-4f2a-94b9-886d474c424b,c1,c5,26,?,?,surb={'id': 'b85796dd-601d-43ca-a977-93feb6a1d625', 'route': ['p2', 'e5', 'i8', 'x5', 'p1', 'c1']}
1769446347.127382,SENT,86a74257-4950-469e-b0c0-3cd05aa017c6,d8013502-06b5-4048-a99e-5948b1c12dbb,c1,DROP,2031,?,p1,
1769446347.1275167,CREATED,4f671cd7-06e5-4d1d-bc59-39d054e0f51b,0e31006d-5003-42c2-bbc1-35fe17cb60ea,c1,DROP,26,?,?,
1769446347.1522484,SENT,04e6c1ae-3019-4f7f-8751-7fdd3a10077a,73cca2d7-f420-4310-8b26-b7908e549113,c1,DROP,2017,?,p1,
1769446347.1524143,CREATED,5979691f-115e-4b32-a356-b3fabab7c208,e1b791ea-8e4b-4eba-b1c6-7e6654476638,c1,DROP,27,?,?,
1769446347.6991127,SENT,914e6013-4888-47cf-b745-3bc5b29d54f4,796f221d-c348-4766-afa7-82b33051ce36,c1,c5,3388,?,p1,
1769446347.6992655,CREATED,f9ff9223-3704-4d23-842b-98e3c165d9f7,725beea6-d73d-453d-98f6-1788140a31a4,c1,c5,27,?,?,surb={'id': 'ccecd728-c728-40bc-9369-02b012d1dd6f', 'route': ['p2', 'e7', 'i2', 'x10', 'p1', 'c1']}
1769446347.7046938,SENT,c6448245-c24e-40f1-930d-954e6f21ae79,7f357574-3360-4d31-982f-3626e34a3b58,c1,DROP,2028,?,p1,
1769446347.7050288,CREATED,994f2612-2b42-466b-92e9-95bf43cd70c8,5ba1e727-d74c-4aeb-8b89-645ad9f85586,c1,DROP,26,?,?,
1769446348.0231338,SENT,9de50f7f-19c5-4405-ac15-5d7f3bfe58bf,547022cc-a9d6-4872-bf07-b3212204eb49,c1,c5,3362,?,p1,
1769446348.0232842,CREATED,4e069077-07ea-4dcb-8c0d-da6a837222d2,2461a36e-0a9c-4600-a3f9-f6bea795e8e9,c1,c5,26,?,?,surb={'id': 'bf8a1a78-e823-4682-befa-bcef5cbf5e2b', 'route': ['p2', 'e3', 'i3', 'x7', 'p1', 'c1']}
1769446348.0805469,SENT,dc509b22-9df5-4681-ae6d-bb53bc345406,3345174a-f655-4e23-b9ba-8288b045b119,c1,DROP,2036,?,p1,
1769446348.080684,CREATED,c7531c8d-b719-4055-a546-8fc3ce1744f7,a40aff82-dd66-495e-8b22-5a9089911f24,c1,DROP,27,?,?,
1769446348.4027534,SENT,850adc8c-f820-44a2-91fa-21024a82af15,426e1325-e8ac-4283-81ec-a812456c67a3,c1,DROP,2037,?,p1,
