Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,7.744252554306407,9.340151280133759,128.30040322580646
e11,7.58764225093226,9.375366712663325,129.05943775100403
e12,7.567665396943548,9.320694948939348,120.215
e1,7.6175378718399855,9.41109796025984,128.03720359771054
e2,7.7179686571658666,9.375757374586524,128.58141481791546
e3,7.502059225115472,9.224349025411442,113.12494912494913
e4,7.422590162884754,9.203625399054067,110.74064940402795
e5,7.727661299747847,9.352518029987646,129.0758762886598
e6,4.094691369508455,4.988027703805863,8.20675105485232
e7,7.668639522870321,9.295688282093822,125.55382726156365
e8,7.65548251598622,9.375093106265643,125.4451219512195
e9,7.764377944444886,9.390050459366694,131.6437315322921
i10,5.980738782863642,7.415669918637697,32.38637290901673
i11,5.876689843014671,7.242618231704091,28.376353039134056
i12,6.009630317370756,7.379292682355779,30.515670706226494
i1,6.168757145821653,7.383956342705793,33.52883834281072
i2,6.417631020429964,7.554846064756227,39.997497914929106
i3,5.689494624500805,6.98335873300582,25.15451320457233
i4,5.925087208608407,7.269417236474641,29.79071729957806
i5,6.203585088006678,7.331019054016725,33.676663927691045
i6,3.699826504423973,4.495232592356599,6.013392857142857
i7,6.618895828708203,7.628279186655087,44.664403903266866
i8,5.946954923244891,7.388984888907499,31.210361067503925
i9,6.179983922314336,7.305636440714061,32.205055034651444
p1,9.541159658747139,11.346080974687057,455.8320707070707
p2,9.621331412239895,11.41024522232756,470.04726490241234
p3,8.27548590097522,10.180293246304,209.94702430846604
x10,6.625315751273489,7.937085269353416,48.491894395553494
x11,6.198358085818038,7.861816875764092,40.88418206399279
x12,6.3210765124495145,7.717231578257861,40.44143356643357
x1,6.323872502462668,7.623190791221822,39.096988485385296
x2,6.4915917745354665,7.591121952419763,42.143110323438194
x3,6.173041244654114,7.5001644603766735,35.67104686815593
x4,6.362660055134665,7.724027532630806,41.57433997220936
x5,6.456257446868155,7.807330270186731,42.4159891598916
x6,6.206286418357858,7.723896316488168,38.075034106412005
x7,6.33077028202898,7.778412508127376,42.79973297730307
x8,6.17116152615494,7.675125081810863,38.188646288209604
x9,5.947189432736228,7.307774415498754,29.342759211653814
