timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490143.9604251,SENT,d5b94c32-7c1f-4fd2-948c-bc69efe7417c,7cb368e0-ded6-49c3-93d5-c4af234391ee,c5,c4,3372,?,p2,
1769490143.960584,CREATED,fe9e8091-b55c-4861-bb13-8b3ebb4749fa,6aac3a7c-3a50-4b78-b4cf-c5e568f0641c,c5,c4,27,?,?,surb={'id': '25742bea-dc5a-41e3-a7b6-f7b3a55d9fd1', 'route': ['p1', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769490578.5922546,SENT,03285dd3-0445-47c0-9ed5-d5920aa99785,a95d5206-9c6b-41db-9ef8-e9cb9213ea7a,c5,c4,3376,?,p2,
1769490578.592405,CREATED,f251f8f8-ac2d-41b7-9b81-2b05f217d0b2,c259fa82-49f6-40e3-8218-4b8be94d8612,c5,c4,26,?,?,surb={'id': '2680cb07-6da0-44bd-83ca-9324ab82f99d', 'route': ['p1', 'e12', 'i6', 'x9', 'p2', 'c5']}
1769490578.6825414,SENT,67a98531-3966-4f11-a5d5-9a2e2d980e82,4234631a-d0fa-49bb-9adc-475809373f04,c5,c4,3376,?,p2,
1769490578.6827767,CREATED,16344ec0-d375-4b10-b97a-a80e26ed37cb,c259fa82-49f6-40e3-8218-4b8be94d8612,c5,c4,26,?,?,surb={'id': '2680cb07-6da0-44bd-83ca-9324ab82f99d', 'route': ['p1', 'e12', 'i6', 'x9', 'p2', 'c5']}
1769490578.7058399,SENT,0bdfcef4-2942-471e-bd6f-bf3ca57263d0,a7e003d6-bf39-49c1-9d06-4be788bb7aa8,c5,c4,3364,?,p2,
1769490578.705917,CREATED,4ee66e11-6ff8-49b1-8ef8-01b37e8cbb29,defdcdc3-2ef7-4b04-8cc1-6b9a1af0093c,c5,c4,26,?,?,surb={'id': '65e3d4b3-77ad-4d8e-a210-92db01295859', 'route': ['p1', 'e2', 'i3', 'x12', 'p2', 'c5']}
1769490578.7972844,RECEIVED,8ab81f30-eb96-48b2-b4d9-75956de3a6a7,f7a89d48-eb41-4d9c-960e-b644a842059e,c3,c5,26,p2,?,surb={'id': '96db3810-74ed-4ff9-9830-f47805634a95', 'route': ['p2', 'e9', 'i5', 'x7', 'p3', 'c3']}
1769490579.0602112,SENT,4d03e856-0d98-4e0f-99f9-5116b562634a,4acfd460-e680-457a-93dd-8154faa34f10,c5,c4,3393,?,p2,
1769490579.0603085,CREATED,23b7d126-681c-4100-a971-56d81e84d83c,defdcdc3-2ef7-4b04-8cc1-6b9a1af0093c,c5,c4,26,?,?,surb={'id': '65e3d4b3-77ad-4d8e-a210-92db01295859', 'route': ['p1', 'e2', 'i3', 'x12', 'p2', 'c5']}
1769490579.207572,SENT,f2b0febd-c5a8-4c00-9cc2-5472c648534c,4715b1bb-0865-49f4-95fc-9a06de90c38e,c5,c4,3388,?,p2,
1769490579.2076654,CREATED,255e765c-fdac-4711-82d2-8abc9f279bb4,7af8da7b-1bbf-468a-9fd1-ea1b3b9eb356,c5,c4,26,?,?,surb={'id': '9e94a1c0-b6d1-45d6-b359-e2e044be516b', 'route': ['p1', 'e9', 'i4', 'x11', 'p2', 'c5']}
1769490579.3917975,RECEIVED,9213c587-94fa-403c-b325-a4270552d58e,38ef46ec-a10d-48ac-8cf1-d55c8030d557,c3,c5,26,p2,?,surb={'id': 'eff6fa17-bbac-4710-a164-5b5ea6549cbe', 'route': ['p2', 'e10', 'i5', 'x4', 'p3', 'c3']}
1769490579.4357855,SENT,47c18620-36bd-4216-b61c-a149c42859b6,67de9670-fcc1-47b4-a863-7bcba2dabc90,c5,c4,3380,?,p2,
1769490579.4362779,CREATED,c2bed083-27fb-47d1-a41a-1443130dc43b,7af8da7b-1bbf-468a-9fd1-ea1b3b9eb356,c5,c4,26,?,?,surb={'id': '9e94a1c0-b6d1-45d6-b359-e2e044be516b', 'route': ['p1', 'e9', 'i4', 'x11', 'p2', 'c5']}
1769490579.5034657,SENT,15c7c6a5-fe86-420d-8739-de888d134cb4,78404bd5-3ee3-49a7-b2ed-492242e64807,c5,c4,3382,?,p2,
1769490579.5036228,CREATED,7df596fe-037d-4d9b-ad47-b96389b66829,ea85c5ca-c94a-4a45-9f2e-766c53176b86,c5,c4,27,?,?,surb={'id': 'bd3a5d23-0066-43b3-995d-b0c0436f7672', 'route': ['p1', 'e1', 'i4', 'x7', 'p2', 'c5']}
1769490579.6844263,RECEIVED,c1450ee4-35c3-4ae0-bdab-a0693b5ca257,fbda370b-5f63-4fbd-aae1-57ee8da41a7e,c3,c5,27,p2,?,surb={'id': 'cdef3331-37c2-4a29-a687-1478a0bdc064', 'route': ['p2', 'e8', 'i12', 'x9', 'p3', 'c3']}
1769490579.929793,SENT,90401924-6d9d-4cb5-91d3-037f167bb3d8,fc08b71a-e760-488e-b5e6-dfb02e79cdc2,c5,c4,3375,?,p2,
1769490579.9299364,CREATED,d450203d-dff2-4857-a424-fa90d6977bbe,ea85c5ca-c94a-4a45-9f2e-766c53176b86,c5,c4,27,?,?,surb={'id': 'bd3a5d23-0066-43b3-995d-b0c0436f7672', 'route': ['p1', 'e1', 'i4', 'x7', 'p2', 'c5']}
1769490580.0582535,RECEIVED,37c8b691-acd4-416f-bd46-4574300ce442,f7a89d48-eb41-4d9c-960e-b644a842059e,c3,c5,26,p2,?,surb={'id': '96db3810-74ed-4ff9-9830-f47805634a95', 'route': ['p2', 'e9', 'i5', 'x7', 'p3', 'c3']}
1769490580.2698042,SENT,fe3f3c53-7020-4e5b-a30a-649a6d3b8fa4,e4293972-feed-494d-a6ba-7cffe7fb33e1,c5,c4,3381,?,p2,
1769490580.2699587,CREATED,92cb8411-a3a2-4fd3-9a3a-41dd29ebeee2,4d114f38-1a09-4ff7-ade0-8f43d6884a87,c5,c4,27,?,?,surb={'id': '8beec22c-c7e6-4992-92ae-08a5c371ec07', 'route': ['p1', 'e7', 'i4', 'x8', 'p2', 'c5']}
1769490580.2977111,RECEIVED,5333ec13-1417-4d66-b4cd-ed73a4c6999c,17f4d1df-a5f1-431e-8b23-138eb0fa0b8c,c3,c5,26,p2,?,surb={'id': '6bd8fd82-8eb5-447b-a627-f5e1a03d6d5b', 'route': ['p2', 'e12', 'i1', 'x5', 'p3', 'c3']}
1769490580.3133316,SENT,76c092c8-42f9-4899-a993-49fd3adc0d06,52af14ce-b7ba-44ff-a306-aca0231805cd,c5,c4,3370,?,p2,
1769490580.313494,CREATED,7f4ae36e-6dd9-47dc-b0b6-5c6bc7e5ef0a,4d114f38-1a09-4ff7-ade0-8f43d6884a87,c5,c4,27,?,?,surb={'id': '8beec22c-c7e6-4992-92ae-08a5c371ec07', 'route': ['p1', 'e7', 'i4', 'x8', 'p2', 'c5']}
1769490580.5867205,RECEIVED,1e903edc-50c5-4a06-8521-2b78f5e9f4aa,733544ad-d1e8-43cd-836d-315aa7544437,c3,c5,26,p2,?,surb={'id': '9cf2bde0-c694-4601-b703-41e6666c2d5f', 'route': ['p2', 'e10', 'i8', 'x11', 'p3', 'c3']}
1769490580.6254883,SENT,c18134af-5aa7-4d32-ae8a-09888f849590,803d44e6-a9d2-4599-b672-c1c1a2e1fe12,c5,c4,3382,?,p2,
1769490580.6256435,CREATED,61d52ea8-f0a8-4825-84ba-06eefac96b57,3b05ec87-37fb-4a29-9c06-15617826c33a,c5,c4,27,?,?,surb={'id': '8964a53b-a8a2-4237-a8da-f063bda8b077', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c5']}
1769490580.6565373,RECEIVED,9f342667-183b-4140-8117-5a05feadc913,57ceab33-0b30-4fe7-922a-51b352d2f9c2,c3,c5,27,p2,?,surb={'id': 'ff5fa5f1-dd33-4094-9380-dfe4b9efd9e9', 'route': ['p2', 'e7', 'i4', 'x2', 'p3', 'c3']}
1769490581.1076107,RECEIVED,55e0c683-c5c3-4d63-8b2e-ac41fd5537fb,733544ad-d1e8-43cd-836d-315aa7544437,c3,c5,26,p2,?,surb={'id': '9cf2bde0-c694-4601-b703-41e6666c2d5f', 'route': ['p2', 'e10', 'i8', 'x11', 'p3', 'c3']}
1769490581.16948,SENT,1cd37d36-6de3-48b5-861d-ea24ffa53844,27f31698-e2cc-4661-a6ca-ba396a116ccd,c5,c4,3379,?,p2,
1769490581.169582,CREATED,e74a7964-a667-4714-a767-80d40803e5b0,3b05ec87-37fb-4a29-9c06-15617826c33a,c5,c4,27,?,?,surb={'id': '8964a53b-a8a2-4237-a8da-f063bda8b077', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c5']}
1769490581.2317312,RECEIVED,73520410-fefb-4545-b7c9-e5805bc5a3c3,17f4d1df-a5f1-431e-8b23-138eb0fa0b8c,c3,c5,26,p2,?,surb={'id': '6bd8fd82-8eb5-447b-a627-f5e1a03d6d5b', 'route': ['p2', 'e12', 'i1', 'x5', 'p3', 'c3']}
1769490581.6636832,SENT,a6c4dc0b-9263-4171-83f1-c10d1cbf4e7c,34d46133-647b-45e1-a9a7-9ac527305709,c5,c4,3360,?,p2,
1769490581.663829,CREATED,f4fa0013-31e1-4cea-8498-7218a0c22902,b6309f20-7cd1-458c-9052-7e2dda4e2f05,c5,c4,27,?,?,surb={'id': '7e0a1cba-2019-4099-bcae-6ab24e4e6017', 'route': ['p1', 'e10', 'i1', 'x8', 'p2', 'c5']}
1769490581.8912368,RECEIVED,29aba523-86ed-4b13-8489-fcc16cc8fa5d,38ef46ec-a10d-48ac-8cf1-d55c8030d557,c3,c5,26,p2,?,surb={'id': 'eff6fa17-bbac-4710-a164-5b5ea6549cbe', 'route': ['p2', 'e10', 'i5', 'x4', 'p3', 'c3']}
1769490582.0484555,SENT,4f375cce-0469-401e-8f5a-3863b0355e44,533bc168-2166-4fa8-a7c7-8cf63fe6f537,c5,c4,3380,?,p2,
1769490582.048556,CREATED,cd57a78e-b788-4192-82c9-d814c10bcfd0,b6309f20-7cd1-458c-9052-7e2dda4e2f05,c5,c4,27,?,?,surb={'id': '7e0a1cba-2019-4099-bcae-6ab24e4e6017', 'route': ['p1', 'e10', 'i1', 'x8', 'p2', 'c5']}
1769490582.1380885,SENT,a6ebd137-62c7-4acd-b98e-0024141d95e9,bd096eea-c295-442d-b7ad-ebe5a1bc2b6d,c5,c4,3396,?,p2,
1769490582.1383045,CREATED,83103a45-e773-4448-822b-205877578143,cc615361-8b53-4bae-8c28-622869f0b6c9,c5,c4,27,?,?,surb={'id': '38c46479-375e-4218-a111-36b77e69cb28', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c5']}
1769490582.4858217,RECEIVED,fb4c34d4-1d9e-4b71-8cad-b6767874ffab,6e5da742-ae75-4ead-8c3a-a7de4e998beb,c3,c5,26,p2,?,surb={'id': '3e62ea5b-d98a-40ab-95c7-3a4df27d7f35', 'route': ['p2', 'e11', 'i8', 'x5', 'p3', 'c3']}
1769490582.5072708,RECEIVED,b3eecf53-e8e8-44fa-990c-5671a62dba23,6e5da742-ae75-4ead-8c3a-a7de4e998beb,c3,c5,26,p2,?,surb={'id': '3e62ea5b-d98a-40ab-95c7-3a4df27d7f35', 'route': ['p2', 'e11', 'i8', 'x5', 'p3', 'c3']}
1769490582.5342135,RECEIVED,1010d5c0-9d0d-4edb-8c13-130aee8c622f,2f78ad5d-1718-4024-8e37-9d9085b6aa29,c3,c5,26,p2,?,surb={'id': 'fbe1179c-3a1f-4101-8121-834a69f75dba', 'route': ['p2', 'e8', 'i3', 'x3', 'p3', 'c3']}
1769490582.6935163,SENT,39988a09-aea0-4061-b406-2bd75da72adb,52b3b68b-8c6a-4252-b9b9-373597269976,c5,c4,3403,?,p2,
1769490582.6936898,CREATED,ab83c2a9-aef1-4d69-8f4f-a47be2afeee7,cc615361-8b53-4bae-8c28-622869f0b6c9,c5,c4,27,?,?,surb={'id': '38c46479-375e-4218-a111-36b77e69cb28', 'route': ['p1', 'e8', 'i12', 'x6', 'p2', 'c5']}
1769490582.8561406,SENT,d334436b-5ea2-4225-aa7a-212c2327cde6,a7e09937-5e07-447f-9ddd-15bdbe0be719,c5,c4,3383,?,p2,
1769490582.8563004,CREATED,fe867cb3-6778-4da9-927e-eb1b49b39825,99ad2f2f-0a87-4d40-b577-11ce5db37262,c5,c4,27,?,?,surb={'id': '1d1ae32e-934a-4062-b93c-cf3e0c3842b9', 'route': ['p1', 'e12', 'i9', 'x3', 'p2', 'c5']}
1769490583.1060684,SENT,a24753e0-f07e-4e6e-aba2-93eb601737c9,8b5a0d6b-0cc7-4170-8925-69964ae46727,c5,c4,3380,?,p2,
1769490583.1061585,CREATED,c9aae981-5e96-4b01-8bbd-a3491f964885,99ad2f2f-0a87-4d40-b577-11ce5db37262,c5,c4,27,?,?,surb={'id': '1d1ae32e-934a-4062-b93c-cf3e0c3842b9', 'route': ['p1', 'e12', 'i9', 'x3', 'p2', 'c5']}
1769490583.4243796,SENT,7f0f8269-630b-477f-91c6-34d377b1d918,49efe7c0-3358-46bd-b65c-ad863b89cc81,c5,c4,3381,?,p2,
1769490583.4244626,CREATED,e4070989-fd01-43bc-9271-9294bc620a23,ba786fa4-573b-4ab5-a6cb-ab31184a51c3,c5,c4,26,?,?,surb={'id': 'bc6e2f24-ea8d-4d24-8562-a32c693cb348', 'route': ['p1', 'e11', 'i1', 'x4', 'p2', 'c5']}
1769490583.5623102,RECEIVED,a4593738-ee08-4710-995f-8cf7e19badb3,2f78ad5d-1718-4024-8e37-9d9085b6aa29,c3,c5,26,p2,?,surb={'id': 'fbe1179c-3a1f-4101-8121-834a69f75dba', 'route': ['p2', 'e8', 'i3', 'x3', 'p3', 'c3']}
1769490583.6212,RECEIVED,67fe9fe4-927d-44a7-9ddc-89db454cfdee,439db783-574b-460b-88ac-a5ddcca2b0ed,c3,c5,26,p2,?,surb={'id': '031784ee-1f12-485c-8696-ba6e8fe239e3', 'route': ['p2', 'e1', 'i9', 'x4', 'p3', 'c3']}
1769490584.0207255,RECEIVED,281a3708-4118-4373-a91d-4d865a335cfe,4ab889db-3c2c-4f3b-9f98-a908677a019b,c3,c5,26,p2,?,surb={'id': '5aabb388-d95a-408d-b9c7-38371e8f4e36', 'route': ['p2', 'e2', 'i2', 'x9', 'p3', 'c3']}
1769490584.0815904,RECEIVED,2dbc5434-5dae-4cfd-b038-9f6ad8111f5e,79f469d1-5f49-491d-90a7-4a8681e69e60,c3,c5,27,p2,?,surb={'id': '519853c7-33ea-469f-b8ca-8268a0be9e50', 'route': ['p2', 'e8', 'i8', 'x8', 'p3', 'c3']}
1769490584.7094495,SENT,b1c794a2-8cc6-40cb-bb40-85010cb1c5ef,691a8968-f36a-407d-8280-70337c55d2a9,c5,c4,3371,?,p2,
1769490584.7095995,CREATED,89ccfcaf-a274-4c9d-8513-96e86db242e6,ba786fa4-573b-4ab5-a6cb-ab31184a51c3,c5,c4,26,?,?,surb={'id': 'bc6e2f24-ea8d-4d24-8562-a32c693cb348', 'route': ['p1', 'e11', 'i1', 'x4', 'p2', 'c5']}
1769490584.7256129,SENT,6af4c0e7-e3fb-4b6a-870e-8ffe57b2e394,3bff7f92-42cf-46d3-8768-e49eb5df9648,c5,c4,3378,?,p2,
1769490584.7257638,CREATED,640e5d7f-855a-4f9e-aaad-8d9166c81b3b,6a40bc61-80c1-456a-9def-07b9c529fae1,c5,c4,26,?,?,surb={'id': 'eb9dd6b9-4967-41c1-9798-070885f21654', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c5']}
1769490584.8366973,SENT,bf57bbd6-03bc-45ea-8358-fd94e7d1f536,81d0a64f-fe74-4c96-9057-540a8719d7ad,c5,c4,3355,?,p2,
1769490584.83685,CREATED,0e7a1124-2a69-4e14-9337-9102dd14cc73,6a40bc61-80c1-456a-9def-07b9c529fae1,c5,c4,26,?,?,surb={'id': 'eb9dd6b9-4967-41c1-9798-070885f21654', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c5']}
1769490585.1013749,SENT,3e0a5f4a-2aaa-4813-a149-d675b11a70eb,a603cc60-757a-45f0-9e93-24b71817613a,c5,c4,3379,?,p2,
1769490585.101495,CREATED,c5929ba1-a983-44b1-b4ce-538fa3ffe47f,fa263a27-b76e-4cda-9a24-6ab6fea2db1e,c5,c4,27,?,?,surb={'id': '5b2f520e-0d43-44ee-83f2-11d6dddf5e83', 'route': ['p1', 'e5', 'i5', 'x10', 'p2', 'c5']}
1769490585.3136723,SENT,a635e524-2f8c-4f5d-913d-3d5006817752,e567d274-712d-4c88-8ff9-e9c33fe1d484,c5,c4,3380,?,p2,
1769490585.3137748,CREATED,33cffbd2-8c6d-47be-858f-62268fd063d5,fa263a27-b76e-4cda-9a24-6ab6fea2db1e,c5,c4,27,?,?,surb={'id': '5b2f520e-0d43-44ee-83f2-11d6dddf5e83', 'route': ['p1', 'e5', 'i5', 'x10', 'p2', 'c5']}
1769490585.3435962,RECEIVED,e4843116-9a69-4bc9-b97b-f42ff9d59cff,fc39c1ac-b9d1-480b-a12a-67b34b3b1ae5,c3,c5,27,p2,?,surb={'id': '117bcf8b-f28b-47f1-b1e4-d8f79d493054', 'route': ['p2', 'e1', 'i10', 'x7', 'p3', 'c3']}
1769490585.492534,RECEIVED,6936d947-fa99-4b8f-bc76-8c647fb05903,79f469d1-5f49-491d-90a7-4a8681e69e60,c3,c5,27,p2,?,surb={'id': '519853c7-33ea-469f-b8ca-8268a0be9e50', 'route': ['p2', 'e8', 'i8', 'x8', 'p3', 'c3']}
1769490585.5489247,RECEIVED,63b9629b-613e-42c0-8a3b-bab2470fd836,439db783-574b-460b-88ac-a5ddcca2b0ed,c3,c5,26,p2,?,surb={'id': '031784ee-1f12-485c-8696-ba6e8fe239e3', 'route': ['p2', 'e1', 'i9', 'x4', 'p3', 'c3']}
1769490585.7354467,RECEIVED,016767ad-8881-4e5e-bf0e-2cbac73214d0,4828a8e3-bed2-431b-8d12-82d333942f8f,c3,c5,25,p2,?,surb={'id': 'f65c142f-d9c1-4c3a-917a-4b21cd6d6f43', 'route': ['p2', 'e5', 'i9', 'x2', 'p3', 'c3']}
1769490585.9140651,SENT,5cbd0000-6c10-4cfd-b563-ae29b7508e50,cf1cddeb-0f13-454b-87a3-ee5e12dc9a14,c5,c4,3379,?,p2,
1769490585.914172,CREATED,4b591b05-23c2-42f9-9b15-80e610c50873,ef9694b2-b025-40d3-84f7-3afee27fafea,c5,c4,27,?,?,surb={'id': '73b1a8ad-c410-4e6e-b079-f87f7912e353', 'route': ['p1', 'e10', 'i5', 'x7', 'p2', 'c5']}
1769490585.9933403,RECEIVED,990c672a-7d9a-4b42-a27d-1c5f4179b465,8fe0e607-c308-4d00-b523-3d1e12c26ed8,c3,c5,27,p2,?,surb={'id': 'a6a2868a-b75a-4da6-b49f-2fb04e5f44f3', 'route': ['p2', 'e4', 'i8', 'x3', 'p3', 'c3']}
1769490586.1112056,SENT,9decf8b3-21ef-4c64-b5e3-134607864970,6dc66313-a0c5-4a71-824d-c770d9b2ef44,c5,c4,3392,?,p2,
1769490586.1113064,CREATED,3def8141-90dc-4e06-9636-626e56d73173,ef9694b2-b025-40d3-84f7-3afee27fafea,c5,c4,27,?,?,surb={'id': '73b1a8ad-c410-4e6e-b079-f87f7912e353', 'route': ['p1', 'e10', 'i5', 'x7', 'p2', 'c5']}
1769490586.3294175,SENT,0a1c780b-0177-4971-b672-2bae6fea0e5d,964b5b33-2a97-493b-8967-559bfc2c2ca0,c5,c4,3360,?,p2,
1769490586.3295193,CREATED,6f7203e6-31e5-42b9-ac38-a411a387098c,8b762bcd-d53a-4d07-811b-983e31ff69af,c5,c4,27,?,?,surb={'id': '6323910a-4b1a-4f4d-87d0-0a82e4f90232', 'route': ['p1', 'e5', 'i8', 'x7', 'p2', 'c5']}
1769490586.4343417,RECEIVED,1ab7faca-fe23-4394-8864-842162754858,ab6a834e-3c2e-4bdd-b805-ca49f2f9ce1f,c3,c5,26,p2,?,surb={'id': 'bf34e53b-f5b3-4afc-b1bc-54eb70f76b61', 'route': ['p2', 'e2', 'i9', 'x11', 'p3', 'c3']}
1769490586.5435152,RECEIVED,13b45ce3-91d2-4096-99e9-ae4118b19ccf,4828a8e3-bed2-431b-8d12-82d333942f8f,c3,c5,25,p2,?,surb={'id': 'f65c142f-d9c1-4c3a-917a-4b21cd6d6f43', 'route': ['p2', 'e5', 'i9', 'x2', 'p3', 'c3']}
1769490586.5504916,SENT,d5f9deba-2a69-4ee0-a59a-95fa54b897a5,ca93c4cd-6aff-4c21-925d-729d9f90d443,c5,c4,3387,?,p2,
1769490586.5505915,CREATED,5667b26c-f932-4577-8f8d-7c1aaf64530c,8b762bcd-d53a-4d07-811b-983e31ff69af,c5,c4,27,?,?,surb={'id': '6323910a-4b1a-4f4d-87d0-0a82e4f90232', 'route': ['p1', 'e5', 'i8', 'x7', 'p2', 'c5']}
1769490586.7565637,RECEIVED,4f894d02-c6c4-4b02-9ec6-ae4f2a9b0ccf,4ab889db-3c2c-4f3b-9f98-a908677a019b,c3,c5,26,p2,?,surb={'id': '5aabb388-d95a-408d-b9c7-38371e8f4e36', 'route': ['p2', 'e2', 'i2', 'x9', 'p3', 'c3']}
1769490587.1282647,RECEIVED,957b5430-c1d0-43d2-bd21-f36b8c0014df,fc39c1ac-b9d1-480b-a12a-67b34b3b1ae5,c3,c5,27,p2,?,surb={'id': '117bcf8b-f28b-47f1-b1e4-d8f79d493054', 'route': ['p2', 'e1', 'i10', 'x7', 'p3', 'c3']}
1769490587.3554897,SENT,c1b79a92-5985-4419-b46d-9f71987d0860,afcbc770-bc2a-49c1-b67c-06ac3134ab4a,c5,c4,3376,?,p2,
1769490587.3556337,CREATED,3b1ac6f1-9ca2-4f80-9ad7-913ea30677ea,6f4a496c-dfa0-48c9-84d6-46b0ec3c0b3f,c5,c4,27,?,?,surb={'id': '4f9455ee-7064-4978-bbe3-abd92563ee11', 'route': ['p1', 'e8', 'i4', 'x4', 'p2', 'c5']}
1769490587.4873524,SENT,e87937ea-0fa7-4ce9-a867-f8b0cf5f74de,d7171bf7-2253-4dc5-b421-d384a9c77ad7,c5,c4,3376,?,p2,
1769490587.4874322,CREATED,8fb1dbce-f426-4685-b4e4-5ff0b38cf2f7,6f4a496c-dfa0-48c9-84d6-46b0ec3c0b3f,c5,c4,27,?,?,surb={'id': '4f9455ee-7064-4978-bbe3-abd92563ee11', 'route': ['p1', 'e8', 'i4', 'x4', 'p2', 'c5']}
1769490587.5723186,RECEIVED,10b8ba9e-1bbc-4add-8c68-3841cc57a66e,a8daae56-53a2-4e7b-b667-4703c1972587,c3,c5,27,p2,?,surb={'id': '2217d048-aacd-45f5-8178-33671fd92183', 'route': ['p2', 'e6', 'i2', 'x7', 'p3', 'c3']}
1769490587.7499413,SENT,d2027be5-9683-45ad-9f52-9576a06d8295,6cd6e4f2-08ce-40ff-a11d-f40cbe2cd82b,c5,c4,3380,?,p2,
1769490587.7501233,CREATED,67d7cc63-fc1a-439b-b635-485baa131ba9,b113d3c9-d997-4f3d-8cd4-3bc347cc1606,c5,c4,27,?,?,surb={'id': '9662541a-9990-4688-80d2-6de2e21190e3', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c5']}
1769490587.9493427,RECEIVED,7ee8a9d7-71ed-467a-b8ad-c39846b21e2c,dc098b7d-e463-4710-aed6-fa9a8fadea64,c3,c5,27,p2,?,surb={'id': '8166de3e-73ec-4c76-b384-c4c05a614c69', 'route': ['p2', 'e5', 'i5', 'x1', 'p3', 'c3']}
1769490588.135249,SENT,223358d4-0f7e-4dad-ac2b-7e224221d8ff,4b5f9f9d-c80d-4fa9-b344-341232c0c41f,c5,c4,3371,?,p2,
1769490588.1353257,CREATED,48cdfb4f-f078-46bf-b535-7aa95903812a,b113d3c9-d997-4f3d-8cd4-3bc347cc1606,c5,c4,27,?,?,surb={'id': '9662541a-9990-4688-80d2-6de2e21190e3', 'route': ['p1', 'e11', 'i5', 'x8', 'p2', 'c5']}
1769490588.509273,SENT,7a078f4e-0dd4-4f3e-93e3-6703c299a157,9d4cbf57-4e85-4d9d-85e4-320189d70aec,c5,c4,3356,?,p2,
1769490588.5093358,CREATED,2b1cc642-a7ec-483c-9fb2-9aaf524497f5,e4ce2a8b-2130-4887-bfa8-15d0f5cfc85c,c5,c4,25,?,?,surb={'id': '5b2f55e9-fd75-4ffb-98c0-8eba298d2b1c', 'route': ['p1', 'e2', 'i4', 'x1', 'p2', 'c5']}
1769490588.5306082,SENT,6191647b-75c6-4606-8391-b9582e6609a4,fcaf6eab-9740-434c-9383-b3f9b71aba22,c5,c4,3356,?,p2,
1769490588.53067,CREATED,8bebce52-4ba7-488f-b762-a8d5faea15b1,e4ce2a8b-2130-4887-bfa8-15d0f5cfc85c,c5,c4,25,?,?,surb={'id': '5b2f55e9-fd75-4ffb-98c0-8eba298d2b1c', 'route': ['p1', 'e2', 'i4', 'x1', 'p2', 'c5']}
1769490588.5352077,RECEIVED,d0cd06e4-8075-4f0f-a1a0-85ef47c0495d,dc098b7d-e463-4710-aed6-fa9a8fadea64,c3,c5,27,p2,?,surb={'id': '8166de3e-73ec-4c76-b384-c4c05a614c69', 'route': ['p2', 'e5', 'i5', 'x1', 'p3', 'c3']}
1769490588.7401845,SENT,53b1d92a-a1d1-4263-b00b-f619a578dc7b,6c3eb031-70a9-4357-9886-204634575373,c5,c4,3407,?,p2,
1769490588.740335,CREATED,87599add-dcce-4e50-91a7-4bd7989d397b,f00fa396-5b35-4979-86c7-60017dff1d66,c5,c4,27,?,?,surb={'id': '6257d79f-7b28-4df9-a924-d180a1552b1c', 'route': ['p1', 'e10', 'i6', 'x1', 'p2', 'c5']}
1769490588.9865665,RECEIVED,fe54d0e8-b97e-40d9-8cce-cafd3c237e2a,ab45efff-f0dd-42c6-a017-76c3456253e8,c3,c5,26,p2,?,surb={'id': '9215a64e-2c7d-4e91-8273-13b60ee642f0', 'route': ['p2', 'e4', 'i4', 'x11', 'p3', 'c3']}
1769490589.315094,SENT,673b35e2-75a9-41cd-8891-f0e43223a900,f434f9ed-d32b-43a6-8afb-3b36292f5f08,c5,c4,3396,?,p2,
1769490589.3152454,CREATED,44603ecd-4fd6-4694-b1e0-ad3ad736873d,f00fa396-5b35-4979-86c7-60017dff1d66,c5,c4,27,?,?,surb={'id': '6257d79f-7b28-4df9-a924-d180a1552b1c', 'route': ['p1', 'e10', 'i6', 'x1', 'p2', 'c5']}
1769490589.3393888,SENT,020cf67c-d037-47ec-8631-4e59d98443ff,119680ca-600c-4097-a7af-1c032e485d0e,c5,c4,3379,?,p2,
1769490589.3395395,CREATED,5fb57809-21e2-450b-be46-a69f5b20b453,5f1bac7c-e5ef-4d86-84b8-34d3854ee23c,c5,c4,27,?,?,surb={'id': '79e5f7a7-84d9-43cb-a7c0-1cbbae301e8d', 'route': ['p1', 'e1', 'i5', 'x8', 'p2', 'c5']}
1769490589.3484447,SENT,9e56574f-0fda-4e0f-9a1c-1aab275ac37e,4e9c9c1b-468b-4ee8-b61e-b635cbac1933,c5,c4,3371,?,p2,
1769490589.3486166,CREATED,bbc3f020-89e7-4f8d-acfa-a803ed95bb94,5f1bac7c-e5ef-4d86-84b8-34d3854ee23c,c5,c4,27,?,?,surb={'id': '79e5f7a7-84d9-43cb-a7c0-1cbbae301e8d', 'route': ['p1', 'e1', 'i5', 'x8', 'p2', 'c5']}
1769490589.4558232,SENT,ecad0d35-16fd-4c31-84e4-57c98c90f6f3,c2cb7358-8ec1-4564-b7da-c0c6311ac97e,c5,c4,3400,?,p2,
