timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490143.8068492,SENT,d5fd512e-8b0d-4853-81fe-fad7660cfc83,d04042ba-cb13-4f91-a001-c58410004831,c4,c1,3374,?,p1,
1769490143.8070252,CREATED,a9aebe50-1593-4d4e-8c0a-39ea7fdb72b7,19584fcb-6e9c-47d2-8236-26292d677203,c4,c1,27,?,?,surb={'id': '2d8a9e70-b4a4-4bfd-ad24-0afa8d680a07', 'route': ['p1', 'e6', 'i3', 'x4', 'p1', 'c4']}
1769490148.5861154,CREATED,e9b76694-6939-4a1d-a5be-a7c60ed3945d,9af8367c-9422-49fe-b94b-190d12fc4648,c4,c1,27,?,?,surb={'id': '7aa22b1e-baf8-4944-bd25-2a7ad662be7c', 'route': ['p1', 'e5', 'i12', 'x2', 'p1', 'c4']}
1769490148.665924,SENT,c7de2a8a-0c2d-4645-beee-8686f32408fd,949e322b-c2a2-406d-aa97-aabd69990501,c4,c1,3396,?,p1,
1769490148.6662807,CREATED,2f54053c-28ca-4d01-a094-37b782a5b226,0cce8ace-cde8-4734-aa83-ad4d8be42813,c4,c1,27,?,?,surb={'id': 'e559bec1-d6c3-47ae-983b-3141ef71ab68', 'route': ['p1', 'e8', 'i2', 'x11', 'p1', 'c4']}
1769490148.6812878,RECEIVED,6a2a0bc5-384e-4652-b105-15b2f6984057,1b74f407-39a5-41f0-87c3-2347346062ea,c5,c4,26,p1,?,surb={'id': '75ae48ef-a028-44ee-807f-7445b190368f', 'route': ['p1', 'e6', 'i12', 'x2', 'p2', 'c5']}
1769490148.7645276,SENT,57728c97-d1dd-4540-8ce2-89366acc775a,304d7051-5729-415e-a93e-5b28b413fb63,c4,c1,3376,?,p1,
1769490148.7646594,CREATED,4945d4f6-e15d-4898-ab3f-1cf4df0cd057,0cce8ace-cde8-4734-aa83-ad4d8be42813,c4,c1,27,?,?,surb={'id': 'e559bec1-d6c3-47ae-983b-3141ef71ab68', 'route': ['p1', 'e8', 'i2', 'x11', 'p1', 'c4']}
1769490148.776529,RECEIVED,9cc41dac-794e-47e7-9634-f4095b8bc697,1b74f407-39a5-41f0-87c3-2347346062ea,c5,c4,26,p1,?,surb={'id': '75ae48ef-a028-44ee-807f-7445b190368f', 'route': ['p1', 'e6', 'i12', 'x2', 'p2', 'c5']}
1769490148.928543,RECEIVED,49ec5c19-3840-4f2f-bf3e-c9d3ae732959,f4caecaf-e095-4601-94aa-f131fe6dc907,c5,c4,27,p1,?,surb={'id': '8ae3ee9d-2ed4-47d4-ae69-fcab9b9499f8', 'route': ['p1', 'e7', 'i8', 'x10', 'p2', 'c5']}
1769490149.0644033,SENT,d3a12ac9-75d5-4741-99ad-9c7bf30d1bcf,216123db-41b8-4e1b-a74a-9d67c0bad4c4,c4,c1,3385,?,p1,
1769490149.0645525,CREATED,57e56120-b37f-4e4a-8058-aa175ec0d471,9a09f7b0-858c-4a20-84b2-520d0f4ef384,c4,c1,27,?,?,surb={'id': 'f7ffe4d1-e69c-4b68-83f6-8972f6547e10', 'route': ['p1', 'e6', 'i5', 'x6', 'p1', 'c4']}
1769490149.227042,SENT,ebfb2c3a-9fdf-48b8-851d-f6b5d7574257,eab49b8f-afa5-49a1-8474-df279864cd04,c4,c1,3377,?,p1,
1769490149.2272162,CREATED,904c4fa9-ac5e-4eba-8643-8ae4e1862dff,9a09f7b0-858c-4a20-84b2-520d0f4ef384,c4,c1,27,?,?,surb={'id': 'f7ffe4d1-e69c-4b68-83f6-8972f6547e10', 'route': ['p1', 'e6', 'i5', 'x6', 'p1', 'c4']}
1769490149.2704577,SENT,d6dcf4df-735b-494d-b01f-83ed958366dc,1002884a-6bd1-4384-8b3e-907c8b01e29c,c4,c1,3356,?,p1,
1769490149.2706063,CREATED,ae35b573-a52c-4b42-a9cf-de9c4edc4a45,f51293a9-0c9a-4bcd-abb7-7efa7183592a,c4,c1,26,?,?,surb={'id': 'd62c6387-7adb-4b0b-b87c-96e0468b6998', 'route': ['p1', 'e9', 'i6', 'x1', 'p1', 'c4']}
1769490149.3549118,RECEIVED,32ea97ec-b57a-4fef-b9b0-a2e9a395bd6f,b7ce7bc0-6062-4941-8e41-23d6dd8b953e,c5,c4,26,p1,?,surb={'id': '46413dd8-6c35-412d-85a0-f8cf2715c3b9', 'route': ['p1', 'e9', 'i3', 'x2', 'p2', 'c5']}
1769490149.4238777,SENT,5dd87553-a88e-4f46-a9ce-bbf2bdf4837c,9716a45d-7c12-445e-bd5f-aea119ca0e54,c4,c1,3384,?,p1,
1769490149.4240353,CREATED,9521b66e-36a5-489c-b7aa-569b7639938f,f51293a9-0c9a-4bcd-abb7-7efa7183592a,c4,c1,26,?,?,surb={'id': 'd62c6387-7adb-4b0b-b87c-96e0468b6998', 'route': ['p1', 'e9', 'i6', 'x1', 'p1', 'c4']}
1769490149.54858,RECEIVED,33381d07-10be-4426-8d50-28f4f6e7220b,6aac3a7c-3a50-4b78-b4cf-c5e568f0641c,c5,c4,27,p1,?,surb={'id': '25742bea-dc5a-41e3-a7b6-f7b3a55d9fd1', 'route': ['p1', 'e12', 'i8', 'x10', 'p2', 'c5']}
1769490149.5793326,SENT,c771942c-8a65-4776-91c7-b68e9970fdd7,50291cc2-aa5a-4a9b-8374-b044f5888936,c4,c1,3391,?,p1,
1769490149.579477,CREATED,c5471f86-e17d-4fff-87e8-2dbe31528b71,9baa843e-302d-4e21-b731-29c2e49a19c2,c4,c1,27,?,?,surb={'id': '3ce41a9e-71ec-4b89-ab44-50267bf359a5', 'route': ['p1', 'e8', 'i5', 'x4', 'p1', 'c4']}
1769490149.9621391,RECEIVED,1c1c1faa-db2f-4860-9fd3-24ee6b8488e8,31367f0a-81f4-41a5-a137-beb238498a87,c5,c4,27,p1,?,surb={'id': 'd79a4942-846f-4c82-8047-37c1f6fcab27', 'route': ['p1', 'e7', 'i8', 'x6', 'p2', 'c5']}
1769490150.002593,SENT,9f73c45c-cf34-4027-8d5a-0fe99b404c3a,9165b000-1a3a-4ed9-b349-14db827a3a67,c4,c1,3372,?,p1,
1769490150.0027413,CREATED,9c84b38a-a496-46e9-9251-dc42c119ae18,9baa843e-302d-4e21-b731-29c2e49a19c2,c4,c1,27,?,?,surb={'id': '3ce41a9e-71ec-4b89-ab44-50267bf359a5', 'route': ['p1', 'e8', 'i5', 'x4', 'p1', 'c4']}
1769490150.164344,RECEIVED,5e5bcea9-224e-47f8-87cb-86e270ffc75c,d6509882-8b91-495e-afa0-34db9e94b5a6,c5,c4,26,p1,?,surb={'id': 'be7bddba-0c9f-441c-ad9c-2f03fbd20afa', 'route': ['p1', 'e5', 'i3', 'x10', 'p2', 'c5']}
1769490150.2354312,RECEIVED,98964c6b-1e05-4089-9702-7f5611cc1f71,37d391fa-26d4-486b-a8d2-e91ed24373a1,c5,c4,26,p1,?,surb={'id': 'd46fc1f0-4990-44ce-8915-77df48d22a08', 'route': ['p1', 'e7', 'i5', 'x7', 'p2', 'c5']}
1769490150.3107374,SENT,8b46c841-9eb0-4c1c-830c-4ebefc1500b4,b5071da3-d868-415d-8292-76b03f2579ab,c4,c1,3387,?,p1,
1769490150.310885,CREATED,c985b818-9e24-4ecb-9c8e-923ffb2f2cc4,f3cf9c85-0484-4a9f-89e3-ec42357484e1,c4,c1,27,?,?,surb={'id': 'c101bcb9-88f6-4b79-876d-41dd495e2b4d', 'route': ['p1', 'e7', 'i4', 'x11', 'p1', 'c4']}
1769490150.347852,SENT,468e1ba1-d02f-4441-9527-bad575506302,d79c5c14-b9c0-4746-bf98-fc85a9c7e23c,c4,c1,3387,?,p1,
1769490150.3479993,CREATED,0a826cde-3463-48f2-89bb-d980a461aafc,f3cf9c85-0484-4a9f-89e3-ec42357484e1,c4,c1,27,?,?,surb={'id': 'c101bcb9-88f6-4b79-876d-41dd495e2b4d', 'route': ['p1', 'e7', 'i4', 'x11', 'p1', 'c4']}
1769490150.479488,SENT,27715033-9b4e-4491-8269-f4b68a5b5964,c47f5923-b3fb-4829-a342-804f83a6bcbe,c4,c1,3380,?,p1,
1769490150.4796517,CREATED,d9e922b4-bba4-4e48-9056-6ada785457c1,c4533fa7-0364-4ad7-8fb9-da0e4bb6704f,c4,c1,27,?,?,surb={'id': 'b48055ae-3a10-4e36-90ec-34b51cd5b5e4', 'route': ['p1', 'e8', 'i9', 'x11', 'p1', 'c4']}
1769490150.6774726,RECEIVED,4e5fe435-826a-4791-80c1-8313c8550d9d,37d391fa-26d4-486b-a8d2-e91ed24373a1,c5,c4,26,p1,?,surb={'id': 'd46fc1f0-4990-44ce-8915-77df48d22a08', 'route': ['p1', 'e7', 'i5', 'x7', 'p2', 'c5']}
1769490150.6868997,SENT,dc173330-add7-4dfb-ab3c-c065f37b5774,2072b46a-26ee-4aca-a073-0e72d49c361d,c4,c1,3384,?,p1,
1769490150.6876168,CREATED,ac35026c-c0f9-4d07-9c4e-b6f07bbfde11,c4533fa7-0364-4ad7-8fb9-da0e4bb6704f,c4,c1,27,?,?,surb={'id': 'b48055ae-3a10-4e36-90ec-34b51cd5b5e4', 'route': ['p1', 'e8', 'i9', 'x11', 'p1', 'c4']}
1769490150.8725367,SENT,70e4683a-809b-48f5-bd80-53507af1abab,def834e1-c72d-4cae-b7cd-96feca556876,c4,c1,3388,?,p1,
1769490150.8726926,CREATED,94047998-23bf-47cc-8a1d-51d1ef4e87de,a9991f66-be33-4e9c-910b-1fe11d170b97,c4,c1,25,?,?,surb={'id': 'b2f0f2a6-3fc3-4fd0-a49a-91cb2208481f', 'route': ['p1', 'e5', 'i12', 'x2', 'p1', 'c4']}
1769490151.0441563,RECEIVED,58c36128-8270-4744-8b85-936b0d75e533,f4caecaf-e095-4601-94aa-f131fe6dc907,c5,c4,27,p1,?,surb={'id': '8ae3ee9d-2ed4-47d4-ae69-fcab9b9499f8', 'route': ['p1', 'e7', 'i8', 'x10', 'p2', 'c5']}
1769490151.538148,SENT,33795932-cb20-42a2-b914-afdfe7d33266,3d061e78-5c7d-4c6b-a5d8-e1b6d48fc7e4,c4,c1,3376,?,p1,
1769490151.5383112,CREATED,98685914-4db1-48e4-99db-5517ee902e83,a9991f66-be33-4e9c-910b-1fe11d170b97,c4,c1,25,?,?,surb={'id': 'b2f0f2a6-3fc3-4fd0-a49a-91cb2208481f', 'route': ['p1', 'e5', 'i12', 'x2', 'p1', 'c4']}
1769490151.5805929,SENT,c22edeb8-b705-4ce0-a198-5e51cdbda69a,1ecd364c-3027-494c-a4e1-339fb18805b2,c4,c1,3377,?,p1,
1769490151.5807428,CREATED,36f7220e-6718-41ec-9a72-c7d82bc386c2,98780d57-2ea4-4963-ae2d-436cd95a6722,c4,c1,26,?,?,surb={'id': '597a5543-c93e-48d1-bafc-45d3ec3a30cc', 'route': ['p1', 'e2', 'i6', 'x12', 'p1', 'c4']}
1769490151.663257,RECEIVED,79b776e6-0771-498d-8ae5-239783ba083c,9340c37a-f9aa-46f2-9bb1-7907c540196d,c5,c4,27,p1,?,surb={'id': '35932563-411a-47cf-af2c-f14cb9b7aa8a', 'route': ['p1', 'e11', 'i6', 'x8', 'p2', 'c5']}
1769490151.7383025,SENT,f605e8ec-337a-474e-9eea-a7c67550f3c4,1885175b-4303-4974-9eb5-38d32e79987c,c4,c1,3388,?,p1,
1769490151.7384522,CREATED,bf63ab1c-1486-4de8-882e-38d3ceba3556,98780d57-2ea4-4963-ae2d-436cd95a6722,c4,c1,26,?,?,surb={'id': '597a5543-c93e-48d1-bafc-45d3ec3a30cc', 'route': ['p1', 'e2', 'i6', 'x12', 'p1', 'c4']}
1769490151.782101,SENT,030d9103-495b-4f46-b22b-e4efa432aef5,dfe53337-e04f-4391-a167-dc5fafb9de2f,c4,c1,3384,?,p1,
1769490151.7822585,CREATED,a379bc50-a31e-4ede-b97b-d8dccf7db2ce,7a945a8e-c3ab-49fe-8d98-1487a4007708,c4,c1,27,?,?,surb={'id': 'f086b7ab-636f-45d7-be18-25b4ac0677c5', 'route': ['p1', 'e1', 'i11', 'x10', 'p1', 'c4']}
1769490151.8899438,RECEIVED,226b7312-25f5-4c34-b884-22766bcc01d8,f7b38919-bad5-49c8-bd1e-f9e7018a01b9,c5,c4,27,p1,?,surb={'id': '6d6a01c5-450c-4293-83cd-8591eff1fe47', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c5']}
1769490152.0494223,RECEIVED,e2df665d-289c-4b81-beb2-9842787d586d,b7ce7bc0-6062-4941-8e41-23d6dd8b953e,c5,c4,26,p1,?,surb={'id': '46413dd8-6c35-412d-85a0-f8cf2715c3b9', 'route': ['p1', 'e9', 'i3', 'x2', 'p2', 'c5']}
1769490152.2237318,SENT,36c74266-a3cb-4220-bd50-f218a2a593ff,b55b7b82-a5e9-4560-8150-a934de2ed84d,c4,c1,3392,?,p1,
1769490152.2238832,CREATED,03b82ef6-d17a-451a-88a3-20a1f48154e8,7a945a8e-c3ab-49fe-8d98-1487a4007708,c4,c1,27,?,?,surb={'id': 'f086b7ab-636f-45d7-be18-25b4ac0677c5', 'route': ['p1', 'e1', 'i11', 'x10', 'p1', 'c4']}
1769490152.6540012,RECEIVED,65cc32ab-e1aa-4859-9161-6b3b9e4bf8e2,75f0189c-88c6-4c86-8874-2b5ce2208369,c5,c4,27,p1,?,surb={'id': '06e7d362-83a8-45ea-a171-1c01501b6593', 'route': ['p1', 'e3', 'i11', 'x2', 'p2', 'c5']}
1769490153.0319583,RECEIVED,84d319e1-8793-4637-a87f-9e5988630f17,f7b38919-bad5-49c8-bd1e-f9e7018a01b9,c5,c4,27,p1,?,surb={'id': '6d6a01c5-450c-4293-83cd-8591eff1fe47', 'route': ['p1', 'e1', 'i4', 'x10', 'p2', 'c5']}
1769490153.1691697,SENT,071f6d2d-62c0-4d44-9241-a220e6817e21,2e469a14-b2eb-449c-86b0-759a065a858b,c4,c1,3384,?,p1,
1769490153.1693215,CREATED,8bbdec0f-f14c-48be-a10c-e72ec53a80e2,7118e808-03e7-4eb1-962a-84fb9378d4a1,c4,c1,26,?,?,surb={'id': '7cc0a9c6-2bca-4225-91e8-389a3398b824', 'route': ['p1', 'e1', 'i3', 'x6', 'p1', 'c4']}
1769490153.190799,RECEIVED,5cfab144-7fde-41c6-b8fd-aa944143eb32,893d1b0d-49c0-4a69-a041-809ee18a8496,c5,c4,27,p1,?,surb={'id': '75376ae0-1e8a-47d3-a493-9d606e9bc953', 'route': ['p1', 'e2', 'i11', 'x9', 'p2', 'c5']}
1769490153.279656,SENT,5206780c-455f-40fe-a66e-9c6deef0a33c,98933860-2595-4232-b8f2-734f62e8661e,c4,c1,3377,?,p1,
1769490153.2798047,CREATED,85369b03-7f13-4b36-aafb-c311db72a5e1,7118e808-03e7-4eb1-962a-84fb9378d4a1,c4,c1,26,?,?,surb={'id': '7cc0a9c6-2bca-4225-91e8-389a3398b824', 'route': ['p1', 'e1', 'i3', 'x6', 'p1', 'c4']}
1769490153.8671985,SENT,5cab1709-bdb3-402c-930c-e99c17d5aa96,319e5945-592e-401f-9163-625f1e6b4e65,c4,c1,3357,?,p1,
1769490153.867349,CREATED,6aa3a20b-be02-48b9-bb68-eee08679607e,eab804a9-2688-4c4c-a300-5c45cdae2b03,c4,c1,27,?,?,surb={'id': '9123fae0-ef68-492a-a4b4-a535796e571a', 'route': ['p1', 'e2', 'i10', 'x8', 'p1', 'c4']}
1769490153.8799188,RECEIVED,a8ca7177-7bdc-49a9-9dc2-ada3aac7f0cf,87741d18-aeae-4135-821a-84d936c3a81c,c5,c4,27,p1,?,surb={'id': '46faa830-1669-42b1-be67-64fdabb9da4d', 'route': ['p1', 'e12', 'i2', 'x12', 'p2', 'c5']}
1769490154.0075097,SENT,27c03bbb-fbc0-4be6-80e4-b33d726b39a8,e1188452-29b4-4f7a-8a63-0a204a002545,c4,c1,3379,?,p1,
1769490154.0076592,CREATED,ea6a4dec-76be-4c79-a5cb-bbc577befabe,eab804a9-2688-4c4c-a300-5c45cdae2b03,c4,c1,27,?,?,surb={'id': '9123fae0-ef68-492a-a4b4-a535796e571a', 'route': ['p1', 'e2', 'i10', 'x8', 'p1', 'c4']}
1769490154.2563097,RECEIVED,5ffddbcd-fdf9-4481-b94a-844f310c42cb,016ba1fe-7174-4082-aed9-310b4d86abe3,c5,c4,27,p1,?,surb={'id': '60136e53-79ad-4776-b50c-b2ca6eeaa9d7', 'route': ['p1', 'e9', 'i5', 'x2', 'p2', 'c5']}
1769490154.2631214,RECEIVED,c07dd0bb-98b4-4263-bc2a-6e002b437ebf,016ba1fe-7174-4082-aed9-310b4d86abe3,c5,c4,27,p1,?,surb={'id': '60136e53-79ad-4776-b50c-b2ca6eeaa9d7', 'route': ['p1', 'e9', 'i5', 'x2', 'p2', 'c5']}
1769490154.3971386,RECEIVED,25d46542-8784-4788-b690-421492f9e493,9340c37a-f9aa-46f2-9bb1-7907c540196d,c5,c4,27,p1,?,surb={'id': '35932563-411a-47cf-af2c-f14cb9b7aa8a', 'route': ['p1', 'e11', 'i6', 'x8', 'p2', 'c5']}
1769490154.860725,SENT,1f23547c-842c-40a8-95c0-9fe70174d4cf,6c1f0b34-0545-4d75-a01e-64af927eb8e2,c4,c1,3392,?,p1,
1769490154.8608701,CREATED,f3d9d3cd-22de-4f72-a9f5-ee1459cab4b7,d11b0106-eebd-4ef5-8312-92b205286567,c4,c1,27,?,?,surb={'id': 'd835c51e-d52f-4033-b79a-5f97517fe4c1', 'route': ['p1', 'e11', 'i12', 'x7', 'p1', 'c4']}
