timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490301.2865398,SENT,b3683e9e-5bea-470a-8c4b-96eccb99cd71,8833a2c8-b511-4ad2-803c-bc394cd58529,c2,c1,3396,?,p2,
1769490301.2866886,CREATED,4da564e0-d4ed-4a58-aee2-3418064a639b,68886671-3b5e-4375-8392-df04fbe92442,c2,c1,27,?,?,surb={'id': '22e8d885-6fbf-43fe-b4f1-9573b20eb2b8', 'route': ['p1', 'e12', 'i6', 'x8', 'p2', 'c2']}
1769490301.3094213,RECEIVED,b3bd4e89-3481-447b-889b-3068b5a8d158,9dc1d875-21ce-4f0e-9254-dde51942795d,c1,c2,26,p2,?,surb={'id': 'e0f43aea-3338-44c6-be49-5384726ec57f', 'route': ['p2', 'e10', 'i12', 'x4', 'p1', 'c1']}
1769490301.7136235,SENT,4898a43e-d863-4826-8bba-540baf4012e6,c5fdd5a3-0ce3-4588-9078-ad7e55cf8946,c2,c1,3380,?,p2,
1769490301.7137835,CREATED,db07a455-02b9-4609-8dc4-44928872198f,68886671-3b5e-4375-8392-df04fbe92442,c2,c1,27,?,?,surb={'id': '22e8d885-6fbf-43fe-b4f1-9573b20eb2b8', 'route': ['p1', 'e12', 'i6', 'x8', 'p2', 'c2']}
1769490301.7238593,SENT,0b3306ef-5c77-4159-9b21-1feedcedf687,132b8c22-7fe8-4927-bd07-be8312064bea,c2,c1,3360,?,p2,
1769490301.7240088,CREATED,423bdc92-0af9-4786-9cc8-ffc116a2434f,25ae3974-198c-4fdf-96f1-e10a6f6523b6,c2,c1,27,?,?,surb={'id': 'e0b50fa9-3175-4d46-a33e-e46afcacb18a', 'route': ['p1', 'e2', 'i3', 'x1', 'p2', 'c2']}
1769490301.7568047,SENT,9b3ce9f2-45cc-4f50-bd63-f93b75ab6323,60c7226f-1115-437e-95d6-baf56d44615b,c2,c1,3380,?,p2,
1769490301.7569566,CREATED,00deca26-c613-4249-af9f-62ce0b178e9c,25ae3974-198c-4fdf-96f1-e10a6f6523b6,c2,c1,27,?,?,surb={'id': 'e0b50fa9-3175-4d46-a33e-e46afcacb18a', 'route': ['p1', 'e2', 'i3', 'x1', 'p2', 'c2']}
1769490302.5534737,SENT,bbe166c6-3bce-4709-be28-3334364f1b56,4c5bb926-b97f-4575-9ba1-a0dac5c8e443,c2,c1,3363,?,p2,
1769490302.5535848,CREATED,fdc3257a-16fb-404a-9a65-b55f3705e607,85c4fc24-b21c-46d3-aff7-c8fb0f14a4db,c2,c1,27,?,?,surb={'id': '68aa87f2-f94d-46d3-8297-86138dc67868', 'route': ['p1', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769490302.6610937,RECEIVED,60055e84-3966-4c5e-a767-90d824b5c95f,31a96a71-1de2-442e-b663-b0db9e94ad98,c1,c2,26,p2,?,surb={'id': '3469fa42-fdae-490e-b40a-a5ccd847cbb8', 'route': ['p2', 'e9', 'i9', 'x6', 'p1', 'c1']}
1769490302.9877517,RECEIVED,157da234-70de-44ba-b85c-129b00049e64,20af3e14-287b-4cc6-b4e0-6a6584af91c4,c1,c2,26,p2,?,surb={'id': '91796715-042d-48b3-92b2-f6f8eb87e72e', 'route': ['p2', 'e11', 'i12', 'x7', 'p1', 'c1']}
1769490302.997522,SENT,a2e96ba7-f847-4245-85a1-4e727e8ffd54,c14f8a89-e053-4362-9598-5af51658abbc,c2,c1,3368,?,p2,
1769490302.9976835,CREATED,8057b53e-f694-476e-aa56-dbbe206aad7c,85c4fc24-b21c-46d3-aff7-c8fb0f14a4db,c2,c1,27,?,?,surb={'id': '68aa87f2-f94d-46d3-8297-86138dc67868', 'route': ['p1', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769490303.0513635,RECEIVED,1822e162-c205-40ab-b403-0020d1f38325,20af3e14-287b-4cc6-b4e0-6a6584af91c4,c1,c2,26,p2,?,surb={'id': '91796715-042d-48b3-92b2-f6f8eb87e72e', 'route': ['p2', 'e11', 'i12', 'x7', 'p1', 'c1']}
1769490303.0857708,SENT,ba656ab4-d098-43dc-bfd9-a97b43e3bd68,ad0b9534-6ffe-4ad8-9e4c-8840c38acb28,c2,c1,3362,?,p2,
1769490303.0871317,CREATED,33c902fe-e3a1-488b-81fe-6b6cead7f12e,7345982c-6f8b-45f5-bbfe-bd5bd2858ea7,c2,c1,27,?,?,surb={'id': '852dd965-48bd-408f-b279-ada633c95a85', 'route': ['p1', 'e6', 'i6', 'x4', 'p2', 'c2']}
1769490303.4234762,RECEIVED,c06025be-199a-4299-bf06-015dacf4fd62,0249d6c4-0f7e-42ef-b9d4-2b0162747887,c1,c2,27,p2,?,surb={'id': '3b064ba9-0978-4aa1-b821-fb57a25bf599', 'route': ['p2', 'e5', 'i7', 'x11', 'p1', 'c1']}
1769490303.7000358,SENT,cd088bdc-afde-4156-ba27-172bf4627c0e,0a3fb81c-87cf-4473-b487-8391723dfa37,c2,c1,3383,?,p2,
1769490303.7002327,CREATED,b697ecb7-274a-4b75-8e0e-d6ad4dfbcd62,7345982c-6f8b-45f5-bbfe-bd5bd2858ea7,c2,c1,27,?,?,surb={'id': '852dd965-48bd-408f-b279-ada633c95a85', 'route': ['p1', 'e6', 'i6', 'x4', 'p2', 'c2']}
1769490303.852608,SENT,07fe1318-e0f8-40e8-bf18-6679c7d2255b,7914e3c6-0f6c-464e-aacb-b5c305079c81,c2,c1,3363,?,p2,
1769490303.852758,CREATED,1d7121b1-2d5f-4b2f-a1a3-a53f124accab,2251f6a8-e5fd-4cac-94d3-70ff3d9accf2,c2,c1,27,?,?,surb={'id': '5a21349f-11b1-4e3d-9f42-415ec71b5e2f', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c2']}
1769490304.126644,RECEIVED,1e0f7f41-ec88-40fd-81af-dee56b3ec1c4,31a96a71-1de2-442e-b663-b0db9e94ad98,c1,c2,26,p2,?,surb={'id': '3469fa42-fdae-490e-b40a-a5ccd847cbb8', 'route': ['p2', 'e9', 'i9', 'x6', 'p1', 'c1']}
1769490304.2083833,SENT,090719d7-9d7f-49dc-8560-7925426c35c9,c600f057-c349-4ec0-a2d0-6d9ea19886c3,c2,c1,3389,?,p2,
1769490304.2084622,CREATED,9807632a-313c-4729-89a0-1894174de997,2251f6a8-e5fd-4cac-94d3-70ff3d9accf2,c2,c1,27,?,?,surb={'id': '5a21349f-11b1-4e3d-9f42-415ec71b5e2f', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c2']}
1769490304.6341603,SENT,887a3ab5-1e8b-4bd2-b975-d0e7110b3a1b,e0bb405e-47f4-43df-ae9e-a3579b112a41,c2,c1,3388,?,p2,
1769490304.6343086,CREATED,a2b01dd8-8976-4326-8c05-0d601b6fa323,88a8f063-ce63-4a0d-aef8-4fca3ecb94da,c2,c1,27,?,?,surb={'id': '1e7ef94d-45a3-4e32-8616-b85afe547731', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769490304.660632,RECEIVED,f25dbcd5-0131-4da1-b4f4-f934ac23012e,5ed25c0a-bcf1-4fff-b4ca-a574d9721f9a,c1,c2,27,p2,?,surb={'id': '06c47a98-a17e-4750-8ea7-f51739ffefd8', 'route': ['p2', 'e6', 'i12', 'x9', 'p1', 'c1']}
1769490304.6792767,SENT,577691be-c018-47c9-a96e-3dbd7ea18ee5,0aaa76c2-9123-4da7-b91a-db15f7339fbf,c2,c1,3387,?,p2,
1769490304.679432,CREATED,3c40b563-bb29-4886-a478-480812296b00,88a8f063-ce63-4a0d-aef8-4fca3ecb94da,c2,c1,27,?,?,surb={'id': '1e7ef94d-45a3-4e32-8616-b85afe547731', 'route': ['p1', 'e11', 'i2', 'x12', 'p2', 'c2']}
1769490305.1846278,RECEIVED,9ac67c31-62e6-4a01-b412-28c8ee3783fd,eddd98f4-e138-4017-89bf-7cb20d4179ca,c1,c2,27,p2,?,surb={'id': 'fdfa7e2f-1609-4d7f-9407-cdfe1b380e1b', 'route': ['p2', 'e3', 'i9', 'x7', 'p1', 'c1']}
1769490305.237926,SENT,18227265-e615-42b4-b879-ab24401a085b,62e67c6e-8e00-4a74-9445-b5598ad2863f,c2,c1,3395,?,p2,
1769490305.2380223,CREATED,13b8e284-11a8-4aa0-af32-9c76b23361e4,32737765-c0d3-4569-9bb8-15c2ae14eb7d,c2,c1,27,?,?,surb={'id': '963ff262-d847-498e-925f-179d58e14bce', 'route': ['p1', 'e5', 'i5', 'x1', 'p2', 'c2']}
1769490305.3625882,RECEIVED,b94a8102-e031-40f2-9cbd-8f5216e3bae8,4d50e457-741e-4819-b116-d032591cb50e,c1,c2,27,p2,?,surb={'id': '64e0be2d-9275-4fa8-b2cf-535cf0aa7fd1', 'route': ['p2', 'e6', 'i3', 'x4', 'p1', 'c1']}
1769490305.5161796,RECEIVED,d70d82cf-d69c-4d34-8ecf-dcd6ee64edec,514af401-8f7c-441a-8ab2-c01caa76bee0,c1,c2,27,p2,?,surb={'id': '799e13eb-5984-44d4-b13c-95c50e264b4e', 'route': ['p2', 'e9', 'i2', 'x3', 'p1', 'c1']}
1769490305.6174846,RECEIVED,48bbba60-abe5-4a82-9de0-4dd7ad216195,df1ca40d-42d3-456a-8cfb-fc6f22edd2ab,c1,c2,26,p2,?,surb={'id': '5742cabc-07e0-45d2-b5a3-6267c624862e', 'route': ['p2', 'e10', 'i9', 'x7', 'p1', 'c1']}
1769490305.677489,RECEIVED,4adebd0e-a38c-4342-bda1-e59fcda7b150,0b906303-bdd6-48d2-b372-6703423a3534,c1,c2,27,p2,?,surb={'id': '3a2a78cf-48ba-4c2b-9428-e3397e2de87b', 'route': ['p2', 'e3', 'i6', 'x9', 'p1', 'c1']}
1769490305.7177238,RECEIVED,fbf221eb-f3f7-45d9-838f-5d44b72cafe3,0249d6c4-0f7e-42ef-b9d4-2b0162747887,c1,c2,27,p2,?,surb={'id': '3b064ba9-0978-4aa1-b821-fb57a25bf599', 'route': ['p2', 'e5', 'i7', 'x11', 'p1', 'c1']}
1769490305.782404,RECEIVED,73b74b9e-7df2-4810-8c37-f7c91fa469de,eddd98f4-e138-4017-89bf-7cb20d4179ca,c1,c2,27,p2,?,surb={'id': 'fdfa7e2f-1609-4d7f-9407-cdfe1b380e1b', 'route': ['p2', 'e3', 'i9', 'x7', 'p1', 'c1']}
1769490305.9247584,SENT,af94e618-e227-44b1-91ae-2002deef0f76,0808a8c8-97aa-41b1-bfad-f87f401a1b63,c2,c1,3379,?,p2,
1769490305.9248583,CREATED,72705258-5b7e-4ae6-b491-d50536251c4d,32737765-c0d3-4569-9bb8-15c2ae14eb7d,c2,c1,27,?,?,surb={'id': '963ff262-d847-498e-925f-179d58e14bce', 'route': ['p1', 'e5', 'i5', 'x1', 'p2', 'c2']}
1769490306.1828127,RECEIVED,82594204-e56c-4ddd-910a-bf5e14c2d192,7413b079-d715-4479-8d89-d97a597b5a75,c1,c2,26,p2,?,surb={'id': '546a874e-ee14-44fd-9cb5-2a52096e9985', 'route': ['p2', 'e12', 'i9', 'x9', 'p1', 'c1']}
1769490306.3314412,SENT,e1d43c79-4c58-492b-8d28-763d93c33f0e,c3c1049b-3763-422e-93a4-52bc2da9d695,c2,c1,3380,?,p2,
1769490306.3315954,CREATED,99506d60-c8a3-441e-93dc-8a0933c6805e,82295563-8d40-4dbe-91e5-3c302c3eb76c,c2,c1,27,?,?,surb={'id': '3562e792-da26-4018-bca6-ddf46ee592c0', 'route': ['p1', 'e9', 'i12', 'x2', 'p2', 'c2']}
1769490306.363736,RECEIVED,cff4e62c-9d1c-4a71-a61f-dd32c56973e7,4d50e457-741e-4819-b116-d032591cb50e,c1,c2,27,p2,?,surb={'id': '64e0be2d-9275-4fa8-b2cf-535cf0aa7fd1', 'route': ['p2', 'e6', 'i3', 'x4', 'p1', 'c1']}
1769490306.3725028,RECEIVED,7b125b23-9da7-42ec-8115-841ac8be1e96,df1ca40d-42d3-456a-8cfb-fc6f22edd2ab,c1,c2,26,p2,?,surb={'id': '5742cabc-07e0-45d2-b5a3-6267c624862e', 'route': ['p2', 'e10', 'i9', 'x7', 'p1', 'c1']}
1769490306.490964,SENT,d40bfeda-b11a-4664-af7e-50452f847f7f,f13e32eb-86a0-4cac-91fd-201025d5c777,c2,c1,3393,?,p2,
1769490306.49114,CREATED,f47ad7d1-4c00-4bb7-9338-260c89ca49d0,82295563-8d40-4dbe-91e5-3c302c3eb76c,c2,c1,27,?,?,surb={'id': '3562e792-da26-4018-bca6-ddf46ee592c0', 'route': ['p1', 'e9', 'i12', 'x2', 'p2', 'c2']}
1769490306.841227,SENT,e4beff96-372a-4367-bd9d-6d700185955b,9eee5a52-af3d-4cdf-927f-5cce861ea0d6,c2,c1,3380,?,p2,
1769490306.8413453,CREATED,ee1ab7f1-8792-46a6-9894-c7bfcd0a0b47,a48e4c9d-621c-44cc-bc9c-8b3e693ce84b,c2,c1,27,?,?,surb={'id': 'd16240fb-671b-468c-89ca-6d8c31859f35', 'route': ['p1', 'e9', 'i9', 'x3', 'p2', 'c2']}
1769490306.8822103,SENT,2f614f38-1a2e-4199-8602-eb84d65608cf,77e71285-1902-4190-ad6e-6937bdead769,c2,c1,3400,?,p2,
1769490306.8823612,CREATED,690375a6-ffc7-49a9-8d67-3726282a961f,a48e4c9d-621c-44cc-bc9c-8b3e693ce84b,c2,c1,27,?,?,surb={'id': 'd16240fb-671b-468c-89ca-6d8c31859f35', 'route': ['p1', 'e9', 'i9', 'x3', 'p2', 'c2']}
1769490306.9448705,SENT,474a277e-0a7b-45fd-a625-09f60302da35,8601738d-5721-4afd-b441-48246f5aef61,c2,c1,3388,?,p2,
1769490306.9450178,CREATED,1cf4c61a-8d01-4ad1-99b9-7af198bf6ed7,03111f8d-2968-4749-89a2-5a370cff54b1,c2,c1,27,?,?,surb={'id': '8de4fcb2-f4bd-47cc-8ff7-1198532e6a9b', 'route': ['p1', 'e11', 'i6', 'x9', 'p2', 'c2']}
1769490307.509646,SENT,f5759761-f261-4a08-a39f-cfc64feaa4e3,a0701dd9-4d36-4a90-a640-def04955781c,c2,c1,3363,?,p2,
1769490307.5097964,CREATED,2f701205-648f-48be-b15c-bd812921a40a,03111f8d-2968-4749-89a2-5a370cff54b1,c2,c1,27,?,?,surb={'id': '8de4fcb2-f4bd-47cc-8ff7-1198532e6a9b', 'route': ['p1', 'e11', 'i6', 'x9', 'p2', 'c2']}
1769490308.070271,SENT,b2448c1e-aff7-4db9-8068-4d2d3106e125,28c06da6-f164-4585-b4fa-aa99308f7f7a,c2,c1,3359,?,p2,
1769490308.0704176,CREATED,df10c187-bb17-4269-87dc-948d2121d8f2,b7d77bef-4466-43e8-b241-41f5f3ee4d05,c2,c1,27,?,?,surb={'id': 'eb632f32-f788-499a-bf6b-cedf2223f298', 'route': ['p1', 'e7', 'i8', 'x9', 'p2', 'c2']}
1769490308.1047685,SENT,96541b4e-6111-4c32-9d34-c06884254975,54264b90-6e06-4d7d-90e0-f63060fec942,c2,c1,3363,?,p2,
1769490308.1049445,CREATED,3f4c71c5-5046-4d2a-adbb-5f4ad527abbd,b7d77bef-4466-43e8-b241-41f5f3ee4d05,c2,c1,27,?,?,surb={'id': 'eb632f32-f788-499a-bf6b-cedf2223f298', 'route': ['p1', 'e7', 'i8', 'x9', 'p2', 'c2']}
1769490308.1225886,RECEIVED,5daccc47-9d85-405b-bb69-625bd18f40c3,138d7b88-6ee5-472c-af1c-9979f8b513ed,c1,c2,26,p2,?,surb={'id': '0a66ca1d-ac9c-4f72-b4f5-a1375900ba7c', 'route': ['p2', 'e4', 'i1', 'x1', 'p1', 'c1']}
1769490308.1463506,SENT,e89aa4d3-a7aa-45df-ae06-1ff2ffbc9458,74dc6002-1db4-4382-930b-d3551474e247,c2,c1,3388,?,p2,
1769490308.1465127,CREATED,59700099-663c-4d65-8452-865c5c637d23,bdf2d8e8-94ea-4d72-ad1d-20b34d53a269,c2,c1,26,?,?,surb={'id': '01fb1fa4-0e96-466a-8c76-3cc2b5a4e514', 'route': ['p1', 'e11', 'i1', 'x3', 'p2', 'c2']}
1769490308.2066844,SENT,bbed335b-5f09-4570-88fc-6e05f6e874a4,1af18214-4e2f-456f-b28d-73b88f801a7d,c2,c1,3383,?,p2,
1769490308.2068021,CREATED,8da8361d-55d0-45f9-8951-e242c93c0683,bdf2d8e8-94ea-4d72-ad1d-20b34d53a269,c2,c1,26,?,?,surb={'id': '01fb1fa4-0e96-466a-8c76-3cc2b5a4e514', 'route': ['p1', 'e11', 'i1', 'x3', 'p2', 'c2']}
1769490308.3121243,SENT,ae8653ea-7b7d-455a-8bc7-a3912dea5d1a,3fdc023f-ecd6-4db1-8c4e-08423533391e,c2,c1,3395,?,p2,
1769490308.3122253,CREATED,81df346b-72b0-4ef0-a47c-31b45cefab05,c5cf1e74-8788-429e-9523-0719c70d987b,c2,c1,27,?,?,surb={'id': '5b114475-d2a2-4a65-a506-883cfbd58196', 'route': ['p1', 'e11', 'i7', 'x4', 'p2', 'c2']}
1769490308.3714905,RECEIVED,1420d3d0-14d7-4297-b99c-5fc3660ee1ed,89f276a9-2d18-4080-8083-e2442be6dca3,c1,c2,27,p2,?,surb={'id': 'b5d2af6d-14a7-4282-ab13-cdd2544c35f6', 'route': ['p2', 'e7', 'i12', 'x11', 'p1', 'c1']}
1769490308.7823112,RECEIVED,7d562ce3-27fb-4976-aca6-8e3fa66efef2,89f276a9-2d18-4080-8083-e2442be6dca3,c1,c2,27,p2,?,surb={'id': 'b5d2af6d-14a7-4282-ab13-cdd2544c35f6', 'route': ['p2', 'e7', 'i12', 'x11', 'p1', 'c1']}
1769490308.7868254,RECEIVED,a50d54f7-24c0-4ddd-a45e-8e368b4338d4,3d401da9-0991-444a-95a3-8420a0c72d9e,c1,c2,27,p2,?,surb={'id': '5378689a-e15d-409e-b80a-6fccdef11e77', 'route': ['p2', 'e8', 'i2', 'x6', 'p1', 'c1']}
1769490308.8934033,RECEIVED,8902e985-61fc-4867-865f-86f1deedb5a9,514af401-8f7c-441a-8ab2-c01caa76bee0,c1,c2,27,p2,?,surb={'id': '799e13eb-5984-44d4-b13c-95c50e264b4e', 'route': ['p2', 'e9', 'i2', 'x3', 'p1', 'c1']}
1769490309.3978014,RECEIVED,0618c101-7cb5-4ffa-88fb-f8aa06aeffb0,3d401da9-0991-444a-95a3-8420a0c72d9e,c1,c2,27,p2,?,surb={'id': '5378689a-e15d-409e-b80a-6fccdef11e77', 'route': ['p2', 'e8', 'i2', 'x6', 'p1', 'c1']}
1769490309.5072808,SENT,d9ff00bf-7dcb-4e68-96ab-e29b78ee097e,f37d8ad6-0a06-4c41-8be6-4e2dd755a4ad,c2,c1,3395,?,p2,
1769490309.507426,CREATED,1c147840-130d-4dc8-87fb-41b95a7c4435,c5cf1e74-8788-429e-9523-0719c70d987b,c2,c1,27,?,?,surb={'id': '5b114475-d2a2-4a65-a506-883cfbd58196', 'route': ['p1', 'e11', 'i7', 'x4', 'p2', 'c2']}
1769490309.8424022,SENT,9822a3fa-b6d9-432b-ad47-23dc7ac9398b,aea6f58d-30d1-4502-955b-a10b1692aafd,c2,c1,3383,?,p2,
1769490309.842541,CREATED,46d89102-353a-4f4b-a95f-e4b72bd73438,1d515c1b-bdb1-4b52-96a2-cc3e041ec375,c2,c1,27,?,?,surb={'id': 'a1c99039-7d76-4e68-9611-e8b5b691ed82', 'route': ['p1', 'e9', 'i12', 'x10', 'p2', 'c2']}
1769490310.5523548,RECEIVED,f7ae7d4e-dba4-4cb4-9995-ad37bca9d24e,aace50b1-f441-43f5-a4cf-397eb6e88636,c1,c2,26,p2,?,surb={'id': 'ef8aa441-2574-417b-84f5-1b3adf18d605', 'route': ['p2', 'e7', 'i7', 'x7', 'p1', 'c1']}
1769490311.2298515,RECEIVED,91fdce38-ae69-410b-9eac-1543d618e5e1,4e3aac93-a1d7-4065-84fd-f78cbb4cef63,c1,c2,27,p2,?,surb={'id': '096ad352-51cf-44a4-a6ce-21f9b8a9618c', 'route': ['p2', 'e10', 'i6', 'x3', 'p1', 'c1']}
1769490311.3165517,RECEIVED,c542c4ec-1e6b-4b59-a143-b681945cc17d,c3938af3-6bc0-40ab-9875-f1cd0d3be2ce,c1,c2,27,p2,?,surb={'id': '611ee033-aea9-460b-aa08-05596ceef12f', 'route': ['p2', 'e3', 'i12', 'x8', 'p1', 'c1']}
1769490311.3433204,SENT,4c810e70-9573-4620-8468-541b501d718a,e88699a8-f5ed-45ab-8882-8321e1bf1afb,c2,c1,3386,?,p2,
1769490311.343422,CREATED,77a0a899-145e-4890-9f73-c5ddd922195f,1d515c1b-bdb1-4b52-96a2-cc3e041ec375,c2,c1,27,?,?,surb={'id': 'a1c99039-7d76-4e68-9611-e8b5b691ed82', 'route': ['p1', 'e9', 'i12', 'x10', 'p2', 'c2']}
1769490311.3626328,RECEIVED,014e506c-6bc6-49df-9e41-473e2f2a8434,0b2fa5e7-9ed3-4977-a3d1-a70ebe239642,c1,c2,27,p2,?,surb={'id': '1dcaa5d4-00a9-491e-b000-e184ab5e6e94', 'route': ['p2', 'e2', 'i6', 'x3', 'p1', 'c1']}
1769490311.489621,SENT,0ede1fb2-2be4-4233-abf2-2ad8add246dc,cd64768b-aeea-42cb-87ba-0593b3d38bf2,c2,c1,3376,?,p2,
1769490311.4897223,CREATED,381a7aa8-e586-43aa-8b09-92f87fb13c67,84a3cba2-61ee-4861-af92-192fe180b236,c2,c1,26,?,?,surb={'id': '34c984e4-448c-4004-9f7a-7e3c88066d50', 'route': ['p1', 'e8', 'i8', 'x1', 'p2', 'c2']}
1769490311.5387747,SENT,e6164d1f-1718-44b1-8663-a6652852c4a4,4c540544-568c-46c7-9747-bc71b7ae6064,c2,c1,3371,?,p2,
1769490311.538926,CREATED,d715ee99-18e0-4760-9558-0d85c3eaf98a,84a3cba2-61ee-4861-af92-192fe180b236,c2,c1,26,?,?,surb={'id': '34c984e4-448c-4004-9f7a-7e3c88066d50', 'route': ['p1', 'e8', 'i8', 'x1', 'p2', 'c2']}
1769490311.5528436,SENT,4181f3a8-225f-492b-946b-aaf94d9553e5,f6ed4b50-d410-4bb6-abb6-c208f2ed24dc,c2,c1,3374,?,p2,
1769490311.5529764,CREATED,f1657a4b-3501-4023-a5d3-cc3887e65efc,10decb1d-971f-400e-992a-15625ff2f6b2,c2,c1,24,?,?,surb={'id': 'cfe2c918-ecf7-45f0-9a1f-5ee7d977aa29', 'route': ['p1', 'e3', 'i12', 'x7', 'p2', 'c2']}
1769490312.2955978,SENT,3ebfcf02-80ce-46e4-bd40-f12c9c5bb740,3a8ffa36-0d8a-4f26-b266-5a0af4181d65,c2,c1,3360,?,p2,
1769490312.295825,CREATED,12697149-19bd-47a5-b560-ba85e8829c55,10decb1d-971f-400e-992a-15625ff2f6b2,c2,c1,24,?,?,surb={'id': 'cfe2c918-ecf7-45f0-9a1f-5ee7d977aa29', 'route': ['p1', 'e3', 'i12', 'x7', 'p2', 'c2']}
1769490312.4372191,SENT,75c5e46a-bf7f-4b24-86d5-5cf8922a1648,3dd4fc99-a810-4507-942d-928b3e186070,c2,c1,3376,?,p2,
1769490312.437369,CREATED,c71e9351-979b-47d0-ae41-c18588c0be2c,676c76f4-9c7e-4429-ab7e-0da2b3c271b7,c2,c1,26,?,?,surb={'id': '83bb1ba3-06fe-421a-8ad1-bbc1dd866955', 'route': ['p1', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769490312.4477417,SENT,ad73b5df-41b9-41d1-94d5-552f6ed2987b,7ef1718d-b9d5-4fe1-9e1d-2ba5172ccc19,c2,c1,3356,?,p2,
1769490312.4478848,CREATED,08a98b73-0b9f-42a4-888e-236ba60b26e3,676c76f4-9c7e-4429-ab7e-0da2b3c271b7,c2,c1,26,?,?,surb={'id': '83bb1ba3-06fe-421a-8ad1-bbc1dd866955', 'route': ['p1', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769490312.6482034,RECEIVED,1be0fdd8-ca57-4611-a692-c5271b696256,0b2fa5e7-9ed3-4977-a3d1-a70ebe239642,c1,c2,27,p2,?,surb={'id': '1dcaa5d4-00a9-491e-b000-e184ab5e6e94', 'route': ['p2', 'e2', 'i6', 'x3', 'p1', 'c1']}
1769490312.6978545,RECEIVED,192c3fb5-1a09-4f2a-a755-b44df31ac562,11323710-ad67-476d-b62b-ff6469d9493b,c1,c2,26,p2,?,surb={'id': '15210d7c-07a1-4912-919b-2ff7318ab4b1', 'route': ['p2', 'e9', 'i12', 'x4', 'p1', 'c1']}
1769490312.7389264,RECEIVED,f9bacb2e-4657-42ec-9728-7c685152cc4f,4f76d6c6-23fd-4f62-b05a-78bb60176b93,c1,c2,27,p2,?,surb={'id': '9188395f-b07b-4914-bf04-fbd57926d34d', 'route': ['p2', 'e10', 'i4', 'x6', 'p1', 'c1']}
1769490312.7541442,RECEIVED,c2e55b1d-a0be-429d-a85d-3553c2047c9d,aace50b1-f441-43f5-a4cf-397eb6e88636,c1,c2,26,p2,?,surb={'id': 'ef8aa441-2574-417b-84f5-1b3adf18d605', 'route': ['p2', 'e7', 'i7', 'x7', 'p1', 'c1']}
1769490313.0330155,SENT,035d36f4-53b9-49c4-bcf0-e9943d9e1fd1,3e4fe60c-d4c3-4d26-becc-38c5abf9a49b,c2,c1,3393,?,p2,
1769490313.0331805,CREATED,ccd172d0-a9ca-433b-93d2-85670513f703,c10b7a0b-e4ed-4132-bca5-22004235312b,c2,c1,27,?,?,surb={'id': '55a6b866-f891-4d31-aa92-40e2568d6ef3', 'route': ['p1', 'e6', 'i9', 'x10', 'p2', 'c2']}
1769490313.0720112,RECEIVED,d8310369-38d2-4402-9e3a-19214d840ac5,11323710-ad67-476d-b62b-ff6469d9493b,c1,c2,26,p2,?,surb={'id': '15210d7c-07a1-4912-919b-2ff7318ab4b1', 'route': ['p2', 'e9', 'i12', 'x4', 'p1', 'c1']}
1769490313.367206,RECEIVED,5fbbd239-4f28-45d3-83e5-356e96c2da33,634ad375-7e05-4494-b411-0eb79354e38e,c1,c2,27,p2,?,surb={'id': 'f43351de-6c4f-417e-91a6-1c2142ddc772', 'route': ['p2', 'e10', 'i1', 'x3', 'p1', 'c1']}
1769490313.4208107,RECEIVED,df63bd2d-db95-4a85-b2b4-92c1dcc91f33,c3938af3-6bc0-40ab-9875-f1cd0d3be2ce,c1,c2,27,p2,?,surb={'id': '611ee033-aea9-460b-aa08-05596ceef12f', 'route': ['p2', 'e3', 'i12', 'x8', 'p1', 'c1']}
1769490314.27115,SENT,8aff2653-7b55-4788-8037-043459e8cd77,340d1808-5018-4d41-96ba-8148f1821262,c2,c1,3383,?,p2,
1769490314.2713163,CREATED,8de0c206-eadb-4edf-b964-1988bb7ff0ae,c10b7a0b-e4ed-4132-bca5-22004235312b,c2,c1,27,?,?,surb={'id': '55a6b866-f891-4d31-aa92-40e2568d6ef3', 'route': ['p1', 'e6', 'i9', 'x10', 'p2', 'c2']}
1769490314.3266833,RECEIVED,90cda3e5-906f-462d-a366-6870164cd2df,4e3aac93-a1d7-4065-84fd-f78cbb4cef63,c1,c2,27,p2,?,surb={'id': '096ad352-51cf-44a4-a6ce-21f9b8a9618c', 'route': ['p2', 'e10', 'i6', 'x3', 'p1', 'c1']}
1769490314.4358978,RECEIVED,ca4bcfe2-8f89-4221-9254-ebc971ce03b0,f42d311c-ac49-4981-834a-0d2d3c07fc5c,c1,c2,27,p2,?,surb={'id': 'a43261a1-5e90-48af-a926-53d0191f5ffb', 'route': ['p2', 'e6', 'i11', 'x3', 'p1', 'c1']}
