timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490417.097078,SENT,f43a79e8-954e-4743-aa60-9159cd6bafff,7a7f6ad4-b4ec-4ac4-9bbb-ec2c8f19c02e,c2,c1,3368,?,p2,
1769490417.0971828,CREATED,a76dae2c-b990-40a4-b1e7-8a5726f260a5,1e8d4974-43a5-4824-9d43-876bdb11c3e2,c2,c1,27,?,?,surb={'id': '62c8ba99-c384-47f3-85e5-b7bdf089f480', 'route': ['p1', 'e11', 'i2', 'x6', 'p2', 'c2']}
1769490417.1682868,SENT,381c0cde-6231-4c7f-8d2b-f1e305033dfb,2517cd2f-4317-4570-91c4-83860c8d19aa,c2,c1,3379,?,p2,
1769490417.1684167,CREATED,7a4e66ea-24f2-44ed-8731-cc135de7e51c,1e8d4974-43a5-4824-9d43-876bdb11c3e2,c2,c1,27,?,?,surb={'id': '62c8ba99-c384-47f3-85e5-b7bdf089f480', 'route': ['p1', 'e11', 'i2', 'x6', 'p2', 'c2']}
1769490417.3596416,RECEIVED,997da9c4-af2f-4cb4-bb0e-741fe2a2364f,f683613d-ea0f-49de-837a-45b31bad9834,c1,c2,27,p2,?,surb={'id': 'a58b42dc-62a4-4532-9a47-6241e662f22a', 'route': ['p2', 'e2', 'i4', 'x10', 'p1', 'c1']}
1769490417.3798072,RECEIVED,b2f73333-72f6-460a-873f-c8e56c4b69a7,99579eea-2f61-413e-b9f2-84259aa050a5,c1,c2,27,p2,?,surb={'id': '7318cc5d-7423-4873-8670-450ed9aa44df', 'route': ['p2', 'e7', 'i4', 'x11', 'p1', 'c1']}
1769490417.8546522,RECEIVED,862063b4-7ec9-4844-93c9-e667795360ee,11ed8436-79ce-42b8-88ae-6b79d4261070,c1,c2,27,p2,?,surb={'id': '69049de3-8588-4b94-8002-761a92ed8846', 'route': ['p2', 'e8', 'i8', 'x7', 'p1', 'c1']}
1769490417.9444318,RECEIVED,4e8d17f0-5d7f-421d-9241-01b39c4f27fb,18f5eff7-dec9-408d-9e06-0bfd4e81b23f,c1,c2,27,p2,?,surb={'id': '8bd9de53-98b2-4f1a-8720-a703e160a9b4', 'route': ['p2', 'e5', 'i3', 'x12', 'p1', 'c1']}
1769490418.092209,RECEIVED,74db88b0-60d5-4d05-ae90-1d20b17cc4b8,18f5eff7-dec9-408d-9e06-0bfd4e81b23f,c1,c2,27,p2,?,surb={'id': '8bd9de53-98b2-4f1a-8720-a703e160a9b4', 'route': ['p2', 'e5', 'i3', 'x12', 'p1', 'c1']}
1769490418.554147,SENT,fe2463e6-2a65-41f1-8032-34391ef6220b,f0b72e6f-000e-4930-9bfc-ffbe9e440bea,c2,c1,3384,?,p2,
1769490418.554312,CREATED,6a9cb7ff-0329-4087-8b3a-a25e934c1584,cb7bab77-81cc-47fc-8cc8-38583bff1afc,c2,c1,27,?,?,surb={'id': '1e936cb0-32ae-4e62-8e88-c3f51b15746a', 'route': ['p1', 'e7', 'i8', 'x10', 'p2', 'c2']}
1769490418.8318698,RECEIVED,c67122e8-7895-4a2c-b332-6c7d32263bb6,f683613d-ea0f-49de-837a-45b31bad9834,c1,c2,27,p2,?,surb={'id': 'a58b42dc-62a4-4532-9a47-6241e662f22a', 'route': ['p2', 'e2', 'i4', 'x10', 'p1', 'c1']}
1769490418.8564441,SENT,446d8386-61bd-4775-9731-a5388632c214,4b605e0b-ff5f-4352-b123-d8d8d6b9d592,c2,c1,3391,?,p2,
1769490418.8566022,CREATED,6864877a-f5f8-4c32-bd4e-ae89ee8dd54b,cb7bab77-81cc-47fc-8cc8-38583bff1afc,c2,c1,27,?,?,surb={'id': '1e936cb0-32ae-4e62-8e88-c3f51b15746a', 'route': ['p1', 'e7', 'i8', 'x10', 'p2', 'c2']}
1769490418.9144752,RECEIVED,b1244db4-4932-4b71-8eb5-e8b03b7ddf1d,11ed8436-79ce-42b8-88ae-6b79d4261070,c1,c2,27,p2,?,surb={'id': '69049de3-8588-4b94-8002-761a92ed8846', 'route': ['p2', 'e8', 'i8', 'x7', 'p1', 'c1']}
1769490419.158761,RECEIVED,a2c98d5d-75f8-41fb-9ef1-71bd04b0a198,6983bc0c-00d7-4639-9201-ad35c7efb542,c1,c2,26,p2,?,surb={'id': '1f1c6803-a99a-4671-8d2c-c3afec5f72a0', 'route': ['p2', 'e1', 'i9', 'x6', 'p1', 'c1']}
1769490419.3989816,RECEIVED,651849f7-0441-4cbf-a75d-1dc461b61865,4acd522b-5c08-42d1-9a6f-1908c09713bf,c1,c2,27,p2,?,surb={'id': '6389429c-2c6c-4a30-90ae-103ea5e48678', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c1']}
1769490419.5955245,RECEIVED,b0735431-67a2-4edc-a2b0-a7f575282f8f,bbdd9d2b-af0a-4b93-8023-890f2cf46381,c1,c2,26,p2,?,surb={'id': '071c894a-9761-4768-b0bf-91be33055a30', 'route': ['p2', 'e7', 'i10', 'x9', 'p1', 'c1']}
1769490419.7934685,SENT,64c267b6-6e8f-4bca-8bfc-7a59e2c721e4,0b555cc1-dd67-47e7-9294-2775dcd075a9,c2,c1,3385,?,p2,
1769490419.7937033,CREATED,eac6742b-3771-491d-9749-4744384dbd62,beb28447-74fa-4001-953e-6916c4c51f2f,c2,c1,26,?,?,surb={'id': '8796c47c-ffdd-448c-8f6d-7d16a7700e8e', 'route': ['p1', 'e2', 'i10', 'x4', 'p2', 'c2']}
1769490419.8435147,SENT,2e7ea8f9-df90-49d6-90fd-986762ffcd0a,f04d19a5-9d32-4db1-a3b5-cf141b182ac6,c2,c1,3383,?,p2,
1769490419.8436718,CREATED,5d283c79-a0a0-493a-b1f6-bd3d68aa722b,beb28447-74fa-4001-953e-6916c4c51f2f,c2,c1,26,?,?,surb={'id': '8796c47c-ffdd-448c-8f6d-7d16a7700e8e', 'route': ['p1', 'e2', 'i10', 'x4', 'p2', 'c2']}
1769490420.1305237,SENT,12e43689-9098-4b66-a678-374c22afce16,02a43e3f-2707-4b5f-8a7b-25ac3877d584,c2,c1,3390,?,p2,
1769490420.130704,CREATED,13148e7f-9873-4eaa-a3fb-a342d7d62bef,3a81fd5a-189a-469c-ba56-2e83ad5e571f,c2,c1,26,?,?,surb={'id': 'fc49179d-9f77-4506-8875-8863023f3d05', 'route': ['p1', 'e12', 'i11', 'x11', 'p2', 'c2']}
1769490420.5388021,RECEIVED,e6b1e7d8-61f4-4d78-ba88-0f96685f5906,0026243d-2b94-4ae4-aa24-ab4acc14c1cc,c1,c2,26,p2,?,surb={'id': '11aad7e3-b3e7-46cf-a1d1-d0d164bec877', 'route': ['p2', 'e6', 'i9', 'x1', 'p1', 'c1']}
1769490420.6436431,RECEIVED,de83b252-a21e-41f6-96fe-471ef459a804,0026243d-2b94-4ae4-aa24-ab4acc14c1cc,c1,c2,26,p2,?,surb={'id': '11aad7e3-b3e7-46cf-a1d1-d0d164bec877', 'route': ['p2', 'e6', 'i9', 'x1', 'p1', 'c1']}
1769490420.7227764,RECEIVED,57811a78-24c4-44c4-81bc-ab3a75097730,7b289ffb-1b03-41c6-8979-713118be725b,c1,c2,27,p2,?,surb={'id': '73772a84-151f-4cb1-9c21-51cd598f0b73', 'route': ['p2', 'e3', 'i5', 'x12', 'p1', 'c1']}
1769490420.7831168,SENT,92f13b8e-e720-4090-841b-38a01ad2d14c,1707a136-d290-4fc5-8d5e-4fbba754c5f5,c2,c1,3388,?,p2,
1769490420.7831962,CREATED,ab106402-bb34-4657-b69f-68ffe52b0026,3a81fd5a-189a-469c-ba56-2e83ad5e571f,c2,c1,26,?,?,surb={'id': 'fc49179d-9f77-4506-8875-8863023f3d05', 'route': ['p1', 'e12', 'i11', 'x11', 'p2', 'c2']}
1769490421.190769,RECEIVED,16a62b45-cd8b-41a1-a5e4-d7c0fbd7a3e6,4acd522b-5c08-42d1-9a6f-1908c09713bf,c1,c2,27,p2,?,surb={'id': '6389429c-2c6c-4a30-90ae-103ea5e48678', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c1']}
1769490421.3321857,SENT,ba45419d-5ab9-4abe-a9af-827a7fccbf89,05a81c1f-5884-46fa-9e80-bdc6fd38f1ae,c2,c1,3396,?,p2,
1769490421.3322818,CREATED,23e69b43-08b1-40a5-a5db-e3638f7f4050,25d3b569-35c6-4cc9-943b-e602e2940158,c2,c1,27,?,?,surb={'id': '9e47bfb4-47bf-41a1-8298-f8af3ea2788a', 'route': ['p1', 'e10', 'i7', 'x8', 'p2', 'c2']}
1769490421.6117501,SENT,0fa4afff-5ba8-425b-b891-d2027ae49ef4,8660c3f1-2a76-40fe-86ec-56be77e3028a,c2,c1,3375,?,p2,
1769490421.6118443,CREATED,f4d4e2f9-e812-4403-8765-5e8f5e6a5177,25d3b569-35c6-4cc9-943b-e602e2940158,c2,c1,27,?,?,surb={'id': '9e47bfb4-47bf-41a1-8298-f8af3ea2788a', 'route': ['p1', 'e10', 'i7', 'x8', 'p2', 'c2']}
1769490421.8009841,SENT,7ba01931-2a22-412a-bb5e-9a76d0af7f8e,7e1e5d2f-ac50-441b-861d-6aacfc20a6a1,c2,c1,3376,?,p2,
1769490421.8017488,CREATED,8e8774b9-d844-4ea7-97ef-57707b95ea21,81489c82-6102-4851-9719-6fda465af709,c2,c1,27,?,?,surb={'id': '98adb852-8cfd-452c-994e-353258faf1de', 'route': ['p1', 'e3', 'i1', 'x12', 'p2', 'c2']}
1769490421.8096356,SENT,ba396300-d66e-4157-a379-b47a554223c2,935caa4d-d9fa-4e15-8091-f30839697679,c2,c1,3388,?,p2,
1769490421.8097856,CREATED,bcf5982f-2311-40d5-83e4-098491b0029a,81489c82-6102-4851-9719-6fda465af709,c2,c1,27,?,?,surb={'id': '98adb852-8cfd-452c-994e-353258faf1de', 'route': ['p1', 'e3', 'i1', 'x12', 'p2', 'c2']}
1769490421.9612803,RECEIVED,52a1d6df-f3a3-466b-aec0-d7cb2e1b8e34,6983bc0c-00d7-4639-9201-ad35c7efb542,c1,c2,26,p2,?,surb={'id': '1f1c6803-a99a-4671-8d2c-c3afec5f72a0', 'route': ['p2', 'e1', 'i9', 'x6', 'p1', 'c1']}
1769490422.012144,SENT,eb615dd2-0d51-4b44-a972-864920e33a81,97254fb2-4f20-475c-ab0d-56af70bedb9a,c2,c1,3383,?,p2,
1769490422.0125146,CREATED,35c4b537-30d6-46d9-83e7-8dae34ea3b52,955adf90-7a79-4c53-b5f3-4ca5da2b1da9,c2,c1,27,?,?,surb={'id': '6e46df93-bd9e-419b-b254-469a814207b7', 'route': ['p1', 'e9', 'i8', 'x6', 'p2', 'c2']}
1769490422.1542628,RECEIVED,b0c653b8-6efb-4e43-9eb5-c6e53b6b9944,7b289ffb-1b03-41c6-8979-713118be725b,c1,c2,27,p2,?,surb={'id': '73772a84-151f-4cb1-9c21-51cd598f0b73', 'route': ['p2', 'e3', 'i5', 'x12', 'p1', 'c1']}
1769490422.1688917,RECEIVED,b4c3774a-d181-40d8-9547-de92821bae05,65d695c9-9eeb-47a3-abef-a0d435ba7c0c,c1,c2,27,p2,?,surb={'id': '10f1f337-caea-4d2f-9601-1c62e7ae2020', 'route': ['p2', 'e1', 'i6', 'x5', 'p1', 'c1']}
1769490422.7441769,RECEIVED,5d5a50a6-f102-46e4-8c80-e5241a49be5d,17a702c2-82ce-4303-98c9-149592283c98,c1,c2,27,p2,?,surb={'id': '67f17092-dbec-4f4f-a240-7fedeb5c73ba', 'route': ['p2', 'e4', 'i3', 'x2', 'p1', 'c1']}
1769490422.9772007,SENT,3e9672ad-94a7-46ac-b7f7-8bdd852cc034,09946727-34c7-442c-b9fe-82f887b4da34,c2,c1,3375,?,p2,
1769490422.977354,CREATED,7d7b015e-ca98-42e5-80f8-e4b08aa13c21,955adf90-7a79-4c53-b5f3-4ca5da2b1da9,c2,c1,27,?,?,surb={'id': '6e46df93-bd9e-419b-b254-469a814207b7', 'route': ['p1', 'e9', 'i8', 'x6', 'p2', 'c2']}
1769490423.3509862,RECEIVED,b39dcc94-8af6-4bee-b0bf-5d9422a65b15,17a702c2-82ce-4303-98c9-149592283c98,c1,c2,27,p2,?,surb={'id': '67f17092-dbec-4f4f-a240-7fedeb5c73ba', 'route': ['p2', 'e4', 'i3', 'x2', 'p1', 'c1']}
1769490423.4515672,SENT,c8147870-de1e-48a6-86fb-c689cd49d745,0c777b98-a37c-40a6-b456-c230b7c2a156,c2,c1,3401,?,p2,
1769490423.4517133,CREATED,371d9848-06f9-4b4f-86c8-306a52d5dfe4,97dcab83-8614-4950-a9c3-ebc85a9c4d8f,c2,c1,26,?,?,surb={'id': '7c3a4284-d697-45e8-9a26-444acd8bf8d7', 'route': ['p1', 'e11', 'i11', 'x6', 'p2', 'c2']}
1769490423.623176,SENT,c6ff4d2f-7a5c-4688-8119-f8bb1c9fa3da,ed484987-11c5-4823-b26a-b6888c9d29fa,c2,c1,3388,?,p2,
1769490423.6233335,CREATED,6c14e1c2-7997-42ed-a882-64a448458fbc,97dcab83-8614-4950-a9c3-ebc85a9c4d8f,c2,c1,26,?,?,surb={'id': '7c3a4284-d697-45e8-9a26-444acd8bf8d7', 'route': ['p1', 'e11', 'i11', 'x6', 'p2', 'c2']}
1769490423.6908414,RECEIVED,55c2e9b0-1612-4380-8519-3de58d85da57,90ba4097-25e9-44ad-80ef-ed32cafeea4d,c1,c2,27,p2,?,surb={'id': 'd9b4ce69-f6e6-46ce-9d45-ff734d206f50', 'route': ['p2', 'e12', 'i1', 'x8', 'p1', 'c1']}
1769490423.8058321,RECEIVED,e22e642b-a4ff-4253-8840-94816e0d846e,4cced700-6ba5-4cc6-8a2d-5e17a6779778,c1,c2,26,p2,?,surb={'id': '7c00ee4e-5ae0-4718-9563-d556eccb98ec', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c1']}
1769490423.8473053,RECEIVED,5491bf73-f058-48f6-951f-f8192d538973,1e03144c-eaf0-4f71-a4f1-aa044d22b80d,c1,c2,27,p2,?,surb={'id': 'f01cf430-1b8d-4c98-a3d1-028f3ed014c2', 'route': ['p2', 'e7', 'i11', 'x1', 'p1', 'c1']}
1769490424.0904999,RECEIVED,1a0fed38-2052-435d-8516-70781297c427,4cced700-6ba5-4cc6-8a2d-5e17a6779778,c1,c2,26,p2,?,surb={'id': '7c00ee4e-5ae0-4718-9563-d556eccb98ec', 'route': ['p2', 'e2', 'i9', 'x2', 'p1', 'c1']}
1769490424.1292515,SENT,a141b114-0368-4c51-bc92-10103d939140,257b84cc-379e-4325-8500-d6ddcb1e9124,c2,c1,3388,?,p2,
1769490424.1294315,CREATED,a06d0884-9e98-4de9-888b-337ab965453a,8aef6e8e-fde3-4b40-a872-99a2835489c0,c2,c1,27,?,?,surb={'id': '86a43ac8-64b1-426c-865f-6e2de0effa32', 'route': ['p1', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769490424.221036,SENT,6dc4be4a-5187-4039-b328-5bc0d862d584,f49e5495-abe7-467c-9102-1c4a4b0f584e,c2,c1,3392,?,p2,
1769490424.221214,CREATED,73097a1e-c03e-4a9a-a600-1c370561742b,8aef6e8e-fde3-4b40-a872-99a2835489c0,c2,c1,27,?,?,surb={'id': '86a43ac8-64b1-426c-865f-6e2de0effa32', 'route': ['p1', 'e9', 'i10', 'x4', 'p2', 'c2']}
1769490424.4143298,SENT,98599888-102e-44bd-88fa-e2739200ef86,289d7f26-4095-4e38-b071-7581d4c64eb2,c2,c1,3387,?,p2,
1769490424.4144876,CREATED,71eafb20-b6ea-4e92-9378-addd0cb42cad,7f301289-7430-42bd-b6c1-9eca112cd43a,c2,c1,27,?,?,surb={'id': 'bb5bb4c3-882b-479f-95c4-0551abf34741', 'route': ['p1', 'e2', 'i9', 'x7', 'p2', 'c2']}
1769490424.4809537,SENT,5221c301-3b98-43ad-949f-dc9c775a2bfc,27ba794e-185a-4e3b-9666-97a0836bc749,c2,c1,3377,?,p2,
1769490424.4811466,CREATED,0a8fbeaf-017c-4f3b-8a17-1290e241ec30,7f301289-7430-42bd-b6c1-9eca112cd43a,c2,c1,27,?,?,surb={'id': 'bb5bb4c3-882b-479f-95c4-0551abf34741', 'route': ['p1', 'e2', 'i9', 'x7', 'p2', 'c2']}
1769490424.7144067,RECEIVED,96711712-e811-47b0-996d-c72681353ab5,90ba4097-25e9-44ad-80ef-ed32cafeea4d,c1,c2,27,p2,?,surb={'id': 'd9b4ce69-f6e6-46ce-9d45-ff734d206f50', 'route': ['p2', 'e12', 'i1', 'x8', 'p1', 'c1']}
1769490425.064824,RECEIVED,3f6d9a2b-eb75-4525-be04-3cd9b674d707,bd8fc1e3-4d41-4ba4-a6d5-133e9a53dc2c,c1,c2,25,p2,?,surb={'id': '80048865-1d0e-403e-8da0-acb4e9642067', 'route': ['p2', 'e6', 'i7', 'x4', 'p1', 'c1']}
1769490425.4854643,RECEIVED,bf26f06f-2aa8-4424-b2eb-0b35f72df900,0c69aa17-d84e-4ac9-a287-1786a6185496,c1,c2,27,p2,?,surb={'id': 'b2d4085b-2bb1-43b5-aa3d-818dedfa8a6c', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769490426.0587647,RECEIVED,734f6770-dd8f-488e-a49c-dc1d733d6813,e72c1b24-c0c0-4ea1-921c-87023e5c71da,c1,c2,27,p2,?,surb={'id': '0f2c30ef-5cd6-439c-ba46-f2963cfebbb5', 'route': ['p2', 'e12', 'i11', 'x6', 'p1', 'c1']}
1769490426.3393683,RECEIVED,4a68a642-a8a1-456e-8087-c08c65c9cb50,0c69aa17-d84e-4ac9-a287-1786a6185496,c1,c2,27,p2,?,surb={'id': 'b2d4085b-2bb1-43b5-aa3d-818dedfa8a6c', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c1']}
1769490426.7520988,RECEIVED,dd0b1136-c3cc-405e-9f58-9af79204d6ba,1e03144c-eaf0-4f71-a4f1-aa044d22b80d,c1,c2,27,p2,?,surb={'id': 'f01cf430-1b8d-4c98-a3d1-028f3ed014c2', 'route': ['p2', 'e7', 'i11', 'x1', 'p1', 'c1']}
1769490426.7810016,SENT,394fa571-c439-4af3-b6ef-931e409ee383,cf0a526b-95f8-462d-930f-4c548c3fdb70,c2,c1,3379,?,p2,
1769490426.781178,CREATED,0df28b29-2c53-47e7-9e93-3af294dcc846,022c8617-dad8-4a35-98fe-34d1ebdca818,c2,c1,27,?,?,surb={'id': '900e6b77-58cf-4d70-8b7d-2da29046cec7', 'route': ['p1', 'e10', 'i7', 'x4', 'p2', 'c2']}
1769490427.191264,SENT,ab18dc0c-429f-4025-ab4f-b007e01516f3,d50fec71-54fc-4811-9956-a82dc32a912f,c2,c1,3397,?,p2,
1769490427.1914158,CREATED,36cc3049-92c3-4209-bbf9-61bc5c194fe1,022c8617-dad8-4a35-98fe-34d1ebdca818,c2,c1,27,?,?,surb={'id': '900e6b77-58cf-4d70-8b7d-2da29046cec7', 'route': ['p1', 'e10', 'i7', 'x4', 'p2', 'c2']}
1769490427.8601835,RECEIVED,205fbb8a-b67e-4d73-aea5-faf70ce3bf9e,3b6ee945-2ba2-43c2-9e14-7fdcc4f53023,c1,c2,27,p2,?,surb={'id': '26f6fa79-d414-4fca-af8b-efab32c4e89c', 'route': ['p2', 'e1', 'i12', 'x4', 'p1', 'c1']}
1769490427.9288213,SENT,72c52df5-4be7-436b-8714-3ce98c843d3a,df3a12c0-2afd-4562-b513-fd5208e89653,c2,c1,3383,?,p2,
1769490427.9289718,CREATED,0719068e-1085-4ba0-86eb-e6774e4ab96b,9cbd06c1-1c26-4fc7-8df2-cb15296231ca,c2,c1,25,?,?,surb={'id': 'a675d850-feb6-4fb3-b0b1-6147b7750ffa', 'route': ['p1', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769490427.968948,SENT,d9e22a74-7f43-4246-9931-0eb8729307b8,3aac2f5a-66af-4745-afab-7db396f6a5d0,c2,c1,3380,?,p2,
1769490427.9691103,CREATED,a428bc03-b138-422c-84a1-2dfb4f183262,9cbd06c1-1c26-4fc7-8df2-cb15296231ca,c2,c1,25,?,?,surb={'id': 'a675d850-feb6-4fb3-b0b1-6147b7750ffa', 'route': ['p1', 'e6', 'i1', 'x12', 'p2', 'c2']}
1769490428.2691479,SENT,35e7a71e-7ffa-48e5-9fc9-8daa5158c1ef,42def6a5-ff25-4bee-91ae-bd611c7b46cc,c2,c1,3380,?,p2,
1769490428.269943,CREATED,7278a1ce-24e7-4d7e-8f8b-f41385414af2,30a43779-e0b9-41d8-83ec-ac6681dbe16f,c2,c1,26,?,?,surb={'id': '916651c0-e51c-43be-acca-c4a6422921f1', 'route': ['p1', 'e1', 'i4', 'x4', 'p2', 'c2']}
1769490428.4655554,SENT,f0eb3f0f-8ce0-4f76-b3dc-46131df36d96,729e65f9-8c16-485b-924d-abec0b87c43c,c2,c1,3369,?,p2,
1769490428.4657044,CREATED,ac13ca7b-0f19-4b15-9b88-c92a584f2fab,30a43779-e0b9-41d8-83ec-ac6681dbe16f,c2,c1,26,?,?,surb={'id': '916651c0-e51c-43be-acca-c4a6422921f1', 'route': ['p1', 'e1', 'i4', 'x4', 'p2', 'c2']}
1769490428.7013655,RECEIVED,2cdf826f-7d01-4d3f-be26-a6454cf5d750,77f14b59-e6cd-4b59-8626-9f70748cbbc8,c1,c2,27,p2,?,surb={'id': '8cb35b09-5451-4eee-8708-02eee2f15584', 'route': ['p2', 'e9', 'i12', 'x6', 'p1', 'c1']}
1769490428.8615897,RECEIVED,657cc618-72b6-4235-972f-67374e51535f,f515b26c-ae31-4954-9f87-e00963784a2b,c1,c2,27,p2,?,surb={'id': '8be0ecae-d1ec-4e4c-ab8b-a6d2f7c052f0', 'route': ['p2', 'e10', 'i8', 'x9', 'p1', 'c1']}
1769490428.9319322,RECEIVED,233ccbc7-fa29-4b9d-a7a3-60ff97bd05d4,77f14b59-e6cd-4b59-8626-9f70748cbbc8,c1,c2,27,p2,?,surb={'id': '8cb35b09-5451-4eee-8708-02eee2f15584', 'route': ['p2', 'e9', 'i12', 'x6', 'p1', 'c1']}
1769490429.0072868,RECEIVED,7b6ff7e7-75fe-4534-9996-a9c66185162e,23fe96c4-1ce6-4dd2-9dcc-29f365b0b798,c1,c2,26,p2,?,surb={'id': '2c947a4c-ea6e-4ab1-9ac7-b87d0ce7f237', 'route': ['p2', 'e1', 'i8', 'x4', 'p1', 'c1']}
1769490429.1128018,SENT,46df222f-f0a4-4604-9935-8f5f271f7377,fb8f5075-2d7f-45a9-b905-32e1a7470905,c2,c1,3380,?,p2,
1769490429.1129498,CREATED,0fcab6c3-71b3-4be4-bb1e-914724b77d8c,24cd915d-8757-44c4-91bc-160254504832,c2,c1,26,?,?,surb={'id': '23d9948c-26b2-4149-a9ad-30b287944714', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769490429.203455,SENT,e17fe098-a652-4133-885d-4832f647bf2e,925edfc4-5ee3-4cc7-82f1-5016f04a24b8,c2,c1,3368,?,p2,
1769490429.2035997,CREATED,99a929ac-dbf5-4d14-af1c-65be248f22d6,24cd915d-8757-44c4-91bc-160254504832,c2,c1,26,?,?,surb={'id': '23d9948c-26b2-4149-a9ad-30b287944714', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769490429.278489,RECEIVED,dd402daa-f8c3-45d7-805d-527f76f58acb,b8c38270-56ca-44d3-b4c8-692f550a8e9d,c1,c2,27,p2,?,surb={'id': '248df7e2-f823-4ec8-bfff-49d7c285f898', 'route': ['p2', 'e3', 'i5', 'x1', 'p1', 'c1']}
1769490429.5967667,SENT,47108cf1-9263-4e0b-ab64-383d29655ece,7c2e92cf-d311-46b5-822b-3324b4d0bcd1,c2,c1,3393,?,p2,
1769490429.596897,CREATED,a79c931e-3436-453f-a326-21f3209674b7,83a8167e-6e87-4be3-b4d0-67e93a62a5ae,c2,c1,27,?,?,surb={'id': 'b8664c13-f2d4-47c1-8aae-8a1c536116a8', 'route': ['p1', 'e11', 'i3', 'x10', 'p2', 'c2']}
1769490430.182028,RECEIVED,bd74ca1b-4bab-4c7a-8cfb-b700cce84921,ffb5504b-a82e-454e-8b9e-873c76015b2e,c1,c2,27,p2,?,surb={'id': 'd89a06a5-d161-40ae-8c65-a9ccb0398b1a', 'route': ['p2', 'e5', 'i11', 'x10', 'p1', 'c1']}
1769490430.276761,RECEIVED,bd22b5ef-6146-455e-aa20-1288b92ca1d7,f515b26c-ae31-4954-9f87-e00963784a2b,c1,c2,27,p2,?,surb={'id': '8be0ecae-d1ec-4e4c-ab8b-a6d2f7c052f0', 'route': ['p2', 'e10', 'i8', 'x9', 'p1', 'c1']}
1769490430.3719714,SENT,5118bc2a-b08d-4280-815f-a4b1cf6c43be,887b6fa6-b114-4798-886b-167c42da80ba,c2,c1,3396,?,p2,
1769490430.3721054,CREATED,99033b27-22c9-4d68-8d0b-67c865b8c82c,83a8167e-6e87-4be3-b4d0-67e93a62a5ae,c2,c1,27,?,?,surb={'id': 'b8664c13-f2d4-47c1-8aae-8a1c536116a8', 'route': ['p1', 'e11', 'i3', 'x10', 'p2', 'c2']}
1769490430.7791104,SENT,2a3af10f-c902-46d7-a7d6-fcc7f0546f07,32b4d0e4-74e8-49df-a27d-cd4c2d4a412b,c2,c1,3399,?,p2,
1769490430.7792156,CREATED,4a8107c7-4135-429a-9936-c07a8e2abfd1,f88f4eb4-5a21-4fa8-9c0f-d11b0c12303f,c2,c1,27,?,?,surb={'id': '56131e21-b220-4f90-9e73-8103d195ee20', 'route': ['p1', 'e7', 'i4', 'x11', 'p2', 'c2']}
1769490430.9193997,SENT,1b4f36f3-1470-4109-a7de-156b2f5fcb2d,482852f2-e949-4ebc-9f23-fe75a4d33ee0,c2,c1,3387,?,p2,
1769490430.9195206,CREATED,d6069c5c-434b-4507-8453-6156a2d4c4ce,f88f4eb4-5a21-4fa8-9c0f-d11b0c12303f,c2,c1,27,?,?,surb={'id': '56131e21-b220-4f90-9e73-8103d195ee20', 'route': ['p1', 'e7', 'i4', 'x11', 'p2', 'c2']}
1769490431.0317569,RECEIVED,c8b2f0ab-2678-4a7d-86b9-8c623280e881,b8c38270-56ca-44d3-b4c8-692f550a8e9d,c1,c2,27,p2,?,surb={'id': '248df7e2-f823-4ec8-bfff-49d7c285f898', 'route': ['p2', 'e3', 'i5', 'x1', 'p1', 'c1']}
1769490431.1366918,SENT,8c51b602-a1da-450c-b5c8-bb8f1cb807f2,2e85da69-6583-4d37-848c-b98e981cddca,c2,c1,3375,?,p2,
1769490431.1368003,CREATED,e8a00b8b-5ff8-456e-abde-10009d6f1024,7cc103ca-ebab-4780-8143-7b398b90ac98,c2,c1,26,?,?,surb={'id': 'da60baff-535b-428f-9cb7-73f10ebe451a', 'route': ['p1', 'e6', 'i5', 'x9', 'p2', 'c2']}
1769490431.25874,RECEIVED,395106f9-4c60-4e05-a2fc-609b65921f54,72fac553-0c9f-4f43-a4a8-cc24468058d4,c1,c2,26,p2,?,surb={'id': '5cb12386-ba59-4ca6-9406-fc85ba39f411', 'route': ['p2', 'e1', 'i4', 'x7', 'p1', 'c1']}
1769490431.505587,SENT,eac24d0a-9d17-4d96-8397-100ecbbe03c1,6b786efe-d1e7-4591-9dc8-10622ee6f24e,c2,c1,3383,?,p2,
1769490431.5056999,CREATED,4158cdcb-172f-4463-a9e2-8baa33187ec8,7cc103ca-ebab-4780-8143-7b398b90ac98,c2,c1,26,?,?,surb={'id': 'da60baff-535b-428f-9cb7-73f10ebe451a', 'route': ['p1', 'e6', 'i5', 'x9', 'p2', 'c2']}
1769490431.6296022,SENT,1b8059ba-1dbf-413c-bd26-990c89eb75a3,890791d0-592d-461d-9388-154ca69edc30,c2,c1,3359,?,p2,
