timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490402.1306722,RECEIVED,65864315-b9a8-439d-a820-c4bb6644ea69,e91a86e0-c6e8-41e5-a255-b811985c43d9,c2,c1,26,p1,?,surb={'id': '7b2ff6b5-c55c-4190-9a54-1a32599b11d1', 'route': ['p1', 'e6', 'i9', 'x8', 'p2', 'c2']}
1769490402.1364682,SENT,dd78de40-6c15-40b8-b9a4-d4f730b53640,15201e26-cf78-4c87-abcb-c4b2b7fc8d6c,c1,c2,3360,?,p1,
1769490402.1365435,CREATED,950390fe-51f5-4a04-a05c-8f4abaf7b778,1de12ee3-9886-4da4-9a1b-cc96edceeb88,c1,c2,27,?,?,surb={'id': 'ccf0946a-b0c1-49aa-a81e-d15f6448f1ff', 'route': ['p2', 'e3', 'i7', 'x3', 'p1', 'c1']}
1769490402.1443396,RECEIVED,bf845500-e3e6-482a-856c-786fd5e3f938,44ffdbeb-5a43-464d-bf24-69aef54a8181,c4,c1,27,p1,?,surb={'id': '4e900b31-dd95-48fc-9daa-54957fddb5b7', 'route': ['p1', 'e1', 'i9', 'x7', 'p1', 'c4']}
1769490402.385751,RECEIVED,620c619d-ceae-4cca-bdcf-ca2a2ca17f9e,8185463e-f52b-4eb9-a20b-b8b40d3e753c,c2,c1,25,p1,?,surb={'id': '6d67c32d-2251-4681-ace6-1aff5bd2543c', 'route': ['p1', 'e12', 'i11', 'x3', 'p2', 'c2']}
1769490402.5405617,RECEIVED,72118eb4-54c8-4b69-8d77-896ff3a472a6,315b5794-85a0-42c4-a623-acd5f99c045f,c2,c1,27,p1,?,surb={'id': 'bf49221d-6de2-44f1-8bfe-00c4d0e0227d', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c2']}
1769490402.655078,RECEIVED,82f793ac-4456-4b03-89b0-448544025041,161c1638-6809-478c-9e2a-7c6dfa4fae58,c4,c1,27,p1,?,surb={'id': '03b6f8fd-a6fe-4efe-b97f-2fcb22573d2b', 'route': ['p1', 'e7', 'i6', 'x9', 'p1', 'c4']}
1769490403.2121654,RECEIVED,d96dd114-7843-43e8-b887-ba23b299058c,7739c610-a97b-4ebf-8f42-44017c96b410,c4,c1,27,p1,?,surb={'id': '5680cdbc-3207-42c0-89e3-0324cb9af129', 'route': ['p1', 'e9', 'i4', 'x12', 'p1', 'c4']}
1769490403.2540162,RECEIVED,bc77ac5d-2d03-4f46-b92b-4e15d3491687,161c1638-6809-478c-9e2a-7c6dfa4fae58,c4,c1,27,p1,?,surb={'id': '03b6f8fd-a6fe-4efe-b97f-2fcb22573d2b', 'route': ['p1', 'e7', 'i6', 'x9', 'p1', 'c4']}
1769490403.5358703,RECEIVED,45367af0-3547-4c50-a8cc-b07615f698e9,315b5794-85a0-42c4-a623-acd5f99c045f,c2,c1,27,p1,?,surb={'id': 'bf49221d-6de2-44f1-8bfe-00c4d0e0227d', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c2']}
1769490403.5479367,SENT,6ab7ffde-05ec-4372-9f94-a9117e16f21d,3e3223cc-93f4-40c3-8b55-2038efc95dd3,c1,c2,3360,?,p1,
1769490403.548287,CREATED,ea5c6163-b158-4646-9bc7-b0add43891b9,395b54b1-5613-447c-b47b-e82fa8f46394,c1,c2,27,?,?,surb={'id': '0184bfb9-88ab-451c-af79-831a4cb83910', 'route': ['p2', 'e7', 'i1', 'x9', 'p1', 'c1']}
1769490403.6531117,SENT,d958435e-7b31-408d-9d08-0f6e5cefb935,56387657-220f-4d7c-aba6-746d62075c23,c1,c2,3391,?,p1,
1769490403.653264,CREATED,43ef8f8e-7aeb-4483-9e8e-b7e528105bba,395b54b1-5613-447c-b47b-e82fa8f46394,c1,c2,27,?,?,surb={'id': '0184bfb9-88ab-451c-af79-831a4cb83910', 'route': ['p2', 'e7', 'i1', 'x9', 'p1', 'c1']}
1769490403.7543721,RECEIVED,c4c37772-81d6-4684-b58a-953262a4ab06,60af35e8-6d15-439d-821e-b58cf1f541a7,c4,c1,27,p1,?,surb={'id': '8bd9a4fe-a219-4ff2-bd1d-a9db972fd489', 'route': ['p1', 'e8', 'i9', 'x5', 'p1', 'c4']}
1769490403.7763405,SENT,af3aa39b-0ba4-4ffc-a7ed-4c56b4928404,50c398f8-70d0-4953-a572-976a4c687956,c1,c2,3371,?,p1,
1769490403.7765622,CREATED,51e20480-9818-4c3f-82af-8b7716b6c615,5f30d2a1-f8a1-47fa-9837-1b5f834788b5,c1,c2,26,?,?,surb={'id': '5e76b4eb-0d02-4745-b000-efccfbcda5e4', 'route': ['p2', 'e8', 'i5', 'x1', 'p1', 'c1']}
1769490403.9282665,RECEIVED,77b5ca69-6a94-4826-abc5-5b5595aeac15,62753a27-0e76-4f23-b6a6-11ed6c923175,c4,c1,27,p1,?,surb={'id': '12d48f86-631d-4d1e-8c8d-6b9f5c6c5565', 'route': ['p1', 'e4', 'i12', 'x8', 'p1', 'c4']}
1769490403.972924,RECEIVED,7f5e2ce2-9c78-4d9a-8574-424e4b4edf4a,fe0fc9bb-285c-42e9-8551-c622cda9ffff,c2,c1,27,p1,?,surb={'id': 'cbf252c6-e345-49b3-871d-b5372a7df74c', 'route': ['p1', 'e4', 'i10', 'x7', 'p2', 'c2']}
1769490404.3795333,RECEIVED,579cb547-5390-41d4-badf-335a3f136b52,e91a86e0-c6e8-41e5-a255-b811985c43d9,c2,c1,26,p1,?,surb={'id': '7b2ff6b5-c55c-4190-9a54-1a32599b11d1', 'route': ['p1', 'e6', 'i9', 'x8', 'p2', 'c2']}
1769490404.54863,SENT,97da7611-d534-4ba9-85f2-9d2a5ae09e9f,388ecf5c-f1c8-4624-8880-abac3fd24c06,c1,c2,3357,?,p1,
1769490404.5487804,CREATED,f08ce592-edb5-4a27-ba4d-3f7b3586af63,5f30d2a1-f8a1-47fa-9837-1b5f834788b5,c1,c2,26,?,?,surb={'id': '5e76b4eb-0d02-4745-b000-efccfbcda5e4', 'route': ['p2', 'e8', 'i5', 'x1', 'p1', 'c1']}
1769490404.9667432,SENT,651fbaca-b88e-401a-8051-c9c361d81f07,1af99443-436c-45a8-a069-728682cc85e0,c1,c2,3399,?,p1,
1769490404.9669528,CREATED,93faf927-6ebc-4c22-b773-956fa3c7032b,50a953b0-1cd7-4b23-95e0-10f8e8e1ba24,c1,c2,27,?,?,surb={'id': '52798c79-1fc8-4565-a672-655109342c8b', 'route': ['p2', 'e10', 'i7', 'x12', 'p1', 'c1']}
1769490404.99715,RECEIVED,f01363bb-aa79-48f1-9ba0-0fe85c098f4d,33b167d8-cfc0-4522-b238-a4e904a0a364,c2,c1,27,p1,?,surb={'id': 'dfa723d5-1bed-476f-94ea-ac71bb6ce68e', 'route': ['p1', 'e12', 'i3', 'x5', 'p2', 'c2']}
1769490405.2443607,SENT,d47b0b88-ccbe-42bb-baae-ce40ac7cd8d0,09cebaf1-43ad-459c-9887-94be91b9660a,c1,c2,3392,?,p1,
1769490405.2447643,CREATED,651c375f-b78a-481f-9c86-eb015bcd4dda,50a953b0-1cd7-4b23-95e0-10f8e8e1ba24,c1,c2,27,?,?,surb={'id': '52798c79-1fc8-4565-a672-655109342c8b', 'route': ['p2', 'e10', 'i7', 'x12', 'p1', 'c1']}
1769490405.6546085,SENT,910b7168-1cbf-4af6-8573-6453579291b8,4a4c3e46-9dee-40f4-9cc1-8446a70e6e25,c1,c2,3395,?,p1,
1769490405.6548812,CREATED,5be60ffe-fa39-4f75-93cb-0d661240ab7b,db307239-f8cd-4c0c-8f44-f7510fa1cc3b,c1,c2,27,?,?,surb={'id': 'c34d007a-b475-421e-9426-bc711e54ebcb', 'route': ['p2', 'e11', 'i6', 'x6', 'p1', 'c1']}
1769490405.756432,SENT,6f2b81c8-911d-4feb-9373-6ce5f01d1d4e,b5622257-3d63-418a-a7eb-32a1bc98e96e,c1,c2,3360,?,p1,
1769490405.756585,CREATED,d206c1df-4a80-4a76-9f0f-47124c4a7374,db307239-f8cd-4c0c-8f44-f7510fa1cc3b,c1,c2,27,?,?,surb={'id': 'c34d007a-b475-421e-9426-bc711e54ebcb', 'route': ['p2', 'e11', 'i6', 'x6', 'p1', 'c1']}
1769490406.0229716,SENT,0e50fecf-06b8-41c1-bb94-08a2b8e105cd,0bf0f433-e29f-4300-b6c4-10a8f28074f0,c1,c2,3356,?,p1,
1769490406.0230722,CREATED,9028d2b3-3c86-4f79-bf3e-76419c1cdc55,b2ca22bb-0b15-41ff-bd5f-6ef2140ee505,c1,c2,26,?,?,surb={'id': '74c9afdf-4f70-407f-b692-6740a6d7d131', 'route': ['p2', 'e4', 'i2', 'x5', 'p1', 'c1']}
1769490406.37287,SENT,fbdd024a-d770-4188-aad8-b9be82008653,94eac317-f946-4c56-a6b1-17e06493b37a,c1,c2,3379,?,p1,
1769490406.3730018,CREATED,8a0709f8-8ae1-4ca5-a210-b0e23e95291c,b2ca22bb-0b15-41ff-bd5f-6ef2140ee505,c1,c2,26,?,?,surb={'id': '74c9afdf-4f70-407f-b692-6740a6d7d131', 'route': ['p2', 'e4', 'i2', 'x5', 'p1', 'c1']}
1769490406.3920822,RECEIVED,5f46e574-ba6c-4fbc-bcac-9d557a81c7a6,60af35e8-6d15-439d-821e-b58cf1f541a7,c4,c1,27,p1,?,surb={'id': '8bd9a4fe-a219-4ff2-bd1d-a9db972fd489', 'route': ['p1', 'e8', 'i9', 'x5', 'p1', 'c4']}
1769490406.4357462,SENT,8186c95c-ae22-42cb-86a3-ab6c441c5807,358098fc-a18a-4d06-901b-5a874da53a11,c1,c2,3380,?,p1,
1769490406.435877,CREATED,556332cd-8690-4b79-9466-ceedd126ace8,f53158fb-6250-4aec-98d4-0f0cb56d8890,c1,c2,27,?,?,surb={'id': '61e60eee-05ef-4b56-8a99-793e938789de', 'route': ['p2', 'e8', 'i8', 'x8', 'p1', 'c1']}
1769490406.4449527,SENT,4604827d-f99d-449c-9a83-fa796a6d693d,484e2c21-ce4b-43de-8943-a189e47fc895,c1,c2,3373,?,p1,
1769490406.4451063,CREATED,a0a429ea-142d-4d7a-bc3b-66bd52ea533c,f53158fb-6250-4aec-98d4-0f0cb56d8890,c1,c2,27,?,?,surb={'id': '61e60eee-05ef-4b56-8a99-793e938789de', 'route': ['p2', 'e8', 'i8', 'x8', 'p1', 'c1']}
1769490406.4616005,SENT,46144feb-5cde-4376-8b9d-9a5af10912bc,eaaf73d7-e514-4140-b690-315322f70510,c1,c2,3376,?,p1,
1769490406.46173,CREATED,dc3101db-599e-4516-ab84-25d528266d05,da3fd3f4-9b1e-496b-bbc1-bee510a2f238,c1,c2,26,?,?,surb={'id': '029d8530-5ea3-4e4c-a84c-3707a65cce9b', 'route': ['p2', 'e7', 'i3', 'x11', 'p1', 'c1']}
1769490406.6144378,RECEIVED,86a60699-ed6b-4607-9e80-5f930062d4b3,ac43b0a4-3a81-46dc-80f6-a3889d8d2182,c4,c1,27,p1,?,surb={'id': 'af60ad33-5cbc-4ad5-adc2-f8f7d01c2311', 'route': ['p1', 'e2', 'i7', 'x5', 'p1', 'c4']}
1769490406.763672,SENT,6c18b3b7-8ee8-44a0-b882-01fbae79592f,b6277081-265e-4470-8c75-4a3846def8ef,c1,c2,3379,?,p1,
1769490406.7638195,CREATED,340baf70-3ca3-408d-a61b-1c2b20e4b14a,da3fd3f4-9b1e-496b-bbc1-bee510a2f238,c1,c2,26,?,?,surb={'id': '029d8530-5ea3-4e4c-a84c-3707a65cce9b', 'route': ['p2', 'e7', 'i3', 'x11', 'p1', 'c1']}
1769490406.8413887,RECEIVED,66d97a78-f5c1-42d4-8623-91199e13e4e2,98b6ddaf-8c7c-4c8b-9f30-14bc003fc623,c4,c1,26,p1,?,surb={'id': '649ba2dc-2a92-4999-aef7-99db668f0faf', 'route': ['p1', 'e4', 'i6', 'x6', 'p1', 'c4']}
1769490407.0953934,RECEIVED,0fea8607-aace-426d-a18b-258439155bec,fe0fc9bb-285c-42e9-8551-c622cda9ffff,c2,c1,27,p1,?,surb={'id': 'cbf252c6-e345-49b3-871d-b5372a7df74c', 'route': ['p1', 'e4', 'i10', 'x7', 'p2', 'c2']}
1769490407.254237,RECEIVED,e5518bd1-c63d-4213-bee9-a1f4c6821fca,967dff77-ecd5-4a90-82f9-37ee30be0621,c4,c1,27,p1,?,surb={'id': '52b1a0c4-3988-48f5-92c7-ea97b8bb2aa0', 'route': ['p1', 'e9', 'i4', 'x4', 'p1', 'c4']}
1769490407.3157701,RECEIVED,171d074d-eb75-47f1-a7b3-633e77bb2079,767d0ae0-6944-4fbc-98b0-abdc0bba4987,c2,c1,27,p1,?,surb={'id': '29e9799c-04c6-4338-847b-7d54bed72e85', 'route': ['p1', 'e7', 'i3', 'x2', 'p2', 'c2']}
1769490407.429807,SENT,7c63ef3f-6894-497d-83fd-2e19d23be0d7,38223ba7-4908-42bc-b49d-d3e2b4aae641,c1,c2,3396,?,p1,
1769490407.4299068,CREATED,ecdf8f29-37bb-44ec-a0b3-a9e9db0ba500,74fc787e-84db-4283-a1a0-356763a11f33,c1,c2,27,?,?,surb={'id': '3fbc9bbd-463a-4715-a6e7-db7dc34ee132', 'route': ['p2', 'e6', 'i1', 'x10', 'p1', 'c1']}
1769490407.56136,RECEIVED,3787118d-bc53-4105-8a0c-4faa45db8e70,2cea0bcd-d201-4fbe-9bb7-6a5eef52841b,c4,c1,27,p1,?,surb={'id': '321767ee-3f48-455d-8162-31be30ac74d4', 'route': ['p1', 'e1', 'i5', 'x9', 'p1', 'c4']}
1769490407.9593902,RECEIVED,c897591f-d594-478e-accd-ebc32f9c7f5c,767d0ae0-6944-4fbc-98b0-abdc0bba4987,c2,c1,27,p1,?,surb={'id': '29e9799c-04c6-4338-847b-7d54bed72e85', 'route': ['p1', 'e7', 'i3', 'x2', 'p2', 'c2']}
1769490407.9788616,RECEIVED,3af0304e-c3c5-4af1-b691-745be4874eaa,33cf7e5e-eca0-42e7-9e98-5fd34d5691b8,c2,c1,27,p1,?,surb={'id': '28c46257-d985-4ac0-a3ea-170ee4400945', 'route': ['p1', 'e5', 'i11', 'x1', 'p2', 'c2']}
1769490408.3674493,SENT,94fb7df2-e387-4e63-b829-01083a926f92,edb8d6b7-2bb1-4f30-82e3-2a1d19deb524,c1,c2,3360,?,p1,
1769490408.3676062,CREATED,216b14af-482f-494b-a8df-4d8e12e31e07,74fc787e-84db-4283-a1a0-356763a11f33,c1,c2,27,?,?,surb={'id': '3fbc9bbd-463a-4715-a6e7-db7dc34ee132', 'route': ['p2', 'e6', 'i1', 'x10', 'p1', 'c1']}
1769490408.7517369,SENT,2e9a2483-1a7c-44b8-83b0-95bdbc130073,341dcd7f-f3de-4383-8d58-e8fb284b7b7c,c1,c2,3360,?,p1,
1769490408.7518442,CREATED,28cd89cb-3090-44bd-835c-40f207b03ab4,4c02d470-5091-40a2-8b5e-209f14dc5b43,c1,c2,27,?,?,surb={'id': 'e83ebc9b-7be8-4cd6-9933-220b735ece2f', 'route': ['p2', 'e9', 'i7', 'x6', 'p1', 'c1']}
1769490409.3523867,RECEIVED,ec56379d-7659-410c-be0c-6bf9c67ccec1,2d80e8f6-777d-4496-9715-dd0f9320e207,c2,c1,26,p1,?,surb={'id': '74709e96-ce33-4df5-a17b-907af9df5f4e', 'route': ['p1', 'e11', 'i8', 'x1', 'p2', 'c2']}
1769490409.4668455,SENT,732401a3-921c-4b6d-9448-2fc54f0fc100,1aa4a109-4314-4cd3-9a2a-1669d2d36ef6,c1,c2,3360,?,p1,
1769490409.467465,CREATED,f736768f-78eb-4266-82f6-80d8541c4227,4c02d470-5091-40a2-8b5e-209f14dc5b43,c1,c2,27,?,?,surb={'id': 'e83ebc9b-7be8-4cd6-9933-220b735ece2f', 'route': ['p2', 'e9', 'i7', 'x6', 'p1', 'c1']}
1769490409.5344603,RECEIVED,ca658d55-a863-4908-9169-89f69dd2063c,33cf7e5e-eca0-42e7-9e98-5fd34d5691b8,c2,c1,27,p1,?,surb={'id': '28c46257-d985-4ac0-a3ea-170ee4400945', 'route': ['p1', 'e5', 'i11', 'x1', 'p2', 'c2']}
1769490409.6430154,RECEIVED,bfecd4b1-b499-498c-ab68-f9377d47678c,582b81d1-9c1d-42f5-9ee8-586cf9ba64a4,c2,c1,27,p1,?,surb={'id': '6b5f093d-8863-497e-84f4-e982c785ae0f', 'route': ['p1', 'e4', 'i1', 'x1', 'p2', 'c2']}
1769490409.6629238,RECEIVED,22556631-2743-4858-8722-bb12938e96c6,2d80e8f6-777d-4496-9715-dd0f9320e207,c2,c1,26,p1,?,surb={'id': '74709e96-ce33-4df5-a17b-907af9df5f4e', 'route': ['p1', 'e11', 'i8', 'x1', 'p2', 'c2']}
1769490409.8487945,SENT,aa0f057c-73eb-4903-832b-b4257c1b0ce6,005ea7c2-d0cd-4a30-be3f-645065a01a51,c1,c2,3392,?,p1,
1769490409.8489444,CREATED,51758569-37a0-4768-a02e-9d39bd9625ba,ad4f7777-1ab2-454a-8d0f-ecf8033fa510,c1,c2,27,?,?,surb={'id': 'f1b78dc6-2ac7-4f21-a578-3430ebcbf0c0', 'route': ['p2', 'e12', 'i7', 'x11', 'p1', 'c1']}
1769490409.915218,RECEIVED,1d33fec8-e40e-47a2-aed9-9a9a24a07b21,2cea0bcd-d201-4fbe-9bb7-6a5eef52841b,c4,c1,27,p1,?,surb={'id': '321767ee-3f48-455d-8162-31be30ac74d4', 'route': ['p1', 'e1', 'i5', 'x9', 'p1', 'c4']}
1769490410.079641,SENT,342ca10b-6bc2-4f25-88e8-5e22d1172644,01d3ccd3-404b-4cec-b9ad-3efc75950fbf,c1,c2,3396,?,p1,
1769490410.0797913,CREATED,b6852957-17d6-4a6d-9fef-e70a8f37a544,ad4f7777-1ab2-454a-8d0f-ecf8033fa510,c1,c2,27,?,?,surb={'id': 'f1b78dc6-2ac7-4f21-a578-3430ebcbf0c0', 'route': ['p2', 'e12', 'i7', 'x11', 'p1', 'c1']}
1769490410.172134,RECEIVED,1bebfce8-7326-438e-9770-742e826048e8,048e346a-b0b8-4526-a521-78f8dc281de4,c2,c1,27,p1,?,surb={'id': 'ddadfc0c-5081-468a-bf84-07452872b5ee', 'route': ['p1', 'e10', 'i1', 'x8', 'p2', 'c2']}
1769490410.2154553,RECEIVED,3ced65f9-ef9a-44d1-8720-b170eacd7ffe,64b266a3-778c-4659-bb84-c0bb386eee0b,c4,c1,27,p1,?,surb={'id': '55d5f12a-f035-488e-a7d9-9de09c97df9e', 'route': ['p1', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769490410.322972,RECEIVED,255f7d5f-abcb-44df-9e58-0da993158c06,64b266a3-778c-4659-bb84-c0bb386eee0b,c4,c1,27,p1,?,surb={'id': '55d5f12a-f035-488e-a7d9-9de09c97df9e', 'route': ['p1', 'e11', 'i11', 'x10', 'p1', 'c4']}
1769490410.572747,RECEIVED,827d90d5-b12b-4d26-803a-fc5fa8256868,967dff77-ecd5-4a90-82f9-37ee30be0621,c4,c1,27,p1,?,surb={'id': '52b1a0c4-3988-48f5-92c7-ea97b8bb2aa0', 'route': ['p1', 'e9', 'i4', 'x4', 'p1', 'c4']}
1769490410.6857557,SENT,11dcad7f-363c-44ba-8b27-ffd34b617aeb,ed13c87d-8192-4cbd-9f64-c8869bca0c26,c1,c2,3389,?,p1,
1769490410.6859086,CREATED,fd7462d3-721e-4a5e-9779-2b8272501a10,dd9c157d-b497-42a2-a885-31f6fa971167,c1,c2,27,?,?,surb={'id': '1195edc8-1723-45e1-a9df-6334cd1e63df', 'route': ['p2', 'e10', 'i8', 'x1', 'p1', 'c1']}
1769490410.799396,SENT,ff4ab6f8-6528-43ea-bc75-21f87550b8eb,eeb5ae55-9cdb-452d-af1d-907d8d355231,c1,c2,3375,?,p1,
1769490410.7995577,CREATED,67a68f04-d8c0-4f73-a4a9-7366a69e93c7,dd9c157d-b497-42a2-a885-31f6fa971167,c1,c2,27,?,?,surb={'id': '1195edc8-1723-45e1-a9df-6334cd1e63df', 'route': ['p2', 'e10', 'i8', 'x1', 'p1', 'c1']}
1769490411.006033,RECEIVED,3e16efcb-90e8-47d6-8125-4f25864017a9,c04ba8cd-7c2a-4e9a-a7c5-d4777f5e68b9,c4,c1,27,p1,?,surb={'id': 'a83fc296-0bb5-49e9-86d2-cb7c6370125f', 'route': ['p1', 'e12', 'i3', 'x1', 'p1', 'c4']}
1769490411.2926855,SENT,6d8fb29d-e2c3-4dc4-871d-c05c22d1fe19,38c07ad0-c0b7-4b94-a9a6-81f2f7a501fe,c1,c2,3393,?,p1,
1769490411.292837,CREATED,b7bccdf0-934a-49e2-a42c-57bcf01f40de,b965d8d0-7dbc-4724-bad9-0e7740bbcef1,c1,c2,26,?,?,surb={'id': '6833683d-aecc-439e-87f8-caa88c070ebf', 'route': ['p2', 'e8', 'i9', 'x3', 'p1', 'c1']}
1769490411.506597,SENT,6a120d22-4ae0-42c9-b171-d62474fdf9d4,9abaed79-692b-4347-afad-1dca0c2b691a,c1,c2,3355,?,p1,
1769490411.5067463,CREATED,410d215c-4327-4a11-b327-956b41b9d79e,b965d8d0-7dbc-4724-bad9-0e7740bbcef1,c1,c2,26,?,?,surb={'id': '6833683d-aecc-439e-87f8-caa88c070ebf', 'route': ['p2', 'e8', 'i9', 'x3', 'p1', 'c1']}
1769490411.5448835,RECEIVED,3f60a934-4e3f-4960-b08c-518763f2ed0e,c04ba8cd-7c2a-4e9a-a7c5-d4777f5e68b9,c4,c1,27,p1,?,surb={'id': 'a83fc296-0bb5-49e9-86d2-cb7c6370125f', 'route': ['p1', 'e12', 'i3', 'x1', 'p1', 'c4']}
1769490411.5812783,RECEIVED,93944a7c-f905-43dd-a346-505e8fe01bef,b03f7215-7a89-46e0-855f-bd7a4407d60f,c2,c1,27,p1,?,surb={'id': '65c32d2a-ce89-4783-a726-b16de0a628d8', 'route': ['p1', 'e12', 'i5', 'x12', 'p2', 'c2']}
1769490411.6027873,SENT,ba28330f-6338-4175-8a7e-fc3b64b56700,56af5a28-ce8c-4a73-a428-77e26c2bc50c,c1,c2,3371,?,p1,
1769490411.6030164,CREATED,7df3c68f-a5d2-4013-8603-24869e25bb97,3cc4ed95-8b03-4a83-bc5e-1cf088b00ec0,c1,c2,26,?,?,surb={'id': 'b40894a7-753e-45b6-ab99-2f77b32ccd7b', 'route': ['p2', 'e6', 'i5', 'x3', 'p1', 'c1']}
1769490412.0585313,RECEIVED,ddbde497-e023-43cc-82fa-ee76a386de74,8324a8a6-87ee-49ef-bd54-d4b682484571,c2,c1,26,p1,?,surb={'id': '9bfc58e4-f356-4c1c-b880-d6d7835740bf', 'route': ['p1', 'e1', 'i10', 'x4', 'p2', 'c2']}
1769490412.1417398,SENT,51e6ae2f-0977-4a45-a87f-7f16451ad73d,75acef02-5ec0-46d0-8d70-64234672e42a,c1,c2,3363,?,p1,
1769490412.1418903,CREATED,4e1c6116-0b37-4796-b566-b712a9be4e36,3cc4ed95-8b03-4a83-bc5e-1cf088b00ec0,c1,c2,26,?,?,surb={'id': 'b40894a7-753e-45b6-ab99-2f77b32ccd7b', 'route': ['p2', 'e6', 'i5', 'x3', 'p1', 'c1']}
1769490412.1704636,RECEIVED,adb00e25-5c7f-4ff6-bdd5-327a90a6174f,6488688e-1ea6-4e82-b906-1f16091dd339,c4,c1,27,p1,?,surb={'id': '3a0f37ea-2ba0-4745-acc7-0b05078d5df1', 'route': ['p1', 'e6', 'i12', 'x9', 'p1', 'c4']}
1769490412.2095761,SENT,4a3049c2-2bd1-4444-a5a3-ceb499443592,53749baf-39b3-4ffc-8b0f-60a2b5f100c9,c1,c2,3392,?,p1,
1769490412.2097254,CREATED,16173cfd-d2c9-4771-8aa1-997f80f72f75,8cdb8f80-7bc5-461c-9505-e1bcee31a3d9,c1,c2,27,?,?,surb={'id': 'ce0f0b24-a0bf-45ea-bb36-c1280eef6f89', 'route': ['p2', 'e6', 'i11', 'x7', 'p1', 'c1']}
1769490412.3037696,SENT,c287be41-32ba-4775-aa52-b9eeadc232a3,b2f21c96-4f3d-4a18-aac2-602614c155a7,c1,c2,3388,?,p1,
1769490412.3039193,CREATED,5774a8d5-33a5-4227-9ce6-f054a1d6a883,8cdb8f80-7bc5-461c-9505-e1bcee31a3d9,c1,c2,27,?,?,surb={'id': 'ce0f0b24-a0bf-45ea-bb36-c1280eef6f89', 'route': ['p2', 'e6', 'i11', 'x7', 'p1', 'c1']}
1769490412.4385111,SENT,07d052d4-728e-47d7-aad4-37dda881854e,34f358c1-5154-4035-8623-da196e76a9ea,c1,c2,3375,?,p1,
1769490412.438647,CREATED,75f0d14a-0cee-4063-8082-2e4df09ceee4,7e58534f-8f6d-4a8d-9b30-f88bfdb5b634,c1,c2,26,?,?,surb={'id': '62fb7787-7098-4696-8b31-efb6b185a5bb', 'route': ['p2', 'e9', 'i1', 'x3', 'p1', 'c1']}
1769490412.4872324,RECEIVED,f71d7fe1-d49f-4c5d-ab75-562127c86ded,8324a8a6-87ee-49ef-bd54-d4b682484571,c2,c1,26,p1,?,surb={'id': '9bfc58e4-f356-4c1c-b880-d6d7835740bf', 'route': ['p1', 'e1', 'i10', 'x4', 'p2', 'c2']}
1769490412.76485,RECEIVED,6ab717f0-2841-4938-8ee7-f0466e5b04c2,99ba15d4-437d-4b6e-a76d-e57462ab4e80,c4,c1,27,p1,?,surb={'id': '3e51a352-7d45-46c9-b9f8-f0e276bd5ec7', 'route': ['p1', 'e8', 'i3', 'x10', 'p1', 'c4']}
1769490413.1017241,SENT,3b6440a8-9709-4e90-9561-da8932b47978,ab28c246-ec82-4a04-b37b-3d420be6c862,c1,c2,3380,?,p1,
1769490413.1018705,CREATED,4e645332-d59a-42ec-a695-1a2044160380,7e58534f-8f6d-4a8d-9b30-f88bfdb5b634,c1,c2,26,?,?,surb={'id': '62fb7787-7098-4696-8b31-efb6b185a5bb', 'route': ['p2', 'e9', 'i1', 'x3', 'p1', 'c1']}
1769490413.130784,RECEIVED,33a9dd80-0ddf-453e-9ae0-ef9f1c4d4226,85a767f9-7ad6-4f08-839a-a0b44287a31e,c4,c1,26,p1,?,surb={'id': '8ebfa17f-8db5-4e38-ac9f-a6188a22c8c5', 'route': ['p1', 'e5', 'i7', 'x5', 'p1', 'c4']}
1769490413.1343226,SENT,087b58b6-7d4a-4729-9667-c6ca8c5a0dd2,31066be5-0ad3-4ad8-b198-eee46b746c1e,c1,c2,3359,?,p1,
1769490413.1344585,CREATED,9c7f8945-0064-4ea8-bc99-1d1842d5642a,5917921e-7141-44b3-acf8-173fce26a813,c1,c2,26,?,?,surb={'id': 'cc0a26fb-7a9f-45a8-9cd9-389e93fdf25d', 'route': ['p2', 'e6', 'i2', 'x4', 'p1', 'c1']}
1769490413.1869671,SENT,1e27a870-d50b-4529-a9ff-569b616074b5,f859ee6a-0abd-4608-89dc-941f3a559905,c1,c2,3360,?,p1,
1769490413.1871445,CREATED,4285d5f5-0e57-4a56-be56-80413da45be9,5917921e-7141-44b3-acf8-173fce26a813,c1,c2,26,?,?,surb={'id': 'cc0a26fb-7a9f-45a8-9cd9-389e93fdf25d', 'route': ['p2', 'e6', 'i2', 'x4', 'p1', 'c1']}
1769490413.196264,RECEIVED,16b7cc45-6bd0-477e-84d6-c93dfd44e059,85a767f9-7ad6-4f08-839a-a0b44287a31e,c4,c1,26,p1,?,surb={'id': '8ebfa17f-8db5-4e38-ac9f-a6188a22c8c5', 'route': ['p1', 'e5', 'i7', 'x5', 'p1', 'c4']}
1769490413.3798373,SENT,8871206d-a480-4f5e-a59c-c94effb67c8d,2e4cb279-5876-4630-a9df-a1568cb2a935,c1,c2,3401,?,p1,
