timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490263.7441933,SENT,7bfe6a6a-5d1d-403e-8cb1-0f790e7e0484,ebb52087-72cf-4a8e-a4c7-11ec03a915d7,c1,c2,3389,?,p1,
1769490263.7442968,CREATED,df52cbeb-de94-4dba-b198-90f5561a7430,e3d79488-8351-4733-9de9-a2d30a810e9d,c1,c2,27,?,?,surb={'id': '1b04c4ce-26b9-4e61-ba89-1d337dc4d786', 'route': ['p2', 'e5', 'i11', 'x12', 'p1', 'c1']}
1769490264.0578003,RECEIVED,a93c768f-0d42-460d-b8e5-253952f2fc73,e3301f8b-a430-4ff0-a362-9128e6ccab2f,c4,c1,26,p1,?,surb={'id': '01765625-2e7f-4941-856f-6ffe1ed4e164', 'route': ['p1', 'e3', 'i11', 'x4', 'p1', 'c4']}
1769490264.6957538,RECEIVED,3fed9a6c-ad40-481f-b2c6-9741e2b2b01b,5a37c7ee-167c-41fe-89a3-b154dd028719,c2,c1,27,p1,?,surb={'id': 'efd00e98-0308-4683-abf7-fedcdd36d738', 'route': ['p1', 'e2', 'i4', 'x7', 'p2', 'c2']}
1769490264.896532,SENT,3d915304-ac57-4fde-a042-66931c8db237,4159cff8-89af-46a7-8627-49f4f73aef10,c1,c2,3387,?,p1,
1769490264.8966353,CREATED,49b6a088-0c1e-4826-b8c4-50b4f144fb44,ac937bdc-bf01-4bf1-b748-b863699f564e,c1,c2,27,?,?,surb={'id': 'a86319c4-5b31-4f50-8a25-ca2c85a9ed71', 'route': ['p2', 'e6', 'i11', 'x9', 'p1', 'c1']}
1769490265.0673811,RECEIVED,2394a20e-7a46-4a79-92fa-e9178c4d888d,6fa77ac7-11b9-44ad-a31b-6d0ac100ede9,c2,c1,27,p1,?,surb={'id': 'aeb17c42-d3e6-4c8d-81f5-1e08cd325978', 'route': ['p1', 'e1', 'i8', 'x2', 'p2', 'c2']}
1769490265.0696385,RECEIVED,7632544f-b1b4-44a1-84a7-a5b4c7ffe08f,85ca2f6c-2d77-4dc8-8c7f-ebb454b34882,c2,c1,27,p1,?,surb={'id': '2c05f184-0294-4c70-b780-40031fb77074', 'route': ['p1', 'e11', 'i6', 'x7', 'p2', 'c2']}
1769490265.1173208,RECEIVED,17bd7147-7ee3-4655-9744-05037154dad2,a7799c50-8e8e-4795-8d34-f87d5a405c1e,c4,c1,27,p1,?,surb={'id': '7b969f3b-b626-4947-804e-6b4a89891ad5', 'route': ['p1', 'e3', 'i10', 'x7', 'p1', 'c4']}
1769490265.3623698,RECEIVED,67b7c62e-ba8d-4f7d-8175-98b55f2e757f,85ca2f6c-2d77-4dc8-8c7f-ebb454b34882,c2,c1,27,p1,?,surb={'id': '2c05f184-0294-4c70-b780-40031fb77074', 'route': ['p1', 'e11', 'i6', 'x7', 'p2', 'c2']}
1769490265.7182949,SENT,39dabc56-aab1-4a5a-ba1c-5d1d049ca38e,6058e9fb-6b5b-4c72-8a89-de14a416ff15,c1,c2,3363,?,p1,
1769490265.7184384,CREATED,b3dbed40-3329-4c9c-b3a2-97398dbefe4d,ac937bdc-bf01-4bf1-b748-b863699f564e,c1,c2,27,?,?,surb={'id': 'a86319c4-5b31-4f50-8a25-ca2c85a9ed71', 'route': ['p2', 'e6', 'i11', 'x9', 'p1', 'c1']}
1769490266.0343065,RECEIVED,e8a09e37-bd50-483f-a0ce-0648a19a14bd,73108272-f7b5-477c-9d3c-b70f4dc66975,c4,c1,26,p1,?,surb={'id': '58429116-14bf-4cd1-a7da-14dc1da94935', 'route': ['p1', 'e4', 'i12', 'x7', 'p1', 'c4']}
1769490266.080391,RECEIVED,e4e5fb0e-6f79-45ba-b4be-d96d66d0630c,d697de32-879c-42d9-950d-89dc4af3808e,c4,c1,26,p1,?,surb={'id': '8de2775d-a3e8-4fef-9785-a8d4abd8bf35', 'route': ['p1', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769490266.1022954,RECEIVED,81fe002d-bbb6-429b-b609-0a5d7e26a4ae,eddfb397-c24a-4949-b9da-2b7bf96767fa,c4,c1,27,p1,?,surb={'id': '2035ddc0-6e3c-451c-b0f4-dd26a03cccc3', 'route': ['p1', 'e11', 'i3', 'x1', 'p1', 'c4']}
1769490266.2098975,RECEIVED,0ddc4f4b-fad3-4840-b89d-83d79466c072,6fa77ac7-11b9-44ad-a31b-6d0ac100ede9,c2,c1,27,p1,?,surb={'id': 'aeb17c42-d3e6-4c8d-81f5-1e08cd325978', 'route': ['p1', 'e1', 'i8', 'x2', 'p2', 'c2']}
1769490266.4535315,SENT,44f5db73-f985-4ae5-b8c6-8d3a5a1ab6fd,e8e718a3-fb54-43f4-8f6c-1ad5910a9d02,c1,c2,3379,?,p1,
1769490266.453608,CREATED,71d130a5-f522-4247-9077-07a39ae98bf1,61de6b9c-7cc6-459c-91b7-bfdb687ae408,c1,c2,27,?,?,surb={'id': '47163f05-a475-42e8-8c26-6f83a38285d3', 'route': ['p2', 'e1', 'i9', 'x7', 'p1', 'c1']}
1769490266.4775643,RECEIVED,dde96167-6e5f-468f-8018-45c1fc961bde,d697de32-879c-42d9-950d-89dc4af3808e,c4,c1,26,p1,?,surb={'id': '8de2775d-a3e8-4fef-9785-a8d4abd8bf35', 'route': ['p1', 'e10', 'i3', 'x8', 'p1', 'c4']}
1769490266.4940002,SENT,5e48755e-c4db-44a4-b797-4d9cb9abee99,e73b75f4-9b1f-4eb6-a8a8-53c9e7a1a71f,c1,c2,3368,?,p1,
1769490266.494087,CREATED,15fe9445-1ddf-4a17-bbac-890f0398d7dc,61de6b9c-7cc6-459c-91b7-bfdb687ae408,c1,c2,27,?,?,surb={'id': '47163f05-a475-42e8-8c26-6f83a38285d3', 'route': ['p2', 'e1', 'i9', 'x7', 'p1', 'c1']}
1769490266.6547246,RECEIVED,32543673-ca9a-40e9-9bd5-4e1c56654dda,004666a7-a76a-49f5-9815-0dc548a6559e,c4,c1,26,p1,?,surb={'id': '4f008359-6802-42f6-8db0-78bbd6480266', 'route': ['p1', 'e9', 'i2', 'x5', 'p1', 'c4']}
1769490267.1169877,RECEIVED,dea3b3c8-dff2-4c97-adfc-4069bed7f5df,73108272-f7b5-477c-9d3c-b70f4dc66975,c4,c1,26,p1,?,surb={'id': '58429116-14bf-4cd1-a7da-14dc1da94935', 'route': ['p1', 'e4', 'i12', 'x7', 'p1', 'c4']}
1769490267.1774266,SENT,4c084f79-3669-4125-ac92-56d67dae044f,9f883860-59d3-41df-a8b5-38dbb17b373a,c1,c2,3379,?,p1,
1769490267.1775043,CREATED,ab0a758e-6f7d-48db-9fc3-15557051b2d5,118b0b46-568d-404f-9fff-3efc29d71f55,c1,c2,27,?,?,surb={'id': '82e707aa-f532-4b8d-9bb5-08cb8ced9a60', 'route': ['p2', 'e9', 'i9', 'x10', 'p1', 'c1']}
1769490267.2011232,RECEIVED,66b7cdd9-78d2-43ec-b8aa-2896acb4fefc,875f4a13-32f0-4b9b-81cf-e2522b332fe8,c4,c1,26,p1,?,surb={'id': '51ebfbbb-b334-4d34-9324-7ca8dc9dace8', 'route': ['p1', 'e3', 'i10', 'x4', 'p1', 'c4']}
1769490267.2872198,SENT,6e7791fe-fbd0-4ebc-9cc4-eab344149886,90baa4ac-d297-446a-bac6-c4aa5e22fc3c,c1,c2,3385,?,p1,
1769490267.28731,CREATED,1eca415a-4920-4d33-bede-e29eefe8c679,118b0b46-568d-404f-9fff-3efc29d71f55,c1,c2,27,?,?,surb={'id': '82e707aa-f532-4b8d-9bb5-08cb8ced9a60', 'route': ['p2', 'e9', 'i9', 'x10', 'p1', 'c1']}
1769490267.3031535,RECEIVED,283c6185-b661-474f-9db2-b105614295e3,48bd3a3f-3ecf-455f-9f04-930234c91c94,c2,c1,27,p1,?,surb={'id': 'c9029586-fc19-46c2-b878-7463fe707c76', 'route': ['p1', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769490267.3732336,SENT,3b19ba0c-a0a7-4e48-a8aa-5df4874dc799,bebfd6df-247d-416c-82ee-129ce2563907,c1,c2,3387,?,p1,
1769490267.373308,CREATED,5dfb1edb-ae65-4c69-89bd-2784f13391db,191d3403-82ef-42c8-8083-f425fb6ce358,c1,c2,27,?,?,surb={'id': '1d152ed2-630f-45ef-8da4-36a689d1d036', 'route': ['p2', 'e1', 'i6', 'x9', 'p1', 'c1']}
1769490267.4816897,RECEIVED,690d0ddf-0654-4a2b-82f8-c65aaab498ab,660802e2-aad4-41bf-a734-a0e373119d98,c4,c1,27,p1,?,surb={'id': '5dd00670-c7b8-4802-8c46-06f936967369', 'route': ['p1', 'e3', 'i3', 'x6', 'p1', 'c4']}
1769490267.5018008,RECEIVED,64ee6333-2a8f-40be-81b3-0a15ab25ac19,7a3fb1e3-0237-47df-a7be-51b8fa350d1f,c4,c1,25,p1,?,surb={'id': '33cc489e-ac1a-4e82-a264-4dcd45ed0e17', 'route': ['p1', 'e2', 'i4', 'x5', 'p1', 'c4']}
1769490267.5103974,RECEIVED,44d03333-9530-4bd6-8062-47b5eb5b4e65,48bd3a3f-3ecf-455f-9f04-930234c91c94,c2,c1,27,p1,?,surb={'id': 'c9029586-fc19-46c2-b878-7463fe707c76', 'route': ['p1', 'e9', 'i2', 'x6', 'p2', 'c2']}
1769490267.8356774,RECEIVED,46d32965-6579-4594-9fbb-d6147bbe13da,fb2ffa4d-0610-4fbf-b496-aa7eea78eabb,c2,c1,27,p1,?,surb={'id': 'f709cd0d-ce22-4699-882b-760dde69916e', 'route': ['p1', 'e1', 'i4', 'x5', 'p2', 'c2']}
1769490268.2182388,SENT,e82d3cd9-a577-49f7-8572-30c761e3e7f3,274cbd7b-c6a9-4ce2-bea6-13bc52525331,c1,c2,3385,?,p1,
1769490268.2183228,CREATED,834d3369-48ac-46ba-821b-579b325eff84,191d3403-82ef-42c8-8083-f425fb6ce358,c1,c2,27,?,?,surb={'id': '1d152ed2-630f-45ef-8da4-36a689d1d036', 'route': ['p2', 'e1', 'i6', 'x9', 'p1', 'c1']}
1769490268.3502438,RECEIVED,e521e16b-b8d1-4288-af18-5d4aa3efce49,22241bb0-7de4-4e46-af21-e88e994e9d3c,c2,c1,27,p1,?,surb={'id': '1df14d42-3122-4aed-b8c0-459595cc4e61', 'route': ['p1', 'e1', 'i9', 'x5', 'p2', 'c2']}
1769490268.6482117,RECEIVED,1a01bfb3-a26a-4518-b171-59fcf5a15a23,a8df3f3e-f0b1-48b7-80f1-07a32452fa98,c2,c1,26,p1,?,surb={'id': '68c10825-1612-452c-830d-7cd180dd2553', 'route': ['p1', 'e4', 'i5', 'x4', 'p2', 'c2']}
1769490268.6524894,RECEIVED,ae08ac54-bc81-4024-b9e8-31454460fec4,b793a23e-f400-4f98-bfcc-fda0cc16e02c,c4,c1,27,p1,?,surb={'id': '2d9e59cb-e989-4bf2-a65f-0189fce2bd63', 'route': ['p1', 'e6', 'i5', 'x11', 'p1', 'c4']}
1769490268.7172496,RECEIVED,1d6a6d24-ee37-4be0-a243-39ce7a3ed5b7,dca41167-33f5-44f0-8382-852a0454892e,c4,c1,27,p1,?,surb={'id': '695c85df-b05b-45ec-ae5d-95ffdb15d971', 'route': ['p1', 'e1', 'i7', 'x12', 'p1', 'c4']}
1769490268.7784278,RECEIVED,3cf724dd-f573-463d-9745-f278d2f95575,4703191f-8237-4673-ad66-b826cc6516dd,c2,c1,26,p1,?,surb={'id': '65223aea-84fd-423a-985a-8edc93d994f1', 'route': ['p1', 'e2', 'i9', 'x5', 'p2', 'c2']}
1769490268.779531,SENT,a5f601c7-844a-4219-a434-0e06f10b1a72,2c4e70cb-28a5-4232-b845-2f0586b76ea3,c1,c2,3364,?,p1,
1769490268.7796292,CREATED,e64053ae-193a-4917-9ecc-975b5405ee02,14c38861-7daa-413a-94fa-9e11bbe653c4,c1,c2,27,?,?,surb={'id': '19e67d34-ee17-46ec-b16a-507d89837ccf', 'route': ['p2', 'e8', 'i6', 'x1', 'p1', 'c1']}
1769490268.9225066,SENT,389d8481-3545-416b-8b43-2e8d6c33f0e9,7f6ea955-63ca-4475-9662-acfa89fbf172,c1,c2,3385,?,p1,
1769490268.9226463,CREATED,6234ffd5-3cb0-4edb-864a-36b8794f13b9,14c38861-7daa-413a-94fa-9e11bbe653c4,c1,c2,27,?,?,surb={'id': '19e67d34-ee17-46ec-b16a-507d89837ccf', 'route': ['p2', 'e8', 'i6', 'x1', 'p1', 'c1']}
1769490268.9287355,RECEIVED,80619d9a-313f-4bf2-a08a-284392c4770d,6ca460e8-f82c-459e-98d5-141a38306edb,c4,c1,27,p1,?,surb={'id': '48b8c82c-901b-4f29-a205-b51d8d6d98d6', 'route': ['p1', 'e2', 'i11', 'x6', 'p1', 'c4']}
1769490269.1413648,RECEIVED,fcb9b8d5-71c7-430a-9869-3594866e72a7,a8df3f3e-f0b1-48b7-80f1-07a32452fa98,c2,c1,26,p1,?,surb={'id': '68c10825-1612-452c-830d-7cd180dd2553', 'route': ['p1', 'e4', 'i5', 'x4', 'p2', 'c2']}
1769490269.235289,RECEIVED,20bb822b-07ec-45bd-8a93-722e8f4b5cc1,b793a23e-f400-4f98-bfcc-fda0cc16e02c,c4,c1,27,p1,?,surb={'id': '2d9e59cb-e989-4bf2-a65f-0189fce2bd63', 'route': ['p1', 'e6', 'i5', 'x11', 'p1', 'c4']}
1769490269.2762494,RECEIVED,5b422459-7f97-4b32-b703-a0eb006bf064,22241bb0-7de4-4e46-af21-e88e994e9d3c,c2,c1,27,p1,?,surb={'id': '1df14d42-3122-4aed-b8c0-459595cc4e61', 'route': ['p1', 'e1', 'i9', 'x5', 'p2', 'c2']}
1769490269.53563,SENT,53644e73-7ae5-4bad-8353-f804fb0884a2,5900103c-3002-4f29-a229-7bdc745fcc7d,c1,c2,3361,?,p1,
1769490269.5356913,CREATED,82a4a02e-4c3d-4f02-8ade-e44610844c4a,ca18e3dc-246a-4492-b25a-b22bd6e94412,c1,c2,26,?,?,surb={'id': '8a0f3928-3769-4233-b0cf-c7ad7cda719c', 'route': ['p2', 'e3', 'i6', 'x4', 'p1', 'c1']}
1769490269.792009,RECEIVED,264c8207-2c8f-42bd-9f71-d6ed3d0b5b1b,875f4a13-32f0-4b9b-81cf-e2522b332fe8,c4,c1,26,p1,?,surb={'id': '51ebfbbb-b334-4d34-9324-7ca8dc9dace8', 'route': ['p1', 'e3', 'i10', 'x4', 'p1', 'c4']}
1769490269.8151486,SENT,b1e8a6df-32ce-4ae7-a916-fa8de7119401,47452f8e-cc7b-4f20-b2f7-27865ee15ee6,c1,c2,3380,?,p1,
1769490269.8152995,CREATED,ba61a30c-1a39-4528-9c77-e9cb2ba378fb,ca18e3dc-246a-4492-b25a-b22bd6e94412,c1,c2,26,?,?,surb={'id': '8a0f3928-3769-4233-b0cf-c7ad7cda719c', 'route': ['p2', 'e3', 'i6', 'x4', 'p1', 'c1']}
1769490269.963554,RECEIVED,4bf8aca8-0a3a-41f4-a406-97e0cf3f0223,4703191f-8237-4673-ad66-b826cc6516dd,c2,c1,26,p1,?,surb={'id': '65223aea-84fd-423a-985a-8edc93d994f1', 'route': ['p1', 'e2', 'i9', 'x5', 'p2', 'c2']}
1769490270.065789,SENT,8cd90920-d265-4d77-903b-1560259009bd,ee3e82a1-d14f-4e43-8924-6fd960f16968,c1,c2,3379,?,p1,
1769490270.0659418,CREATED,e403a34e-6d4f-4c14-b15a-2a4499eb1552,7cab7cb3-e5c4-4e91-a30c-05eb7172e6d9,c1,c2,27,?,?,surb={'id': 'f7e8db83-6a05-419a-a93d-108aae0bb7f7', 'route': ['p2', 'e7', 'i8', 'x12', 'p1', 'c1']}
1769490270.197268,RECEIVED,66d7e858-43cb-4c56-8b7d-586acf80c29c,ef24acfc-c00b-4d63-8c4a-13707b7517fd,c2,c1,27,p1,?,surb={'id': 'ee1092bc-66d5-4eed-8c9e-eb82db88f67a', 'route': ['p1', 'e1', 'i10', 'x8', 'p2', 'c2']}
1769490270.3659246,SENT,0c8c2a09-a843-41e5-8174-b8878bb8cee8,4bd826ed-01b8-475a-ba52-c9d8bbace429,c1,c2,3403,?,p1,
1769490270.3659875,CREATED,9b620941-5aa3-4273-83c1-131ecf4a36f9,7cab7cb3-e5c4-4e91-a30c-05eb7172e6d9,c1,c2,27,?,?,surb={'id': 'f7e8db83-6a05-419a-a93d-108aae0bb7f7', 'route': ['p2', 'e7', 'i8', 'x12', 'p1', 'c1']}
1769490270.5675821,SENT,9613c35f-4f3b-446a-91f3-adce09cf40e1,5462eb65-aaa2-4590-9888-ee92018e0c36,c1,c2,3372,?,p1,
1769490270.5677302,CREATED,b85d4125-f921-4846-9fbd-a5568e34825a,fa5f4ae3-1cbf-4842-9dda-d41e5f2e2d95,c1,c2,27,?,?,surb={'id': 'dc03d0a6-1903-43dd-9b56-325e30db64a8', 'route': ['p2', 'e4', 'i4', 'x7', 'p1', 'c1']}
1769490270.6738324,RECEIVED,4658f602-7ed8-4777-8acd-60ec7b9099bf,a834e594-6d30-4e2a-a831-c71a63778b3d,c4,c1,27,p1,?,surb={'id': '2a3119df-ab7f-4f37-b3bc-c24fcb0014ea', 'route': ['p1', 'e8', 'i4', 'x11', 'p1', 'c4']}
1769490270.832624,RECEIVED,23e19ad7-4e53-499a-a246-47f0f98366eb,34de3a69-5929-4fff-b754-98be72c32d23,c4,c1,26,p1,?,surb={'id': 'eaf4ec43-c08a-40ad-ab0a-09be8429d553', 'route': ['p1', 'e3', 'i3', 'x9', 'p1', 'c4']}
1769490270.9485786,SENT,2f17f443-6550-4a5e-82fe-469a0fdbb30e,6b08aa06-df17-4f7b-b67d-ea9f2650287c,c1,c2,3359,?,p1,
1769490270.9487257,CREATED,1292b29f-7373-4693-a309-b2ed8fdc0ed5,fa5f4ae3-1cbf-4842-9dda-d41e5f2e2d95,c1,c2,27,?,?,surb={'id': 'dc03d0a6-1903-43dd-9b56-325e30db64a8', 'route': ['p2', 'e4', 'i4', 'x7', 'p1', 'c1']}
1769490271.1683168,RECEIVED,9651790b-953b-4884-8dd9-038dc8d478bb,009e7c6d-190d-46c5-873d-48c43d04d56b,c2,c1,27,p1,?,surb={'id': '605dc06c-fadc-4652-8d37-f52789192659', 'route': ['p1', 'e12', 'i4', 'x4', 'p2', 'c2']}
1769490271.2880745,RECEIVED,d1bb1c53-1348-4191-8447-1b72c132e378,34de3a69-5929-4fff-b754-98be72c32d23,c4,c1,26,p1,?,surb={'id': 'eaf4ec43-c08a-40ad-ab0a-09be8429d553', 'route': ['p1', 'e3', 'i3', 'x9', 'p1', 'c4']}
1769490271.878222,SENT,2c91da59-f36b-4fb4-a6d6-21a13eabe3f0,d9907b4c-d5eb-4ec3-885c-23cce1131f2d,c1,c2,3377,?,p1,
1769490271.8783987,CREATED,9b3dc330-e824-49c8-827c-80778cb2c2dd,86cd123e-6326-4715-8e50-d9eed30e5219,c1,c2,26,?,?,surb={'id': 'aa41df41-1b5d-4840-a8ef-7e8b935bd6db', 'route': ['p2', 'e3', 'i9', 'x3', 'p1', 'c1']}
1769490271.9312878,SENT,4e3f15f2-88bc-496b-9be4-3c8dd19b56e0,56eb100c-5e31-4881-9879-1cb42859ea3c,c1,c2,3364,?,p1,
1769490271.9314349,CREATED,d09202cd-776b-4c6d-a823-a70469b45f2a,86cd123e-6326-4715-8e50-d9eed30e5219,c1,c2,26,?,?,surb={'id': 'aa41df41-1b5d-4840-a8ef-7e8b935bd6db', 'route': ['p2', 'e3', 'i9', 'x3', 'p1', 'c1']}
1769490271.9707587,SENT,9729d76f-a174-41e1-bac4-8ffadd8925c0,791d440d-9926-46b1-b48d-b4765ca7140c,c1,c2,3388,?,p1,
1769490271.9709153,CREATED,c722592a-2e99-408f-a586-97c8827d5995,998d32dc-bce1-4698-944a-f81bba4dbc87,c1,c2,27,?,?,surb={'id': 'a894a5b4-5274-4ab2-8f1f-cec489d12d33', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c1']}
1769490272.1833222,SENT,66d53e11-a25f-455c-9a81-a3d48f26c82b,cbbb57fd-2dd1-4a47-83ea-190bf31d04ba,c1,c2,3370,?,p1,
1769490272.1833732,CREATED,a8833ddc-b2aa-4882-ad02-0c0db6849420,998d32dc-bce1-4698-944a-f81bba4dbc87,c1,c2,27,?,?,surb={'id': 'a894a5b4-5274-4ab2-8f1f-cec489d12d33', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c1']}
1769490272.4574802,RECEIVED,5d35ada8-cd67-400e-8368-d84719fd72bc,4866dd31-ec98-42bb-b470-40915071a171,c2,c1,26,p1,?,surb={'id': 'c5744ce4-5d8d-437e-9488-9b1c1594a9a1', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c2']}
1769490272.4583068,SENT,efee7430-815d-496c-b837-8b20495303a2,1631a9ee-3ef4-4083-bd20-5278aaa722b8,c1,c2,3382,?,p1,
1769490272.4585698,CREATED,76b0b1b9-1741-42bf-a9b2-3f377cd6a786,a726cdc7-cb48-430b-9d60-400097b53a92,c1,c2,27,?,?,surb={'id': '44cc756e-5f15-45a2-9dea-9d605ba35c9e', 'route': ['p2', 'e9', 'i6', 'x3', 'p1', 'c1']}
1769490272.463875,RECEIVED,12eed990-122c-4e70-9ec6-cc0c84b62131,6c40e04c-ea5c-4c48-8921-3ebf00752ad6,c4,c1,27,p1,?,surb={'id': 'fc522929-8cb4-430b-82eb-587a8408a4dc', 'route': ['p1', 'e7', 'i1', 'x9', 'p1', 'c4']}
1769490272.6038566,RECEIVED,7e05d15b-ac71-461c-b7ce-5ad200b998bc,bf93b2d3-1c9c-4964-8f38-0e573074859b,c2,c1,27,p1,?,surb={'id': 'f50acf31-ef8f-4daa-82b1-34b6d17a1ce2', 'route': ['p1', 'e1', 'i8', 'x3', 'p2', 'c2']}
1769490272.6191282,RECEIVED,966675b1-632b-4237-bc07-4cf18460b86d,abae9614-ea48-465c-b7df-d79d988163c8,c4,c1,27,p1,?,surb={'id': 'ceff8d49-2e2c-4191-861a-b20124c5494c', 'route': ['p1', 'e11', 'i11', 'x11', 'p1', 'c4']}
1769490272.8467278,RECEIVED,65f34dd7-43b7-4ded-b741-60be5a1d0abc,a012a610-90eb-4eed-9013-5b54565df261,c4,c1,27,p1,?,surb={'id': '43e7a30f-37a7-4707-bf9f-5c00b7adbfb3', 'route': ['p1', 'e6', 'i3', 'x1', 'p1', 'c4']}
1769490272.848491,SENT,c2ff85de-d036-436e-9815-cf86db1b3305,729ce251-3b93-4530-8044-170d1dbc6585,c1,c2,3388,?,p1,
1769490272.848637,CREATED,5e4973f7-3dc6-47d1-860d-f7dea57f23ba,a726cdc7-cb48-430b-9d60-400097b53a92,c1,c2,27,?,?,surb={'id': '44cc756e-5f15-45a2-9dea-9d605ba35c9e', 'route': ['p2', 'e9', 'i6', 'x3', 'p1', 'c1']}
1769490272.9151547,RECEIVED,fb8e8d07-5f59-4a49-bbbd-a27e545ad62d,4866dd31-ec98-42bb-b470-40915071a171,c2,c1,26,p1,?,surb={'id': 'c5744ce4-5d8d-437e-9488-9b1c1594a9a1', 'route': ['p1', 'e7', 'i8', 'x11', 'p2', 'c2']}
1769490273.002429,SENT,3fd46df5-9848-4beb-9056-3247de5afcfe,7081c372-72fb-421e-9dea-1ef1f0e28f38,c1,c2,3379,?,p1,
1769490273.0025802,CREATED,7f9feda4-0bd2-4443-98ba-367abb06f92a,d721c027-2872-4c0d-be47-32a125a97094,c1,c2,27,?,?,surb={'id': 'fa72941f-e42a-438b-81cb-17642d8b1c83', 'route': ['p2', 'e2', 'i3', 'x12', 'p1', 'c1']}
1769490273.0679348,RECEIVED,ac459988-3bb0-4fa8-99ff-37f627bf9f9f,6c40e04c-ea5c-4c48-8921-3ebf00752ad6,c4,c1,27,p1,?,surb={'id': 'fc522929-8cb4-430b-82eb-587a8408a4dc', 'route': ['p1', 'e7', 'i1', 'x9', 'p1', 'c4']}
1769490273.3615544,SENT,b6465f0f-9823-4d7c-8642-271bc3ffce6b,faf7bdc5-aed2-4426-80d8-21dd3454419c,c1,c2,3388,?,p1,
1769490273.3616707,CREATED,5f1fff19-543d-403e-87c7-b3c958c59c4b,d721c027-2872-4c0d-be47-32a125a97094,c1,c2,27,?,?,surb={'id': 'fa72941f-e42a-438b-81cb-17642d8b1c83', 'route': ['p2', 'e2', 'i3', 'x12', 'p1', 'c1']}
1769490273.5212736,SENT,b48e1798-430b-47cc-8987-938c4ee210cb,b49bdf22-53fe-41cd-86a8-c905f42f0af5,c1,c2,3359,?,p1,
1769490273.5214572,CREATED,f04bd8b5-714c-46a9-ae83-2d8f365a8f4b,09de7c06-fa4a-4fa3-a8c2-69897562263a,c1,c2,27,?,?,surb={'id': '4046f209-3dd0-4191-b4bb-a152642d2f70', 'route': ['p2', 'e5', 'i10', 'x4', 'p1', 'c1']}
1769490273.691559,SENT,8eb7644e-87d1-41c6-bdb4-f202fe2f000c,e8688be7-bbfd-4be5-b381-fac78bf58b41,c1,c2,3395,?,p1,
1769490273.691725,CREATED,3e7d3e5d-4e36-4f7a-8d6d-942eaecd488d,09de7c06-fa4a-4fa3-a8c2-69897562263a,c1,c2,27,?,?,surb={'id': '4046f209-3dd0-4191-b4bb-a152642d2f70', 'route': ['p2', 'e5', 'i10', 'x4', 'p1', 'c1']}
1769490273.7241073,SENT,9248de32-9e53-445e-915d-cda16201a5ae,ecb8ec19-0b42-4e4b-a53d-3fdfd1f12a27,c1,c2,3366,?,p1,
1769490273.7244365,CREATED,45a0cafa-8f51-4c81-97f0-06451fb2b2fb,64ab2f67-360b-45ac-8783-e0afe8d913e0,c1,c2,27,?,?,surb={'id': '20ba6db5-632c-4bb2-877f-35fe7285bbe2', 'route': ['p2', 'e9', 'i2', 'x8', 'p1', 'c1']}
1769490274.2583094,SENT,8927eb86-41ef-464e-b341-a026f50b6116,2af732e1-9d6e-4372-b6e5-92e60ee71930,c1,c2,3400,?,p1,
1769490274.2584295,CREATED,1618ba03-80d4-411f-8b94-34a87dc3414a,64ab2f67-360b-45ac-8783-e0afe8d913e0,c1,c2,27,?,?,surb={'id': '20ba6db5-632c-4bb2-877f-35fe7285bbe2', 'route': ['p2', 'e9', 'i2', 'x8', 'p1', 'c1']}
1769490274.2725568,RECEIVED,1ac89867-bf53-4561-9995-2b3310c060e8,a012a610-90eb-4eed-9013-5b54565df261,c4,c1,27,p1,?,surb={'id': '43e7a30f-37a7-4707-bf9f-5c00b7adbfb3', 'route': ['p1', 'e6', 'i3', 'x1', 'p1', 'c4']}
1769490274.278916,RECEIVED,6bbf7a95-7cc8-45d4-9048-0f45ac07026f,f27c031b-1467-450b-a613-8bc5038781c9,c2,c1,26,p1,?,surb={'id': '0cd3193e-240e-4226-9261-e00130bd6df2', 'route': ['p1', 'e9', 'i12', 'x5', 'p2', 'c2']}
1769490274.2889454,RECEIVED,03375fab-496f-4828-b779-f436187b73bd,98063074-a914-4107-a49d-94fd50b03bf4,c2,c1,25,p1,?,surb={'id': '31830292-0df2-4beb-8902-4b0adf47dc22', 'route': ['p1', 'e4', 'i3', 'x3', 'p2', 'c2']}
1769490274.3936121,RECEIVED,ba09faab-b582-413b-9616-081ac721b51b,b47b77e2-cb4b-4f3a-99a9-4288a94349ff,c2,c1,27,p1,?,surb={'id': 'da1c945b-1eaf-47f2-9da5-dd56cc0b10f6', 'route': ['p1', 'e7', 'i4', 'x6', 'p2', 'c2']}
1769490274.3980448,RECEIVED,cb7fb4d4-5713-429a-baa8-3b12b55e5e79,98063074-a914-4107-a49d-94fd50b03bf4,c2,c1,25,p1,?,surb={'id': '31830292-0df2-4beb-8902-4b0adf47dc22', 'route': ['p1', 'e4', 'i3', 'x3', 'p2', 'c2']}
