timestamp,event_type,packet_id,src,dst,size,flags
1765548379.0477731,RECEIVED,809fba5d-174c-41be-9550-752405f63e97,?,?,44,type=ACK;ack_id=61db30df-7140-4966-b6cd-fa1056a2ecad
1765548379.0882251,SENT,809fba5d-174c-41be-9550-752405f63e97,?,?,44,type=ACK;ack_id=61db30df-7140-4966-b6cd-fa1056a2ecad
