timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769451281.6944613,SENT,faac57fd-8acc-444b-8eaf-b51b9235b76c,ffcf8fa3-62d7-4117-b9d0-8bab6deae147,c4,c2,3361,?,p1,
1769451281.6946223,CREATED,789cb5ce-08e3-4a15-9e25-52596cbd061f,3cfa8dc1-f1a3-4033-828a-ad30b3c504b7,c4,c2,26,?,?,surb={'id': '13ee15d4-0e15-45b6-9ce8-ce8b82c2c48e', 'route': ['p2', 'e4', 'i4', 'x4', 'p1', 'c4']}
1769451281.8274858,SENT,87f56c58-db8f-4fa0-95cf-013e59495d90,1f18a4ab-8256-4828-9b65-70570397f753,c4,c2,3369,?,p1,
1769451281.8276172,CREATED,1e7e211c-7337-4747-b51a-f0d30f6007d0,0a734b19-0107-497d-9a97-0838a9d4ef3b,c4,c2,27,?,?,surb={'id': '4b8f82b5-c46f-4af8-a58d-3ae48e8d9703', 'route': ['p2', 'e8', 'i1', 'x9', 'p1', 'c4']}
1769451282.2085469,SENT,863765d4-bcd3-47e5-b6a4-f0436c883722,549aa98e-d65e-4309-aad8-569153a209f9,c4,c2,3392,?,p1,
1769451282.208696,CREATED,67fa6b54-60d6-43bc-a7c1-387bb36f38ee,e7e98473-64bb-4b99-837e-108a1a077847,c4,c2,25,?,?,surb={'id': '96062bbe-3a43-47e9-b52c-4671fc48ef4c', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c4']}
1769451282.354171,SENT,89a17271-4ddc-49fb-b3e1-94ca58563bb6,a20487d8-9351-499e-97b6-a9029e42f58f,c4,c2,3375,?,p1,
1769451282.3543186,CREATED,2e060efa-48a5-4ddf-a0bd-eb21124cd9a6,1b1ad725-6011-4749-b8cc-44a98bb15a49,c4,c2,27,?,?,surb={'id': '0b02cb20-b898-47e3-93c0-7ca414558b43', 'route': ['p2', 'e3', 'i2', 'x3', 'p1', 'c4']}
1769451282.5291624,SENT,cd630639-15fd-4e8d-bb0b-a2d2ff5b5a71,3bcb9334-4e66-4aae-95c4-48fcdcfe5f82,c4,DROP,2015,?,p1,
1769451282.5292966,CREATED,d3e8e470-b5c5-4d00-b157-5bd6c6b86574,9d66a638-a58c-4f01-bb10-8bf3aa4e07c8,c4,DROP,26,?,?,
1769451283.0214841,SENT,7026f6b3-352e-4aaf-8fc6-e6c79e842ef6,01922069-d44f-4eaa-a9e6-82bd7f61dcc3,c4,DROP,2020,?,p1,
1769451283.0216243,CREATED,1b5d23ee-033b-4748-a5f5-942e7c444ed6,8ff3845a-2226-43bc-8f0b-73be1f2471a4,c4,DROP,27,?,?,
1769451283.301491,SENT,e45e3fc0-27c8-49e4-b965-c12db7bacbf1,2252ad48-6298-47be-abe5-79a52adea1c6,c4,DROP,2014,?,p1,
1769451283.3016224,CREATED,75649f5c-7f93-4042-a01d-e073e9c572a3,7701c286-2987-4645-986d-2b4d12cfa8a7,c4,DROP,27,?,?,
1769451283.3656394,SENT,f167a7e6-83b6-4251-adba-04c711b4adbb,b651dfc9-270b-46b1-9f65-ada992fb18ed,c4,DROP,2028,?,p1,
1769451283.3657718,CREATED,8282e1cd-c5c4-44fc-ba96-aafe8cf74870,95218e01-873d-472e-9776-0da8a20f7aa5,c4,DROP,27,?,?,
1769451283.602471,SENT,a57bf653-6830-4864-ae2e-0d09c6241212,a52b99ec-cadf-4c74-b62a-cfe1b572b7c0,c4,DROP,2028,?,p1,
1769451283.6025996,CREATED,0b4f18d2-743c-4ce8-8d54-5c0b0accabf2,a1c0bb6a-2eb5-4bd3-abd6-88ead80b4f31,c4,DROP,27,?,?,
1769451283.6316636,RECEIVED,b154814d-242f-4c7f-914e-93518b677864,edd25162-23e2-49b7-b620-01474fee974e,c1,c4,27,p1,?,surb={'id': 'fd615f11-8503-46b0-97f4-af9fe5c1acf0', 'route': ['p1', 'e5', 'i4', 'x12', 'p1', 'c1']}
1769451283.7479808,SENT,2b3b50e6-37ed-4de7-bc07-dae4989c62ea,ff347885-c072-47a0-a0fa-d8287e78897d,c4,DROP,2023,?,p1,
1769451283.7481549,CREATED,a7288bd5-0b67-4677-8462-62b6e862c84d,a6035ef8-bef6-4450-8d47-ba212bd6ea74,c4,DROP,27,?,?,
1769451284.2007492,RECEIVED,e79d6a15-0da4-4e57-b994-01f6afd66efe,bd088ece-810b-460a-b228-30ec4f71d1d5,c1,c4,26,p1,?,surb={'id': '8fca6501-2d55-497b-8e20-ea3f07d7cc42', 'route': ['p1', 'e8', 'i3', 'x1', 'p1', 'c1']}
1769451284.562192,SENT,24651c60-e142-4072-96ca-2acfa51a78fd,3ef8de7e-1a5d-4e3f-93d1-d7e3dfac6dec,c4,c2,3388,?,p1,
1769451284.5623398,CREATED,f62293ef-f2a8-41f0-90d9-a50709fa2027,722f807f-d3d2-4e6f-a02f-25b74d3805d1,c4,c2,27,?,?,surb={'id': 'd8738df2-39c8-46e4-a6be-39b1bf42241f', 'route': ['p2', 'e12', 'i7', 'x5', 'p1', 'c4']}
1769451284.6223497,RECEIVED,8ca53558-1ae7-485b-88a0-5c15e4d17194,896b4808-9df4-4675-a210-cff3e9079b43,c1,c4,26,p1,?,surb={'id': 'f2bcf124-6851-4f62-8c9c-ab618e79cefb', 'route': ['p1', 'e3', 'i6', 'x2', 'p1', 'c1']}
1769451285.0305476,RECEIVED,f5f32318-bf6f-4c46-b7cf-ffbc279df131,d7efb48e-5275-4177-83a1-24da192f9e47,c1,c4,27,p1,?,surb={'id': '782c6a97-0b5e-4448-9f9e-35e064fab1bb', 'route': ['p1', 'e5', 'i1', 'x2', 'p1', 'c1']}
1769451285.288035,SENT,56a9e86b-c363-47bb-8e24-645c20b33363,ccd0af42-8b6b-4a94-aa6a-0f80277b1c36,c4,c2,3359,?,p1,
1769451285.2882745,CREATED,b6a3c176-0ade-4724-b508-e1d4d25ca32c,3d6bdcec-f03e-478c-b1f5-70b6009e7856,c4,c2,27,?,?,surb={'id': 'cb3f79a8-5395-4388-a77e-3d6f0adeb13b', 'route': ['p2', 'e5', 'i5', 'x12', 'p1', 'c4']}
1769451285.4601347,RECEIVED,a314f5e2-f415-4ed1-bce0-2b9acd252705,ba193045-53eb-4c0f-91e1-5187c470e1ef,c2,c4,27,p1,?,surb={'id': '69d238e3-ce23-4c89-be1f-fb3bce58ab20', 'route': ['p1', 'e2', 'i9', 'x3', 'p2', 'c2']}
1769451285.5526915,RECEIVED,27e559d6-5242-4905-8573-7d33390470ea,5efd2b4e-9bf0-4d8f-8926-709dcde9cd5c,c2,c4,27,p1,?,surb={'id': 'c39507d5-2c15-49e1-be58-182b95f69d65', 'route': ['p1', 'e10', 'i4', 'x2', 'p2', 'c2']}
1769451285.8355155,SENT,add457d3-8177-4b6b-9814-9970b957b306,c7e645ec-f51a-4b90-bb57-985f3c009579,c4,c2,3379,?,p1,
1769451285.8356647,CREATED,336b621e-40d6-4d5e-af43-ec66f19c5fd3,94d9077e-2b76-4539-8072-2a36a6029f9c,c4,c2,26,?,?,surb={'id': '81a94a66-8306-48a8-b618-bf772e3072c9', 'route': ['p2', 'e12', 'i8', 'x4', 'p1', 'c4']}
1769451285.9021065,RECEIVED,01a911f5-9512-48f9-95da-ec121f2a0489,64b1800a-4045-4cd5-8317-f792a6d5604d,c1,c4,27,p1,?,surb={'id': '3a2404b7-51cb-4fa3-bd20-13ff54226f33', 'route': ['p1', 'e12', 'i7', 'x5', 'p1', 'c1']}
1769451286.0535257,RECEIVED,48a7c55f-7a54-4c24-82e0-5a5f49f91aae,219d9a7f-258b-43a1-8a57-7eee2dafdd48,c2,c4,27,p1,?,surb={'id': '0f770f08-417f-4050-adbe-9dbd4333d5bd', 'route': ['p1', 'e9', 'i4', 'x9', 'p2', 'c2']}
1769451286.3303702,SENT,6827a2fa-ffc7-4144-ab3c-d49f30cc978a,95ea53af-53d1-4bbf-b990-2f1fca8f50ac,c4,c2,3396,?,p1,
1769451286.3306625,CREATED,ddb0ee47-3a34-4376-b113-c234b64cdbf0,5d35bd9f-1216-49e9-a5ea-f43ab5e1c720,c4,c2,27,?,?,surb={'id': '4eeb5cba-786a-4559-b131-16c4f6b4ed44', 'route': ['p2', 'e4', 'i7', 'x9', 'p1', 'c4']}
1769451286.481798,RECEIVED,0d4506e5-abc8-4f14-8793-e676bace8b7a,c6e5f66b-a7e1-4722-94ef-bcf9311ac6d7,c2,c4,27,p1,?,surb={'id': 'cb7f6014-bb5c-4a06-864b-d8ecbf661660', 'route': ['p1', 'e4', 'i10', 'x8', 'p2', 'c2']}
1769451286.680609,SENT,4e22a82e-1204-4b08-8a17-79987a533f91,dc50aa1f-36d7-4efc-8a3a-34105082df99,c4,c2,3392,?,p1,
1769451286.6807616,CREATED,fae72b90-ca85-4832-bc06-f419e9fe1230,a9776eb8-60f8-42cb-ab9f-b218f8cd6fba,c4,c2,27,?,?,surb={'id': 'ef1a2806-a6bb-4bec-b86e-167f1871cd5a', 'route': ['p2', 'e9', 'i4', 'x11', 'p1', 'c4']}
1769451286.8741636,RECEIVED,820f8e4b-b379-43ff-884b-fd0f5e89c79e,9975fdec-ba8b-42da-bbf0-b68da080446d,c1,c4,26,p1,?,surb={'id': '27b61e9e-4d5f-488d-801d-16d34dfaa30d', 'route': ['p1', 'e6', 'i1', 'x5', 'p1', 'c1']}
1769451286.8941205,SENT,a4248e03-eeea-4f99-89ae-0e87444eb691,7b720812-db25-4ef6-99f7-c8b26f2b3b68,c4,c2,3376,?,p1,
1769451286.8942866,CREATED,ab45bc96-fba0-46b9-9f5c-3be185c4392e,93477312-da5d-4602-a580-216d9c2c5724,c4,c2,27,?,?,surb={'id': 'bc4a5d05-b026-4491-868b-b1be621b3167', 'route': ['p2', 'e9', 'i8', 'x1', 'p1', 'c4']}
1769451286.9241183,RECEIVED,a62718ec-d7da-4a03-a858-fa3d5769339c,254c2d17-801f-4d5d-b275-1df7a2aec191,c2,c4,27,p1,?,surb={'id': '263b67f7-24a2-4174-88ce-0099bd9bda12', 'route': ['p1', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769451286.96026,RECEIVED,7c5af1ac-7f71-45b9-bcda-c81870a790aa,b11e446b-f10e-462f-8464-9a41cd56a8d1,c1,c4,27,p1,?,surb={'id': 'd10931bc-f65b-43f3-986d-8d76f2c3df5a', 'route': ['p1', 'e2', 'i2', 'x11', 'p1', 'c1']}
1769451287.111263,RECEIVED,2b5f6e56-9467-4e30-92e9-ca1faf0359a2,8521e675-d8ed-41d1-83a7-29386e179149,c2,c4,27,p1,?,surb={'id': 'b75b285a-6f66-4647-b4c0-89811a9de8ee', 'route': ['p1', 'e3', 'i11', 'x12', 'p2', 'c2']}
1769451287.1904707,RECEIVED,d7322fd9-a463-47e1-af7b-9670f64b7eb7,93c9b283-d998-41f9-bbe2-99fc3f5bcaba,c1,c4,27,p1,?,surb={'id': '491f4f0f-9549-41ac-ad3a-79eeb0231fcc', 'route': ['p1', 'e12', 'i10', 'x11', 'p1', 'c1']}
1769451287.5350697,SENT,ce919cf9-ab77-4b19-a069-7e87966d0817,ece0d148-97df-4ff9-8a22-311f5f5e1c47,c4,c2,3371,?,p1,
1769451287.5352325,CREATED,5e5d9132-5ab7-4226-8505-308725e23dba,361c5d71-cfbc-47b5-b0d8-c037b252284a,c4,c2,27,?,?,surb={'id': '21e2c2b1-45e5-4124-a011-b8b6f80b8f46', 'route': ['p2', 'e1', 'i9', 'x2', 'p1', 'c4']}
1769451287.552468,SENT,ebea8e76-9dbe-4d5f-89a2-54cb694c0c0e,0ea016a0-9820-4c7b-b6d8-8041a2926b1f,c4,c2,3381,?,p1,
1769451287.5528011,CREATED,c530ab18-9007-4f32-a33c-3be94c1ea1a0,09591374-fdf7-448d-91f0-1b7acb470e69,c4,c2,27,?,?,surb={'id': '88eafd64-db8f-403e-935a-401436b928b3', 'route': ['p2', 'e2', 'i9', 'x5', 'p1', 'c4']}
1769451287.6237428,RECEIVED,5d037519-3c8a-41da-b7ed-79d5faccae53,e788f702-58f7-4dc1-88dd-4ffa0d9e1893,c1,c4,25,p1,?,surb={'id': '82a859f2-c1f4-43fc-b44f-796d17f4fd13', 'route': ['p1', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769451287.7535856,SENT,7dd1ca68-bcdd-42a7-bde8-7f3c0669ffcd,1db81171-bf1b-4204-b33e-df98050487f4,c4,c2,3379,?,p1,
1769451287.7537992,CREATED,81461e6f-5a43-4a93-bffe-1b5ac3871269,4b36515b-e71c-49e9-8d2d-d6e3cd45172c,c4,c2,27,?,?,surb={'id': '83d277dc-6f40-40f5-a67e-515ab0d76421', 'route': ['p2', 'e3', 'i3', 'x11', 'p1', 'c4']}
1769451287.9868329,RECEIVED,dc0e50cf-24a9-48cd-9fc3-36ac478507c1,2c425613-597d-4647-b8b3-5dbe9ff21bbf,c1,c4,27,p1,?,surb={'id': 'e419f2c8-6dfe-4980-81f6-5c2bc688bedd', 'route': ['p1', 'e5', 'i7', 'x7', 'p1', 'c1']}
1769451288.0149305,SENT,8e1e74fb-16e0-4ce3-988a-9c6c400ed429,82735f77-7704-443e-ae0c-c35438d6b0b5,c4,c2,3387,?,p1,
1769451288.015178,CREATED,83993a3a-5719-4816-9892-879b4f388d94,081a6784-6cfa-4b19-a19b-c7b5fc0ec859,c4,c2,27,?,?,surb={'id': 'c44d50a8-1cba-4ba0-8d7a-009a37029585', 'route': ['p2', 'e8', 'i1', 'x1', 'p1', 'c4']}
1769451288.2897334,RECEIVED,ad8419d2-e383-42e6-8ac0-50051199f16c,dbc74473-6321-4411-bab0-c6d9878abc79,c1,c4,27,p1,?,surb={'id': '95aa9f3c-95b6-4b2c-ba0d-49a67844cde9', 'route': ['p1', 'e8', 'i1', 'x4', 'p1', 'c1']}
