timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769461151.592077,SENT,a4bf7e7b-075c-450c-9383-caacbb73d9af,acea607b-61f8-4109-8803-f2cbf09a585e,c5,DROP,2028,?,p2,
1769461151.5922186,CREATED,de075150-fd95-4cd7-b0e1-cd991e0f6d87,9ed4f39b-9628-4223-af8e-ed652bb23350,c5,DROP,27,?,?,
1769461151.7770355,SENT,c9cc46b6-bce7-409d-89a0-0febdc488da6,b59de61e-bd58-41dc-ba0a-3d9baa8fe172,c5,DROP,2017,?,p2,
1769461151.7772083,CREATED,aeade158-b848-4314-a804-956c6f1bbbc6,0c4ea39f-7ba7-4793-a0aa-2e128e64ea23,c5,DROP,26,?,?,
1769461152.130702,SENT,47ac755a-5868-4151-a818-f16fe4839223,2dd02f95-fdd4-4bae-a618-94bd963a6cc3,c5,c4,3364,?,p2,
1769461152.130851,CREATED,cdad6b65-6dbc-4e53-9e23-29001417622f,254f2d1d-7080-4070-ac3f-dab9b7c2d14e,c5,c4,27,?,?,surb={'id': '65d24e7e-5e6c-4e40-a825-4bc84f6f0ddd', 'route': ['p1', 'e1', 'i9', 'x12', 'p2', 'c5']}
1769461152.460404,RECEIVED,ddfa3819-3314-4fa9-8bc8-92e0e4fb80a2,a5606249-a5cd-4fb2-9c54-fb9de07cf5e4,c1,c5,26,p2,?,surb={'id': 'c8723aca-e16d-4a8d-8da2-5deec0e66d7a', 'route': ['p2', 'e6', 'i4', 'x5', 'p1', 'c1']}
1769461152.5905957,SENT,5c051c17-a904-480a-b7fa-db3ba1037fb5,fbecc361-d5ee-4399-8feb-ea3999e5cdec,c5,c4,3383,?,p2,
1769461152.5907474,CREATED,ac27a616-8dfd-4f00-9e04-9eb7cbff687a,8f063fd4-6c3c-46f3-a5b3-31ef3fcf1fe8,c5,c4,27,?,?,surb={'id': '11e928fd-99b0-453e-afeb-7682fa6c1b35', 'route': ['p1', 'e4', 'i2', 'x8', 'p2', 'c5']}
1769461152.5938091,RECEIVED,dd54644e-697e-482b-be68-e9447c724cb1,9bd70c67-7dba-464f-af6f-31c7faa6cab7,c4,c5,27,p2,?,surb={'id': 'a9767942-e7c4-4ddb-bf83-f95975aa45ed', 'route': ['p2', 'e4', 'i5', 'x5', 'p1', 'c4']}
1769461153.0986133,RECEIVED,c1e909ef-e1bc-4bdf-bd3d-fc3388663d2e,1d391ab0-1aef-43e1-a814-815168280da6,c2,c5,27,p2,?,surb={'id': '2b8a8393-620e-4426-a4a4-411a0f04e88b', 'route': ['p2', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769461153.156106,SENT,2554a8de-ab39-49d9-89e0-a1ebb37b7dcf,aa2382f7-4e97-45c1-b860-ee093f894aed,c5,c4,3377,?,p2,
1769461153.1563005,CREATED,b455da13-15a0-425e-963f-9346b2fc03c5,b676ff69-02f9-4c3e-a17a-9b4d9da6efa8,c5,c4,27,?,?,surb={'id': 'e2f09725-46c8-45e1-ad30-c7fdb0ec0e37', 'route': ['p1', 'e2', 'i4', 'x5', 'p2', 'c5']}
1769461153.2227812,SENT,59287b50-2e78-4234-a92a-0d06ee245b07,47f02fe4-dca4-4d6e-9c0e-889e156b0775,c5,c4,3380,?,p2,
1769461153.2230916,CREATED,092abc57-6c16-43ee-a92e-b928a73ecc55,c5eb6ac7-15e4-41bf-ad66-b3792ebbc15b,c5,c4,27,?,?,surb={'id': 'e5ff3809-925b-44ea-8e9c-ec0a52c927e1', 'route': ['p1', 'e9', 'i8', 'x1', 'p2', 'c5']}
1769461153.2976642,RECEIVED,15273142-4c3f-429f-9fed-06c9ff58f81e,1ffb2331-9cd4-48bb-8cab-aaa8d9fdf408,c2,c5,27,p2,?,surb={'id': '7eb50b44-9011-4bbf-9433-e2e433d2ba2f', 'route': ['p2', 'e10', 'i3', 'x6', 'p2', 'c2']}
