timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769461160.7086961,RECEIVED,0d79bc85-2400-498f-9c3b-89d3f32bf1f7,ad6043f3-8657-4bf7-9fa3-54f343d8dac1,c3,c4,27,p1,?,surb={'id': '35cbaa77-76a4-4b40-b49c-57f593a95757', 'route': ['p1', 'e7', 'i7', 'x10', 'p3', 'c3']}
1769461160.7358544,SENT,e6c4911c-3778-4c41-a3ac-0048a6cbe2d7,1adf4d92-2b14-4e40-a10f-35bf8c124fab,c4,c5,3359,?,p1,
1769461160.736001,CREATED,7ec6a282-f77f-4357-af75-6ac1605e6ea1,8043d700-b9f5-4731-8ac4-24c318c230e2,c4,c5,26,?,?,surb={'id': '86bcdf60-ff8c-4939-8c2b-2d658606e6a8', 'route': ['p2', 'e5', 'i6', 'x2', 'p1', 'c4']}
1769461160.7940416,SENT,a173b9cc-ed48-49c4-b90a-e555b9b59885,1bee9b33-7638-46d6-b81b-f96c6f4ab797,c4,c5,3399,?,p1,
1769461160.794135,CREATED,67e78f07-d21f-4354-9208-3a6cf1eaa469,76ae618d-5b38-48c1-8ddd-db9f7a91f151,c4,c5,27,?,?,surb={'id': '13e7953b-ad6a-4cd9-8d06-055f892a428f', 'route': ['p2', 'e11', 'i12', 'x3', 'p1', 'c4']}
1769461160.830894,RECEIVED,a84fcf94-aec6-405a-a7c8-c2083dbe1e9f,aec1cff2-7e73-4b53-9c20-e31ae749835c,c3,c4,27,p1,?,surb={'id': '00bbd2e7-21af-464b-86e4-f34b7167d8c4', 'route': ['p1', 'e10', 'i8', 'x4', 'p3', 'c3']}
1769461160.9717543,RECEIVED,0be4e40c-cc09-436a-8722-d651fba326f0,b80bbc57-724e-4bfc-9906-54ff66f14bb1,c5,c4,27,p1,?,surb={'id': 'bfdab433-c897-4742-b576-59f7c7aa0864', 'route': ['p1', 'e11', 'i7', 'x4', 'p2', 'c5']}
1769461160.991005,RECEIVED,8c9dd13c-3641-4757-9970-42da1fddc7bb,26358923-0386-4ba7-bba1-b2e66cdeda82,c3,c4,27,p1,?,surb={'id': '58007e4f-ae42-4d2a-a156-13178c28d3dd', 'route': ['p1', 'e6', 'i7', 'x3', 'p3', 'c3']}
1769461161.1329322,SENT,8301e3a5-b23a-4e92-9343-c71c8b230a3b,7f4838cf-2dd9-4a86-b22c-f42a171c6daf,c4,c5,3387,?,p1,
1769461161.1331124,CREATED,f5556694-234b-47a3-bafc-26a0a0441915,b6e45530-e901-40fc-a3c6-336daf8cd904,c4,c5,27,?,?,surb={'id': '6d37ce9a-47d8-4c9a-a3b1-45e0016d5a99', 'route': ['p2', 'e11', 'i6', 'x5', 'p1', 'c4']}
1769461161.482036,RECEIVED,6d1c7597-24f5-43e5-b1a4-4705c7bfed96,52881d73-fe22-41a5-9b3e-428c51fd9495,c5,c4,27,p1,?,surb={'id': '14fa0b94-18c2-4fc6-9b13-aff54543c016', 'route': ['p1', 'e1', 'i3', 'x11', 'p2', 'c5']}
1769461161.8711317,RECEIVED,4c150c44-7851-4148-9a92-f88f67fa7671,8a034ea7-b110-4fdd-b173-5d01d14e7572,c5,c4,27,p1,?,surb={'id': 'd5c260ba-f6bc-4f6a-b5ce-cf9fcb2789de', 'route': ['p1', 'e5', 'i9', 'x11', 'p2', 'c5']}
