timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490760.5282373,SENT,e56257c7-ee73-4949-a4cd-4d6f532f1048,5a7d74c7-fafc-4c15-b62b-14276e397e89,c4,DROP,2018,?,p1,
1769490760.5283802,CREATED,1a11a5a9-6556-4c8b-8e5e-f1b765912cb8,95361c74-6a34-4b8b-9290-7a66feb44625,c4,DROP,26,?,?,
1769490761.4490328,SENT,ba32e497-f6d4-4df6-85fd-6af2e6f8b31d,e4124771-6aa7-40d9-934a-df86942382d9,c4,c2,3391,?,p1,
1769490761.4492273,CREATED,557820f1-bb7b-446b-a27c-52a2aaf2c95f,9dbd7bdf-0877-4d99-9e12-08376878fe20,c4,c2,27,?,?,surb={'id': 'e4cf8fb5-4796-41e2-9717-51d61483f5f1', 'route': ['p2', 'e8', 'i11', 'x6', 'p1', 'c4']}
1769491234.0434513,RECEIVED,60dc080b-14db-4a8b-a07a-017ed41bdcae,415945aa-e5ed-46b2-9356-cb083f0a7e61,c2,c4,27,p1,?,surb={'id': 'b0b597c7-9f0b-4062-8399-59651ca482d8', 'route': ['p1', 'e4', 'i3', 'x3', 'p2', 'c2']}
1769491234.058882,RECEIVED,e38d7e46-410c-4a9b-9a70-6993d36df216,3abff8a0-b423-4dd9-a1f7-5b6c76994585,c2,c4,27,p1,?,surb={'id': '7259ab25-bad2-4bb1-add2-f8790b398c8d', 'route': ['p1', 'e10', 'i3', 'x2', 'p2', 'c2']}
1769491234.4463558,RECEIVED,d5046b30-2236-48d5-8c21-362666e5e0cd,be6c7264-91f7-4d60-a8e7-141dd2d7a333,c1,c4,27,p1,?,surb={'id': '7661ddd0-8833-423c-b563-1f9bebdad1e0', 'route': ['p1', 'e7', 'i2', 'x12', 'p1', 'c1']}
1769491234.4618828,RECEIVED,f718b91f-bd90-48ba-825f-47f52aefb9e1,95c842bf-a784-4da9-95dd-30dc7ecae9f2,c1,c4,27,p1,?,surb={'id': '6eb9b9a9-5cf8-47eb-b88f-15e6114bc871', 'route': ['p1', 'e6', 'i10', 'x10', 'p1', 'c1']}
1769491234.6455784,SENT,802a9a49-ffc2-4cc9-a97d-9f7e9494eb7a,0331be09-30ac-47f5-a726-5214756a106b,c4,c2,3384,?,p1,
1769491234.6456573,CREATED,7c2abc8d-9cbf-454e-84fe-0498af004c7d,d95d2453-04b7-4064-9ba8-c19df7bffd68,c4,c2,27,?,?,surb={'id': '19cd2ead-5e71-4f9a-a7b0-bc8dc99357d1', 'route': ['p2', 'e7', 'i1', 'x12', 'p1', 'c4']}
1769491235.0764942,SENT,df1974d4-ce16-4bd7-ab66-4ecfcabcf7ac,feee6bae-604e-43b8-8d6f-1c1ab8a49fab,c4,c2,3376,?,p1,
1769491235.0765462,CREATED,db070b9a-7c6d-444c-b5a8-a1cd879de966,c09b47f3-0f0d-4217-80cc-914b351374a8,c4,c2,27,?,?,surb={'id': '6acce8c5-572d-45b9-8ef9-60ad033b87c5', 'route': ['p2', 'e7', 'i11', 'x11', 'p1', 'c4']}
1769491235.0817137,SENT,11036a0c-5ecd-4b91-8330-222a603173d3,7d0923cf-48ac-4808-bb72-8e44da2e7a6d,c4,c2,3379,?,p1,
1769491235.0817628,CREATED,535c3ac3-dfef-49e4-a31e-1ab232838be6,2e036af4-a07d-4192-ba5f-1b5962ff9b0e,c4,c2,27,?,?,surb={'id': '48e9bbc0-0a04-49c9-845d-f71b43dff7f9', 'route': ['p2', 'e5', 'i6', 'x4', 'p1', 'c4']}
1769491235.1119761,RECEIVED,6430d44b-2e8b-4282-8fc0-7ac34babd29a,a83a95a2-2f3e-4b44-925f-45c1aa523046,c1,c4,26,p1,?,surb={'id': '177181c4-09b9-4601-8fd4-64b7987b7aaf', 'route': ['p1', 'e7', 'i6', 'x11', 'p1', 'c1']}
1769491235.1147761,SENT,6a1493c4-60a8-43c6-bd6a-ecfa2625428c,a882bb18-571f-4fd2-ba4f-340d413d8208,c4,c2,3383,?,p1,
1769491235.1148264,CREATED,17571f16-923b-4757-a88d-68306781d9d2,ebfe5cf4-d6c4-4718-8e29-d2316d570318,c4,c2,27,?,?,surb={'id': 'a53ceb13-9212-45e0-b47c-eea39474af84', 'route': ['p2', 'e2', 'i3', 'x1', 'p1', 'c4']}
1769491235.4207964,SENT,b74a551b-2dd4-4ade-a6f9-0ee75eaefbad,5cb2cbb0-6fd3-4b90-a48a-8b0ea02b1e8c,c4,c2,3398,?,p1,
1769491235.4209485,CREATED,3542a2ba-71af-456c-ba42-ca269fa33846,008b5aa4-7c05-4bb1-9e55-59af8db40848,c4,c2,27,?,?,surb={'id': 'cd3a2997-671b-4d8d-a521-746f706e2e0f', 'route': ['p2', 'e10', 'i2', 'x2', 'p1', 'c4']}
1769491235.4222028,RECEIVED,d73d1f9e-ff8a-410e-9c51-2f78debe0eac,2f11d806-c21d-4005-b4d7-e07ed915918c,c1,c4,26,p1,?,surb={'id': '66d23837-6583-43ce-bd80-9fa2b2d32bf7', 'route': ['p1', 'e12', 'i10', 'x6', 'p1', 'c1']}
1769491235.5024166,RECEIVED,f003871b-3357-4ca9-947c-0037355cd4a8,6928e828-d4f7-4336-af8d-5b625680b60e,c1,c4,27,p1,?,surb={'id': '6a46d5e9-4d94-4256-b214-29f62fb26814', 'route': ['p1', 'e6', 'i7', 'x8', 'p1', 'c1']}
1769491235.932744,SENT,e28e2ee1-20c2-4ad4-995e-de414593dc38,905c22d8-0320-436f-bc73-c3d394a8ec51,c4,c2,3379,?,p1,
1769491235.932852,CREATED,ae00b2e1-209d-4c76-89a1-d2771508c35e,975ff19b-f448-48fe-89b6-9b4026d03984,c4,c2,27,?,?,surb={'id': '1a9e8a50-4b30-4384-8ad7-26fe9caadd0f', 'route': ['p2', 'e12', 'i9', 'x3', 'p1', 'c4']}
1769491236.3806846,SENT,9e682714-0e10-482a-957b-e5a379697844,6baf4212-5cf5-424b-8a06-8a49e0dcb70e,c4,c2,3376,?,p1,
1769491236.380834,CREATED,aa1e17cc-a588-409d-9979-90fe70dcea96,8d394aa3-e4db-4905-af18-3bd5f26cfa2f,c4,c2,27,?,?,surb={'id': '2542b921-57a6-4797-8950-e0687de89bdc', 'route': ['p2', 'e1', 'i9', 'x1', 'p1', 'c4']}
1769491236.392211,RECEIVED,937a704b-8d91-4318-81d9-57d83c472d7a,04c8dd52-baf2-4acc-8ef6-d3ee48aebfb8,c2,c4,27,p1,?,surb={'id': 'c9b86306-17ee-4988-92cb-195bc8b548e0', 'route': ['p1', 'e10', 'i10', 'x5', 'p2', 'c2']}
1769491236.3979018,SENT,f8d88c01-1461-4db2-a61f-d662cca69236,ad420f5a-e2e6-4605-b5c2-57e7cd8540af,c4,c2,3362,?,p1,
1769491236.3980849,CREATED,8b22223c-8ab2-4c44-a626-c2e07ab19a3d,c48e8fce-105d-4e64-964f-2f340a034e4c,c4,c2,27,?,?,surb={'id': '7a9ce767-d780-40a1-8c60-8ee6ae59eaa2', 'route': ['p2', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769491236.4097736,RECEIVED,7c2522d6-230f-4334-b775-c1d20760197f,1e08c6a2-7eee-4c1a-8978-6cd9af26a59a,c2,c4,27,p1,?,surb={'id': '392e21f5-718b-4db4-a157-bed691249db9', 'route': ['p1', 'e3', 'i1', 'x12', 'p2', 'c2']}
1769491236.5263896,RECEIVED,2ae2026b-2af8-4b6c-a92d-163280d3f6cb,d76e0094-e005-44b4-bdd9-39af2b88b627,c1,c4,27,p1,?,surb={'id': 'c639eb97-24d3-4067-bc77-183c26736b8e', 'route': ['p1', 'e11', 'i9', 'x4', 'p1', 'c1']}
1769491236.6087554,SENT,283a3f6e-573e-4bbe-a100-09ac3e09d04d,cf1e685c-81ff-4334-b6ee-89a0abddee8f,c4,c2,3396,?,p1,
1769491236.6089041,CREATED,9ddbb92e-c216-467e-8a47-5046acd41dd4,38e5d313-8275-4708-848e-354b81c649d4,c4,c2,27,?,?,surb={'id': 'c13e5749-2196-4512-ae81-ae050735717b', 'route': ['p2', 'e9', 'i11', 'x7', 'p1', 'c4']}
1769491236.7916112,RECEIVED,d7e3f1cb-735a-45ac-9922-a95cf83c3e4c,5a1d4bc6-58db-46e3-ab85-edaf868bfb7d,c1,c4,24,p1,?,surb={'id': 'ff884014-7de5-4f6f-8755-a3ce5b045198', 'route': ['p1', 'e6', 'i10', 'x6', 'p1', 'c1']}
1769491236.8008385,RECEIVED,c034bdfb-896e-4698-98c6-acb8ecc510f2,41bddd3b-14f1-48fe-969a-7721b2cfe818,c2,c4,27,p1,?,surb={'id': '7381d6d2-073b-4a84-a2ad-573641d5020e', 'route': ['p1', 'e4', 'i12', 'x5', 'p2', 'c2']}
1769491236.9038815,RECEIVED,2a3b0234-6113-47c7-ac96-8b99cbc1c7f1,a2765901-a0c3-4a1d-b20c-360731811102,c2,c4,27,p1,?,surb={'id': 'd9a2c954-6ead-4802-ba1d-6d4d4031074f', 'route': ['p1', 'e1', 'i11', 'x9', 'p2', 'c2']}
1769491236.9054346,RECEIVED,f35db8a1-1d4d-4cd4-bd59-514c0416ff3a,e9c197e7-c37c-42d2-9b65-9eca1bd53bca,c1,c4,27,p1,?,surb={'id': '8b45a25a-3ee6-4c2b-a66e-abd739ad9e77', 'route': ['p1', 'e12', 'i12', 'x11', 'p1', 'c1']}
1769491237.5944054,RECEIVED,6541545b-e4ec-4744-b972-9cef41bdca6c,17132117-1bce-4de3-97c2-a86ac423e052,c2,c4,26,p1,?,surb={'id': 'a6f7c5c9-1572-4117-8966-97bc182f5882', 'route': ['p1', 'e3', 'i11', 'x4', 'p2', 'c2']}
1769491237.817693,RECEIVED,8f898f0c-be0f-42dc-98f4-a21a6abd2e64,56fdefd7-9841-4995-a98c-7092f53c453f,c2,c4,27,p1,?,surb={'id': '44bfff22-144c-40c3-ae15-a144e9c4f9f0', 'route': ['p1', 'e12', 'i12', 'x3', 'p2', 'c2']}
1769491237.953821,RECEIVED,913243ac-2214-4484-b569-48bf1f462281,f7029abf-128c-47f8-9e87-cc411e3ef87a,c2,c4,27,p1,?,surb={'id': '9ebbab46-2361-4ede-a1f1-de2b39d06a2e', 'route': ['p1', 'e5', 'i1', 'x5', 'p2', 'c2']}
1769491238.0158968,SENT,0fd6d644-cfee-4a21-8b92-54312a9c92de,f4543f69-8a29-47b5-8098-1081eadb5aa2,c4,c2,3375,?,p1,
1769491238.0160792,CREATED,dc657d55-eaa5-4c81-ab56-096d2ad143d2,beb7033d-fdad-4fc6-8218-b460e28be905,c4,c2,27,?,?,surb={'id': '40b14d11-5268-48a4-9f45-81db86a9bad5', 'route': ['p2', 'e8', 'i6', 'x8', 'p1', 'c4']}
1769491238.2648072,SENT,63d7ae6c-6cb5-4bab-81b8-23fe7613f06e,ba462dac-42a0-4651-ab61-a54932800928,c4,c2,3372,?,p1,
1769491238.2649577,CREATED,878ba9fe-a0ee-4c35-9b51-f5cac6ee14ff,0199af9e-fb23-4817-af7d-97242333356d,c4,c2,27,?,?,surb={'id': '293d8bcd-8331-4097-b0dc-d4797e41862c', 'route': ['p2', 'e11', 'i8', 'x1', 'p1', 'c4']}
1769491238.305775,RECEIVED,2d66c3aa-356e-4fb1-aa89-889cb48fa60c,25de6799-3ad7-4304-ab04-98f7c46d2929,c1,c4,27,p1,?,surb={'id': '9620dd1c-b3c0-4c70-b715-2719eeea15fb', 'route': ['p1', 'e10', 'i9', 'x6', 'p1', 'c1']}
1769491238.353856,RECEIVED,e6ed004d-3eb9-44df-bad5-430f6af511b6,f2a3eb1d-c440-43da-89c6-9e2dfd2c703b,c2,c4,27,p1,?,surb={'id': 'ec95ac3c-0cdc-4004-9a11-9877c419f561', 'route': ['p1', 'e7', 'i5', 'x11', 'p2', 'c2']}
1769491238.461038,RECEIVED,b7f0bf30-2185-4f94-84b6-7f5a12254d92,c6b7e93e-ecfe-4b6c-b945-a7d48236c68a,c1,c4,27,p1,?,surb={'id': '1cb0ffa1-07a4-469b-9407-a747c2bb6cab', 'route': ['p1', 'e9', 'i8', 'x8', 'p1', 'c1']}
1769491238.5727324,RECEIVED,a39c6550-1a9a-4d86-b34d-7d6c71c35474,b6aa5af6-588f-4302-a920-128ac817d353,c2,c4,27,p1,?,surb={'id': '80daa72c-1e5d-42ab-a525-bed5ecef497f', 'route': ['p1', 'e3', 'i1', 'x7', 'p2', 'c2']}
1769491238.654345,RECEIVED,8766aeb2-da58-4994-89cc-b27b6bf72532,485ec2fa-39a4-45de-bb77-1a89188bed5c,c1,c4,27,p1,?,surb={'id': '7c4e9c3a-0055-4c81-8737-fe75b908c97e', 'route': ['p1', 'e10', 'i3', 'x11', 'p1', 'c1']}
1769491238.7134774,RECEIVED,edd06c7e-01cf-4350-946f-74b690bcd279,e2234055-f2fe-4fb1-80df-a568a6b98550,c1,c4,27,p1,?,surb={'id': '2a336725-9c33-4c3e-8c7b-590fe47532e5', 'route': ['p1', 'e3', 'i7', 'x8', 'p1', 'c1']}
1769491239.027301,SENT,29178ffe-a300-4cff-be12-8699d6ba5c46,21148a4e-f318-4136-b23e-944364b921a6,c4,c2,3392,?,p1,
1769491239.0274365,CREATED,a02e3eba-b127-413f-bc87-49e1f0219bd2,21188375-401f-43ff-8b4f-1399f98b566f,c4,c2,27,?,?,surb={'id': '366ecb3a-80d5-4a8d-b2c6-417bf24655c8', 'route': ['p2', 'e1', 'i3', 'x5', 'p1', 'c4']}
1769491239.1854827,RECEIVED,2edcf9f6-4792-4b86-94e8-2d4c31b0e763,79b99c98-a05a-48ec-ad93-911edd43a44c,c1,c4,27,p1,?,surb={'id': '2bd915d2-c9cc-4448-91e2-3b10fb78664d', 'route': ['p1', 'e11', 'i7', 'x11', 'p1', 'c1']}
1769491239.386131,RECEIVED,7dd654db-8eea-4a32-9d50-2c8f0146b5b4,5a02f130-2fc8-4787-a7fc-6c0a2da97e8c,c1,c4,27,p1,?,surb={'id': 'ad645b7a-25a5-4336-b51c-5267efa998ac', 'route': ['p1', 'e7', 'i6', 'x12', 'p1', 'c1']}
1769491239.4849808,SENT,5f050280-791a-4d73-896d-fcae5aa15b43,356b014d-58a2-4c2c-bb48-2e3d58e9f82c,c4,c2,3371,?,p1,
1769491239.4850981,CREATED,f5d680c8-affa-4d02-8004-b83e232ceb0a,e54e5a35-96b0-47e1-ade2-7b06e95872f2,c4,c2,27,?,?,surb={'id': 'd2fad835-f458-4777-97e1-77ae434780f0', 'route': ['p2', 'e2', 'i7', 'x6', 'p1', 'c4']}
1769491239.4895096,RECEIVED,9857a636-b207-4e07-a6f7-182ee3636d1a,8bc87851-d12e-4fc3-b14d-f72da2fcea35,c1,c4,27,p1,?,surb={'id': 'b01b785c-63d4-492e-98a5-782bf512a83c', 'route': ['p1', 'e5', 'i6', 'x3', 'p1', 'c1']}
1769491239.555963,SENT,9a4cd954-6716-4e05-87a8-c5870431af59,227a74d1-d622-40fc-b73d-008b0554f6bd,c4,c2,3387,?,p1,
1769491239.5561454,CREATED,b84b6120-fb25-4627-b995-579fb57a3a53,497f4656-671f-454c-9c66-4514ef224e04,c4,c2,27,?,?,surb={'id': '8dfeff79-c413-41e8-8f56-04a0afbbff89', 'route': ['p2', 'e12', 'i6', 'x2', 'p1', 'c4']}
1769491239.8232832,SENT,341a3c3b-3316-4cd1-ad69-8d84512e8987,7f71fcd4-cc48-45c6-99af-abd927feec7a,c4,c2,3368,?,p1,
1769491239.8234246,CREATED,c692284e-fb30-4272-b296-05db5f5ddfa8,9c4b9457-b58f-4dda-ae9e-24b5e4481912,c4,c2,27,?,?,surb={'id': '5dde8697-12d8-4ff5-a2b8-afa710a90f23', 'route': ['p2', 'e12', 'i1', 'x1', 'p1', 'c4']}
1769491239.8453262,RECEIVED,eb38d220-0514-408a-8738-30d96e2deb58,b94ce98f-a6a6-4b5f-9ab6-f83eb57c0c7c,c1,c4,27,p1,?,surb={'id': '01774505-fd2a-4269-a754-1c60267f2dbc', 'route': ['p1', 'e12', 'i1', 'x8', 'p1', 'c1']}
1769491240.2691321,RECEIVED,0073a1e0-ce9a-431b-9b8b-5614cb9c1708,78f4707a-4fea-4aaf-b6b5-033111624a98,c1,c4,25,p1,?,surb={'id': 'add9d145-f492-4c23-9e82-43e1f02a9413', 'route': ['p1', 'e11', 'i3', 'x6', 'p1', 'c1']}
1769491240.388469,SENT,02ffd1e8-11ce-4690-a6a4-df02244a1912,91e06690-a7a1-414e-9e22-32788329564c,c4,c2,3392,?,p1,
1769491240.388529,CREATED,6c91c523-d5df-4c16-a9b9-263bdbfd293f,e2fb52aa-e6ed-48bf-861e-01b6ce256592,c4,c2,27,?,?,surb={'id': 'a86a4704-4503-48ce-935b-63dfaadc3056', 'route': ['p2', 'e6', 'i9', 'x12', 'p1', 'c4']}
1769491240.5123851,RECEIVED,e68e07a0-e28f-4ed3-aa6f-1da47b6d23c2,da4e48a5-9a5a-43aa-a7a3-c54a9506964c,c2,c4,27,p1,?,surb={'id': 'c7dbdd1a-0f26-42bc-9d90-e5d801d7f177', 'route': ['p1', 'e2', 'i4', 'x2', 'p2', 'c2']}
1769491240.6033309,SENT,d181ee94-78cf-4433-95e3-2f6785a73977,8db6d632-5b1b-42aa-910b-67c46b0a3b0e,c4,c2,3387,?,p1,
1769491240.6033928,CREATED,20d0b66e-9805-406c-a80d-2dbed938a14e,e07638f4-bb1a-431e-9677-8eaade2216e5,c4,c2,27,?,?,surb={'id': '7dd101f1-1432-49ff-bfe7-013080205a02', 'route': ['p2', 'e2', 'i3', 'x11', 'p1', 'c4']}
1769491240.6694036,SENT,d74eae18-a189-416c-b072-4f7f092613c8,b04428ff-a8c9-4f16-be82-587bd6d03ec5,c4,c2,3372,?,p1,
1769491240.6694744,CREATED,dee9537d-5e0c-4a02-beaa-cc32c3aec042,eabc77f5-d527-4288-bf2a-dd57b82d0b71,c4,c2,27,?,?,surb={'id': '612ef776-3b82-4d61-9d42-7b58583ec2e6', 'route': ['p2', 'e9', 'i11', 'x2', 'p1', 'c4']}
1769491240.717423,RECEIVED,071f6e47-8903-4e78-b084-67f72ed4c8ed,61149a42-4688-4893-bf85-bb946394eeab,c1,c4,27,p1,?,surb={'id': 'f96cf671-d6f2-480d-af71-fd28ab1a5c18', 'route': ['p1', 'e1', 'i4', 'x1', 'p1', 'c1']}
1769491240.780875,RECEIVED,fd1b1c5f-778e-47cb-902b-4d3aa5b1b530,83e54013-f8c4-4b48-ae97-4ab3141b6403,c1,c4,27,p1,?,surb={'id': '18553a7c-e9a1-461c-9737-c415596e44cc', 'route': ['p1', 'e11', 'i3', 'x2', 'p1', 'c1']}
1769491241.1746309,RECEIVED,cd46d6d7-ce8a-4288-b30b-97c6483e1d55,4a02101c-d9fd-4cff-ade2-deb95923c86d,c1,c4,27,p1,?,surb={'id': '8695cc95-8671-4f91-ba94-2f4da9877a79', 'route': ['p1', 'e5', 'i10', 'x6', 'p1', 'c1']}
1769491241.2078836,SENT,9bf93959-9747-4a83-807d-0211a44bd056,f355fcef-e1a1-4b50-9938-1f1d225aae81,c4,c2,3356,?,p1,
1769491241.2079322,CREATED,6a83ee0f-df51-483b-850c-5ffc7318bcec,d3ae1bf9-d99d-49b1-9ca6-9ab4fa2d6c1f,c4,c2,26,?,?,surb={'id': '0bb94300-261c-45a6-9760-ba2f5ea090d5', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c4']}
1769491241.258903,SENT,5d62ae36-094b-4b17-9cf9-017770ac15f9,d500f84b-c01f-4f28-be9b-1ace2116a34c,c4,c2,3379,?,p1,
1769491241.2589602,CREATED,71c5d831-2fe2-4452-ad8d-b6fff5e637e6,46536326-eea9-4ba4-9672-32c67c54c9cc,c4,c2,27,?,?,surb={'id': 'fcd9c0e0-b440-4660-9a78-84cde97ebaa5', 'route': ['p2', 'e5', 'i2', 'x5', 'p1', 'c4']}
1769491241.617161,SENT,46ce40f8-72fd-4596-b01b-1814524af4a6,3d0fbee5-b98b-4640-89aa-8ee48bcc3055,c4,c2,3373,?,p1,
1769491241.6172135,CREATED,aaeb8ef3-137d-4a01-965b-d20ae37fe4a3,7b116e5e-903b-4d9f-b71f-42ed30be9a34,c4,c2,27,?,?,surb={'id': 'f5011c80-5805-4a0c-be9b-6f09d7361855', 'route': ['p2', 'e11', 'i6', 'x4', 'p1', 'c4']}
1769491241.6579206,RECEIVED,0df5542e-66bf-49da-8790-338489ccc627,ec09dee1-3833-4032-88d8-eef5f9d112e9,c2,c4,27,p1,?,surb={'id': '4e12d9be-d7e3-416e-a2db-381716c9a8ac', 'route': ['p1', 'e1', 'i8', 'x1', 'p2', 'c2']}
1769491242.3984382,RECEIVED,7975f092-90bb-44e4-adc3-a93f20e031b8,03c24f70-09c7-4ff1-9857-70d494b858dc,c2,c4,27,p1,?,surb={'id': '1ad5ab8d-4a93-46a4-9ce1-26b55f7e8037', 'route': ['p1', 'e3', 'i1', 'x7', 'p2', 'c2']}
1769491242.5718288,RECEIVED,9737a974-c9de-4bd3-97d3-ddfacf17e043,01e6e80d-5457-4eba-83c6-ae35a99832d9,c1,c4,27,p1,?,surb={'id': '4d8bc314-925e-412c-8fb9-a85adfe22ccd', 'route': ['p1', 'e8', 'i6', 'x7', 'p1', 'c1']}
1769491242.6434116,RECEIVED,215a64f6-516c-4704-803a-085d7db90ec9,b34b6c19-faec-49aa-b5c0-cf4cc52d3810,c1,c4,27,p1,?,surb={'id': 'a92923a9-85ed-45d5-bc45-ea40b78df38c', 'route': ['p1', 'e7', 'i12', 'x7', 'p1', 'c1']}
1769491242.6704137,RECEIVED,e7a64d76-d664-4a9e-ad45-73a7d8b095ac,de5cb7b6-b036-4433-aae6-72708777a543,c1,c4,27,p1,?,surb={'id': '11b16101-b394-4e78-ae21-837896649018', 'route': ['p1', 'e12', 'i4', 'x9', 'p1', 'c1']}
1769491242.7994864,RECEIVED,e3e9f31f-ee8d-4b19-a941-b126058f1c4c,ad35382b-f777-4404-af09-a16ab80f30ad,c2,c4,26,p1,?,surb={'id': 'c0f9ae18-ecdb-4b5e-a861-2a6d54cee090', 'route': ['p1', 'e9', 'i11', 'x6', 'p2', 'c2']}
1769491242.8502932,RECEIVED,0f3d22a4-b200-491e-b402-67be219fc647,c895b942-5bd9-4bf1-bc06-96a480002cb5,c1,c4,27,p1,?,surb={'id': '23241316-1e1b-4f82-8b26-a673cbf01a2f', 'route': ['p1', 'e8', 'i7', 'x8', 'p1', 'c1']}
1769491242.936747,RECEIVED,26bfc38f-cc02-415a-a43f-506b78c7c479,aae4c4c8-2a1c-475f-b31c-7f8923d54261,c2,c4,27,p1,?,surb={'id': '7c3cce0f-5996-4dbd-b463-cb18ee5d57d1', 'route': ['p1', 'e3', 'i12', 'x8', 'p2', 'c2']}
1769491242.9981997,RECEIVED,ef2b95ca-697e-4700-9438-27b12bc9d3cc,e7d2eaa1-d428-4c48-a7e8-34a22c274ffa,c1,c4,27,p1,?,surb={'id': '2ea83032-9a6f-4fa9-8a94-7e55671f1692', 'route': ['p1', 'e3', 'i5', 'x3', 'p1', 'c1']}
1769491243.1306581,RECEIVED,7f0ee1d4-4397-42f2-86d2-a9afdb5d74c1,3a092145-1d57-447b-89e2-75944f6270b7,c1,c4,26,p1,?,surb={'id': 'ba9cf21c-c974-43b6-957b-f61b66355cb9', 'route': ['p1', 'e5', 'i4', 'x3', 'p1', 'c1']}
1769491243.2028546,SENT,c4edd68e-5236-4c97-85c0-6946ae277d62,36bddfa7-4c97-41b6-9bf8-35019cb6da16,c4,c2,3375,?,p1,
1769491243.2030046,CREATED,f417a4cf-b514-43e4-a89f-386c5692e147,0495d0f2-10c1-40c7-9396-e90066af5ba1,c4,c2,27,?,?,surb={'id': 'd5a8baba-b821-4ead-a7ee-ebc5dbcf6a96', 'route': ['p2', 'e11', 'i4', 'x9', 'p1', 'c4']}
1769491243.233204,RECEIVED,7046b2f4-0230-4a03-8629-e25b91f039d6,4a7c0edd-c0a4-4bc9-9fdc-3d253df7b8f4,c2,c4,26,p1,?,surb={'id': 'e9ec4e58-5e19-4955-999f-b4f546a2a89f', 'route': ['p1', 'e3', 'i2', 'x8', 'p2', 'c2']}
1769491243.7306962,RECEIVED,ff6508f1-88d3-4ace-94bc-58d43d100bb8,abd79a34-da1d-4c98-b872-04349fd6c531,c1,c4,26,p1,?,surb={'id': '3d5fbe18-d719-480a-b289-779325c59e71', 'route': ['p1', 'e9', 'i8', 'x5', 'p1', 'c1']}
1769491243.78519,RECEIVED,7538ad6b-aeac-4aa7-801e-c5a9f16a13db,6ad7f23e-8588-498b-a2e0-07e34317907e,c2,c4,27,p1,?,surb={'id': '663ca50a-5508-4ae4-834c-bcb4d6810633', 'route': ['p1', 'e10', 'i3', 'x3', 'p2', 'c2']}
1769491243.9704316,SENT,dcba3c34-07d2-43c7-b3f1-26e6297fecba,73548b74-a993-4ef9-8b50-c03b7317c57d,c4,c2,3392,?,p1,
1769491243.970493,CREATED,ec013e03-2912-49f7-815b-d460eea8f845,a04a9ae6-b122-45c1-82da-6fe306fde336,c4,c2,27,?,?,surb={'id': 'e0a572a8-8c22-4a28-b22c-0d92533bd96c', 'route': ['p2', 'e6', 'i12', 'x10', 'p1', 'c4']}
1769491244.12914,RECEIVED,8025ebb9-4d71-4e94-99ff-aca6a9075415,92c58015-1f5e-449a-97d7-e9464d9ba80b,c2,c4,27,p1,?,surb={'id': '48573829-f017-43a0-9e52-a64b1e132970', 'route': ['p1', 'e4', 'i5', 'x7', 'p2', 'c2']}
1769491244.2012284,SENT,58ab7bdf-abad-42d7-a2fc-65b2cf48c71b,60045ca2-251a-4314-855e-6f1b361f9e12,c4,c2,3383,?,p1,
1769491244.2013152,CREATED,28c9ff71-5160-44fb-b718-2a67419fd0e6,6d6924a1-f79d-4285-8f93-7228f63b1185,c4,c2,27,?,?,surb={'id': '57fa533b-1984-47dd-a0b4-a3239bdd09e0', 'route': ['p2', 'e3', 'i4', 'x7', 'p1', 'c4']}
1769491244.3020205,RECEIVED,055903b4-52b6-4ee5-b02f-ed7ed2bdcc18,50732900-4147-44e5-ac7e-e8049ea60dbf,c1,c4,25,p1,?,surb={'id': '700a11f1-4cb4-456f-bd6d-47fd3e3b27b9', 'route': ['p1', 'e10', 'i11', 'x3', 'p1', 'c1']}
1769491244.305907,RECEIVED,5480c31f-42dc-459e-9809-e4cf47130216,be635914-06b0-4779-81ac-cdbc52bae9c2,c1,c4,27,p1,?,surb={'id': '6a491fee-ef91-401a-a9e2-ca1c05171b1d', 'route': ['p1', 'e9', 'i2', 'x5', 'p1', 'c1']}
1769491244.3186486,SENT,c34fafa0-4824-41bc-bc6f-9b4a3bdce594,f7572b50-dc35-439a-a0f1-e36f78d435a2,c4,c2,3380,?,p1,
1769491244.3187346,CREATED,ee97bb48-f1c7-4589-a369-d58989eba6e1,de59197c-92a6-466d-a646-15f4cc9e2197,c4,c2,26,?,?,surb={'id': '4693dff8-d3bb-46cb-aa32-3c8211183d22', 'route': ['p2', 'e8', 'i12', 'x8', 'p1', 'c4']}
1769491244.4093678,RECEIVED,2d21810e-d632-4a5d-827c-dcfc57036f4f,c12f49ed-a42d-4bca-9f57-22a6dab43dc3,c2,c4,27,p1,?,surb={'id': 'b0ee4c65-d6fc-49e7-9916-8cc82fc2199e', 'route': ['p1', 'e5', 'i8', 'x10', 'p2', 'c2']}
1769491244.4414766,RECEIVED,10773c54-9b23-479e-90dd-d676702384d5,41162a8d-2195-40bb-801a-ba98543e415e,c1,c4,27,p1,?,surb={'id': '91213fb9-a205-48cc-a272-ecc706c74cf4', 'route': ['p1', 'e2', 'i5', 'x3', 'p1', 'c1']}
1769491244.4453566,SENT,7f6cb388-c181-4843-b3e3-9ea394dd7204,fb9144bb-8b61-4f2a-b243-2db62983c915,c4,c2,3401,?,p1,
