timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769490760.6598105,SENT,b51e89d7-f3b4-41bd-8a5e-4d2b3d3f74a8,3eb6d21e-9cf0-4f67-b418-7ba6b6c1e1b1,c2,DROP,2032,?,p2,
1769490760.6599844,CREATED,f23d5c7b-4f41-4aee-8ac8-d95968bc7970,a590a613-2611-40ed-bf95-5b2b575dc295,c2,DROP,27,?,?,
1769490760.7520826,SENT,02a5f123-e63d-4c5c-a04f-95b8887e12c8,0c879ca5-56aa-40a0-b3f3-48c158098868,c2,c4,3364,?,p2,
1769490760.752357,CREATED,ab05bca9-706f-4689-9cb9-d2c4b63430be,dd0baa9f-b441-4810-b5bb-da6c39602ab1,c2,c4,27,?,?,surb={'id': '416c97e4-1f93-402b-bf85-bc6b5c7c1ae9', 'route': ['p1', 'e4', 'i2', 'x7', 'p2', 'c2']}
1769491147.4980922,RECEIVED,a67fea31-65cf-44d3-8c9b-653957278127,3ef6845a-0833-4397-94fb-b266fc687704,c5,c2,26,p2,?,surb={'id': 'b292f9dd-fd84-4dba-ab44-7d8126cb0f29', 'route': ['p2', 'e6', 'i12', 'x10', 'p2', 'c5']}
1769491147.5226703,RECEIVED,5a606551-282e-4a76-82a5-261a507ef166,d8f1e3fd-623b-416d-a672-b741afe071fb,c4,c2,26,p2,?,surb={'id': '6ff17cd4-93b1-41c6-aa37-a885147b4d9c', 'route': ['p2', 'e11', 'i7', 'x6', 'p1', 'c4']}
1769491147.5587656,SENT,32cd7ab8-480c-44bb-b547-7876406e0488,eab9ed21-0496-47d7-94fd-639a88e4d1c0,c2,c4,3400,?,p2,
1769491147.5589113,CREATED,8c02bfd7-07f2-45fc-8d5c-4c8434eb139b,c412653a-a25e-433c-8753-a6aa3d570430,c2,c4,26,?,?,surb={'id': '77a07afc-480b-464d-a84c-dc571830ab26', 'route': ['p1', 'e8', 'i11', 'x12', 'p2', 'c2']}
1769491147.6585987,RECEIVED,4dda4d08-b219-4b9f-b585-821731169f0d,1a28cfa2-10f4-4f18-94e3-da950f6ebbab,c5,c2,26,p2,?,surb={'id': 'fb1fa629-1d7b-4d65-8b69-ee629fccd33c', 'route': ['p2', 'e1', 'i8', 'x12', 'p2', 'c5']}
1769491147.7603443,RECEIVED,ee15383d-ee15-4815-a852-7d490362206d,eac9ed9d-2c94-491a-8bd8-50dc34aa8c5f,c5,c2,27,p2,?,surb={'id': 'f7c89fca-5882-4165-add4-d0fe81921283', 'route': ['p2', 'e4', 'i1', 'x2', 'p2', 'c5']}
1769491147.817292,RECEIVED,1648d726-7de2-483c-b112-995d229dcf5d,7769e454-9095-4008-9ed2-71ea386028f4,c4,c2,27,p2,?,surb={'id': 'acb4842a-64b3-4163-8e97-4e973d0177e2', 'route': ['p2', 'e5', 'i3', 'x1', 'p1', 'c4']}
1769491147.826479,SENT,be35e7f1-ea1d-45e1-a7f2-8567d3f19574,6744a37c-74cf-44d5-b954-a55ed5c4e145,c2,c4,3372,?,p2,
1769491147.8265312,CREATED,1f7330fd-84de-4bf0-9fd2-cc4d0c38c005,4f9d3aab-ca11-49e8-845c-1affb2b0c3d8,c2,c4,27,?,?,surb={'id': '79070445-44e1-4218-929e-1366ce356788', 'route': ['p1', 'e12', 'i6', 'x8', 'p2', 'c2']}
1769491148.1419013,RECEIVED,6277b97e-a340-44fe-9d05-0926987fdbac,65d3e59d-1ca0-4a7f-b33c-c45fa5dcd58e,c4,c2,25,p2,?,surb={'id': 'fcc0910d-2249-4264-a1d8-f1d7281b9a8e', 'route': ['p2', 'e11', 'i3', 'x1', 'p1', 'c4']}
1769491148.1686423,SENT,149a5568-6582-4139-b972-3c8ee6688a42,029ad2db-508b-4cc2-841c-79e63f3748f2,c2,c4,3368,?,p2,
1769491148.168723,CREATED,21fadcbb-bca5-4a4b-953e-25be33a9c436,32bba810-4966-424e-ab9e-35a38fe0535a,c2,c4,27,?,?,surb={'id': 'b5cf0179-8540-4ca2-9b4c-c998c3321185', 'route': ['p1', 'e3', 'i10', 'x11', 'p2', 'c2']}
1769491148.2915788,SENT,a94562ef-7848-4f4b-bc6b-3368f2aab0bb,44551449-b6c7-4d4b-b7fc-0bfe07f5ecce,c2,c4,3380,?,p2,
1769491148.291659,CREATED,9c6e650e-a69b-4b77-b3c5-29495e9bfed6,d970882a-ba77-4cfa-90dc-84413a2868e9,c2,c4,27,?,?,surb={'id': 'b989c80a-95dc-4381-ba9e-b184e80306c6', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c2']}
1769491148.3609726,RECEIVED,272469fe-28c2-43cb-a999-d774d47cf251,c3fefd51-4911-48a4-bf8e-d54c590124a4,c3,c2,27,p2,?,surb={'id': '53551f73-54fe-409f-b2df-74537ce78eab', 'route': ['p2', 'e11', 'i10', 'x7', 'p3', 'c3']}
1769491148.424241,RECEIVED,de45e54e-1046-4f87-90c2-71a0fba48fff,07f57119-6997-4931-9532-0f6188991520,c5,c2,27,p2,?,surb={'id': '52af49a4-f5b9-4384-b303-7f98f5a3efc4', 'route': ['p2', 'e11', 'i2', 'x5', 'p2', 'c5']}
1769491148.6946387,SENT,45f82447-e4f5-47d6-b6d8-a421b1c25b4f,170aa4a8-2f95-4aea-853c-f74eead251bf,c2,c4,3368,?,p2,
1769491148.6947799,CREATED,ab861c1c-d63a-4979-af42-532cd8111c9a,b93cb8a8-2ffe-4ee3-b3c9-fc23a92fcca0,c2,c4,27,?,?,surb={'id': '9a32d9ce-8834-4f3a-b303-6b6db164cd7f', 'route': ['p1', 'e4', 'i11', 'x8', 'p2', 'c2']}
1769491148.7062707,RECEIVED,da635f50-bab3-4867-8efe-84324c7b4819,397bf079-a6bc-44e3-be65-47e72159c5e4,c4,c2,27,p2,?,surb={'id': '8d487c3f-9b70-4546-bda3-78d82a9b81c0', 'route': ['p2', 'e1', 'i4', 'x2', 'p1', 'c4']}
1769491148.7175055,SENT,a3dbf428-ec31-4a6e-91c8-7dfe10eb35e3,cbedc3e4-7196-4b03-992e-855bff9d36bf,c2,c4,3380,?,p2,
1769491148.717653,CREATED,24fd964a-2241-41c7-aaf0-3162902d81de,a0a8d5b0-5deb-4a1f-8927-47260760ecd9,c2,c4,27,?,?,surb={'id': 'edafaefd-eb25-4ec3-8b22-c0ca32b02f64', 'route': ['p1', 'e8', 'i9', 'x1', 'p2', 'c2']}
1769491148.9432962,SENT,3fbe9426-7e9a-43dd-b916-a977867e31da,e03d5d77-6367-4eb5-bfe5-fbbca7677e29,c2,c4,3376,?,p2,
1769491148.9434028,CREATED,96869389-aa25-40e9-8b55-fa2b2be08a12,478ca68d-25cf-4e34-ab6e-c278c912359b,c2,c4,26,?,?,surb={'id': '78b8faab-bcd9-468e-bf37-351ba023f838', 'route': ['p1', 'e5', 'i2', 'x5', 'p2', 'c2']}
1769491148.9965258,SENT,9e9b4892-6463-4a2c-afc2-e49804450a3a,68f28e02-73c6-4ffa-a1bd-091fb27b5237,c2,c4,3390,?,p2,
1769491148.996635,CREATED,64e04fb2-626b-4952-8482-a52fcc6ad3fe,db44b0da-4dde-436b-96cc-34944e105af8,c2,c4,27,?,?,surb={'id': '1ad61c30-55f4-4df6-8526-c3da996eaa2d', 'route': ['p1', 'e2', 'i10', 'x12', 'p2', 'c2']}
1769491149.0515068,RECEIVED,15e938ce-13d4-4815-b03d-704222482cce,16354953-412d-4bfb-b8aa-6b6d938c4764,c3,c2,26,p2,?,surb={'id': 'e08da6a3-6e22-4fd2-a28f-7a34c7a717b3', 'route': ['p2', 'e12', 'i2', 'x11', 'p3', 'c3']}
1769491149.1956816,RECEIVED,67c5b5da-d377-4376-ad81-db7073d8df97,e53325c1-335a-401a-a99c-322038aada61,c4,c2,27,p2,?,surb={'id': '1e1c52b7-6b14-403b-8fc5-d03b529568e0', 'route': ['p2', 'e7', 'i5', 'x10', 'p1', 'c4']}
1769491149.1971352,RECEIVED,fa7def8a-f470-4e51-b5a3-44544025b9a3,2d885238-c4a8-4a0b-a7f7-c096cf808f0c,c5,c2,27,p2,?,surb={'id': '3399440f-a11d-420f-8ae7-fccc842c661c', 'route': ['p2', 'e1', 'i12', 'x2', 'p2', 'c5']}
1769491149.2533402,RECEIVED,ca2a404a-4e8c-44b8-9bad-366faa2dffab,49ad2597-99b5-4be8-a8c6-66f48ffbb75a,c5,c2,27,p2,?,surb={'id': '1f532746-8ed9-44d8-8b63-97942d5ce82e', 'route': ['p2', 'e4', 'i2', 'x8', 'p2', 'c5']}
1769491149.4497318,SENT,1b101c78-1a5a-4899-85b2-b7cee0387f62,cf609939-6cfc-45a3-bfa8-e30ee818d964,c2,c4,3372,?,p2,
1769491149.4499063,CREATED,48f9d4d3-43b3-45a0-81f3-426cf402f5ba,2a3d03f7-efe3-4df4-b919-9c9a1095a428,c2,c4,27,?,?,surb={'id': '9a504f11-7e4f-4c56-ba60-40afd02c9e8c', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c2']}
1769491149.4693084,RECEIVED,d5262415-7f1e-4558-8bb0-2538dec221ab,c4143d44-35ce-4480-a323-c88431b015bb,c5,c2,27,p2,?,surb={'id': '1228438c-bcf7-4b4b-ae86-60027461017f', 'route': ['p2', 'e6', 'i6', 'x10', 'p2', 'c5']}
1769491149.5547185,RECEIVED,8356b2bd-ff26-44f1-a3a0-de0900109362,17c7bfdb-d75f-46ff-a6fb-38538fd572ce,c5,c2,27,p2,?,surb={'id': 'd6b58fa4-c26c-4054-b626-d6be7f8a98ed', 'route': ['p2', 'e3', 'i4', 'x10', 'p2', 'c5']}
1769491149.5831625,RECEIVED,9eabb304-88c4-4286-b91d-ca47d11da966,1f9d7b6c-b35a-46df-ab27-332aa4b1547b,c3,c2,27,p2,?,surb={'id': '91942169-a0e0-4fcd-b7c5-5928d39386a2', 'route': ['p2', 'e2', 'i6', 'x10', 'p3', 'c3']}
1769491149.604329,RECEIVED,62241f86-2acb-4916-86c0-1555976ac407,a90b031c-23bf-4f98-9816-54189542badf,c4,c2,27,p2,?,surb={'id': 'be4c45f1-1449-48ca-8b7a-93244547dbe3', 'route': ['p2', 'e6', 'i4', 'x3', 'p1', 'c4']}
1769491149.7094047,RECEIVED,48e84cd4-2022-401f-9892-032bfd65ac6f,29e50896-98c7-4600-88ed-02920cb7b834,c5,c2,26,p2,?,surb={'id': '9452b473-92f7-4725-8c63-bab5132e2517', 'route': ['p2', 'e12', 'i11', 'x10', 'p2', 'c5']}
1769491149.8134367,RECEIVED,cfd02e9c-1cb3-4438-ae7a-9a364ce0224d,87c0a177-a3cd-4c23-b69e-8e410fd59512,c5,c2,27,p2,?,surb={'id': '45bdddbf-5157-4fab-a350-7ae24ba2656c', 'route': ['p2', 'e4', 'i5', 'x11', 'p2', 'c5']}
1769491149.8408113,RECEIVED,0843749d-e5cb-4f38-a93f-f4bafececb06,a09b4790-38cb-4049-858b-125cdb0231c6,c5,c2,27,p2,?,surb={'id': 'd36382b3-4a6e-4883-873f-b65ae37fa22f', 'route': ['p2', 'e7', 'i5', 'x6', 'p2', 'c5']}
1769491149.8717833,SENT,a3aa14b6-df8e-460e-8426-98de09c74b0d,a361135f-0f0b-4550-a1ee-d20e98e45c34,c2,c4,3360,?,p2,
1769491149.871882,CREATED,98b111dc-1c2e-474f-a98f-ee14467fa8fa,21d476cd-5863-4a76-b728-bc3c546327fb,c2,c4,27,?,?,surb={'id': 'a3f40335-1d6d-4dd7-a8ed-3610b11b0422', 'route': ['p1', 'e4', 'i7', 'x5', 'p2', 'c2']}
1769491150.0314221,RECEIVED,663634a7-fd15-484b-84de-c6e35273d014,b88710a5-072e-473b-8647-7a6dc8de398c,c3,c2,27,p2,?,surb={'id': 'd7e93eee-faa5-423e-8b88-36d4b0d0100e', 'route': ['p2', 'e7', 'i7', 'x9', 'p3', 'c3']}
1769491150.0459254,SENT,041051a7-70a6-460d-9d7e-ef6b563eb2fe,9a91bf79-6eab-47cc-a052-c188d3c52477,c2,c4,3388,?,p2,
1769491150.0460165,CREATED,53a58e75-1f7b-40f9-8c4c-2c92e3bc846e,2cfe9d26-1395-4268-ac06-10d353281c07,c2,c4,27,?,?,surb={'id': '9fa7d6f4-c266-4356-b6e9-9f13b907581c', 'route': ['p1', 'e8', 'i9', 'x6', 'p2', 'c2']}
1769491150.0594265,RECEIVED,231e7a8e-5cc5-4644-9bb6-f4dc32e32b14,f1ce6656-644b-4748-b929-3d8db885e1d0,c5,c2,27,p2,?,surb={'id': 'ae33c651-e905-411d-b3ed-709016f0cb67', 'route': ['p2', 'e10', 'i1', 'x3', 'p2', 'c5']}
1769491150.0610452,RECEIVED,8cedcdc9-8886-4f95-a078-c186e4314806,e34c2fbe-d379-4ac5-8095-f2422279c136,c3,c2,26,p2,?,surb={'id': 'cc60631c-a297-4b08-b410-b04fd95926ad', 'route': ['p2', 'e2', 'i9', 'x7', 'p3', 'c3']}
1769491150.0878127,RECEIVED,b1c22e39-3432-47e7-bed9-a6c5fe204191,86c74bcc-2622-4a28-aad3-a9888e505ef1,c4,c2,27,p2,?,surb={'id': '444cf60d-7c35-4e43-968f-0354728fe2b6', 'route': ['p2', 'e12', 'i7', 'x7', 'p1', 'c4']}
1769491150.4001987,RECEIVED,e3da164d-3b4a-4acc-9057-d822ba11de06,dc9e5144-5697-4b48-896a-1557ff49d365,c3,c2,24,p2,?,surb={'id': '493bd2d5-0c89-444a-b33e-07f5ae65416f', 'route': ['p2', 'e12', 'i7', 'x8', 'p3', 'c3']}
1769491150.4524772,RECEIVED,ff9a7305-3f56-43fa-99d8-0c51caee09df,d1fa5683-3c6f-46e6-84df-f0ae68f933d1,c3,c2,27,p2,?,surb={'id': 'f0479383-0779-4767-a1c5-36592ee7ca58', 'route': ['p2', 'e11', 'i3', 'x5', 'p3', 'c3']}
1769491150.4770157,RECEIVED,4db5719b-7978-491c-9f9f-fb44b46c4057,ad9997b4-5e07-470f-99f6-4baa94fc97ab,c4,c2,27,p2,?,surb={'id': 'ad09e7e3-714f-4375-a45c-99ee586e560c', 'route': ['p2', 'e5', 'i4', 'x10', 'p1', 'c4']}
1769491150.5665662,RECEIVED,02cda743-eff3-4496-9587-71cbbe2b8a6a,fb0ce1b4-711c-4132-a81c-a2e86f14871b,c5,c2,27,p2,?,surb={'id': '5732f80a-3803-4065-bc00-65921ca10f37', 'route': ['p2', 'e6', 'i9', 'x9', 'p2', 'c5']}
1769491150.7435951,RECEIVED,b45f2e34-4e7c-44fc-9118-fdefab82f323,68a63ead-ddcb-4a2c-8713-388335747e40,c3,c2,27,p2,?,surb={'id': 'd747a528-34bc-47e9-bf74-dc1092df25ac', 'route': ['p2', 'e3', 'i10', 'x4', 'p3', 'c3']}
1769491150.7608037,SENT,e00fd083-6643-4d23-9a96-e682e3b08c85,95b85f70-338f-4ca5-9f34-f056c265bf8f,c2,c4,3391,?,p2,
1769491150.760876,CREATED,33dcbc8c-0066-40f9-9c36-fa2967b0ae00,cfd7f948-a2a2-462f-9922-64a2faca6937,c2,c4,27,?,?,surb={'id': 'b2673aca-20dc-4999-9cf0-26a9ff72cb6a', 'route': ['p1', 'e5', 'i9', 'x10', 'p2', 'c2']}
1769491150.9346855,RECEIVED,452e8e46-3a16-4f27-8f28-62a4f6cd939c,fc25e46f-1f83-4ad0-bc5f-3eead57118e2,c5,c2,27,p2,?,surb={'id': '66d9e695-2102-447d-8cf1-1751e524f207', 'route': ['p2', 'e8', 'i9', 'x12', 'p2', 'c5']}
1769491150.9477174,RECEIVED,53321700-d1a0-4e49-9d2e-6b12f5b1df0c,6980110b-0068-4a6b-bf3a-c454118da7a9,c4,c2,27,p2,?,surb={'id': '132a85e3-5914-41db-8969-8978c288ed8b', 'route': ['p2', 'e2', 'i5', 'x12', 'p1', 'c4']}
1769491151.0635035,RECEIVED,a14bfeaa-6f96-45f0-a3f3-735d3828e19c,b8bc4465-09a4-4376-8163-43391901b025,c3,c2,27,p2,?,surb={'id': 'bfebfce2-c324-4ee8-930e-30b4f17d19ae', 'route': ['p2', 'e7', 'i11', 'x12', 'p3', 'c3']}
1769491151.2031898,SENT,e0d929fd-d6a0-4dc0-acaa-3c65fbcc8390,62f2507e-3c05-4515-91a0-e5bfc06d4382,c2,c4,3384,?,p2,
1769491151.2032516,CREATED,33bf2603-d6e3-449c-8ff8-e727eacc1699,38987c96-2d60-47a6-a749-da2ea97d012a,c2,c4,27,?,?,surb={'id': '2214e7b5-8ec6-4b79-98ee-43eedc98e0f9', 'route': ['p1', 'e7', 'i7', 'x2', 'p2', 'c2']}
1769491151.2724016,RECEIVED,66516874-516c-40af-92a6-4a3e9e06d4d3,f2729194-217a-4eeb-8c51-a6ae1372c132,c5,c2,25,p2,?,surb={'id': 'e59238d8-585a-4c91-9c69-7f5a2b0626b0', 'route': ['p2', 'e5', 'i10', 'x6', 'p2', 'c5']}
1769491151.328257,RECEIVED,ac0f7ef9-92d6-4dba-ad07-01a89b8642a6,6e3d4cdf-462b-4031-972f-aa7824198672,c3,c2,27,p2,?,surb={'id': '510e755f-164f-4d82-99ac-31826a9f9480', 'route': ['p2', 'e3', 'i10', 'x4', 'p3', 'c3']}
1769491151.4380765,SENT,543a72a9-21a0-431f-84e1-9cd6f8834fda,b2d56f7d-7bef-4d4f-8a22-fb877558ec6c,c2,c4,3360,?,p2,
1769491151.4382308,CREATED,3bee0beb-75cb-4e5c-aa75-96797493dde0,d06042a8-7293-47e5-9a0e-2d1c520fa28b,c2,c4,26,?,?,surb={'id': 'e454f26c-2b65-4a82-8a5c-6f98b9c67fc8', 'route': ['p1', 'e9', 'i8', 'x12', 'p2', 'c2']}
1769491151.463904,SENT,332c01a7-8efa-4e9a-afdb-b8ae5cd6821c,532078b3-f4ff-41c0-9f15-bd2f82cd496a,c2,c4,3361,?,p2,
1769491151.4640958,CREATED,7a0fe6c5-18c4-497a-9533-f6ccfb827f05,0d789481-c0f0-459e-8f83-337d33f1a013,c2,c4,26,?,?,surb={'id': 'd22dfdd0-e9db-4dd1-8ca1-3e7d7c5229aa', 'route': ['p1', 'e8', 'i3', 'x8', 'p2', 'c2']}
1769491151.5304248,SENT,943ae554-ffe9-489d-a99e-3ad881344101,3e69bfd1-8217-4d28-9ded-0db3ac30e65e,c2,c4,3359,?,p2,
1769491151.5305736,CREATED,c431b219-edc4-4460-8ebb-2a19c736184d,9e54bfc9-84cd-4550-b04d-6e8243967b1e,c2,c4,26,?,?,surb={'id': 'fc55db67-3f14-4aa0-869f-1180f3fc4730', 'route': ['p1', 'e12', 'i8', 'x2', 'p2', 'c2']}
1769491151.926299,SENT,6c6ffc55-05da-4b6e-be46-71b95e0eed78,6964d427-a356-454e-8165-831ea888fac9,c2,c4,3364,?,p2,
1769491151.926374,CREATED,7883e5bc-d883-4675-83ee-73a39d663491,2a7e9154-79c0-46e4-89ca-f998767409fe,c2,c4,26,?,?,surb={'id': 'd508ab94-265b-4345-bc2f-dff8469f507e', 'route': ['p1', 'e2', 'i7', 'x6', 'p2', 'c2']}
1769491152.253129,RECEIVED,256e8563-7c91-427e-9c35-826278e045e8,282f90c1-4a61-414e-9b5b-79c566c17141,c4,c2,26,p2,?,surb={'id': 'eb9e3d22-275e-4393-a432-7a4491ac8674', 'route': ['p2', 'e11', 'i2', 'x10', 'p1', 'c4']}
1769491152.2982914,RECEIVED,bb8f3e03-8544-4a18-b25a-069074a41959,99aa901f-c38a-457b-b96c-06a16cedf38d,c3,c2,27,p2,?,surb={'id': '175597ee-acaf-4a14-8c48-89bcaa9f89dd', 'route': ['p2', 'e3', 'i4', 'x7', 'p3', 'c3']}
1769491152.4785876,RECEIVED,f69d69ba-7348-4d41-94ca-fc6c88bddd31,c830bc01-423d-4124-9c73-a8b0f01eac6a,c3,c2,27,p2,?,surb={'id': '3246f531-2182-45e1-b954-a783b5322afe', 'route': ['p2', 'e2', 'i9', 'x12', 'p3', 'c3']}
1769491152.5426793,RECEIVED,55e172b0-85ee-4269-8e5b-6559f7f04006,b4f5b545-0f11-4dff-ad8e-c1f3bcc3f5cf,c3,c2,26,p2,?,surb={'id': '6027eeaf-fac9-4fe3-8e95-5f2b8aac62c4', 'route': ['p2', 'e11', 'i7', 'x6', 'p3', 'c3']}
1769491152.743254,RECEIVED,67e67a78-60f6-4b4d-902c-17c8c7ac3556,af9eed74-1e1e-4bc8-92f5-bc3c24c478b6,c5,c2,27,p2,?,surb={'id': '7a50d6bf-2efd-4f0c-84d7-1b357d700ea3', 'route': ['p2', 'e3', 'i1', 'x4', 'p2', 'c5']}
1769491152.8153172,RECEIVED,a3ce62e5-8154-452f-a144-15f0eff981a8,b69b33af-ed8e-4405-b881-7e91183d739b,c3,c2,27,p2,?,surb={'id': '2187dc56-b054-4149-9ffa-5c069f04a9e2', 'route': ['p2', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769491152.8164363,RECEIVED,dd7cf345-1c55-4564-b861-9c981bb0d7c0,5a590d62-edbd-4156-8614-515a952d8938,c5,c2,27,p2,?,surb={'id': 'e0afa29c-2b09-4ae9-928e-e0f733ab9409', 'route': ['p2', 'e8', 'i12', 'x7', 'p2', 'c5']}
1769491152.8297625,RECEIVED,ccd161c1-d25f-45f2-b491-30cfb86464f6,0b6c2339-ae66-472b-ae45-f1beb14a23a1,c3,c2,27,p2,?,surb={'id': '9a40c557-d1b1-4a2d-b238-b97c55ca916f', 'route': ['p2', 'e7', 'i12', 'x3', 'p3', 'c3']}
1769491152.8671796,RECEIVED,ce05b117-9ae7-4199-8f40-9b2dc36d9292,d61d8eb7-a29a-4d8a-bcdd-316a58e2e824,c4,c2,26,p2,?,surb={'id': '5491262c-26d3-4859-a3b4-266c13f9bd4b', 'route': ['p2', 'e9', 'i5', 'x9', 'p1', 'c4']}
1769491153.1538553,RECEIVED,73e7aac6-5f44-4d4d-8ba8-a6a28834acdd,a4f3aa32-de21-42d0-99e7-e3ed8373cd6c,c4,c2,25,p2,?,surb={'id': '940eae24-b6f2-45d0-87bc-f22d720d2841', 'route': ['p2', 'e1', 'i9', 'x11', 'p1', 'c4']}
1769491153.333714,RECEIVED,0b5f076d-3cbf-49fd-ba20-0042e57129fe,c927eb48-d5ba-4bf1-bd5e-9da77abd5221,c4,c2,27,p2,?,surb={'id': 'abab1aed-1cf2-4f14-9a6a-fa1020ebcab7', 'route': ['p2', 'e4', 'i12', 'x7', 'p1', 'c4']}
1769491153.3559098,RECEIVED,1f7d6071-d863-4e40-b3b6-201c5fcf1e5a,60df1ca4-b339-42ca-988b-237383e1123e,c4,c2,26,p2,?,surb={'id': '4fe79b33-33df-494a-88ae-73b6b98ee1a2', 'route': ['p2', 'e2', 'i8', 'x11', 'p1', 'c4']}
1769491153.4038503,SENT,2a3f0845-138f-4f29-a105-b10f004aac2a,2dcfd9e5-e8c7-4da0-b516-5c442beea541,c2,c4,3360,?,p2,
1769491153.4039974,CREATED,20482894-a470-4c50-9d7a-0d562901fcd2,244ea1d6-0705-4dea-b9e3-9cc3d14789bf,c2,c4,27,?,?,surb={'id': 'd2f841f1-c97d-456f-9bdb-ec40c2331cb0', 'route': ['p1', 'e5', 'i5', 'x6', 'p2', 'c2']}
1769491153.5182724,RECEIVED,69affd26-5d9c-4632-8b58-02c6e309435a,8f7bd8be-25cc-4b06-b6f6-23c8475ca55d,c5,c2,27,p2,?,surb={'id': 'ed048764-1217-42c7-a0df-a326ecb3f160', 'route': ['p2', 'e11', 'i5', 'x9', 'p2', 'c5']}
1769491153.823436,RECEIVED,94322dbb-ae03-44d2-a7c8-3785c4c35d25,a38159ce-d0f5-43a4-9cf8-8812ada94da7,c5,c2,27,p2,?,surb={'id': '853a014e-4287-4afc-8088-18aad587a055', 'route': ['p2', 'e6', 'i11', 'x7', 'p2', 'c5']}
1769491154.1723926,SENT,9a980c19-6b64-418e-b4f4-50fc75c4f556,1abcbb44-d06b-4794-abe2-5dd6814d2ef3,c2,c4,3388,?,p2,
1769491154.1725252,CREATED,6c778efb-b3d7-4b27-b2d6-a29261adc588,64b764b2-5a5f-41ed-bd3b-8e50e55d9446,c2,c4,27,?,?,surb={'id': '5d9c4640-6ed8-437a-aba1-7c1e8314fe74', 'route': ['p1', 'e11', 'i9', 'x8', 'p2', 'c2']}
1769491154.1905403,RECEIVED,cb313bf1-1ee6-4ae7-b1b0-1fd9f253e8ce,e02493b8-0e42-4a6c-b9d1-71d6dbb8a695,c4,c2,26,p2,?,surb={'id': 'b1bf9951-dcc6-47ba-a500-56ae4456b4ff', 'route': ['p2', 'e10', 'i8', 'x8', 'p1', 'c4']}
1769491154.2026422,RECEIVED,475b4e1a-53cd-4ef0-9e47-1858b0419814,df58c116-38fe-4352-8134-a08974b00537,c5,c2,27,p2,?,surb={'id': 'ce116452-9488-4006-8e11-6c465808562c', 'route': ['p2', 'e11', 'i4', 'x5', 'p2', 'c5']}
1769491154.267274,SENT,8565d4e7-e2d3-454a-af66-c43c75514ea4,4126c81a-bd37-4acb-a77a-59a0d7b8258c,c2,c4,3400,?,p2,
1769491154.2673662,CREATED,06399910-6268-4d0a-99ee-15724a89affb,428eccb2-9238-46bf-bf47-81d1e8c0a681,c2,c4,27,?,?,surb={'id': 'f0970388-a94e-4c27-bc8c-33076f6168c7', 'route': ['p1', 'e2', 'i1', 'x3', 'p2', 'c2']}
1769491154.4076478,RECEIVED,efe8512b-0f82-4707-9e4e-36347c5c48a6,a1070daa-da5d-4ce5-84cd-0206051cd89e,c5,c2,27,p2,?,surb={'id': '49e5e556-8eee-4ec6-8831-32b5f5b2faac', 'route': ['p2', 'e12', 'i8', 'x9', 'p2', 'c5']}
1769491154.4519877,RECEIVED,fa87a604-ecc4-4ab1-b013-4273bfe84847,97ff2cce-3959-4050-95c3-249a90cdbfb9,c4,c2,27,p2,?,surb={'id': '83f579fd-95de-4606-9a8a-f224aa084b2e', 'route': ['p2', 'e3', 'i8', 'x10', 'p1', 'c4']}
1769491154.4686081,RECEIVED,8dd7aec0-40ba-405c-9cce-32f9e818540f,4e785adb-b0b1-4c10-bb35-163daf0441a8,c3,c2,27,p2,?,surb={'id': '40bb3d63-ada0-40e3-a2e9-7fb6e1435f16', 'route': ['p2', 'e6', 'i5', 'x8', 'p3', 'c3']}
1769491154.5703502,RECEIVED,c6a4ba0a-9ec8-4bbd-a137-1f5f60284360,0060fd90-273a-4fd1-a7b6-57ddbc5e12b7,c3,c2,27,p2,?,surb={'id': '2a3cb380-667a-4431-9c81-cad8722a83cf', 'route': ['p2', 'e6', 'i10', 'x3', 'p3', 'c3']}
1769491154.759043,RECEIVED,6a2c4265-af41-4594-8543-7f18543cbdd7,8908f7e1-dc86-49c5-815b-26cdfb874ec3,c3,c2,27,p2,?,surb={'id': '1a64526f-9648-44b0-91e3-6983c08c2ebb', 'route': ['p2', 'e3', 'i2', 'x7', 'p3', 'c3']}
1769491154.7706435,RECEIVED,d3b690bf-18ec-4a7e-b2a0-8d80a406c2b7,883621f3-36b8-46b0-9135-c71049f96236,c4,c2,27,p2,?,surb={'id': '5a4d3414-55a2-4430-9b66-02d9fadce04f', 'route': ['p2', 'e4', 'i4', 'x2', 'p1', 'c4']}
1769491154.893146,SENT,6fc2f27b-a4a5-40ac-a61e-04e05576aa6e,bdf3c487-5e61-4955-9670-1a91bd92bf73,c2,c4,3376,?,p2,
1769491154.8932974,CREATED,c5df60ea-c23c-459d-b870-dfbea7a5635b,cf615556-ba62-4bb9-b947-fa0fb9fc3728,c2,c4,27,?,?,surb={'id': 'f52ea139-5e42-4165-81a0-749380cf5d08', 'route': ['p1', 'e8', 'i5', 'x8', 'p2', 'c2']}
