timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769475967.4868073,CREATED,417114c3-0466-4cd3-8207-7bda9258173b,3730e984-ac89-48cc-a3d4-8857e7135fd0,c2,c1,27,?,?,surb={'id': 'fb73ee43-13bb-45a5-8fd8-b3d9d23b73fc', 'route': ['p1', 'e3', 'i12', 'x4', 'p2', 'c2']}
1769475967.5669956,SENT,5cb4b7ee-23d7-444d-97f5-6cc6f0d5f9a3,c5e1d4cc-c303-4359-a38f-980fda170445,c2,c1,3404,?,p2,
1769475967.5671968,CREATED,b12b57c2-d727-4641-adb2-2f5503190b66,4cfec9e1-8ae2-4885-8ac7-2b083b46c19a,c2,c1,27,?,?,surb={'id': 'b27236e5-b8b8-4c35-9393-cc666d738fe2', 'route': ['p1', 'e8', 'i12', 'x12', 'p2', 'c2']}
1769475967.6093557,SENT,14dbcb1e-28d9-423b-bbb0-f8190f8409a5,9ca7d90a-ad87-421d-8406-5c899321ed42,c2,c1,3354,?,p2,
1769475967.6094973,CREATED,e085972d-ad20-42d8-85a3-0efad9bd217f,99caa164-473c-4768-b724-b7c2c820e3cf,c2,c1,27,?,?,surb={'id': '93ca4fd5-b041-42c8-9a8d-2d45950fb142', 'route': ['p1', 'e6', 'i4', 'x4', 'p2', 'c2']}
1769475967.6382298,RECEIVED,de04ac31-c4d0-47ac-835f-6f68824b80ef,8ade8018-81fc-4fdf-a006-0432503555cd,c3,c2,27,p2,?,surb={'id': 'ab7cc641-0b86-4905-9150-a4da580be226', 'route': ['p2', 'e9', 'i3', 'x1', 'p3', 'c3']}
1769475967.7151263,RECEIVED,8fe23daf-e562-4ace-9ae5-2efc4ffe9ada,08fc3cfc-03b5-4c57-ba8a-671887ba8d7c,c1,c2,27,p2,?,surb={'id': '0a2c1b9f-eb57-4334-9965-1a972407c231', 'route': ['p2', 'e12', 'i8', 'x10', 'p1', 'c1']}
1769475967.7935882,SENT,bf1c7394-0845-43f9-a12b-f513699726a6,1b32bfec-ca58-469a-811a-98326dd48f48,c2,c1,3360,?,p2,
1769475967.793739,CREATED,45071c03-3797-4f12-95fb-ddf297d56030,0f69840a-521a-48e8-a7ac-36b0e5a96dcf,c2,c1,27,?,?,surb={'id': '4c2481f9-27aa-4ed1-a028-2021a153ff4d', 'route': ['p1', 'e5', 'i12', 'x7', 'p2', 'c2']}
1769475967.9008644,RECEIVED,48ab737e-ba58-44b0-bb23-d150ee1cc4d6,ff6ed67d-f4b8-407d-b8f8-13ffba8bb87e,c1,c2,27,p2,?,surb={'id': '8483de10-1b60-408b-8bfc-b2093a608afe', 'route': ['p2', 'e9', 'i2', 'x5', 'p1', 'c1']}
1769475968.0060916,SENT,01451b87-7898-49b2-9d63-4503bcb217e5,ef391dfa-8c20-44c0-87a7-e4fe0ff3253f,c2,c1,3375,?,p2,
1769475968.0062616,CREATED,c3e250e8-ef12-49db-9386-eb4b6fb6efa6,96539e25-00ee-4e8a-b003-df592b458d27,c2,c1,27,?,?,surb={'id': 'cbd8a1be-28ae-432c-b5bf-1ed217acbace', 'route': ['p1', 'e6', 'i2', 'x5', 'p2', 'c2']}
1769475968.1605704,RECEIVED,dbc23067-1103-4677-b16b-50d95fd2fc99,0bc1826f-a859-4b98-bdad-f9da51600790,c3,c2,27,p2,?,surb={'id': 'b90eee1f-8c56-433e-869f-e3a431376988', 'route': ['p2', 'e5', 'i6', 'x8', 'p3', 'c3']}
1769475968.1745746,RECEIVED,3ba89c13-9e39-4aac-b49a-3a4b895e1855,237e7c98-fb7a-4cef-9816-8130929d5be5,c4,c2,27,p2,?,surb={'id': 'c88a82a5-f545-4be9-91af-877781a61900', 'route': ['p2', 'e1', 'i2', 'x6', 'p1', 'c4']}
1769475968.2486815,RECEIVED,99ff7ccc-c0f8-4afa-ab91-e3bb92526b64,2fc118d1-0718-474e-a651-34650fb334b7,c3,c2,26,p2,?,surb={'id': '47c8936f-353e-4df8-b9ee-e5e07936e2f3', 'route': ['p2', 'e1', 'i1', 'x1', 'p3', 'c3']}
1769475968.2571256,RECEIVED,72512bd5-a105-431f-a5de-6616029c8e57,fd8a684c-cb33-4036-a11f-820ca79f26a7,c3,c2,27,p2,?,surb={'id': '55a196a1-f8c1-40db-9953-49cab667b2a7', 'route': ['p2', 'e10', 'i5', 'x8', 'p3', 'c3']}
1769475968.2661588,RECEIVED,07e013ab-cc6e-40fb-bd71-b748a183ca94,1f407462-dae1-4968-a793-390f01b2029b,c4,c2,26,p2,?,surb={'id': '0559e5d9-8a5a-4723-b29f-53d55392c0d1', 'route': ['p2', 'e7', 'i7', 'x5', 'p1', 'c4']}
1769475968.3046944,SENT,7edeb46d-6335-49e3-8217-8d05efc5707a,0b420e7b-de71-47e6-9e1a-d4ff36f15315,c2,c1,3383,?,p2,
1769475968.3047621,CREATED,465b3bd9-b34c-4ddc-aff3-173fc8aa72d5,57d675c7-67e2-4bdd-8f0c-b72aab90b9aa,c2,c1,27,?,?,surb={'id': '4a6fe8dd-c6c6-4ec1-afc6-e1245ba5de41', 'route': ['p1', 'e4', 'i4', 'x11', 'p2', 'c2']}
1769475968.3964148,SENT,26c354e1-070b-4a34-a9f7-0a9fd5aa6ef8,9db63b0a-a712-43b5-9bab-141f9a672b63,c2,c1,3380,?,p2,
1769475968.396479,CREATED,3d9117dd-6696-4f8a-96b7-13493913916a,57feea6d-abc0-4cbd-a12e-62f823f04da6,c2,c1,27,?,?,surb={'id': '89f2ba02-83b5-4c92-8c35-31d9895fe6a4', 'route': ['p1', 'e4', 'i8', 'x3', 'p2', 'c2']}
1769475968.3988206,RECEIVED,04e46c3d-472d-4155-a5a8-12dceb8ecb7c,ce998d29-e254-4d43-950b-a415a89474f4,c1,c2,27,p2,?,surb={'id': '72f2d8a9-04f9-442b-8333-3ac57a4c2481', 'route': ['p2', 'e9', 'i4', 'x5', 'p1', 'c1']}
1769475968.4005635,RECEIVED,6cf1585b-4e73-4757-a47a-33077d718788,fd0ad0b2-af74-4b7c-b31c-4ddc79a4034c,c1,c2,26,p2,?,surb={'id': '959055be-b636-495d-9859-351a107be61e', 'route': ['p2', 'e1', 'i1', 'x1', 'p1', 'c1']}
1769475968.6663015,RECEIVED,47f71348-5ed0-454b-9a7f-032b62ffc77c,572952ce-777d-4a26-8f5b-515d95227cbb,c4,c2,27,p2,?,surb={'id': '5adbb1ba-1c1d-4e14-bf1a-d6cf1dd00ddb', 'route': ['p2', 'e10', 'i9', 'x2', 'p1', 'c4']}
1769475968.6906295,SENT,452fb7ec-b799-4e40-a341-1561a39ca7db,5fecc53b-4632-4369-9d19-07f043382720,c2,c1,3392,?,p2,
1769475968.6907606,CREATED,93fe9bd1-2b8e-4688-9c0e-b6e74eb301bd,22d9ab84-8394-41e4-b643-d4a77539a000,c2,c1,27,?,?,surb={'id': '42318278-95b7-431b-99a5-517549440831', 'route': ['p1', 'e8', 'i12', 'x9', 'p2', 'c2']}
1769475968.714669,RECEIVED,c6ba4ede-3e8f-44f1-b2f5-56c49ea85204,7f76f896-a78b-4162-8842-ad89a969e6c3,c3,c2,27,p2,?,surb={'id': 'cc93ce55-b55f-486d-9d77-8c89c216fda8', 'route': ['p2', 'e3', 'i1', 'x5', 'p3', 'c3']}
1769475968.7666445,RECEIVED,b30fd2d0-5c27-44c4-8d91-c8cd06a46aec,c5e647af-80f4-48c0-9d94-64878338faf1,c1,c2,27,p2,?,surb={'id': '01f3ca20-d6e7-4cec-834a-f7c72b96540c', 'route': ['p2', 'e1', 'i5', 'x6', 'p1', 'c1']}
1769475968.8048608,RECEIVED,8afc5213-77f7-499b-b889-19b789aa673e,5abf7fd8-8e6b-4fc8-a3af-64bc91831146,c3,c2,27,p2,?,surb={'id': '2d3de78c-5fcb-4c21-8186-829b50e5e71a', 'route': ['p2', 'e3', 'i4', 'x4', 'p3', 'c3']}
1769475968.84001,SENT,347c240d-8ae9-4f76-b8c0-9ba122114ff9,afc69f65-bee9-40cc-8c05-ce0dfe4241fb,c2,c1,3383,?,p2,
1769475968.8401744,CREATED,31e4ab71-b72b-4bab-8515-3e67e69351aa,5662708a-1bda-48e6-aca7-09132deb68e6,c2,c1,27,?,?,surb={'id': 'bf520cf9-23b3-4309-860b-c694bf93ef52', 'route': ['p1', 'e9', 'i7', 'x6', 'p2', 'c2']}
1769475968.8433776,RECEIVED,666ba22c-8ac0-4e4d-b603-a6df67ae2957,82e16ae2-e279-4a95-ad95-0ba2842d2c72,c4,c2,27,p2,?,surb={'id': '3429f560-0167-4bba-878d-ebbfa146c45d', 'route': ['p2', 'e12', 'i10', 'x4', 'p1', 'c4']}
1769475968.8588607,RECEIVED,8f49f4de-ccfc-4ef1-9a75-b8052f7a5431,1ffe67f2-77c6-4958-9dbc-c24ba6fbe8ff,c3,c2,26,p2,?,surb={'id': '329638f2-d2c5-4f0b-b758-4d76155bf6d4', 'route': ['p2', 'e1', 'i2', 'x9', 'p3', 'c3']}
1769475968.9317563,RECEIVED,bfcaa7aa-7617-499e-bb77-6a28086f3139,df7168b2-76f2-41ac-ab3a-60efe4d420ce,c1,c2,27,p2,?,surb={'id': '170cf3c6-541e-4192-b10c-411bf1363498', 'route': ['p2', 'e6', 'i4', 'x11', 'p1', 'c1']}
1769475968.9348881,RECEIVED,19db6018-4d51-457f-8f82-e533ff0fdbeb,22e07995-bc4c-4dbe-9d0b-e3e9d9b02ef9,c3,c2,27,p2,?,surb={'id': 'c7668921-d92a-490c-b46a-bad768ce11a8', 'route': ['p2', 'e1', 'i7', 'x6', 'p3', 'c3']}
1769475968.9404147,RECEIVED,d58ab07f-c0cc-436d-8faf-f0f8d8e88c72,555896e7-5b8b-431e-9817-8262581ff032,c1,c2,27,p2,?,surb={'id': 'ebc18053-2364-4199-a29d-d2fd90a45228', 'route': ['p2', 'e7', 'i5', 'x4', 'p1', 'c1']}
1769475968.9483488,SENT,f9ebf79c-1daa-4541-8510-bf85c703e54e,5d2bab15-65f7-4c90-b241-32ba779647c4,c2,c1,3393,?,p2,
1769475968.948478,CREATED,65bd6167-d152-4905-a219-12442ef1f684,b56ee6ff-f328-4371-86ad-c8023fd6e004,c2,c1,27,?,?,surb={'id': 'a35b68f4-9c32-4b45-b848-336170541c3a', 'route': ['p1', 'e6', 'i6', 'x12', 'p2', 'c2']}
1769475968.9874477,SENT,0c83ac92-6728-4ddf-8908-e01d0146a91b,ee551b80-a671-46ec-bf60-149f1fa1f3f8,c2,c1,3403,?,p2,
1769475968.9876015,CREATED,2e7681b7-7566-4b32-8cb6-d3e1196729dc,261a512e-0b1a-4886-a258-98b32fa7d127,c2,c1,27,?,?,surb={'id': 'ce95f8e6-6653-40f0-9f32-4ba667933f49', 'route': ['p1', 'e11', 'i11', 'x8', 'p2', 'c2']}
1769475969.0588224,SENT,712c8efc-249b-4e03-860d-8b5be169cdac,0df6c1bf-33f9-4420-be28-8f9ceb76a74d,c2,c1,3396,?,p2,
1769475969.0589535,CREATED,1c854758-4503-4ccd-8152-d12c06def07b,cd4c52ac-f910-4c9e-818c-6b9e8c4d731a,c2,c1,27,?,?,surb={'id': 'b6fc8506-e530-441d-ba29-edb0497a0efd', 'route': ['p1', 'e12', 'i7', 'x10', 'p2', 'c2']}
1769475969.2245548,SENT,03354915-57c8-4448-a02f-6835cc7cfb42,08499034-5a39-4186-9d05-cd5db4255518,c2,c1,3376,?,p2,
1769475969.224666,CREATED,2094c7d6-2b3e-45d4-a297-92820323928b,6b125d2e-4f52-4146-8555-703a347d9de1,c2,c1,26,?,?,surb={'id': 'f2ea2cf5-fc79-4c9f-b937-50fe8a968f23', 'route': ['p1', 'e2', 'i1', 'x11', 'p2', 'c2']}
1769475969.3328135,RECEIVED,2ed31ee1-6836-4ca4-b6bf-993869199007,839a2f69-13cc-4232-8d8b-2d4b48c635f7,c1,c2,27,p2,?,surb={'id': '8315f11e-c43c-4bc4-ac7a-0f31ee488b21', 'route': ['p2', 'e11', 'i5', 'x9', 'p1', 'c1']}
1769475969.4583883,RECEIVED,153e949a-f315-45da-a42d-bd8f30afbfc1,b06de82f-b3ef-4e36-85d2-01f1b0c58dfc,c1,c2,27,p2,?,surb={'id': '88485b89-852b-40ee-8599-83c7d525394e', 'route': ['p2', 'e12', 'i9', 'x5', 'p1', 'c1']}
1769475969.4823754,SENT,9039f1fd-4f87-4636-a136-bfbab11709e4,120317e5-b685-410a-bd7d-4597805a3cf2,c2,c1,3359,?,p2,
1769475969.482522,CREATED,4c95e7b8-a066-4aeb-be1a-f520aaf26bdc,b93e1bfb-ad3a-4e5d-abce-1229a95761b9,c2,c1,27,?,?,surb={'id': 'e84f7bc6-efa4-4a00-bdca-d179e043b095', 'route': ['p1', 'e7', 'i10', 'x2', 'p2', 'c2']}
1769475969.5370803,RECEIVED,6f694784-5d5a-4349-9d5b-23a0aea65fd2,042f3b32-570a-436d-8d30-0f6f02701492,c3,c2,27,p2,?,surb={'id': '99018490-b174-463f-8706-82548cff8e66', 'route': ['p2', 'e2', 'i6', 'x8', 'p3', 'c3']}
1769475969.7321918,RECEIVED,4133e63a-0a7e-4e5d-9fa1-ec320d68b216,33c9c0a4-490a-45c7-9cca-b55736fd87bf,c3,c2,26,p2,?,surb={'id': 'cf1b9704-a843-43d0-aa92-6417d37a2b14', 'route': ['p2', 'e12', 'i9', 'x12', 'p3', 'c3']}
1769475969.7333565,SENT,e3d1a5fc-5d6d-428c-a8ba-8307873932c9,b27672bd-a697-44f1-87a6-bf220c063eb1,c2,c1,3396,?,p2,
1769475969.7335026,CREATED,2ca5b55b-aa46-403f-8efa-ed1a18b6e921,b9b9b5b4-029e-4ea0-bf82-1c5b1f49bd50,c2,c1,27,?,?,surb={'id': '1efb9732-efc8-4d3b-ab63-c51a767b456f', 'route': ['p1', 'e2', 'i11', 'x2', 'p2', 'c2']}
1769475969.7569804,RECEIVED,a217b40b-5174-4520-bbdb-45bf13ef0027,018e7317-05ce-4a12-9869-04582e7f5f46,c1,c2,26,p2,?,surb={'id': '4e78ba07-b76c-4d70-8cc1-1ec264de66f8', 'route': ['p2', 'e5', 'i3', 'x1', 'p1', 'c1']}
1769475969.9846203,RECEIVED,d7d252ae-5cc4-4b86-ada6-f2174ced2738,d115a44b-7442-4fe3-86c9-f23e5b18c70f,c4,c2,26,p2,?,surb={'id': '462a51cc-08ba-4833-98f5-6741a932eabb', 'route': ['p2', 'e5', 'i11', 'x8', 'p1', 'c4']}
1769475970.0135968,RECEIVED,de7fc660-b85b-411f-b7eb-855b60321c48,7d71500b-b6e4-4400-835a-884c626be39c,c1,c2,27,p2,?,surb={'id': 'b7c324f4-7c03-4ed4-b870-8660451ca1c0', 'route': ['p2', 'e5', 'i10', 'x4', 'p1', 'c1']}
1769475970.180907,RECEIVED,b9058c96-d4b7-4299-a617-542903c2fd9b,9c08d360-cd8e-4648-8ac2-af6613bcc2f4,c3,c2,26,p2,?,surb={'id': '0c010b50-100f-427a-8912-6068fa7aed6b', 'route': ['p2', 'e2', 'i11', 'x9', 'p3', 'c3']}
1769475970.2583494,RECEIVED,42020eb6-656e-4069-95e0-bd03bef00095,6f089b03-49ac-42c8-96ad-1bd7c4a836e7,c3,c2,27,p2,?,surb={'id': '8996a313-6060-4185-971b-9243cbc196d3', 'route': ['p2', 'e11', 'i12', 'x10', 'p3', 'c3']}
1769475970.2946754,RECEIVED,d7a75719-101b-47f0-bdf6-a3bb70abdbd3,b580d24c-f6c0-4d6a-9e46-b83c27d4cc2a,c4,c2,26,p2,?,surb={'id': '7262f598-a40e-4244-a0ca-f581a8300876', 'route': ['p2', 'e3', 'i3', 'x11', 'p1', 'c4']}
1769475970.3313892,SENT,1f911187-d7b9-40c2-bb59-fc56913c6c88,27a219d5-f4c5-4d7f-bca7-2cfb8028ee5b,c2,c1,3360,?,p2,
1769475970.3315206,CREATED,e5894c33-0477-40c3-9952-acb78785312a,a5fcc555-e7c0-4f55-9593-481d4368ab95,c2,c1,27,?,?,surb={'id': 'e508a71f-cb23-4798-b265-c4e92799db0c', 'route': ['p1', 'e4', 'i1', 'x9', 'p2', 'c2']}
1769475970.3658595,RECEIVED,eb862fb4-8cde-46ab-b2e3-e0531f1a996f,23179fe7-6029-413f-bc5e-a128f82d6983,c4,c2,26,p2,?,surb={'id': 'd1d710a5-d787-444c-a745-deda591bbf57', 'route': ['p2', 'e8', 'i7', 'x6', 'p1', 'c4']}
1769475970.472591,RECEIVED,32f51ccf-0a37-4ad4-ad9d-1e0928860feb,eed8480c-6e36-4492-afe0-40943f8a05b4,c1,c2,27,p2,?,surb={'id': '83724e67-9571-47a7-bb85-7b477ca20627', 'route': ['p2', 'e1', 'i1', 'x11', 'p1', 'c1']}
1769475970.7983077,RECEIVED,72aa3227-202f-4c80-86f4-41e558c272b8,74131f12-88be-41f9-9bc8-2355d61f1592,c1,c2,27,p2,?,surb={'id': 'ff593661-9a2d-4cb3-9b22-afdf29d27650', 'route': ['p2', 'e7', 'i5', 'x1', 'p1', 'c1']}
1769475970.8533769,RECEIVED,4a2789f7-2541-4570-aee8-3ee0804aa537,6ac42529-730c-409c-bff5-d24fa5073621,c4,c2,26,p2,?,surb={'id': '1befa658-4e86-4b90-983b-4b3dcf30d625', 'route': ['p2', 'e10', 'i2', 'x3', 'p1', 'c4']}
1769475970.8582988,RECEIVED,5566a873-5205-48e7-8136-2f1f14ad1f6d,c2b4d13c-e55d-4eff-99bb-4af67fa5d64d,c4,c2,27,p2,?,surb={'id': '60ddff53-7c9a-46fe-b8c2-1fe9042b1562', 'route': ['p2', 'e7', 'i2', 'x12', 'p1', 'c4']}
1769475971.2544067,RECEIVED,500420da-7078-45a6-948f-2d4fed1fcf27,ac30c2d8-820e-4387-855f-60b7c585f7b0,c1,c2,27,p2,?,surb={'id': 'c275aafa-8182-4f48-bcba-eaf232d381a2', 'route': ['p2', 'e5', 'i10', 'x4', 'p1', 'c1']}
1769475971.316779,SENT,8e1b6379-1bf0-4379-b29a-4e8335288f5f,4efb837c-d275-42c7-9050-95804cdeeaef,c2,c1,3399,?,p2,
1769475971.3171933,CREATED,65c40cb2-b9d4-4362-ab92-0a8954a85b7f,c0b4acb7-9237-484e-bae0-054deb166336,c2,c1,27,?,?,surb={'id': 'd2ed44ea-3c65-45cd-8fb9-0cf6e39fac83', 'route': ['p1', 'e3', 'i11', 'x4', 'p2', 'c2']}
1769475971.317562,RECEIVED,4773d761-0678-4e87-9690-1edb4fa445f8,ad13fb4a-cf0d-4b22-892f-25bbb648a43c,c3,c2,27,p2,?,surb={'id': 'd9964753-ce37-43bb-9c8a-f6bce25240cb', 'route': ['p2', 'e11', 'i1', 'x6', 'p3', 'c3']}
1769475971.4795172,RECEIVED,a18818e9-f0ec-46f9-956d-8bbd5a0e5f5c,8196ec08-1c31-43e7-9d9c-52b8daf8b0e1,c4,c2,27,p2,?,surb={'id': '387fc30a-f691-40ed-91c0-2ff489c815ba', 'route': ['p2', 'e1', 'i2', 'x11', 'p1', 'c4']}
1769475971.513743,SENT,8d7aaeb7-e85b-443d-868d-5769c5badfc7,4f45bff3-2330-4e2c-a598-ffd5c12bb89f,c2,c1,3378,?,p2,
1769475971.5138843,CREATED,bab7ac7c-d989-4918-9d64-db409d81973a,2e97d6d9-3be7-4e50-8fd9-de4287d65c0c,c2,c1,26,?,?,surb={'id': 'cd97e979-76e6-425f-96c9-c22a3f9a3cfc', 'route': ['p1', 'e6', 'i3', 'x5', 'p2', 'c2']}
1769475971.8474038,RECEIVED,2b987dd3-dd25-44a3-a9d6-1ecd1aedc18e,2a43a7f9-18f8-418a-a5c6-fe595570ee99,c4,c2,27,p2,?,surb={'id': '0810425b-bf7b-4d7f-9459-907f76e14225', 'route': ['p2', 'e4', 'i1', 'x9', 'p1', 'c4']}
1769475972.0627918,SENT,b9d3ab2d-d97b-4b97-8a32-19006fffccbd,58bb332b-c3a9-4704-974a-68f4f5fc2d0d,c2,c1,3376,?,p2,
1769475972.0629408,CREATED,d01a308f-648e-45d9-b79c-897b4e4a468e,89e40db3-9f0d-4dbb-8e75-ca3870a4bd33,c2,c1,27,?,?,surb={'id': '665990c2-5321-49d4-b260-7fb5136d693a', 'route': ['p1', 'e8', 'i1', 'x11', 'p2', 'c2']}
1769475972.1638365,RECEIVED,7d881cdc-1d01-4bad-86ab-8b2cde45679b,4ea7bdf9-7c40-498c-b0bb-a2967be44ae8,c4,c2,27,p2,?,surb={'id': 'd868d3b3-fc98-41b9-b75b-f514095efb34', 'route': ['p2', 'e3', 'i12', 'x1', 'p1', 'c4']}
1769475972.1924505,RECEIVED,54de925f-e21f-49a1-b2a5-10c0d6eb983d,67653982-2178-4771-91a7-961203f413ae,c3,c2,27,p2,?,surb={'id': '01a7b18a-e415-4409-9f92-666b21bf2dbe', 'route': ['p2', 'e7', 'i7', 'x12', 'p3', 'c3']}
1769475972.206863,SENT,1d600d27-d8b1-4560-8f4b-e7d6535d1033,0b0ef5cc-50b7-4864-b0d6-ba008a80bf6b,c2,c1,3367,?,p2,
1769475972.2069151,CREATED,83537fd9-44d0-41ad-8aac-ef16f4fe9208,28233ce0-c781-43bf-91cf-cf015c4eda78,c2,c1,27,?,?,surb={'id': '86fe99c5-5181-4b28-bb46-8beae77d7cfa', 'route': ['p1', 'e5', 'i1', 'x8', 'p2', 'c2']}
1769475972.2200933,RECEIVED,a99a991a-4372-45b5-bc1e-8fd91e87e9ea,48edb655-0900-47e6-ad52-9200b220d0a8,c3,c2,26,p2,?,surb={'id': '65c6241b-0be6-4400-95f5-d2d9915e7406', 'route': ['p2', 'e6', 'i4', 'x4', 'p3', 'c3']}
1769475972.294203,RECEIVED,f67e1998-70ea-4a62-840a-6cabd7570c95,d18dd2e7-058a-49d6-a93b-16597a3ad85b,c4,c2,27,p2,?,surb={'id': '6b9e4a46-4cf5-4473-aebe-2adbbd92c1ef', 'route': ['p2', 'e8', 'i6', 'x12', 'p1', 'c4']}
1769475972.4607182,RECEIVED,c07fc6cf-22ac-4d39-836d-29031f00613a,4284c8d5-465a-48e0-91cd-a113abe63462,c1,c2,27,p2,?,surb={'id': '0fccb21f-fd37-4ed5-a74d-853d29cc45f4', 'route': ['p2', 'e6', 'i11', 'x7', 'p1', 'c1']}
1769475972.6533744,RECEIVED,27b10dba-5344-42b6-96a4-8a3e2e829cc6,05aee6e6-b6dd-4942-b778-3ca069479bb7,c4,c2,27,p2,?,surb={'id': 'dd692458-9bdd-4c7a-89c6-bc0f52059a07', 'route': ['p2', 'e4', 'i10', 'x7', 'p1', 'c4']}
1769475972.7465177,RECEIVED,2588b942-22d4-4cf5-98bb-02c1feb94b05,3dfa480a-047d-4c43-8036-19aefb6c7441,c4,c2,27,p2,?,surb={'id': '7932a928-7edf-4587-ba1b-ab3d3e8ea001', 'route': ['p2', 'e7', 'i10', 'x5', 'p1', 'c4']}
1769475973.1259284,RECEIVED,dbcc75ba-7c80-4bdb-ace4-9ca16b334916,ecc47117-9451-4d0d-bbb8-d3aff824b772,c3,c2,27,p2,?,surb={'id': 'fc609207-1a91-42e3-b627-f842e2a4c545', 'route': ['p2', 'e10', 'i7', 'x5', 'p3', 'c3']}
1769475973.2428434,RECEIVED,030257bb-5124-47e5-b096-ea725cf57f4e,840355a4-c643-4698-9281-81eb561ba7c9,c4,c2,25,p2,?,surb={'id': 'e5bef3df-0884-4707-874d-4fc646ebaa33', 'route': ['p2', 'e8', 'i11', 'x5', 'p1', 'c4']}
1769475973.2895393,RECEIVED,3fc4b037-67c6-4ae2-800c-2d6d10d8b65f,0a190a22-2218-4f65-b4dd-a2283f4a5e2d,c1,c2,27,p2,?,surb={'id': 'c30e2474-3bf6-4a16-ac88-e629d1fb1bf7', 'route': ['p2', 'e5', 'i12', 'x2', 'p1', 'c1']}
1769475973.3643632,RECEIVED,b2483dc0-b53f-4d94-82c7-58faad6f001e,cc94ed61-a181-455f-953b-3077c0355e45,c3,c2,27,p2,?,surb={'id': '3afc3f01-bb84-44dd-943c-8d70470be421', 'route': ['p2', 'e5', 'i10', 'x6', 'p3', 'c3']}
1769475973.3724432,RECEIVED,960e3ee9-0a91-4db7-a9aa-ed450b750659,0ad0b522-63a8-4858-a7cf-ced38a87e3a1,c4,c2,27,p2,?,surb={'id': '017232d0-653f-418c-8f29-172440731245', 'route': ['p2', 'e4', 'i3', 'x9', 'p1', 'c4']}
1769475973.5071657,RECEIVED,cc8becfb-d712-4e98-85be-1c08a417e4d9,70dc20a8-87ff-45df-86ed-85c879c0919c,c1,c2,27,p2,?,surb={'id': '39cd63cd-bde2-4684-9387-79ee4eded683', 'route': ['p2', 'e9', 'i9', 'x10', 'p1', 'c1']}
1769475973.5238137,RECEIVED,725bbffa-a423-401b-a6db-70ee3f6fd361,123a31f4-99b0-4a63-a7f4-3d56bb4e6086,c1,c2,27,p2,?,surb={'id': '73ebf302-3de2-47f7-bdf8-2c7989ccfa6a', 'route': ['p2', 'e3', 'i12', 'x1', 'p1', 'c1']}
1769475973.5939956,RECEIVED,9cb24b36-214b-4995-9968-dc02f0684981,8f105932-1da3-4601-9352-b4ece463d69a,c3,c2,26,p2,?,surb={'id': '00253c30-558b-4130-99b5-dcc99415b6bc', 'route': ['p2', 'e12', 'i12', 'x9', 'p3', 'c3']}
1769475973.6845307,RECEIVED,806a2867-13a0-4a6e-9cfa-02335715c382,e48a717d-9032-4fd6-add6-91a457c27100,c3,c2,27,p2,?,surb={'id': '99bef92a-c6a3-4bc8-9ba4-3b412f4e8cd8', 'route': ['p2', 'e7', 'i2', 'x5', 'p3', 'c3']}
1769475973.6883848,RECEIVED,660c738a-7d7a-4296-8ee5-3ddd28f023db,96367245-f439-4da5-8eea-7e96acf4b014,c4,c2,27,p2,?,surb={'id': 'e3dbc45d-17b1-4359-bac9-15446a072ca9', 'route': ['p2', 'e11', 'i9', 'x3', 'p1', 'c4']}
1769475973.7140334,RECEIVED,59298299-2158-47d7-8a37-c756a9f62076,d261cc64-dd98-4f28-a744-b5c4216e599c,c3,c2,27,p2,?,surb={'id': '90304cdf-7023-465f-9ce2-e14cdde70557', 'route': ['p2', 'e4', 'i11', 'x10', 'p3', 'c3']}
1769475973.8291702,RECEIVED,49495453-25ec-453d-8211-b87feed109ad,883da4cc-2714-42db-8ada-2a31554d9186,c1,c2,27,p2,?,surb={'id': 'b7539a78-30bd-4ae3-b1e1-6c3430ea1046', 'route': ['p2', 'e5', 'i6', 'x5', 'p1', 'c1']}
1769475973.8625731,RECEIVED,2ae8461f-984f-4cec-ac60-fd0c1b45b9e5,d38f26f6-2c8b-4bfa-bb4e-5f142c44a453,c1,c2,27,p2,?,surb={'id': '3de7266e-0dce-4fa6-9d94-46b66fc8d73e', 'route': ['p2', 'e7', 'i8', 'x9', 'p1', 'c1']}
1769475973.9026601,RECEIVED,9a2b90ee-2902-4b50-bda8-50a1ec8b035f,a67e2ac6-a110-4257-b90e-0b879a1ef235,c4,c2,27,p2,?,surb={'id': '6073fc39-85ec-4730-b4b6-05450fce49e1', 'route': ['p2', 'e6', 'i10', 'x3', 'p1', 'c4']}
1769475973.91923,RECEIVED,2395c74c-2a64-4ba1-985e-5bc8e877bd31,9040bea2-e85e-4349-9ebe-0b3e9dfe9944,c4,c2,27,p2,?,surb={'id': 'c5983940-ac39-4790-ba15-138e729dadda', 'route': ['p2', 'e1', 'i5', 'x11', 'p1', 'c4']}
1769475973.9669268,RECEIVED,2e2009d2-817e-4d08-a352-9f26d4045c93,783d80fd-0697-47fd-8843-020a498de116,c4,c2,27,p2,?,surb={'id': 'f2acc5d9-784c-4a8b-87b6-ddc85eceba62', 'route': ['p2', 'e6', 'i8', 'x1', 'p1', 'c4']}
