timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769734963.915091,SENT,e7068e83-d3cf-40bb-8bf7-ea2fc7d13aaf,64c22ff4-4e95-48b6-b4da-ad98e0955a3c,c3,c2,3382,?,p3,
1769734963.9152539,CREATED,7696bcd1-63a9-4673-a037-fa75603b156b,4329615b-5c3c-468d-bf07-d65db758f1b4,c3,c2,27,?,?,surb={'id': '775543f8-d35d-4a19-85a7-2c5cacfcb769', 'route': ['p2', 'e6', 'i3', 'x9', 'p3', 'c3']}
1769734967.612437,RECEIVED,5e02eb17-15f3-4324-b025-8649f37c2f68,ac5e6d04-3c78-4c98-8d66-91668ba68322,c1,c3,27,p3,?,surb={'id': 'a6f213d9-2557-4a0a-84ff-63d9272e190b', 'route': ['p3', 'e7', 'i1', 'x2', 'p1', 'c1']}
1769734967.708511,RECEIVED,380791f5-0b9c-4302-93f0-26fe5af05ccd,82d1c89f-276a-4cad-9ae9-4bf5d5229a4b,c1,c3,26,p3,?,surb={'id': 'f4b65ad0-53f6-4fdb-b7f8-eec453e91cdb', 'route': ['p3', 'e8', 'i5', 'x8', 'p1', 'c1']}
1769734967.8860004,RECEIVED,a1850b5c-30a2-42aa-918e-7909acc11dd8,3b2f9c5d-b746-4cec-a345-32091c7d0552,c2,c3,27,p3,?,surb={'id': 'bd742379-fdcd-443b-8df9-6a48d0f0c382', 'route': ['p3', 'e12', 'i6', 'x4', 'p2', 'c2']}
1769734968.015081,RECEIVED,c975f96e-37cb-4cb6-acce-b22c94dec27f,e028f126-24d5-416f-9ee9-fb916492b1ec,c1,c3,25,p3,?,surb={'id': '17bde2bc-8c2d-4739-a937-730ed1b06135', 'route': ['p3', 'e6', 'i5', 'x7', 'p1', 'c1']}
1769734968.0297694,RECEIVED,8fe8e241-a5b8-47ba-a070-ecb59e9b302c,04343f91-991e-4a13-a202-8bd8d2f97325,c1,c3,27,p3,?,surb={'id': 'c558d668-6733-469a-9dee-a7a2eb5feef9', 'route': ['p3', 'e10', 'i10', 'x7', 'p1', 'c1']}
1769734968.0601904,RECEIVED,2ba89e8b-2f2f-4905-b671-449b006d9c4e,971e3eb2-62ef-4239-bdb1-01ddbd13a9e6,c1,c3,27,p3,?,surb={'id': '10249614-53f2-4618-96ec-021637734f22', 'route': ['p3', 'e5', 'i6', 'x12', 'p1', 'c1']}
1769734968.1454358,SENT,ff521eee-86fb-4737-b393-af477fcb0de1,9e4f5616-61a6-446b-ab85-52ec4912e8c8,c3,c2,3396,?,p3,
1769734968.1455688,CREATED,7967ef97-745f-400a-ba0d-1efa81b75b54,9a547fd4-40d9-44e8-890f-f8620d2e2b65,c3,c2,27,?,?,surb={'id': '5fd939bc-4a76-4702-928c-d42d44a5759c', 'route': ['p2', 'e10', 'i12', 'x5', 'p3', 'c3']}
1769734968.6488612,RECEIVED,f641ab3e-4f8e-47a0-8d08-2adb0d3464bd,2e560883-0074-48be-9137-883b713f0112,c1,c3,26,p3,?,surb={'id': '9a9bc8a5-c013-44ed-99cc-a39a974df80c', 'route': ['p3', 'e8', 'i12', 'x2', 'p1', 'c1']}
1769734968.680912,RECEIVED,5f98f511-e2fa-45a1-9571-88c262fbb323,c8b1f087-70c9-4e7c-a218-5bd6c29e5f90,c1,c3,27,p3,?,surb={'id': '7216527d-0bf0-4cd2-990f-a9343cda73f8', 'route': ['p3', 'e6', 'i10', 'x4', 'p1', 'c1']}
1769734968.7054896,RECEIVED,a4a4ead0-a423-4f38-b0ed-f01f2fab8277,4dd6d1d0-d498-4644-b626-8ed150ca0d3d,c2,c3,26,p3,?,surb={'id': '5578e964-cdeb-4e51-9bb4-6e86ccf98ec9', 'route': ['p3', 'e9', 'i9', 'x8', 'p2', 'c2']}
1769734968.7819297,SENT,68c9cdb7-7ce3-484d-a74a-d3d47c445c8d,d0f03cd4-b728-433c-b66f-1ba97c142e8e,c3,c2,3365,?,p3,
1769734968.782122,CREATED,c1572018-37c0-4ffc-8eb1-8c48e12a0766,86ab2fe9-f6e2-4600-9002-95f7dbfd3e50,c3,c2,26,?,?,surb={'id': '0b8f6873-81ef-4adb-a551-bb9ca91fcc3a', 'route': ['p2', 'e3', 'i3', 'x6', 'p3', 'c3']}
1769734969.303246,RECEIVED,826a1301-367a-4205-9e2a-2089e54b7a09,d0948a21-8c99-4da0-afcc-152450f84a5d,c2,c3,26,p3,?,surb={'id': '5514977b-3768-4dad-85ba-a47f9f11f3fd', 'route': ['p3', 'e8', 'i3', 'x4', 'p2', 'c2']}
1769734969.3936226,RECEIVED,ca8424ae-dbee-4bfd-9f29-664bb2da915c,0b2d7ee6-25f9-4a75-bb1c-edca94c92cc9,c2,c3,27,p3,?,surb={'id': '0a073fb9-1000-4ed9-8ff6-feb745623abc', 'route': ['p3', 'e4', 'i7', 'x12', 'p2', 'c2']}
1769734969.4961245,RECEIVED,64a0d5da-4c0d-4079-b37e-1277dc195210,948fcf75-3268-43dc-8635-05b848f7bbc8,c1,c3,26,p3,?,surb={'id': '583a965d-a60f-4981-8fba-4765df98368e', 'route': ['p3', 'e5', 'i2', 'x6', 'p1', 'c1']}
1769734969.9002478,RECEIVED,79ebaa30-79f4-4ad1-99f9-6af73f8b9cf2,5ae8ab81-317c-44f2-8576-328dd4237efe,c2,c3,27,p3,?,surb={'id': '2b10562c-5f2b-454b-97c4-8047de5e4ff3', 'route': ['p3', 'e8', 'i12', 'x10', 'p2', 'c2']}
1769734970.204731,RECEIVED,6af39c81-107d-4dca-8aad-a1fcc62f2377,6a0e70ee-ce9c-42c7-b0a8-790911229a1f,c2,c3,27,p3,?,surb={'id': '393b0fbb-1601-4dcc-ae2f-01d916e018ea', 'route': ['p3', 'e11', 'i3', 'x3', 'p2', 'c2']}
1769734970.5107336,RECEIVED,195a5b54-d354-43d7-948e-50a45bc2283f,879be33a-86b0-4769-983b-f3d86820ecc0,c2,c3,27,p3,?,surb={'id': '83a09e0d-d7f4-414c-890d-7441f4db02f0', 'route': ['p3', 'e1', 'i10', 'x7', 'p2', 'c2']}
1769734970.5520077,RECEIVED,46ba82dd-a98d-40bc-aa65-221807a4e3ce,57a80686-d4f3-464d-a70c-50d8e2544fe5,c1,c3,27,p3,?,surb={'id': '8703c775-c40c-4f13-8686-a34f518a0b15', 'route': ['p3', 'e6', 'i9', 'x9', 'p1', 'c1']}
1769734970.5822089,RECEIVED,f7026d3f-d929-4de4-9848-2886c1bd7f2d,2e5d9fba-1567-4003-ad66-bff9f16668a9,c2,c3,26,p3,?,surb={'id': '4f508b66-35bc-4c76-99bd-dbeec72be885', 'route': ['p3', 'e6', 'i6', 'x5', 'p2', 'c2']}
1769734970.90862,RECEIVED,9ad647b2-291c-4ebf-a149-de70f87b2985,d4e7ee05-e6c8-494f-9b0d-d54cce86797b,c2,c3,27,p3,?,surb={'id': 'c81deebc-6001-45bb-8297-5e914d509328', 'route': ['p3', 'e5', 'i11', 'x6', 'p2', 'c2']}
1769734971.0382576,RECEIVED,7c406c96-c1cc-4058-87ab-979abad77be5,a554adda-4e11-447f-9c95-1543deb61c66,c1,c3,27,p3,?,surb={'id': 'db381d98-c6cd-41f0-aad0-854e99efbffb', 'route': ['p3', 'e7', 'i2', 'x5', 'p1', 'c1']}
1769734971.0487628,RECEIVED,c77766e7-e301-463b-ba7d-14b3d51cb303,4e8d4ae5-a767-4d11-b83d-6a13a0f65b25,c1,c3,25,p3,?,surb={'id': 'e7c22fe5-4cbd-434a-958c-852a9ff261b4', 'route': ['p3', 'e7', 'i12', 'x7', 'p1', 'c1']}
1769734971.2264977,SENT,3a12d753-bd38-4e9f-95da-1a80dd77d965,9261c081-a504-4daf-8d8f-a1043ee44c35,c3,c2,3388,?,p3,
1769734971.2266498,CREATED,0714f0ec-6ae4-4deb-8686-c5ecc1e123f4,0069be92-4b6a-409d-b129-ac6c7b698f54,c3,c2,27,?,?,surb={'id': '7c242f2a-b5a4-4fd6-8b97-723dd4926e1c', 'route': ['p2', 'e10', 'i10', 'x1', 'p3', 'c3']}
1769734971.250879,RECEIVED,d510403d-aa4d-4384-9fba-22d0708d90d3,c6f99613-5993-45ec-b336-951ead0adae7,c2,c3,27,p3,?,surb={'id': '4ba575e2-b287-4fb0-a94e-fcb9b7b1b9ef', 'route': ['p3', 'e12', 'i12', 'x1', 'p2', 'c2']}
1769734971.2633774,RECEIVED,32dbaefe-a263-4c06-9137-5ce4cba29122,3f65eb45-4001-4c9f-9736-1c76f0083e72,c1,c3,26,p3,?,surb={'id': '0a6dfa83-508f-41b1-9abe-1045b6753ef0', 'route': ['p3', 'e11', 'i8', 'x7', 'p1', 'c1']}
1769734971.3976908,RECEIVED,50e93143-173b-4792-9bb8-0a29d689a877,7d3da2aa-3a4b-4f26-b19e-81b3e2d90444,c1,c3,27,p3,?,surb={'id': '16c68731-5dc3-439b-a7ba-5f6bc5d67e4c', 'route': ['p3', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769734971.4308603,SENT,75592066-80cd-41df-82a3-be1da66e75b3,5091693a-13d1-4181-ae0f-a6fc90ccae39,c3,c2,3395,?,p3,
1769734971.4309893,CREATED,d41ac8ec-721b-41d5-860f-9cc449783d18,7fc429fe-4711-4bff-98d5-374ce2364292,c3,c2,27,?,?,surb={'id': '529d3bf9-98c7-4f79-97c9-2e5db77e457f', 'route': ['p2', 'e3', 'i12', 'x9', 'p3', 'c3']}
1769734971.4749393,SENT,d1893303-6b2c-4c1a-80d3-34fd02216f9c,9a28dff6-11a7-40e3-a483-3a43ac6893cf,c3,c2,3364,?,p3,
1769734971.4751186,CREATED,fa60a5a2-dd1c-4c1c-94ff-b4c419461f85,77a4106d-6449-4718-a43f-fa7faaa1131b,c3,c2,25,?,?,surb={'id': 'c4fa68fe-2aea-4da2-9b27-11a79b52d9c5', 'route': ['p2', 'e12', 'i11', 'x12', 'p3', 'c3']}
1769734971.6679091,RECEIVED,bcbe3893-e191-4af2-97d6-69a711a4c066,a31f06da-5f24-4729-93ab-96a2f1f82e9d,c1,c3,27,p3,?,surb={'id': '6b6ab60a-025f-48f5-819c-d8b82b176e87', 'route': ['p3', 'e11', 'i12', 'x5', 'p1', 'c1']}
1769734971.9645722,RECEIVED,7b6abf01-6a83-4846-87c9-8360dcd3a01b,0c0e86e6-e20f-44cd-b004-a759455ff068,c2,c3,27,p3,?,surb={'id': '932a1852-8051-4409-8ac0-41ee1fd87ff5', 'route': ['p3', 'e3', 'i3', 'x12', 'p2', 'c2']}
1769734971.9946136,SENT,d8db8453-1a30-4ddf-865d-81e189038cfe,020ce21d-5904-41f5-817b-9642057fdea6,c3,c2,3378,?,p3,
1769734971.9947445,CREATED,80395038-e124-4bb2-938c-427017a778cf,793b739f-521d-470d-af99-ce4a7e2b0361,c3,c2,26,?,?,surb={'id': 'a00447d7-8157-477f-b2a0-6979095148f5', 'route': ['p2', 'e9', 'i5', 'x5', 'p3', 'c3']}
1769734972.0976186,RECEIVED,cb6e0175-a810-4d26-ae19-737f92d94a26,e5d217e0-0ace-4ae8-b816-2949fa2175b5,c1,c3,27,p3,?,surb={'id': 'e1cdb624-596f-478b-b6a1-997891cd5c32', 'route': ['p3', 'e6', 'i10', 'x12', 'p1', 'c1']}
1769734972.2098608,SENT,47984034-23c9-4bc2-9b38-92ff3269ef06,6ac9fff7-8055-424b-b9af-e5180b2749c4,c3,c2,3359,?,p3,
1769734972.2100322,CREATED,35b961f7-5225-4991-9429-33f18212b3d3,f471b5ae-42ff-4a9d-b325-e455730f15fc,c3,c2,27,?,?,surb={'id': '36dc29bf-35fd-427d-a73a-18fcac91b542', 'route': ['p2', 'e10', 'i5', 'x3', 'p3', 'c3']}
1769734972.2176297,RECEIVED,8be8f9a2-c7a7-4ee8-b83b-9750a6b423fa,3b0aeef6-6cdc-4e19-bcaf-8822939e4f4c,c1,c3,27,p3,?,surb={'id': '1a5e27c3-568a-4e72-8273-ca3a2249dc25', 'route': ['p3', 'e11', 'i12', 'x9', 'p1', 'c1']}
1769734972.4343228,RECEIVED,b7a60254-127d-4c90-89a0-6ed260efd6ba,0d3a1b7d-bd6c-4bbd-8c94-15c1f80ae952,c2,c3,27,p3,?,surb={'id': '2c4c9c65-ee97-4271-ae60-dadda029e35f', 'route': ['p3', 'e3', 'i9', 'x2', 'p2', 'c2']}
1769734972.47541,RECEIVED,bf6f5d3d-bf9f-4fa7-95dd-2a5c938a0e35,0b03eefc-16f4-48ed-b016-fa1daf2cc909,c2,c3,27,p3,?,surb={'id': '7ca4b6ea-b9a4-421a-815c-3b09ce30e512', 'route': ['p3', 'e8', 'i12', 'x5', 'p2', 'c2']}
1769734972.6359086,RECEIVED,55205002-6fe6-4ab3-bfbd-f44b28c5d3ff,196f882a-6ce0-45e3-bc9b-6d6f279cb2d1,c2,c3,27,p3,?,surb={'id': 'fb291ac0-561f-47a4-bc74-15cd3d22328e', 'route': ['p3', 'e6', 'i8', 'x10', 'p2', 'c2']}
1769734972.7281027,SENT,dd7e12be-f2a0-4e08-8c3e-4a265dfa1aa4,81006ca9-4c39-42f4-8a9f-534bb361201c,c3,c2,3392,?,p3,
1769734972.7282555,CREATED,bb6c5586-3033-43b2-a4d8-e7119efaca37,842b78fd-d150-41af-9f86-d1f2f7a377e6,c3,c2,27,?,?,surb={'id': '4495477b-5301-4d53-962b-303866b33a3b', 'route': ['p2', 'e7', 'i12', 'x11', 'p3', 'c3']}
1769734972.7424924,SENT,6827c5d4-a9b8-496c-aa16-e23642be99a9,e8d5792c-f87e-4cea-b504-bc6f78edfc89,c3,c2,3395,?,p3,
1769734972.7426293,CREATED,35e0d534-af7b-4f09-bd1b-04e2ac02dd0e,b0370233-22e5-4c85-b99d-04f09170cfc0,c3,c2,26,?,?,surb={'id': '86c7318c-aab5-4d47-b3ce-3e8fe1fa7c85', 'route': ['p2', 'e9', 'i12', 'x10', 'p3', 'c3']}
1769734972.930982,RECEIVED,05b6dc84-ce02-42a1-bf05-1877a1ac91bc,f4a5b94e-a35e-4bb5-aeea-95f26d1cc99c,c1,c3,26,p3,?,surb={'id': 'ed11e452-dc48-4f3e-8ab9-64fa3e49045d', 'route': ['p3', 'e6', 'i4', 'x5', 'p1', 'c1']}
1769734972.9987974,RECEIVED,b62bcdda-82a6-4b3c-81f8-b8310897b6fe,23d95279-54e4-46eb-815a-3efdc0a0696d,c1,c3,27,p3,?,surb={'id': '25ccf717-3d71-4e4f-820f-07db1ff4c878', 'route': ['p3', 'e10', 'i1', 'x12', 'p1', 'c1']}
1769734973.1695993,RECEIVED,04d5db5d-9c2f-4c4a-8b90-bf60d1cfe0c7,d62d2d4d-afd5-4759-a8ab-e0d5116f990d,c1,c3,27,p3,?,surb={'id': '337e99d1-4a48-461a-b5b7-dd6bb9b7f3c2', 'route': ['p3', 'e3', 'i9', 'x4', 'p1', 'c1']}
1769734973.2265546,RECEIVED,e1932ccf-87c5-4cd0-b391-a6f5d6480bd3,a744d192-3652-4a3c-bd15-15e0a13b7219,c1,c3,26,p3,?,surb={'id': '7b16707c-04a8-4f76-ad3f-f579fbd84535', 'route': ['p3', 'e11', 'i11', 'x12', 'p1', 'c1']}
1769734973.366949,RECEIVED,031c829c-55f0-4c0f-b571-7e2c4cd8adeb,41b3e669-3c31-41d0-a000-60cbf4fc0c22,c2,c3,26,p3,?,surb={'id': '5c9924ef-cc75-4019-99ee-045a76f4b426', 'route': ['p3', 'e5', 'i11', 'x1', 'p2', 'c2']}
1769734973.5888245,RECEIVED,67ab325f-8617-4829-bec6-8da399ad15e7,dbf25be1-a4d8-4a60-bab9-c2687b5d4be8,c1,c3,27,p3,?,surb={'id': '9befd30d-a959-4381-a09d-9ee6979de369', 'route': ['p3', 'e8', 'i2', 'x1', 'p1', 'c1']}
1769734973.725895,SENT,b3c2d1f8-7847-4352-8108-430c5c3e19e2,79169f96-fe7c-4b8f-9e29-598adacbed6a,c3,c2,3375,?,p3,
1769734973.7260764,CREATED,28ae83fa-4ede-4bf8-a460-e2697bbcd6a1,3380d100-9f7c-4f0c-8ccf-721bc20685e0,c3,c2,26,?,?,surb={'id': '4efefc64-eb4e-4d44-b37d-e79a1724c6dd', 'route': ['p2', 'e11', 'i2', 'x8', 'p3', 'c3']}
1769734973.7847092,RECEIVED,0569f457-282c-4f35-aed8-b1461de8e263,55914131-6b84-44b8-b801-463876f346e0,c2,c3,27,p3,?,surb={'id': 'a1c6992d-b991-4397-8589-b127a21634fa', 'route': ['p3', 'e3', 'i5', 'x9', 'p2', 'c2']}
1769734973.9484515,SENT,427fb3e5-92d6-4db2-9ed2-94778b90ae39,eca78067-886a-4abb-83a5-4400b6e7caf4,c3,c2,3359,?,p3,
1769734973.9486039,CREATED,3d1c6484-477c-45d0-839a-6683426820ef,2c2f5a34-5245-4436-b5ba-e2db7c810cba,c3,c2,27,?,?,surb={'id': '0abe8ba9-40a0-4657-a9c0-9fe1ded02d57', 'route': ['p2', 'e6', 'i11', 'x7', 'p3', 'c3']}
1769734974.228848,SENT,44112ad1-79f6-4dcf-8d49-032f9c6be9d3,3ebb993f-1bef-4027-8b53-8d0fd4f5d26d,c3,c2,3388,?,p3,
1769734974.2289963,CREATED,5d97b12f-38b7-4658-997b-7d6543d6d587,535c47da-d5db-4955-967b-c56972353b0c,c3,c2,27,?,?,surb={'id': '6503c73a-5637-4add-8abe-1c820ec5eff8', 'route': ['p2', 'e11', 'i2', 'x6', 'p3', 'c3']}
1769734974.455564,RECEIVED,87b1fa0c-5689-40fa-abc5-b789449ec822,609e41be-a24b-495d-8a52-1e4602fb3945,c1,c3,27,p3,?,surb={'id': '452f06f1-7939-448a-b1ac-c32a45dae7fc', 'route': ['p3', 'e5', 'i2', 'x4', 'p1', 'c1']}
1769734974.5372338,SENT,baedbdc7-c447-4679-8a96-816aa0719c53,0c01914d-6b4c-4319-814d-c70d0772c837,c3,c2,3376,?,p3,
1769734974.5375807,CREATED,510ac697-73b0-41da-9afb-f2eaf4815212,5bedd80a-66b8-4349-93b4-87982372b0b6,c3,c2,26,?,?,surb={'id': '079b6955-2e9a-48c1-86ea-072f2b7216f1', 'route': ['p2', 'e1', 'i3', 'x5', 'p3', 'c3']}
1769734974.555529,SENT,883ad7c9-7cd6-47ff-9946-a1c7731ff741,e97848f5-5789-46a4-8921-3c8052c2601a,c3,c2,3379,?,p3,
1769734974.5556774,CREATED,ce64530d-37a3-48d4-92c7-08996a9b0dcf,fa26ade5-263d-4671-aed7-7bd0f4fdbb74,c3,c2,26,?,?,surb={'id': '6d0ed47c-452e-42f9-9cca-75b7a3b09e08', 'route': ['p2', 'e1', 'i9', 'x5', 'p3', 'c3']}
1769734974.6821404,RECEIVED,f4cf5150-7ce7-4a13-ae1d-d93fdb7015dc,183ccfcb-6679-4291-b335-69341fce7a00,c2,c3,27,p3,?,surb={'id': '38a7d59d-c39c-40bc-902d-7d3c1f986e24', 'route': ['p3', 'e8', 'i8', 'x6', 'p2', 'c2']}
1769734974.7880676,RECEIVED,67a7e90b-9016-4500-971e-d90f8ff9f316,41a9f63b-76c0-459c-8f34-a11e899d1f3d,c2,c3,27,p3,?,surb={'id': '6c34e331-ff5f-4111-9a3d-839a65b39b3f', 'route': ['p3', 'e3', 'i5', 'x10', 'p2', 'c2']}
1769734974.8397734,RECEIVED,125de21f-e14c-4bac-b59e-f663b26f949a,5f3a840f-4094-47f4-80db-16115622239e,c1,c3,27,p3,?,surb={'id': '4c9b22aa-1cfc-46af-a7a2-7daf7a82d353', 'route': ['p3', 'e10', 'i12', 'x3', 'p1', 'c1']}
1769734974.9048545,SENT,a259c0b4-a6fb-4702-b9c6-dc8b7d71ff8f,e69f2a3e-a64b-42da-b4a7-1790b59611ea,c3,c2,3378,?,p3,
1769734974.9049969,CREATED,d6dada06-e2ac-4a86-865f-2d8f5f7b2ce7,82314b87-b3f3-4ce9-908e-8a8f20899fe7,c3,c2,26,?,?,surb={'id': '872c3ff5-0987-4d1b-aaa4-806b4748d148', 'route': ['p2', 'e4', 'i12', 'x2', 'p3', 'c3']}
1769734974.9965663,SENT,54de7602-991c-4c3e-aeb0-981acff4e07a,33e46d88-da31-4782-af0a-02f38ceabca4,c3,c2,3379,?,p3,
1769734974.9966884,CREATED,9773a726-ab02-41df-b4c0-aa30e7fc7edd,778f3fc3-d574-4eac-b3cb-a7d4a828256d,c3,c2,27,?,?,surb={'id': '58ab75aa-d849-4b39-9031-9c332072137f', 'route': ['p2', 'e2', 'i7', 'x11', 'p3', 'c3']}
1769734975.062772,RECEIVED,e7f256a5-c282-481f-a8d3-d54057b9ad07,85dff7ce-9474-442e-9fbe-17f90a84e00b,c1,c3,27,p3,?,surb={'id': 'f90d9ec4-5b8b-4271-ad92-c2c8fd8d54ed', 'route': ['p3', 'e8', 'i1', 'x5', 'p1', 'c1']}
1769734975.3322675,RECEIVED,53583ef9-1050-4e62-a436-883aa5d41f1c,31e4c95a-6049-461c-96cc-30cf695bbe46,c2,c3,27,p3,?,surb={'id': '2772aa15-29fa-44b2-862c-32a42fa89833', 'route': ['p3', 'e8', 'i5', 'x11', 'p2', 'c2']}
1769734975.4457183,RECEIVED,265c55d7-f86a-490a-a006-50b9601d38a5,e78c695e-383f-4051-a083-57ed43301f40,c1,c3,26,p3,?,surb={'id': '4614bcdb-88e5-41b1-883e-57269f72391e', 'route': ['p3', 'e12', 'i7', 'x6', 'p1', 'c1']}
1769734975.4758513,SENT,65b50c90-2ee6-4f1f-8a7c-06a8b0b926d5,2882f264-9bd7-4b8e-8701-55a1e36f8cce,c3,c2,3404,?,p3,
1769734975.4759831,CREATED,05cf8516-0011-498a-adcb-f21f51a50fb5,31692950-b961-41d9-812f-4c16dfc82beb,c3,c2,27,?,?,surb={'id': '60c6d7e9-686b-4d28-860c-4a347119bd0a', 'route': ['p2', 'e12', 'i3', 'x3', 'p3', 'c3']}
1769734975.986062,RECEIVED,d0bf725f-0e74-4b70-8f61-a86f2c0ed5d1,c48e3fb5-4aed-454c-8fc4-7d8af7cb3009,c2,c3,27,p3,?,surb={'id': '2635897c-d2d6-4bd0-87b2-631a9c45a8a3', 'route': ['p3', 'e12', 'i8', 'x9', 'p2', 'c2']}
