timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769735274.548589,SENT,566e585c-8f82-470e-a697-8eb180b9a49b,08d57af1-e61b-48c2-8d91-6fb9fc9b385e,c2,c3,3387,?,p2,
1769735274.5487328,CREATED,f9bd3750-5472-47be-8927-9508b8f636ea,1194bb71-a88f-46f0-952a-258af0816bd5,c2,c3,27,?,?,surb={'id': 'c72d1e68-4697-4247-9447-6fe79b46a2fe', 'route': ['p3', 'e1', 'i4', 'x11', 'p2', 'c2']}
1769735274.6603594,SENT,a8500c52-6b98-4232-b19d-19ea7a8e7e63,473897a3-0476-41de-854a-cfb00ec9101d,c2,c3,3392,?,p2,
1769735274.6605163,CREATED,b09ee607-b7ff-4abd-8119-b481f7cd83cb,6eb7d247-a240-4007-bbd5-8e91f0eb122e,c2,c3,27,?,?,surb={'id': 'ec1066af-5105-4daf-a4d4-473d6dc1f28c', 'route': ['p3', 'e3', 'i1', 'x12', 'p2', 'c2']}
1769735274.6679597,RECEIVED,87a2736e-a533-4c39-b215-1ca7454dcd66,7fd58c85-ece4-4f28-b73f-b2489c00cec6,c3,c2,26,p2,?,surb={'id': '269b5945-f3be-4beb-bab3-f5ab631fc246', 'route': ['p2', 'e7', 'i7', 'x2', 'p3', 'c3']}
1769735274.9092402,RECEIVED,be643a79-683e-483a-a9bb-dcc795fac253,add0f983-110a-4aff-95ed-e78b0763b94d,c3,c2,26,p2,?,surb={'id': '0a6830ec-67f9-4d74-a88b-51c7fc1b58f7', 'route': ['p2', 'e2', 'i8', 'x9', 'p3', 'c3']}
1769735275.2277448,RECEIVED,7b96f54d-d7ec-4433-b85a-51a60bd4e7ff,67b3c7f0-1502-4e54-bcfa-222ca8785f1a,c3,c2,27,p2,?,surb={'id': '13200c4a-bab5-4386-8ddd-ac17030d77cc', 'route': ['p2', 'e4', 'i7', 'x6', 'p3', 'c3']}
1769735275.873173,SENT,db11d187-5b4d-4314-bd35-e0b8a784ec66,dfd19acf-ca50-4082-8af8-7369a96b8568,c2,c3,3380,?,p2,
1769735275.87332,CREATED,89d64cf6-7602-455b-ab24-c329a4f800dc,fa5d2df6-e407-4b4e-a7f1-c9c547f0ef2e,c2,c3,27,?,?,surb={'id': '76ee54f5-5422-4979-92f3-15283ba00e05', 'route': ['p3', 'e1', 'i4', 'x1', 'p2', 'c2']}
1769735276.0331604,SENT,ab19c805-45cf-4f36-8ce5-fd49902f8d65,69124711-43be-45ae-94a5-6507f9cda61a,c2,c3,3375,?,p2,
1769735276.0332372,CREATED,2547a97e-7961-4acf-ae2c-5355a67e7286,fff1706c-4306-4b9f-bd99-fc62ee033615,c2,c3,27,?,?,surb={'id': '60d23a83-c382-4b0d-a04e-e1d6c5d14fa9', 'route': ['p3', 'e4', 'i3', 'x10', 'p2', 'c2']}
1769735276.1526992,SENT,f653f2e6-eec7-4ee7-9a38-e2479871b0e0,1b2d0e20-d4a0-4a7c-b2f9-17f9d5149dea,c2,c3,3378,?,p2,
1769735276.152846,CREATED,83ac6e8f-0a5a-4d64-9c51-96dc9c64d569,e4ddb6ee-cd08-406a-b88b-0c4e8d28836c,c2,c3,27,?,?,surb={'id': '1023b7be-653f-48bf-b12a-031a35c6df90', 'route': ['p3', 'e9', 'i10', 'x3', 'p2', 'c2']}
1769735276.3202653,SENT,28995046-7749-4935-9cea-1fe8148fec37,c30c224f-4a89-46dc-8690-deaab1eea5e0,c2,c3,3383,?,p2,
1769735276.3203986,CREATED,c7221bc5-218a-4095-84bb-b0535c1fc98b,3ed336fe-a6c7-4ad6-a5e8-e94fe778faeb,c2,c3,27,?,?,surb={'id': 'c22832aa-8eb4-4cff-8233-8285c5c306b6', 'route': ['p3', 'e7', 'i12', 'x3', 'p2', 'c2']}
1769735276.6003728,RECEIVED,df249725-bcda-47c3-825a-1922d09549c1,0ca1cada-4e27-4380-9a19-04286c11d1e9,c3,c2,27,p2,?,surb={'id': 'e7a37fe9-5d3d-4607-af2a-1868a3f0afeb', 'route': ['p2', 'e12', 'i11', 'x4', 'p3', 'c3']}
1769735276.7087326,SENT,1914139e-0741-4258-9010-41d51a5d9653,6551831a-5baf-45ad-9f1e-85fc8dd255b0,c2,c3,3367,?,p2,
1769735276.7088826,CREATED,c38d7d1e-d8be-4220-beed-82d9b7f7d1c1,88b5378c-7de9-4872-8699-a4a7c9a150f5,c2,c3,27,?,?,surb={'id': '083841e1-3cba-40fe-b3b6-c01314741cff', 'route': ['p3', 'e6', 'i2', 'x9', 'p2', 'c2']}
1769735276.7956376,SENT,fc8cc12e-f49b-46ce-b460-921c9e247c9e,84c8f1fc-5f48-4e29-b7fe-b1ec21dc590c,c2,c3,3392,?,p2,
1769735276.7957876,CREATED,192e9836-4e31-4846-99aa-2da869b2142e,65492083-f467-4552-aca3-801577bbdf22,c2,c3,27,?,?,surb={'id': '4902972f-b92b-481e-91c6-e8aef689fd7c', 'route': ['p3', 'e1', 'i12', 'x9', 'p2', 'c2']}
1769735276.9867837,SENT,b141b54b-fbd0-42de-90de-706393529366,74ce9f2e-cbb4-4f3a-bfcd-0cdf612f9d08,c2,c3,3399,?,p2,
1769735276.986917,CREATED,fd5fa378-7ea9-4308-ad03-592fe1c877bb,e6c773a5-1836-4fa6-a86a-26cc20dfdde1,c2,c3,27,?,?,surb={'id': 'da8214a7-948c-43e3-af64-893ceb7c2af4', 'route': ['p3', 'e1', 'i12', 'x7', 'p2', 'c2']}
1769735277.1026914,RECEIVED,10421d32-511e-428a-80f0-ebf7093e970e,df00a082-a788-4cd4-8f83-aafa46022f47,c3,c2,27,p2,?,surb={'id': '986eafee-a0d4-4b1f-9365-ff3825190224', 'route': ['p2', 'e12', 'i10', 'x1', 'p3', 'c3']}
1769735277.5954254,RECEIVED,d41b4672-bb78-4d53-b582-54aa8fa32458,4978ef78-25b7-4fa4-90ce-263a13428be4,c3,c2,26,p2,?,surb={'id': '5b0eb393-c821-4669-be9d-7ac63d3f089e', 'route': ['p2', 'e4', 'i11', 'x2', 'p3', 'c3']}
1769735277.7655118,SENT,95925586-e5f9-4d6d-9b58-1a8f185b0cf6,b49181d5-b279-4c99-a35d-d97932f10700,c2,c3,3375,?,p2,
1769735277.7656798,CREATED,b8af5084-d368-404d-add2-dc59d918b5a5,b87c6ebe-e48b-402d-8dbe-d81bd727d5d8,c2,c3,27,?,?,surb={'id': '2e3f3193-2374-4aa7-a9ae-e1e8bb2d566e', 'route': ['p3', 'e10', 'i10', 'x12', 'p2', 'c2']}
1769735277.8393085,RECEIVED,2d308af9-6adf-431e-b2c3-bf139f535bd7,1ee6c711-2178-4dd3-bf60-9a686537429e,c3,c2,27,p2,?,surb={'id': '0e37df97-9273-440f-862e-d0408a86fbf4', 'route': ['p2', 'e5', 'i10', 'x7', 'p3', 'c3']}
1769735278.1363745,SENT,5233dfc4-e1e5-42d2-bf9f-39d4ebaa4afb,1e9232c7-4e3b-48bc-a638-bb7c4630148e,c2,c3,3397,?,p2,
1769735278.1365268,CREATED,27de98ff-132f-4057-ad05-c0b14fd57fd9,3a4170ba-7b95-46cd-bcff-8d948edd2f55,c2,c3,26,?,?,surb={'id': 'ede5c7dd-7b53-474c-b9a3-5304ea3cddbb', 'route': ['p3', 'e11', 'i10', 'x12', 'p2', 'c2']}
1769735278.2427878,RECEIVED,0398da38-891d-4522-a783-d471462775d7,34ff2f0d-1722-4835-8d7d-6cdb24b49571,c3,c2,26,p2,?,surb={'id': '8d06303e-6172-40e0-93dd-77727c04ecff', 'route': ['p2', 'e8', 'i7', 'x7', 'p3', 'c3']}
1769735278.2721477,RECEIVED,9fa0aceb-2375-48fc-abed-84cc236492bb,4313a0e0-68de-4573-877f-8b5b823339eb,c3,c2,27,p2,?,surb={'id': 'd7a9b750-1f8e-4aaf-acea-d0c449bf1822', 'route': ['p2', 'e11', 'i3', 'x6', 'p3', 'c3']}
1769735278.3985002,RECEIVED,63513c31-460b-4519-807b-8c3979ebf5b4,c33151a6-3a45-483a-a3ba-c70a46e398b0,c3,c2,27,p2,?,surb={'id': '3142e957-db8a-43ab-a44b-f0b828a02d83', 'route': ['p2', 'e2', 'i12', 'x7', 'p3', 'c3']}
1769735278.6382644,RECEIVED,dfaac9e3-4acd-4819-86de-fcf5ea0c8b48,4b215767-cc41-48d7-aea9-5ccf7734a1f6,c3,c2,27,p2,?,surb={'id': '9cbb0dae-e3c3-4e59-9797-ded5aaf6e7b0', 'route': ['p2', 'e7', 'i9', 'x1', 'p3', 'c3']}
1769735278.6461666,RECEIVED,9f904eca-3006-4053-99b9-b3f825789585,c50b2315-57c0-40bb-9fc9-23511f59ae30,c3,c2,27,p2,?,surb={'id': '08ad3ada-3ebe-4885-92f7-2a9b7f834c06', 'route': ['p2', 'e8', 'i10', 'x5', 'p3', 'c3']}
1769735278.7831404,RECEIVED,c3c07463-0542-4ae4-99d9-c068d93615de,64d9de6e-2023-4151-926a-8daae17eded7,c3,c2,27,p2,?,surb={'id': '9cec0252-c1b4-4f36-ac37-204a993f064c', 'route': ['p2', 'e4', 'i8', 'x7', 'p3', 'c3']}
1769735278.841839,SENT,22e9c327-b072-44c4-b6a2-372d2b728bd8,d85e8b8a-7a61-4dd3-83e2-15be8eb52e67,c2,c3,3380,?,p2,
1769735278.8419313,CREATED,471f4cfa-0267-4dce-acdd-c067ce9a18ed,30cee32e-9b7b-4cb2-b67e-b6347ddc6167,c2,c3,27,?,?,surb={'id': 'daa09cb1-97c2-4a9d-8365-2698a713bf35', 'route': ['p3', 'e5', 'i6', 'x9', 'p2', 'c2']}
1769735279.139425,SENT,f756b875-6ae7-4154-a462-9d3c7134889b,b5609b76-6535-451c-8bac-42e694671434,c2,c3,3368,?,p2,
1769735279.14029,CREATED,a61c4d66-cec6-4ef5-842a-e22d5c7a1c4f,24b797d5-15a3-455a-81dd-77395f5626ea,c2,c3,27,?,?,surb={'id': '7bda9a75-4e4a-4dcf-8e2b-a4b638415d41', 'route': ['p3', 'e2', 'i7', 'x2', 'p2', 'c2']}
1769735279.355503,SENT,a6e756f8-48c0-4381-bbcc-65ba4d30d367,698adef2-c540-45ea-bc9a-c991fa0d3882,c2,c3,3368,?,p2,
1769735279.355635,CREATED,153828e7-fe9e-4048-957b-53eeb5bb63ef,658cc804-693e-4505-b567-5062d7e36e45,c2,c3,27,?,?,surb={'id': 'ccd2464c-1c7c-4337-838f-5d65cd42c257', 'route': ['p3', 'e6', 'i9', 'x10', 'p2', 'c2']}
1769735279.415474,SENT,c7805af8-f10c-4625-85a1-4698bbcbc7c9,f2132599-8836-465a-9af3-72bf6cb737fc,c2,c3,3394,?,p2,
1769735279.4156036,CREATED,8b73902f-6ee1-4db3-b771-2874c27a90a6,54c78ffa-210f-483a-95b5-c7d126508600,c2,c3,26,?,?,surb={'id': '404beaf7-982d-4d59-b547-8d2f49b85ebe', 'route': ['p3', 'e11', 'i1', 'x1', 'p2', 'c2']}
1769735279.4561276,SENT,2fffe11e-6ab1-45ff-93a5-7bbdf6f924f1,99443c1e-8155-44a8-8cf7-b661048338bb,c2,c3,3359,?,p2,
1769735279.456262,CREATED,b8a3dfe6-dc5e-4ca8-b046-3a5698436d2c,86d813e4-b42d-4fe8-ae9c-15b2d9fbb122,c2,c3,27,?,?,surb={'id': 'a8488d01-21a7-4eee-a79c-cdfae011a629', 'route': ['p3', 'e5', 'i1', 'x3', 'p2', 'c2']}
1769735279.5344636,SENT,b394afe8-8331-4a18-b1e0-2b70c2348f6d,4fa9c6f9-3d2d-4da6-bf6b-9834d3905a78,c2,c3,3363,?,p2,
1769735279.5345998,CREATED,efdc89f6-e8e5-4075-9da9-12f55ac2b8ce,1481a2aa-c2d1-4182-a4f7-5bb7e3e82c75,c2,c3,27,?,?,surb={'id': '138ccede-33fb-46e7-b222-f89bc26c9d32', 'route': ['p3', 'e5', 'i3', 'x7', 'p2', 'c2']}
1769735279.5368958,RECEIVED,33db3ddd-5c76-466f-9168-0a3e6a167032,37e4371a-ff4d-4819-9a6a-035a3fb4c5ac,c3,c2,27,p2,?,surb={'id': 'dc18645e-f20f-4bb4-a33b-b2351edb4d86', 'route': ['p2', 'e1', 'i3', 'x12', 'p3', 'c3']}
1769735279.8584948,SENT,a8d98681-043a-4b60-98b7-e537a1a7483c,a054b3b7-0c8b-4976-80c9-653334e01111,c2,c3,3400,?,p2,
1769735279.858645,CREATED,32618fe7-c2d3-4f0f-acf3-0c41e16977a7,e485600a-410d-4cb9-9147-34d3451de2fa,c2,c3,26,?,?,surb={'id': 'bf2f34c2-21df-420c-a8f9-59eecf1d1936', 'route': ['p3', 'e1', 'i12', 'x10', 'p2', 'c2']}
1769735279.9993901,RECEIVED,39093a66-bbc7-4c74-aabf-0dc667b5d2dd,2d15be02-c531-4097-8ba4-f0be057b0f0e,c3,c2,26,p2,?,surb={'id': '7b1fd88b-3bca-45b4-a413-c1bcf351f0d7', 'route': ['p2', 'e2', 'i5', 'x2', 'p3', 'c3']}
1769735280.421254,RECEIVED,dafda547-55c2-4512-bc51-81b03a435e7f,c55c3b13-9523-44a5-acc3-4ed58c6ee546,c3,c2,27,p2,?,surb={'id': 'edb6ab83-7236-4bfd-9bb9-783a3c8dfc7a', 'route': ['p2', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769735280.870571,RECEIVED,d43d0c7e-ae8f-4435-8ad0-132ade0b7474,ab8d5f71-8f84-4270-80da-7a7b53177ce7,c3,c2,27,p2,?,surb={'id': 'f24c4192-9352-4088-ad44-efaa0243efb6', 'route': ['p2', 'e12', 'i9', 'x7', 'p3', 'c3']}
1769735280.9794548,SENT,eb8672f7-7d80-44e6-b81c-bdaf8f3cd056,f3b484c6-91b0-4857-b74f-c5b5b2ddcff0,c2,c3,3370,?,p2,
1769735280.9795797,CREATED,18161350-f319-4f02-9bdd-be0250c1ee05,987856b8-6c40-425f-9f10-d2559380fa71,c2,c3,26,?,?,surb={'id': '47ab0529-556e-440e-be8d-8fc200827bad', 'route': ['p3', 'e3', 'i1', 'x7', 'p2', 'c2']}
1769735281.2184384,SENT,9cf9e74d-9f29-43fc-9215-ff3415194027,d5a04a6a-ee31-499b-834c-d7d4e30b7c22,c2,c3,3384,?,p2,
1769735281.2185707,CREATED,522527a0-e3d8-4948-a0bb-a6ca4675975c,a9ab7257-6da3-4d37-9515-1ffae2ae081d,c2,c3,27,?,?,surb={'id': '1e8b976d-09b9-46d0-a5ad-c49452d31932', 'route': ['p3', 'e12', 'i9', 'x7', 'p2', 'c2']}
1769735281.234216,SENT,c4ee95ee-ed5e-4413-839a-a9498974e90f,cc316100-050f-490a-a891-137c2c781fbc,c2,c3,3359,?,p2,
1769735281.2343507,CREATED,58151e84-947d-40e7-9edd-c12a463e499d,d03cbb14-507a-48fa-92a9-49d7f2ead343,c2,c3,27,?,?,surb={'id': 'c4de5d2e-ad9c-47dc-83bd-e7d6eced52f6', 'route': ['p3', 'e8', 'i1', 'x2', 'p2', 'c2']}
1769735281.2526717,SENT,eb8b7def-b0f3-46b1-a568-7d2f0ee13707,865cc995-bb5d-4ad6-80e0-ee775d0cbec9,c2,c3,3392,?,p2,
1769735281.2528038,CREATED,d2d65bc8-4381-4710-9bfe-0912017052b2,2b18f909-7802-4510-b3a5-31186c36591c,c2,c3,27,?,?,surb={'id': 'a344dd7c-80d3-4335-bba0-105d8527d73b', 'route': ['p3', 'e12', 'i8', 'x12', 'p2', 'c2']}
1769735281.276813,SENT,a86875a6-5cf5-424f-9c27-427a727d8dd1,674e86e3-5464-4e22-bb22-27ca02b5f02e,c2,c3,3383,?,p2,
1769735281.2769465,CREATED,b2c1f14c-c53b-4cd3-a834-f631565202bc,e19047dc-fdbb-4e0c-884e-c614f0e287bd,c2,c3,26,?,?,surb={'id': '5236ea66-f527-4040-97a4-49c17fb5061c', 'route': ['p3', 'e9', 'i4', 'x7', 'p2', 'c2']}
1769735281.3379498,RECEIVED,a57dbbfe-2e94-4ada-8941-229869864455,6b02db83-0af0-4241-8eb3-49ff3b979b69,c3,c2,27,p2,?,surb={'id': '3eccfff5-e62e-40dc-9f57-1614e1f033bc', 'route': ['p2', 'e3', 'i4', 'x7', 'p3', 'c3']}
1769735281.7364166,RECEIVED,ff9ac2f1-3edc-45f1-9619-6ba03060831a,4272fb02-a9fa-40af-a43b-2d151729d389,c3,c2,27,p2,?,surb={'id': '7739b6b4-0a51-4026-b87c-6bffa3cad9b8', 'route': ['p2', 'e8', 'i2', 'x11', 'p3', 'c3']}
1769735281.9274695,RECEIVED,78452275-1a4b-42d4-ba86-952ed0a28690,cdfe44af-0560-4694-ad0e-499e002ba2fa,c3,c2,26,p2,?,surb={'id': 'd938acb0-953e-417c-aa5f-2b4822c117e9', 'route': ['p2', 'e5', 'i8', 'x2', 'p3', 'c3']}
1769735282.0439746,RECEIVED,c695c72e-4c0a-4a49-9d0a-749cad73f81b,828f05dd-b3fa-4cd9-ada4-d49d56bef76e,c3,c2,27,p2,?,surb={'id': '5b599182-94d1-4d6f-9631-07fc3956a30d', 'route': ['p2', 'e2', 'i5', 'x8', 'p3', 'c3']}
1769735282.072311,SENT,f44ad857-7193-4179-a71e-44f8236f85ab,efd98ce5-0859-4808-bede-a964d953215e,c2,c3,3380,?,p2,
1769735282.072464,CREATED,ce474f00-1b59-44c0-84a4-78c65039e6f6,0b024490-1b56-4fb8-ae5f-0e171ec927f8,c2,c3,27,?,?,surb={'id': '9bcc9171-df91-49be-bd54-097d7023f5c0', 'route': ['p3', 'e5', 'i8', 'x4', 'p2', 'c2']}
1769735282.116397,SENT,7e2cc994-66bb-4b66-a8ee-2e6145a0110d,5f020d0e-2f01-4a1f-89ef-f96d74cdf5d5,c2,c3,3371,?,p2,
1769735282.1165726,CREATED,0b0fc145-cd25-4784-a532-d8fd0ddd07bb,507ab4e3-20c1-4a51-a2c3-d7941ec4d20e,c2,c3,27,?,?,surb={'id': 'd00dd18f-01f3-4c41-b774-413b436e6f37', 'route': ['p3', 'e9', 'i7', 'x2', 'p2', 'c2']}
1769735282.2359915,RECEIVED,671c4cf8-f87e-4e1b-a7df-05d17cd475b2,b01c9ddf-c4bd-4b5c-97ad-6c0669b01ebb,c3,c2,26,p2,?,surb={'id': 'c9de7c26-b001-4faa-b454-fa5dc08f8ab9', 'route': ['p2', 'e2', 'i10', 'x10', 'p3', 'c3']}
1769735282.481899,SENT,d9390346-9a90-44f6-ae7b-ca759ce42ca7,f30b6dab-6932-4d7e-9bd9-51982a6eb192,c2,c3,3360,?,p2,
1769735282.4819603,CREATED,36f20acd-3396-40ee-8d7e-d6ff14069049,10309fcc-f19e-4fd5-b2db-d74ba9837447,c2,c3,27,?,?,surb={'id': 'c3f4f49f-f6b3-4bc5-8adc-9f4603fc6ce6', 'route': ['p3', 'e2', 'i3', 'x11', 'p2', 'c2']}
1769735282.6857536,SENT,07fd6a29-c09c-4bcc-9b1c-463a46f70c70,e9f7395e-15fe-4c2e-a4d6-cf3318cd21af,c2,c3,3376,?,p2,
1769735282.6858678,CREATED,1f450b7c-6f8e-4774-818c-f5bb5d5dbd84,c6914c80-995f-4acb-a5b4-b31e163d8d10,c2,c3,27,?,?,surb={'id': 'bd905d5b-5fda-456c-a8fd-51de304d3e43', 'route': ['p3', 'e2', 'i4', 'x10', 'p2', 'c2']}
1769735283.0052874,SENT,c9621107-84f3-48b1-b314-37d314f4bf80,2a2e3d82-cfa8-40f0-a88e-cbd0f4e6578b,c2,c3,3381,?,p2,
1769735283.0054274,CREATED,a5484eb6-4299-46e3-b401-e6d7d02b8bee,2562f4b1-7024-4d6d-8336-e73908d46c8e,c2,c3,27,?,?,surb={'id': '8b9e5836-5a31-4dfc-b405-56f8c3c7b83a', 'route': ['p3', 'e3', 'i3', 'x6', 'p2', 'c2']}
1769735283.1151934,RECEIVED,e67ad951-3808-464f-9399-77ebcc49a23b,1675bb2e-78eb-440c-aaff-ca1b8118b5e4,c3,c2,26,p2,?,surb={'id': '6f09a7dc-8888-4b7a-aa22-16587ece3f7d', 'route': ['p2', 'e10', 'i3', 'x2', 'p3', 'c3']}
1769735283.3021212,RECEIVED,938b5e62-4b25-4ee7-9f2e-fa9f9151096e,2a377163-5adc-4be3-ab30-75753eb225e6,c3,c2,27,p2,?,surb={'id': '4b28ae16-f074-42a2-8cba-b7773dd6393c', 'route': ['p2', 'e8', 'i6', 'x6', 'p3', 'c3']}
1769735283.4319258,RECEIVED,ad39cf3d-95cb-429b-acfd-397d3942828e,04226ab2-6ea2-4a8f-a425-1153796e4b41,c3,c2,26,p2,?,surb={'id': '752b2aee-ee88-4e55-9bcc-9c0844d40120', 'route': ['p2', 'e6', 'i4', 'x9', 'p3', 'c3']}
1769735283.8182652,RECEIVED,e39bfc39-b5fb-4668-a415-63226feedafa,43b8c59f-70fc-460d-ae4e-a28134355bb1,c3,c2,27,p2,?,surb={'id': '2774464f-3594-4a00-9ed6-72cc030957b0', 'route': ['p2', 'e12', 'i7', 'x4', 'p3', 'c3']}
1769735283.8572528,RECEIVED,4dc58f68-0d09-4719-bdb6-806e3a8bffbb,084567ef-b666-422b-ba9b-0858946ee774,c3,c2,27,p2,?,surb={'id': '787926cd-c2b1-48ca-85a0-ff8354e8c5de', 'route': ['p2', 'e5', 'i12', 'x6', 'p3', 'c3']}
1769735283.9634976,SENT,0734e95e-d53d-47ed-8a4e-65b691f4ba11,e9e21420-5c57-4a94-adbe-36bd1d8285ea,c2,c3,3372,?,p2,
1769735283.9635916,CREATED,f347b893-eb7a-4b2c-98f2-c48d0e04fa25,e3e3ff2c-69ab-4ac4-a3a6-0779e986e50e,c2,c3,26,?,?,surb={'id': '904a7c78-c330-40e9-93fb-12282d00069f', 'route': ['p3', 'e7', 'i5', 'x8', 'p2', 'c2']}
1769735284.1399117,SENT,27d3b4e6-f040-4b1e-9d25-c059df499cf1,07d04e28-e6bb-44fc-93e7-9e90b8fb22dd,c2,c3,3360,?,p2,
1769735284.1400042,CREATED,e06b88d3-c65b-45b7-ad60-0afa25317c27,4d333a53-a059-4c48-b688-67c57b0a0e5f,c2,c3,27,?,?,surb={'id': 'd1fbb0e0-5e0f-41bc-80bd-aecb3de4f9eb', 'route': ['p3', 'e9', 'i7', 'x1', 'p2', 'c2']}
1769735284.3483653,RECEIVED,0760d12e-fb45-44d3-8e33-b2429949cf43,635c9290-8fb0-41f8-8f63-67450dd8ecd4,c3,c2,27,p2,?,surb={'id': '2b53c391-dd93-4eaf-af28-f390583b0338', 'route': ['p2', 'e7', 'i1', 'x5', 'p3', 'c3']}
1769735284.7128131,RECEIVED,d55fe9ac-44ac-40b5-b244-58cbef1d5826,834ec12d-9b93-43b8-97f2-b9ba38f3e303,c3,c2,26,p2,?,surb={'id': 'f19bcd65-0866-4d50-b658-1405b1696aea', 'route': ['p2', 'e1', 'i12', 'x7', 'p3', 'c3']}
1769735284.9889405,RECEIVED,00e2957b-9bbc-4023-9818-63aec71dc8bf,00ec3a0c-7176-406d-839b-6f458814078e,c3,c2,27,p2,?,surb={'id': '37798b4b-a4f8-4b6d-871a-8c9867d537fc', 'route': ['p2', 'e4', 'i3', 'x4', 'p3', 'c3']}
1769735285.0426962,RECEIVED,77247880-7114-446f-a53c-c27668f2bcbf,fafaab3b-bd81-434f-ad61-b8bea838e63a,c3,c2,27,p2,?,surb={'id': 'ca0b7df1-77a9-4779-b616-1ff1201e36f5', 'route': ['p2', 'e8', 'i6', 'x6', 'p3', 'c3']}
1769735285.0748448,SENT,5b658b93-b041-4169-8807-2c09c2ccae00,6ed93e18-36f8-4307-b085-c100c02144af,c2,c3,3375,?,p2,
1769735285.0749907,CREATED,bad5709b-adfa-4e52-bfba-e2f3dcb8ca68,ea3a68f7-823f-4de7-b0bd-50e3106867ef,c2,c3,26,?,?,surb={'id': 'c68e1aac-ad80-411d-9d45-1f0683afd63b', 'route': ['p3', 'e7', 'i9', 'x5', 'p2', 'c2']}
1769735285.1483831,RECEIVED,bc6143df-f109-4037-b4a3-e2debe3133fc,1b6970d4-a876-4905-8273-63efa2ddc723,c3,c2,27,p2,?,surb={'id': '40d84b75-9cac-487c-a48f-395b807ebfe8', 'route': ['p2', 'e5', 'i7', 'x9', 'p3', 'c3']}
1769735285.2508113,SENT,d53f421a-c052-4ad2-ae6e-8060fd0099d9,c6915c7e-9aa1-447c-90c5-db607947b907,c2,c3,3359,?,p2,
1769735285.2532432,CREATED,fc7aee56-11fe-4606-aa16-be10d890d7d4,108b559a-ba11-4acd-9d86-640ae154663b,c2,c3,27,?,?,surb={'id': '8c098e18-1650-4b45-be43-0ad16df18783', 'route': ['p3', 'e7', 'i8', 'x2', 'p2', 'c2']}
1769735285.3062167,SENT,5a9ad05d-652e-4c25-abc3-1c8640e6346a,0e62a4f1-68df-41c9-8b8c-5117c3272e18,c2,c3,3354,?,p2,
1769735285.306357,CREATED,c5f73ee4-aa26-4929-b66e-f297a6daf296,d16b5339-0e84-463a-b5d5-6c8ab68707a9,c2,c3,25,?,?,surb={'id': '27480e82-0a5e-43a7-9d6f-07e9743d71b7', 'route': ['p3', 'e1', 'i2', 'x8', 'p2', 'c2']}
1769735285.3204367,SENT,7c422ba5-a92d-4af8-aa98-253eef33e60c,9914a65f-4d6d-45fa-88e3-aeac30bc2431,c2,c3,3359,?,p2,
1769735285.3205936,CREATED,dec9d28d-0b29-45ca-902e-052be4f7e7e3,b4e445ad-fb5e-4e62-8bf0-bff4b172a11e,c2,c3,26,?,?,surb={'id': '5c4423b8-445f-4dae-ad2b-06ec28a29de8', 'route': ['p3', 'e7', 'i5', 'x3', 'p2', 'c2']}
1769735285.4928381,RECEIVED,b1454d30-cb5c-461b-95e1-3f4072588684,9a34339c-8841-45fb-9505-009c9f517f66,c3,c2,26,p2,?,surb={'id': 'b48e179d-0b9f-4a78-8b6f-fed2fd53e14a', 'route': ['p2', 'e10', 'i11', 'x7', 'p3', 'c3']}
1769735285.573348,SENT,8467f5eb-9ea8-4c08-8e87-dc0ae6830be9,0848966f-3ea3-46d2-a1b0-02328e040538,c2,c3,3383,?,p2,
1769735285.5734258,CREATED,9565a17a-2519-45e0-a061-b9f492f85859,44d15cf4-cb0c-47a7-ba5d-6cb03861e870,c2,c3,27,?,?,surb={'id': 'cf627830-b233-4123-bc0c-ac8c01954d4b', 'route': ['p3', 'e1', 'i1', 'x8', 'p2', 'c2']}
1769735285.8639483,RECEIVED,c38e7925-bc2e-4c58-bfe6-f7f304acedeb,b9903aab-a4f5-4995-8c1e-2d030a0342ed,c3,c2,27,p2,?,surb={'id': '229e23f6-fc3e-4310-a7e8-5ea98d554e18', 'route': ['p2', 'e9', 'i9', 'x4', 'p3', 'c3']}
1769735285.8905642,RECEIVED,e57019fa-92a7-4a6d-83f7-55539a81bbfa,eedeea17-af60-4c6e-b4a6-c131d854ceb1,c3,c2,27,p2,?,surb={'id': '46a54bf2-e26a-42c8-b06d-da41c557b57c', 'route': ['p2', 'e10', 'i8', 'x5', 'p3', 'c3']}
1769735286.2366333,RECEIVED,b677607b-3fb8-4642-8244-8b4858b93e0e,8397693f-e0ef-4688-9dff-9160f9d90c73,c3,c2,27,p2,?,surb={'id': '73093896-9a7f-4a69-8fff-45bb9b08bd54', 'route': ['p2', 'e12', 'i4', 'x3', 'p3', 'c3']}
1769735286.5063882,SENT,9c9ae3c6-e188-4bb8-b7ad-8557ed80cdaf,ca47a0e3-1f0e-44d4-b572-4f12f5675e79,c2,c3,3383,?,p2,
1769735286.5065467,CREATED,10ad1539-e726-4088-9e69-95c2d83a3281,6002b1ab-3a33-4f2d-88a3-3dab6140667f,c2,c3,27,?,?,surb={'id': '397b5563-3854-4522-a53d-6c69f4a179a3', 'route': ['p3', 'e3', 'i1', 'x8', 'p2', 'c2']}
