timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769735135.6944287,RECEIVED,373382bf-6cf3-4a8f-a8ee-f8f5c6d843d1,7ceab424-b1dc-474c-a853-c54848a09452,c3,c2,26,p2,?,surb={'id': 'e0b31a40-92bc-4a98-a17e-aeba40010724', 'route': ['p2', 'e9', 'i11', 'x2', 'p3', 'c3']}
1769735135.817077,RECEIVED,437f45cf-f5c8-470e-88d6-fdde4b0a1389,02d90f7c-0cb1-45af-aff9-f6c85d1c8532,c3,c2,27,p2,?,surb={'id': '77951dfc-7e16-4600-83da-a69b3f88c2c2', 'route': ['p2', 'e11', 'i6', 'x12', 'p3', 'c3']}
1769735135.8434849,SENT,e72e665f-29cb-4f03-bebe-6774fad63bbb,aac5f16b-5d3c-438f-a3c8-3df1eac02fd2,c2,c3,3363,?,p2,
1769735135.8435602,CREATED,78303dfb-e637-4421-9eff-f7d2bbfbecc5,49573fe5-e8b4-485b-84da-d7abe77f0ca9,c2,c3,27,?,?,surb={'id': '94e98cef-d9e6-4479-ba19-540572994922', 'route': ['p3', 'e6', 'i8', 'x5', 'p2', 'c2']}
1769735135.902653,RECEIVED,431f1a92-91bc-4030-ae59-27277c5ecf03,f4b4d1d4-65ca-4310-bda9-21e484210a10,c3,c2,25,p2,?,surb={'id': '42fe1aeb-8cc3-4559-bf95-11a4483b5015', 'route': ['p2', 'e4', 'i4', 'x4', 'p3', 'c3']}
1769735135.906443,RECEIVED,8cdebc2f-3558-4bf6-afc1-4b192d5bc114,3551528b-e211-4693-8139-45c049bb10e5,c3,c2,27,p2,?,surb={'id': 'bdf24e93-e133-4639-8367-706f568cb9b3', 'route': ['p2', 'e4', 'i3', 'x11', 'p3', 'c3']}
1769735135.9892507,SENT,c0eeecf0-bdc0-48f5-a0f5-5c49dafc5627,ee2a30da-6273-4914-92b4-c61a9b86d62a,c2,c3,3388,?,p2,
1769735135.9893367,CREATED,6c3c9bdc-ea5e-482a-982b-f1db2bc9dd49,df751211-fa94-4de9-918e-a3fa55f42374,c2,c3,26,?,?,surb={'id': '8a0bcf61-587e-4681-baaf-330c0fba6577', 'route': ['p3', 'e9', 'i5', 'x6', 'p2', 'c2']}
1769735136.059757,SENT,f123ddec-1bd1-42d5-9775-c586c3001e3a,8c2e4605-38ab-4172-beaf-26c07f7ad8ab,c2,c3,3393,?,p2,
1769735136.0598545,CREATED,24017e01-8d7c-4344-834d-02d0f3fe498d,79263671-613f-4689-ad5e-42bff056458d,c2,c3,27,?,?,surb={'id': '526bf436-b22e-46e1-a02f-361b3d1e1b86', 'route': ['p3', 'e12', 'i3', 'x3', 'p2', 'c2']}
1769735136.3651583,SENT,d59a7617-a10c-4fe8-b288-1176951860e1,b57aa20d-1d7a-4687-ad15-55f9391a9890,c2,c3,3397,?,p2,
1769735136.3652523,CREATED,56b87004-5fb3-4f98-a358-da8b7b90ec9f,051baec9-19e7-49f0-8318-e72304586019,c2,c3,27,?,?,surb={'id': 'c63ef9a3-e72f-473f-9e4a-e109d2c1e543', 'route': ['p3', 'e11', 'i9', 'x9', 'p2', 'c2']}
1769735136.5106544,SENT,d74f2de6-f580-4cd8-9497-21883f365e3b,ac0f7110-2265-4be2-99d4-81b71c001449,c2,c3,3372,?,p2,
1769735136.5107474,CREATED,fe158a20-2338-42bc-a295-0457dcad220c,95b1a1f2-0d6f-40b2-b442-00a59ecac1ea,c2,c3,27,?,?,surb={'id': '2274e606-76ef-437b-89e5-6c9d67812b2c', 'route': ['p3', 'e5', 'i7', 'x6', 'p2', 'c2']}
1769735136.673354,SENT,ceeb19c7-d980-4fba-a8bd-62d77d8be6e3,2de01b50-7dea-4eca-a612-39cebf26cc73,c2,c3,3360,?,p2,
1769735136.6734517,CREATED,0af4194c-c886-4eef-81eb-a4df5a8c1f79,46d755d8-117c-46fa-8c17-66ca049e8657,c2,c3,27,?,?,surb={'id': 'b9c42b7c-4bfa-42ca-9b9d-4964ae60485f', 'route': ['p3', 'e9', 'i8', 'x12', 'p2', 'c2']}
1769735137.4205828,SENT,9ee1a2b6-1ddc-424b-aa7a-c9b010ab58f0,ffdc2935-5fae-4f60-b70d-b3ef7d6eb807,c2,c3,3356,?,p2,
1769735137.4206991,CREATED,084072e8-29f2-4e11-bd29-675878e08c33,fa831da6-c454-4801-bceb-7b387ccc87d1,c2,c3,27,?,?,surb={'id': 'b97a907e-addc-4212-b480-721805d7ed0c', 'route': ['p3', 'e7', 'i2', 'x4', 'p2', 'c2']}
1769735137.5064144,RECEIVED,1a25dac0-33f0-4b4f-a96f-91598fbad0a5,b27453b9-db8f-42c2-bbe6-2c3d164fc5fa,c3,c2,26,p2,?,surb={'id': '48367f23-7dc3-4454-85ca-886ea9dbab77', 'route': ['p2', 'e1', 'i3', 'x8', 'p3', 'c3']}
1769735137.6305091,SENT,93563791-9a33-4246-a7e0-2d95a7680819,0c5ab7a0-39e3-4e08-94b0-3bbc0b651d1c,c2,c3,3387,?,p2,
1769735137.6305695,CREATED,bc742cb5-336f-4a9d-a6d1-2810b0f6c8c9,70e784db-95c9-42a1-bb07-e2f1e4eaf7d6,c2,c3,27,?,?,surb={'id': '4e3eceef-e579-42c5-9198-919c338fac9c', 'route': ['p3', 'e11', 'i1', 'x11', 'p2', 'c2']}
1769735138.0598469,RECEIVED,3abc51e4-4455-4a6d-9c47-02729019f7f9,6825d870-d76f-46ca-892b-ab20b349750d,c3,c2,27,p2,?,surb={'id': '5c18f149-5002-4d67-bb19-646b6832df5e', 'route': ['p2', 'e11', 'i6', 'x1', 'p3', 'c3']}
1769735138.1315966,RECEIVED,a8474e19-53be-470a-8bed-d5fb95ae1bf8,be55ed3f-ee36-48c0-8ad5-fa5da044a9ad,c3,c2,26,p2,?,surb={'id': '3aae6492-20c4-48f6-8d08-37df24cf1b97', 'route': ['p2', 'e4', 'i10', 'x1', 'p3', 'c3']}
1769735138.3160083,RECEIVED,0d38e6a6-4925-4c10-8726-391777544055,77664445-8c10-4f60-b99c-d6083e57abb7,c3,c2,26,p2,?,surb={'id': '7f0eb022-9a20-4422-b2a3-571f9cee5321', 'route': ['p2', 'e7', 'i9', 'x6', 'p3', 'c3']}
1769735138.3175437,SENT,9ca11f56-b971-4e92-95a4-00fdfaea1dc8,66e64160-22f4-4b96-a256-79019faf5122,c2,c3,3380,?,p2,
1769735138.31766,CREATED,99044e51-4d1e-4aaa-afe8-48bc815d4fb5,b95169ce-55f0-4f55-84fe-871c73adc513,c2,c3,26,?,?,surb={'id': 'a7e03dfd-8573-4773-8884-81376f0e2046', 'route': ['p3', 'e5', 'i2', 'x10', 'p2', 'c2']}
1769735138.6315968,RECEIVED,19fd4e20-9732-4dda-820d-93b984e1affb,d8573f5e-fb22-45e0-9011-3510ebb4b8b3,c3,c2,27,p2,?,surb={'id': 'e0f64588-b9b2-4fab-8f5c-af921174add0', 'route': ['p2', 'e10', 'i1', 'x10', 'p3', 'c3']}
1769735138.6465137,RECEIVED,60903b2e-216b-4675-a975-1e15accdb1d9,d50c2ec2-c453-482f-b6b3-50544be3be62,c3,c2,27,p2,?,surb={'id': 'b0eea409-4c8e-4440-95e4-2ef3234376fe', 'route': ['p2', 'e6', 'i1', 'x12', 'p3', 'c3']}
1769735138.6795845,RECEIVED,31d0fd7a-9075-43d7-b73f-c443d718e4a7,00557b8c-f184-4131-8726-a993f661cc19,c3,c2,27,p2,?,surb={'id': '3e6781d5-ceba-44ef-a510-e9c532188293', 'route': ['p2', 'e9', 'i9', 'x5', 'p3', 'c3']}
1769735138.8788755,SENT,544977c3-a76d-4a46-af42-d00ee9e0961c,8e79e0af-294a-47cd-a3f5-aafe8b5b2964,c2,c3,3387,?,p2,
1769735138.8789835,CREATED,dfe8f85e-1a16-4fba-9ef3-fb3a0342cff8,016354c8-306f-44e3-b86d-6ce4b547e099,c2,c3,27,?,?,surb={'id': '4bd40e19-4ebf-4e12-b242-1d2606769286', 'route': ['p3', 'e11', 'i8', 'x4', 'p2', 'c2']}
1769735139.0511878,RECEIVED,b1231a12-f2d8-4a83-9f17-fb44c061463f,190f4159-c3e9-4144-b9f1-51ed93d1fcfd,c3,c2,26,p2,?,surb={'id': '9d30106b-6d33-4d4a-a687-4ab82ff1349c', 'route': ['p2', 'e10', 'i2', 'x6', 'p3', 'c3']}
1769735139.1431978,RECEIVED,dca58620-ef05-457e-b529-56dce8f2af67,ee3bc4de-db19-4230-bdc3-fa20fe6d2af2,c3,c2,25,p2,?,surb={'id': 'a2bcca48-893a-4150-a7b2-284fe7326642', 'route': ['p2', 'e11', 'i8', 'x1', 'p3', 'c3']}
1769735139.363491,RECEIVED,08ecdaec-0610-4bae-abb5-7d54c5743d1e,2118eda7-f074-47d2-a97d-49ede9196b94,c3,c2,27,p2,?,surb={'id': '0ca740a9-a4d1-4364-bb8f-35fc4e5ae300', 'route': ['p2', 'e11', 'i2', 'x12', 'p3', 'c3']}
1769735139.5768628,RECEIVED,eaf744f7-97be-4c88-a6e0-993560e7ec4f,50dcfc66-8248-43c2-85b0-bab270517189,c3,c2,27,p2,?,surb={'id': '84b75392-4b06-41a0-997c-44378ac39074', 'route': ['p2', 'e5', 'i6', 'x1', 'p3', 'c3']}
1769735139.6149209,RECEIVED,6041613c-f8b9-490b-ae86-f088b8aee53c,3808bf1e-c789-4aa5-91c6-2753dd97ad99,c3,c2,26,p2,?,surb={'id': '7e65885f-02a0-4eb6-ba89-70f601213d66', 'route': ['p2', 'e8', 'i7', 'x6', 'p3', 'c3']}
1769735139.7468855,RECEIVED,bc50b6a6-2fdb-428c-96db-960b97521dba,8a34c050-e6a4-42e9-92a8-9bd98c27513d,c3,c2,24,p2,?,surb={'id': '2cf5489c-8482-4dfe-9507-221696fbb745', 'route': ['p2', 'e11', 'i5', 'x9', 'p3', 'c3']}
1769735139.87196,SENT,62aca912-a8ca-4353-8161-169296a1bb96,5ef71027-6ab2-495d-a470-facfcccd3afb,c2,c3,3384,?,p2,
1769735139.8721442,CREATED,761b634b-16b4-4757-be09-6e515fb6200b,8cb265de-08b3-4d7e-b14d-9f6014728875,c2,c3,27,?,?,surb={'id': 'e4cc5604-07a3-4e90-aae6-9f1f75c86afa', 'route': ['p3', 'e7', 'i9', 'x6', 'p2', 'c2']}
1769735139.968769,RECEIVED,47e7b293-b690-4183-b4d3-c2e2936e4e9a,af04a0ab-b242-4d5f-95ac-3f9e156a0629,c3,c2,27,p2,?,surb={'id': '4f57e918-900f-42c3-a01a-0626a0312998', 'route': ['p2', 'e1', 'i8', 'x8', 'p3', 'c3']}
1769735140.1125505,RECEIVED,78cdf4c8-1035-4e62-abe6-0d2dcdf2e6d9,b900e427-d870-4122-82e5-1f75b7b4ba51,c3,c2,27,p2,?,surb={'id': 'c1f14b9a-d0d6-40be-968a-8786ed319bab', 'route': ['p2', 'e9', 'i7', 'x6', 'p3', 'c3']}
1769735140.186276,RECEIVED,759bf487-fbfc-45cd-a4f4-0c422be30b54,348b6bd4-2064-423f-be64-613668a38795,c3,c2,27,p2,?,surb={'id': '8e34d087-c555-41ad-9a9e-34663a4a8cd8', 'route': ['p2', 'e7', 'i10', 'x8', 'p3', 'c3']}
1769735140.3153346,SENT,a460caae-21c3-4e1d-b387-5460f077bfa5,ecdd268a-337a-4b02-9009-a86a5e559666,c2,c3,3400,?,p2,
1769735140.3154504,CREATED,d8c03622-2d3d-4fd9-94bd-a06b7c50d7cf,46a0076c-f09f-4352-b82e-7a81b5771896,c2,c3,27,?,?,surb={'id': 'dbc79297-fed6-4e89-9ffd-8c5428f03173', 'route': ['p3', 'e3', 'i10', 'x9', 'p2', 'c2']}
1769735140.4554803,RECEIVED,df0bd87c-4010-416f-878a-a2ccfcd189fa,d1803627-2bb8-4831-875b-6cd34333880e,c3,c2,26,p2,?,surb={'id': '98e07f73-b17a-452d-bd1f-1c4502d699be', 'route': ['p2', 'e2', 'i6', 'x6', 'p3', 'c3']}
1769735140.6787143,RECEIVED,32a64463-786b-444d-822b-6b67829929cc,c4e1d06e-6e15-4ed2-8483-446c3d9db73d,c3,c2,27,p2,?,surb={'id': 'f505b17c-66ee-4747-b725-e8e098f42bee', 'route': ['p2', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769735140.8865304,SENT,e4dadefa-fbfa-421b-b60f-3bb559a78e5a,b265bf91-eb4b-4299-9e1e-bf813cdce5c0,c2,c3,3387,?,p2,
1769735140.8866663,CREATED,d444be77-b2d9-4c01-a5da-b5b3a7a7f7d5,b6e708ce-46fc-4709-b289-447bb7357483,c2,c3,27,?,?,surb={'id': 'a8e65fdd-831b-4fdc-ad31-1dfbdf076ee4', 'route': ['p3', 'e11', 'i12', 'x8', 'p2', 'c2']}
1769735141.0738273,RECEIVED,f7accde9-fa33-4e1b-810a-93f4ee5c9efc,375aa845-0b67-4b47-b370-abc4e476ad88,c3,c2,26,p2,?,surb={'id': '02d157f1-9b7b-4cfc-adbf-6b826ebc16ce', 'route': ['p2', 'e3', 'i7', 'x1', 'p3', 'c3']}
1769735141.0962048,RECEIVED,a46225c4-6e28-4bd9-96af-93e52c11eeea,c705cfbd-f05c-47dd-bb26-88090ae12df3,c3,c2,27,p2,?,surb={'id': 'adfcd803-d352-4333-8f75-10213fcd0432', 'route': ['p2', 'e6', 'i10', 'x8', 'p3', 'c3']}
1769735141.3952792,SENT,ceabee98-a3e6-45cb-aa02-6d4e2d703290,b5d910d6-4697-45cb-b028-f845ecdac470,c2,c3,3377,?,p2,
1769735141.3954096,CREATED,457233ab-7ff6-46a9-a7db-156d1c5bd7cb,c8b9b690-615b-4df0-8763-8543835d0638,c2,c3,26,?,?,surb={'id': 'c81a2775-1881-403c-a13c-cbfe5e085229', 'route': ['p3', 'e11', 'i3', 'x8', 'p2', 'c2']}
1769735141.9706383,SENT,3415e84f-0bf1-46db-a2fe-8a43092ab6f4,ea686b4d-1e1c-4b42-9d6b-d97362f34b1e,c2,c3,3360,?,p2,
1769735141.9707174,CREATED,04304af8-a5d0-4e2e-8a6e-f9332f35344d,13925c9e-72cb-46ac-9e4a-3832514beced,c2,c3,27,?,?,surb={'id': '47f0409f-2da9-4b17-a834-e0ae3cbbe3b5', 'route': ['p3', 'e1', 'i6', 'x12', 'p2', 'c2']}
1769735142.1506238,SENT,7a8b5aeb-cf4c-4953-b0d2-ac1c2b5e4192,0fcdacfc-d563-4539-a7dd-cc833c23ac0c,c2,c3,3399,?,p2,
1769735142.1507592,CREATED,5976b123-1ae4-43f7-a7bf-c3b1ad234431,8d5e9f11-ca12-4597-8e76-cf7cde30227f,c2,c3,27,?,?,surb={'id': '101a4c36-eb87-486c-93d2-9f9841b0fc9b', 'route': ['p3', 'e12', 'i6', 'x9', 'p2', 'c2']}
1769735142.4174051,SENT,421457ed-7c38-4269-bd6f-8692e3dbb190,644d5800-b79e-4446-97f2-fb4105a0165f,c2,c3,3396,?,p2,
1769735142.4174979,CREATED,5e7f6441-8e3a-418f-b120-63ff3dda8200,43c520c8-6e83-49d6-9117-86b50fa318f8,c2,c3,27,?,?,surb={'id': '7e54fe6b-cde1-4621-9a52-b6f050284b5e', 'route': ['p3', 'e10', 'i5', 'x5', 'p2', 'c2']}
1769735142.87886,SENT,4af3ae11-d95c-45c3-844d-3b8c601fd911,18951e16-3048-4340-9ec2-8bafa1dfbaef,c2,c3,3400,?,p2,
1769735142.8789928,CREATED,17dd1487-5582-4214-a4b6-f5baefe111cc,00fce3b9-389f-49db-804f-8d740e613182,c2,c3,27,?,?,surb={'id': '0ef42de8-477f-4c73-b2ce-9652adc7c6f7', 'route': ['p3', 'e12', 'i5', 'x2', 'p2', 'c2']}
1769735143.4121037,RECEIVED,381477ab-0d07-487d-a8e2-c2b8f987cb78,1f584737-143a-4314-bb1a-a547ad1bc929,c3,c2,26,p2,?,surb={'id': '303df31c-5923-4097-b1d6-c661d93ab4e7', 'route': ['p2', 'e2', 'i10', 'x4', 'p3', 'c3']}
1769735143.5164266,RECEIVED,23ccf46f-d782-49cc-b08c-a19f9cc66b26,400d77ad-acc1-46f8-91bc-4b722aa3ae75,c3,c2,27,p2,?,surb={'id': '2a87c485-8a28-4a44-bf4f-b94a56c9a6c3', 'route': ['p2', 'e9', 'i10', 'x4', 'p3', 'c3']}
1769735143.9448164,SENT,03090bfb-ef62-4b8e-92a2-70dba6fc7486,a3b4ebcf-039f-4ad3-985c-a1c833bc7419,c2,c3,3391,?,p2,
1769735143.94495,CREATED,8107f7d4-470f-4166-bd7f-def5b8f6c2ba,4ddcff37-086c-4ae5-8dfe-ae1a9b0f1e0b,c2,c3,27,?,?,surb={'id': '6b970d08-4f5b-4d72-9bd1-f8a81577ab58', 'route': ['p3', 'e4', 'i12', 'x5', 'p2', 'c2']}
1769735144.2353632,RECEIVED,94489293-3b1c-40fd-add9-a54e1be7fcfc,17e7fd91-da49-438c-88e9-950d1fc01f52,c3,c2,27,p2,?,surb={'id': '2ac195ef-2f21-4615-8944-0076b4253c4c', 'route': ['p2', 'e1', 'i12', 'x2', 'p3', 'c3']}
1769735144.3145902,SENT,117ccde4-c980-4fda-8af2-bf810767d761,c3c069c0-f006-46e3-aecc-a96b14969e4a,c2,c3,3367,?,p2,
1769735144.314723,CREATED,8455c039-454e-401e-bdc0-0736d49dec4e,2926bc24-cff1-4667-ad37-6d64946bf2bc,c2,c3,26,?,?,surb={'id': '3cecc0a3-18f1-4b41-be02-2d769576c51e', 'route': ['p3', 'e4', 'i12', 'x1', 'p2', 'c2']}
1769735144.4004323,RECEIVED,c94f060d-35f3-4d7f-8134-f4b1473ca19d,40b87b28-143a-448b-93e2-5f7ac3b703de,c3,c2,27,p2,?,surb={'id': '255231e8-41d8-474e-9eb7-2ba9c05f93f6', 'route': ['p2', 'e7', 'i8', 'x11', 'p3', 'c3']}
1769735144.4487398,SENT,dcd2a136-0ae3-4306-93e1-d816365063fd,ec42a209-7848-480a-a4ce-b5d5a95cde9f,c2,c3,3381,?,p2,
1769735144.448873,CREATED,87ae57b4-deda-45b6-80f9-1bf744b196e6,826b7024-f78a-471d-aa27-64ccf4a59d8b,c2,c3,27,?,?,surb={'id': '6f5b2c89-fc74-47fd-89be-04049856afed', 'route': ['p3', 'e7', 'i2', 'x9', 'p2', 'c2']}
1769735144.463104,RECEIVED,6e75af89-fbca-47df-8be5-8ed39a72940c,9f69c2f9-588f-4aaa-977c-c99eabb3ff2e,c3,c2,27,p2,?,surb={'id': 'fd4a4d49-b23c-4e6b-a48b-1c08bc274b81', 'route': ['p2', 'e9', 'i3', 'x2', 'p3', 'c3']}
1769735144.4668279,SENT,651ad9b1-c7a5-4359-8df0-55038ef62d95,68761b5a-8a6b-4aa5-84b2-20367d11d4c0,c2,c3,3388,?,p2,
1769735144.4669614,CREATED,404bcbfd-856b-4659-9951-724829770d4e,356b6d11-a2bb-4a8c-a808-5a0323c9b10a,c2,c3,27,?,?,surb={'id': 'c21b1e34-49ba-4f46-9877-17275a50681f', 'route': ['p3', 'e8', 'i11', 'x6', 'p2', 'c2']}
1769735144.5135393,RECEIVED,cfef3eed-61a5-46f0-89b5-93488169c161,c0a9291c-9695-4b1a-927f-16bf10da5844,c3,c2,27,p2,?,surb={'id': '76a2b058-3be6-47df-87f9-1a6c6e55a586', 'route': ['p2', 'e12', 'i6', 'x5', 'p3', 'c3']}
1769735144.5385647,SENT,d9154e9c-8703-4ea8-99cd-a6a06ea27026,7af0faa8-a348-460d-8cc1-7b848dc42b3a,c2,c3,3357,?,p2,
1769735144.538623,CREATED,a7ddddbf-9834-4c85-927d-31c2d7b0677a,6aee4135-d70e-4dc4-84b5-bceca399c00f,c2,c3,27,?,?,surb={'id': '9fddb1d6-2a78-4de3-898c-c71b8a23dc3f', 'route': ['p3', 'e12', 'i7', 'x10', 'p2', 'c2']}
1769735144.6272304,SENT,18b192e0-a768-4b22-9925-373b8028c93e,a6850d1a-3da3-4ba5-b4a5-cd3139f552cf,c2,c3,3360,?,p2,
1769735144.6273713,CREATED,5177078f-5eb3-4978-a220-fcc2bee7aa94,8aa0885b-92cb-4eb4-a3e3-0cfc8cf9f9c1,c2,c3,26,?,?,surb={'id': '2f35c486-5675-4a2e-b565-c08f2c5813f7', 'route': ['p3', 'e1', 'i1', 'x2', 'p2', 'c2']}
1769735144.7293696,SENT,07eaab76-33f5-4f0f-ab05-882d0a64c634,24e4b0b2-0c00-45de-bbe7-de4615d6c228,c2,c3,3376,?,p2,
1769735144.7295027,CREATED,58974c2f-2712-410c-a15a-79cc5453ba81,8d3dd6f0-2c92-4e44-94f4-2353f1d05957,c2,c3,27,?,?,surb={'id': 'ae27fb44-070c-44e2-b62b-b9c8f60355fb', 'route': ['p3', 'e3', 'i12', 'x1', 'p2', 'c2']}
1769735144.7780232,SENT,612dcf03-71d2-4511-887d-0bc4805ea008,dbccde3c-5d3d-4d97-a3e1-acc46c5788d2,c2,c3,3387,?,p2,
1769735144.778853,CREATED,df214399-a321-4e32-9173-5e05ce56155a,17054f07-d8be-4493-9655-9f780819057f,c2,c3,25,?,?,surb={'id': '2233a81a-aecc-424f-acf6-3c7b0f8bf4d2', 'route': ['p3', 'e8', 'i7', 'x5', 'p2', 'c2']}
1769735144.830215,RECEIVED,af2d74c3-6be9-4ce4-a5bb-3c85daf8d4b1,2d2512df-39ce-4d82-abda-42c60f09153b,c3,c2,27,p2,?,surb={'id': 'dda86eb3-dd97-4600-9f69-e2598226b1b9', 'route': ['p2', 'e10', 'i11', 'x8', 'p3', 'c3']}
1769735144.9328866,RECEIVED,9c1ed48d-e594-4772-a607-3ba410560c5d,c3abdb24-c551-475b-be69-f83f69c3387d,c3,c2,27,p2,?,surb={'id': 'f6cd7b1b-843a-4310-93de-1c6ac46aa63e', 'route': ['p2', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769735144.936211,RECEIVED,dffda0b9-95f3-4e2f-8259-76e8c49aac4a,aaafab79-507a-4d95-937f-e1784473c003,c3,c2,26,p2,?,surb={'id': 'bfe40597-e7bf-417d-ad21-b10c07d82e22', 'route': ['p2', 'e4', 'i1', 'x1', 'p3', 'c3']}
1769735144.9521134,RECEIVED,94a7a371-f80f-4e35-b422-97d7ce5692c3,c9abe47e-524c-451d-849a-a6d4e99d7aed,c3,c2,26,p2,?,surb={'id': '2eb52ff4-a2d4-463c-8e3c-e74b1b650b67', 'route': ['p2', 'e2', 'i9', 'x5', 'p3', 'c3']}
1769735145.0088286,RECEIVED,2ef69eaa-8e31-489d-9edc-d555ea4af403,6c0cef15-56cd-426e-87a8-f9adf5646af5,c3,c2,27,p2,?,surb={'id': '6d0d0201-9724-4ce4-a6e5-6a714cc3db82', 'route': ['p2', 'e3', 'i7', 'x10', 'p3', 'c3']}
1769735145.4261708,RECEIVED,b13186e3-3a58-4a99-ae05-30c3dc1c0297,b60e213a-830f-40ee-98fc-e4093c186962,c3,c2,27,p2,?,surb={'id': '092c969d-4ada-4cc8-8371-9f2defcf7201', 'route': ['p2', 'e8', 'i8', 'x8', 'p3', 'c3']}
1769735145.7834005,RECEIVED,efc9b4ff-4e92-448a-952d-f2284b3b45b8,63b54fc9-a172-4990-9033-7a35cbbab72b,c3,c2,26,p2,?,surb={'id': '8fbdc0f3-d4d6-4856-a18a-0e1c16d3a9c4', 'route': ['p2', 'e8', 'i1', 'x9', 'p3', 'c3']}
1769735145.843428,RECEIVED,a27202c9-6137-47c2-86a3-1e779af602c2,879826cf-04e2-4017-ba8d-b17f9f5ce124,c3,c2,27,p2,?,surb={'id': '50b45733-b77e-4ac3-823b-e4f5a9b97987', 'route': ['p2', 'e3', 'i5', 'x7', 'p3', 'c3']}
1769735146.2975147,SENT,73b58470-099b-4247-839f-edd6cff9d009,ec75f664-d332-4740-98ee-779e18a7602e,c2,c3,3397,?,p2,
1769735146.2976487,CREATED,e58e04e7-3036-4117-8041-126c4ed957d6,b29b6f85-c4fb-46f8-890e-834d0cc4fe50,c2,c3,27,?,?,surb={'id': '14d98783-ce9f-4e10-b2bb-73d1b2fcb0cc', 'route': ['p3', 'e5', 'i11', 'x11', 'p2', 'c2']}
1769735146.3982735,RECEIVED,bf2d6db4-4b10-49d9-bf1a-f63aa1310d46,5d7b00fe-f746-4a8d-95ae-1e928de72ecf,c3,c2,27,p2,?,surb={'id': 'cc0a94fb-5bf8-45a5-b0cc-0b2b893c3f7e', 'route': ['p2', 'e12', 'i2', 'x2', 'p3', 'c3']}
1769735146.4499402,RECEIVED,dd6182d6-34d9-454d-a47f-b704a020e04c,1999e5cc-3091-4734-86b4-9cd116bce51b,c3,c2,27,p2,?,surb={'id': 'e19cfafe-7c76-4dc6-a38f-16f77f03be4c', 'route': ['p2', 'e8', 'i10', 'x6', 'p3', 'c3']}
1769735146.5124547,SENT,bbc4f124-95cf-4eba-b39e-e53a29868098,b068b50c-0804-4ceb-9f2f-d73cda4538e5,c2,c3,3384,?,p2,
1769735146.5125825,CREATED,adcef719-cfc6-4414-9bc6-22b397054daa,f65bb26e-c9f0-480a-84cb-a086dc3f43f9,c2,c3,27,?,?,surb={'id': '285bc8a0-7fab-4d7f-b89b-bef7019dd353', 'route': ['p3', 'e4', 'i9', 'x5', 'p2', 'c2']}
1769735146.603668,SENT,1b86163d-36b0-4b81-9ad9-39cd653cde2a,b846b801-dca4-45d3-bd37-8b96dfe91f01,c2,c3,3364,?,p2,
1769735146.603806,CREATED,6747e12f-114d-4265-bf2a-1e6577809a0d,206ac737-2c07-4daf-8801-994810c9097b,c2,c3,27,?,?,surb={'id': '6f3783ca-c743-40b5-866e-64b183888747', 'route': ['p3', 'e2', 'i3', 'x2', 'p2', 'c2']}
1769735146.7434914,SENT,40befaa3-e27e-413f-8e53-1f103a47e11f,cc1e1db5-318c-4440-811e-7dcf8df4da32,c2,c3,3384,?,p2,
1769735146.743623,CREATED,ee41e5ff-399f-4bb8-b655-1d1d80b50ce6,78cc33b1-a68a-4eb1-b67c-aaf4b74aa99a,c2,c3,27,?,?,surb={'id': '15723667-e514-442d-82ed-ab2329e738cc', 'route': ['p3', 'e3', 'i9', 'x11', 'p2', 'c2']}
1769735146.996982,SENT,d9190310-6ab4-4a26-af85-f0a08256ae8d,0b8c7be2-6c3e-4e7e-8955-f2c97c53072a,c2,c3,3375,?,p2,
1769735146.9970944,CREATED,d5d965f8-9845-44d2-8298-84070d6f9085,d8bd1c36-40f6-4231-9993-97a0a3fd646a,c2,c3,27,?,?,surb={'id': '631c1ee5-d72b-4a16-8372-b33e2b2bc90c', 'route': ['p3', 'e8', 'i9', 'x12', 'p2', 'c2']}
1769735147.0107145,RECEIVED,ee2065db-6322-49ee-b415-5ffcf09bcddb,71d8d76b-0df3-4616-bc6b-10d566a453a7,c3,c2,26,p2,?,surb={'id': '087482d1-d73b-49e5-a7d8-2b7a2e7eea4a', 'route': ['p2', 'e10', 'i1', 'x12', 'p3', 'c3']}
1769735147.0181952,SENT,33f56c51-fa19-4b11-a717-cb41ed4178a9,d58cbb4c-4105-419d-b38e-6f6a613a44be,c2,c3,3403,?,p2,
1769735147.0182676,CREATED,2714a1da-e289-40df-9460-3eda851b66d5,709c17ee-8262-4fbd-a9bd-9cddc2fa61fd,c2,c3,27,?,?,surb={'id': '5dd2c363-6a27-4dac-be04-670c82d30284', 'route': ['p3', 'e12', 'i9', 'x8', 'p2', 'c2']}
1769735147.043279,RECEIVED,f55486d1-f62c-47c2-af12-d7d91781074e,a627d339-e67b-4f97-ab27-88d69b57c824,c3,c2,27,p2,?,surb={'id': 'd1f914ac-be52-4707-9e6f-0997a06244a9', 'route': ['p2', 'e3', 'i9', 'x11', 'p3', 'c3']}
1769735147.1581733,SENT,206eb112-d121-46cf-991e-ff8e82e623d8,a50b12f5-162f-4f01-97ab-7668427c7658,c2,c3,3375,?,p2,
