timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769734964.067355,SENT,f86f0b1a-48be-4c8a-a08b-3ca145b7768f,74b436c4-cd3e-425d-96c0-705fb87d6f5b,c4,c5,3371,?,p1,
1769734964.0675154,CREATED,4aa0e76c-2e18-4b02-8d1c-5e31768d19a4,2054ad7f-a2b6-419e-a9db-cb88e0ee7f8c,c4,c5,27,?,?,surb={'id': 'e21e7922-04fe-438f-8ec0-fd7ec830de6a', 'route': ['p2', 'e9', 'i9', 'x6', 'p1', 'c4']}
1769734966.4154303,CREATED,424ce7dd-6126-4bdc-b9a6-615a7102ae96,1bdd6e9a-8eb0-41fb-921e-ce7a4f3e0e18,c4,c5,27,?,?,surb={'id': '714fcb30-6002-4913-b286-6c721b1b21e9', 'route': ['p2', 'e5', 'i5', 'x12', 'p1', 'c4']}
1769734966.4812384,SENT,09451219-b0f9-468e-bd4e-424aa9ea59fc,81356097-8843-441c-aafa-947145b7d50b,c4,c5,3387,?,p1,
1769734966.481371,CREATED,601ae7e4-cd92-4b6e-91eb-008c832cccb9,6bb5ffa1-e3fc-4fd0-b56b-6a64d6d7046d,c4,c5,27,?,?,surb={'id': 'a963e5cf-fa31-4c02-93a9-0e09a058bc8c', 'route': ['p2', 'e10', 'i11', 'x5', 'p1', 'c4']}
1769734966.7565184,SENT,83c7b3c0-90cc-419d-abfe-0a16d5a30eb0,433d401d-e18d-471d-a742-56fec6f2efe3,c4,c5,3389,?,p1,
1769734966.75667,CREATED,7c70e3e4-34d9-4b5a-b21f-a1148dcd47c7,a7b23013-8d79-43d4-ab41-1182bd941176,c4,c5,27,?,?,surb={'id': '31747fb9-7698-400c-aa74-2b2ed347e061', 'route': ['p2', 'e10', 'i11', 'x4', 'p1', 'c4']}
1769734967.0709665,RECEIVED,0e1cabe0-4ed4-4ccf-b5ee-ba69f1d70c62,78f4ffaa-728f-4159-964e-5c42db6f23fb,c5,c4,27,p1,?,surb={'id': '6a3e2236-8967-4bf4-b397-242a8b7db336', 'route': ['p1', 'e2', 'i9', 'x4', 'p2', 'c5']}
1769734967.2725148,SENT,b6e7daa6-4efd-414f-9b7f-270f4db64984,7f3da95d-3f7b-4f6b-88a0-deb44c952497,c4,c5,3379,?,p1,
1769734967.272672,CREATED,211af922-7c95-463a-bb36-b225d5faa4fa,e45ab72b-1bc1-4c0a-a7d5-c4ad6bb6c18f,c4,c5,27,?,?,surb={'id': '7bde9d5e-3e8a-48e4-bc94-f4153c9bf1be', 'route': ['p2', 'e12', 'i8', 'x4', 'p1', 'c4']}
1769734967.3105288,SENT,b95d57ac-99ea-476e-b357-eedeb7ecac33,225009b4-db2e-4aa9-a051-2a2da57669b4,c4,c5,3400,?,p1,
1769734967.3106592,CREATED,8ebbeb92-513f-41ea-803d-2efd155a7d82,c4fe2fa1-5eca-4098-9c97-e3479e8a19d6,c4,c5,27,?,?,surb={'id': '58a83a76-e37d-4381-9b8b-b85c41fb81c7', 'route': ['p2', 'e10', 'i11', 'x7', 'p1', 'c4']}
1769734967.400291,RECEIVED,ddbdd8e0-6471-4f1d-ac42-8153c06ad78f,2479d505-33a8-41f0-8e02-544955738b58,c5,c4,27,p1,?,surb={'id': '9a6398e4-3016-460a-aa52-25d9e9cf05f7', 'route': ['p1', 'e9', 'i5', 'x2', 'p2', 'c5']}
1769734967.5051668,SENT,172e2a35-e103-4b46-8585-d0eea449a7b6,56ce126e-f5cb-48f0-9900-65099f5a2378,c4,c5,3383,?,p1,
1769734967.5053172,CREATED,13ec8be2-51f4-4902-8499-6cd45e724a4d,7a4acfa9-7337-43b9-8d80-0b8824599eac,c4,c5,27,?,?,surb={'id': '2be21637-02cd-48f7-b58d-bab5d65d1f19', 'route': ['p2', 'e6', 'i1', 'x2', 'p1', 'c4']}
1769734967.729774,RECEIVED,7856342e-8fcb-4e01-9f21-2ddb1956572b,6792861a-75be-4e80-884c-f5fd9f919e98,c5,c4,27,p1,?,surb={'id': '9da52e66-1491-4c95-8a52-6f9983caffbd', 'route': ['p1', 'e5', 'i12', 'x3', 'p2', 'c5']}
1769734969.2157774,SENT,9af9124f-484d-4836-825b-0ca930332351,bbf80884-6d77-47b0-a8c4-e008492285a2,c4,c5,3395,?,p1,
1769734969.2159288,CREATED,b8488133-d505-43f3-ae6f-3818b8ffd87e,7126e1e9-53a0-49d0-894c-c95a1663a7e7,c4,c5,27,?,?,surb={'id': 'ef75b420-80a4-42a2-b009-b0c2a27de510', 'route': ['p2', 'e10', 'i11', 'x4', 'p1', 'c4']}
1769734969.2915204,SENT,5e0a4533-bb7f-4e38-91a6-0c785c9a3e6a,b470132c-03ca-49a2-a78c-208851011f72,c4,c5,3396,?,p1,
1769734969.291665,CREATED,bae676fa-3ef8-48f2-acf8-f7f59b751fda,f1f19a1e-0fda-44be-9b0c-2e4836867c0c,c4,c5,27,?,?,surb={'id': '818054d9-9ff1-49b8-9c82-8fc9e0a2caf8', 'route': ['p2', 'e3', 'i10', 'x12', 'p1', 'c4']}
1769734970.2395413,SENT,b5536952-6c30-4b99-a851-a3b06a499119,46ecd11d-e1bd-41e6-a1d2-d7cb60074567,c4,c5,3379,?,p1,
1769734970.23968,CREATED,b3360a8f-d750-48e5-8c2e-9a96aea3fce4,f310f774-9cca-453b-9c89-750893da6ebb,c4,c5,26,?,?,surb={'id': '97e11212-7717-47b4-96aa-32b8a9eabffb', 'route': ['p2', 'e7', 'i6', 'x1', 'p1', 'c4']}
1769734970.4647703,SENT,8a5462c1-de81-44fb-b899-5d4a85fb5609,2fb8e9ae-eab8-4ed2-8cee-2b71f7ec797e,c4,c5,3371,?,p1,
1769734970.4649174,CREATED,e9991e93-2c97-4fe6-a759-ff88a1e05aa3,957945e0-f9a6-4058-8c81-7a88f0f18b4c,c4,c5,27,?,?,surb={'id': 'f23de989-1cbd-4f83-8f9c-c96766171a82', 'route': ['p2', 'e9', 'i7', 'x3', 'p1', 'c4']}
1769734970.8096583,SENT,a977a32a-6d98-468b-b897-20c68be1b25d,317759bd-1716-4ad4-adf9-197afc29cf96,c4,c5,3390,?,p1,
1769734970.8097901,CREATED,3e33a503-845b-4bf1-807c-0514f5173df8,eedcc02c-d47a-456c-bc46-e1e32ae41218,c4,c5,27,?,?,surb={'id': '616e3f24-222d-4644-b04f-91b7a13ff812', 'route': ['p2', 'e11', 'i9', 'x9', 'p1', 'c4']}
1769734970.8665247,SENT,d4d11509-9736-4f86-a088-68f953ef4a03,d9ac511e-c7aa-49a9-b1f4-ce404dd7ac10,c4,c5,3377,?,p1,
1769734970.866658,CREATED,98f3ef18-8864-48ca-9c6d-2b5503268ccf,b3ff4272-1a88-4ed3-953a-959d2c92e0e7,c4,c5,27,?,?,surb={'id': '22eb275e-dae3-4bd6-9f71-aa65a0c92230', 'route': ['p2', 'e7', 'i5', 'x11', 'p1', 'c4']}
1769734970.8726163,SENT,cd33f7b4-2b0b-4752-bc36-11a5b4e97307,d6f59b55-f3de-4564-a87a-bb97d1eb28a6,c4,c5,3392,?,p1,
1769734970.8727555,CREATED,10b5666f-8f9e-4573-94aa-16097b961431,d2ac2fa4-579e-4c42-8228-c8cd2295d7a4,c4,c5,27,?,?,surb={'id': 'c960bb5f-b5c0-4181-8510-780f7ed69019', 'route': ['p2', 'e7', 'i12', 'x2', 'p1', 'c4']}
1769734971.239465,RECEIVED,e78eed64-e72e-494e-90ee-749885508fce,8e3cfa8c-b1a5-4df9-8b09-15d8588fd4d6,c5,c4,27,p1,?,surb={'id': 'cf85efbb-b368-4b10-9af4-787d9c47bcee', 'route': ['p1', 'e8', 'i3', 'x8', 'p2', 'c5']}
1769734971.4262316,SENT,d3b40168-82e9-4d0f-adfa-e0e1c49c5706,12de7bbf-9df0-445a-9b84-4ef6055b2acb,c4,c5,3384,?,p1,
1769734971.42637,CREATED,fb8050c8-1d4e-4fcb-a935-b3f403cd0c47,38f0d779-1125-4546-bec6-0032050ab869,c4,c5,27,?,?,surb={'id': '0153572f-57bd-4aee-8e30-c7f6a5ccdd6e', 'route': ['p2', 'e9', 'i6', 'x12', 'p1', 'c4']}
1769734971.5596688,SENT,ac288518-5a33-44d3-b467-8dd12391fa93,2ee1ff2a-7cfd-4fb4-8018-40b01a0b9fe1,c4,c5,3355,?,p1,
1769734971.5598004,CREATED,49d7bde0-bf2b-49bc-a711-11d83135e39a,707dfb32-8bab-48d2-a7c2-1efd58f2798f,c4,c5,26,?,?,surb={'id': '287c68c5-4105-4907-b435-1286c4a00b3c', 'route': ['p2', 'e8', 'i9', 'x5', 'p1', 'c4']}
1769734971.8021574,SENT,185ca50b-6a4b-4eb3-bd12-14840e390deb,2665622c-04c6-4c8b-b795-dc5db8f69bb4,c4,c5,3378,?,p1,
1769734971.8023047,CREATED,1560e49b-f3a6-40ab-9f4c-0940fad03753,973e6511-ba26-48c8-b95c-3118c1c8c6dc,c4,c5,27,?,?,surb={'id': 'dbd78024-f255-4891-8dcf-b6930757d8d5', 'route': ['p2', 'e10', 'i9', 'x2', 'p1', 'c4']}
1769734971.8165617,SENT,91589a3c-303e-448b-9727-751198ca6820,3db99d55-9ef5-4ddb-9dc6-6642858efc1a,c4,DROP,2016,?,p1,
1769734971.8166864,CREATED,aaa72611-9681-4351-9115-109efa28476d,afdf2822-b6eb-4f5a-91f0-d367abcc9553,c4,DROP,27,?,?,
1769734971.852721,RECEIVED,6aeb7067-ca38-4e9e-86ad-b4dab8c1a9a6,d7cd0678-1259-414d-9299-4159d9f5a784,c5,c4,25,p1,?,surb={'id': 'bc6f2e16-e2a9-4644-b4b8-c1ae2d856ed7', 'route': ['p1', 'e1', 'i12', 'x8', 'p2', 'c5']}
1769734972.0802526,RECEIVED,5e3e8308-af6e-4f53-87fc-8908a5e4c83e,e3fef722-24b0-4e10-b466-866833057a5d,c5,c4,27,p1,?,surb={'id': '6e2588ad-99b2-4c32-ad0d-83eb4fd79b79', 'route': ['p1', 'e7', 'i8', 'x5', 'p2', 'c5']}
1769734972.1577632,RECEIVED,ecded88e-b848-477f-adf4-34dd72b7f016,e0551c38-4c6e-4033-98cd-07cbc97f4849,c5,c4,27,p1,?,surb={'id': '4d945f63-e50a-49ee-948a-0d0dc599b9c9', 'route': ['p1', 'e11', 'i11', 'x12', 'p2', 'c5']}
1769734972.282444,SENT,c37bf385-8e92-494e-9842-0043825a4c02,da8702a2-08b9-4c05-89c7-edaf778f9356,c4,c5,3355,?,p1,
1769734972.2832248,CREATED,6be4cedd-fec7-42cb-b8cb-53e5ce2b972f,007b345b-5130-48fb-b2ce-8cac196a50ac,c4,c5,25,?,?,surb={'id': '020444eb-658b-4d97-bfff-305b92d2cbd2', 'route': ['p2', 'e6', 'i4', 'x1', 'p1', 'c4']}
1769734972.5753424,SENT,c19aaf4d-a0b2-4f8f-b1b6-9147c9f2ace5,b5eba541-c433-4135-a1de-02ac7868adb2,c4,c5,3359,?,p1,
1769734972.5754867,CREATED,5d1f47fb-cc65-48d2-bf7a-ddfd7266a53f,8760f7a5-9191-4cc8-b1ee-f3ac7c01508b,c4,c5,27,?,?,surb={'id': '881d90e4-967c-49c1-be04-abee26ae1286', 'route': ['p2', 'e5', 'i6', 'x1', 'p1', 'c4']}
1769734973.658716,RECEIVED,f2532e94-5ae3-4a3c-9c14-0bd3ab5ac0ed,554053d7-0447-4edd-a5bd-25d40fb66ccf,c5,c4,27,p1,?,surb={'id': '70c9c07f-2a8a-418d-a94f-8eec066d3c02', 'route': ['p1', 'e3', 'i4', 'x11', 'p2', 'c5']}
1769734973.8288782,SENT,27684b7b-4af7-4de3-8036-fa7583d3404f,7d93b198-6462-48a3-9433-a5f97b93a036,c4,c5,3359,?,p1,
1769734973.8290093,CREATED,b5473fb0-8451-410c-8a68-6efda1729638,71d535f6-c38d-44fe-b494-e80d18a52797,c4,c5,27,?,?,surb={'id': '5917f4d5-100b-4109-b155-54aa0917f147', 'route': ['p2', 'e1', 'i9', 'x11', 'p1', 'c4']}
1769734973.9174452,SENT,aa59d676-f3ef-43eb-a4f8-8c809ca1d715,556de45f-86f8-4db0-a454-55eaec3f9045,c4,c5,3399,?,p1,
1769734973.917593,CREATED,10c8f331-6e98-4365-af8d-bbff659e0385,f740e29a-0c55-4865-b57c-55d07c462eda,c4,c5,27,?,?,surb={'id': 'a3c23a4e-4f66-436a-8df1-e61d474d13f0', 'route': ['p2', 'e11', 'i6', 'x12', 'p1', 'c4']}
1769734973.9989896,SENT,fca15cac-c2a5-4c01-a676-73230a4f5f89,d61b0a1f-9099-4f63-b75f-22ffdd75d2e5,c4,c5,3397,?,p1,
1769734973.999144,CREATED,c0296d86-669d-4f4b-b213-6dc3de89ebde,46999a08-a767-43f1-9c71-a1d9ed9e7ed0,c4,c5,27,?,?,surb={'id': '9e6a9172-0be9-4954-aae1-b96b917c82b3', 'route': ['p2', 'e3', 'i3', 'x10', 'p1', 'c4']}
1769734974.0562735,SENT,80b450ac-224c-4f70-8697-ca1cfa0e4819,6d4bb914-c1ee-4c4a-94a1-c50150db89d1,c4,c5,3387,?,p1,
1769734974.056419,CREATED,588da1f5-998d-4702-8e18-87f9f0232956,01c272b3-18af-43f0-b7e1-06f2facdfaea,c4,c5,27,?,?,surb={'id': '7c57b79e-ce35-4b44-804e-c7ca32037f07', 'route': ['p2', 'e10', 'i6', 'x11', 'p1', 'c4']}
1769734974.3985534,SENT,6eb22941-3698-425f-a61a-25bef40a3159,4a8b9f53-536a-4651-bce7-18ca6e309c33,c4,c5,3364,?,p1,
1769734974.3995209,CREATED,e377b0af-0ed1-4996-a22b-075fd4626df2,13df3ffe-f0e2-46dc-a145-2d8e89f3571f,c4,c5,27,?,?,surb={'id': 'f59508fc-c3d7-45ee-8339-d893f566ab22', 'route': ['p2', 'e2', 'i10', 'x6', 'p1', 'c4']}
1769734974.4166825,SENT,3c88970a-a85c-47f6-85d3-73a8b2f7ec11,83a9fffa-9a81-4814-a3cc-01bcfc5460ae,c4,c5,3384,?,p1,
1769734974.416817,CREATED,84f41923-9691-4393-bd8e-bd7cab9e1fc4,44347da1-2a0b-4fe4-95d0-f855adceb11a,c4,c5,27,?,?,surb={'id': '3844e507-a652-400c-94c2-68e87a6a094f', 'route': ['p2', 'e5', 'i12', 'x2', 'p1', 'c4']}
1769734974.6327415,RECEIVED,f17a3f07-3d61-4055-8cde-6ecfb06bdf77,a46df1e7-30d8-460d-a7e7-56e00a186ee3,c5,c4,26,p1,?,surb={'id': '87de86c3-fa09-4113-b9b3-e05834cb59b3', 'route': ['p1', 'e7', 'i5', 'x10', 'p2', 'c5']}
1769734974.675542,RECEIVED,aa5a6093-e738-4693-8c3c-6736eb7a86d1,80f4813c-bb65-4339-9223-3c9ce3e19a12,c5,c4,27,p1,?,surb={'id': '7b1a2fdb-98c6-4f37-846a-a007dd399eb3', 'route': ['p1', 'e10', 'i3', 'x3', 'p2', 'c5']}
1769734974.87864,RECEIVED,f2bf3b6e-7460-4c7b-ad77-9ab577acffb8,d4f6ae86-e9c4-42e4-aff3-5a7fd5200394,c5,c4,26,p1,?,surb={'id': '77c57b48-fd95-4c4e-85d8-3c78f69277ae', 'route': ['p1', 'e2', 'i9', 'x12', 'p2', 'c5']}
1769734974.9711163,SENT,7d72fc5c-623d-4296-83c3-78e7b3b259a1,54135f76-9e49-4eb7-8a9e-0ddee88528d9,c4,c5,3384,?,p1,
1769734974.9712493,CREATED,d5ced054-2e30-46ef-bb4a-b8a628b15f5a,a005218b-eaa2-4fa5-bdb1-04a78a3dcc58,c4,c5,27,?,?,surb={'id': 'd834266e-6373-4d99-8ad4-c06c8a7ac5e3', 'route': ['p2', 'e5', 'i2', 'x8', 'p1', 'c4']}
1769734975.4794736,RECEIVED,615ea976-a84f-47fb-ad00-fc7bf25a410b,7325abfe-11ff-4e34-909f-dbf36b39ce88,c5,c4,27,p1,?,surb={'id': 'bcac57d6-e23e-4bd3-854c-7a1e1252f543', 'route': ['p1', 'e12', 'i7', 'x5', 'p2', 'c5']}
1769734975.7087598,SENT,72e52089-bca7-40bb-ac7f-19044b5f8105,c3f28a02-d5ed-4fcb-982f-8350da782e3b,c4,c5,3391,?,p1,
1769734975.7088904,CREATED,6fd7059b-2107-4e47-9bed-bd2d81cd2308,1fad4a7c-abc7-45bf-a7ee-296f04d673a7,c4,c5,26,?,?,surb={'id': 'c805a8aa-5b07-401e-b3eb-4bd4ee4e219d', 'route': ['p2', 'e1', 'i12', 'x10', 'p1', 'c4']}
1769734975.741572,SENT,4b3444f8-83df-47b8-b126-5203c4714d55,53284ddd-80ed-4b46-9e35-17dfd06fd952,c4,c5,3399,?,p1,
1769734975.741695,CREATED,99eac24a-ff51-4e77-8b48-feb0af808d25,173b465b-090c-4180-8933-089d178ad8bc,c4,c5,27,?,?,surb={'id': '2a6d57c6-f50d-4dec-8966-eefdcf20dbef', 'route': ['p2', 'e12', 'i10', 'x6', 'p1', 'c4']}
1769734975.8252108,SENT,e7201497-f2bc-49e8-95b3-9d31e8017e4c,6cf66466-a1fb-47b5-9184-a50597a98260,c4,c5,3380,?,p1,
1769734975.8253455,CREATED,356cff57-030a-4660-80f2-5c0b0d379809,25f38382-51f4-4eb6-b016-5f0b7b2cf891,c4,c5,27,?,?,surb={'id': 'b759a375-929e-4828-b742-5827fb365ab3', 'route': ['p2', 'e8', 'i7', 'x6', 'p1', 'c4']}
1769734976.0025585,SENT,dcda10c0-a36e-4124-a2e5-8c5a4713da75,d2fb6145-cf77-48ed-a8f5-0f546ae3969f,c4,c5,3380,?,p1,
1769734976.0026913,CREATED,b57c38d9-ca20-4dbd-868a-8ff64072a5de,1212833d-b4e9-4ba9-95a0-e98c34fd5832,c4,c5,26,?,?,surb={'id': 'ec03e5db-35e0-4463-a542-fbe7ae40c241', 'route': ['p2', 'e10', 'i5', 'x7', 'p1', 'c4']}
1769734976.256161,RECEIVED,8285532d-9b77-4b39-b18f-70862cc816b8,d08abb43-041a-4900-b45e-3e299114a283,c5,c4,27,p1,?,surb={'id': 'f7d3e1ac-aa93-446e-bdf3-f0b8674cfbd4', 'route': ['p1', 'e8', 'i7', 'x11', 'p2', 'c5']}
1769734976.3305364,RECEIVED,3953378a-0821-43eb-9c5a-aa6643e0f9d8,34af219b-97d4-47ee-a1be-9d5b8741adc4,c5,c4,27,p1,?,surb={'id': '5132b88d-8769-40ce-8a1f-869849a5995e', 'route': ['p1', 'e8', 'i9', 'x2', 'p2', 'c5']}
1769734976.3852787,RECEIVED,d934391f-f650-4ce6-800c-569ff84a6f95,a3589bde-a401-4bfc-9253-410fb7d9e9ea,c5,c4,27,p1,?,surb={'id': 'a72232d4-b52a-4b6b-9f8d-b54ac44bb3d9', 'route': ['p1', 'e3', 'i6', 'x12', 'p2', 'c5']}
1769734976.392064,SENT,b823d916-ee9c-4604-8b3b-1a4ae21b4e69,9ec880ed-1697-44a0-a021-919a615c37ca,c4,c5,3396,?,p1,
1769734976.392195,CREATED,5137bff8-5a1c-49d2-baec-8c3e215813ad,96b946c3-f15e-4882-afd5-09a49e95cd5d,c4,c5,27,?,?,surb={'id': '2131cba6-348d-4c87-83a1-11d309852371', 'route': ['p2', 'e11', 'i12', 'x9', 'p1', 'c4']}
1769734976.623863,RECEIVED,a3c153ba-fc40-43fb-82d9-279ebcf8fe48,5e56560b-7046-46cf-be00-464bb5f63bfe,c5,c4,27,p1,?,surb={'id': 'f8b49ea6-a0de-4174-b073-a8a327dd038a', 'route': ['p1', 'e10', 'i7', 'x2', 'p2', 'c5']}
1769734976.6395829,RECEIVED,d09fb43c-3d17-47cc-bd07-03396b871168,cb4cc1da-24c2-400a-b079-c5ea978fe0ec,c5,c4,26,p1,?,surb={'id': '59864d69-d0af-4a92-bf12-4cf2449a0ffb', 'route': ['p1', 'e4', 'i8', 'x6', 'p2', 'c5']}
1769734976.730487,RECEIVED,17d96940-fb5b-444c-a76e-6aabfc05eeb3,87b3f4ec-0c0b-4515-a856-8449be78f322,c5,c4,26,p1,?,surb={'id': '54d68bd5-f8ab-4225-b097-ae5fa014eb52', 'route': ['p1', 'e10', 'i2', 'x11', 'p2', 'c5']}
1769734976.8312118,RECEIVED,1ae458d5-eba6-4be5-b53f-8d685b0ca489,7f3467bf-5675-4691-b2d0-31aae7127327,c5,c4,27,p1,?,surb={'id': '04821db4-6a74-4ed7-be9c-bfd750b92336', 'route': ['p1', 'e8', 'i1', 'x8', 'p2', 'c5']}
1769734976.888222,SENT,84dbb8aa-721f-4959-a119-e492ff880f61,3dff5591-b337-42aa-87c7-9690a900dcb2,c4,c5,3393,?,p1,
1769734976.888357,CREATED,c57866d4-600f-4bde-addd-1718de423d53,7fd3b39c-23f1-4919-bd1d-9cdc9c8313de,c4,c5,27,?,?,surb={'id': '2db6b9b0-38df-45de-ae4d-be287d6a3f92', 'route': ['p2', 'e4', 'i12', 'x4', 'p1', 'c4']}
1769734977.017821,RECEIVED,ca8519b6-c4a8-4596-9be1-534ee0ca48f3,fff9a3a3-96c3-4325-93f7-ce916dba845f,c5,c4,27,p1,?,surb={'id': '5890a59a-064a-4c53-a078-cc0f970502cd', 'route': ['p1', 'e10', 'i8', 'x2', 'p2', 'c5']}
1769734977.2688267,SENT,929967fa-e9e5-4327-ad99-5577387fb9d1,d7523348-1f30-4fce-bfca-fbf01458c5ee,c4,c5,3399,?,p1,
1769734977.2694223,CREATED,9ef042da-9b0a-4be9-affe-a037c26d00b0,99df3d64-918b-4b80-a9cf-ad0dbdab9f7e,c4,c5,27,?,?,surb={'id': 'bf9b1fcb-c164-4dc4-9663-fd825de10e0f', 'route': ['p2', 'e12', 'i4', 'x12', 'p1', 'c4']}
1769734977.2778387,RECEIVED,3f96eb55-2d8c-48e6-af60-ef89bed36907,b7dd4626-4cb1-43fd-9e10-52b26eebf0da,c5,c4,27,p1,?,surb={'id': '9789dae3-0800-44ad-a074-e0b81c5ad055', 'route': ['p1', 'e1', 'i12', 'x11', 'p2', 'c5']}
1769734977.5713282,RECEIVED,f10b5f0f-e1db-43f5-b04d-2633fe75c87b,1a53ca7d-0d4a-4b6a-b7c2-0cd5fb869d00,c5,c4,26,p1,?,surb={'id': '4781d88b-8a54-4a9f-bdf2-7811f81419b7', 'route': ['p1', 'e9', 'i8', 'x2', 'p2', 'c5']}
1769734977.6592193,SENT,78708e8a-923f-47cd-931d-5892da6909d3,8198df24-3561-4333-afef-e499aedd3f09,c4,c5,3376,?,p1,
1769734977.6593525,CREATED,b3838b3e-b497-4d5d-8f0d-3ead2f6aff26,3deeee07-3200-4aa9-803f-73f3358bddaa,c4,c5,27,?,?,surb={'id': 'c426aaab-5278-47be-b69b-4759bb48f758', 'route': ['p2', 'e2', 'i11', 'x7', 'p1', 'c4']}
1769734977.7995996,SENT,d9fa569d-51a4-4258-b5cf-89798e35967e,0f55ec8f-a4cf-4abe-b767-91aac904e7f0,c4,c5,3375,?,p1,
1769734977.7997315,CREATED,d027bd46-f39c-475c-94e1-dba385338654,3a1d5ea4-1e67-4017-abd9-2cdfc0f80b5b,c4,c5,27,?,?,surb={'id': '60c6283a-4378-4dfd-8dcd-7e508028626a', 'route': ['p2', 'e6', 'i12', 'x5', 'p1', 'c4']}
1769734978.101841,RECEIVED,71d753c7-29e1-4da1-9081-e69004a0cd02,0b3ed54f-e7cc-4b4a-b179-ffffc7e39866,c5,c4,27,p1,?,surb={'id': '252259be-1663-42bb-8639-6d701f8c8891', 'route': ['p1', 'e4', 'i5', 'x10', 'p2', 'c5']}
