timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769761017.4422507,RECEIVED,73a9a252-ab89-4428-b843-08a2c34928b8,5b8e23dc-d238-48b3-9bac-4bc46777e691,c5,c3,27,p3,?,surb={'id': 'cf562cc9-e686-48a4-b842-368a03daf673', 'route': ['p3', 'e12', 'i7', 'x12', 'p2', 'c5']}
1769761017.5397184,SENT,cfc4c83f-b1fc-416a-a23b-d3f00ab98e49,5b35ada4-b519-4581-9655-f6d96f79b8cd,c3,c1,3358,?,p3,
1769761017.539792,CREATED,d42b1539-c96f-4660-b030-4d6889bdd277,cc6b06dc-8610-4c3a-a337-1b5d74ee4161,c3,c1,27,?,?,surb={'id': '007b00c2-fe0b-47d0-b43c-5b2b273c70b6', 'route': ['p1', 'e10', 'i1', 'x8', 'p3', 'c3']}
1769761017.590489,SENT,a9158e36-2ec4-49ab-ab82-48e6f3cebf66,42823db7-94ec-4096-85d6-3ea2fb45ceb3,c3,c1,3387,?,p3,
1769761017.5905607,CREATED,10f73a1b-d981-4136-9911-570c447e4ccf,34c8350a-1ac1-49c5-808b-1bf659b0034d,c3,c1,26,?,?,surb={'id': '3ddabf50-a5ee-457e-bbb1-0a8d2420d4dd', 'route': ['p1', 'e11', 'i12', 'x7', 'p3', 'c3']}
1769761017.676612,RECEIVED,05969f10-4ceb-4c66-9c04-b7b22e1501b3,4fecf73d-2291-4ca2-9aa9-0a37d8287cba,c5,c3,27,p3,?,surb={'id': '07165930-f4f4-40f4-b347-ad85ebcd99c7', 'route': ['p3', 'e9', 'i2', 'x8', 'p2', 'c5']}
1769761018.3345659,RECEIVED,9eb9af4a-4413-4410-82a7-131ca0bdaca5,de399d5e-cd1f-4e66-a8cb-3542c058df9d,c5,c3,27,p3,?,surb={'id': '8d14fbaf-5bf6-4317-981f-a2dec5283a22', 'route': ['p3', 'e6', 'i6', 'x4', 'p2', 'c5']}
1769761018.4685469,SENT,9bd24329-078e-477f-a200-a8d2ca630608,d07bc881-ac5f-4441-9715-cab49543e018,c3,c1,3387,?,p3,
1769761018.468641,CREATED,3b9609b5-87a8-4ca5-bdec-8062d55e569f,87076160-1c62-4891-8edf-96da321538e2,c3,c1,27,?,?,surb={'id': '830e1f43-61b0-48a1-bfd4-d754a0fbc107', 'route': ['p1', 'e11', 'i2', 'x2', 'p3', 'c3']}
1769761018.7436647,SENT,f6220418-85ba-482f-bfac-90d407a481fa,9281d4cf-af23-4210-9798-160891cc72c5,c3,c1,3388,?,p3,
1769761018.743735,CREATED,12b392ea-50ef-411f-8ecb-003c7dab5191,ba88b97d-367b-4599-b92b-493022ea8b5e,c3,c1,27,?,?,surb={'id': '361f0c59-5274-4092-976b-0ebfb5d9294c', 'route': ['p1', 'e7', 'i8', 'x9', 'p3', 'c3']}
1769761018.7584755,SENT,1b66bd37-37c4-46a9-9612-805d508f34c7,f8ab7a42-8533-4543-b7bc-a305a14e35e8,c3,c1,3360,?,p3,
1769761018.758546,CREATED,6f8585a1-5af9-4ee7-a97e-ef05cb5f7f4e,b0fa74fe-34e0-45f0-b9fe-f093d47bb77e,c3,c1,26,?,?,surb={'id': '0e410d3a-a1f2-4bb1-b9fc-84cfd4aff9de', 'route': ['p1', 'e3', 'i3', 'x6', 'p3', 'c3']}
1769761018.9575593,RECEIVED,9fc6aa77-416e-45d0-a585-5e0b6de50ff6,7a0ccae7-c442-458a-80e1-7932b4bc3c80,c5,c3,27,p3,?,surb={'id': 'e0d17e7a-82bd-4316-9ec2-065c2993af6b', 'route': ['p3', 'e6', 'i12', 'x12', 'p2', 'c5']}
1769761018.9634538,RECEIVED,0ddb2e0f-8816-419b-aaa8-5d9e3910789d,8368a4ff-4964-4c31-8dcc-8b60c96fe139,c5,c3,27,p3,?,surb={'id': '8244d3a9-e83b-4a80-a6b6-4fdd2f4bb331', 'route': ['p3', 'e7', 'i3', 'x4', 'p2', 'c5']}
1769761019.0487492,RECEIVED,c6008a09-5290-4a5d-bb71-4336f6fd8949,350f8f8d-aa2a-4881-99e0-3c0576bf5b68,c5,c3,27,p3,?,surb={'id': 'bcee79c1-161a-4fdd-b3ae-17487a188de4', 'route': ['p3', 'e6', 'i3', 'x11', 'p2', 'c5']}
1769761019.3564966,RECEIVED,817529ca-5775-4a90-b827-ad5b1b8fd581,d29d440f-9506-4469-bf06-4d4549803733,c5,c3,26,p3,?,surb={'id': 'a97adf42-459d-47f4-819d-2c1dbfa5b083', 'route': ['p3', 'e3', 'i6', 'x11', 'p2', 'c5']}
1769761019.4753554,SENT,b9bc4770-8a4c-4277-a871-ae71c2af4443,2c8c4f13-672d-495d-afbb-0029bbbc721f,c3,c1,3396,?,p3,
1769761019.4754813,CREATED,3e43edb2-9354-48b8-a8b4-842462534a53,6edc493c-cab1-40e5-a58e-65eaa2a41fc8,c3,c1,27,?,?,surb={'id': 'b0b040a8-3692-45a2-9e0c-a16884eba5db', 'route': ['p1', 'e2', 'i11', 'x12', 'p3', 'c3']}
1769761019.6646771,RECEIVED,12714ce8-387a-4626-a738-b45023eac16d,c13e253b-767f-4457-9e0c-e78af6786437,c5,c3,27,p3,?,surb={'id': 'dbc25796-ada9-442f-ba9c-811561a35aae', 'route': ['p3', 'e10', 'i12', 'x12', 'p2', 'c5']}
1769761019.7038453,RECEIVED,a30907aa-579e-4f38-9f8c-178ecd1173d6,5c510171-4ed9-45ac-a642-ac593b2c9da8,c5,c3,27,p3,?,surb={'id': 'c9a10415-fdee-4d23-b587-13bd30d21ee4', 'route': ['p3', 'e3', 'i11', 'x7', 'p2', 'c5']}
1769761019.7164922,RECEIVED,247056f4-5620-43a4-ad85-6633b637f06d,df4544b1-f8a8-4d46-8510-70ee75fa7c70,c5,c3,27,p3,?,surb={'id': '1170953a-06e9-47ab-ab30-de5e4de56494', 'route': ['p3', 'e10', 'i7', 'x12', 'p2', 'c5']}
1769761019.7955735,RECEIVED,847c67c8-417d-4ddb-9cc7-5db0d6f28367,21fbee3f-9a42-4652-a41e-646a4b8cbf0e,c5,c3,27,p3,?,surb={'id': '3a3db338-31c5-466e-9700-93cee49c8503', 'route': ['p3', 'e9', 'i11', 'x2', 'p2', 'c5']}
1769761020.0024621,RECEIVED,56d68fa8-ff41-4710-8a67-28f5f5419b06,ec035cda-7054-4406-b508-213961a0c187,c5,c3,27,p3,?,surb={'id': '32107867-9ef4-4008-8ad8-825648936035', 'route': ['p3', 'e9', 'i9', 'x4', 'p2', 'c5']}
1769761020.205053,RECEIVED,18e090c3-353c-46cf-ac0b-717a08205b97,6c249858-a8e8-4974-933b-531ed6d1e7f8,c5,c3,27,p3,?,surb={'id': '10885811-4949-4eba-a678-fdcf604fa7d0', 'route': ['p3', 'e8', 'i5', 'x3', 'p2', 'c5']}
1769761020.3135312,RECEIVED,785f7022-bd5c-43bd-9cc5-c8bbf7a1cdd7,5dfce014-b03f-4cd3-ab49-4a58dcd1ebf4,c5,c3,27,p3,?,surb={'id': '1193987d-39ea-4f0e-ae61-4ae65ad297f1', 'route': ['p3', 'e3', 'i2', 'x8', 'p2', 'c5']}
1769761020.4261413,RECEIVED,93fbf1c7-f8e0-43be-9d78-36ec039e5e37,8cc3b70f-ebcb-4ef9-966c-0e317f026e3f,c5,c3,23,p3,?,surb={'id': 'af302089-7f6d-4412-91c7-a92a3e79ddb0', 'route': ['p3', 'e5', 'i2', 'x6', 'p2', 'c5']}
1769761020.6011386,SENT,68c5dada-cc80-4b22-9d95-a82ef2093092,01608fb6-43f8-4f66-98ce-76cc2415460c,c3,c1,3367,?,p3,
1769761020.601279,CREATED,a27af805-7ec8-48e7-9488-219983cd2554,41fde1f5-aafc-42d4-b3e6-e5974d413638,c3,c1,27,?,?,surb={'id': '042cb01d-438c-4a27-b212-c8e6f31854ed', 'route': ['p1', 'e2', 'i6', 'x8', 'p3', 'c3']}
1769761020.6805189,RECEIVED,0c314efa-ff31-41d5-9a3a-7f589c571dcd,a76fd855-e900-4521-ad7d-aeeb5d9ec1d3,c5,c3,27,p3,?,surb={'id': '13c17fe9-67f0-43cc-8e0d-23f4dae10df2', 'route': ['p3', 'e3', 'i6', 'x5', 'p2', 'c5']}
1769761020.90548,SENT,2c23a907-bd54-4d9f-819c-9f9bf42bbf7b,114ab8b7-09b9-4dda-b0e0-77b0f9ad6162,c3,c1,3375,?,p3,
1769761020.9055831,CREATED,2ea9287a-1f8f-427c-b313-96856a7c6ef2,900f4db5-1288-4117-8a20-fda0bdac1978,c3,c1,26,?,?,surb={'id': 'ac5dfbae-a56e-4b48-b333-cab882c70769', 'route': ['p1', 'e3', 'i6', 'x12', 'p3', 'c3']}
1769761021.1171901,RECEIVED,ff14d148-17d3-473d-b56e-b643585eded5,9b6ea647-895a-4842-83e2-7506c92a55d5,c5,c3,26,p3,?,surb={'id': '3e1d2e9c-c652-4ef9-b443-7db35698a76e', 'route': ['p3', 'e10', 'i12', 'x2', 'p2', 'c5']}
1769761021.8184795,RECEIVED,f37301c2-7329-4aca-9ce7-6caa27c5aa7c,fc64ba42-b70d-4f92-bda8-9f51131a35dc,c5,c3,27,p3,?,surb={'id': '71ebbba8-d39c-40ac-9db6-8c070cff3162', 'route': ['p3', 'e3', 'i4', 'x9', 'p2', 'c5']}
1769761022.0615168,RECEIVED,ab2f43a5-6b0c-4460-8584-7dac021dc0e6,4349b846-2d14-427f-b0f3-11bbda45cf26,c5,c3,27,p3,?,surb={'id': 'e9707a7d-bf81-4541-b83a-fbdf087d2a17', 'route': ['p3', 'e10', 'i3', 'x5', 'p2', 'c5']}
1769761022.0922139,RECEIVED,c7a0934c-0bad-4c22-9cb0-3259783d82e9,94bddbfe-30f7-438c-83a3-e15c5932de67,c5,c3,27,p3,?,surb={'id': '932aff21-bff0-4051-9392-0c35378bb7b2', 'route': ['p3', 'e2', 'i11', 'x2', 'p2', 'c5']}
1769761022.3074653,RECEIVED,485dbef9-c8c7-4c43-9062-348f59c01965,cf299a7f-be34-4469-931e-76c688a84015,c5,c3,26,p3,?,surb={'id': '72f1e812-26ca-49a5-bd3e-78be0e0c616b', 'route': ['p3', 'e10', 'i1', 'x8', 'p2', 'c5']}
1769761022.3116903,SENT,a982eaa3-acaa-45de-887f-f50c2b8abbe1,9050fe47-00a3-47b9-8edf-7e8de6547c28,c3,c1,3380,?,p3,
1769761022.3118098,CREATED,911f4753-1a39-4e0e-a849-d058a4d5cb58,5895ae1f-148a-4237-947c-f3abf8ea9875,c3,c1,27,?,?,surb={'id': 'ca9cad9a-c0e1-4ba1-acfe-1f1a2f57be94', 'route': ['p1', 'e3', 'i4', 'x2', 'p3', 'c3']}
1769761022.4167368,SENT,2856bf5a-d0c4-4e48-b6dd-11bca68af62e,bbc50705-687c-4e06-ba00-ada3e68ba2e2,c3,c1,3391,?,p3,
1769761022.4168537,CREATED,2adbcffd-e5b5-4052-b728-3e34b87ebf64,2cd4511d-bdfb-4c55-b0ee-c16f2a5ca18a,c3,c1,27,?,?,surb={'id': '7878f1ec-b91c-496e-9382-face96a37673', 'route': ['p1', 'e7', 'i12', 'x11', 'p3', 'c3']}
1769761022.8583455,SENT,d6b9a86a-6099-4289-a477-718b043e70cf,85a25e85-ffde-40f5-9e90-6cbd602abb0b,c3,c1,3400,?,p3,
1769761022.8585215,CREATED,53e4d554-153b-4062-8231-92d3d210d2bb,22c35bb8-d9cf-4e07-8dcd-5efd15655264,c3,c1,27,?,?,surb={'id': '4df31e47-7caf-4103-9f00-22e7de4af8a2', 'route': ['p1', 'e12', 'i5', 'x7', 'p3', 'c3']}
1769761023.0567555,RECEIVED,d2a463f1-5f93-4bf1-8176-0650a4528a11,1fe6b03e-7017-425c-9a3c-af80b924c100,c5,c3,26,p3,?,surb={'id': '79e3df30-980f-4a6c-bb7f-42f9afe9dc61', 'route': ['p3', 'e5', 'i6', 'x12', 'p2', 'c5']}
1769761023.101804,SENT,3e7af443-b96c-42fc-8252-f0c6df579b7d,6ecc851f-3adc-4047-90c1-05be7e7a15a1,c3,c1,3384,?,p3,
1769761023.1019504,CREATED,1fe33874-f1cc-4edd-98e3-4b9662ee37a1,706fee1f-8ea6-4da8-a418-f897cf16668e,c3,c1,27,?,?,surb={'id': 'dd466e45-5751-4d4a-b594-eae0d020a163', 'route': ['p1', 'e2', 'i9', 'x4', 'p3', 'c3']}
1769761023.5504224,SENT,71d60e11-6659-4c72-8202-bc90d67d19e5,c5ecb83f-0359-42e9-9db8-9e81f3ff1f97,c3,c1,3391,?,p3,
1769761023.5505872,CREATED,1e1b760b-b278-49fd-8326-e75d41bc8600,138d5de9-3493-41f3-8e1d-fe6ed0ce8374,c3,c1,27,?,?,surb={'id': 'c6f76a9b-cc2a-48c1-ad39-8d433ea2b529', 'route': ['p1', 'e2', 'i10', 'x11', 'p3', 'c3']}
1769761023.6068645,RECEIVED,6f0eaea7-652f-4e66-ae36-5f46bb044f2c,00350327-9921-4b41-8471-99125ef66bac,c5,c3,27,p3,?,surb={'id': 'e4164c6a-2183-4617-a4cc-de298b40caed', 'route': ['p3', 'e9', 'i5', 'x2', 'p2', 'c5']}
1769761023.8441355,RECEIVED,0417e4cc-f72c-4bbf-b109-3e0383a04777,c93b0de1-969e-4abb-9046-682a004b13ea,c5,c3,27,p3,?,surb={'id': '5694f25b-52cf-443e-acbe-127a8e3dc352', 'route': ['p3', 'e5', 'i10', 'x9', 'p2', 'c5']}
1769761023.8646045,SENT,28a47a77-7163-4d67-a09c-9a13795a2985,e748c716-2de6-45a6-9fa6-2b9b93fb372b,c3,c1,3381,?,p3,
1769761023.8646758,CREATED,81d22432-4388-4793-87c2-75e57ac4a2a7,47cd1e78-1e2b-4246-aaed-7bf4745263c9,c3,c1,27,?,?,surb={'id': '1389890c-9911-4e98-adaa-b2ab93c63bfd', 'route': ['p1', 'e10', 'i12', 'x12', 'p3', 'c3']}
1769761024.1420288,RECEIVED,6d563550-6cbb-4944-b8aa-c8753a450328,ad65f8fd-46ee-4611-97ff-ccc667224546,c5,c3,27,p3,?,surb={'id': 'a17088a3-0dc7-46a9-b24e-b49dba544d67', 'route': ['p3', 'e7', 'i3', 'x7', 'p2', 'c5']}
1769761024.1524415,RECEIVED,2f22acfa-c712-4c85-a86b-1d607664f76c,27ae4592-4a0d-4421-8d7b-2134426a5718,c5,c3,26,p3,?,surb={'id': '6d176761-89fe-4112-b341-bbf958172639', 'route': ['p3', 'e6', 'i9', 'x3', 'p2', 'c5']}
1769761024.6517937,SENT,273135c5-3c03-4fe1-9257-2915a7c5cf48,467f9bb0-e8d7-4313-907b-601fde4dacf1,c3,c1,3375,?,p3,
1769761024.651929,CREATED,cb94f97a-fe4d-4958-863c-208dbdd31fac,f3121453-3e3c-4fcd-8569-871907e41c9e,c3,c1,27,?,?,surb={'id': '058d1c5f-7185-4ee9-9107-0d73261d362c', 'route': ['p1', 'e8', 'i1', 'x4', 'p3', 'c3']}
1769761024.690394,SENT,05055cb4-dfee-4411-96b5-ea16d0ed5cf2,d402fd72-c04a-43b5-9a09-c7d954a50d47,c3,c1,3380,?,p3,
1769761024.690465,CREATED,27be43cd-0470-44a0-8b27-3d51c8c4a973,d953503d-032b-474e-9f98-f47379226d61,c3,c1,27,?,?,surb={'id': 'b2932142-bad2-48f2-8c11-3dda2621a856', 'route': ['p1', 'e11', 'i1', 'x7', 'p3', 'c3']}
1769761024.789697,RECEIVED,f56d84ce-cf8b-4310-8775-b6e678e1df27,0b53aee8-162c-4e2c-8d21-42489c0a8069,c5,c3,27,p3,?,surb={'id': 'ce2de707-b428-4655-8026-5f18bdc9ff46', 'route': ['p3', 'e1', 'i4', 'x1', 'p2', 'c5']}
1769761025.3185716,RECEIVED,f72193a9-def2-46ce-8679-e00e5f632014,3b7ac6e2-7e84-4c55-946c-0f8256888602,c5,c3,27,p3,?,surb={'id': '6b006704-bf2a-4106-baa2-eb9b54d33966', 'route': ['p3', 'e8', 'i9', 'x10', 'p2', 'c5']}
1769761025.786399,RECEIVED,e920569f-23ae-4153-833d-de2d05037c5c,19ada387-d357-486c-9abe-b3ac957cccf9,c5,c3,27,p3,?,surb={'id': '59d6437b-a7d3-4e4c-8438-5da278d58f77', 'route': ['p3', 'e1', 'i5', 'x6', 'p2', 'c5']}
1769761025.9968784,RECEIVED,77837a78-041e-42b4-b768-00fb7b882a06,5e0e7916-783e-4fd6-a5fa-81a0b507ea1b,c5,c3,26,p3,?,surb={'id': 'aade4275-2dac-4ac6-9b86-8ca91ce1826b', 'route': ['p3', 'e1', 'i7', 'x6', 'p2', 'c5']}
1769761026.0817058,RECEIVED,8fd3a75c-6cdc-4459-8e63-2b891f7e6556,14e642a4-b544-48e2-a6db-638b9f6a1967,c5,c3,27,p3,?,surb={'id': '38630987-af28-4070-8722-28823fa4d334', 'route': ['p3', 'e5', 'i2', 'x11', 'p2', 'c5']}
1769761026.141262,SENT,179202e9-c2e4-4b41-8105-6879e870a73c,4f9ad4ef-d0ad-47e4-8a62-7a540c43444e,c3,c1,3363,?,p3,
1769761026.1414146,CREATED,cff43fc7-2fd6-4ba7-9d53-4500fd384896,27bcf522-d5fc-4605-9571-3ddda46ea423,c3,c1,27,?,?,surb={'id': '92abbd00-ae22-441e-8cea-9f51160980c7', 'route': ['p1', 'e1', 'i7', 'x10', 'p3', 'c3']}
1769761026.236853,SENT,fa05a5f2-9a35-4382-abff-65eafa6f3870,b2491f2b-1f79-44b4-9772-06293d251747,c3,c1,3385,?,p3,
1769761026.2372158,CREATED,160d8949-baa6-46ca-bb19-69443e6cc15c,81753cea-adf9-4333-a6b9-45c8e2436816,c3,c1,26,?,?,surb={'id': '0026d2a0-b64c-4e96-b328-51c10879728e', 'route': ['p1', 'e2', 'i4', 'x9', 'p3', 'c3']}
1769761026.258837,RECEIVED,69c047ef-1f49-4076-8a89-71c8c1ab46c2,62adc787-0a99-4d65-b15a-bebaa2d1690a,c5,c3,27,p3,?,surb={'id': '0e4d489e-fef1-42e9-839d-5d54d349d37f', 'route': ['p3', 'e3', 'i11', 'x4', 'p2', 'c5']}
1769761026.7612164,RECEIVED,6afb6f65-324c-4ffc-9e47-3455b02419a0,a0a391d9-a8c7-4e22-9780-1c13cd81fc6a,c5,c3,27,p3,?,surb={'id': '31d79539-ff0b-4b80-abe0-2f6b5ff442f0', 'route': ['p3', 'e11', 'i11', 'x3', 'p2', 'c5']}
1769761026.865233,SENT,d60c71a7-16a9-445e-8e38-e6024b11d40f,aaccee69-8b6b-4ead-b4ed-3e5cbb117dca,c3,c1,3383,?,p3,
1769761026.8653352,CREATED,481058e9-0af0-4ea0-98b0-a2a82167bdfa,cfd9165d-73fb-4ec4-a6f6-75887447feec,c3,c1,27,?,?,surb={'id': '474d27f8-2958-4000-9c4f-0562391b2e79', 'route': ['p1', 'e4', 'i4', 'x11', 'p3', 'c3']}
1769761026.9884987,SENT,e53b72f3-023a-46ca-a8e3-0ba370d485ab,24799d3a-c8a1-4e56-92e5-63346dd712e8,c3,c1,3379,?,p3,
1769761026.9886174,CREATED,b753b5b4-727c-467b-aede-bfc8e189527f,838f6f67-1851-439c-a0f0-a95f01ddeb5b,c3,c1,26,?,?,surb={'id': 'c4c915e7-11ee-40dd-b296-1a8c694577f2', 'route': ['p1', 'e11', 'i1', 'x5', 'p3', 'c3']}
1769761027.0156622,RECEIVED,52065173-c0c8-41ba-a163-df5ddc8ef5e5,694cabec-88de-48e8-88a8-08f713b5e3c5,c5,c3,27,p3,?,surb={'id': '7711e193-12f9-468c-8e6e-c0c780ff9c1c', 'route': ['p3', 'e10', 'i7', 'x1', 'p2', 'c5']}
1769761027.0364544,RECEIVED,7011547e-4722-4ff8-86f8-7a63bd20b0ed,f8ab9deb-9b0d-4935-8ee0-678ec2e80c54,c5,c3,26,p3,?,surb={'id': '223ee254-35f7-45e0-82a0-951bfbe86b7c', 'route': ['p3', 'e7', 'i4', 'x6', 'p2', 'c5']}
1769761027.6054633,RECEIVED,ad571307-a540-4a62-ad6e-3819564442af,e6fb2c06-54a3-4e3a-94f0-a9ab4f6abd57,c5,c3,27,p3,?,surb={'id': '4b9c60cf-cb28-4f2d-8cee-a487c55b2cbb', 'route': ['p3', 'e12', 'i9', 'x9', 'p2', 'c5']}
1769761027.9093735,RECEIVED,6f7f57e1-4cab-4b6e-b5a1-de5bb656db7f,ba6f40a0-d0f2-45eb-bc94-90de65ee6ead,c5,c3,27,p3,?,surb={'id': '7f1e2cdf-6f97-4162-a58e-44c3d715b587', 'route': ['p3', 'e7', 'i12', 'x1', 'p2', 'c5']}
1769761028.2306817,RECEIVED,10249ed5-5305-45af-936c-549d51bf8dc9,5609d24d-fe26-43ae-aebb-75becf351ada,c5,c3,27,p3,?,surb={'id': 'f8e12638-3af0-4cb1-a144-5cf61cfe5992', 'route': ['p3', 'e6', 'i5', 'x9', 'p2', 'c5']}
1769761028.2588897,SENT,733c574c-dbb5-4d9a-af14-ece4350b0840,bff09575-d225-4cda-8a8f-faab463cf8fe,c3,c1,3399,?,p3,
1769761028.2590287,CREATED,a667530e-50ae-4371-ab09-795d14e8f722,c496b9e9-e90f-46e6-8c9d-6503c9b40019,c3,c1,27,?,?,surb={'id': '1e014820-6131-48ea-9b3f-dc8015679666', 'route': ['p1', 'e5', 'i11', 'x1', 'p3', 'c3']}
1769761028.5812755,SENT,5728813b-0e16-422f-83df-cd531c9a6481,59e5309d-af89-4469-8d0d-5830e275d0c8,c3,c1,3396,?,p3,
1769761028.5813687,CREATED,a898494e-316c-44cd-8bb5-1165eb021aaf,1843cdeb-6a86-41aa-af04-5ea9b9465db7,c3,c1,27,?,?,surb={'id': 'd69435f4-124f-4800-9613-802f2c5d30ec', 'route': ['p1', 'e11', 'i8', 'x9', 'p3', 'c3']}
1769761028.8062782,RECEIVED,35a29b6e-d686-4afb-b181-a3d0e89b18d8,c6c6fd43-57eb-4fb2-bd26-119b9e63aafc,c5,c3,27,p3,?,surb={'id': '4f4993fd-13eb-486c-aa40-f62f7fab39b5', 'route': ['p3', 'e3', 'i10', 'x4', 'p2', 'c5']}
1769761028.966857,RECEIVED,ebd6e653-2f8b-48f9-9843-2695f7dc8b3d,65bd2518-602e-469d-b774-2247abd8869d,c5,c3,27,p3,?,surb={'id': '5e9ce4b2-e76d-4383-81dd-f376439fe976', 'route': ['p3', 'e3', 'i2', 'x1', 'p2', 'c5']}
1769761028.990063,SENT,1511f908-da8f-48ce-a346-657c1cafc4f7,5a73b38a-ceb5-4fb1-8375-5040441235e8,c3,c1,3383,?,p3,
1769761028.9901638,CREATED,37429deb-c5bc-4e0b-8fd9-c09dc0670aaf,abf31d76-7b08-4293-9fb4-d43c7d8cd8cc,c3,c1,27,?,?,surb={'id': 'b77e486f-071a-4d69-83cb-bc315fb31462', 'route': ['p1', 'e10', 'i9', 'x1', 'p3', 'c3']}
1769761029.1965277,SENT,c9cb18db-a886-42f0-9b34-f55e93672a4b,5836a6eb-1016-4d20-a7dd-9436b3ae77bb,c3,c1,3397,?,p3,
1769761029.196644,CREATED,ca2cfc5e-268e-4e29-a2c5-a3cd99998f47,295c2b04-189f-4e2f-823e-69b1d4459ab6,c3,c1,27,?,?,surb={'id': '96769064-5e80-45c1-b75b-1acfb89ddf09', 'route': ['p1', 'e10', 'i10', 'x3', 'p3', 'c3']}
1769761029.2697883,RECEIVED,3efefb1d-2698-420f-86d9-b19d973c484e,d8879e10-69ba-43ed-a70b-8f7b48ddb3a4,c5,c3,26,p3,?,surb={'id': 'e6cfa5fc-348f-41c4-809c-912cceafc8a6', 'route': ['p3', 'e10', 'i4', 'x7', 'p2', 'c5']}
1769761029.750882,SENT,425a33dd-9c6e-4961-86b6-7f398e23e2b6,3f33530b-e86c-477a-b6f7-19e42dafc926,c3,c1,3400,?,p3,
1769761029.7509696,CREATED,e6546f72-161e-4800-88d6-bc2eac5d565b,3fa53cd3-8d32-4a66-8f8e-b3d762b821f7,c3,c1,27,?,?,surb={'id': 'c9efebc8-4177-4d1b-9796-d6b2d815eb8b', 'route': ['p1', 'e7', 'i9', 'x11', 'p3', 'c3']}
1769761029.8603044,SENT,786f3d18-be1f-4908-be2b-c5abf111c5e8,80a807fe-e1f7-47be-a67a-f346395e3f54,c3,c1,3392,?,p3,
1769761029.8604245,CREATED,eeb9b69b-2745-4de7-82cc-7069f0508a2a,a9d52d34-3e9c-4fce-8366-47ea1be7cabe,c3,c1,27,?,?,surb={'id': '83f563ee-5009-43c1-b848-d322cd440ca1', 'route': ['p1', 'e11', 'i1', 'x12', 'p3', 'c3']}
1769761029.9817817,SENT,eef23126-8bad-4cbf-aa59-57954efd2a61,f3ebb6ad-a2f4-4738-9d83-c196d5cc6e34,c3,c1,3404,?,p3,
1769761029.9819012,CREATED,e8644cd5-ea05-4aa6-bf85-18f4bea545eb,7b2db495-836b-47f7-bfd0-57730a4ab5c4,c3,c1,27,?,?,surb={'id': '04d96ec7-efa4-454f-8f89-4b3def8f4cce', 'route': ['p1', 'e10', 'i5', 'x5', 'p3', 'c3']}
1769761030.4748678,RECEIVED,2f7cddc6-d1c9-4633-b65b-4cf4c81e5442,63c5bb0e-d8bd-4fca-91c6-6215bc4ca59d,c5,c3,27,p3,?,surb={'id': 'b93d544f-3f1f-409b-bbf2-b43d75f37f6b', 'route': ['p3', 'e4', 'i3', 'x11', 'p2', 'c5']}
1769761030.6763122,RECEIVED,712e4d31-eeaa-4399-9bfc-b684001e371a,ce7abbc4-0edf-4416-9f28-0619e5f9dca5,c5,c3,27,p3,?,surb={'id': '53346b2c-271b-4b72-abca-3d3493e97722', 'route': ['p3', 'e8', 'i5', 'x11', 'p2', 'c5']}
1769761030.7676232,SENT,3f4cda83-6508-459e-b7d8-24706e68533f,6c492f8a-2e1f-4eb8-81de-39f2ab9d39a4,c3,c1,3388,?,p3,
1769761030.767718,CREATED,1d9b7675-c359-463d-962e-bc83ab051095,cbf96521-9771-4eb2-bc8f-11bfd8c5a793,c3,c1,26,?,?,surb={'id': 'b23e6930-44bf-48fc-b8ed-1c5cce477b8a', 'route': ['p1', 'e6', 'i11', 'x12', 'p3', 'c3']}
1769761030.823004,SENT,38772eb0-0ab8-4a13-8005-d5ea47ca5bf1,f6c5620a-6222-4f91-a181-6a3bf35a9769,c3,c1,3400,?,p3,
1769761030.8231544,CREATED,84bd0b0b-ecd9-41d1-90aa-2dc4e3be8e7a,ee5404a7-1381-4071-93fe-396e260ed368,c3,c1,27,?,?,surb={'id': '9bf2f4ce-20cb-490a-8a63-8b3fb75a56b7', 'route': ['p1', 'e3', 'i6', 'x10', 'p3', 'c3']}
1769761030.8327467,RECEIVED,087bffd4-3741-4e13-a868-54f83e025c54,6d4a6c61-78ae-433e-94be-1706a87a8882,c5,c3,27,p3,?,surb={'id': '22ce8dc5-c306-4138-967c-56fff59378de', 'route': ['p3', 'e3', 'i4', 'x5', 'p2', 'c5']}
1769761031.4267325,SENT,c7a2f972-9b2d-46b7-b4c1-53b1ccb0f42c,40d96795-1251-45d9-bb72-8145334f3fa1,c3,c1,3401,?,p3,
1769761031.4267905,CREATED,3b542606-bc49-4f6b-8bd2-e63f732d75ec,8c8ff18c-6814-4d87-bec0-dfaa0dad5a97,c3,c1,27,?,?,surb={'id': 'dcd27539-5c8f-4672-8b39-eb1b647a5b72', 'route': ['p1', 'e3', 'i12', 'x10', 'p3', 'c3']}
1769761031.4736578,SENT,3c17eee2-c6d2-4b07-9554-02668af907cd,729d9edc-48bd-4fcd-90ad-ef04c810783d,c3,c1,3375,?,p3,
1769761031.4737213,CREATED,af9e215a-f502-4100-9e5e-b7588b09905e,332649d3-7f42-4013-98dd-511b7b60b219,c3,c1,27,?,?,surb={'id': '81c55143-4f9d-439a-ba7e-60262697ec77', 'route': ['p1', 'e4', 'i8', 'x1', 'p3', 'c3']}
