timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769760870.0039496,SENT,1993adda-8462-41c0-8739-e389d0bccae1,d05dfdd2-2166-4666-9fb4-aafbe19b31ea,c2,DROP,2020,?,p2,
1769760870.00432,CREATED,e5d71fd9-9694-4e3d-8bf3-bf89ffce36a2,a787b9f8-7b55-45fe-9a53-4c10de56e5ac,c2,DROP,27,?,?,
1769760870.0487351,SENT,cbe585a2-f7be-4a57-9a47-a4e3377c1824,5417fbb0-e04d-4d3b-ab5e-4fba9c6aa7b3,c2,DROP,2029,?,p2,
1769760870.0488546,CREATED,203522a3-d316-4347-baae-5ff3e5921014,17f81809-6ea0-4cb3-a307-6f7a2e5c7fd6,c2,DROP,27,?,?,
1769760870.089672,SENT,ad9cb1c4-2150-4ce1-b40b-533eb3405a68,09036a0b-3f82-471c-a072-9f8ac7e179de,c2,DROP,2032,?,p2,
1769760870.089788,CREATED,24222296-3adf-4d7c-b6e5-e10dfe46ef21,166df0f1-b206-4a03-9bd1-2aea2c576e98,c2,DROP,27,?,?,
1769760870.4645228,SENT,19c3da1e-6ed8-43c4-abae-493c33b429e2,b0574549-f906-4b24-b678-b84a7eaeadb3,c2,DROP,2017,?,p2,
1769760870.4646418,CREATED,34859c43-b543-4ca0-99b3-084107b51dbe,406e8eeb-f3bd-46be-8e8c-fa034f1a3b2d,c2,DROP,27,?,?,
1769760870.632484,SENT,408e53dc-501b-4ced-ad9b-08d487e648a7,425b1e77-cdc4-4771-b5f5-e380bc8a0c0b,c2,DROP,2032,?,p2,
1769760870.6327238,CREATED,05d8008d-a42f-4dce-8de0-c1fbe0fb32a1,dae9e878-545c-4738-a09d-786335cf6a48,c2,DROP,27,?,?,
1769760870.6729302,SENT,620b2288-a327-4e3c-9df6-a89673cde0be,ec5d7ad5-ff5b-4e75-8d87-a62f00edc796,c2,DROP,2014,?,p2,
1769760870.6730728,CREATED,725658ce-ee60-4da7-bd22-15f0942e6f20,0153056b-a795-4458-897f-038e80ca85fd,c2,DROP,27,?,?,
1769760870.720939,SENT,16c1a82a-4681-4c0c-8a06-c677c81492e1,89b473f3-0b6b-4bcc-8fe6-e32c0166b7b9,c2,DROP,2026,?,p2,
1769760870.721079,CREATED,c98e233c-84e5-47ec-abe9-22220f7b2d1f,144ca4c6-4330-4f63-a6ab-535d06f66695,c2,DROP,27,?,?,
1769760872.12042,SENT,2f50d243-386b-4723-a357-0b6da52b6ab6,bb71b777-f1a0-49d0-b91a-a5dec68793d0,c2,c5,3377,?,p2,
1769760872.1205552,CREATED,1af44f5a-fb46-4f76-aa99-68fe16f42392,1180dd9a-e7f5-495b-ad0f-22e71e05c218,c2,c5,26,?,?,surb={'id': '8d9065d8-2e03-4b34-a1a5-d70b0c289087', 'route': ['p2', 'e6', 'i9', 'x3', 'p2', 'c2']}
1769760986.2694752,RECEIVED,46722fcb-ae02-4ee9-b1e9-0252f0949cb9,ccbb9a91-d647-4b71-8ac4-3c888e14229f,c4,c2,26,p2,?,surb={'id': '4288e19b-1dc2-4688-80b5-e9613e2811d2', 'route': ['p2', 'e12', 'i9', 'x12', 'p1', 'c4']}
1769760986.3194375,RECEIVED,c1c53bd1-6032-48d8-940c-47c4021e8371,a89f8770-2827-44a9-ab6d-81f96958769d,c4,c2,27,p2,?,surb={'id': 'e4fe24d3-1fd4-4136-97f2-43c03c2741c5', 'route': ['p2', 'e2', 'i5', 'x9', 'p1', 'c4']}
1769760986.7685683,SENT,8d7048be-9f0b-42e4-9e15-261c65cdc78f,e00322e9-2e9c-43d8-952b-64023854e187,c2,c5,3399,?,p2,
1769760986.7686558,CREATED,61451eef-313a-4e00-bf50-86a8921b0035,9a0f76d2-9942-46bb-85dc-635b412d0937,c2,c5,27,?,?,surb={'id': '7923dbbc-9ac5-476d-9b02-16aaf3953c6f', 'route': ['p2', 'e3', 'i10', 'x6', 'p2', 'c2']}
1769760986.9771154,RECEIVED,db364f34-02f6-4317-92dd-0429f32e7c70,349e0cfe-8c1f-4cea-bed0-8368bcf5b747,c4,c2,27,p2,?,surb={'id': '15998815-3bab-47e6-b60e-6ff41f56a476', 'route': ['p2', 'e10', 'i8', 'x10', 'p1', 'c4']}
1769760987.0861254,SENT,ba49e2e8-df4a-4414-a26c-1c693d418247,b03910ab-7918-4ec1-9109-ca9e00b56f2b,c2,c5,3356,?,p2,
1769760987.086301,CREATED,08555dfc-f19c-4e21-9898-28d775633b09,5583c6f7-7c5e-4965-8486-27309a2ea5cd,c2,c5,26,?,?,surb={'id': 'c350ff22-b34a-48b6-9c94-340a653521fe', 'route': ['p2', 'e1', 'i7', 'x9', 'p2', 'c2']}
1769760987.111185,SENT,3aa3e918-dbbb-4751-9d3b-739b4cbde75c,790140a4-87a0-45a7-9c4f-7079a5f9d718,c2,c5,3391,?,p2,
1769760987.1113331,CREATED,07a85c84-75fd-4fef-a73f-7c80fd4b7dc8,63db06a2-10c5-4fd3-8f21-71cebd1b861d,c2,c5,27,?,?,surb={'id': '4de2eba7-9a39-44b5-b31a-b7285cf7eaa2', 'route': ['p2', 'e12', 'i10', 'x10', 'p2', 'c2']}
1769760987.6971807,SENT,b49eab96-abde-4f4b-8dd5-d9a8d1efe4f2,c0913c3f-e9a0-4c0a-bcf6-6793fd391af2,c2,c5,3363,?,p2,
1769760987.6973321,CREATED,7e3875c2-979e-43cb-9793-9dcdbe553e4a,0fa78b3d-dd06-4f5a-a95a-2b7b84f51f10,c2,c5,26,?,?,surb={'id': '9e903ff1-93f5-4605-9eb0-7aa991d37e32', 'route': ['p2', 'e3', 'i10', 'x4', 'p2', 'c2']}
1769760987.8265069,RECEIVED,8b9fc1d4-f24a-4f17-adc4-6732c2e48e72,aad04518-688f-48d6-b59b-8c01f151c49f,c4,c2,27,p2,?,surb={'id': 'fa81e1bd-cdf9-401b-a4de-75094c7de902', 'route': ['p2', 'e3', 'i1', 'x1', 'p1', 'c4']}
1769760988.176813,RECEIVED,360463c8-7ba8-4160-afe0-16493ee82d12,4317e2cb-21ae-4e1a-a729-5f6b149275dc,c4,c2,27,p2,?,surb={'id': '678493c4-3125-4592-a79b-fe42462fdef9', 'route': ['p2', 'e8', 'i10', 'x3', 'p1', 'c4']}
1769760988.9899368,RECEIVED,50c01151-20b7-4eab-ba64-cbbb1e644a24,87a55999-079b-40a9-894f-7796a2ededc8,c4,c2,27,p2,?,surb={'id': '0f98f0a5-991e-4e29-8c9d-74fefbe3f793', 'route': ['p2', 'e12', 'i11', 'x2', 'p1', 'c4']}
1769760989.0189786,SENT,7bac321f-5199-4f50-8051-7a8ff5e1464a,8c1aa925-ced0-4d54-a041-085e485ca0b5,c2,c5,3376,?,p2,
1769760989.0190713,CREATED,ad8e862d-f7bc-424b-a1be-dcbb2ad38cdd,2020d0d4-f3db-4df4-97cc-b99037466743,c2,c5,27,?,?,surb={'id': 'fa706b23-87e0-411b-8b97-ca1e8ab82939', 'route': ['p2', 'e3', 'i7', 'x3', 'p2', 'c2']}
1769760989.0425122,RECEIVED,594bba65-2b8a-46e4-9c84-401a1f826d32,43954812-e91e-4270-b917-4df261122da2,c4,c2,27,p2,?,surb={'id': '598a3693-fe6c-4a6a-b0ed-94e09fe3eb63', 'route': ['p2', 'e9', 'i3', 'x6', 'p1', 'c4']}
1769760989.090434,SENT,bbaa28d9-b519-4d7d-b3b0-d0d2b811721a,fd97e8a3-8c4c-4c1a-a218-dfb73f5fca8e,c2,c5,3381,?,p2,
1769760989.0905259,CREATED,d611434e-a36d-456e-ae6a-3803cff2c68d,33526af7-354b-47b8-8f5b-be56cadc5fcd,c2,c5,26,?,?,surb={'id': 'aff8a3a6-172e-4fb6-8822-f4bdaa3bf00d', 'route': ['p2', 'e1', 'i7', 'x12', 'p2', 'c2']}
1769760989.0914695,RECEIVED,0bcea152-3076-4b28-9e62-22b257ca3397,632206d9-731c-4976-96fb-ba160b742823,c4,c2,27,p2,?,surb={'id': 'f4d80834-3da7-46f3-968b-c97276a6fe93', 'route': ['p2', 'e11', 'i11', 'x4', 'p1', 'c4']}
1769760989.4567504,SENT,a957f495-1e1b-4c4a-b520-4a22d70d231c,b051f361-91f1-4604-a590-a351bd873ca5,c2,c5,3356,?,p2,
1769760989.4568996,CREATED,02694310-a6fa-4205-b4e5-e2a76c44c2a4,f519a25b-50e4-4079-abdb-5594fd2df5df,c2,c5,27,?,?,surb={'id': 'b800f753-49f3-4424-87bf-a7ca6ca6ecc6', 'route': ['p2', 'e3', 'i4', 'x5', 'p2', 'c2']}
1769760989.6348338,SENT,1e44cde6-f5fd-47e6-a3b2-9fefd0f6e3ac,d8907788-9b02-486b-8cbd-5b52941026f8,c2,c5,3392,?,p2,
1769760989.634974,CREATED,8f60066a-7050-45a5-8f5d-7dd2441d6466,758a7996-b0b5-49d1-85bd-d8f944b3702c,c2,c5,27,?,?,surb={'id': '13a4f0a2-872c-499c-9e83-9a48f1c5473c', 'route': ['p2', 'e4', 'i9', 'x4', 'p2', 'c2']}
1769760989.7027876,SENT,4a1991d2-9778-4157-b350-0a2e286a0fef,7f58ed70-3bc9-41a2-b27f-2809bb6176b7,c2,c5,3376,?,p2,
1769760989.7029335,CREATED,b8f29426-f3a6-4805-9458-63ac88c7065e,4b62fbb2-8c11-446b-a57a-d1d29ca125bc,c2,c5,27,?,?,surb={'id': '02ca730f-d7c7-4e87-8ea8-5843c89b15f8', 'route': ['p2', 'e9', 'i2', 'x7', 'p2', 'c2']}
1769760989.7527378,RECEIVED,d2e88989-88b4-48de-aa6d-daacdf62fb84,b3d0a2f0-6b01-4962-aede-e13677ec2838,c4,c2,27,p2,?,surb={'id': '8b935fb4-7ce3-4692-9dae-a9af81f6a451', 'route': ['p2', 'e11', 'i3', 'x10', 'p1', 'c4']}
1769760990.4652867,SENT,69966812-cf3e-4f55-8743-a310a124118e,1bab2809-f334-466c-85fb-a218c5faa77c,c2,c5,3380,?,p2,
1769760990.46544,CREATED,0c385cac-7d26-4835-bd5c-428bb8a43ed2,6850a822-db25-424c-bee4-9d7686409feb,c2,c5,27,?,?,surb={'id': '1e634a2c-fdd8-4f89-b5a2-b2ccb3032b59', 'route': ['p2', 'e7', 'i3', 'x4', 'p2', 'c2']}
1769760990.5111709,RECEIVED,8b75052d-cf9a-4eb9-ab74-480aed908f14,d0846011-db3f-458e-8dc8-a7b4f4be7f3d,c4,c2,26,p2,?,surb={'id': 'bb93f816-dda5-4053-9aaa-83937b396565', 'route': ['p2', 'e1', 'i8', 'x10', 'p1', 'c4']}
1769760990.703141,SENT,a8d7b68e-d0ae-4dd0-b4c2-311d8d6e4675,f7ddf897-2d8d-46a9-be05-d4ca437d5ef4,c2,c5,3376,?,p2,
1769760990.703397,CREATED,9b8f4ed1-107b-4730-9e04-9f73e86d6023,33132e71-899a-4df9-9bd1-6197a467dbe1,c2,c5,27,?,?,surb={'id': '30f045cc-e9f7-4e46-b1b8-d8b02876474b', 'route': ['p2', 'e3', 'i2', 'x12', 'p2', 'c2']}
1769760991.101949,RECEIVED,cc76507c-25bd-4d79-b53b-669335caae63,100a0ec2-5ed3-43a5-a70c-61e140e6ffda,c4,c2,27,p2,?,surb={'id': '1949a385-46a1-49ec-8dab-e47159a84415', 'route': ['p2', 'e5', 'i9', 'x10', 'p1', 'c4']}
1769760991.235987,SENT,aabf49d2-ec0f-45ee-abcf-5ebcf679bc6e,30b76771-55ae-49dc-b319-24a9e20acef4,c2,c5,3383,?,p2,
1769760991.2361817,CREATED,38c86418-76f4-4208-9048-6a08b88c0e10,0d975f92-0a09-490d-bbca-e79d7c021fdb,c2,c5,27,?,?,surb={'id': '35e28837-e60d-43ca-a6c3-ed10920a5431', 'route': ['p2', 'e10', 'i9', 'x4', 'p2', 'c2']}
1769760991.8297503,SENT,29a03e71-7846-4cfe-907b-1eeca3ff0070,31ad42db-bdd9-462e-87cb-7c791617c121,c2,c5,3401,?,p2,
1769760991.8299007,CREATED,c4796e66-3a26-40a9-af01-95f9ef4172e2,78fc2805-b9f5-4d0e-adec-bb2bbf5b4326,c2,c5,27,?,?,surb={'id': '870b43a8-ec60-42e1-9c24-9b59a3e19f02', 'route': ['p2', 'e6', 'i6', 'x1', 'p2', 'c2']}
1769760991.8694923,RECEIVED,a75ca061-0257-4fae-b1b1-7e263e97d99e,c3951a4f-3077-4ae8-9bf9-fbbb70a7dd16,c4,c2,27,p2,?,surb={'id': 'bc132d34-e67c-4d04-9017-d1b4441a9bfd', 'route': ['p2', 'e11', 'i2', 'x10', 'p1', 'c4']}
1769760992.3073406,SENT,aedf4a21-34f0-4854-a606-b14b0099b477,37aa9fe2-afe1-44b4-9dbc-f47cfe6985b4,c2,c5,3400,?,p2,
1769760992.307409,CREATED,ab653a44-ff31-4c3a-9c9c-6bf6bbe5cdd8,03241560-a1fa-454e-8240-637ef84b6d4a,c2,c5,27,?,?,surb={'id': '361bd74f-0379-40f3-b452-b588744db4ce', 'route': ['p2', 'e8', 'i11', 'x7', 'p2', 'c2']}
1769760992.3988209,RECEIVED,a2d6a16d-9d05-4496-9337-750b3fe2a290,697db4fa-eddf-4f90-b576-7f11f125ec42,c4,c2,27,p2,?,surb={'id': '4a3356a2-c1b1-4512-8b14-2b438ef6061c', 'route': ['p2', 'e10', 'i3', 'x6', 'p1', 'c4']}
1769760992.461507,RECEIVED,0291a3ad-f982-49a3-b55d-91176110ee60,499410f5-4e22-4686-a676-6ba0c8733e8d,c4,c2,27,p2,?,surb={'id': '59622975-3533-4f34-8ba5-46a5065dbdaa', 'route': ['p2', 'e11', 'i12', 'x7', 'p1', 'c4']}
1769760992.6964595,SENT,5a87b133-0526-4e9f-a756-b27b7853a1a8,0bf09f08-0832-4db9-a5cf-12ea3fd64b76,c2,c5,3401,?,p2,
1769760992.6965072,CREATED,0f77be41-1f43-4c00-bab7-107559ee69c2,6c8d9cf5-b89d-4920-96ed-fc6a20fd0cd0,c2,c5,26,?,?,surb={'id': '9b7e13f5-8fb7-42d1-84bc-a9dc69e9a300', 'route': ['p2', 'e8', 'i7', 'x4', 'p2', 'c2']}
1769760992.7009528,SENT,5159615a-85b5-4c3e-bca3-85b6b5e75f0e,7a9cac5f-7c80-4791-9cf4-35d049e58294,c2,c5,3400,?,p2,
1769760992.7010012,CREATED,31362f87-8a25-45c4-8626-f1fbd29417c8,d90171c6-fdfa-4e03-bffc-632dbfb49b27,c2,c5,27,?,?,surb={'id': '9555fc51-a447-42a8-bca6-6d7b913d7083', 'route': ['p2', 'e1', 'i2', 'x10', 'p2', 'c2']}
1769760992.714723,SENT,b088704f-dbdc-4e0a-99f2-faf32c4eba30,4a289dac-96a8-44ca-ab34-6213aa3a7eaa,c2,c5,3380,?,p2,
1769760992.714772,CREATED,d5a84bdb-dfa9-4860-8629-de09457cef3b,2453b442-615b-466b-91f1-757065d3d623,c2,c5,27,?,?,surb={'id': 'e83c55d8-0ba3-4e06-955a-b6da530d3bfe', 'route': ['p2', 'e4', 'i11', 'x8', 'p2', 'c2']}
1769760992.755881,SENT,7abe4d14-341a-45be-a8da-5ac868ac9ea5,caaf7bca-5bf3-4cbd-a4f0-27953583075e,c2,c5,3376,?,p2,
1769760992.7559283,CREATED,583ad1ed-8b8e-49b8-8bed-bd5cf9f81ac8,31823be3-b218-46d4-8f3e-3a60425c65c0,c2,c5,27,?,?,surb={'id': '5bfe7b26-4b59-40c8-a7da-593b1b1a48d0', 'route': ['p2', 'e11', 'i4', 'x2', 'p2', 'c2']}
1769760992.7690697,SENT,34148504-e661-46ca-8089-0602b6e2364e,fb2fd24a-03aa-4d7d-b95b-cf0178287a6e,c2,c5,3384,?,p2,
1769760992.7691243,CREATED,80ecdbd4-cfc4-4e0c-bbf1-c17357a2100a,9e4bfe7d-6509-4f0f-aa5d-76228feba7da,c2,c5,27,?,?,surb={'id': '80e513f8-acf3-4bd9-81bf-340e96130571', 'route': ['p2', 'e12', 'i12', 'x3', 'p2', 'c2']}
1769760993.0236087,RECEIVED,0b6cb64f-4364-45d7-b50b-204a8307e4ca,606a00c0-fff9-4470-8898-301a93347cf9,c4,c2,27,p2,?,surb={'id': '3ca3fda3-1ee2-4429-b7c7-d111fc641743', 'route': ['p2', 'e8', 'i5', 'x3', 'p1', 'c4']}
1769760993.035528,RECEIVED,0b2e6556-e0f6-432a-a5bc-53b2ebdcc8b8,6b8ebbc2-1a03-4e73-b333-40834306b73a,c4,c2,26,p2,?,surb={'id': '672049e1-dcfd-4df8-8867-3f70cc9710ff', 'route': ['p2', 'e2', 'i8', 'x9', 'p1', 'c4']}
1769760993.2584019,SENT,940d2202-8800-453b-b832-5af01b2027ea,10c13601-6db2-4a9e-9ea3-28f16cdcf7a1,c2,c5,3395,?,p2,
1769760993.258461,CREATED,42b37cd4-e2aa-4c28-962f-42aee37631c8,a8a215e0-7035-4753-9fbe-350765629541,c2,c5,27,?,?,surb={'id': '52bbd628-ff8f-493c-b550-0021507bd01f', 'route': ['p2', 'e11', 'i11', 'x4', 'p2', 'c2']}
1769760993.4815602,SENT,74650175-b941-4ec7-9ed2-e33a7ce905dc,859587b1-ce98-432d-9daa-5cc4f91cb78a,c2,c5,3376,?,p2,
1769760993.4817085,CREATED,6ae02f43-2b58-4c05-a381-bc7314539f54,c8149fdc-c0be-4a5c-b763-0c62c133d622,c2,c5,27,?,?,surb={'id': '96ba945a-e995-4929-84db-ee5453f5ed6d', 'route': ['p2', 'e8', 'i5', 'x9', 'p2', 'c2']}
1769760993.4977791,SENT,70aec036-6824-434b-aa95-40f33d6f6e91,3285a8ff-3d83-4f38-a2ed-e6747617a54a,c2,c5,3380,?,p2,
1769760993.497927,CREATED,75746de5-0bc0-4fc1-96e3-12151b7a3ca5,ad37b41d-4902-47cb-9cdb-6da5a59be5df,c2,c5,27,?,?,surb={'id': 'c3702d0f-4a34-4336-b664-9a7116c0b6e5', 'route': ['p2', 'e12', 'i5', 'x2', 'p2', 'c2']}
1769760993.9010627,RECEIVED,397976aa-e0e6-42e6-a0c9-4bcf12c0a3d5,bce565f9-f725-4796-85e1-3917574ad2c4,c4,c2,25,p2,?,surb={'id': 'f27bcc4e-7e95-41a7-9c32-57f66f3ad8f5', 'route': ['p2', 'e6', 'i4', 'x6', 'p1', 'c4']}
1769760993.943577,SENT,fce17b21-f95e-476b-a9c5-8ffacd10ac84,33ec1e6e-afad-4a09-b88e-d82fa2b00789,c2,c5,3378,?,p2,
1769760993.9436488,CREATED,4ff42a9e-88b9-4b73-974d-cb49811d9767,ce316b04-68d2-46c2-be0f-edafefa67ed7,c2,c5,26,?,?,surb={'id': '468c6603-8422-438b-b5ed-f67196a82364', 'route': ['p2', 'e8', 'i2', 'x12', 'p2', 'c2']}
1769760994.0678275,RECEIVED,173bd370-02fa-4b08-a349-cc25c03613e9,f3427878-8bd1-49f4-8263-0ecdf303717d,c4,c2,27,p2,?,surb={'id': '2165f5db-7f3c-4f0f-bc7f-b2bb60b63d7f', 'route': ['p2', 'e5', 'i8', 'x12', 'p1', 'c4']}
1769760994.1010044,RECEIVED,61143763-38aa-4815-a388-a6491374314c,2e79369b-ae1e-4fe6-bec5-ad3138faaf28,c4,c2,26,p2,?,surb={'id': 'b2df8a30-a532-439c-8b43-ffd2f0e1f7bc', 'route': ['p2', 'e11', 'i1', 'x6', 'p1', 'c4']}
1769760994.1757975,RECEIVED,36e60a23-481b-4efc-8bd6-a4ae896d67b7,9ef0f61c-9a81-4940-ae59-0fc3d341639e,c4,c2,27,p2,?,surb={'id': '802092cd-c63f-4f04-88c8-f86ebe4e2742', 'route': ['p2', 'e1', 'i7', 'x11', 'p1', 'c4']}
1769760994.8055623,SENT,6a5cdcd6-0b80-4542-88da-4fea07558fc0,982830bc-586b-4026-9ea1-412a7118e992,c2,c5,3385,?,p2,
1769760994.8057137,CREATED,53478ed3-61cb-48a9-8d6d-bd3896ad38b6,a6907fd8-bfe0-48bb-b74d-b26e81f37997,c2,c5,26,?,?,surb={'id': '42f37555-b7de-4256-84e7-8eff2b976da8', 'route': ['p2', 'e9', 'i6', 'x2', 'p2', 'c2']}
1769760994.8696737,SENT,a34fef0b-f6a0-4762-9e68-19252fc008cb,b6b0cacd-f684-4771-ae08-2bb855849878,c2,c5,3377,?,p2,
1769760994.8698294,CREATED,07509dd4-70b0-4213-9a94-055e71a7917e,cd4d525e-ca45-4469-a37e-9b5f1355e07b,c2,c5,27,?,?,surb={'id': '4b2d9648-544b-420a-86e6-5cdc19938a9f', 'route': ['p2', 'e3', 'i7', 'x3', 'p2', 'c2']}
1769760995.215296,RECEIVED,03dd4ad1-fd8f-47c4-a7d8-02f56544630e,ed0bb2fc-058a-4e97-b4e9-5b9b2a396d38,c4,c2,27,p2,?,surb={'id': '5ecc03cf-349d-4675-9f8b-ba6c496a3d35', 'route': ['p2', 'e6', 'i11', 'x8', 'p1', 'c4']}
1769760995.2779214,SENT,30aa1641-f134-4829-acde-f66c3f048be0,16691b8a-1083-458d-b90c-21032fceb8ce,c2,c5,3384,?,p2,
1769760995.2783504,CREATED,60ae02bc-3e2d-433e-81ad-180004241343,89f3bcb8-3e87-49af-a664-c29e9dec0379,c2,c5,27,?,?,surb={'id': 'f88ad936-f851-49b0-877c-7631bfa5a605', 'route': ['p2', 'e11', 'i12', 'x1', 'p2', 'c2']}
1769760995.448883,SENT,a02c7620-a7a9-490b-b50b-79abe4d3586c,6104e945-e403-443b-b120-71a981484019,c2,c5,3372,?,p2,
1769760995.448962,CREATED,3315e926-9dfd-4375-a715-ca12e5027e89,895e050f-ad6a-400d-8775-1feb42082c1a,c2,c5,26,?,?,surb={'id': 'ee3dc712-804b-4361-b704-57eb41342994', 'route': ['p2', 'e12', 'i1', 'x3', 'p2', 'c2']}
1769760995.4884841,SENT,01362317-8f41-41b4-8ec4-0d5c8976d849,f37bc20d-53af-4759-ba84-c737cdc02d5a,c2,c5,3360,?,p2,
1769760995.4885645,CREATED,5bb04e9f-b187-4393-9d70-fa81eee93f3f,a398b63b-a07e-4b83-8f34-56f901df6759,c2,c5,26,?,?,surb={'id': 'c0ce876c-07db-4f25-ab7c-249527a251ce', 'route': ['p2', 'e8', 'i3', 'x12', 'p2', 'c2']}
1769760995.5696752,RECEIVED,0f6c20d2-5944-4a81-bd41-43fd9d692acf,5da550c5-d546-4f63-9ea2-eff2c66401fe,c4,c2,26,p2,?,surb={'id': '8e13f981-adc4-4273-b2ed-e9120fee9562', 'route': ['p2', 'e1', 'i6', 'x1', 'p1', 'c4']}
1769760995.7906225,SENT,e451a566-70dd-44a3-a047-c9d96fc318d7,dae8df0c-bece-4f18-b313-7eb0406172d2,c2,c5,3367,?,p2,
1769760995.790704,CREATED,4852a0c2-d813-4963-856e-c4abd8844348,82bf004d-7777-46e3-9894-495c4b63ee6c,c2,c5,27,?,?,surb={'id': '1d3df4cd-3631-45dc-929d-8a3b1e525100', 'route': ['p2', 'e2', 'i2', 'x8', 'p2', 'c2']}
1769760996.345095,SENT,027d9476-de95-4058-817b-3678f5b7504b,19ea54a9-cff2-4db2-8f0c-cccb53fd6247,c2,c5,3367,?,p2,
1769760996.3451827,CREATED,a53f759c-50b9-4566-9987-dd03172fe3a2,c9d099f7-6d52-417f-b6e4-80d6b5405824,c2,c5,27,?,?,surb={'id': 'e72f2cbe-219f-4286-a38a-7a11e2b33726', 'route': ['p2', 'e1', 'i2', 'x3', 'p2', 'c2']}
1769760996.439982,RECEIVED,becbad56-c8bd-4444-b6c2-a5cfe18fe768,cf6dcdca-247e-4394-82e7-414578a3708c,c4,c2,27,p2,?,surb={'id': '591090e4-256f-4500-ad7f-54d1e1d296f5', 'route': ['p2', 'e2', 'i5', 'x8', 'p1', 'c4']}
1769760996.5654142,RECEIVED,50957d8f-9bb3-4827-a328-a4fad2a9c808,15fd9574-34e5-4b72-92f8-0d127282f821,c4,c2,26,p2,?,surb={'id': '1f35aa83-d672-4b5a-919c-c52f262fd2e8', 'route': ['p2', 'e9', 'i10', 'x10', 'p1', 'c4']}
1769760996.5765584,SENT,c56c03e3-7707-46a4-8ce3-ef968c22a6ea,a516c390-88da-49e1-8768-ba5ea2923e96,c2,c5,3402,?,p2,
1769760996.5767245,CREATED,9e4f2183-04d2-4dd1-af5a-c247dfc127ec,9e24220f-1641-4e50-885e-8825e2e10d73,c2,c5,27,?,?,surb={'id': '7b752d54-9238-4691-bae3-b1bc8f52f907', 'route': ['p2', 'e9', 'i5', 'x7', 'p2', 'c2']}
1769760996.6241176,SENT,7c996fd1-6c7d-411e-abff-cdd7a9d916e4,220d6498-a541-44f3-bfeb-9f1f785484b6,c2,c5,3358,?,p2,
1769760996.6242828,CREATED,d4db7638-09a0-4ee4-8824-78456c56dd59,7b36f208-8804-4045-8e61-a44d166ba4e6,c2,c5,25,?,?,surb={'id': '8bf19a2d-73cd-4dc0-9280-f26a2ade2657', 'route': ['p2', 'e8', 'i10', 'x5', 'p2', 'c2']}
1769760996.7492702,SENT,a23994ed-ece2-4ecd-8311-9e3ae43305a4,daa31acc-a90e-4c1f-aab0-2f47ec8dd595,c2,c5,3383,?,p2,
1769760996.7494204,CREATED,6ed2644f-c1ba-459b-8db0-4f94cb691cd0,7a5ac26c-7e66-4b88-9d6e-7cbe24b00090,c2,c5,27,?,?,surb={'id': '939acdf8-e1a1-426a-8021-33309eda0161', 'route': ['p2', 'e3', 'i9', 'x2', 'p2', 'c2']}
1769760996.7765608,RECEIVED,7f61322c-a7db-4430-a06d-39ac9518e658,92cc6abd-6e7a-4357-b8d4-0347fbd7f447,c4,c2,27,p2,?,surb={'id': 'd2ad5adf-b954-48c3-a31e-ecaa6bc14309', 'route': ['p2', 'e9', 'i1', 'x7', 'p1', 'c4']}
1769760997.013698,SENT,0918a27b-19be-4940-abcc-a64d6ecb8c0e,4bfd8227-ece6-4222-82db-d85e699f1bcd,c2,c5,3385,?,p2,
1769760997.0138352,CREATED,bf7e463d-4d68-4047-982d-459159b5df50,3ac604fa-6c72-4f1f-8edf-9064f9c39c88,c2,c5,27,?,?,surb={'id': '5c4d945a-0c5e-48e6-a846-11720101b759', 'route': ['p2', 'e4', 'i9', 'x7', 'p2', 'c2']}
1769760997.1825604,RECEIVED,a6224e1d-e6f7-420e-b31e-e1e0a222019a,00eabea0-aa63-4cdb-ac5c-e860ddfd348f,c4,c2,27,p2,?,surb={'id': '8ab75a42-8c67-46c9-94c1-5f3b01f37c47', 'route': ['p2', 'e1', 'i12', 'x12', 'p1', 'c4']}
1769760997.230553,SENT,a4493448-92f6-41cd-81e8-cdd45746a31a,a66b9d4c-cca3-462a-a02c-304e61d89c0d,c2,c5,3393,?,p2,
1769760997.2306871,CREATED,9c72ce15-9985-4489-8568-00beb2f6a31c,00cf9621-82d7-4b5d-91cf-9857fc0099d0,c2,c5,27,?,?,surb={'id': '2dafc479-20c3-44f0-9f5c-bb22d326e370', 'route': ['p2', 'e6', 'i7', 'x11', 'p2', 'c2']}
1769760997.3953862,RECEIVED,ccb09848-3d8f-4a05-b143-00f6fa6a7762,edb2a24c-c56b-49d5-b41f-76a9e395a270,c4,c2,26,p2,?,surb={'id': '01e11d8a-3e3b-4e7c-a916-66e8de100d73', 'route': ['p2', 'e1', 'i8', 'x1', 'p1', 'c4']}
1769760997.5715787,RECEIVED,d476bd48-927c-4935-986a-6f76b679ad5c,656fe241-180a-405b-9227-2c23a0ba96da,c4,c2,27,p2,?,surb={'id': 'c99aa6ac-43ab-4e4f-ba01-0c9a65b5fbfd', 'route': ['p2', 'e9', 'i10', 'x5', 'p1', 'c4']}
