timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769748533.4161255,SENT,797ed7a5-12f4-42b8-87c8-92dc918d600c,e1aecf99-e357-46bb-ad20-88b1b11871df,c3,c4,3388,?,p3,
1769748533.4162688,CREATED,7a5c0ecc-1236-4307-b448-1b3fe81155c9,ed5909dd-a79f-4af9-95ce-be3f58dd03c8,c3,c4,27,?,?,surb={'id': '65572540-345d-4d42-9b69-2167413366b3', 'route': ['p1', 'e7', 'i10', 'x9', 'p3', 'c3']}
1769748682.810512,SENT,065c3aaa-8e1a-46a9-92fb-53d7221a3647,d583f4a6-9ae9-4e1e-acf5-4047622997b0,c3,c4,3392,?,p3,
1769748682.8106458,CREATED,b10cb77d-a1eb-4bc1-be52-7b798a3d9450,60ad5ebf-d0f1-4fef-b4ec-32b87eb9ae9f,c3,c4,27,?,?,surb={'id': 'bd93ac92-2b85-4b90-97fd-c5104524252a', 'route': ['p1', 'e2', 'i8', 'x10', 'p3', 'c3']}
1769748682.9920316,RECEIVED,e2a61b9d-a486-464d-b2ca-05ee7aec877e,bf28d843-032b-4411-ba46-d7a3158c059d,c5,c3,26,p3,?,surb={'id': 'd50a2d15-b9ea-4482-ac2d-b713518a50b6', 'route': ['p3', 'e1', 'i12', 'x2', 'p2', 'c5']}
1769748683.1388545,RECEIVED,7038cc66-56be-47d2-8e0d-b893e9df4354,69ae1338-60e8-4504-bbf1-6691962c5b21,c4,c3,27,p3,?,surb={'id': '27b49da1-693d-41e6-b95e-7c2b232a30ca', 'route': ['p3', 'e5', 'i5', 'x2', 'p1', 'c4']}
1769748683.2104466,RECEIVED,01c47d29-a770-4cb0-8383-93ec2705dcc2,2fa2ece5-2805-4f56-b816-acfcc58495b6,c4,c3,27,p3,?,surb={'id': '19da4511-c3a7-4bdd-a9e3-cbecdbc12583', 'route': ['p3', 'e9', 'i5', 'x5', 'p1', 'c4']}
1769748683.8217115,RECEIVED,a0ccf0ef-5ee1-4c41-8366-d4205812ddba,2d37d580-f447-413b-a479-a7d55b9e174e,c4,c3,27,p3,?,surb={'id': '3f9a437c-2a9c-4ea0-b121-b0fcc2698591', 'route': ['p3', 'e1', 'i8', 'x7', 'p1', 'c4']}
1769748683.9079795,RECEIVED,2ad2d44e-73a7-4404-988e-35a0f8331995,4f3de9ce-5c85-4ced-a81b-96bea09d4b95,c4,c3,27,p3,?,surb={'id': 'c09a9b88-aa43-49b7-8dbf-9254b1e58049', 'route': ['p3', 'e4', 'i5', 'x10', 'p1', 'c4']}
1769748684.3106256,RECEIVED,659753fb-cc71-436f-b03d-3d53d47a4e8c,5409adb9-6991-430f-b6a7-3aaf061dec79,c5,c3,27,p3,?,surb={'id': 'ea4de636-14f0-404d-b4a5-b977b21a759a', 'route': ['p3', 'e8', 'i5', 'x5', 'p2', 'c5']}
1769748684.346726,RECEIVED,fdaf5119-9cba-428e-8c59-acfb5dfe56fc,29849acf-43a4-438f-a52e-d78dd00cb9d2,c4,c3,27,p3,?,surb={'id': '3e03deff-18ad-4767-888e-f60ba8803168', 'route': ['p3', 'e3', 'i5', 'x11', 'p1', 'c4']}
1769748684.3887308,RECEIVED,4ddca436-7789-4b13-bd5e-86f39d70037a,315cbf0b-e7f4-4a25-bcd4-9d2df401657f,c5,c3,27,p3,?,surb={'id': 'a9eb188e-0d66-426b-b49c-c7fd04c28d22', 'route': ['p3', 'e9', 'i2', 'x11', 'p2', 'c5']}
1769748684.473998,SENT,55eee56b-2b0f-466a-87a0-6c6024ac49a9,815ba666-d98e-46e7-8cc4-4f11f0eb392b,c3,c4,3389,?,p3,
1769748684.4742048,CREATED,cc35c712-e53f-443e-bb74-f80813ec113c,0d7d420d-6f2f-46b8-9cd1-bbee4b2528c5,c3,c4,27,?,?,surb={'id': '95c0049f-df72-4a66-9688-9df21b198344', 'route': ['p1', 'e11', 'i11', 'x10', 'p3', 'c3']}
1769748685.1046727,SENT,b5a2c183-775f-43e6-bee0-f1b05a1b919f,80d40491-4f0b-4b55-aa8b-9ed55738a9df,c3,c4,3384,?,p3,
1769748685.1048057,CREATED,f03f0261-87ed-4fc9-afbc-9da7259f469e,2caaa431-2385-407b-8600-c62c693c6a74,c3,c4,27,?,?,surb={'id': '62a8365e-e99f-48b7-85ff-6306adfd338a', 'route': ['p1', 'e11', 'i2', 'x5', 'p3', 'c3']}
1769748685.3535364,SENT,064b2b31-a349-4be9-b6b9-8722709ea091,463f24e2-78da-48e9-ad19-22d2ffcb0b98,c3,c4,3361,?,p3,
1769748685.3536756,CREATED,9fda0dc0-8535-4532-a525-ff52676090c6,3dc396e9-a554-4ee5-ab4b-db951189518b,c3,c4,27,?,?,surb={'id': '44b89d28-6833-4eda-831a-61f4cbe00a71', 'route': ['p1', 'e10', 'i3', 'x8', 'p3', 'c3']}
1769748685.4535475,RECEIVED,7933699c-c5ab-4c56-bfd5-d5aab00e75f7,99bcaf0a-c759-4b50-8204-2d30f3d16a75,c4,c3,26,p3,?,surb={'id': 'e4420f54-88f9-494d-a760-8b716e0cdc67', 'route': ['p3', 'e8', 'i12', 'x4', 'p1', 'c4']}
1769748685.5364227,SENT,23c4a05e-9e26-4e8e-8684-7b6db9026dd7,c4af67f1-870e-4ff6-88d1-0c9abcfab78d,c3,c4,3360,?,p3,
1769748685.5364969,CREATED,04894580-11c3-49f4-992d-e22e14c4f029,86c45957-dcc2-4563-a09c-17067313110a,c3,c4,27,?,?,surb={'id': 'eaefca03-8b91-4563-8bca-00123414f9d3', 'route': ['p1', 'e3', 'i12', 'x1', 'p3', 'c3']}
1769748685.5442762,RECEIVED,50f195cc-a5e7-4011-bd2f-c1a206726d47,eaec9863-7151-4dda-aa33-cb778bfa61b9,c4,c3,27,p3,?,surb={'id': 'f524f915-bd39-4541-a623-84d3bfa594f7', 'route': ['p3', 'e2', 'i7', 'x1', 'p1', 'c4']}
1769748685.605702,RECEIVED,20050446-3448-4f7e-a838-0d5dab889270,9fec233f-97ca-48cf-9159-9362dbb3536e,c5,c3,27,p3,?,surb={'id': '107a0b58-0ea5-4669-a500-d85f87007ff6', 'route': ['p3', 'e9', 'i12', 'x8', 'p2', 'c5']}
1769748685.801015,SENT,c7253a20-22ba-4f56-887b-7319b45774c5,0c666879-9e60-4373-b8c4-e1abcefb3652,c3,c4,3376,?,p3,
1769748685.801173,CREATED,96b77f14-2655-412d-9110-6668f6ccc400,fa49fffa-5211-4613-8010-a820534ed081,c3,c4,26,?,?,surb={'id': '21b906eb-73a6-431b-8931-17b162bb00ea', 'route': ['p1', 'e11', 'i1', 'x7', 'p3', 'c3']}
1769748685.8332264,RECEIVED,0bfb25dd-d80f-41c1-9ba1-d8d54aa6b155,b2acc616-ad9f-480e-8eeb-6410b1eee614,c4,c3,27,p3,?,surb={'id': '1195e05c-7ca2-4e7b-a368-ad03c9704db5', 'route': ['p3', 'e4', 'i9', 'x1', 'p1', 'c4']}
1769748686.1496866,RECEIVED,c5085c4a-1707-44a5-b4da-cb947dd85107,86af2e3c-efa2-496a-a339-6f8a74cf30bc,c4,c3,27,p3,?,surb={'id': 'dc2e0d55-20c7-4e38-a337-3f7c0219f7f7', 'route': ['p3', 'e12', 'i9', 'x5', 'p1', 'c4']}
1769748686.1797345,SENT,42ad7ff1-2e45-4035-af51-86863c88b3b5,fce59eee-411c-4162-adeb-069dfb0753bd,c3,c4,3375,?,p3,
1769748686.1798956,CREATED,a6dd6687-2b84-4cc3-aedb-d5150825be01,6b704184-3e69-4da1-a81b-057ad52ac5e3,c3,c4,26,?,?,surb={'id': '360bd797-c8b4-41b7-a26f-26130eb8af2c', 'route': ['p1', 'e12', 'i11', 'x5', 'p3', 'c3']}
1769748686.3713357,SENT,b206fa87-8531-4b22-b39d-c31540a5fbf8,08c6a06c-9eb5-4c72-9937-6b6d7b6abd49,c3,c4,3375,?,p3,
1769748686.371458,CREATED,489a7f6b-d0ec-4cba-a23d-557b2236b2ea,6f6eca1d-5319-4c61-a971-82f53ab92720,c3,c4,27,?,?,surb={'id': 'd13ddf2f-1938-404f-bebc-de7bdd915cc7', 'route': ['p1', 'e7', 'i12', 'x3', 'p3', 'c3']}
1769748686.4270177,RECEIVED,a087caf4-824f-4429-bcc5-93d700ee8f56,71120633-bb72-4f3a-a4c1-c0d7f7f737af,c5,c3,26,p3,?,surb={'id': '901e4243-fbfb-4b74-95eb-ce70aaa58f17', 'route': ['p3', 'e11', 'i8', 'x5', 'p2', 'c5']}
1769748686.4305632,RECEIVED,25c2a15b-b617-4c51-8334-58005f026ba1,b4645de5-8de0-4710-bf39-484c2b77cd02,c4,c3,27,p3,?,surb={'id': '6b9bd1c4-d8ce-4097-9efa-858e2959389f', 'route': ['p3', 'e12', 'i7', 'x10', 'p1', 'c4']}
1769748686.5460951,RECEIVED,46d28403-904e-4571-b14b-20c8de3c8ec6,dbefc7cf-0bf2-40e0-8949-6c27afd8a2a3,c5,c3,27,p3,?,surb={'id': '9bf4dda2-a128-4bc8-af96-668520b9ef92', 'route': ['p3', 'e2', 'i3', 'x7', 'p2', 'c5']}
1769748686.6865108,RECEIVED,3529c1d4-defd-40f9-93c5-291d8bc5381f,f49014b7-73ee-4185-a38c-76ba75f7b056,c4,c3,27,p3,?,surb={'id': 'a808fef1-8bfe-4ae6-baa0-7d1b9fc55259', 'route': ['p3', 'e10', 'i1', 'x8', 'p1', 'c4']}
1769748686.7546651,RECEIVED,e37f843f-7ca7-425c-9709-67e19bc58c8f,e7382a3b-4e25-4ff3-8f82-0b1727b30d59,c5,c3,26,p3,?,surb={'id': 'b23b3e3f-9d62-4fcf-8d81-129bd6f4f974', 'route': ['p3', 'e2', 'i1', 'x7', 'p2', 'c5']}
1769748686.8597302,RECEIVED,fede9c99-9cae-4587-988a-32533a5c2cf7,b8c4fca3-928c-474e-9d81-73d15a1e0c79,c5,c3,27,p3,?,surb={'id': '48ab81dd-d7af-4b03-8f81-6ab3e5a88a47', 'route': ['p3', 'e9', 'i12', 'x6', 'p2', 'c5']}
1769748686.899181,RECEIVED,8ce3bf2e-92a4-4d08-a6f3-a079c18fdcb5,aadb5b34-7c95-4d5d-9d19-e600914d8324,c4,c3,27,p3,?,surb={'id': '3eaaff74-d3b9-4c17-baa3-9a328b484bc2', 'route': ['p3', 'e9', 'i7', 'x10', 'p1', 'c4']}
1769748687.0931945,SENT,2f2c2f39-fd9a-40c9-8334-d14593bea486,a7cc3606-287d-4adc-a4d4-9d490ba5a675,c3,c4,3372,?,p3,
1769748687.0933034,CREATED,5daa86c1-8306-4d73-929b-7232a5b4e3fc,ac9ea24e-9581-45c4-96c0-95cbda823664,c3,c4,26,?,?,surb={'id': '98a9644a-af62-478c-b79c-bc5e4b460707', 'route': ['p1', 'e11', 'i3', 'x1', 'p3', 'c3']}
1769748687.1386473,RECEIVED,576e7683-0879-4ff5-8bca-97180e4002e1,2cb18b05-a6cd-4a58-abbf-19c242be9c9e,c5,c3,27,p3,?,surb={'id': 'b01b4fb4-9a0d-4716-b46a-710343c2b4ef', 'route': ['p3', 'e9', 'i4', 'x11', 'p2', 'c5']}
1769748687.2255445,RECEIVED,0649a599-0f73-4df6-9d60-8436c269ca01,f1d2e50e-89bc-4eba-886f-4a95e77ae73e,c5,c3,27,p3,?,surb={'id': 'f6024133-673e-45b8-93ee-b795e68bd81a', 'route': ['p3', 'e4', 'i4', 'x1', 'p2', 'c5']}
1769748687.3494728,SENT,c98e0725-3fe9-4d39-8a2b-e82d3c169ccb,164f2730-e67c-45e0-8670-f6eff0c9b11a,c3,c4,3400,?,p3,
1769748687.3495824,CREATED,999f5f8b-743c-4598-8d32-1d64b1bbea21,c436fa34-8fcd-4c28-ab5a-dfa141b254ac,c3,c4,27,?,?,surb={'id': '40e19f38-f849-450b-93f3-d5f6e42ffd71', 'route': ['p1', 'e10', 'i4', 'x7', 'p3', 'c3']}
1769748687.401627,RECEIVED,184b8a35-d60b-44d5-b8bf-8f0240db4f30,e89cf54c-fe8e-4c1e-b46b-2d7e0570d227,c4,c3,27,p3,?,surb={'id': 'b247c898-aac2-4078-a951-4254fbd7157e', 'route': ['p3', 'e8', 'i12', 'x6', 'p1', 'c4']}
1769748687.507664,RECEIVED,fdd20077-f186-4714-a8d2-0d9f06ede4f9,42dc6080-9ea5-4ab6-bc7f-12318d76f5dd,c5,c3,25,p3,?,surb={'id': 'c8c61ebb-f31d-41af-8082-295d78ef4b5d', 'route': ['p3', 'e7', 'i12', 'x7', 'p2', 'c5']}
1769748687.5212693,RECEIVED,624f34cb-14e0-4f27-bce0-9f892c780ce2,1ebf1e51-2929-4a99-a0a7-a72eb55550b9,c5,c3,26,p3,?,surb={'id': 'e637fefd-81b5-45ca-8e5d-4f8f84fcee5e', 'route': ['p3', 'e3', 'i12', 'x5', 'p2', 'c5']}
1769748687.544958,SENT,7cc71254-2297-4db8-9084-df76007ba71a,1c2ab1b7-5308-4cc0-b91f-347daf36e0d6,c3,c4,3359,?,p3,
1769748687.5450907,CREATED,26d78048-5fff-4e88-a6b0-f4306cbe5071,e3a0fd61-7f93-43e3-bac1-09407892fff1,c3,c4,27,?,?,surb={'id': '46e3e36f-d1e7-4721-9864-ef7dc8a2a82d', 'route': ['p1', 'e10', 'i2', 'x6', 'p3', 'c3']}
1769748687.5673246,RECEIVED,3aff1b28-d1c2-477e-84c0-8c952275c0c3,c32f9375-4f20-4bcf-8683-3bea8bc9ab8f,c4,c3,27,p3,?,surb={'id': 'd6b9f904-8765-4b9a-b730-687f47c5b2ba', 'route': ['p3', 'e2', 'i6', 'x2', 'p1', 'c4']}
1769748687.577476,SENT,b65d48ea-36eb-4244-b643-49ce05b6028e,c1a97378-c7b2-4d05-964e-5de429f63eb4,c3,c4,3361,?,p3,
1769748687.5775874,CREATED,5969afee-2427-4e4d-8d16-e42bbff42881,04541946-1617-4589-a433-a2058dca50aa,c3,c4,27,?,?,surb={'id': 'a63ab500-ea53-43a4-a81e-cafafb867be6', 'route': ['p1', 'e5', 'i5', 'x1', 'p3', 'c3']}
1769748687.7015197,SENT,4fe1368f-a9a0-4192-8800-83ea9d544421,0be04b1a-b251-4104-87c5-bc7e1383aeb8,c3,c4,3398,?,p3,
1769748687.7016292,CREATED,fd60ccab-d666-4e88-8d06-39501fafd2e7,ee774560-d767-49d8-9227-dff55901ccbc,c3,c4,26,?,?,surb={'id': '56e25db3-e0e7-477b-8f3c-1965c4ec4a0f', 'route': ['p1', 'e8', 'i11', 'x3', 'p3', 'c3']}
1769748687.7422018,SENT,a31a4c30-3157-4bb3-a91f-f644ead2d6bd,ee60c23e-3f0a-4124-a8f1-c26e6a91bc29,c3,c4,3383,?,p3,
1769748687.742315,CREATED,0aa320ac-7f3f-442b-9e90-b86708c60933,a4d35a9d-af54-47f9-b906-0e1639481939,c3,c4,27,?,?,surb={'id': 'afb82b21-b28f-4617-a68a-dde8395a9f2a', 'route': ['p1', 'e11', 'i2', 'x6', 'p3', 'c3']}
1769748687.7465823,RECEIVED,21c915ca-0f5e-47b7-97f8-322bba938f33,6e9be6b6-994f-4515-a410-cc7503b84f86,c4,c3,27,p3,?,surb={'id': '8833d0cd-681d-4d22-9faa-96700cc57c0e', 'route': ['p3', 'e2', 'i10', 'x5', 'p1', 'c4']}
1769748687.7600806,RECEIVED,2c410a0b-db58-4511-9c5c-bb54658a52a5,60e533ff-a7ff-46b1-9bfe-a2dd574c8520,c5,c3,27,p3,?,surb={'id': '14432b9d-4773-4a0c-ac64-87e609331b58', 'route': ['p3', 'e2', 'i6', 'x11', 'p2', 'c5']}
1769748687.9880342,SENT,5ba88ae5-05ce-4336-8c8a-1e676eadab41,acb45766-07a0-4e8e-ae07-2214717a59f0,c3,c4,3380,?,p3,
1769748687.9881856,CREATED,c624a2cb-4171-4e82-abea-6b74fc253cbb,7366ebc5-4f42-487a-a0bb-c239aea360c3,c3,c4,26,?,?,surb={'id': '82fb24ed-1174-4f5a-ab68-fd0cf07281be', 'route': ['p1', 'e2', 'i9', 'x11', 'p3', 'c3']}
1769748688.039065,RECEIVED,c3ebfe56-43f5-422a-9c0a-5016d7f87f98,59d2e2e4-d54d-4af5-b343-6df6250916ec,c4,c3,26,p3,?,surb={'id': '93204659-8ecd-47a4-a94a-d210ccde7edf', 'route': ['p3', 'e2', 'i9', 'x9', 'p1', 'c4']}
1769748688.1471014,RECEIVED,11c8c5d5-514a-4fba-8859-c187d914783b,c9ce525f-3b55-4837-b9aa-b4842734cb1d,c5,c3,27,p3,?,surb={'id': 'fda83030-1702-40eb-a912-c5f9c0cda334', 'route': ['p3', 'e7', 'i10', 'x2', 'p2', 'c5']}
1769748688.1966538,RECEIVED,8acfd0bd-c61b-43bf-9e11-b51e0b9e55df,4d212129-28bd-40b8-a3e2-acdb73627922,c4,c3,26,p3,?,surb={'id': '08e2321f-81c5-440b-98f0-ec6144246549', 'route': ['p3', 'e5', 'i8', 'x7', 'p1', 'c4']}
1769748688.2869143,RECEIVED,3fb3d3db-d98a-498f-b28e-b4a4bc19ff13,06e383f4-2f95-44d2-917e-eb82b3455402,c5,c3,27,p3,?,surb={'id': 'f59eb0ea-94d5-43ef-b7a1-c0f263713f54', 'route': ['p3', 'e11', 'i8', 'x12', 'p2', 'c5']}
1769748688.5714238,RECEIVED,cb7416f6-0206-4bef-9a61-57e3a43c4bd4,7241de17-3757-4f52-9f79-4c6f16ff6d62,c4,c3,27,p3,?,surb={'id': '9c9373b6-be76-420d-aa84-3e939dae5d4a', 'route': ['p3', 'e1', 'i7', 'x8', 'p1', 'c4']}
1769748688.583846,RECEIVED,a25d9d45-a98f-481c-a0c2-b9680d5b2db2,7246250b-ab61-447e-bedb-9daa5b2ad2dc,c5,c3,27,p3,?,surb={'id': '9a1b48e8-fe16-4121-b60f-cb94f0c155bd', 'route': ['p3', 'e5', 'i12', 'x12', 'p2', 'c5']}
1769748688.6122851,SENT,d111fe3e-0e40-4901-9df8-0a86bd5b7c7d,7b1e31f2-ef17-42a5-91d8-d6ede77564d8,c3,c4,3392,?,p3,
1769748688.612365,CREATED,3e013b4e-1c3b-43b0-80d4-429ac22a14e3,137e19b3-21b7-4e3d-9f48-1cd5691f9f2c,c3,c4,27,?,?,surb={'id': 'f309487a-7355-4938-af6a-eb8edeaad1eb', 'route': ['p1', 'e12', 'i7', 'x6', 'p3', 'c3']}
1769748688.6193385,RECEIVED,33e77e0b-ed19-4285-8404-2c0df4eea068,cccbeda7-2663-487c-807f-88539536b00e,c4,c3,26,p3,?,surb={'id': 'c1cf2986-197b-4233-a702-ac3b1fdadc8a', 'route': ['p3', 'e8', 'i7', 'x2', 'p1', 'c4']}
1769748688.6740036,RECEIVED,72a2a654-3772-4d6d-b755-15c8d8db01a9,c421a976-4275-4b59-b509-39e07986b240,c4,c3,27,p3,?,surb={'id': 'e5f1d6f7-a4b4-42cb-a83e-47e73e4c2c9e', 'route': ['p3', 'e2', 'i12', 'x11', 'p1', 'c4']}
1769748688.7256486,SENT,f798d75a-d796-40d6-80b8-fb5796bde158,04bbab43-e436-4a07-ac1d-3d2ef786ea74,c3,c4,3370,?,p3,
1769748688.7257266,CREATED,6b815e55-e4c7-40aa-a1a9-cba89758ab0e,2a3d5f81-e1a1-4b1b-81af-088c81a75648,c3,c4,27,?,?,surb={'id': 'fa280bc3-c554-4110-a817-b9a3c31ca845', 'route': ['p1', 'e1', 'i7', 'x7', 'p3', 'c3']}
1769748689.1487339,SENT,c2e0ae77-a450-4541-bcb3-6658b0006636,e3ecd75d-28a0-4c12-8876-c3f51b526021,c3,c4,3396,?,p3,
1769748689.1488256,CREATED,dd3af48c-a362-4333-8ffb-ec34454a7556,ee5b00f8-2a0b-4b68-8bb6-ea1522d054f3,c3,c4,27,?,?,surb={'id': '740a84d1-72e7-4573-9542-476a929edc0d', 'route': ['p1', 'e8', 'i2', 'x4', 'p3', 'c3']}
1769748689.1903343,SENT,5364237c-3670-4e47-bd1d-adf129c6b217,0aa523e1-340c-46a6-8e9e-c981df993aaa,c3,c4,3411,?,p3,
1769748689.190429,CREATED,85f0e5d9-31bc-4d0b-b92f-97b543a5dd1c,f32800bc-64a7-43a6-9862-395b726770d5,c3,c4,27,?,?,surb={'id': '12a358f9-2902-4877-a147-4203532201a3', 'route': ['p1', 'e2', 'i5', 'x7', 'p3', 'c3']}
1769748689.2830038,SENT,74dab883-79ad-4381-b16a-43c6163e44cb,fcf1a12e-b819-4d11-b6a2-1a304c9fbe34,c3,c4,3369,?,p3,
1769748689.2831209,CREATED,15f0f4bf-71bb-4d39-ba74-b02cb3044e2e,07bafd1e-0dde-45e0-977f-bc5350c4227b,c3,c4,26,?,?,surb={'id': 'b492e1db-1506-40f1-89e2-bf39b5384399', 'route': ['p1', 'e8', 'i3', 'x9', 'p3', 'c3']}
1769748689.4202466,SENT,bfe58aa5-ca1d-4905-8a12-e485161ac8bf,8f919459-d6c1-4964-a45a-2515d8182072,c3,c4,3359,?,p3,
1769748689.4203415,CREATED,a0218669-58a2-4b02-a68f-dd4df90928ec,d55d2405-4327-4696-9d2d-b4e7dc79cc4f,c3,c4,27,?,?,surb={'id': '4675123e-20a8-4405-940b-49335fc0f644', 'route': ['p1', 'e8', 'i10', 'x2', 'p3', 'c3']}
1769748689.4845538,RECEIVED,8486b2aa-ff25-415d-b62e-1d0464a3bce0,c962b86d-0463-4724-8227-b38217fa9973,c5,c3,27,p3,?,surb={'id': '4f1e6d21-8e3e-4b4c-a4a9-136a669d8093', 'route': ['p3', 'e2', 'i6', 'x2', 'p2', 'c5']}
1769748689.9490657,SENT,f5b607ed-d5f5-43dd-bdd8-9ed52c19d323,d6c27fc0-ec41-4df8-bdf2-cd1ac7d996d4,c3,c4,3389,?,p3,
1769748689.949205,CREATED,595826b1-f69a-4be5-b4f0-d843f1636c61,c8203690-4d64-465a-b313-5a6885287dd9,c3,c4,26,?,?,surb={'id': '663772e7-9828-4dc2-9381-4f6e54c4a1cc', 'route': ['p1', 'e5', 'i6', 'x2', 'p3', 'c3']}
1769748690.1248868,RECEIVED,5e4d0e4a-3fc4-4e8c-8f56-4f0d59e7c32a,2d98dbb3-cc5e-44b6-8380-43140a9ebfcb,c5,c3,26,p3,?,surb={'id': '8b7a6c2d-3335-4ec0-a36b-fcb383889504', 'route': ['p3', 'e8', 'i3', 'x9', 'p2', 'c5']}
1769748690.147817,SENT,4bd6653d-72b8-4f32-a631-35965e1a4555,7de69898-88b0-4685-b904-b9b7e3afbe6b,c3,c4,3375,?,p3,
1769748690.1479688,CREATED,36c7e45b-781c-4297-b36f-a428ad383d27,9bc25967-c7e7-488e-b473-5314fa86426a,c3,c4,27,?,?,surb={'id': '61825acd-7415-4b29-b2ea-182e38ecfc1e', 'route': ['p1', 'e3', 'i8', 'x3', 'p3', 'c3']}
1769748690.2914546,RECEIVED,1efbfed6-94c2-4b70-8e79-d89bfdbd0c81,3aa391da-8345-4887-9a34-ab1a6aed1bc4,c4,c3,27,p3,?,surb={'id': '8e3bce54-dfce-4d54-b5ec-2eae217f4123', 'route': ['p3', 'e6', 'i9', 'x9', 'p1', 'c4']}
1769748690.394206,RECEIVED,2edc242b-ff61-46ed-bd87-5b0d28dd0193,974d7c17-0021-4a92-996c-279f1d81ae39,c4,c3,27,p3,?,surb={'id': 'ea57c313-d1fe-4135-8dc0-47a2d37013b8', 'route': ['p3', 'e5', 'i9', 'x6', 'p1', 'c4']}
1769748690.39583,RECEIVED,a378f812-ec92-41bb-8eec-b0edee4c9247,87dfb2df-14c2-457c-bc3c-9547300bb958,c4,c3,27,p3,?,surb={'id': '74de7be6-1a7f-4d8c-b277-24423c8ba933', 'route': ['p3', 'e9', 'i4', 'x12', 'p1', 'c4']}
1769748690.7182791,SENT,e6ddb52b-b737-463e-9d0e-a118970784f1,17756e66-9563-4b99-83b5-c874f8136519,c3,c4,3380,?,p3,
1769748690.7184284,CREATED,7d92eb3c-6ada-4a52-87ce-eca6a0616a54,2d68006f-1a8b-4f32-bee5-9f2ff9820cc7,c3,c4,27,?,?,surb={'id': '7e2fb4bc-f05f-4dd1-8ee8-9455a630be75', 'route': ['p1', 'e5', 'i6', 'x1', 'p3', 'c3']}
1769748690.7525346,SENT,2a78e4b6-6073-4bd0-b34f-edd61f7e6a90,6c317f26-c8a8-474d-a122-7673ec582a4c,c3,c4,3376,?,p3,
1769748690.7527092,CREATED,5ca0595a-c462-451a-a990-aac069f27a58,5f06438e-e901-4b4a-b233-4eda1490cc9d,c3,c4,26,?,?,surb={'id': '24fd6572-3795-4c47-936c-34bf7afb5808', 'route': ['p1', 'e12', 'i6', 'x5', 'p3', 'c3']}
1769748691.0726588,RECEIVED,7d1a16f9-8ff4-49c7-9760-f60ce96b53ff,666d3abb-c491-4129-8cd3-58deaf60b272,c5,c3,27,p3,?,surb={'id': '00705d41-9f2a-4c51-8248-c11d8dc1ed1f', 'route': ['p3', 'e8', 'i8', 'x3', 'p2', 'c5']}
1769748691.132357,RECEIVED,3ee528c6-3bff-4284-ba38-b6a3b5d9e5f3,87f925ec-5e35-4932-bd8c-4c5792158b7c,c5,c3,25,p3,?,surb={'id': 'dcad40bc-c657-476e-aedd-5ce46bb310fd', 'route': ['p3', 'e5', 'i12', 'x2', 'p2', 'c5']}
1769748691.1950872,SENT,aef4c072-fb26-4ec4-8689-d23f8e0c18b2,19b2b63f-d975-4e74-bcc4-f8d125e97ecf,c3,c4,3400,?,p3,
1769748691.1952405,CREATED,eb3be697-c343-44a9-8174-1c5b9a7a427f,ebca8d28-6081-48fd-ad7d-c6962bf6a2a9,c3,c4,27,?,?,surb={'id': '4b93ff08-88fc-4e74-908b-ddcc9a950e00', 'route': ['p1', 'e3', 'i12', 'x7', 'p3', 'c3']}
1769748691.2253418,SENT,db8bf39f-2b4a-4548-826b-28306eedab5c,49a8b8f8-78bc-42ce-b601-79644a5529a6,c3,DROP,2036,?,p3,
1769748691.2254844,CREATED,77c56ff4-9afb-4e31-bb3e-9f96ffc37dc0,a97ef0c9-7535-4c30-b3dc-d72dd248578d,c3,DROP,27,?,?,
1769748691.2612195,RECEIVED,fb8d9c20-5cf0-4747-80ee-d6476f99a0b9,ca8fe0db-3dc3-42e9-8c73-bfdae54b6c56,c4,c3,27,p3,?,surb={'id': '04ec8b47-2f94-4cff-adef-d1f9c778fe52', 'route': ['p3', 'e7', 'i7', 'x11', 'p1', 'c4']}
1769748691.3137608,RECEIVED,6d6c0534-530f-4361-b981-1b3ac4b9880a,c78b391b-0c78-4633-9df5-8eb6d2fb0cad,c5,c3,27,p3,?,surb={'id': 'f64ca7c2-3faa-40e0-b89e-a1fe4ed913a3', 'route': ['p3', 'e10', 'i3', 'x7', 'p2', 'c5']}
1769748691.4461727,SENT,94ac8dd4-9570-4f66-bb77-d4c9f034b1ee,78bed61e-3b74-4b7f-ae89-ea3f599687b0,c3,c4,3379,?,p3,
1769748691.446288,CREATED,4ab14598-3b51-4798-bcaa-37c1fb14b669,bc3f8f30-ade7-436c-aaf5-4c69e0b63208,c3,c4,26,?,?,surb={'id': '2af4b395-d927-4cf9-a9ff-1b9967687f7c', 'route': ['p1', 'e4', 'i5', 'x1', 'p3', 'c3']}
1769748691.5267193,SENT,fe0fe12b-46e1-4c25-b6c3-8e1799fa545d,6e2d9527-f1ff-4a0b-aa89-39a4322c1680,c3,c4,3406,?,p3,
1769748691.5268176,CREATED,6a17b367-cfec-452b-88b7-066dec89e413,fd95f781-d118-4594-8f94-6b5de2c14048,c3,c4,27,?,?,surb={'id': 'a466e7cb-cac2-443f-8024-3a7d17bbd081', 'route': ['p1', 'e7', 'i3', 'x2', 'p3', 'c3']}
