timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769472872.3973885,SENT,bd707538-7bc7-45ab-a460-679fcf5d405e,3840771c-edaa-4a4f-93d4-b623a60ef8ff,c1,DROP,2023,?,p1,
1769472872.3975358,CREATED,18c17604-590b-4f4e-82b0-d45b3f7ebb50,421da5d2-1bc1-4957-8e8b-6499b1c22872,c1,DROP,26,?,?,
1769472873.0598836,SENT,c5b826b3-1e1a-4698-80a9-65537174f08b,9ca8de05-1be0-4f7a-b242-0548b920328f,c1,DROP,2033,?,p1,
1769472873.060016,CREATED,9effb65e-7fd2-4c49-b815-dd36903842f2,7aca023c-d183-48ae-8726-53041e02f091,c1,DROP,26,?,?,
1769472873.1669798,SENT,292a06f6-5c59-4b43-aad0-ca7f40efb9c5,acb86d2a-76ea-4c6b-bb27-64224b9fcdfd,c1,DROP,2032,?,p1,
1769472873.1671402,CREATED,859ef5f0-c0ae-4d31-9646-18fa06529c9f,9e5c37a2-6ec7-4212-af42-f236b880ba13,c1,DROP,27,?,?,
1769472873.3812103,SENT,c4006fa5-0624-460a-9d25-7bebf0ffb28c,35bbc49a-6d8c-451a-8fcb-89ecfff57f2b,c1,c5,3360,?,p1,
1769472873.3813448,CREATED,2bafae3d-652e-426f-beb2-106b7b6c34b0,9ec07219-2f29-41f3-8b12-729c1b01ae8e,c1,c5,27,?,?,surb={'id': '296d2494-2cae-4ead-8c28-12cfe4db1b9d', 'route': ['p2', 'e11', 'i8', 'x5', 'p1', 'c1']}
1769472873.4307692,SENT,3c3192f7-8076-4092-b37d-60fb7f115174,30288bb0-06a0-4fa8-86a0-fe6cd6b31aaa,c1,DROP,2032,?,p1,
1769472873.4308894,CREATED,7272a405-a22a-4435-af8c-481c4f79ecb7,78f79f12-0d54-4946-8c59-c8b6f5a3778e,c1,DROP,27,?,?,
1769472873.4394538,SENT,303b09d0-0317-4566-88f4-7f9fd956cd4b,249dde09-9d85-47ae-a9f2-f795d5983ae3,c1,DROP,2044,?,p1,
1769472873.439591,CREATED,304aa284-0d45-470e-a5ed-88c68c96fb8b,db170ccd-2c63-4d93-a022-59acc15f1349,c1,DROP,27,?,?,
1769472873.9285264,SENT,d51db924-0207-4748-bb6d-b8f5212b8450,edf89420-4678-4838-b72b-f463169f8f56,c1,c5,3403,?,p1,
1769472873.9286582,CREATED,304afb72-9495-464a-a33c-c846a277d20d,00396fc0-f5a2-46e7-af77-bd9b84198677,c1,c5,27,?,?,surb={'id': 'c65b2f6f-60e0-44b7-9c0b-9ac3285c49ed', 'route': ['p2', 'e9', 'i9', 'x2', 'p1', 'c1']}
1769472873.9506373,SENT,841e7573-f14a-47c8-bc0c-a43b8bafc61b,f2b8e2fc-e781-4e84-8730-66328a34b7e8,c1,c5,3393,?,p1,
1769472873.9507668,CREATED,eb56967a-ca4a-44dc-ad11-85966e5e9bb2,0d76af70-5151-4cbf-9a61-225e216c00a9,c1,c5,27,?,?,surb={'id': '6ea098be-3cc5-4339-a360-27a6ca65fae8', 'route': ['p2', 'e2', 'i2', 'x12', 'p1', 'c1']}
1769472874.0516503,SENT,8863ab06-2ecb-423c-bd11-def51fa91705,87e78138-7020-4a2f-ae2a-6c422dfa7f39,c1,c5,3378,?,p1,
1769472874.0517824,CREATED,b15190a6-81d4-47e5-8b92-c5a43dc6cb57,09e46fd5-cdc1-401b-90d7-56bb2d517157,c1,c5,26,?,?,surb={'id': 'a4076e27-761f-44e5-9c5f-0285f465e769', 'route': ['p2', 'e11', 'i3', 'x9', 'p1', 'c1']}
1769472874.210698,SENT,94a6b096-87b8-44fb-89fc-a82f5e8376c1,81b370d9-0af7-4fe7-8031-7e208c309d06,c1,c5,3359,?,p1,
1769472874.2108514,CREATED,5640ef7e-a9b6-450e-90dc-46976ceb287e,ea090815-49a0-4308-89ea-7391eb052406,c1,c5,27,?,?,surb={'id': 'dced8f54-9724-4cc3-8234-0b9a254130e7', 'route': ['p2', 'e5', 'i7', 'x4', 'p1', 'c1']}
1769472874.315674,SENT,47c633dc-38cf-4b91-a44f-1c60112e185e,81281c0a-5610-4052-b477-8fe0d945f75f,c1,c5,3360,?,p1,
1769472874.3158197,CREATED,9da07ff3-19be-4c17-8714-fc321d6df3c3,b6de870b-1b81-4c69-9063-90ee6a98b6af,c1,c5,27,?,?,surb={'id': '773f32c5-17c9-4f05-94f1-e61fc4fd0119', 'route': ['p2', 'e9', 'i7', 'x4', 'p1', 'c1']}
1769472874.4294744,SENT,5b7373b1-d3b5-46f2-a6ea-73025b156873,abc4ad50-e905-44f3-8c13-b90fbecb07db,c1,c5,3379,?,p1,
1769472874.4296114,CREATED,aca424b5-c1ab-4909-ad40-864e6b02197d,58fda14c-af51-439c-910b-cad7d8cd260d,c1,c5,27,?,?,surb={'id': '95f0407b-9919-4c06-ab59-dc60b4bc747a', 'route': ['p2', 'e5', 'i7', 'x8', 'p1', 'c1']}
1769472874.706535,SENT,339612d2-408c-4a35-8077-a8932ef04439,d13512e2-3b5e-4a85-8006-c9fbb4c3955a,c1,DROP,2023,?,p1,
1769472874.7066674,CREATED,08ac6abf-3838-442f-9177-09e8501e8d1e,08177c66-1434-4403-add9-32e4f48edf11,c1,DROP,27,?,?,
1769472874.9842567,SENT,225ce018-43c8-4cff-bf33-e4b1642454af,9562c6c0-32f4-4e2d-a596-32ed1999fac4,c1,c5,3375,?,p1,
1769472874.9843822,CREATED,41ea7b06-f101-48f3-870c-3b2a5ff3385b,233113d5-51e0-4364-878f-9fc12d260dc8,c1,c5,27,?,?,surb={'id': 'adc700da-e3ee-41aa-b598-b3553fccfcbf', 'route': ['p2', 'e3', 'i6', 'x12', 'p1', 'c1']}
1769472875.1935897,RECEIVED,ccba04b9-bfff-4ddd-8c8b-8d995b05e7ea,29bc5bf0-393b-4148-a047-2b8cf637a3d6,c2,c1,26,p1,?,surb={'id': '0f96f117-4705-4464-a83d-cf6492879c1a', 'route': ['p1', 'e6', 'i6', 'x6', 'p2', 'c2']}
1769472875.2045696,SENT,d8c72ac2-3f2b-4283-b678-cb01f8512b60,570eabdc-bd7a-4920-8857-8a3b0337f36f,c1,c5,3356,?,p1,
