timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769472872.7532868,SENT,56fbb9b5-e2f9-46b1-94cb-7acf07a2976b,7274ca5b-e80d-419b-8447-02a6ce58925d,c4,DROP,2016,?,p1,
1769472872.753428,CREATED,cf8d97f9-bd58-4bba-95cb-0cfb9db47757,91928d3f-2170-4f76-9e32-015b649a4243,c4,DROP,26,?,?,
1769472873.3740196,SENT,567b20a3-7b49-42ba-af39-f2ac3aa5747a,77031b37-b58d-4b51-9c6a-bdd53f264440,c4,c3,3376,?,p1,
1769472873.3741903,CREATED,009b393f-53a5-4dc5-bcac-9e9da0d4e325,0b8e7b6a-a909-4552-b69b-ce52f5a523ce,c4,c3,27,?,?,surb={'id': 'f2832fc0-1ac1-4a6d-b914-e4cf28a9c19a', 'route': ['p3', 'e1', 'i12', 'x6', 'p1', 'c4']}
1769473015.6147165,RECEIVED,ddcf4427-80d3-42ec-8c9c-c774462dc05d,6c2b900e-cb66-484d-86c6-63c2c1a0c87a,c3,c4,27,p1,?,surb={'id': '7423b608-2b8a-4170-a8f3-fe6ffc4554e3', 'route': ['p1', 'e4', 'i1', 'x8', 'p3', 'c3']}
1769473015.7060702,RECEIVED,f82d072f-bb61-46fd-a260-438276b3480f,8e0993de-4e9b-4e39-92eb-d58bdb20be3a,c3,c4,27,p1,?,surb={'id': 'e75d877b-65cc-4bc6-8bc5-321bfec394ee', 'route': ['p1', 'e11', 'i10', 'x10', 'p3', 'c3']}
1769473016.1112719,RECEIVED,918f87a2-452a-42b3-b47f-c43b6eab7c1b,73b5c1bd-06f0-4464-a729-d10700424293,c3,c4,27,p1,?,surb={'id': '611e08bf-034c-4158-97a7-b42a59a5a48a', 'route': ['p1', 'e4', 'i9', 'x12', 'p3', 'c3']}
1769473016.4907112,SENT,75fe65ff-77bc-45bc-b181-998cd67d518c,49af1cae-dc9d-4364-bcd2-8928d96a4cda,c4,c3,3359,?,p1,
1769473016.490865,CREATED,20079856-6d2c-4d98-8c3f-32b74d801ba5,98e07f28-cec4-4ed9-8229-176ee1e69505,c4,c3,26,?,?,surb={'id': 'cc58e3c8-4cfc-4c39-b823-06f6cf99ecdd', 'route': ['p3', 'e1', 'i12', 'x10', 'p1', 'c4']}
1769473016.5851395,SENT,5d6d2085-034f-4a6f-96ef-400a42a0bbf5,951d86c1-361e-43fd-9359-efe917166680,c4,c3,3371,?,p1,
1769473016.5853179,CREATED,ba5f7977-d315-4570-8d90-fbeaaf9e1904,16c3fd3b-c2f8-49eb-809e-2f070e627a72,c4,c3,26,?,?,surb={'id': '47cc3e3e-3f34-4fb8-b59d-b5367c6340c0', 'route': ['p3', 'e7', 'i12', 'x5', 'p1', 'c4']}
1769473017.275665,RECEIVED,672cd56d-d548-4de5-9c6f-ff15bd83183f,6a313305-1341-455b-aa62-67bfb6c616bc,c3,c4,27,p1,?,surb={'id': '21962139-2aec-4959-976e-2a3f24f08aa8', 'route': ['p1', 'e4', 'i4', 'x5', 'p3', 'c3']}
1769473017.2856147,SENT,2b2c9839-21be-4260-acff-eab05e7e3ce0,daddc847-f2b0-4152-aa17-c1d118934225,c4,c3,3386,?,p1,
1769473017.2857645,CREATED,2c0aa2d1-fc58-47c5-9ba2-2117872d242d,10ed7f83-3401-4445-9dda-19e60b7119bc,c4,c3,27,?,?,surb={'id': 'a184777d-b95d-4306-9b84-1c88833315a9', 'route': ['p3', 'e12', 'i9', 'x12', 'p1', 'c4']}
1769473017.391342,SENT,a2dcf3cd-5e6c-4da5-b467-932c32a1ab78,305093d9-15ce-47fb-8b30-f0ecdbacc09f,c4,c3,3393,?,p1,
1769473017.3914917,CREATED,cd20ee86-0568-4290-a21a-19ab7611caea,e2a31477-b048-487d-8d0a-0021e50299b8,c4,c3,27,?,?,surb={'id': '6a22e726-4eb1-4397-adb3-039381150842', 'route': ['p3', 'e11', 'i1', 'x8', 'p1', 'c4']}
1769473017.4620953,RECEIVED,ea52a03d-48a9-4bbe-ad10-a42841b9ad8d,9d3d485e-ba7f-4ab0-8233-3b376a432104,c3,c4,27,p1,?,surb={'id': '71fbf0eb-1429-4446-b28f-6371f0ecaa8c', 'route': ['p1', 'e12', 'i11', 'x10', 'p3', 'c3']}
1769473017.4705598,RECEIVED,57df650f-85fa-4721-aa8f-151d70c030f3,dcd0100c-a675-4b8e-9287-46ace9ba9582,c3,c4,25,p1,?,surb={'id': '2ab1ca29-17fb-48c0-abe6-4f43bbe95385', 'route': ['p1', 'e10', 'i2', 'x12', 'p3', 'c3']}
1769473018.1719282,SENT,086d59fe-3422-41f6-93fb-44cb1c2e97fc,0b648569-c6bf-49b7-988d-f82d540bf95d,c4,c3,3359,?,p1,
1769473018.1720054,CREATED,7c7fbe7e-1b0c-4dec-9ba3-8754822310f2,849c1ef3-d8ec-484d-97f3-b817ab9a6dbb,c4,c3,26,?,?,surb={'id': '231965f4-8165-4c55-b71c-6b9d3cd5f837', 'route': ['p3', 'e4', 'i7', 'x4', 'p1', 'c4']}
1769473018.2298656,RECEIVED,9b92666a-159d-49be-af24-2197e328b758,fe863e9b-03f1-4b7e-a1b1-0f4997ef949c,c3,c4,26,p1,?,surb={'id': '255b959f-668c-4dae-974f-509df432dcfd', 'route': ['p1', 'e12', 'i4', 'x11', 'p3', 'c3']}
1769473018.3508523,SENT,63788d6f-1c04-40c6-b1d5-40b9189085ff,9d0e8745-8740-48d5-93eb-062084017d30,c4,c3,3387,?,p1,
1769473018.350928,CREATED,dbf52d0d-78d6-448b-8040-2e7b5dd94e4c,41329174-6aac-42b9-b82c-53e227edd5a9,c4,c3,27,?,?,surb={'id': '874c9b0c-03c9-44f2-8f10-554e77419e39', 'route': ['p3', 'e12', 'i8', 'x6', 'p1', 'c4']}
1769473018.3641746,RECEIVED,f973dfb8-911f-43c5-9c0e-7e6261ba6c20,33081ab4-d8d5-4b6f-adb6-f54bc90f2547,c3,c4,26,p1,?,surb={'id': '6d4d22f3-f07d-4963-aca1-e905141debf3', 'route': ['p1', 'e4', 'i10', 'x1', 'p3', 'c3']}
1769473018.6485958,SENT,256b6525-f31c-4c5d-8d9b-2e2962f4da9f,194caac2-3d8d-4595-a031-ea6b8cca3553,c4,c3,3404,?,p1,
1769473018.6486738,CREATED,984e1ab7-f667-4bdb-b9c1-826282441b04,9a464272-0e43-416b-8efa-c82ab27233ae,c4,c3,27,?,?,surb={'id': '8d07f99a-1b41-44ec-b4e4-28fbfca9726d', 'route': ['p3', 'e12', 'i2', 'x7', 'p1', 'c4']}
1769473018.6694932,RECEIVED,793a769f-d1cb-4072-ade0-196c1c308f0a,fb6e0b0e-4b1b-4df4-b075-e96f15322031,c3,c4,27,p1,?,surb={'id': '4d7ce07b-146b-453d-ae5a-3159af5b3960', 'route': ['p1', 'e4', 'i2', 'x2', 'p3', 'c3']}
1769473018.7184792,SENT,b7edd8b2-01c1-48e4-84af-43da4490b7fb,dc162894-9f08-495e-82dd-f91644b12338,c4,c3,3387,?,p1,
1769473018.7185562,CREATED,f3b65e0e-4410-4dba-9d60-7a710875a5a5,d049c7d7-6fde-4b2d-8465-c6d1da5a094d,c4,c3,27,?,?,surb={'id': 'b613d29b-2eb0-4e57-8a0d-2faf436838c0', 'route': ['p3', 'e11', 'i11', 'x2', 'p1', 'c4']}
1769473018.9569561,SENT,7430e1f4-3bc3-40fe-96d4-e197235bca36,9649c39c-7e04-43af-840f-6009aa342085,c4,c3,3360,?,p1,
1769473018.9570317,CREATED,0b3417df-90a4-450e-b6bb-0cf738546be3,3f88b713-0fb4-42ea-8d5e-e0d31e970fda,c4,c3,27,?,?,surb={'id': '4141704b-9a27-46f1-9e29-88bd4069ae6e', 'route': ['p3', 'e6', 'i2', 'x9', 'p1', 'c4']}
1769473019.0786405,SENT,37707ed8-ab35-4a05-b1d2-622c9ad9e3b0,761f9336-7271-40c9-b8b5-9f6cac39637a,c4,c3,3363,?,p1,
1769473019.0787969,CREATED,00adb2d8-b645-4ab1-a0bf-07cbf0066418,c7bb1835-3f28-4c66-bf99-6ec14e689ffa,c4,c3,27,?,?,surb={'id': '92858aed-eee3-4c24-815a-4abc751cd9e0', 'route': ['p3', 'e1', 'i10', 'x5', 'p1', 'c4']}
1769473019.8048055,RECEIVED,aa7fb44f-e147-4fec-897c-c311f207d286,b5d53ea5-8662-442a-b480-334674794dff,c3,c4,27,p1,?,surb={'id': '60476a75-69bd-427e-b049-b29bfa4a67d4', 'route': ['p1', 'e4', 'i3', 'x12', 'p3', 'c3']}
1769473020.0070796,RECEIVED,0ef22df0-a293-413f-b252-70fb1bc272db,e6e5d9af-dafc-42a7-a5a2-e1e352c8397e,c3,c4,27,p1,?,surb={'id': '003d9bc5-ad82-43a7-878a-6a61de380874', 'route': ['p1', 'e6', 'i10', 'x1', 'p3', 'c3']}
1769473020.076932,SENT,f8ab7c8d-6dc9-4192-9fbf-549927ff240d,6e5a0d75-f859-41ba-a7ce-cc4ed3689d35,c4,c3,3388,?,p1,
1769473020.0771418,CREATED,3d12a626-349f-4f7e-b3f3-42b46443f174,92df78bd-0941-4b26-a996-8a4c278512cc,c4,c3,27,?,?,surb={'id': '7d10d0c9-7ac8-4e6b-ae31-cf9fe5763ddc', 'route': ['p3', 'e10', 'i4', 'x10', 'p1', 'c4']}
1769473020.3380075,RECEIVED,7c53a176-b029-4ce8-9525-cd676d58bb60,9c08ac59-c21a-4b04-a1ed-8a51d7dcb292,c3,c4,27,p1,?,surb={'id': '60b2de5f-9a86-418d-a1a7-27e584cf26c5', 'route': ['p1', 'e3', 'i4', 'x5', 'p3', 'c3']}
1769473020.5133662,RECEIVED,580225f4-aa0b-44a9-8380-da0109602a54,2e090375-45fd-4790-b1df-31820fe3c685,c3,c4,26,p1,?,surb={'id': '6cfbfe47-f991-4580-aa9e-94de11b761cc', 'route': ['p1', 'e10', 'i10', 'x5', 'p3', 'c3']}
1769473020.6557763,SENT,715213e1-c4d2-489e-ae93-d8f7278541c2,5abf98cd-99c8-414c-acc2-3cabb37b5a98,c4,c3,3376,?,p1,
1769473020.6558778,CREATED,c795f1bb-7701-411e-8d3e-59cae06fd6bc,f31d6635-88a2-4384-a393-44fc9453fc7e,c4,c3,27,?,?,surb={'id': '7a535bdd-5a7b-4673-a0f1-7e339a7ec532', 'route': ['p3', 'e3', 'i1', 'x10', 'p1', 'c4']}
1769473020.8069403,RECEIVED,4dd6e24d-e8c5-45a7-accd-e81805737316,4cc0bed5-0791-4f74-98fb-069e03a72774,c3,c4,27,p1,?,surb={'id': 'becbc717-7532-45c3-99a2-2c8d9bac118f', 'route': ['p1', 'e9', 'i1', 'x11', 'p3', 'c3']}
1769473020.818177,RECEIVED,8f6a56cb-0d41-4edc-9c80-4b15b8524af0,190b80e8-f7dc-4c63-a0ef-2e6ae8565f38,c3,c4,27,p1,?,surb={'id': '7eeab6b1-c8a7-4b62-a753-c2d18fbaf256', 'route': ['p1', 'e2', 'i11', 'x12', 'p3', 'c3']}
1769473021.067258,RECEIVED,8fe32275-1114-409c-b4cf-6ba3c69ade46,e5ceb222-f8dc-4d40-a6f2-a5498ef4db60,c3,c4,27,p1,?,surb={'id': '2742a459-5a44-4fc2-b619-384bbd23684e', 'route': ['p1', 'e12', 'i1', 'x2', 'p3', 'c3']}
1769473021.4357216,SENT,b9cbc8f2-6b7f-4ca6-82b3-715dfa0286ff,db960eaa-0e76-45d1-8584-a1ad9685a371,c4,c3,3371,?,p1,
1769473021.4358077,CREATED,48b113bd-3b77-4e42-a9b0-275489729bfb,9c6e69c6-e698-4d85-94a1-520fdf33cea1,c4,c3,27,?,?,surb={'id': '845e851d-0b9b-455d-847d-d4a667d2bc96', 'route': ['p3', 'e8', 'i3', 'x5', 'p1', 'c4']}
1769473021.7301428,RECEIVED,76d50170-2440-44f9-84b7-dc1e7e99f980,65c0a4a6-ad5d-4eb9-ab21-a9b12aa6a9f2,c3,c4,27,p1,?,surb={'id': '2d1d26eb-d76f-46fe-bce7-d99fc498b0f2', 'route': ['p1', 'e4', 'i12', 'x4', 'p3', 'c3']}
1769473022.2646687,RECEIVED,a64e56b2-f6d3-429a-ae28-bf4d4f021793,a8d744da-bc0c-43df-81b6-c560cd59b1eb,c3,c4,27,p1,?,surb={'id': 'f7e9c9df-7ad0-4bab-a014-6aa7ae93a46a', 'route': ['p1', 'e9', 'i6', 'x5', 'p3', 'c3']}
1769473022.42123,RECEIVED,29e7ce01-a1c3-48de-8c85-2c5a002bcbbc,382b84ac-0116-4fdd-b9ee-8027b41c56d5,c3,c4,27,p1,?,surb={'id': '93ce6c54-baec-40d6-bf6c-90d4a13d4e81', 'route': ['p1', 'e11', 'i8', 'x4', 'p3', 'c3']}
1769473022.495801,RECEIVED,0c796c38-e8a8-4742-9e4f-62efa59880f3,a0c81242-f744-43c6-ab38-2ca991d97444,c3,c4,27,p1,?,surb={'id': '74a3b9db-cc9c-426d-9bed-92f2323a440d', 'route': ['p1', 'e5', 'i12', 'x4', 'p3', 'c3']}
1769473022.5092647,RECEIVED,fe45d31f-0f65-415b-9817-6ee9948ec23a,b666db14-39a1-46b6-b9e9-5a8021d31dbe,c3,c4,27,p1,?,surb={'id': 'ba5550ee-b0aa-4c4c-9e57-4d28ccb9d0b7', 'route': ['p1', 'e9', 'i2', 'x6', 'p3', 'c3']}
1769473022.5452797,RECEIVED,effb2bfb-6266-45bd-ac65-ffa5277fb118,9cb977a3-6fe1-40f1-9063-01ff4e9176f9,c3,c4,27,p1,?,surb={'id': 'da21f026-2642-4322-95c6-de6054ea4f2b', 'route': ['p1', 'e8', 'i10', 'x7', 'p3', 'c3']}
1769473022.5794659,SENT,73deeaeb-a19d-44f8-88c2-d3adcd95f34b,887baff8-68d7-49c3-abef-e519fd031d55,c4,c3,3375,?,p1,
1769473022.5795946,CREATED,e6272832-8580-41d8-a2c9-ee6a10f785d0,8cb70798-0e0b-44f5-836f-3c3982e7f573,c4,c3,27,?,?,surb={'id': 'af338e95-13ab-418e-a5b3-304c6254b8cd', 'route': ['p3', 'e9', 'i11', 'x11', 'p1', 'c4']}
1769473023.0842874,SENT,d85e834c-ada6-45e1-b01d-aef257790098,9ad3cbd5-38f1-4868-abef-51211ac8e37b,c4,c3,3376,?,p1,
1769473023.0843756,CREATED,9dec6fcb-f6fd-4a39-9070-1a6b0542802b,80cb247c-231a-4c2c-b7a2-55ae6dd36970,c4,c3,27,?,?,surb={'id': '13dc988e-3752-4d6b-a34b-dddcf847347c', 'route': ['p3', 'e5', 'i7', 'x9', 'p1', 'c4']}
1769473023.220276,SENT,b3d3ece3-a529-4406-aca7-3ffcaf1999d2,656c8ae1-16e0-4b4e-9e64-ee255d239570,c4,c3,3355,?,p1,
1769473023.2203722,CREATED,311563c6-4a7b-4eb3-8ec7-25bc9a33ccc4,9bae8913-6fda-47bb-8f6f-14c989243f44,c4,c3,27,?,?,surb={'id': '5ff99a53-076d-46bc-b8cb-8ce9bb93ea4c', 'route': ['p3', 'e4', 'i9', 'x8', 'p1', 'c4']}
1769473023.3515298,RECEIVED,c8fbb827-19ab-447f-9d42-59e959aa25ff,b823be54-6237-4ec3-bb0c-7ff8b8c3bf7e,c3,c4,27,p1,?,surb={'id': '75ec3540-c884-4346-aed8-9af532c6994e', 'route': ['p1', 'e3', 'i9', 'x4', 'p3', 'c3']}
1769473023.3756607,RECEIVED,c7e87f6f-0aa3-4adc-a53f-272164abb9db,d770345f-6a59-4939-bc8c-ad8cbf14b90d,c3,c4,26,p1,?,surb={'id': '5dc6c08c-bb15-4262-8f35-b1a07e3868fc', 'route': ['p1', 'e6', 'i12', 'x2', 'p3', 'c3']}
1769473023.5970125,RECEIVED,79fdc5c0-2dd7-48d5-88df-7f0c1e6ec54a,1bbabec5-3c78-4b01-9a25-e8b55c4f8f0f,c3,c4,26,p1,?,surb={'id': '694aaada-c96b-485f-adf9-b11467e2e406', 'route': ['p1', 'e7', 'i6', 'x1', 'p3', 'c3']}
1769473023.7920027,RECEIVED,2962d8e7-40fb-4c34-9b29-9ce7af65ed59,b91c4002-38c5-479c-aeb4-3c3e9e3d017c,c3,c4,27,p1,?,surb={'id': '3e980be2-18ab-4f91-ac71-4e7544ead67d', 'route': ['p1', 'e8', 'i5', 'x8', 'p3', 'c3']}
1769473024.1873152,SENT,eb21e156-d834-4150-9b7e-87eef1989714,38d105d5-b0bc-4975-adb2-2305b54fce11,c4,c3,3376,?,p1,
1769473024.1874812,CREATED,81ecf2c0-1efd-47c4-a8ed-c109d5816a4b,bae0ea13-261c-47ce-983d-c1544207d98f,c4,c3,27,?,?,surb={'id': '43af5071-739e-4696-be9a-7a9ccec2e737', 'route': ['p3', 'e8', 'i4', 'x4', 'p1', 'c4']}
1769473024.3778164,RECEIVED,f042ac7c-c534-40e6-989c-49a48926fb94,23015626-dd4c-47a0-a911-56b7ff0bed5b,c3,c4,27,p1,?,surb={'id': '4d6bd541-9490-40a2-b122-be32307fef35', 'route': ['p1', 'e11', 'i3', 'x1', 'p3', 'c3']}
1769473024.4572186,RECEIVED,71f6b080-4bb3-4580-bde6-8e8632eaed7a,abacc103-cf7c-4e8f-9823-2be5734fc235,c3,c4,27,p1,?,surb={'id': '6ae39663-708d-4b70-8a95-36d2f47caab0', 'route': ['p1', 'e11', 'i10', 'x12', 'p3', 'c3']}
1769473024.5048037,SENT,2776a02c-2ba1-42b5-85bd-0af655c6148d,c9121b11-b9b0-477b-8962-c5f32d12f760,c4,c3,3386,?,p1,
1769473024.5048819,CREATED,da3079a1-8161-4dd3-acee-28e86b4b0b65,cf4d15d6-206f-4e23-b5c1-4206581304f1,c4,c3,27,?,?,surb={'id': 'd894ba08-a657-4aa2-b7ee-d984e374ee81', 'route': ['p3', 'e9', 'i1', 'x11', 'p1', 'c4']}
1769473024.5072618,RECEIVED,649fa1ea-ddd3-4c8c-be38-0d64fbc66d37,47945567-6ec1-4f55-910a-d6f6ac5f71dd,c3,c4,27,p1,?,surb={'id': 'f8064da0-6d76-4b5f-9426-a0a6311f788c', 'route': ['p1', 'e6', 'i2', 'x2', 'p3', 'c3']}
1769473024.541438,SENT,91c86fa3-699c-49f0-b50d-e0fba35552eb,35426607-fb6c-49e3-8737-5f2bdebcb51c,c4,c3,3383,?,p1,
1769473024.5415127,CREATED,6d933cbf-9a1f-45d7-ae89-a0c685085384,e6e1c551-f154-45ad-a442-41e845837832,c4,c3,27,?,?,surb={'id': '706270c2-66ea-4fe1-9370-1aa996799c44', 'route': ['p3', 'e9', 'i2', 'x3', 'p1', 'c4']}
1769473024.638956,SENT,113cec60-ff2a-4288-9892-d6598b937083,301ca1fb-f1d3-42e1-a2ce-76e9c7d7ddfd,c4,c3,3379,?,p1,
1769473024.639028,CREATED,7581b687-5b1e-41fb-ac0f-44513d9ecad8,d10d3302-56bc-475b-b37f-cba1c49a0dfe,c4,c3,27,?,?,surb={'id': '346e3bb6-e40a-4ef6-8334-6ebfdbfcef94', 'route': ['p3', 'e7', 'i9', 'x3', 'p1', 'c4']}
1769473024.783303,SENT,64598681-360f-448f-a4c5-ff3d3852d7d4,350927f7-1953-48fb-adc1-d1c30dd8a038,c4,c3,3380,?,p1,
1769473024.783438,CREATED,1917a547-7eb1-4c1e-a782-82cb19b2b207,d1282f50-8af6-421b-b0f4-28458ecae433,c4,c3,26,?,?,surb={'id': 'cdb57077-b4b2-4674-ae11-e15e9aa33fed', 'route': ['p3', 'e10', 'i9', 'x8', 'p1', 'c4']}
1769473024.9184172,RECEIVED,d50f2469-43cd-47b8-a169-488aa9059fdd,56dc6bd7-f0e3-409e-84a7-7526d58b20d9,c3,c4,26,p1,?,surb={'id': '74449ad4-dbbb-4750-a34a-8cc2c915a322', 'route': ['p1', 'e6', 'i10', 'x2', 'p3', 'c3']}
1769473025.3725197,RECEIVED,29a8d08f-02d7-41f0-a503-51edc022f117,bb4cd205-b4d3-4e9d-8f9e-49d62a54e4c9,c3,c4,27,p1,?,surb={'id': 'aa732fa2-a598-40ac-af96-9ed38af2e08f', 'route': ['p1', 'e5', 'i9', 'x2', 'p3', 'c3']}
1769473025.656383,RECEIVED,e490c14d-3b4e-41fe-8d2f-b872867f459a,8c3ce7fd-653c-4000-86d5-c3d069befdba,c3,c4,27,p1,?,surb={'id': '76bd31d3-ba97-4f31-b626-3b12872d4ac3', 'route': ['p1', 'e9', 'i11', 'x1', 'p3', 'c3']}
1769473025.8090696,RECEIVED,c0e3ace0-11fe-4d65-a2a2-f7e7bb51a170,7d300ab3-982e-44b8-9e3c-ae33d0e2ef02,c3,c4,26,p1,?,surb={'id': 'c6d5c8d5-eb7e-4744-aad4-e71db455c0ba', 'route': ['p1', 'e7', 'i2', 'x12', 'p3', 'c3']}
1769473026.1837418,SENT,7dc974eb-45e7-4644-bd05-c8306d246e0c,839f5fc1-462f-447c-b299-c4ca877a91a9,c4,c3,3386,?,p1,
1769473026.1838784,CREATED,ee5e7256-e464-44c4-954a-2a9864a260bd,dd081b19-9434-40b4-bb3a-f987b1a654df,c4,c3,27,?,?,surb={'id': 'e05fd876-b432-4d73-884c-6ddf2380fe87', 'route': ['p3', 'e7', 'i12', 'x11', 'p1', 'c4']}
1769473026.2160864,RECEIVED,4b722491-24f3-4d2d-b8cb-762b70531caa,f28bf830-720b-4aea-8fbc-7ab88e0feed6,c3,c4,27,p1,?,surb={'id': 'b60d5076-bef8-43d3-999c-e38860d1faab', 'route': ['p1', 'e4', 'i4', 'x5', 'p3', 'c3']}
1769473026.3655624,SENT,9faff5af-801c-488c-bc3c-d8bacc10a5b2,2b9f3657-c471-4076-8ada-47ea82668c16,c4,c3,3383,?,p1,
1769473026.3656962,CREATED,84df4f8a-a80b-4f68-93a8-248a6ead3641,1f52fed5-de64-4697-9cb2-01cbccbd9150,c4,c3,27,?,?,surb={'id': '45d7ee0b-b4bf-46b8-ae45-82cfd5d194e5', 'route': ['p3', 'e3', 'i4', 'x4', 'p1', 'c4']}
1769473026.587515,SENT,9a00c7e4-6dce-463b-a746-c44095211d4d,9ad7ae4f-4365-4db0-8cff-6df8d952cdd3,c4,c3,3368,?,p1,
1769473026.5876489,CREATED,6c93ad1a-61e7-4bd7-8685-2a296bf948cd,b797e315-65d0-45dc-82ea-1a855e0ef01b,c4,c3,26,?,?,surb={'id': 'b899d776-76c3-44a6-9183-b4d07eabfc89', 'route': ['p3', 'e5', 'i6', 'x9', 'p1', 'c4']}
1769473026.7007186,SENT,eb1a8564-fe93-4f15-94d1-8bea3cfe7d67,bab6ddd1-8244-417e-9fcc-fb3ec63b3f06,c4,c3,3361,?,p1,
1769473026.7010005,CREATED,2d3102cc-3f25-4d5a-82a0-d9ca019d2049,daee2e27-1194-48dc-9fe7-646bee4674e0,c4,c3,27,?,?,surb={'id': 'b0da9b20-2f9a-473c-a6bb-38a33175e663', 'route': ['p3', 'e1', 'i5', 'x8', 'p1', 'c4']}
1769473027.1540234,RECEIVED,0e715cc1-790f-4181-b517-fa22d3d0780e,794a544a-7abc-46ef-913d-f950374a805b,c3,c4,26,p1,?,surb={'id': 'e09c23e8-9c2e-4a80-ac74-4912d383b17c', 'route': ['p1', 'e1', 'i9', 'x9', 'p3', 'c3']}
1769473027.2665944,SENT,bfd48f0e-7332-4255-bebd-69437e5d8850,21ae6805-726e-47e9-a50c-ee75f48fe7de,c4,c3,3383,?,p1,
1769473027.266731,CREATED,02c7bc69-f8a2-4c35-8593-fa1d229fb4e3,b9b72ee8-252f-4cba-8926-85d2fb9306df,c4,c3,27,?,?,surb={'id': 'f15d9254-f47f-4add-9014-01d3dcf58b57', 'route': ['p3', 'e2', 'i1', 'x1', 'p1', 'c4']}
1769473027.3850243,SENT,b1699092-d9ce-4c95-a9a8-4367a2fea536,f0b98cfd-c884-4f80-9c16-a6872ed0187d,c4,c3,3364,?,p1,
1769473027.3851967,CREATED,e1e1e76e-4c4e-4e20-98e7-f137f5d3eb1e,5d754085-0b0e-4c1f-9561-6af4dc505958,c4,c3,27,?,?,surb={'id': 'bb1c4109-1687-4254-ba36-9aef3f282ec5', 'route': ['p3', 'e7', 'i6', 'x6', 'p1', 'c4']}
1769473027.4792712,SENT,b6ad1ff7-f0c2-47e4-809e-f51935fab01e,bb92978c-40b9-4526-a033-685a04621086,c4,c3,3361,?,p1,
1769473027.4794073,CREATED,1e3079d5-b2d9-4d43-8b01-9d629ddf8cfa,2885a201-16dc-485c-b308-0dd5ad5dd8da,c4,c3,27,?,?,surb={'id': '274cab81-f825-4bba-906e-10ce2725dc72', 'route': ['p3', 'e9', 'i4', 'x8', 'p1', 'c4']}
1769473027.5267134,SENT,bdee5d6c-b8e5-4b8c-b82a-fa4049d7beba,08416658-dd4f-4bf3-9d21-ba74a9747bc9,c4,c3,3387,?,p1,
1769473027.5268455,CREATED,de3ae932-3ce0-4d87-9c98-4fa1b1441440,e68e626a-c542-4cdf-a27d-32ff2992c136,c4,c3,26,?,?,surb={'id': '5effe165-b3b4-4b4f-9b9d-3f9799bb4231', 'route': ['p3', 'e7', 'i10', 'x2', 'p1', 'c4']}
1769473027.7464302,SENT,c6b78295-9bd8-4405-80a9-9d624339a64f,569781a5-07b3-4af4-ab6f-ca2328dca4e1,c4,c3,3360,?,p1,
1769473027.7465663,CREATED,13079aeb-cf91-4b70-af36-fac7eecd2808,6ca0763d-3c15-4cef-8dcd-bbd2e74b0e42,c4,c3,26,?,?,surb={'id': 'fa4575c4-19a7-43cc-bbd5-a7677fe6a6ed', 'route': ['p3', 'e3', 'i2', 'x2', 'p1', 'c4']}
1769473028.0062146,SENT,06989fab-ae0c-4d34-ae4c-6a55701132f9,aa2d8b3d-efbf-4b57-998a-65a90c3443ca,c4,c3,3359,?,p1,
1769473028.006357,CREATED,d6817adc-04b3-4a82-a15a-72125526ec6c,5ecd1939-f7a6-4774-a513-0d2787b85a4d,c4,c3,27,?,?,surb={'id': '867328bb-48e1-4801-b59f-d4f204b333f8', 'route': ['p3', 'e1', 'i8', 'x1', 'p1', 'c4']}
1769473028.0660295,RECEIVED,cef1beb3-fd25-4c6d-8ebc-2990e33ced6c,8e78d6c1-050f-45d1-a6c4-8c0effebbcb2,c3,c4,27,p1,?,surb={'id': 'f25f7785-50f1-4a48-a42a-0989adae5194', 'route': ['p1', 'e5', 'i2', 'x4', 'p3', 'c3']}
1769473028.3113232,SENT,59ce1249-c69a-405b-9d52-e7e65b7fe4ec,61732d52-6647-4d58-90bc-724cf7a5544c,c4,c3,3367,?,p1,
1769473028.3114862,CREATED,c42823df-beb3-4a1f-bff4-82e1b86fc52b,cdb42ab4-b5ef-447d-a75a-ac89a617b93b,c4,c3,27,?,?,surb={'id': '1aad7f27-e39e-4a98-bbea-33f80d1e7ed6', 'route': ['p3', 'e8', 'i7', 'x11', 'p1', 'c4']}
1769473028.3593724,RECEIVED,4247e611-1ef0-418e-92d2-d11aaba43a86,e32e2a79-7a28-4f79-8d97-4924f1111794,c3,c4,25,p1,?,surb={'id': 'e75d07b5-5437-40ae-bc25-88ebc832f72c', 'route': ['p1', 'e1', 'i12', 'x8', 'p3', 'c3']}
1769473028.4046159,SENT,65961ed1-42e6-468b-85e5-e7218cb2f7d8,48a4c915-83b8-436f-ac72-2cdf36c014c1,c4,c3,3382,?,p1,
1769473028.4047554,CREATED,d9fdfab9-f3ae-41bb-aa64-535a5b8d6dc8,b092a318-4934-4822-ab45-5dbc4883e2fc,c4,c3,26,?,?,surb={'id': '9e3c9683-ef60-4292-94fe-0ee4eb4fa1cc', 'route': ['p3', 'e2', 'i1', 'x3', 'p1', 'c4']}
1769473028.5736675,SENT,fb7b1c50-a126-4bc2-b352-b3ea74aad765,f1a63fa3-0f1a-4cd0-bf3e-ef4a81c30c01,c4,c3,3360,?,p1,
