timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769472997.3433456,SENT,7fadc744-2220-419e-af10-737bf34fc938,91a3366a-9198-4458-96ac-17ad3ffd2d1d,c5,c3,3404,?,p2,
1769472997.3434262,CREATED,316017e7-9056-4a65-97f3-abf643513a07,6d2829b9-8662-437f-b6c7-a675548b8e0c,c5,c3,27,?,?,surb={'id': '796aca3c-7682-45de-9827-234eaf408b33', 'route': ['p3', 'e4', 'i5', 'x5', 'p2', 'c5']}
1769472997.5350282,RECEIVED,848eb755-5b8f-4dec-959b-5361310d9eb2,3ef3fbee-ec0d-40f1-be84-24cb4075c1ee,c1,c5,26,p2,?,surb={'id': '163fa709-feb6-4f70-a87b-779b4fcd53ef', 'route': ['p2', 'e1', 'i7', 'x10', 'p1', 'c1']}
1769472997.6229296,SENT,24c0e30b-861a-4646-b32c-3a94ad31ad38,fbd41510-af1f-4ec4-a27a-47a31ed8e589,c5,c3,3383,?,p2,
1769472997.6231155,CREATED,bae2c9b5-2c0c-4da4-8af1-931e7193dc99,078f695e-d128-48f2-a0e9-6308d5f9c5cf,c5,c3,27,?,?,surb={'id': '5df3ec5e-a533-4985-8622-e559d4de9291', 'route': ['p3', 'e4', 'i9', 'x1', 'p2', 'c5']}
1769472997.6712158,SENT,a47b4c73-ab03-4498-b9bd-75b977982a26,c924453e-84e3-4594-a098-34c3be43a7a1,c5,c3,3393,?,p2,
1769472997.671368,CREATED,078b8874-6d2d-4b4d-a3f7-63dbb56d72b3,46daa072-91e7-43ca-af0d-4a29565f343f,c5,c3,27,?,?,surb={'id': '3b484be4-9341-4de5-bc69-bcda2d22e4f5', 'route': ['p3', 'e4', 'i6', 'x11', 'p2', 'c5']}
1769472997.9591107,RECEIVED,976c1d63-22fd-4b8b-a0b9-ff34c5476dd9,4214df11-3476-4830-bb2d-c1351c1d113c,c1,c5,27,p2,?,surb={'id': '91b5d5ce-03aa-436b-a057-ba4e0eba7c4f', 'route': ['p2', 'e11', 'i7', 'x8', 'p1', 'c1']}
1769472998.36913,RECEIVED,e9e3fb59-5d13-4087-a39b-314cca3f990b,8443d396-e651-4f3a-be0f-8d1a570768f3,c1,c5,26,p2,?,surb={'id': '4ed0e5e5-59a5-4888-9e81-40f87584ce58', 'route': ['p2', 'e7', 'i10', 'x11', 'p1', 'c1']}
1769472998.4548707,RECEIVED,4042907d-ec17-4956-820d-98e4b27c4e50,8cb9487d-bff7-438a-965c-490313ef5109,c1,c5,27,p2,?,surb={'id': 'f115503d-f062-4df3-8cbe-b2e3f99fdc74', 'route': ['p2', 'e7', 'i4', 'x12', 'p1', 'c1']}
1769472998.5048852,RECEIVED,8ad6e09c-6dcb-4eef-ae23-53b48d50dc35,2952bd4c-e979-4f62-9ba0-53c762760e40,c1,c5,27,p2,?,surb={'id': 'ebfa966d-f8c6-44e9-a753-8dab1c7aeba2', 'route': ['p2', 'e11', 'i9', 'x1', 'p1', 'c1']}
1769472998.552834,RECEIVED,e3f674d1-83a9-47f9-8d6a-d696175634ad,a38ba38a-6276-4905-a70d-1a04630bd3a7,c1,c5,27,p2,?,surb={'id': '3712e6fe-ea05-48eb-afb0-6d1bb0cd4884', 'route': ['p2', 'e4', 'i3', 'x3', 'p1', 'c1']}
1769472998.5638726,SENT,201691d7-8fd2-425e-89d9-3d9e5e9e4eb0,d835dc33-5c05-4816-a482-08608e1f7695,c5,c3,3370,?,p2,
1769472998.5639777,CREATED,6fc02ca8-ee73-4ce5-96cc-0fcf52d2039c,6ca1e156-b4b4-4128-9370-3ee696b55a1e,c5,c3,27,?,?,surb={'id': 'e3e76b2e-c729-491b-9093-5708f101268e', 'route': ['p3', 'e1', 'i2', 'x8', 'p2', 'c5']}
1769472998.5643888,RECEIVED,2431fd64-4d62-445d-8df7-01429a4d1e65,b51a361d-a736-4818-8ea4-2799093d0ef9,c1,c5,27,p2,?,surb={'id': '56ea30f0-81a1-44af-b72f-9e9b229502d3', 'route': ['p2', 'e4', 'i12', 'x2', 'p1', 'c1']}
1769472998.659226,SENT,76bb3bcd-593b-4416-8305-e46464b488ab,95372405-bb0f-4e88-bda7-50c52cccc512,c5,c3,3363,?,p2,
1769472998.6593263,CREATED,dd92ef6a-623c-46dc-a3e2-72ad5d1ab7d3,7873637e-501f-4354-be24-f562d831dd11,c5,c3,26,?,?,surb={'id': 'b4fbbc7f-bdc0-46a7-ae4b-e8daa38f118f', 'route': ['p3', 'e12', 'i6', 'x8', 'p2', 'c5']}
1769472998.810208,SENT,9f596299-23f5-4d00-adf7-021d050c932e,09fe556a-56cf-420f-8c4d-8444da28b314,c5,c3,3384,?,p2,
1769472998.810359,CREATED,4000e3ab-82cf-4a9c-bfcc-9d99ebdb6695,72fa6535-0f59-4e58-856c-58b2995a0cbd,c5,c3,27,?,?,surb={'id': 'e899b546-5245-4c5e-b5cf-b744905361ef', 'route': ['p3', 'e1', 'i1', 'x5', 'p2', 'c5']}
1769472999.0204844,RECEIVED,7f34ff3b-97ee-43c8-b924-20ef83cb80f8,a963e5c5-0cac-4728-9e67-9e873b884f93,c1,c5,27,p2,?,surb={'id': 'dc5a1273-af11-47ea-9df9-161b0152e284', 'route': ['p2', 'e4', 'i3', 'x11', 'p1', 'c1']}
1769472999.46902,RECEIVED,291da8e1-11f3-4871-959e-e6c797063329,ea57b641-b985-44e5-8c5c-bdd50eef59b1,c1,c5,27,p2,?,surb={'id': '07b1fcef-2241-46da-a169-dab7e4cc8bc6', 'route': ['p2', 'e11', 'i6', 'x1', 'p1', 'c1']}
1769472999.4853978,RECEIVED,7a9df892-5837-4a44-b533-1000d02207f9,c2d0765e-7710-4563-8a4a-f930b1cbd1c5,c1,c5,27,p2,?,surb={'id': 'bad6894d-4d85-431c-ace7-5dceee7f73d3', 'route': ['p2', 'e7', 'i2', 'x12', 'p1', 'c1']}
1769472999.6901276,RECEIVED,f8dba9ef-0a01-4798-880d-996580524352,9e1a2a88-faa8-4dd9-ab7b-1095a39c4da7,c1,c5,26,p2,?,surb={'id': 'c7fee2e1-5f2d-4d96-8617-5245a9ac8f77', 'route': ['p2', 'e2', 'i8', 'x10', 'p1', 'c1']}
1769473000.0367744,SENT,b371b8b4-44db-46ec-9a2b-1918886e5bb8,c5c16c39-1432-420e-8001-b5b190a28ac7,c5,c3,3368,?,p2,
1769473000.0369473,CREATED,b8dda539-76df-44d2-b816-8c846d89539e,f6d52f34-2484-4e09-a62c-192d0fac99f1,c5,c3,27,?,?,surb={'id': '5b838d77-c461-41eb-ab37-29857cc0cae5', 'route': ['p3', 'e8', 'i7', 'x2', 'p2', 'c5']}
1769473000.0946004,RECEIVED,c572f72d-05c3-4efc-bfed-df4d3d735601,62786ceb-54b8-4932-81ff-c344d3c9562e,c1,c5,27,p2,?,surb={'id': 'e44d1a99-ebe6-4fb2-96c9-b92ecae7dfe4', 'route': ['p2', 'e7', 'i4', 'x8', 'p1', 'c1']}
1769473000.130749,SENT,ff2d30c2-8702-4d06-b8df-558f77b27cb3,b7282a85-a66c-4cd6-8def-3234f8e09a6e,c5,c3,3380,?,p2,
1769473000.1309137,CREATED,4df5c744-ae37-45a3-9e08-2c65763cbf93,65c755b1-7dec-4c96-b2c0-1aa1c526781f,c5,c3,27,?,?,surb={'id': '82a06259-3024-48a6-9b5a-fc5c1e176ad0', 'route': ['p3', 'e4', 'i3', 'x3', 'p2', 'c5']}
1769473000.249169,RECEIVED,56c3f343-8db6-4ba0-b4c3-47bb304a6ea1,cb977a7a-19a8-4191-bc89-47d4d58a6b6f,c1,c5,27,p2,?,surb={'id': 'd211b4fa-27c9-4338-8002-820c28b1ff5c', 'route': ['p2', 'e8', 'i2', 'x9', 'p1', 'c1']}
1769473000.5207174,SENT,7d1c7aba-6791-4c59-adf7-086a34c23904,d5ab6f4e-575f-415a-8e0a-97bd032fa190,c5,c3,3376,?,p2,
1769473000.5208614,CREATED,98fbc862-1f3e-43d6-bdda-899885c568b0,8163d581-a40b-400b-b3d6-56e8d0f03ab0,c5,c3,26,?,?,surb={'id': '47265697-a0f0-4e7f-89f9-fe6ab3578e91', 'route': ['p3', 'e8', 'i10', 'x9', 'p2', 'c5']}
1769473000.6496463,RECEIVED,7eef18ae-2f72-46f1-9dbe-0c6a60994b19,6d6f8081-f79a-46db-a458-da457df9d1fd,c1,c5,27,p2,?,surb={'id': '629f4f26-f1be-4e57-ac5f-0f32f020ad8e', 'route': ['p2', 'e9', 'i6', 'x9', 'p1', 'c1']}
1769473000.6712325,RECEIVED,8e3b7a01-fcd0-4d47-b536-edc38ffdcb79,348750d5-d651-465b-8015-7ad32b6cd9a8,c1,c5,27,p2,?,surb={'id': '31835fe3-402c-450c-ba58-21ced2457f6a', 'route': ['p2', 'e2', 'i10', 'x7', 'p1', 'c1']}
1769473001.1148214,SENT,b495fea3-a107-4c78-80ac-46edc2d7c579,e1a100f1-1402-4ee7-a0c4-2c11a289d18a,c5,c3,3369,?,p2,
1769473001.1149156,CREATED,fd74da1b-c57e-4ea2-b55f-2c39d552e1f3,39216ff3-a288-44b1-8334-3b5668525001,c5,c3,26,?,?,surb={'id': 'ee92f5cb-72be-41df-bd65-8d2eae1f0b8b', 'route': ['p3', 'e1', 'i9', 'x8', 'p2', 'c5']}
1769473001.2472563,RECEIVED,1c38839c-a9ee-4fed-b4e4-b0c3bc06d02b,e881f20d-bca5-432f-85f8-ba15b7f1c42a,c1,c5,27,p2,?,surb={'id': '1b8648c6-554b-4727-bf6c-7f8934d0f976', 'route': ['p2', 'e9', 'i5', 'x6', 'p1', 'c1']}
1769473001.3868918,RECEIVED,6211f08e-4860-4f2f-9f6c-763ea43af895,2178a9a4-19fb-40d8-b405-2797f80446a0,c1,c5,27,p2,?,surb={'id': 'e862a9cc-e2fd-493e-a309-43b875915c52', 'route': ['p2', 'e1', 'i12', 'x8', 'p1', 'c1']}
1769473001.9131243,RECEIVED,f7d68152-79c5-409a-ae9d-68755bbf3fc9,90456b6a-e3bb-438a-8ca7-4b4d18851b19,c1,c5,27,p2,?,surb={'id': '931cbcc5-458d-4446-971b-ef675ae3af08', 'route': ['p2', 'e5', 'i7', 'x9', 'p1', 'c1']}
1769473002.9880903,RECEIVED,74760216-bf8b-43d0-8904-d030886287d0,14dab584-9771-43fa-b4b6-ce2a0b6a8a31,c1,c5,26,p2,?,surb={'id': 'e9e91997-e216-48ad-aa91-75280c722fdb', 'route': ['p2', 'e8', 'i3', 'x12', 'p1', 'c1']}
1769473003.3771033,RECEIVED,e7202302-4b7d-4d6d-9b24-aa0a72b4df00,ab212a26-67d3-4270-85cf-9644dba79151,c1,c5,27,p2,?,surb={'id': '8db12b44-b63e-4acd-abc8-9991a066c1a5', 'route': ['p2', 'e6', 'i4', 'x7', 'p1', 'c1']}
1769473003.384323,RECEIVED,839dcc7c-d6de-4ec0-8a90-f5d524f0476d,14780640-9003-415d-9483-8931f982a40b,c1,c5,27,p2,?,surb={'id': '25d732b4-b5e5-483b-b8ac-4689ea588534', 'route': ['p2', 'e7', 'i10', 'x8', 'p1', 'c1']}
1769473003.8527193,SENT,c5f05f14-2d04-4d68-b038-dc5acd67f787,e6b7d57d-99fd-4eaf-8ca5-ddfed2490fc6,c5,c3,3364,?,p2,
1769473003.8528113,CREATED,d2d6f5c3-8cf8-4db1-adf0-667883eea8e3,c9b7ba4a-c9eb-4acc-9770-25b1b1587617,c5,c3,27,?,?,surb={'id': '8f62dac3-c4b7-4b8e-82f5-bfc4d644d507', 'route': ['p3', 'e1', 'i7', 'x6', 'p2', 'c5']}
1769473004.2453814,RECEIVED,773c1260-5102-4fcd-9096-c2709bcbbc3e,40a48176-69f9-49e0-a1de-1b8c83954256,c1,c5,27,p2,?,surb={'id': '06c0353d-4ea7-47a7-992b-46dce25c3b0c', 'route': ['p2', 'e10', 'i6', 'x7', 'p1', 'c1']}
1769473004.7460325,RECEIVED,4f739b8e-bcb9-440a-b3de-9fd8c6331c14,3538fcf4-3cf9-4d1d-b223-4facd72c041e,c1,c5,27,p2,?,surb={'id': 'cb6646fb-b663-46d2-98ee-2ab47de44e73', 'route': ['p2', 'e11', 'i4', 'x4', 'p1', 'c1']}
1769473004.7829523,RECEIVED,e840f5c7-f089-4ca0-8320-9e04afb264a6,842591d9-cd43-4abf-ba9c-23c9a9e9fceb,c1,c5,27,p2,?,surb={'id': '704dde6e-da6d-47c4-8983-8cab4981788e', 'route': ['p2', 'e6', 'i12', 'x2', 'p1', 'c1']}
1769473004.870207,RECEIVED,89de2290-914b-427a-a845-883141619443,46199be0-98e5-4c91-ac02-f26691777c4c,c1,c5,26,p2,?,surb={'id': '432970e2-4567-4bed-92e4-4974a9159d4c', 'route': ['p2', 'e2', 'i9', 'x4', 'p1', 'c1']}
1769473005.2947352,SENT,b0b07cb9-20af-4150-beb7-52398bedf691,4996b09f-0084-4e75-b877-245dd54d22eb,c5,c3,3393,?,p2,
1769473005.2948377,CREATED,9f39091c-3a1e-4b3d-a295-cb9b8cbddf6c,013da6c9-54f6-441a-b97e-7c2213546d49,c5,c3,27,?,?,surb={'id': '76465297-ddde-4f3f-bd61-12f9e7735a80', 'route': ['p3', 'e7', 'i7', 'x4', 'p2', 'c5']}
1769473005.5954142,SENT,7156bcf5-eaac-4290-a3c5-a3d8c7c33e38,004e027b-f7ef-47e9-90b9-da6b48a4b663,c5,c3,3405,?,p2,
1769473005.5955083,CREATED,378e3f92-28bf-47d3-95ac-96fc05da40c6,0837394e-b083-410a-8c10-645f556740be,c5,c3,27,?,?,surb={'id': 'a13619a1-266b-40d8-b773-26b1edcfd140', 'route': ['p3', 'e7', 'i7', 'x2', 'p2', 'c5']}
1769473005.6816554,SENT,84c40acc-e050-4153-8d02-a070d42400c6,e8b50851-3284-450b-aba1-31141ed31b8e,c5,c3,3370,?,p2,
1769473005.6817467,CREATED,a163092d-0bba-4d28-a351-beec9b577045,81543f35-c919-4414-83d8-5ac242635868,c5,c3,26,?,?,surb={'id': '973be702-7856-4217-a351-5ca62702d2e6', 'route': ['p3', 'e12', 'i6', 'x11', 'p2', 'c5']}
1769473005.8604393,SENT,a84b5b43-ef43-4bea-a595-769714b8fdca,16f49d42-867b-494d-8a58-b0233c2a05f1,c5,c3,3384,?,p2,
1769473005.8605323,CREATED,dcf2d67f-04f0-4031-ab2c-078732527456,f41cdb2a-857a-4989-bca2-de57126bd62a,c5,c3,27,?,?,surb={'id': '19509b26-865c-4d6a-ba51-a0b1040f97f5', 'route': ['p3', 'e7', 'i4', 'x6', 'p2', 'c5']}
1769473005.9246576,SENT,73bb3fb9-7e00-4b8b-a71c-7ce7865a6c16,a410fa4d-0969-445c-a246-791accdcb1a8,c5,c3,3368,?,p2,
1769473005.9247518,CREATED,26c19244-61bb-4910-be42-bcd918dd7242,0fdfc71a-e169-4190-8115-838e3e0bc3fc,c5,c3,26,?,?,surb={'id': '050290f0-66b3-4f39-95d0-3e089ac1a4e6', 'route': ['p3', 'e6', 'i9', 'x7', 'p2', 'c5']}
1769473005.9339063,SENT,e8c9f3bb-f6d0-4ca4-996f-9f755a106440,35219415-88ad-435d-978b-45231ce02e88,c5,c3,3376,?,p2,
1769473005.9340014,CREATED,722f73d5-cbbe-4d11-9fbc-9d981919852e,191436d7-fe07-42fa-a3a8-6b7359e67713,c5,c3,27,?,?,surb={'id': 'f2bc52d9-6659-4001-8dd3-dade103cf8e7', 'route': ['p3', 'e5', 'i8', 'x2', 'p2', 'c5']}
1769473006.063733,RECEIVED,22c89f72-87e2-4209-a78e-9f5378403018,b1e0994b-2f7e-48dc-8e60-6067ade665a0,c1,c5,27,p2,?,surb={'id': '77d58422-0bc1-4cae-a5f1-d17df99e5ba0', 'route': ['p2', 'e9', 'i5', 'x11', 'p1', 'c1']}
1769473006.702659,SENT,075a0977-9a51-46aa-8dbe-b3866c45f1c6,1701bdd5-046c-4a8a-b9d6-82175f82d547,c5,c3,3379,?,p2,
1769473006.702781,CREATED,c039e470-bb95-4172-822f-acad7722595c,41215349-3188-4370-9213-d36d958dd0b5,c5,c3,26,?,?,surb={'id': 'd0e12f81-560a-4a33-9277-53f2302f99db', 'route': ['p3', 'e1', 'i5', 'x11', 'p2', 'c5']}
1769473006.8414357,RECEIVED,281099de-f12f-42a0-9eec-784b59c187c9,c97ce002-ce48-4844-9ba6-605d32232984,c1,c5,27,p2,?,surb={'id': '6ec8d814-f4d9-4fd7-838f-1bc70f022d9a', 'route': ['p2', 'e10', 'i1', 'x6', 'p1', 'c1']}
1769473006.9058135,SENT,ec645a25-5f6f-4009-baec-e4e706efd756,c3843e0b-e9fe-445e-9ed0-c5240045d3e8,c5,c3,3376,?,p2,
1769473006.9059062,CREATED,e91f44cd-15ef-498e-adf9-e099bb988e06,6849034e-611f-4705-82c6-40a8ef59d0be,c5,c3,26,?,?,surb={'id': '7cfb0907-2124-4a02-9564-995218478dc9', 'route': ['p3', 'e2', 'i1', 'x1', 'p2', 'c5']}
1769473007.5754838,SENT,bf522c94-801b-406b-94be-2862846e3d8e,587bf1e5-506f-41a4-bb43-6a0b2fee53f8,c5,c3,3359,?,p2,
1769473007.5756357,CREATED,97020845-cea2-4291-9cba-f5a910ac83c7,666c29cf-c73b-4e77-a41a-bfda684f268f,c5,c3,27,?,?,surb={'id': '2d824407-9929-4b9a-87d1-82af243482ad', 'route': ['p3', 'e10', 'i1', 'x1', 'p2', 'c5']}
1769473007.624037,SENT,85a0b3b0-50b7-41a4-b2fb-2339bc45703c,d5446632-5e41-4ae3-9d47-13b8111b7536,c5,c3,3375,?,p2,
1769473007.6242447,CREATED,38e17d0a-60ee-41b4-bafa-b2d1ab83cf4e,3913d9dc-6678-46a9-a90f-d8c0d1acf78c,c5,c3,27,?,?,surb={'id': 'e30e49c5-f2c7-4cef-99a0-9f96b3d1c137', 'route': ['p3', 'e2', 'i1', 'x9', 'p2', 'c5']}
1769473007.726091,RECEIVED,e39b8f80-6e39-4de4-964a-e1904203bf69,34bf6e52-1188-4926-bf12-154e52f1734d,c1,c5,27,p2,?,surb={'id': '3dc880f5-46ee-4878-bc32-0d996917fb21', 'route': ['p2', 'e7', 'i9', 'x10', 'p1', 'c1']}
1769473007.7393997,SENT,ef79fb52-2afc-4242-b469-232cc2eef51c,5fab68be-3ef9-487a-99bf-168ca4b125a1,c5,c3,3371,?,p2,
1769473007.739544,CREATED,ff0395f9-0bd3-405a-bf08-9bebc0c1944f,17c9eb82-c743-4a8a-bb07-4af37e38645a,c5,c3,26,?,?,surb={'id': '51c9cc3e-bc8a-45c0-9662-43ae4ee71879', 'route': ['p3', 'e3', 'i2', 'x5', 'p2', 'c5']}
1769473007.7534902,RECEIVED,98c32bc6-bca8-4832-b485-4f8be921ac7d,b6f91970-6e16-435c-88a1-91db5e7d1be8,c1,c5,26,p2,?,surb={'id': 'cea08f3e-b075-40ae-b055-057098cbd220', 'route': ['p2', 'e6', 'i9', 'x7', 'p1', 'c1']}
1769473007.8136356,RECEIVED,5fb5af99-4146-4831-b014-fd427de27158,2671e48b-9ae3-4698-9c0e-8d679178686f,c1,c5,27,p2,?,surb={'id': '8aed99b1-81fb-4314-8113-5e251f0bc7bf', 'route': ['p2', 'e6', 'i8', 'x3', 'p1', 'c1']}
1769473008.4514415,SENT,3fb6f630-e3c1-4f7d-8d4a-2f917e1deb15,59c98199-1cf3-437c-9255-6646a5be0a9a,c5,c3,3400,?,p2,
1769473008.4516056,CREATED,e6b96348-0dbb-4392-8c37-aef03a9e998b,a7971cb8-cb5b-4b0e-8442-1f444cbae15b,c5,c3,27,?,?,surb={'id': 'f11737e3-57ac-4aaa-85e5-9a5b37e65588', 'route': ['p3', 'e10', 'i5', 'x4', 'p2', 'c5']}
1769473008.7467859,SENT,7c1f5fdd-9547-412b-9447-92da42de892e,7deeefa7-1ab7-4b8f-9c5b-00fa89818e34,c5,c3,3405,?,p2,
1769473008.7469337,CREATED,b9db3394-949c-432a-96af-b8644b853165,e74548af-2176-4d1a-acfd-1e8282125604,c5,c3,27,?,?,surb={'id': '0bd3c00b-45cb-4558-a746-e81ba2bd9134', 'route': ['p3', 'e12', 'i7', 'x1', 'p2', 'c5']}
1769473009.172284,SENT,0a00fc73-d3d0-4944-8476-3dce0fd10fde,d7b52ebf-4719-49a7-ba5d-679e57280432,c5,c3,3388,?,p2,
1769473009.172431,CREATED,85cae9be-224d-4549-aa1b-0133eec4493c,fde27c6a-cad4-4152-880d-7bb2012f0d13,c5,c3,27,?,?,surb={'id': '07c45b8b-ebc2-4dc3-b4f7-4dcce04042b6', 'route': ['p3', 'e10', 'i10', 'x9', 'p2', 'c5']}
1769473009.2129686,RECEIVED,6a05e879-40cf-4a55-9bc8-31dd2c5cb952,95e56517-3647-4547-a29a-d21641958b06,c1,c5,27,p2,?,surb={'id': '4c82fb43-f720-4b75-a00e-c054a68e25d4', 'route': ['p2', 'e12', 'i10', 'x9', 'p1', 'c1']}
1769473009.7381675,RECEIVED,2e28987c-b223-41e1-903a-47ad13b4e03e,d498b5a3-7cbb-4364-84d8-27d68c2e4c07,c1,c5,26,p2,?,surb={'id': 'a367290f-4ddf-484a-a4a0-a7d737684b66', 'route': ['p2', 'e5', 'i4', 'x9', 'p1', 'c1']}
1769473010.1143708,SENT,088a1e5d-d3e5-41f0-a565-61289fb2b521,2fd1d4b6-3203-495c-9847-a29a917e41b6,c5,c3,3359,?,p2,
1769473010.11451,CREATED,a7403311-4d0b-43a5-b46e-2c39c129adfe,b8ee4fa0-fe11-4bc2-825c-d2eca98ef061,c5,c3,27,?,?,surb={'id': 'fbbce502-d28c-4ead-a78f-07e5775608aa', 'route': ['p3', 'e2', 'i6', 'x3', 'p2', 'c5']}
1769473010.1496937,SENT,46da9605-e184-4cb5-89d7-f5d96caa5ab7,444a32ac-3d24-4fbc-a7bc-6b70894456d7,c5,c3,3388,?,p2,
1769473010.1498225,CREATED,7993aabf-fb62-4783-a1eb-15762e859aa2,0182db7f-9777-4472-9849-515411e91228,c5,c3,26,?,?,surb={'id': 'fa540c74-4f0f-4fb5-8d24-78f04c542222', 'route': ['p3', 'e10', 'i12', 'x1', 'p2', 'c5']}
1769473010.6755607,RECEIVED,af378d3a-79f8-407d-b605-e4d67d8214d8,f6bdc045-d431-4dd9-8f55-2e91ad526d3a,c1,c5,27,p2,?,surb={'id': 'cd68b78c-d954-4430-b605-66cbef7f04bb', 'route': ['p2', 'e9', 'i12', 'x9', 'p1', 'c1']}
1769473010.7259943,RECEIVED,ee830a79-ca80-4c2c-85f7-a2d4cfb05e94,a511514e-6ed0-4503-92c5-e2586a9ebafc,c1,c5,26,p2,?,surb={'id': '50189b42-cb5b-48f0-8916-d789eb0c2a50', 'route': ['p2', 'e8', 'i10', 'x12', 'p1', 'c1']}
1769473011.2174962,RECEIVED,efe90cc4-df2b-47de-8fce-d7cbd0567709,ffce1675-d6c2-4614-a912-5469aa1953c2,c1,c5,26,p2,?,surb={'id': '47029846-70d0-4091-9b34-5b16168d5dc5', 'route': ['p2', 'e6', 'i7', 'x3', 'p1', 'c1']}
1769473011.9234037,RECEIVED,24560e48-8263-4c58-a699-5256dbd22dc9,48ef2fdb-20e2-4431-ac9a-16ffdb7258e9,c1,c5,27,p2,?,surb={'id': 'f25d17ab-874f-417a-8f84-843cd579dec7', 'route': ['p2', 'e3', 'i4', 'x7', 'p1', 'c1']}
1769473012.0385246,RECEIVED,d8efbf5d-3170-4060-9aa1-5492b495e4c3,eb0ac6bf-c620-4bee-b9e3-f55c84e2b0ac,c1,c5,27,p2,?,surb={'id': 'c891ee24-0dc9-472f-82f2-4b266408ba4a', 'route': ['p2', 'e10', 'i11', 'x5', 'p1', 'c1']}
1769473012.4273655,SENT,691245ce-3230-4185-9ea8-beda9689606c,6c9ad25d-73ea-4934-913f-9fca1ad0620c,c5,c3,3400,?,p2,
1769473012.4275272,CREATED,a20c63df-000b-487e-9a82-df634c87e7e1,36e9519f-de93-4613-a46c-8dcf4d86511a,c5,c3,27,?,?,surb={'id': '2451400d-9b87-480f-a1b8-8f8d4a0937d3', 'route': ['p3', 'e6', 'i4', 'x1', 'p2', 'c5']}
1769473012.845083,SENT,daaa780d-2699-491a-8c62-a30a65f36583,a29f3931-e960-4c21-bfb6-c69e3adc4d6a,c5,c3,3376,?,p2,
1769473012.8452404,CREATED,726d19a6-1258-4d76-aaca-51b0eb683039,67f88213-ba5a-43ba-8950-47a91158a615,c5,c3,27,?,?,surb={'id': '09f49d04-3e5a-421f-bc8a-c7b06e85f88b', 'route': ['p3', 'e2', 'i12', 'x5', 'p2', 'c5']}
1769473013.0943792,SENT,81ccd5ed-3ab3-472e-9745-7bc6dc9287ec,5b19b9aa-91ab-421e-9b4d-4e58fa62ffdd,c5,c3,3375,?,p2,
1769473013.094526,CREATED,b99128f1-4e36-43e1-b2b8-4be5b072311f,5685fd1f-33b8-4e21-aa8f-335e856125f9,c5,c3,27,?,?,surb={'id': 'be6c390d-9ac3-4e31-98f2-969a6c9ef525', 'route': ['p3', 'e6', 'i6', 'x12', 'p2', 'c5']}
1769473013.4357023,RECEIVED,424a63eb-f2c9-4060-8450-b3243541f0a6,d30375fb-98df-4f59-9825-091260fb29a7,c1,c5,26,p2,?,surb={'id': 'f1d73f67-509e-4743-bc8d-9c1fbbcc0bf9', 'route': ['p2', 'e3', 'i11', 'x12', 'p1', 'c1']}
1769473013.5661168,RECEIVED,690d429b-a4fd-45a1-b426-726f35f7dfb8,08bdeb55-fd79-4212-ba4e-d2ac165568bf,c1,c5,27,p2,?,surb={'id': '11e1c992-b2f3-4791-a9fb-b76ff3330073', 'route': ['p2', 'e4', 'i4', 'x10', 'p1', 'c1']}
1769473013.61741,SENT,78386057-bf71-4217-940a-1002cf642206,c3fb9017-d154-4531-9854-7317a9cbb30e,c5,c3,3379,?,p2,
1769473013.617562,CREATED,c8303eec-c68e-4ce2-8dc1-ccfdffd2b432,b5cea5f8-509a-4415-b384-d38f59c32fad,c5,c3,26,?,?,surb={'id': '4edb6884-e0d2-468f-8ebd-e1ea58db70d7', 'route': ['p3', 'e3', 'i7', 'x9', 'p2', 'c5']}
1769473013.8150344,RECEIVED,6fbe2f0a-301c-435a-a2b7-220cfa952176,9faa87b5-260f-4fa0-b9a3-3dcaaa394e1d,c1,c5,27,p2,?,surb={'id': 'dc558815-ceb9-4a84-972f-aecaf1f53a17', 'route': ['p2', 'e2', 'i2', 'x8', 'p1', 'c1']}
1769473014.2146933,SENT,def4bbec-9fe1-4a3c-b01d-823e22a05ab9,cc00fce2-f895-4c33-a03c-6f10e9472e66,c5,c3,3387,?,p2,
1769473014.214841,CREATED,ad30c741-5000-4369-8bd4-695dc0b343ca,bea0b437-611b-4003-b2f3-f531bfdbfdbf,c5,c3,26,?,?,surb={'id': 'd8485908-da44-4ba7-8a47-6727f5b81f86', 'route': ['p3', 'e4', 'i7', 'x12', 'p2', 'c5']}
1769473014.3107173,RECEIVED,5469ba7c-eeae-4129-b57e-5c2627786d12,bb0e1edc-ff0f-4286-a1ce-55c3d1d0c575,c1,c5,27,p2,?,surb={'id': '9a52958a-1488-4880-9120-5947f428f2ee', 'route': ['p2', 'e5', 'i2', 'x3', 'p1', 'c1']}
1769473014.4573095,SENT,751dba5d-a433-4eb9-a83b-6fd793c3ce37,48a44816-a935-4b70-ad40-67dd009d0da8,c5,c3,3382,?,p2,
1769473014.457404,CREATED,973c5808-c4fc-48d2-a691-4a245e6da183,ab0d64ef-806b-4983-8e19-e3d57dafd843,c5,c3,27,?,?,surb={'id': 'da2fbef3-3c07-46ac-9e79-ab868ca3692a', 'route': ['p3', 'e7', 'i10', 'x6', 'p2', 'c5']}
