timestamp,event_type,packet_id,src,dst,size,flags
1765547977.4040911,RECEIVED,9f68f2d6-7a75-4885-aa85-b7d7df69091f,?,?,18389,
1765547977.907514,SENT,9f68f2d6-7a75-4885-aa85-b7d7df69091f,?,?,7525,
1765547978.7050424,RECEIVED,fcf42181-7a8f-4ec4-89ad-3a838f684657,?,?,18389,
1765547979.8063478,RECEIVED,d8ab18f0-01ac-4ae9-905e-91fdf6d85e84,?,?,18389,
1765547979.9134223,SENT,d8ab18f0-01ac-4ae9-905e-91fdf6d85e84,?,?,7525,
1765547979.9196668,SENT,fcf42181-7a8f-4ec4-89ad-3a838f684657,?,?,7525,
1765547980.1998508,RECEIVED,933031e6-4830-478a-a8ee-317debdc480e,?,?,18389,
1765547980.4293168,RECEIVED,81bafdec-8810-4da2-931a-02df1b4add8f,?,?,44,type=ACK;ack_id=02661bc3-a1a0-45b3-b9ce-f44a5484388b
1765547980.7041125,RECEIVED,be89131a-527c-4889-a9b6-f2d7bc6109bb,?,?,18389,
1765547981.0310378,RECEIVED,08ef39c6-a81c-42b5-9d53-089b247de251,?,?,18389,
1765547981.401091,RECEIVED,9b4aa818-3b31-46f7-80be-1eb06148e8f9,?,?,18389,
1765547981.9295166,SENT,be89131a-527c-4889-a9b6-f2d7bc6109bb,?,?,7525,
1765547981.9395814,SENT,9b4aa818-3b31-46f7-80be-1eb06148e8f9,?,?,7525,
1765547981.9491763,SENT,81bafdec-8810-4da2-931a-02df1b4add8f,?,?,44,type=ACK;ack_id=02661bc3-a1a0-45b3-b9ce-f44a5484388b
1765547982.1070848,RECEIVED,056a6502-af81-4bae-9cc1-48ed7ff9fbde,?,?,18389,
1765547982.2463534,RECEIVED,be2f7961-adbd-4e20-88ac-47c676003092,?,?,18389,
1765547982.5177696,RECEIVED,e0cc08c1-2337-452b-abf8-b4bdf9408135,?,?,44,type=ACK;ack_id=f97604e3-c8ec-4536-bc87-ea41e4ba29c1
1765547982.9981318,RECEIVED,aa8a869e-000d-4428-b53c-f2f2b9bff08f,?,?,18389,
1765547983.9570904,SENT,be2f7961-adbd-4e20-88ac-47c676003092,?,?,7525,
1765547983.9731698,SENT,056a6502-af81-4bae-9cc1-48ed7ff9fbde,?,?,7525,
1765547983.9839447,SENT,aa8a869e-000d-4428-b53c-f2f2b9bff08f,?,?,7525,
1765547984.1505766,RECEIVED,59947579-c096-4312-a589-54c90fb9f560,?,?,44,type=ACK;ack_id=19db2ec8-191b-434b-924c-12b519d8331d
1765547984.1794484,RECEIVED,8a389198-3a12-46be-966b-b91e881adffd,?,?,44,type=ACK;ack_id=4b052eea-9029-4301-89bb-5b3526b189a9
1765547984.479571,RECEIVED,2423b078-80f3-4537-b3de-1fea0ad24d4f,?,?,44,type=ACK;ack_id=7f9d9eee-6743-4a9c-aad0-81a50e61d8e6
1765547986.0003018,SENT,8a389198-3a12-46be-966b-b91e881adffd,?,?,44,type=ACK;ack_id=4b052eea-9029-4301-89bb-5b3526b189a9
1765547986.0071895,SENT,2423b078-80f3-4537-b3de-1fea0ad24d4f,?,?,44,type=ACK;ack_id=7f9d9eee-6743-4a9c-aad0-81a50e61d8e6
1765547986.0132642,SENT,59947579-c096-4312-a589-54c90fb9f560,?,?,44,type=ACK;ack_id=19db2ec8-191b-434b-924c-12b519d8331d
1765547986.2031753,RECEIVED,78855a5d-8fcb-43a2-a2bb-d9b24189bf4d,?,?,18389,
1765547987.437774,RECEIVED,a48ea529-8b9e-4967-849c-397a1247a79d,?,?,18389,
1765547988.0217733,SENT,78855a5d-8fcb-43a2-a2bb-d9b24189bf4d,?,?,7525,
1765547988.212836,RECEIVED,a2c3f646-163c-450c-97b1-2a5f2de6b908,?,?,18389,
1765547988.2938893,RECEIVED,44304165-754b-46c2-8305-0900fb422761,?,?,44,type=ACK;ack_id=c288d9aa-2ca2-49d6-90d8-d216845121c5
1765547988.6051276,RECEIVED,211d419d-1533-4184-93f3-c1f898f5ea2d,?,?,44,type=ACK;ack_id=5504768c-4cef-440e-aefd-9dd323e12f7c
1765547988.6983776,RECEIVED,64bb22f9-ab6d-437d-97fe-d81a82c5bd2e,?,?,44,type=ACK;ack_id=f60b47fa-d340-40cf-9fce-325da1c62843
1765547989.1052704,RECEIVED,3c04141f-0d96-46f4-be78-f6ee9c46caed,?,?,18389,
1765547990.0049222,RECEIVED,6b7fd308-c036-4781-9a8e-65cbfa25d94f,?,?,18389,
1765547990.0413733,SENT,3c04141f-0d96-46f4-be78-f6ee9c46caed,?,?,7525,
1765547990.0523272,SENT,6b7fd308-c036-4781-9a8e-65cbfa25d94f,?,?,7525,
1765547990.0589771,SENT,a2c3f646-163c-450c-97b1-2a5f2de6b908,?,?,7525,
1765547990.0653083,SENT,64bb22f9-ab6d-437d-97fe-d81a82c5bd2e,?,?,44,type=ACK;ack_id=f60b47fa-d340-40cf-9fce-325da1c62843
1765547990.0696225,SENT,44304165-754b-46c2-8305-0900fb422761,?,?,44,type=ACK;ack_id=c288d9aa-2ca2-49d6-90d8-d216845121c5
1765547990.0742166,SENT,211d419d-1533-4184-93f3-c1f898f5ea2d,?,?,44,type=ACK;ack_id=5504768c-4cef-440e-aefd-9dd323e12f7c
1765547990.632914,RECEIVED,449d65c2-02c4-4a6c-ac3e-c2107bb3c543,?,?,44,type=ACK;ack_id=e68b81a5-2303-419f-9c10-91e3d7eb7468
1765547990.7037911,RECEIVED,88fdf09c-e499-4f89-b51b-799621232702,?,?,18389,
1765547991.0077577,RECEIVED,80dc3341-3f37-4844-b6eb-b8d35e5cbec5,?,?,18389,
1765547991.3118632,RECEIVED,3339f615-f4d8-4706-85ba-3ab5589ebe91,?,?,18389,
1765547991.8432338,RECEIVED,80143655-d173-4e06-a15e-617ebe012dfd,?,?,18389,
1765547992.0795522,SENT,3339f615-f4d8-4706-85ba-3ab5589ebe91,?,?,7525,
1765547992.0922256,SENT,80143655-d173-4e06-a15e-617ebe012dfd,?,?,7525,
1765547992.099311,SENT,449d65c2-02c4-4a6c-ac3e-c2107bb3c543,?,?,44,type=ACK;ack_id=e68b81a5-2303-419f-9c10-91e3d7eb7468
