timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769747939.1726303,RECEIVED,3f0f8c62-07e9-4db7-a393-95fce30e59a3,acebc992-ce0e-47cc-a3b4-fa518a444075,c2,c1,27,p1,?,surb={'id': '908e783c-55b8-47c2-97ae-d9c150c16ade', 'route': ['p1', 'e1', 'i10', 'x10', 'p2', 'c2']}
1769747939.172947,SENT,e0462c75-e64a-4a13-b282-c1c4a7edf877,cd64118d-3917-4519-82e8-1453ef0d4b22,c1,c5,3405,?,p1,
1769747939.1730905,CREATED,3746907b-ee68-4fc6-af95-77e09983d4c9,c1ffde37-9dd6-4981-948a-f7ae7e401732,c1,c5,27,?,?,surb={'id': 'abed5b12-363c-43e8-a92b-3248109f659d', 'route': ['p2', 'e8', 'i6', 'x12', 'p1', 'c1']}
1769747939.4254594,RECEIVED,9e6b24ab-7ae6-40c5-91bb-5e942b9b5474,e35f7232-c2de-4d76-830f-3c589a863b41,c3,c1,27,p1,?,surb={'id': '7ccc69fd-c98b-4cd0-b82c-5cfe2ebe4284', 'route': ['p1', 'e4', 'i9', 'x10', 'p3', 'c3']}
1769747939.6361725,RECEIVED,0da98cc7-95f3-41c3-8b67-4eb2225d104a,f5e3bf73-e896-47e1-97fe-1a0da4b5ea53,c2,c1,26,p1,?,surb={'id': '8a449e67-8d1c-4f1d-904b-2c9c5392ec61', 'route': ['p1', 'e9', 'i9', 'x3', 'p2', 'c2']}
1769747939.9781072,RECEIVED,ce626dcd-437d-43d3-8aa0-fcec38eeb7f4,e35f7232-c2de-4d76-830f-3c589a863b41,c3,c1,27,p1,?,surb={'id': '7ccc69fd-c98b-4cd0-b82c-5cfe2ebe4284', 'route': ['p1', 'e4', 'i9', 'x10', 'p3', 'c3']}
1769747940.0449634,SENT,f68be022-568f-4e7f-be83-1c84dd55ccff,5b98ef12-4637-4a6c-a10c-b1e82e6b9609,c1,c5,3386,?,p1,
1769747940.0451534,CREATED,f6f346aa-340e-442f-822b-c3969ce7791e,c1ffde37-9dd6-4981-948a-f7ae7e401732,c1,c5,27,?,?,surb={'id': 'abed5b12-363c-43e8-a92b-3248109f659d', 'route': ['p2', 'e8', 'i6', 'x12', 'p1', 'c1']}
1769747940.1297686,RECEIVED,10ad0782-2daa-46df-bb73-91a17f1c52a0,adb1e8c1-0666-490a-9a6f-5c1088cd9556,c2,c1,27,p1,?,surb={'id': '05723ea0-9e06-4bd2-88e6-cf52ba830065', 'route': ['p1', 'e10', 'i3', 'x10', 'p2', 'c2']}
1769747940.1351018,SENT,2321731f-555f-4849-97b7-8b4af1fd02d6,dbe3c8f3-d4bf-441e-8b2d-f29d2cc831f5,c1,c5,3348,?,p1,
1769747940.1352344,CREATED,2a6d4828-a0ec-45b1-b6db-8baa47d6f576,54cd0e35-8394-41f1-9b06-fdec49c8dc9b,c1,c5,25,?,?,surb={'id': '6aee25b1-521d-46d7-9263-d7144439550c', 'route': ['p2', 'e7', 'i1', 'x9', 'p1', 'c1']}
1769747940.1408286,RECEIVED,27b90a93-d6dc-4b22-aee2-0c93b452135b,cbf8e9ca-6909-4b69-8eb6-27b2389e895c,c3,c1,27,p1,?,surb={'id': '3f15bd72-4099-4940-9e7f-622637dee5f3', 'route': ['p1', 'e3', 'i5', 'x3', 'p3', 'c3']}
1769747940.418294,RECEIVED,b9ad6855-4fd3-4d0b-ad27-65c1a290cca5,5c07d359-02ec-476f-8bec-1a572ae12879,c3,c1,27,p1,?,surb={'id': '569c82ac-e373-43e8-98eb-47b6919e9a3f', 'route': ['p1', 'e10', 'i4', 'x9', 'p3', 'c3']}
1769747940.4436185,RECEIVED,06af3d41-d58d-4075-89f7-433583685294,d1d4f462-703e-4a02-849c-61719b143a98,c3,c1,27,p1,?,surb={'id': '387ef995-116e-4fbf-b076-d3472eb2f627', 'route': ['p1', 'e12', 'i12', 'x10', 'p3', 'c3']}
1769747940.4517996,SENT,d80b9bce-d18b-4e98-a448-81d464d2d5e4,45f8c3bf-6cc1-49e3-89be-6e3c5851b3ab,c1,c5,3373,?,p1,
1769747940.4519203,CREATED,8e141a83-b099-487d-9882-419a30faf9b8,54cd0e35-8394-41f1-9b06-fdec49c8dc9b,c1,c5,25,?,?,surb={'id': '6aee25b1-521d-46d7-9263-d7144439550c', 'route': ['p2', 'e7', 'i1', 'x9', 'p1', 'c1']}
1769747940.4592307,SENT,9704a103-02ec-4af0-8216-1cda9b1f01dd,f1c6e40a-f9a6-470a-ba76-ca4ee20c432d,c1,c5,3384,?,p1,
1769747940.4593465,CREATED,af8fa18a-52e6-407a-981d-9a23c43dda26,eb97bf0b-ea9b-495e-ae19-44883652df9f,c1,c5,26,?,?,surb={'id': '4a071a12-0421-4c18-b4ef-989b18f5fe4b', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c1']}
1769747940.4624293,RECEIVED,09e77220-202f-46bb-99ca-eb2ad7a5e88a,b683f83f-c546-47dd-b11f-ab8d5443d870,c3,c1,27,p1,?,surb={'id': 'f9a34cdf-5ac4-4bce-b349-29f08f86b9ac', 'route': ['p1', 'e10', 'i2', 'x8', 'p3', 'c3']}
1769747940.474054,RECEIVED,5812f07e-2fd2-43c8-8bb5-8f80bf0a16bc,adb1e8c1-0666-490a-9a6f-5c1088cd9556,c2,c1,27,p1,?,surb={'id': '05723ea0-9e06-4bd2-88e6-cf52ba830065', 'route': ['p1', 'e10', 'i3', 'x10', 'p2', 'c2']}
1769747940.5461123,SENT,99e1b8a7-f484-4144-ab20-1ceb9437d7c8,64ab35a6-c33c-43ed-b089-7c601d63110d,c1,c5,3375,?,p1,
1769747940.5462525,CREATED,79722601-4311-45b2-b648-65ecab99ee37,eb97bf0b-ea9b-495e-ae19-44883652df9f,c1,c5,26,?,?,surb={'id': '4a071a12-0421-4c18-b4ef-989b18f5fe4b', 'route': ['p2', 'e11', 'i7', 'x10', 'p1', 'c1']}
1769747940.7446344,RECEIVED,6e33b859-6713-4d2a-a0b2-c607a53db24e,a99ea99b-1714-4add-b2fa-ee426977201b,c2,c1,27,p1,?,surb={'id': '7d4fc35d-e8e6-4107-b3f7-4c7910ced199', 'route': ['p1', 'e4', 'i8', 'x12', 'p2', 'c2']}
1769747940.7894487,RECEIVED,5d383994-3823-40ea-a767-b14f118e6b67,9f3bd3e0-4f2e-4db8-8e55-0152106c9268,c2,c1,27,p1,?,surb={'id': 'f543c79b-faf5-4363-974c-d98582c5a2ee', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c2']}
1769747940.7979705,SENT,efee558e-6898-4597-bc32-31dbf711992d,3f1b34da-b6b1-465c-bce7-71f5a642683d,c1,c5,3356,?,p1,
1769747940.7981553,CREATED,312cc784-8187-49af-8789-7653fb03fd0b,ea50f2b6-aaf8-4a8c-8217-b421abfcf17d,c1,c5,25,?,?,surb={'id': 'b7a718fb-b7c8-4b16-abd4-6d720d4dfba9', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769747941.0377285,RECEIVED,d62bc65b-9086-49fc-8f73-57af98b22b2a,9f3bd3e0-4f2e-4db8-8e55-0152106c9268,c2,c1,27,p1,?,surb={'id': 'f543c79b-faf5-4363-974c-d98582c5a2ee', 'route': ['p1', 'e8', 'i2', 'x5', 'p2', 'c2']}
1769747941.3037813,SENT,7068e108-bce7-44bc-8765-75b3778dd95a,e96919fb-09a9-4251-9c73-c593aaf6f4a7,c1,c5,3356,?,p1,
1769747941.3039138,CREATED,1b25690b-bc05-41ec-bd96-bd2cb1736642,ea50f2b6-aaf8-4a8c-8217-b421abfcf17d,c1,c5,25,?,?,surb={'id': 'b7a718fb-b7c8-4b16-abd4-6d720d4dfba9', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769747941.3988452,SENT,245bbc97-1d44-4267-927e-754587bcc27e,5492a027-d7ec-4e06-92e4-10a002f40687,c1,c5,3384,?,p1,
1769747941.398997,CREATED,9ea803eb-0e83-4aad-afc2-78e00c2bdea2,9c621b0d-41c6-475d-bc45-c1496c406371,c1,c5,27,?,?,surb={'id': '923b437c-8954-4dd0-b306-4542dec86984', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769747941.511507,RECEIVED,53adb5c3-9d81-42f7-b882-06daa37da460,cdd10c8e-010e-4fd8-84c2-06afe77999db,c3,c1,27,p1,?,surb={'id': '0a76a50f-7713-420f-827d-b31f9ccdedd7', 'route': ['p1', 'e4', 'i10', 'x11', 'p3', 'c3']}
1769747941.5195215,SENT,00e78628-555d-4868-9b8d-ce25dcbd7d54,a26145bd-2f64-45d6-84a3-87d1e932d256,c1,c5,3377,?,p1,
1769747941.5196598,CREATED,3845907d-d706-4d6d-84ab-5bf776650d40,9c621b0d-41c6-475d-bc45-c1496c406371,c1,c5,27,?,?,surb={'id': '923b437c-8954-4dd0-b306-4542dec86984', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769747941.70886,SENT,106cd775-f50f-4203-9498-bba0b2effe34,b1b7b27b-1986-4a1e-a1ec-4096c587fe95,c1,c5,3399,?,p1,
1769747941.7089345,CREATED,be729237-c24e-40a2-86a0-01a101dc4412,06319a87-becb-4f48-bb47-1948a74bbf36,c1,c5,27,?,?,surb={'id': '16b69ae9-e81e-4aa2-843a-0c94cb3ce3c9', 'route': ['p2', 'e9', 'i9', 'x3', 'p1', 'c1']}
1769747941.7911305,RECEIVED,ad443672-df80-4f15-9e90-56b94fbd25f8,50e42e72-bcf1-4392-992b-8444688c4961,c3,c1,27,p1,?,surb={'id': 'd28aa726-cb04-4b23-ae97-98c27cfef8c7', 'route': ['p1', 'e6', 'i11', 'x12', 'p3', 'c3']}
1769747941.945096,RECEIVED,5b469e2e-b062-46aa-b7ec-9e55100477fc,7bf52e6f-db0c-4920-a580-bcaff610a2fc,c2,c1,26,p1,?,surb={'id': 'c2b59d96-9461-4183-9add-685448ae8958', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c2']}
1769747942.0543137,SENT,d536adc0-8518-4484-96ed-3879d723e18e,2c7c4e08-2bde-4b82-b1cc-eddb60e6d4ee,c1,c5,3391,?,p1,
1769747942.0544739,CREATED,90948476-598e-4b46-bf06-ea893897ded7,06319a87-becb-4f48-bb47-1948a74bbf36,c1,c5,27,?,?,surb={'id': '16b69ae9-e81e-4aa2-843a-0c94cb3ce3c9', 'route': ['p2', 'e9', 'i9', 'x3', 'p1', 'c1']}
1769747942.0649328,SENT,c47a2587-4f1e-4fcb-95a7-161809606473,bf2f99b6-80ca-40e1-9386-c258ade8fb3f,c1,c5,3380,?,p1,
1769747942.0651464,CREATED,b24aea1e-ddc5-40bc-9915-4d6f4e05932b,1fd44dee-b1f2-4d89-9436-22fde19918cb,c1,c5,27,?,?,surb={'id': '9bedaf67-59b2-41d8-bcb9-3d05c884f814', 'route': ['p2', 'e5', 'i2', 'x10', 'p1', 'c1']}
1769747942.159249,SENT,35277403-db9a-4842-bdb6-d0d00d2df8e4,f3071841-88db-4aee-9490-8a120ece6144,c1,c5,3359,?,p1,
1769747942.1595187,CREATED,e1a60d99-69e3-4e23-95cd-9b4bfee374ca,1fd44dee-b1f2-4d89-9436-22fde19918cb,c1,c5,27,?,?,surb={'id': '9bedaf67-59b2-41d8-bcb9-3d05c884f814', 'route': ['p2', 'e5', 'i2', 'x10', 'p1', 'c1']}
1769747942.2003586,SENT,4cd0a6de-e5e6-47ee-8bd8-7626cdbd5480,17e02a57-f8b9-494e-b24f-e8553970daa3,c1,c5,3388,?,p1,
1769747942.200501,CREATED,3b2fbc87-eacd-4c09-aa74-d5754ca28f0e,b98e6706-27aa-4586-8d4d-bb6ea83dee51,c1,c5,26,?,?,surb={'id': '00a6f212-a92f-495b-96b1-6a261553bc86', 'route': ['p2', 'e4', 'i5', 'x12', 'p1', 'c1']}
1769747942.277262,RECEIVED,67a55a28-43de-448f-9172-0101982668c4,7bf52e6f-db0c-4920-a580-bcaff610a2fc,c2,c1,26,p1,?,surb={'id': 'c2b59d96-9461-4183-9add-685448ae8958', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c2']}
1769747942.3150897,SENT,e9622a84-f224-41b2-a8eb-66e45aa90f55,68089b7a-f2f1-4d3c-aff6-eaa258005923,c1,c5,3383,?,p1,
1769747942.315247,CREATED,5939dfdc-e0b1-439f-8fe4-6eec6e047bf2,b98e6706-27aa-4586-8d4d-bb6ea83dee51,c1,c5,26,?,?,surb={'id': '00a6f212-a92f-495b-96b1-6a261553bc86', 'route': ['p2', 'e4', 'i5', 'x12', 'p1', 'c1']}
1769747942.342863,SENT,bf168927-5285-4661-9a77-2b378b01add3,1fb27d02-64f1-45ed-a3b3-7acae5d9c6ae,c1,c5,3379,?,p1,
1769747942.3430066,CREATED,f096e0fd-ebf2-4277-bd87-1ed59dd574b3,917a48b1-7cf8-4bfe-943d-9406d72a12fb,c1,c5,26,?,?,surb={'id': '0a0f9751-846f-47fd-a49e-7f1ae26638bf', 'route': ['p2', 'e3', 'i9', 'x12', 'p1', 'c1']}
1769747942.5171578,RECEIVED,135408cf-f58c-430c-8ff5-b3e6b1460999,704228e3-6f46-40aa-82c8-01824a3b3ed4,c3,c1,27,p1,?,surb={'id': 'add28fb2-6dca-4261-892b-72f7a782b7a0', 'route': ['p1', 'e10', 'i8', 'x6', 'p3', 'c3']}
1769747942.5457098,SENT,b93e02e5-6b7f-43eb-baf2-7608f06be7be,31bab63a-f018-45c9-85e3-6d8507a985d4,c1,c5,3396,?,p1,
1769747942.545842,CREATED,78628f55-a935-468a-a9c9-139a732d55fa,917a48b1-7cf8-4bfe-943d-9406d72a12fb,c1,c5,26,?,?,surb={'id': '0a0f9751-846f-47fd-a49e-7f1ae26638bf', 'route': ['p2', 'e3', 'i9', 'x12', 'p1', 'c1']}
1769747942.5947597,RECEIVED,07aa41ff-69e3-4189-a66f-e2feffa08354,5c07d359-02ec-476f-8bec-1a572ae12879,c3,c1,27,p1,?,surb={'id': '569c82ac-e373-43e8-98eb-47b6919e9a3f', 'route': ['p1', 'e10', 'i4', 'x9', 'p3', 'c3']}
1769747942.6762304,RECEIVED,6e120fe1-14fb-43d5-8105-cf5b8efbcbbf,50e42e72-bcf1-4392-992b-8444688c4961,c3,c1,27,p1,?,surb={'id': 'd28aa726-cb04-4b23-ae97-98c27cfef8c7', 'route': ['p1', 'e6', 'i11', 'x12', 'p3', 'c3']}
1769747942.8685455,RECEIVED,0af0b38a-6da8-4c66-a1b1-c9e7cb6c7d85,a2d2b2f1-9c7c-4771-b4b5-d28dc05a57ab,c3,c1,27,p1,?,surb={'id': 'bf6d4cdd-4429-415e-b99e-095df40d9877', 'route': ['p1', 'e2', 'i1', 'x10', 'p3', 'c3']}
1769747943.0412421,RECEIVED,b805535e-c9e0-497e-b6a4-d0e34e932c50,651d8441-e5a5-480d-af75-f8ee290b3feb,c2,c1,26,p1,?,surb={'id': '19a55315-54d9-4a05-a039-62399a3ffea8', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c2']}
1769747943.2865329,RECEIVED,f6a4f69a-718d-4309-af50-1d85e3f4d0c7,704228e3-6f46-40aa-82c8-01824a3b3ed4,c3,c1,27,p1,?,surb={'id': 'add28fb2-6dca-4261-892b-72f7a782b7a0', 'route': ['p1', 'e10', 'i8', 'x6', 'p3', 'c3']}
1769747943.506592,SENT,ad672be8-14ed-454d-85ab-39cd54945319,f20f0845-416d-4339-b15e-096ec06c9e41,c1,c5,3380,?,p1,
1769747943.5067437,CREATED,d9485708-8228-40e9-b67b-40a63e1e2a8f,6f72f8f4-47a9-4c1a-a279-70ea34907681,c1,c5,27,?,?,surb={'id': '0d27c479-a3d4-4029-90a8-861d95355a05', 'route': ['p2', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769747943.5376499,SENT,109b014c-3231-4db4-b7b1-2b83097a8f53,8ddb5384-7138-4b53-b138-1b4f0db8e650,c1,c5,3375,?,p1,
1769747943.537803,CREATED,01fdfce0-e3e2-40e7-8813-e4816b893081,6f72f8f4-47a9-4c1a-a279-70ea34907681,c1,c5,27,?,?,surb={'id': '0d27c479-a3d4-4029-90a8-861d95355a05', 'route': ['p2', 'e8', 'i5', 'x2', 'p1', 'c1']}
1769747943.677438,SENT,cc50edf5-921f-498e-a381-fd39c67602ff,56481ec9-96eb-4dfa-a2b2-56a2e89d4f26,c1,c5,3396,?,p1,
1769747943.677571,CREATED,7c4a5996-2f7b-430f-a6df-2bf62342db42,cd696cb3-ba48-42f9-8a84-8ec27cb3074f,c1,c5,27,?,?,surb={'id': 'c9f3fbad-f144-4f88-861e-aaba27f39d0d', 'route': ['p2', 'e5', 'i12', 'x7', 'p1', 'c1']}
1769747943.772109,RECEIVED,5e4cf6b9-de80-44b2-94ed-5a39ec5d2438,b683f83f-c546-47dd-b11f-ab8d5443d870,c3,c1,27,p1,?,surb={'id': 'f9a34cdf-5ac4-4bce-b349-29f08f86b9ac', 'route': ['p1', 'e10', 'i2', 'x8', 'p3', 'c3']}
1769747943.7961473,RECEIVED,ee5e0a7f-a080-4ef6-9997-25010c5295ba,97c17dda-58cd-404f-bd52-bbf6905de2fe,c3,c1,27,p1,?,surb={'id': '144b1a68-7cab-409e-8cb5-e46e86159fe7', 'route': ['p1', 'e7', 'i7', 'x7', 'p3', 'c3']}
1769747944.18535,SENT,90c363d6-f9c4-43b4-9389-7e04eee0f05a,cd641a8a-9e0d-4eb6-bcd1-a568f73e97cb,c1,c5,3379,?,p1,
1769747944.185497,CREATED,904af43e-07c8-4ba0-b23e-dc451b94c396,cd696cb3-ba48-42f9-8a84-8ec27cb3074f,c1,c5,27,?,?,surb={'id': 'c9f3fbad-f144-4f88-861e-aaba27f39d0d', 'route': ['p2', 'e5', 'i12', 'x7', 'p1', 'c1']}
1769747944.3064282,RECEIVED,b4d04312-067c-47ea-b097-8aea4463c2d2,5e50f39a-8cf0-4318-9e74-46daf9441f39,c2,c1,27,p1,?,surb={'id': '3c20e01c-7ec1-45ae-b213-3a0934630d9b', 'route': ['p1', 'e8', 'i10', 'x6', 'p2', 'c2']}
1769747944.4261065,SENT,04a84815-77a1-48b8-b434-692487facea9,f5f25a98-5e44-4243-9bb9-8438226254ea,c1,c5,3371,?,p1,
1769747944.4262297,CREATED,772c361b-438f-42b7-aab0-bf08006c6338,69a6d021-2c32-47af-98f5-9425a20074c6,c1,c5,27,?,?,surb={'id': 'd39ce9ad-a2c1-4356-9c29-141881dfff2b', 'route': ['p2', 'e8', 'i8', 'x2', 'p1', 'c1']}
1769747944.9921262,SENT,5f51e2fa-7123-4a63-aea6-140b0337b696,d675b86b-0fa1-4cb9-9c09-3090a1d742ba,c1,c5,3371,?,p1,
1769747944.9923463,CREATED,3b7f6597-e051-4bae-a390-818a66aa7578,69a6d021-2c32-47af-98f5-9425a20074c6,c1,c5,27,?,?,surb={'id': 'd39ce9ad-a2c1-4356-9c29-141881dfff2b', 'route': ['p2', 'e8', 'i8', 'x2', 'p1', 'c1']}
1769747945.0568714,RECEIVED,9d7d89ec-2f0f-455d-a150-623baac7bfd4,5e50f39a-8cf0-4318-9e74-46daf9441f39,c2,c1,27,p1,?,surb={'id': '3c20e01c-7ec1-45ae-b213-3a0934630d9b', 'route': ['p1', 'e8', 'i10', 'x6', 'p2', 'c2']}
1769747945.3510711,RECEIVED,b9590884-6b0d-4ff7-9100-1e09ef9e1ea6,651d8441-e5a5-480d-af75-f8ee290b3feb,c2,c1,26,p1,?,surb={'id': '19a55315-54d9-4a05-a039-62399a3ffea8', 'route': ['p1', 'e12', 'i2', 'x7', 'p2', 'c2']}
1769747945.5971646,RECEIVED,85404223-2c41-49e5-8f3a-24b25552dfca,97c17dda-58cd-404f-bd52-bbf6905de2fe,c3,c1,27,p1,?,surb={'id': '144b1a68-7cab-409e-8cb5-e46e86159fe7', 'route': ['p1', 'e7', 'i7', 'x7', 'p3', 'c3']}
1769747945.7915697,RECEIVED,87359888-bd6e-4e66-aefb-aeadbe1bc190,33780cd6-7d4e-4526-b7cb-fe6461bd6b34,c3,c1,26,p1,?,surb={'id': 'c1299b15-48a1-4a53-acc3-734e2d4ffc03', 'route': ['p1', 'e5', 'i5', 'x11', 'p3', 'c3']}
1769747945.8554273,RECEIVED,680c2977-012a-4aca-9323-762be350f0f3,9ccbe05f-2cf9-4df2-b2ea-e1c572a83fe4,c3,c1,27,p1,?,surb={'id': '1dd1a120-ab2b-4301-9b45-45f0556e1fe1', 'route': ['p1', 'e7', 'i7', 'x12', 'p3', 'c3']}
1769747945.9304812,SENT,0b13eb9f-a404-4ed3-8692-f150b6d920f6,b74d4d12-cfbc-43f7-926b-9b6eaf2e4d25,c1,c5,3379,?,p1,
1769747945.9306304,CREATED,91d175b6-acaa-4922-8e85-31a87663e7b3,afd254cc-4883-4502-aed7-561a3c54d74e,c1,c5,26,?,?,surb={'id': 'b448ee1e-ebbc-47fe-883b-161e0156a418', 'route': ['p2', 'e2', 'i3', 'x5', 'p1', 'c1']}
1769747945.9940696,RECEIVED,c4bd405b-4ae3-4046-b93c-89d3027cba34,04d3b1d0-c779-44a9-9c74-ffa4a1a47fc0,c2,c1,27,p1,?,surb={'id': 'b35cc11c-4184-4d1f-ac43-e68c8a4c845f', 'route': ['p1', 'e4', 'i12', 'x9', 'p2', 'c2']}
1769747946.0856462,SENT,a8ccd7ea-8c0b-4233-8293-22e11e3e0ccb,bf76c724-ea25-4081-9429-a26baad627bc,c1,c5,3377,?,p1,
1769747946.0857491,CREATED,32e55d4f-e819-4bf6-aea6-e8d5fb1ba396,afd254cc-4883-4502-aed7-561a3c54d74e,c1,c5,26,?,?,surb={'id': 'b448ee1e-ebbc-47fe-883b-161e0156a418', 'route': ['p2', 'e2', 'i3', 'x5', 'p1', 'c1']}
1769747946.117329,RECEIVED,d2ef8060-fc36-4b50-9a40-e0cde9e20097,4a1b51c3-132f-4a92-9179-3831f36433a9,c3,c1,26,p1,?,surb={'id': '005e0954-be18-4136-bf8d-9e96afd8553d', 'route': ['p1', 'e3', 'i7', 'x7', 'p3', 'c3']}
1769747946.173694,RECEIVED,d87abf1f-8d21-4894-ae82-fb97e2ea27b3,a2d2b2f1-9c7c-4771-b4b5-d28dc05a57ab,c3,c1,27,p1,?,surb={'id': 'bf6d4cdd-4429-415e-b99e-095df40d9877', 'route': ['p1', 'e2', 'i1', 'x10', 'p3', 'c3']}
1769747946.514321,RECEIVED,7305bf4b-55dc-4ff1-9e66-c34012c45b40,8b3f6dc3-3166-43c0-87da-de63787ff4c7,c2,c1,27,p1,?,surb={'id': '5b168fe8-4ff2-4ab2-8361-2ebc3ef2f3b4', 'route': ['p1', 'e2', 'i2', 'x6', 'p2', 'c2']}
1769747946.5241532,RECEIVED,eada94f6-b2b5-4b01-9fc7-6fef8991c2a4,33780cd6-7d4e-4526-b7cb-fe6461bd6b34,c3,c1,26,p1,?,surb={'id': 'c1299b15-48a1-4a53-acc3-734e2d4ffc03', 'route': ['p1', 'e5', 'i5', 'x11', 'p3', 'c3']}
1769747946.7630074,SENT,76ca134a-fc77-4ad0-a2c7-3671e373ac7a,5a4d4c07-6fe5-449a-8e92-7b109c5207ed,c1,c5,3387,?,p1,
1769747946.763184,CREATED,8bd11d51-1cbd-4d98-9d8d-d4645e1973ad,61e2cf81-9ee2-4ade-a310-b941cf05ede7,c1,c5,26,?,?,surb={'id': '4fba8e5f-a65f-47c2-a7e2-396a688c86fc', 'route': ['p2', 'e4', 'i3', 'x2', 'p1', 'c1']}
1769747947.0442965,RECEIVED,5d44518c-bca7-4ef8-998a-c587779ce50c,0ed2bf18-8dc0-4358-880d-7e16e1cde304,c2,c1,27,p1,?,surb={'id': 'a73c95bb-9410-4d58-8be9-d0f1ff1fa45f', 'route': ['p1', 'e10', 'i4', 'x3', 'p2', 'c2']}
1769747947.0476604,RECEIVED,fed9f367-965c-4fbc-9146-f2b3fef8bb94,cc55019c-6db3-4197-bc2d-a3e312aab939,c2,c1,27,p1,?,surb={'id': 'ee442ed6-b628-4eea-9853-bb7da2806897', 'route': ['p1', 'e4', 'i1', 'x8', 'p2', 'c2']}
1769747947.0512857,SENT,f3072396-ad45-421a-97e4-10bfe97bfe28,d65a798e-eb67-47da-a42a-edc76073f749,c1,c5,3355,?,p1,
1769747947.0513673,CREATED,ee58b0e2-dc24-4047-97f5-8cbdcdab9c04,61e2cf81-9ee2-4ade-a310-b941cf05ede7,c1,c5,26,?,?,surb={'id': '4fba8e5f-a65f-47c2-a7e2-396a688c86fc', 'route': ['p2', 'e4', 'i3', 'x2', 'p1', 'c1']}
1769747947.2556825,RECEIVED,6ff4a8e6-e068-41aa-9df6-545d82223756,76e2e669-b343-4e0a-b076-c7b9b9ee7cbe,c3,c1,26,p1,?,surb={'id': '3100fa99-f147-4531-b8eb-db79ac39e915', 'route': ['p1', 'e5', 'i5', 'x10', 'p3', 'c3']}
1769747947.2955847,RECEIVED,faf628aa-e0a7-41cb-b03d-b05f565d61b6,3c974c81-598f-493c-ba10-c43ea159baee,c3,c1,26,p1,?,surb={'id': '35051729-d213-44b4-b74a-b804a3877802', 'route': ['p1', 'e7', 'i2', 'x6', 'p3', 'c3']}
1769747947.3534079,RECEIVED,b58cab3c-c09b-4bae-851c-89d736ab0ec9,4a1b51c3-132f-4a92-9179-3831f36433a9,c3,c1,26,p1,?,surb={'id': '005e0954-be18-4136-bf8d-9e96afd8553d', 'route': ['p1', 'e3', 'i7', 'x7', 'p3', 'c3']}
1769747947.4588647,RECEIVED,39ef2bcd-844a-4178-812f-92d089dbc5b6,dd30afc3-4397-44cb-b0f0-5690b6cca593,c3,c1,27,p1,?,surb={'id': 'd5c4f2a4-bfab-4f8d-8d1b-7619543b6c8c', 'route': ['p1', 'e3', 'i9', 'x5', 'p3', 'c3']}
1769747947.598492,SENT,4ea86796-d889-4939-b53c-27695fc36034,39be0f69-8855-4de2-9d39-200de17483c8,c1,c5,3388,?,p1,
1769747947.5986419,CREATED,74ec74cc-f037-4f11-a179-d1b8ce12d157,51a42889-b373-40be-b55e-f224c65e3cfd,c1,c5,27,?,?,surb={'id': 'cb6f518d-3656-4c0c-ae65-37b4d8e3008a', 'route': ['p2', 'e8', 'i11', 'x8', 'p1', 'c1']}
1769747947.7509694,RECEIVED,12c7b573-ddc6-4549-859b-5e7f5d92a02a,dd30afc3-4397-44cb-b0f0-5690b6cca593,c3,c1,27,p1,?,surb={'id': 'd5c4f2a4-bfab-4f8d-8d1b-7619543b6c8c', 'route': ['p1', 'e3', 'i9', 'x5', 'p3', 'c3']}
1769747947.986868,RECEIVED,6890c76c-cd46-46d4-96b9-fcb5edc6e10f,b004bea7-3868-4351-b154-28fb9e4b5fd2,c3,c1,27,p1,?,surb={'id': 'df092307-83d7-49cc-8548-8e1972852b0c', 'route': ['p1', 'e8', 'i2', 'x3', 'p3', 'c3']}
1769747948.0017612,RECEIVED,fd5adaca-69a5-4797-87f3-d7008c4176ce,8b3f6dc3-3166-43c0-87da-de63787ff4c7,c2,c1,27,p1,?,surb={'id': '5b168fe8-4ff2-4ab2-8361-2ebc3ef2f3b4', 'route': ['p1', 'e2', 'i2', 'x6', 'p2', 'c2']}
1769747948.1741583,RECEIVED,8a5f4917-ef1e-45c1-af33-52b67891accc,cc55019c-6db3-4197-bc2d-a3e312aab939,c2,c1,27,p1,?,surb={'id': 'ee442ed6-b628-4eea-9853-bb7da2806897', 'route': ['p1', 'e4', 'i1', 'x8', 'p2', 'c2']}
1769747948.366029,SENT,76a86ab7-0c1b-41b7-a012-46dba014a663,8a2eac4e-d7eb-4389-910c-d875eb4ba827,c1,c5,3374,?,p1,
