timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769748269.5923915,CREATED,0a3ffe7c-6dc0-4ce9-9472-35c87790a2c8,7326ad4e-a797-4e4f-a849-56e88a83d655,c1,c5,27,?,?,surb={'id': '87cd12ac-7eac-4345-ad2e-b5c7ad463343', 'route': ['p2', 'e5', 'i7', 'x5', 'p1', 'c1']}
1769748269.6317947,RECEIVED,b09bc65f-c1a8-4233-8d39-84f3e0f02dc2,efa9eecb-609f-4687-b773-30283d1d9187,c3,c1,27,p1,?,surb={'id': '9cc61d1d-ecf1-4ada-8265-9e9b37cf7706', 'route': ['p1', 'e4', 'i9', 'x3', 'p3', 'c3']}
1769748269.9838872,RECEIVED,861bff5d-d126-4441-bbd0-1c5e5e5a0f74,705c3995-5715-4e56-a373-6d4447e3a15f,c2,c1,27,p1,?,surb={'id': '01d37a72-77d7-4d30-a177-8ef164be80e5', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769748270.005095,RECEIVED,e371b773-abd3-409c-87a9-ac9c9c93b80f,6e156afd-1249-4019-a3f5-33a873435133,c2,c1,27,p1,?,surb={'id': '2e231f45-10ee-43c4-b823-5a7e9872703f', 'route': ['p1', 'e5', 'i7', 'x1', 'p2', 'c2']}
1769748270.759601,RECEIVED,6d4b03b6-b7bb-457f-8b21-4ccb010fc6a8,6e156afd-1249-4019-a3f5-33a873435133,c2,c1,27,p1,?,surb={'id': '2e231f45-10ee-43c4-b823-5a7e9872703f', 'route': ['p1', 'e5', 'i7', 'x1', 'p2', 'c2']}
1769748270.8658168,RECEIVED,16f7fd5e-5de8-4682-8bbb-c8b7c8a4c95b,f1c42cce-3a09-44f3-9e02-f24f7bed98b8,c2,c1,27,p1,?,surb={'id': '12bef4ed-9100-4788-81ce-922231c6a163', 'route': ['p1', 'e9', 'i4', 'x1', 'p2', 'c2']}
1769748271.0496614,SENT,ba6be85b-3297-48de-898b-330b73b4c08d,3b6eed5a-c967-45d3-82f9-56ab961ed1e9,c1,c5,3379,?,p1,
1769748271.049808,CREATED,0582467b-3102-485a-b5a7-70825514841b,2ebc9670-9eaf-4bfa-8ed2-211ae9e6bcde,c1,c5,26,?,?,surb={'id': '281a8ef5-1b31-4164-b61a-2c7520cf1e8f', 'route': ['p2', 'e6', 'i6', 'x12', 'p1', 'c1']}
1769748271.111647,RECEIVED,8fc5a400-6d16-4f5c-8f7a-023b0dfcdc51,705c3995-5715-4e56-a373-6d4447e3a15f,c2,c1,27,p1,?,surb={'id': '01d37a72-77d7-4d30-a177-8ef164be80e5', 'route': ['p1', 'e11', 'i7', 'x7', 'p2', 'c2']}
1769748271.249661,SENT,dc019baf-0cd1-42ef-befc-54e01c29054d,41035947-3ac7-4b73-a050-c7b45c2995df,c1,c5,3383,?,p1,
1769748271.2500224,CREATED,0b829f8e-5751-4725-823b-deeaeadce8dc,2ebc9670-9eaf-4bfa-8ed2-211ae9e6bcde,c1,c5,26,?,?,surb={'id': '281a8ef5-1b31-4164-b61a-2c7520cf1e8f', 'route': ['p2', 'e6', 'i6', 'x12', 'p1', 'c1']}
1769748271.4423811,RECEIVED,c9efd468-12e6-4165-8f9f-111091ad82e1,ac162210-466e-4c50-a075-5de57fbace17,c3,c1,27,p1,?,surb={'id': '9d79c087-49dc-4b79-9c82-b6010ed0804e', 'route': ['p1', 'e12', 'i9', 'x8', 'p3', 'c3']}
1769748271.4787514,RECEIVED,732f9ec0-1bd3-41c5-8c2d-7f8443fb39ec,e6700077-04ea-4306-bfe2-61d6001d1c14,c2,c1,27,p1,?,surb={'id': 'dffb6707-d369-47e5-acc2-d82ec0ca1cb4', 'route': ['p1', 'e6', 'i8', 'x2', 'p2', 'c2']}
1769748271.5587645,RECEIVED,ea8700e2-a12f-41fb-b806-08e1b29b3fd4,efa9eecb-609f-4687-b773-30283d1d9187,c3,c1,27,p1,?,surb={'id': '9cc61d1d-ecf1-4ada-8265-9e9b37cf7706', 'route': ['p1', 'e4', 'i9', 'x3', 'p3', 'c3']}
1769748271.6591775,SENT,eb6aed5f-3a9f-48a8-90fe-0cde6b9d390c,561669cb-d09f-4c30-a5a1-f62e7a378692,c1,c5,3359,?,p1,
1769748271.6593459,CREATED,8a874eff-2b2c-440b-86d7-417ae8467eaf,1b37c2dc-e7fa-4088-bece-e15d92e5e4d8,c1,c5,27,?,?,surb={'id': '648b43da-2d07-4acc-8bbe-c696933d3384', 'route': ['p2', 'e5', 'i5', 'x5', 'p1', 'c1']}
1769748271.6750317,SENT,58f74915-d9b5-4e09-b851-802d03033ec1,7a443b13-305d-4f88-9253-8ceed9a69bdb,c1,c5,3401,?,p1,
1769748271.6753705,CREATED,6551fb3a-783e-4b19-9807-bfe000201fa3,1b37c2dc-e7fa-4088-bece-e15d92e5e4d8,c1,c5,27,?,?,surb={'id': '648b43da-2d07-4acc-8bbe-c696933d3384', 'route': ['p2', 'e5', 'i5', 'x5', 'p1', 'c1']}
1769748271.6924424,SENT,5fdda546-d18f-4b21-bfd4-64724cd15bcb,08a7fd3c-b42f-4c4b-9b44-fbdbf56acda7,c1,c5,3380,?,p1,
1769748271.6926146,CREATED,64b993df-e94c-400d-9b2b-76580f7ee290,76b3355f-6309-43e6-b8e7-50a4a0d6f84e,c1,c5,27,?,?,surb={'id': 'f5779169-811e-429b-bc9e-cd9c86b14177', 'route': ['p2', 'e8', 'i5', 'x3', 'p1', 'c1']}
1769748271.7680767,RECEIVED,6a04065f-96ee-44d1-921d-ee3adadcb515,e73439cc-54da-44f1-98d1-4bdcee60b72f,c2,c1,27,p1,?,surb={'id': '93b569b6-c849-4189-8553-e62b26249d5b', 'route': ['p1', 'e8', 'i8', 'x3', 'p2', 'c2']}
1769748271.9738083,SENT,fe24cf09-1786-48f0-8cf1-7bf7ec709821,4ecc5559-4bb0-4f49-b252-eb416b2ce676,c1,c5,3375,?,p1,
1769748271.973981,CREATED,7b23de75-e452-4beb-92b7-4701e2b6f427,76b3355f-6309-43e6-b8e7-50a4a0d6f84e,c1,c5,27,?,?,surb={'id': 'f5779169-811e-429b-bc9e-cd9c86b14177', 'route': ['p2', 'e8', 'i5', 'x3', 'p1', 'c1']}
1769748272.1481903,RECEIVED,ea27182d-91f6-48b8-9482-5e77144f7b71,e6700077-04ea-4306-bfe2-61d6001d1c14,c2,c1,27,p1,?,surb={'id': 'dffb6707-d369-47e5-acc2-d82ec0ca1cb4', 'route': ['p1', 'e6', 'i8', 'x2', 'p2', 'c2']}
1769748272.2678628,SENT,369a6641-9700-4023-b7c6-89ce5b66e922,8543cf12-27b4-4ff6-b874-106b49b4ba68,c1,c5,3379,?,p1,
1769748272.2680104,CREATED,18209b01-cdf9-427d-9290-a8e0f643616f,5411f4a3-fc25-4850-a06a-c7736f269c79,c1,c5,27,?,?,surb={'id': 'e0fd8ddc-6d1c-41e1-b677-a9f80c1b5a5a', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c1']}
1769748272.6478753,RECEIVED,4a14a223-d2b2-4d15-9889-a03cf6e83296,9b5fd523-ffd9-482b-a789-90f1bd319274,c2,c1,27,p1,?,surb={'id': 'be6e2fb5-1669-4cd1-99d5-b16c82e7f57d', 'route': ['p1', 'e3', 'i9', 'x5', 'p2', 'c2']}
1769748272.8931758,RECEIVED,693845f8-c0be-44a7-a596-85bf33e17e54,9b5fd523-ffd9-482b-a789-90f1bd319274,c2,c1,27,p1,?,surb={'id': 'be6e2fb5-1669-4cd1-99d5-b16c82e7f57d', 'route': ['p1', 'e3', 'i9', 'x5', 'p2', 'c2']}
1769748272.9477563,RECEIVED,0a006938-3f69-4a29-a4ea-b8f2e13fc1b4,7c4ddc66-636c-4d60-ae04-dba1ae4c055d,c3,c1,27,p1,?,surb={'id': '05c64c9c-0ad8-49a0-a989-bfc635190a43', 'route': ['p1', 'e11', 'i7', 'x2', 'p3', 'c3']}
1769748273.0530143,RECEIVED,2bad2cc1-5fc5-4e9c-a686-369d3b0ea76a,3258a2ec-59d9-4b7f-9431-2c2838511cb4,c3,c1,27,p1,?,surb={'id': 'ed37174d-6106-47a6-bc2e-7214027f885c', 'route': ['p1', 'e11', 'i4', 'x4', 'p3', 'c3']}
1769748273.6157696,SENT,f2dee5c2-829e-49d7-afa1-783e14cd7053,3422d2ed-c301-49a7-828d-c9c32be95443,c1,c5,3391,?,p1,
1769748273.6158473,CREATED,18054509-faf1-47f2-80ae-1005a22ca634,5411f4a3-fc25-4850-a06a-c7736f269c79,c1,c5,27,?,?,surb={'id': 'e0fd8ddc-6d1c-41e1-b677-a9f80c1b5a5a', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c1']}
1769748273.7697473,SENT,5b70e49a-d9cd-4633-a0e5-9d151351403e,a6f598d5-d766-47a3-ae54-9d28063889e7,c1,c5,3367,?,p1,
1769748273.769823,CREATED,a8f9e61e-1604-4178-afdf-d617790a9427,d53889ea-9924-46ee-bbbf-4a702a823bed,c1,c5,27,?,?,surb={'id': '9e88284b-6ad1-4456-8f9f-82268b0e8d88', 'route': ['p2', 'e2', 'i7', 'x1', 'p1', 'c1']}
1769748274.0312378,SENT,d8507242-093b-49f9-af09-724422b411cd,8b8ff17a-2e00-4d48-b5a4-e996e2fbd92a,c1,c5,3376,?,p1,
1769748274.0313902,CREATED,dc7659ee-9fec-4b0a-a084-a19d6dd65727,d53889ea-9924-46ee-bbbf-4a702a823bed,c1,c5,27,?,?,surb={'id': '9e88284b-6ad1-4456-8f9f-82268b0e8d88', 'route': ['p2', 'e2', 'i7', 'x1', 'p1', 'c1']}
1769748274.508787,RECEIVED,a123fe93-dcab-4159-891f-c2c14eaeb4ab,720d62ef-34e1-41c7-bdf9-c46e72e2130f,c2,c1,27,p1,?,surb={'id': '53b3793c-bc6e-430c-b52b-7edebfc5983d', 'route': ['p1', 'e11', 'i11', 'x4', 'p2', 'c2']}
1769748274.5338986,SENT,7927a73b-ad75-4d5b-bee2-ffef075ff0d6,b86f7154-7166-4564-aede-dd2a3f638662,c1,c5,3352,?,p1,
1769748274.5340316,CREATED,c18bf1fa-2e27-4f85-ac47-7f8ae5ecc078,d67b6666-59e8-46be-9b1f-894038f807b8,c1,c5,27,?,?,surb={'id': '4d4e7a0e-7a58-484c-8d92-dfbf6fd1e88f', 'route': ['p2', 'e4', 'i8', 'x3', 'p1', 'c1']}
1769748274.6646476,SENT,41a89d6b-c325-4ca4-a5f1-6faa2c1c750e,cbcd7f39-81ff-4af4-aba9-be8fab19bb7b,c1,c5,3376,?,p1,
1769748274.6648004,CREATED,ee491b4c-2e6b-49c4-9f50-638ef3491980,d67b6666-59e8-46be-9b1f-894038f807b8,c1,c5,27,?,?,surb={'id': '4d4e7a0e-7a58-484c-8d92-dfbf6fd1e88f', 'route': ['p2', 'e4', 'i8', 'x3', 'p1', 'c1']}
1769748275.0928924,RECEIVED,8bc2148a-2913-48ba-80bd-b6c3529c1241,84c618fb-e7e2-49a4-85ec-96c6734f307c,c3,c1,27,p1,?,surb={'id': 'eb986415-f560-40b0-8d87-badc7413cbad', 'route': ['p1', 'e12', 'i12', 'x12', 'p3', 'c3']}
1769748275.3110085,RECEIVED,a31f2365-6f25-453d-b7e0-627bee94fc29,c68f9900-0950-4171-bebd-3b78c0c95f47,c2,c1,27,p1,?,surb={'id': 'b5e9e396-df1b-4454-a1b6-c30a63ce56af', 'route': ['p1', 'e2', 'i2', 'x12', 'p2', 'c2']}
1769748275.3364897,RECEIVED,b64eb272-665f-4cc5-bdca-965f48170e0d,a059c147-4837-415c-9b52-14056c5cd273,c2,c1,27,p1,?,surb={'id': 'f29bbac1-cddb-419e-b60b-fa4550b634b0', 'route': ['p1', 'e10', 'i12', 'x2', 'p2', 'c2']}
1769748275.3543632,RECEIVED,6959284d-472d-49f8-8299-0ed18cca1156,d0c3a74f-4a57-4208-b24b-c96a3ad339b4,c2,c1,27,p1,?,surb={'id': '8a740e07-2c50-4101-9db4-91a4851b0a9f', 'route': ['p1', 'e1', 'i3', 'x10', 'p2', 'c2']}
1769748275.465854,RECEIVED,fa50a503-16de-4186-a0e8-a9bd8885b2f9,795b1dff-d95b-446a-9e9e-8f34b921bc1b,c3,c1,26,p1,?,surb={'id': 'b6126d75-3af0-4edd-85ea-0d921889470c', 'route': ['p1', 'e9', 'i11', 'x10', 'p3', 'c3']}
1769748275.5314896,RECEIVED,0feb7d5c-fa79-4fc9-b80d-c97e3b3f3db1,720d62ef-34e1-41c7-bdf9-c46e72e2130f,c2,c1,27,p1,?,surb={'id': '53b3793c-bc6e-430c-b52b-7edebfc5983d', 'route': ['p1', 'e11', 'i11', 'x4', 'p2', 'c2']}
1769748275.6352007,RECEIVED,8296fc11-176a-4d1d-8da9-f640202173c0,a059c147-4837-415c-9b52-14056c5cd273,c2,c1,27,p1,?,surb={'id': 'f29bbac1-cddb-419e-b60b-fa4550b634b0', 'route': ['p1', 'e10', 'i12', 'x2', 'p2', 'c2']}
1769748275.6599748,SENT,b45ec9b4-e3ac-43fa-aca7-70ccc6fefcb2,61de234a-9aff-45b2-8473-5bfaa95518d9,c1,c5,3385,?,p1,
1769748275.6601603,CREATED,6fa587ce-d299-44e8-9df7-5ab4ce432623,8e4c3188-5c7f-4f57-b657-4ac4d92844b9,c1,c5,27,?,?,surb={'id': '54ffeb35-0ae5-4849-928f-edc0d72210b4', 'route': ['p2', 'e4', 'i6', 'x12', 'p1', 'c1']}
1769748275.6885548,SENT,de60651a-0408-43c5-99a3-da5f05342d30,eb42f1fd-3342-45fc-9035-505081956dbc,c1,c5,3399,?,p1,
1769748275.6887116,CREATED,e3da87e2-f66d-4644-b59d-fc8cafca82fe,8e4c3188-5c7f-4f57-b657-4ac4d92844b9,c1,c5,27,?,?,surb={'id': '54ffeb35-0ae5-4849-928f-edc0d72210b4', 'route': ['p2', 'e4', 'i6', 'x12', 'p1', 'c1']}
1769748275.7578228,SENT,326f0b24-0c73-4402-9c83-032655e084c4,16907c8b-f8b0-490c-b7d2-a5ee330f3642,c1,c5,3380,?,p1,
1769748275.7579737,CREATED,628e57bf-a57f-447f-b8f0-439f9f303f4c,86bb7218-0014-43f2-9694-3488fa6f0361,c1,c5,27,?,?,surb={'id': 'f36dae3f-33ec-4e36-897b-378ebfdcb3ec', 'route': ['p2', 'e10', 'i4', 'x7', 'p1', 'c1']}
1769748275.8923967,SENT,4a8b82b9-76a8-4654-ae18-c7bcd5946f36,e38ff880-d75f-47f9-a443-7cab86ab0687,c1,c5,3360,?,p1,
1769748275.8925457,CREATED,f6f5afb5-261e-441d-a64c-98987a6267bb,86bb7218-0014-43f2-9694-3488fa6f0361,c1,c5,27,?,?,surb={'id': 'f36dae3f-33ec-4e36-897b-378ebfdcb3ec', 'route': ['p2', 'e10', 'i4', 'x7', 'p1', 'c1']}
1769748276.1474895,SENT,6bdfb723-74ab-4e46-92e9-03cfe6c0e352,c58ab53f-6498-48ba-8d2d-b0ca266a4dfe,c1,c5,3395,?,p1,
1769748276.1476395,CREATED,b8d19573-8f68-49ca-b97b-e953fd49cc1f,9afceaaa-539c-47f7-b33a-042391d36dd0,c1,c5,27,?,?,surb={'id': 'bfc4e10a-78ad-4893-bc57-c8feca69c681', 'route': ['p2', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769748276.6158938,SENT,2f988f65-453d-468d-a518-4e6f7edb4766,ce42ae29-1cbf-42fa-89f5-c250017ef76c,c1,c5,3387,?,p1,
1769748276.6160688,CREATED,8ed488fa-9c2b-44c1-81d9-ad0a95de5e75,9afceaaa-539c-47f7-b33a-042391d36dd0,c1,c5,27,?,?,surb={'id': 'bfc4e10a-78ad-4893-bc57-c8feca69c681', 'route': ['p2', 'e6', 'i12', 'x10', 'p1', 'c1']}
1769748276.7002022,RECEIVED,86d5e2cf-8d34-4980-84fd-7624f5d8670f,e75e11eb-a9dc-4115-b07f-b022f28dc5c3,c2,c1,27,p1,?,surb={'id': '44e431e4-8307-451c-888f-c61ba729bd0a', 'route': ['p1', 'e6', 'i7', 'x1', 'p2', 'c2']}
1769748277.5086474,RECEIVED,fea3cbd0-59f1-4a7d-96ed-7b5109274133,c695c043-4909-47ec-a0bd-070f0efdc4e2,c2,c1,27,p1,?,surb={'id': 'ed24d5b5-ab24-4b9d-a44c-57579f066b8c', 'route': ['p1', 'e4', 'i3', 'x2', 'p2', 'c2']}
1769748277.5988975,RECEIVED,67cde00f-b7f5-4937-ad65-301e6a17b59b,312b4188-d830-40dd-8559-e4015f20e97d,c3,c1,27,p1,?,surb={'id': 'a98628c7-1fee-400f-92c3-608eaba48b3c', 'route': ['p1', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769748277.7918365,SENT,f01d31ad-2553-4b3f-aa76-425ee1a57d7c,1a1f4211-c64c-4430-84c1-b3e1126e95f1,c1,c5,3367,?,p1,
1769748277.7919896,CREATED,4f297cdc-f9d5-40ce-af88-7fda14f8fbb5,d5907acf-964a-4b93-bdab-65be21e7b0db,c1,c5,27,?,?,surb={'id': 'fbf530b8-57d3-4f65-87b1-73a651f0baee', 'route': ['p2', 'e3', 'i7', 'x1', 'p1', 'c1']}
1769748278.0019915,RECEIVED,0b8f8593-2895-4053-83a6-aa2514500913,c695c043-4909-47ec-a0bd-070f0efdc4e2,c2,c1,27,p1,?,surb={'id': 'ed24d5b5-ab24-4b9d-a44c-57579f066b8c', 'route': ['p1', 'e4', 'i3', 'x2', 'p2', 'c2']}
1769748278.0037863,SENT,84288bd6-9783-4f6d-8e99-5afb51dc7b68,292c8d0f-87c3-419b-b0b4-9e9444370015,c1,c5,3359,?,p1,
1769748278.0039225,CREATED,46dcb262-67f5-42d7-a891-444bad339452,d5907acf-964a-4b93-bdab-65be21e7b0db,c1,c5,27,?,?,surb={'id': 'fbf530b8-57d3-4f65-87b1-73a651f0baee', 'route': ['p2', 'e3', 'i7', 'x1', 'p1', 'c1']}
1769748278.1698093,SENT,162b8fd0-d0a9-45a4-91ce-5b4808f76059,2961d20a-694f-4e0c-b89d-0018de34a4ef,c1,c5,3359,?,p1,
1769748278.1699572,CREATED,8eb6f132-d8f5-4d10-968f-7476317db2b3,14ba6918-49d8-492f-b352-02fba777b8b0,c1,c5,25,?,?,surb={'id': '5f805d3d-ee55-4084-80a9-6e0f4c1cf8f6', 'route': ['p2', 'e7', 'i12', 'x9', 'p1', 'c1']}
1769748278.2173312,SENT,be635a02-3086-426b-b9e4-085dc5cab6fb,89df3b3f-acab-4d5d-a45a-86590b863f08,c1,c5,3355,?,p1,
1769748278.2174816,CREATED,7f24e549-d831-486e-b6a5-0058621a060d,14ba6918-49d8-492f-b352-02fba777b8b0,c1,c5,25,?,?,surb={'id': '5f805d3d-ee55-4084-80a9-6e0f4c1cf8f6', 'route': ['p2', 'e7', 'i12', 'x9', 'p1', 'c1']}
1769748278.2496483,SENT,811cf421-a19d-4a1d-ada4-9f0aadd58602,95630171-d45e-4d51-9140-10f53b67d38d,c1,c5,3360,?,p1,
1769748278.249792,CREATED,57cafbe8-b063-43ba-93b4-b9c1b1c665a2,6e97a914-eb8b-4fcd-a48b-6fcc07886120,c1,c5,27,?,?,surb={'id': '2a347edd-73b8-48b1-a4e0-72f024edb22f', 'route': ['p2', 'e9', 'i3', 'x4', 'p1', 'c1']}
1769748278.2659755,RECEIVED,114434f1-a01d-434e-a306-b0b758f349f4,672672b7-0796-4288-815f-1f821b0b9e60,c3,c1,27,p1,?,surb={'id': 'e412b5ad-1bd4-4170-98eb-9721f60b31f7', 'route': ['p1', 'e10', 'i2', 'x9', 'p3', 'c3']}
1769748278.3803685,RECEIVED,0fa73699-b261-4db2-a561-0b60f8b890fd,312b4188-d830-40dd-8559-e4015f20e97d,c3,c1,27,p1,?,surb={'id': 'a98628c7-1fee-400f-92c3-608eaba48b3c', 'route': ['p1', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769748278.429276,SENT,699425e4-fc27-4baa-bd69-c75ebd7599f3,d206edc1-8c49-42e3-b9cf-6341e8aee889,c1,c5,3363,?,p1,
1769748278.429427,CREATED,180f2ebc-6889-4d57-81de-bf3eb529e056,6e97a914-eb8b-4fcd-a48b-6fcc07886120,c1,c5,27,?,?,surb={'id': '2a347edd-73b8-48b1-a4e0-72f024edb22f', 'route': ['p2', 'e9', 'i3', 'x4', 'p1', 'c1']}
1769748279.0306542,RECEIVED,cf1afb12-0c1f-4058-b5d0-e9d199a1d157,35f9657a-2f6b-4ad5-b47f-ce6335fac6a5,c3,c1,27,p1,?,surb={'id': '1fc04046-d4aa-4dc7-8ffc-a183ad96e9b9', 'route': ['p1', 'e4', 'i12', 'x9', 'p3', 'c3']}
1769748279.2755468,SENT,0be71487-8604-46f8-94ec-d0ac8ef639aa,2efd01ad-2907-4887-afc9-4a21a802e905,c1,c5,3355,?,p1,
1769748279.2756934,CREATED,f12fff98-0505-4ae5-9e71-5a7d40542e81,bca61299-4eb4-4a87-b4c7-56f8fd3c3dbd,c1,c5,25,?,?,surb={'id': 'ef6c1ebe-add0-46dc-a577-5d7bba26a398', 'route': ['p2', 'e5', 'i5', 'x5', 'p1', 'c1']}
1769748279.5835397,SENT,5e1216cc-9c9d-42b4-ab95-d2c502c92636,8b7145e7-489c-4563-ba12-92226d824a9d,c1,c5,3348,?,p1,
1769748279.5837834,CREATED,f31e0fed-5b3a-4bbe-8954-0dfca91ecd85,bca61299-4eb4-4a87-b4c7-56f8fd3c3dbd,c1,c5,25,?,?,surb={'id': 'ef6c1ebe-add0-46dc-a577-5d7bba26a398', 'route': ['p2', 'e5', 'i5', 'x5', 'p1', 'c1']}
1769748279.5855858,RECEIVED,b74fd67b-91f5-41c3-8854-e33d4d3859db,52645a11-f1b0-4095-b1aa-b620612ab1d5,c2,c1,27,p1,?,surb={'id': '80366471-c899-4422-a9ce-f0af688615b5', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c2']}
1769748279.8518505,RECEIVED,2823ba1e-8768-4e52-b5ca-851f72730bc5,aa001aaf-cc9a-4273-a193-1efc514f23ac,c3,c1,26,p1,?,surb={'id': 'bf65a684-27c5-488a-ad1a-ea4e394ddeae', 'route': ['p1', 'e4', 'i10', 'x2', 'p3', 'c3']}
1769748280.0434813,RECEIVED,0c532da8-7bcb-46fc-be27-1ca9e5626545,52645a11-f1b0-4095-b1aa-b620612ab1d5,c2,c1,27,p1,?,surb={'id': '80366471-c899-4422-a9ce-f0af688615b5', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c2']}
1769748280.0873332,RECEIVED,f47c3e04-77b8-4f50-82db-596c58d110ee,9f07bcff-426a-423f-9caa-84189ec3fc88,c3,c1,26,p1,?,surb={'id': 'ef73f8e4-3b5e-47d5-ae0b-07a31e26c379', 'route': ['p1', 'e8', 'i11', 'x2', 'p3', 'c3']}
1769748280.286109,RECEIVED,b963c2b6-94c6-49b7-b3aa-13cf31acf431,35f9657a-2f6b-4ad5-b47f-ce6335fac6a5,c3,c1,27,p1,?,surb={'id': '1fc04046-d4aa-4dc7-8ffc-a183ad96e9b9', 'route': ['p1', 'e4', 'i12', 'x9', 'p3', 'c3']}
1769748280.4984524,SENT,2a236cdf-9d7f-4c24-bdad-6be22b7eb4b5,0e233a8b-eb09-47ef-a3fc-996d79941fb7,c1,c5,3405,?,p1,
1769748280.4986207,CREATED,6672ff8f-688e-476d-8a70-a5680590a5b6,d0600d60-6467-4622-83ae-1e09fb9fcea8,c1,c5,27,?,?,surb={'id': '201cffa2-6900-4aa5-a86b-442f8ac916d0', 'route': ['p2', 'e9', 'i11', 'x10', 'p1', 'c1']}
1769748280.6393912,RECEIVED,3c28f08b-6823-4c34-a87f-079d3eaa4b0d,e13849bb-84ba-414e-94c1-aad77fb0fde5,c3,c1,27,p1,?,surb={'id': '79f8222e-3235-4661-a881-243fd8940a4a', 'route': ['p1', 'e3', 'i5', 'x9', 'p3', 'c3']}
1769748280.8020828,SENT,31a70e0c-24db-418a-a1f7-aa6bd4156efd,671116a4-7707-48d5-9511-b61a8d9df42a,c1,c5,3386,?,p1,
1769748280.802249,CREATED,bcc710fb-b705-4315-aee8-f8945af0e554,d0600d60-6467-4622-83ae-1e09fb9fcea8,c1,c5,27,?,?,surb={'id': '201cffa2-6900-4aa5-a86b-442f8ac916d0', 'route': ['p2', 'e9', 'i11', 'x10', 'p1', 'c1']}
1769748280.8753924,RECEIVED,5c38f697-81f5-480d-8fb2-3594ecb80c38,a15e80d9-1146-4c13-8bc6-b134944f0bd9,c3,c1,27,p1,?,surb={'id': '084a2adc-1607-4543-b569-c88085d94b5b', 'route': ['p1', 'e4', 'i11', 'x3', 'p3', 'c3']}
1769748280.9024282,RECEIVED,8f2321ee-256c-4b04-9b13-362e49676509,aa001aaf-cc9a-4273-a193-1efc514f23ac,c3,c1,26,p1,?,surb={'id': 'bf65a684-27c5-488a-ad1a-ea4e394ddeae', 'route': ['p1', 'e4', 'i10', 'x2', 'p3', 'c3']}
1769748280.9491243,RECEIVED,cbc1f5fc-aca4-4648-9ffd-c89150cff18b,9c05fd8f-1324-474f-8012-7b017270b3c2,c2,c1,27,p1,?,surb={'id': 'eb62dadf-ab34-418d-890b-634b89a7a2f2', 'route': ['p1', 'e4', 'i3', 'x11', 'p2', 'c2']}
1769748281.60736,RECEIVED,52b2c4fd-2f3e-4ccd-9048-bd96db5b9527,9ca25b4c-dad2-4a2a-8e3a-f11f9d8ff141,c3,c1,27,p1,?,surb={'id': 'ee6e6598-dc56-4af7-a0c2-b0e50ee6967e', 'route': ['p1', 'e9', 'i1', 'x6', 'p3', 'c3']}
1769748281.6232004,RECEIVED,303881c0-4f27-4ab6-b57f-e172e81e0a11,6fd1299f-06b2-4007-8e19-e60aa0c83b6d,c2,c1,27,p1,?,surb={'id': 'ac8add49-b8f2-4405-86c5-e39cfcb25231', 'route': ['p1', 'e2', 'i1', 'x12', 'p2', 'c2']}
1769748281.628964,RECEIVED,c59f4c78-38f8-4751-93ca-5513e8155e6a,e6f363c0-2963-41da-9767-9b96687d084e,c2,c1,26,p1,?,surb={'id': '4738806f-d090-4986-86d6-e6b09940a04f', 'route': ['p1', 'e9', 'i11', 'x10', 'p2', 'c2']}
1769748282.210829,SENT,6a81282f-b619-41ca-bbb8-efa6af1ac96d,b96c98bd-832d-416a-81f0-66d66f34d286,c1,c5,3375,?,p1,
1769748282.2109773,CREATED,a43965c7-28c9-4600-9180-918d73271722,da03873f-f34c-4338-b07c-e3b7285b71e6,c1,c5,27,?,?,surb={'id': '0b9cf1af-0122-4a33-9983-b4c5f50f41a5', 'route': ['p2', 'e3', 'i3', 'x10', 'p1', 'c1']}
1769748282.4707117,RECEIVED,da2b023e-c7f1-4bb2-82e3-bddb43e6a62e,a15e80d9-1146-4c13-8bc6-b134944f0bd9,c3,c1,27,p1,?,surb={'id': '084a2adc-1607-4543-b569-c88085d94b5b', 'route': ['p1', 'e4', 'i11', 'x3', 'p3', 'c3']}
1769748282.4759843,SENT,80494cff-8c42-4c2e-8d74-ca3d4fb0f1be,86ad43fb-a666-41ff-b022-f11942c79ece,c1,c5,3399,?,p1,
1769748282.4761596,CREATED,462c7e2b-c6a1-4cb8-be75-b2eb1e0940c4,da03873f-f34c-4338-b07c-e3b7285b71e6,c1,c5,27,?,?,surb={'id': '0b9cf1af-0122-4a33-9983-b4c5f50f41a5', 'route': ['p2', 'e3', 'i3', 'x10', 'p1', 'c1']}
1769748282.7284195,SENT,8d7826b6-4412-4d8e-974f-0e115d2f9a35,4a59a7fc-6345-4f77-a008-8aa3d6959ea3,c1,c5,3371,?,p1,
