timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769748046.2324626,RECEIVED,edbf5ffe-71ab-41f1-bbff-adf2be6467d8,45217687-394c-42b0-8062-257145acf063,c4,c3,27,p3,?,surb={'id': '5bd211c2-7d7d-4991-9487-b2281a394786', 'route': ['p3', 'e8', 'i2', 'x12', 'p1', 'c4']}
1769748046.299619,RECEIVED,75e41b51-3f4f-44c2-80e2-5d13d45498b2,3019bf59-ec30-4c75-bcd3-555abd58e6b3,c4,c3,26,p3,?,surb={'id': '1f450f7f-1494-4398-8a15-eb34d2724570', 'route': ['p3', 'e2', 'i6', 'x9', 'p1', 'c4']}
1769748046.3423417,SENT,a5af9a2e-2e6b-4dcc-a1a9-12bfeb9c5cd7,6b0ff00c-037e-4395-8e1e-1a240a95b543,c3,c1,3359,?,p3,
1769748046.3424933,CREATED,4e9191a8-1589-482a-aee3-37871c16a709,0c99760c-97f3-4656-adb7-a854930abad5,c3,c1,27,?,?,surb={'id': '08cf866b-2c2d-4ad1-bb6c-fb7943be25d6', 'route': ['p1', 'e8', 'i11', 'x3', 'p3', 'c3']}
1769748046.7639575,RECEIVED,2fbd0714-86e4-48b3-aa85-986e5fc99cf7,1a69156b-8449-46fb-b90d-192a6254395a,c4,c3,27,p3,?,surb={'id': '62b026dc-baa9-4e08-b3e9-85bfb01b53b0', 'route': ['p3', 'e11', 'i4', 'x2', 'p1', 'c4']}
1769748046.8661532,RECEIVED,f78b965c-6205-446b-9b6c-d5ef26211e26,ba0d5198-729b-41db-9562-82be5029e449,c4,c3,26,p3,?,surb={'id': 'daf9825c-c319-4701-afd9-fd2d226e3cd8', 'route': ['p3', 'e5', 'i8', 'x8', 'p1', 'c4']}
1769748047.0641227,RECEIVED,89d4e3d8-3128-48ab-858f-e0b56620c709,0022cb35-7d3b-4552-8686-79e4023ee721,c4,c3,27,p3,?,surb={'id': '609da2c1-d3e2-4bb0-8338-4c5512e52744', 'route': ['p3', 'e10', 'i6', 'x11', 'p1', 'c4']}
1769748047.0861404,RECEIVED,29e8e786-4986-4510-adcd-636c1c3c60af,15362ed1-313b-4674-a8b5-8347b0ff0451,c4,c3,27,p3,?,surb={'id': 'c39534fd-07ca-4dc8-8872-5734b925ae04', 'route': ['p3', 'e6', 'i8', 'x3', 'p1', 'c4']}
1769748047.141764,SENT,824fc042-1dca-4ff6-aceb-1e39c9a90196,ce4c70f5-11d3-4a47-bd09-5af3b5790e16,c3,c1,3393,?,p3,
1769748047.1419003,CREATED,8f12e125-0b4e-4b70-aa71-082aaae46ae8,0c99760c-97f3-4656-adb7-a854930abad5,c3,c1,27,?,?,surb={'id': '08cf866b-2c2d-4ad1-bb6c-fb7943be25d6', 'route': ['p1', 'e8', 'i11', 'x3', 'p3', 'c3']}
1769748047.2958417,SENT,e8202940-59c4-4cd3-96a6-b868d5ea67db,fc5ed839-8e46-4f61-aa13-ea5075abcd70,c3,c1,3380,?,p3,
1769748047.2960072,CREATED,64d2b529-32b7-4cac-b62b-4b3a443241a6,33914782-3057-4fe4-8f20-b1d4c903e2c9,c3,c1,27,?,?,surb={'id': 'fb19281c-b5e5-4955-9b03-5585e85946a5', 'route': ['p1', 'e8', 'i3', 'x8', 'p3', 'c3']}
1769748047.5234718,SENT,74f06320-2890-4135-9438-d87274a4a694,db46010b-e7fb-4ddd-b870-f998000f9d54,c3,c1,3361,?,p3,
1769748047.5236218,CREATED,979e0f58-ee20-4c69-b838-e585eaa520d8,33914782-3057-4fe4-8f20-b1d4c903e2c9,c3,c1,27,?,?,surb={'id': 'fb19281c-b5e5-4955-9b03-5585e85946a5', 'route': ['p1', 'e8', 'i3', 'x8', 'p3', 'c3']}
1769748047.5830312,RECEIVED,43263d68-d56e-43ea-bf76-c649ec27495b,db6e5527-e468-4320-b1f9-de30e47b6228,c4,c3,27,p3,?,surb={'id': '7d06602c-04b2-488f-ab21-bdbd9955c4bd', 'route': ['p3', 'e12', 'i9', 'x3', 'p1', 'c4']}
1769748047.7387648,SENT,3c26062d-dc8e-428d-81cd-99fb061abc66,4bc090c7-49ca-40dd-87cc-386a4a15092e,c3,c1,3377,?,p3,
1769748047.7389174,CREATED,51e74b9a-6fa5-44fe-bd84-f91bf6fd3743,6e20a01c-ec30-4a96-83da-807d22c32d39,c3,c1,27,?,?,surb={'id': 'd6ad3495-e5da-421b-8487-585724df2128', 'route': ['p1', 'e5', 'i3', 'x4', 'p3', 'c3']}
1769748048.1508195,SENT,3d05cb73-2dc0-4ab4-999f-d3a39aec0209,7873b7e9-6fdf-4e88-9f7b-079cb7a692c8,c3,c1,3387,?,p3,
1769748048.1509244,CREATED,3231d837-659e-4bc5-bde2-ca06ba644ad1,6e20a01c-ec30-4a96-83da-807d22c32d39,c3,c1,27,?,?,surb={'id': 'd6ad3495-e5da-421b-8487-585724df2128', 'route': ['p1', 'e5', 'i3', 'x4', 'p3', 'c3']}
1769748048.1957996,SENT,d06f9518-9f1a-488c-9a9b-7931a669f92a,7f176962-d356-46c8-86b9-53729e667cd2,c3,c1,3391,?,p3,
1769748048.1958985,CREATED,aced7326-1e57-4749-873b-ba0d4ba85d88,7b6f05e7-63fa-448b-af74-b71bd0a88e9f,c3,c1,27,?,?,surb={'id': '25daf6a9-a0e0-492c-b126-9dfcd9325ada', 'route': ['p1', 'e11', 'i4', 'x4', 'p3', 'c3']}
1769748048.4046917,RECEIVED,81bd781f-e6dc-4558-895d-e31d741608f4,0022cb35-7d3b-4552-8686-79e4023ee721,c4,c3,27,p3,?,surb={'id': '609da2c1-d3e2-4bb0-8338-4c5512e52744', 'route': ['p3', 'e10', 'i6', 'x11', 'p1', 'c4']}
1769748048.7465148,SENT,4396b19d-0ac5-4d68-9f02-3d69ee3cd048,81ec565a-d3e0-471e-8465-23c1ffd078d1,c3,c1,3384,?,p3,
1769748048.7466025,CREATED,2a87c369-0683-4273-906b-1a6fe3f88920,7b6f05e7-63fa-448b-af74-b71bd0a88e9f,c3,c1,27,?,?,surb={'id': '25daf6a9-a0e0-492c-b126-9dfcd9325ada', 'route': ['p1', 'e11', 'i4', 'x4', 'p3', 'c3']}
1769748048.7931957,RECEIVED,7071f818-8a0a-413e-9716-89d21e5a28e5,312655a4-2400-4728-97fa-f8a493e45015,c4,c3,27,p3,?,surb={'id': '6b6f7735-3247-439e-ac75-a08cbfd5cdb3', 'route': ['p3', 'e10', 'i2', 'x9', 'p1', 'c4']}
1769748049.2971637,SENT,df314345-4fe4-482b-87c6-9188146d112c,5bbe1d14-2080-46e1-bffc-b6970580a0d6,c3,c1,3380,?,p3,
1769748049.2973223,CREATED,8e0630ba-1e28-41d3-8b55-bd3fcc3166ab,aaa81097-3c97-4a1b-81f4-2206dfeae65b,c3,c1,26,?,?,surb={'id': 'f60eb2bb-7b36-46a7-98a0-ba1da7e34914', 'route': ['p1', 'e9', 'i2', 'x12', 'p3', 'c3']}
1769748049.3425248,SENT,826847f2-5ca3-42fe-89a8-9ca2723bc735,8e08d009-8bb5-489b-b6d3-f99afafbf1a0,c3,c1,3379,?,p3,
1769748049.342656,CREATED,2f025ee8-ca0c-42fe-a952-56c92af3e93d,aaa81097-3c97-4a1b-81f4-2206dfeae65b,c3,c1,26,?,?,surb={'id': 'f60eb2bb-7b36-46a7-98a0-ba1da7e34914', 'route': ['p1', 'e9', 'i2', 'x12', 'p3', 'c3']}
1769748049.3912516,RECEIVED,14896ef1-c300-493b-b937-56f92bf028a6,db6e5527-e468-4320-b1f9-de30e47b6228,c4,c3,27,p3,?,surb={'id': '7d06602c-04b2-488f-ab21-bdbd9955c4bd', 'route': ['p3', 'e12', 'i9', 'x3', 'p1', 'c4']}
1769748049.4348757,SENT,bedfc675-cc70-4f3e-b639-475f416c7ba7,ff19d596-6a5d-49b5-8374-8c46753e0510,c3,c1,3384,?,p3,
1769748049.43501,CREATED,2c0f2a40-758c-4d1a-8745-2e1b8a810854,b97f62fa-0699-4c04-acfa-a54d05c806aa,c3,c1,27,?,?,surb={'id': 'f6cefb30-0af7-427f-90c1-ae25aabe67a5', 'route': ['p1', 'e7', 'i1', 'x4', 'p3', 'c3']}
1769748049.6689003,RECEIVED,727cc20f-fa63-4c13-a020-83be078096f0,1e1a15de-58e0-4bb7-8a8e-754a0e25110d,c4,c3,27,p3,?,surb={'id': 'e3991481-7596-413f-9598-125c00e0e8f4', 'route': ['p3', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769748049.7158747,RECEIVED,d71ff431-5386-4d6d-8405-d6b44366c918,15362ed1-313b-4674-a8b5-8347b0ff0451,c4,c3,27,p3,?,surb={'id': 'c39534fd-07ca-4dc8-8872-5734b925ae04', 'route': ['p3', 'e6', 'i8', 'x3', 'p1', 'c4']}
1769748049.9466279,RECEIVED,270f957b-aa67-492b-afa1-029775718045,1a69156b-8449-46fb-b90d-192a6254395a,c4,c3,27,p3,?,surb={'id': '62b026dc-baa9-4e08-b3e9-85bfb01b53b0', 'route': ['p3', 'e11', 'i4', 'x2', 'p1', 'c4']}
1769748050.0240014,RECEIVED,1d049623-03eb-47f9-b0e4-ce1d4c8fda92,f7519b7d-e4f1-4f32-89d5-9fb0da8ed6fc,c4,c3,26,p3,?,surb={'id': '2e3aad6f-497c-474c-9296-5e04d0e8312e', 'route': ['p3', 'e10', 'i7', 'x2', 'p1', 'c4']}
1769748050.67701,RECEIVED,9c40875a-2468-4c1c-84d7-ce42847c2de9,800d4ba6-9a0b-4445-8177-275cfa7fd372,c4,c3,27,p3,?,surb={'id': 'ef5d37c8-b616-4b3f-b6d0-c43bf0db6df1', 'route': ['p3', 'e7', 'i5', 'x7', 'p1', 'c4']}
1769748050.7094944,SENT,a43ad0b0-e282-4d1b-bc6b-6c4988235382,bf3a7372-0e14-4e71-93b2-7aa917f85182,c3,c1,3360,?,p3,
1769748050.7096667,CREATED,edff95e7-f399-4c10-a7d6-f225b359fa76,b97f62fa-0699-4c04-acfa-a54d05c806aa,c3,c1,27,?,?,surb={'id': 'f6cefb30-0af7-427f-90c1-ae25aabe67a5', 'route': ['p1', 'e7', 'i1', 'x4', 'p3', 'c3']}
1769748050.750878,SENT,d4c18750-298d-4abc-a0d6-4bb45655eae1,0e76d95a-94ef-4e83-ad9d-c4f7e991b134,c3,c1,3360,?,p3,
1769748050.7510262,CREATED,bd3a6400-f2d8-44ca-a8a0-8b576f2bb2e7,a5f57698-e33d-44c2-a9e7-959f0bed43e1,c3,c1,27,?,?,surb={'id': 'e15b71f9-6653-4a3c-868f-52bf9b765dfc', 'route': ['p1', 'e6', 'i9', 'x11', 'p3', 'c3']}
1769748051.0236418,RECEIVED,92772c8c-c8af-4ac7-a5a0-6edced7a38ce,2e7181f8-4089-400b-b270-588641a588ea,c4,c3,27,p3,?,surb={'id': '052eab4c-ba37-42ea-8fa2-1a19625a94ff', 'route': ['p3', 'e3', 'i6', 'x3', 'p1', 'c4']}
1769748051.1784878,RECEIVED,2c50329e-f137-42fa-ac6c-a2462cb2bb7a,1e1a15de-58e0-4bb7-8a8e-754a0e25110d,c4,c3,27,p3,?,surb={'id': 'e3991481-7596-413f-9598-125c00e0e8f4', 'route': ['p3', 'e2', 'i10', 'x12', 'p1', 'c4']}
1769748051.3489697,RECEIVED,67fc0c19-7ee2-4993-ac80-19b731461266,f7519b7d-e4f1-4f32-89d5-9fb0da8ed6fc,c4,c3,26,p3,?,surb={'id': '2e3aad6f-497c-474c-9296-5e04d0e8312e', 'route': ['p3', 'e10', 'i7', 'x2', 'p1', 'c4']}
1769748051.5140054,SENT,f3a5e5e6-83ee-4351-a984-3b0c54b1de98,c664c69e-9da3-4a56-a728-a69b985050ef,c3,c1,3405,?,p3,
1769748051.5141814,CREATED,0a2cba01-806c-4ca3-82de-1f1e6e1ec08c,a5f57698-e33d-44c2-a9e7-959f0bed43e1,c3,c1,27,?,?,surb={'id': 'e15b71f9-6653-4a3c-868f-52bf9b765dfc', 'route': ['p1', 'e6', 'i9', 'x11', 'p3', 'c3']}
1769748051.8521733,SENT,60d0a25e-57a9-4dab-bd71-d6dc26ef690a,58e31776-e8e7-40b3-ba65-53f67312006c,c3,c1,3388,?,p3,
1769748051.8522346,CREATED,c4451311-1e8b-45f7-8c4a-261cb51c78eb,50242316-de81-4465-9947-9853d13c6727,c3,c1,27,?,?,surb={'id': '6b7932df-a5be-46b7-936f-36174f9653b2', 'route': ['p1', 'e10', 'i9', 'x1', 'p3', 'c3']}
1769748052.1187649,RECEIVED,8fbb17a2-bc41-474f-ba73-306075ff96c7,de2b945e-85b6-4e2d-8f25-d35391aa9ddb,c4,c3,26,p3,?,surb={'id': 'f9a61b45-83b0-4b96-89e2-f6345ec75937', 'route': ['p3', 'e4', 'i7', 'x8', 'p1', 'c4']}
1769748052.190313,RECEIVED,11434bfd-a21c-4913-8da1-ab0602f39305,800d4ba6-9a0b-4445-8177-275cfa7fd372,c4,c3,27,p3,?,surb={'id': 'ef5d37c8-b616-4b3f-b6d0-c43bf0db6df1', 'route': ['p3', 'e7', 'i5', 'x7', 'p1', 'c4']}
1769748052.3434312,RECEIVED,7f420efe-1cb4-400f-a8d5-7c269552b048,2e7181f8-4089-400b-b270-588641a588ea,c4,c3,27,p3,?,surb={'id': '052eab4c-ba37-42ea-8fa2-1a19625a94ff', 'route': ['p3', 'e3', 'i6', 'x3', 'p1', 'c4']}
1769748053.2370641,RECEIVED,4464b2c7-ae0c-40ee-967f-0d1970b3e37f,e7ac0ff7-0c67-413d-bffe-a38b34c0319d,c4,c3,26,p3,?,surb={'id': '9aa30542-2eb2-4f89-bb48-431e62dcb4d9', 'route': ['p3', 'e3', 'i12', 'x9', 'p1', 'c4']}
1769748053.5688815,SENT,4f49b5a7-5ce3-47aa-913c-5b2f64cca757,8289e545-ca30-4d1d-8712-03108e1d34ae,c3,c1,3395,?,p3,
1769748053.5690331,CREATED,97f67877-f0cd-4d94-82c4-90e13e9927d3,50242316-de81-4465-9947-9853d13c6727,c3,c1,27,?,?,surb={'id': '6b7932df-a5be-46b7-936f-36174f9653b2', 'route': ['p1', 'e10', 'i9', 'x1', 'p3', 'c3']}
1769748053.803736,SENT,696e1d80-dcc2-439d-98ab-b6392c21332f,28c974b1-d875-4a7b-a05d-b216d71143d8,c3,c1,3384,?,p3,
1769748053.8038871,CREATED,fece0554-31b0-4e4b-ba9b-1cc402e8cb06,ef0d5b4a-140c-47fb-893b-cb0d3aabf1cd,c3,c1,27,?,?,surb={'id': '7b0d342f-0c57-4a74-86a1-3a17888c329e', 'route': ['p1', 'e1', 'i5', 'x8', 'p3', 'c3']}
1769748053.859925,RECEIVED,9091a3af-32c0-496d-a1cc-be39e458f3f3,ec66c879-9e71-4282-9e7d-ddc9f34e9a07,c4,c3,27,p3,?,surb={'id': 'f50f0f37-cf32-4610-b52e-74f7be67f517', 'route': ['p3', 'e1', 'i7', 'x9', 'p1', 'c4']}
1769748053.909918,RECEIVED,bc4fa3c6-5605-45cb-89b4-40babbc95280,c49da003-266c-49b6-8683-861efdabac9e,c4,c3,27,p3,?,surb={'id': '6409359a-227f-46d3-9adc-54713ad4ac34', 'route': ['p3', 'e7', 'i8', 'x5', 'p1', 'c4']}
1769748053.955613,SENT,c6a0c66a-a5e5-42f7-9b6d-f072c277b14d,74c75454-36ea-4e4d-9d6e-2a9f7dba2624,c3,c1,3380,?,p3,
1769748053.9557736,CREATED,a4b5d00f-2001-4df9-bd64-db8f312001e4,ef0d5b4a-140c-47fb-893b-cb0d3aabf1cd,c3,c1,27,?,?,surb={'id': '7b0d342f-0c57-4a74-86a1-3a17888c329e', 'route': ['p1', 'e1', 'i5', 'x8', 'p3', 'c3']}
1769748054.0327728,RECEIVED,ba91f4ef-fe98-41f8-a2f4-796f52222ba7,de2b945e-85b6-4e2d-8f25-d35391aa9ddb,c4,c3,26,p3,?,surb={'id': 'f9a61b45-83b0-4b96-89e2-f6345ec75937', 'route': ['p3', 'e4', 'i7', 'x8', 'p1', 'c4']}
1769748054.0523999,SENT,128355a4-cdcb-465c-a79e-6d5199b11d7d,30c1f9cc-7371-4545-bb87-b5e2877f0e05,c3,c1,3363,?,p3,
1769748054.0529747,CREATED,b465e303-21d9-4f77-8737-ee9ae1684b9c,789433ab-fe13-43b9-b991-9b4f65780524,c3,c1,27,?,?,surb={'id': 'fa1cb9aa-85c9-4cfb-b33e-30c348ae39a9', 'route': ['p1', 'e9', 'i1', 'x12', 'p3', 'c3']}
1769748054.1653981,SENT,f541fe02-8b82-4022-9a56-a331a9bacabe,17fb9593-c35e-4218-9543-13d238c698fc,c3,c1,3367,?,p3,
1769748054.1654973,CREATED,5be0e82f-4f99-4da2-a134-94c8e180db7e,789433ab-fe13-43b9-b991-9b4f65780524,c3,c1,27,?,?,surb={'id': 'fa1cb9aa-85c9-4cfb-b33e-30c348ae39a9', 'route': ['p1', 'e9', 'i1', 'x12', 'p3', 'c3']}
1769748054.3633873,SENT,37c4eff4-eace-4075-b01a-3bce67b9f43d,ca682332-05b7-470d-93be-dc745a2d83be,c3,c1,3362,?,p3,
1769748054.363539,CREATED,e4502fb0-71be-41b1-82b3-4503af5a30f4,20bac3df-40f6-4438-830b-5da7ef25cb89,c3,c1,27,?,?,surb={'id': '22c46aa7-7ed3-4e03-afba-d47e0064c5a3', 'route': ['p1', 'e5', 'i2', 'x9', 'p3', 'c3']}
1769748054.6066048,SENT,9d421f40-966e-4a05-938f-f11096a2d369,8b3d0f30-1145-4e17-8e18-805eec614f47,c3,c1,3371,?,p3,
1769748054.6067529,CREATED,39ac74c5-a670-4c45-9b0d-bdb3b26adf6c,20bac3df-40f6-4438-830b-5da7ef25cb89,c3,c1,27,?,?,surb={'id': '22c46aa7-7ed3-4e03-afba-d47e0064c5a3', 'route': ['p1', 'e5', 'i2', 'x9', 'p3', 'c3']}
1769748054.6397026,SENT,eff3666f-8ea7-4014-ba15-7e59502500d4,5e80d0ec-5c2f-4014-9359-896e50e96596,c3,c1,3384,?,p3,
1769748054.6398568,CREATED,fc8345ba-2dff-4b02-a902-6abd97169794,138c9a07-1e57-482b-ae55-344a84443786,c3,c1,27,?,?,surb={'id': '39b66ba4-c310-46c7-b57c-ba9be4131a95', 'route': ['p1', 'e4', 'i9', 'x7', 'p3', 'c3']}
1769748054.760372,SENT,a6079bc4-9133-48a3-8ca6-c9252856966b,b7995246-3fa5-4997-86a1-b0f50124e92b,c3,c1,3384,?,p3,
1769748054.760548,CREATED,587a99b3-11ca-4c47-8f34-e145882c03b9,138c9a07-1e57-482b-ae55-344a84443786,c3,c1,27,?,?,surb={'id': '39b66ba4-c310-46c7-b57c-ba9be4131a95', 'route': ['p1', 'e4', 'i9', 'x7', 'p3', 'c3']}
1769748054.9493608,SENT,5082aad4-a58f-4e73-a6e0-770be5e02dae,75258e15-ec30-41bf-b760-637fa98e06a5,c3,c1,3368,?,p3,
1769748054.9495125,CREATED,35d9c382-ce04-4502-907b-28d987860d5a,75f814a1-53a2-413c-b5ab-0dca7a06d1d7,c3,c1,27,?,?,surb={'id': 'e7a02c75-1e9e-4ff5-85b8-41106c7c37fb', 'route': ['p1', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769748055.0026448,SENT,b2b038f2-1aa2-414d-bfbf-a4ddd76c1f6e,c408e269-2f86-4dfb-a01b-de230a3f1a36,c3,c1,3363,?,p3,
1769748055.002802,CREATED,124e4645-994a-4281-971e-b2d58fb39206,75f814a1-53a2-413c-b5ab-0dca7a06d1d7,c3,c1,27,?,?,surb={'id': 'e7a02c75-1e9e-4ff5-85b8-41106c7c37fb', 'route': ['p1', 'e4', 'i3', 'x2', 'p3', 'c3']}
1769748055.0773456,RECEIVED,47db4d35-51c6-4abf-a890-743ff1d78fa9,8d539f65-a2b4-49a8-97d7-7852cf557e90,c4,c3,26,p3,?,surb={'id': '7b8747f5-6ae1-4bae-82f9-54bcd7594e0b', 'route': ['p3', 'e9', 'i10', 'x4', 'p1', 'c4']}
1769748055.1145618,RECEIVED,3d2594aa-3621-4e16-bdd7-169be8d4e703,c49da003-266c-49b6-8683-861efdabac9e,c4,c3,27,p3,?,surb={'id': '6409359a-227f-46d3-9adc-54713ad4ac34', 'route': ['p3', 'e7', 'i8', 'x5', 'p1', 'c4']}
1769748055.2528603,SENT,2eb47771-527b-4a3a-996d-bca4ca4df5fa,b722a346-5a30-4904-8ead-c92bafe3062d,c3,c1,3372,?,p3,
1769748055.252992,CREATED,70ea96fe-7fcf-4e07-b9f8-2c5d939af2b9,0de72a01-a460-4ecb-820e-a1075e1bdb7a,c3,c1,27,?,?,surb={'id': '8c16fb12-2fe1-4186-a256-13daac7f7174', 'route': ['p1', 'e8', 'i5', 'x7', 'p3', 'c3']}
1769748055.3548405,SENT,3675f11d-7cc2-4572-b58b-1db4e1dfb77e,3d1b4c31-d0c4-46bd-b6bf-0039261d798c,c3,c1,3380,?,p3,
1769748055.3549714,CREATED,29e4e470-2318-4a2f-8ace-25f6d1f7e531,0de72a01-a460-4ecb-820e-a1075e1bdb7a,c3,c1,27,?,?,surb={'id': '8c16fb12-2fe1-4186-a256-13daac7f7174', 'route': ['p1', 'e8', 'i5', 'x7', 'p3', 'c3']}
1769748055.8500907,RECEIVED,ec485522-81d4-468e-b892-df17b1443735,1e6531dc-16b3-4f1f-8c6f-f5f8aeeecff8,c4,c3,27,p3,?,surb={'id': '95be4e4e-77c9-4d87-9bc4-a4548a43eedb', 'route': ['p3', 'e7', 'i12', 'x4', 'p1', 'c4']}
1769748056.1304154,SENT,39d52320-93f1-4ff4-aa60-403e85789bad,a8a9736f-fde4-49d2-b952-b09595e44747,c3,c1,3379,?,p3,
1769748056.1305602,CREATED,137a89c0-301d-4e9a-bc90-d1c201413aba,1628dba1-789e-4cb9-b26e-87062336d30d,c3,c1,27,?,?,surb={'id': '88133852-8ca8-40f7-9ec0-a39a5a4b39be', 'route': ['p1', 'e12', 'i3', 'x4', 'p3', 'c3']}
1769748056.6073747,SENT,52cf1648-cdb2-4fdc-ad5a-f7104af08e37,bb8b5495-4ac1-43d9-9d02-d84028214b5c,c3,c1,3400,?,p3,
1769748056.6074667,CREATED,3172ace9-f5e0-4229-a6c2-61289172a16d,1628dba1-789e-4cb9-b26e-87062336d30d,c3,c1,27,?,?,surb={'id': '88133852-8ca8-40f7-9ec0-a39a5a4b39be', 'route': ['p1', 'e12', 'i3', 'x4', 'p3', 'c3']}
1769748056.6156096,SENT,313ace10-05b3-41a3-82f2-924efe63aae2,721243c9-2739-4122-94f5-61c542a23c54,c3,c1,3375,?,p3,
1769748056.6157134,CREATED,f847c8d7-292d-4dfe-8588-6f6e9deeeadd,71bed2a6-894d-4593-a66b-a97120670e90,c3,c1,27,?,?,surb={'id': '348d9ce4-d57b-4569-98a7-975021836246', 'route': ['p1', 'e1', 'i4', 'x10', 'p3', 'c3']}
1769748056.6825488,RECEIVED,dbbb0a44-f83e-4fba-86eb-44aa4d7f543b,d51e65a2-a79c-48b7-801f-275589595624,c4,c3,27,p3,?,surb={'id': '77a1e01b-5e4d-4aa0-8e8d-65945e400492', 'route': ['p3', 'e6', 'i10', 'x5', 'p1', 'c4']}
1769748056.7464454,RECEIVED,a9448cdf-76e3-4796-a020-baf68a8acaad,301b6f95-4c3f-4773-a3d8-bf8757fc6eb4,c4,c3,27,p3,?,surb={'id': 'f19d6852-bee9-4f91-9c0a-5784bbfb7a3e', 'route': ['p3', 'e4', 'i4', 'x7', 'p1', 'c4']}
1769748056.9124818,RECEIVED,4907046b-0c38-42e1-876f-254378ebdcee,4766f639-835c-4601-a837-bd4c527d05f5,c4,c3,27,p3,?,surb={'id': '8378748c-f960-434a-a4c8-14d918c6a800', 'route': ['p3', 'e7', 'i6', 'x6', 'p1', 'c4']}
1769748056.931113,SENT,9a6f8633-3066-49ee-997e-ce023ad0e6d5,88a84e5a-b488-4353-9773-ac3df7646009,c3,c1,3393,?,p3,
1769748056.9312518,CREATED,159685ee-9984-4f46-93ca-c8a27a395553,71bed2a6-894d-4593-a66b-a97120670e90,c3,c1,27,?,?,surb={'id': '348d9ce4-d57b-4569-98a7-975021836246', 'route': ['p1', 'e1', 'i4', 'x10', 'p3', 'c3']}
1769748057.025678,RECEIVED,38152884-eb85-4e50-bf1b-b4297236df23,485774d9-7aab-4baa-85cd-1206db31e1dc,c4,c3,27,p3,?,surb={'id': 'e8da9b26-4a3b-42f2-b6ba-10a93a444097', 'route': ['p3', 'e7', 'i9', 'x7', 'p1', 'c4']}
1769748057.0391767,RECEIVED,3b826ee8-e35b-44b2-bf19-4237b19c7489,485774d9-7aab-4baa-85cd-1206db31e1dc,c4,c3,27,p3,?,surb={'id': 'e8da9b26-4a3b-42f2-b6ba-10a93a444097', 'route': ['p3', 'e7', 'i9', 'x7', 'p1', 'c4']}
1769748057.3708806,SENT,ae9c0012-5973-47f1-bbe1-4044dccafbe2,0230b7bc-8e7a-4954-b2ab-e89391d40139,c3,c1,3395,?,p3,
1769748057.3709595,CREATED,7ab7e6dc-20b3-4d9d-b783-894a4005348e,054f6851-7950-4d02-b887-3d0d37a99ffb,c3,c1,27,?,?,surb={'id': '02920e5c-7bbe-4ed7-b9a1-0e4180db7f75', 'route': ['p1', 'e9', 'i1', 'x7', 'p3', 'c3']}
1769748057.4541302,RECEIVED,9de6f224-e88c-45d7-930a-53319324a052,d51e65a2-a79c-48b7-801f-275589595624,c4,c3,27,p3,?,surb={'id': '77a1e01b-5e4d-4aa0-8e8d-65945e400492', 'route': ['p3', 'e6', 'i10', 'x5', 'p1', 'c4']}
1769748057.638445,SENT,3f5ea409-3c48-4152-853d-664b45e04780,6f8484f7-2b69-42fe-87c5-62505bb886fd,c3,c1,3364,?,p3,
1769748057.6385975,CREATED,ae6ae977-49ac-4824-b01f-bd24d67c3544,054f6851-7950-4d02-b887-3d0d37a99ffb,c3,c1,27,?,?,surb={'id': '02920e5c-7bbe-4ed7-b9a1-0e4180db7f75', 'route': ['p1', 'e9', 'i1', 'x7', 'p3', 'c3']}
1769748057.642611,RECEIVED,83f922b9-aa43-47e2-a5ea-4262e62207cb,63e7b7c4-f3e1-4657-9350-3c9b77e1da24,c4,c3,25,p3,?,surb={'id': '844b0b2b-8d28-49e2-ba86-3b5adc2fbc87', 'route': ['p3', 'e12', 'i8', 'x7', 'p1', 'c4']}
1769748057.912176,SENT,ae77cb30-2d6d-4b6e-82cc-df1ac5fa1957,ebb4a550-5e09-4445-bb4d-25408bf23633,c3,c1,3361,?,p3,
1769748057.9123268,CREATED,2bb63b84-19a6-4d17-91f4-9d747987ce9e,95fb3a96-48f2-4593-8f45-e32c5ba99a5a,c3,c1,27,?,?,surb={'id': '2804084e-c27a-4dbc-93bf-e7827cde1c02', 'route': ['p1', 'e7', 'i7', 'x5', 'p3', 'c3']}
1769748057.9483185,RECEIVED,78b283dd-b74e-4dd3-97f0-725efbd57e99,68506b42-5c5b-438a-8dbd-b06f20d55c06,c4,c3,27,p3,?,surb={'id': '99361c5b-4527-496a-a3ca-c4e21bd2f23f', 'route': ['p3', 'e7', 'i6', 'x7', 'p1', 'c4']}
1769748058.6314054,RECEIVED,f99d031a-9ec2-4ef9-b6dd-344e2fc81ab9,1e6531dc-16b3-4f1f-8c6f-f5f8aeeecff8,c4,c3,27,p3,?,surb={'id': '95be4e4e-77c9-4d87-9bc4-a4548a43eedb', 'route': ['p3', 'e7', 'i12', 'x4', 'p1', 'c4']}
1769748058.7423358,RECEIVED,318efdcf-1a0e-43a3-8b64-a95c75537dd6,4766f639-835c-4601-a837-bd4c527d05f5,c4,c3,27,p3,?,surb={'id': '8378748c-f960-434a-a4c8-14d918c6a800', 'route': ['p3', 'e7', 'i6', 'x6', 'p1', 'c4']}
