timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769748162.2102323,RECEIVED,44ead712-8223-4bc9-a6c7-a1ab95eddffc,8ddbd6e4-e818-4436-aa56-076bd080388b,c4,c3,27,p3,?,surb={'id': '1eb40d8a-8ace-4234-8c50-d9fb1076c168', 'route': ['p3', 'e11', 'i1', 'x4', 'p1', 'c4']}
1769748162.3858979,RECEIVED,b2fc9d9f-4cee-4fe9-8e84-246b30821394,4c64364f-23a6-49c1-a014-fe2d31f71c0e,c4,c3,27,p3,?,surb={'id': '0539a690-7396-4b37-8794-1abae7efa153', 'route': ['p3', 'e6', 'i8', 'x2', 'p1', 'c4']}
1769748162.535428,SENT,819bedae-b7c1-4cdd-818d-2ffdb976540d,f0924309-c506-425a-ac02-4eb573416e06,c3,c1,3400,?,p3,
1769748162.535582,CREATED,34216821-058d-459b-8e85-646fcb35c529,6dcaedd9-0603-4172-8ca2-b982bdb2cbfa,c3,c1,27,?,?,surb={'id': '0ab482fc-6996-4a6f-b7ec-ab78713e0be2', 'route': ['p1', 'e9', 'i4', 'x12', 'p3', 'c3']}
1769748162.7012393,RECEIVED,73b379aa-5a77-4d85-8cec-37193a0ea1d0,79faef06-22fe-43f5-9673-1a150998893f,c4,c3,27,p3,?,surb={'id': '3f704d7c-9144-4c8d-9cbe-fee4ed159f11', 'route': ['p3', 'e11', 'i10', 'x5', 'p1', 'c4']}
1769748162.8325844,SENT,4a7bc965-a161-4821-af8f-91e3a6b82ed2,884c2240-d863-44a8-9cd2-4c89550433b6,c3,c1,3385,?,p3,
1769748162.8327768,CREATED,d6ea5e21-f41e-41a7-a5e7-4019cd2853e1,ee80d9a7-3d35-44bf-a586-32271374b276,c3,c1,27,?,?,surb={'id': '33cadeff-a0e9-40fc-a047-587f7d99558c', 'route': ['p1', 'e2', 'i11', 'x9', 'p3', 'c3']}
1769748163.9143832,RECEIVED,217db100-8c55-4381-bc9d-e335833c82ce,dd5feb8d-06e5-4f16-b21e-b6a9ce23e900,c4,c3,27,p3,?,surb={'id': '9dddcbb3-9739-4919-b753-c7dcec4a8b9d', 'route': ['p3', 'e8', 'i2', 'x9', 'p1', 'c4']}
1769748164.4697912,RECEIVED,fdd6d20b-3f8c-4c73-898a-2fe677909d5d,7845c8bf-2d81-486c-a9d1-8f52930a61cc,c4,c3,27,p3,?,surb={'id': 'd49a2765-e6e9-4c2e-9375-71591237b418', 'route': ['p3', 'e10', 'i7', 'x4', 'p1', 'c4']}
1769748165.1091392,RECEIVED,3da999b8-17b0-4edb-b907-82bdfe051ef0,fd25ea80-63c6-4627-8717-b0b9d35ce52a,c4,c3,27,p3,?,surb={'id': 'd0d6a37a-3bb8-4519-941b-af282e4e37ab', 'route': ['p3', 'e5', 'i5', 'x2', 'p1', 'c4']}
1769748165.1303275,RECEIVED,a5561a2e-6f06-4c78-94a7-5030a171a8bb,dd5feb8d-06e5-4f16-b21e-b6a9ce23e900,c4,c3,27,p3,?,surb={'id': '9dddcbb3-9739-4919-b753-c7dcec4a8b9d', 'route': ['p3', 'e8', 'i2', 'x9', 'p1', 'c4']}
1769748165.3763506,SENT,2ddc41a9-452e-44a1-848a-cbd0c4725e96,9aa4c283-766d-4bb3-9f75-09bea45ddbec,c3,c1,3387,?,p3,
1769748165.3764856,CREATED,d887c452-359f-4c2a-ba34-757a99ac6682,ee80d9a7-3d35-44bf-a586-32271374b276,c3,c1,27,?,?,surb={'id': '33cadeff-a0e9-40fc-a047-587f7d99558c', 'route': ['p1', 'e2', 'i11', 'x9', 'p3', 'c3']}
1769748165.4733052,SENT,2cacd063-d802-4375-9d5b-e1237d2aa9b2,f7555b86-7a02-45cd-a22a-ca4980946b4e,c3,c1,3381,?,p3,
1769748165.473444,CREATED,b69f799b-8a4f-4247-9d59-d99e87cb5e96,46b1a041-8c8b-4476-a275-d2394f831c56,c3,c1,26,?,?,surb={'id': '7bea7b2b-e042-466e-b284-5a2dd5253763', 'route': ['p1', 'e5', 'i1', 'x7', 'p3', 'c3']}
1769748165.490311,SENT,74367ff8-5e84-478f-b704-8067a948df69,edd7797f-b2cd-430b-94ac-b8a14671f171,c3,c1,3375,?,p3,
1769748165.4904451,CREATED,10fcd677-3586-4e57-851a-858b0ee5b47a,46b1a041-8c8b-4476-a275-d2394f831c56,c3,c1,26,?,?,surb={'id': '7bea7b2b-e042-466e-b284-5a2dd5253763', 'route': ['p1', 'e5', 'i1', 'x7', 'p3', 'c3']}
1769748165.660915,SENT,5c02d4a9-0121-4377-ada7-d56dad411a0a,75b9b4e4-e9d4-4e32-82c6-2f24f15d0376,c3,c1,3399,?,p3,
1769748165.6610887,CREATED,1c912f0e-3300-4221-bc07-e1f1ef619e44,067cfab2-0c12-4c76-ae2f-8892438822e8,c3,c1,27,?,?,surb={'id': 'a42e7223-c58b-4176-8a8d-e0c4b4fada13', 'route': ['p1', 'e3', 'i8', 'x2', 'p3', 'c3']}
1769748165.671794,RECEIVED,3a43b134-865b-4205-b6ea-8f2159d24bfe,fd25ea80-63c6-4627-8717-b0b9d35ce52a,c4,c3,27,p3,?,surb={'id': 'd0d6a37a-3bb8-4519-941b-af282e4e37ab', 'route': ['p3', 'e5', 'i5', 'x2', 'p1', 'c4']}
1769748166.3047805,SENT,01ba415e-99c0-47a6-9814-a826c51ca8bc,158c19e2-11c0-4382-943f-c674d929e2bb,c3,c1,3389,?,p3,
1769748166.304912,CREATED,178c1f7c-82dc-455b-9480-0315edcf7daa,067cfab2-0c12-4c76-ae2f-8892438822e8,c3,c1,27,?,?,surb={'id': 'a42e7223-c58b-4176-8a8d-e0c4b4fada13', 'route': ['p1', 'e3', 'i8', 'x2', 'p3', 'c3']}
1769748166.3169544,SENT,569cba31-8112-447e-994c-631dfdce06b6,eef73b5d-b422-40cf-8e07-21b1ab48c094,c3,c1,3396,?,p3,
1769748166.3172412,CREATED,4486c838-b17f-4c47-b0f3-c03525abd579,56d2ec2b-aab9-42f6-a9a0-f8b5cd1c92f0,c3,c1,27,?,?,surb={'id': '2e631df5-2ad7-448a-b7a0-74f4aee4e5f5', 'route': ['p1', 'e10', 'i10', 'x8', 'p3', 'c3']}
1769748166.5559056,SENT,90ca894b-cde5-49cb-9ca6-b1631862478c,dcd6c966-fc29-4113-9cbb-0848d64cd059,c3,c1,3388,?,p3,
1769748166.5563645,CREATED,a77d1bfe-5a92-4b55-bae1-4ed440b1bbb6,56d2ec2b-aab9-42f6-a9a0-f8b5cd1c92f0,c3,c1,27,?,?,surb={'id': '2e631df5-2ad7-448a-b7a0-74f4aee4e5f5', 'route': ['p1', 'e10', 'i10', 'x8', 'p3', 'c3']}
1769748166.909103,SENT,fc14ae4e-71c6-45a3-bc3f-abf06e9b5fd2,35907cd9-37b6-4584-a545-6c7d2771a770,c3,c1,3380,?,p3,
1769748166.9092407,CREATED,09a50f6f-7115-4193-b71b-ace131bbdfe1,5e9ab7c6-6f29-4cba-aa53-3f037a8ac463,c3,c1,27,?,?,surb={'id': 'fa4208c2-1ca4-4039-af6b-48b6e87e4ed2', 'route': ['p1', 'e8', 'i12', 'x1', 'p3', 'c3']}
1769748166.9384885,SENT,7c150261-3b8e-4796-834e-24580e052ab8,09a80080-890f-49af-a58b-10231c196b50,c3,c1,3364,?,p3,
1769748166.9386356,CREATED,5d55cc36-b775-4718-9932-7c8d479b2aef,5e9ab7c6-6f29-4cba-aa53-3f037a8ac463,c3,c1,27,?,?,surb={'id': 'fa4208c2-1ca4-4039-af6b-48b6e87e4ed2', 'route': ['p1', 'e8', 'i12', 'x1', 'p3', 'c3']}
1769748167.1478984,RECEIVED,441c8983-8937-4562-b563-f032c77430f0,cae72f0b-ab62-4b52-9a3e-cb40c662dfeb,c4,c3,27,p3,?,surb={'id': '19196343-c6bc-48ab-ac25-303f95ea4626', 'route': ['p3', 'e9', 'i12', 'x1', 'p1', 'c4']}
1769748167.4806283,SENT,cd3e57d7-8b22-46fd-8d3d-64c4f52d6c8b,46f3da2a-c006-4fe8-95e0-2c0ec3326476,c3,c1,3356,?,p3,
1769748167.4807642,CREATED,60145277-77df-4db4-98a7-a2524deacab1,36ce2c16-a309-495e-ad4a-93941359b341,c3,c1,25,?,?,surb={'id': '1e330303-0cb9-4411-bf47-06f342b78144', 'route': ['p1', 'e9', 'i3', 'x4', 'p3', 'c3']}
1769748167.761191,SENT,df499cba-1d64-4deb-9c90-ba07ffffdd11,29d6077e-dcb1-4411-8140-f98f478b3996,c3,c1,3361,?,p3,
1769748167.7613358,CREATED,dcfc165d-eac8-4b00-9a28-feb526d52263,36ce2c16-a309-495e-ad4a-93941359b341,c3,c1,25,?,?,surb={'id': '1e330303-0cb9-4411-bf47-06f342b78144', 'route': ['p1', 'e9', 'i3', 'x4', 'p3', 'c3']}
1769748167.8568473,SENT,5f5a87fb-10fa-4473-87fb-b5e847f72ab5,34241921-13f0-44c4-9beb-40bb06970399,c3,c1,3375,?,p3,
1769748167.8569865,CREATED,e16287c7-76df-4452-aae9-1ec2325c1537,6dd8af27-a945-4660-933c-df5007d23d54,c3,c1,27,?,?,surb={'id': '46143e7a-7538-4863-9f6f-60da797f9761', 'route': ['p1', 'e11', 'i8', 'x11', 'p3', 'c3']}
1769748168.268499,SENT,548e778c-1267-4ca2-b8a7-c66e1c8e47cd,4943d1ab-45d0-401f-acc0-063695fb0409,c3,c1,3393,?,p3,
1769748168.2686322,CREATED,bf4c320c-72aa-41ba-adc0-488c0a6a0cfa,6dd8af27-a945-4660-933c-df5007d23d54,c3,c1,27,?,?,surb={'id': '46143e7a-7538-4863-9f6f-60da797f9761', 'route': ['p1', 'e11', 'i8', 'x11', 'p3', 'c3']}
1769748168.6552308,RECEIVED,8ce4b375-3b98-4489-8b7f-04e009397099,63ea50b5-5ad2-4bb4-81c3-189f200af028,c4,c3,27,p3,?,surb={'id': '22b1cb40-2beb-4bdb-bf16-efa581fd70a2', 'route': ['p3', 'e5', 'i3', 'x8', 'p1', 'c4']}
1769748168.7342682,RECEIVED,6603c530-fdb7-466a-8b52-2bba4d7693ce,e74c17db-237f-48c6-a92e-00316fdeeaca,c4,c3,27,p3,?,surb={'id': 'ffa50575-d462-4268-b735-0632b24835a9', 'route': ['p3', 'e8', 'i8', 'x12', 'p1', 'c4']}
1769748168.8056877,SENT,fa2c94a7-8537-437a-8ac0-9a0158155d6a,5118b984-23d6-4e3c-b93b-0ac292d8dfce,c3,c1,3391,?,p3,
1769748168.8058357,CREATED,b1edd029-8e8c-4df5-ac22-be5dee5d87e6,109b21fd-97bf-4037-920b-ba9750406c0d,c3,c1,27,?,?,surb={'id': '7aa3d44f-9155-4b4e-82fd-956af00fba6b', 'route': ['p1', 'e5', 'i12', 'x1', 'p3', 'c3']}
1769748168.8276718,SENT,f0ed9dcf-5fa3-45c3-adb8-9b0b76cf781b,e71fa989-4207-4fe7-8935-afc360095677,c3,c1,3375,?,p3,
1769748168.8278217,CREATED,465b8f49-f82e-4c1a-8361-2017ed29d824,109b21fd-97bf-4037-920b-ba9750406c0d,c3,c1,27,?,?,surb={'id': '7aa3d44f-9155-4b4e-82fd-956af00fba6b', 'route': ['p1', 'e5', 'i12', 'x1', 'p3', 'c3']}
1769748168.8870997,SENT,62960577-70cf-4b6a-9509-663835b9cc28,036498a5-a604-4f30-a703-c05fdb3bb023,c3,c1,3375,?,p3,
1769748168.8872437,CREATED,e2f92654-dc85-40a7-96c1-bb2c664633a4,b155a843-f0c7-4ce2-a5de-5b46637dc27f,c3,c1,27,?,?,surb={'id': '60de8efa-4136-40d3-b516-b0f8611fe466', 'route': ['p1', 'e4', 'i3', 'x4', 'p3', 'c3']}
1769748168.968856,RECEIVED,ada75e62-f81e-4726-8a85-385d657b7b47,e4677a65-b2ed-4310-8a9a-43a09831fbef,c4,c3,27,p3,?,surb={'id': 'a52c66e0-202c-438b-84ae-2ea7cf087288', 'route': ['p3', 'e4', 'i12', 'x8', 'p1', 'c4']}
1769748169.0386627,RECEIVED,7789347c-6f27-4c72-afe0-7f4cb7c2e8ea,e74c17db-237f-48c6-a92e-00316fdeeaca,c4,c3,27,p3,?,surb={'id': 'ffa50575-d462-4268-b735-0632b24835a9', 'route': ['p3', 'e8', 'i8', 'x12', 'p1', 'c4']}
1769748169.0528276,RECEIVED,642e19ca-fc2c-4e66-a1c0-1e31bc0d90d5,0fe71003-9dc4-43a4-864b-2ca49e14db82,c4,c3,27,p3,?,surb={'id': '7a49d36c-ab7a-4874-9359-116c5e6c4cf8', 'route': ['p3', 'e8', 'i10', 'x3', 'p1', 'c4']}
1769748169.150188,SENT,ee333549-8e51-4a50-ae95-846afd156c0f,14128042-61b0-4df1-b319-891dc155e905,c3,c1,3399,?,p3,
1769748169.1503391,CREATED,6bd9fab9-5c50-47d4-9b2c-b987cb0be81f,b155a843-f0c7-4ce2-a5de-5b46637dc27f,c3,c1,27,?,?,surb={'id': '60de8efa-4136-40d3-b516-b0f8611fe466', 'route': ['p1', 'e4', 'i3', 'x4', 'p3', 'c3']}
1769748169.1841936,RECEIVED,ee2c9998-c6da-408b-a584-54ba93f4e4ce,0fe71003-9dc4-43a4-864b-2ca49e14db82,c4,c3,27,p3,?,surb={'id': '7a49d36c-ab7a-4874-9359-116c5e6c4cf8', 'route': ['p3', 'e8', 'i10', 'x3', 'p1', 'c4']}
1769748169.676675,RECEIVED,cb452bb0-b4e4-4cf1-b706-77a63a0796e7,e4677a65-b2ed-4310-8a9a-43a09831fbef,c4,c3,27,p3,?,surb={'id': 'a52c66e0-202c-438b-84ae-2ea7cf087288', 'route': ['p3', 'e4', 'i12', 'x8', 'p1', 'c4']}
1769748170.342794,SENT,94f44b74-de1c-40ef-8c8f-cdba45636293,a7b1f48b-cc93-42c2-8c8a-7816251fccf3,c3,c1,3379,?,p3,
1769748170.3429418,CREATED,c5dd7569-7809-4c51-b76a-af1cc696a102,f71110a8-703e-4ce8-95f7-62266d901f0e,c3,c1,27,?,?,surb={'id': '948761b3-f5b7-483b-a449-9011e1e35292', 'route': ['p1', 'e2', 'i2', 'x2', 'p3', 'c3']}
1769748170.4577866,SENT,34fc7385-312f-4e6c-8b0c-fd37a96282fd,ec7589ef-dd1d-46a6-ad0b-21e170d336ee,c3,c1,3383,?,p3,
1769748170.4579346,CREATED,0297e543-4002-49fa-a517-20552612ee0e,f71110a8-703e-4ce8-95f7-62266d901f0e,c3,c1,27,?,?,surb={'id': '948761b3-f5b7-483b-a449-9011e1e35292', 'route': ['p1', 'e2', 'i2', 'x2', 'p3', 'c3']}
1769748170.4747658,SENT,01e6d7fd-afce-4279-8235-34d062dc2c00,45b8811f-5d57-4798-9ced-e00f5f7958c1,c3,c1,3359,?,p3,
1769748170.4750783,CREATED,980e9387-91b6-4b03-b872-fe5c2d49d719,dc72f582-a8b3-4ec9-9083-e15d258d6b07,c3,c1,27,?,?,surb={'id': 'f74d7456-a304-4cad-8e48-cb2772088856', 'route': ['p1', 'e7', 'i7', 'x1', 'p3', 'c3']}
1769748170.6987128,SENT,fca027dd-f56b-4709-b566-90db6f4d516c,226083d1-865c-4fcd-9956-bd18459bbdf8,c3,c1,3384,?,p3,
1769748170.6988204,CREATED,4db31a9b-c5cf-4554-a054-e2de0c48b441,dc72f582-a8b3-4ec9-9083-e15d258d6b07,c3,c1,27,?,?,surb={'id': 'f74d7456-a304-4cad-8e48-cb2772088856', 'route': ['p1', 'e7', 'i7', 'x1', 'p3', 'c3']}
1769748170.8577435,RECEIVED,8b8cdaa0-7f8b-4de8-a8c7-fc16a8287738,42e40b17-1ab9-450a-b934-75ba984bd765,c4,c3,27,p3,?,surb={'id': 'aaf3ebb1-4db0-4056-ac1f-7afd94923eeb', 'route': ['p3', 'e12', 'i4', 'x7', 'p1', 'c4']}
1769748171.1108024,SENT,51510ad8-c0f9-41fb-917c-e83a8c16ee84,b655aff7-d70d-466a-a3bf-86f32d379634,c3,c1,3364,?,p3,
1769748171.1109493,CREATED,29c2841a-9777-4d57-bf74-74db3a32a3ec,9b910263-7e3f-4037-ac0c-917bcd328ae3,c3,c1,26,?,?,surb={'id': 'd0e0640f-ae34-45a0-901d-05cc210f4a7a', 'route': ['p1', 'e4', 'i9', 'x2', 'p3', 'c3']}
1769748171.2560031,SENT,7f4e92c7-800f-4e66-bec3-52bfbb17bf7d,57faa4e7-0a06-423c-9d16-e1c5c08b9e91,c3,c1,3362,?,p3,
1769748171.2565386,CREATED,3efd9d8d-3acb-4c11-ba01-da6f57231de9,9b910263-7e3f-4037-ac0c-917bcd328ae3,c3,c1,26,?,?,surb={'id': 'd0e0640f-ae34-45a0-901d-05cc210f4a7a', 'route': ['p1', 'e4', 'i9', 'x2', 'p3', 'c3']}
1769748171.9674687,RECEIVED,67041e4c-1f61-4ae7-94f1-f2e4488ce098,0ddbc4cd-01e6-4e2a-a3a2-e0d0bee986f9,c4,c3,27,p3,?,surb={'id': '5a44430d-11da-4049-8565-007be79282e5', 'route': ['p3', 'e12', 'i8', 'x7', 'p1', 'c4']}
1769748172.1316519,SENT,76d43ee7-7704-4e36-8a43-8b6bf2cdedb9,4a854340-9a43-4f80-9d52-a8f02b1f6e9e,c3,c1,3380,?,p3,
1769748172.1318073,CREATED,4ccc6fc3-f8fa-4d47-86b4-de3b072bd076,2048310b-fadc-4f69-9177-91eb279991d8,c3,c1,27,?,?,surb={'id': '86af45d8-92eb-492b-a5d2-a6e86d77116d', 'route': ['p1', 'e8', 'i4', 'x4', 'p3', 'c3']}
1769748172.279232,SENT,cd131645-4b76-473d-ac49-cebf4132ae42,8ff72263-ac0f-4f23-aed5-68867ede6d66,c3,c1,3382,?,p3,
1769748172.2793658,CREATED,bae2f22e-472d-4acc-9bc8-2170d77377e8,2048310b-fadc-4f69-9177-91eb279991d8,c3,c1,27,?,?,surb={'id': '86af45d8-92eb-492b-a5d2-a6e86d77116d', 'route': ['p1', 'e8', 'i4', 'x4', 'p3', 'c3']}
1769748172.5202174,RECEIVED,98a1aafa-0407-40cb-b169-cc99e942dd27,0ddbc4cd-01e6-4e2a-a3a2-e0d0bee986f9,c4,c3,27,p3,?,surb={'id': '5a44430d-11da-4049-8565-007be79282e5', 'route': ['p3', 'e12', 'i8', 'x7', 'p1', 'c4']}
1769748173.4597466,SENT,e9e73940-4c45-4064-ad71-49f629674ec8,410c0175-a26f-4593-9697-e8663511abfb,c3,c1,3381,?,p3,
1769748173.459898,CREATED,b437a9c4-51ef-4f07-ba23-84ac52ffcb60,0a65a418-118e-4ed4-8367-b3e7264f444a,c3,c1,27,?,?,surb={'id': '85ce494d-56a4-46e4-a355-3893de302156', 'route': ['p1', 'e8', 'i5', 'x11', 'p3', 'c3']}
1769748173.4874299,RECEIVED,e503e54d-2b22-4a06-925d-b353630698b2,8f5e359e-24a6-40ed-a7d9-b7c3916ee9b4,c4,c3,27,p3,?,surb={'id': '1147317c-33b0-47e5-9b12-157018319818', 'route': ['p3', 'e11', 'i10', 'x2', 'p1', 'c4']}
1769748173.7228048,SENT,643a1f58-15fb-415e-bf1e-9a8e41f9bcf3,239e71ed-1088-4b4d-b14d-053496af6fc4,c3,c1,3380,?,p3,
1769748173.7229626,CREATED,2596eb71-a0b4-4840-975d-40c30d46c8c4,0a65a418-118e-4ed4-8367-b3e7264f444a,c3,c1,27,?,?,surb={'id': '85ce494d-56a4-46e4-a355-3893de302156', 'route': ['p1', 'e8', 'i5', 'x11', 'p3', 'c3']}
1769748173.767078,SENT,ae945cba-b856-40a9-a096-cb922fbbe95d,bea60134-1a30-4aed-a8b8-6df6ae82ebb5,c3,c1,3360,?,p3,
1769748173.7672355,CREATED,f30c7cec-1c14-46a6-aaf1-3c73d9c8f280,8dd1bbec-84f0-42f2-a318-451eeda44826,c3,c1,27,?,?,surb={'id': '7d437afe-da5d-4841-80e7-a39630eee78c', 'route': ['p1', 'e7', 'i4', 'x12', 'p3', 'c3']}
1769748173.9654338,SENT,7591ccb0-ba76-49c4-9a57-28eeb3d5ea4b,b49c091c-3473-4f4b-bb34-100a1254e657,c3,c1,3364,?,p3,
1769748173.9655352,CREATED,ee6f3f1e-3fc7-4b74-a544-a27640ec1a28,8dd1bbec-84f0-42f2-a318-451eeda44826,c3,c1,27,?,?,surb={'id': '7d437afe-da5d-4841-80e7-a39630eee78c', 'route': ['p1', 'e7', 'i4', 'x12', 'p3', 'c3']}
1769748174.1385462,SENT,4d8618b6-51f8-4c4d-bc20-2a23f2d4b7d3,fc5a63dd-1139-4e85-9348-52c9277c9460,c3,c1,3399,?,p3,
1769748174.1387131,CREATED,98d222a1-f2dd-49ab-98e4-04b16f3ba7c7,a8316e82-9d93-4a49-b3d3-b6aed76e5ac1,c3,c1,27,?,?,surb={'id': '4bf87b41-1469-427e-b89b-e90341a2db7f', 'route': ['p1', 'e4', 'i4', 'x10', 'p3', 'c3']}
1769748174.205873,SENT,6da710c7-607c-429f-a35c-dd82810dcb26,1d952e24-ceb1-49b8-92d6-cc81a0752d9c,c3,c1,3399,?,p3,
1769748174.2060254,CREATED,d8bf8f4a-a01a-4cc8-9674-c02dd31ef58f,a8316e82-9d93-4a49-b3d3-b6aed76e5ac1,c3,c1,27,?,?,surb={'id': '4bf87b41-1469-427e-b89b-e90341a2db7f', 'route': ['p1', 'e4', 'i4', 'x10', 'p3', 'c3']}
1769748174.530132,RECEIVED,bb9c14a6-7166-4fea-bc66-abf8d3dc81d0,9ce7c378-2896-4c04-99a6-94b227035027,c4,c3,26,p3,?,surb={'id': '3a0308b3-8513-4b94-912c-5c7dc84540ba', 'route': ['p3', 'e5', 'i10', 'x10', 'p1', 'c4']}
1769748174.8265014,RECEIVED,83ef8640-6484-48db-8902-4172fb871310,96b0b237-fbf3-4e52-a75f-4d9c0e48e0c7,c4,c3,26,p3,?,surb={'id': '81a897f1-9a61-4190-8ade-f24f81d3a53b', 'route': ['p3', 'e3', 'i11', 'x1', 'p1', 'c4']}
1769748174.8856292,RECEIVED,9b8a70e7-1791-4a00-9ecb-56013c0edfbe,9e8cb515-d80b-4df1-b17e-c83ed3fd4f9a,c4,c3,27,p3,?,surb={'id': 'd889266d-30ca-4bff-9fad-b5b1d0d00ee3', 'route': ['p3', 'e9', 'i6', 'x3', 'p1', 'c4']}
1769748175.0453863,RECEIVED,59e77986-3ae2-4505-b119-869775229c80,997686df-cedb-4a90-b641-412d4d7ab581,c4,c3,27,p3,?,surb={'id': 'c7bf3461-82d2-4b58-a984-3f680554365e', 'route': ['p3', 'e10', 'i9', 'x1', 'p1', 'c4']}
1769748175.264633,SENT,615c927c-8d8e-414c-a571-e8dafb6c8ced,48894e43-f51e-48f4-84a6-196f3d4920cf,c3,c1,3395,?,p3,
1769748175.2647667,CREATED,38728c47-04c3-49e2-b063-2f6f9246dd1c,95b74c91-20b6-4153-b824-14e677b9c344,c3,c1,27,?,?,surb={'id': '35493165-59d7-444e-aba0-e7c64b574f60', 'route': ['p1', 'e12', 'i7', 'x10', 'p3', 'c3']}
1769748175.3787246,RECEIVED,393540eb-0253-4668-bed8-2d87b83190d1,d39b55b4-9b3f-42f9-8f29-7c93398864c9,c4,c3,27,p3,?,surb={'id': 'a27fda2c-6807-42fd-8540-91b5d1a4e79f', 'route': ['p3', 'e1', 'i10', 'x11', 'p1', 'c4']}
1769748176.0982072,SENT,55130f5b-efb6-4138-a846-a7df67fcd6b3,27c52985-f3b2-4bd1-a8b0-f708ec92b453,c3,c1,3388,?,p3,
1769748176.0983078,CREATED,8f382959-23da-4640-a7e2-91783c185003,95b74c91-20b6-4153-b824-14e677b9c344,c3,c1,27,?,?,surb={'id': '35493165-59d7-444e-aba0-e7c64b574f60', 'route': ['p1', 'e12', 'i7', 'x10', 'p3', 'c3']}
1769748176.3085718,RECEIVED,c032a8fb-bc6d-40de-adfb-b693b1e88fc6,bcc27586-1cca-47eb-b086-e9e988d846ab,c4,c3,27,p3,?,surb={'id': 'f0deedae-9c12-4cb3-b524-ee6a557f2a7c', 'route': ['p3', 'e7', 'i1', 'x10', 'p1', 'c4']}
1769748176.7587776,RECEIVED,c386295a-e78c-4d98-b079-065a7afcb4c6,d39b55b4-9b3f-42f9-8f29-7c93398864c9,c4,c3,27,p3,?,surb={'id': 'a27fda2c-6807-42fd-8540-91b5d1a4e79f', 'route': ['p3', 'e1', 'i10', 'x11', 'p1', 'c4']}
1769748176.9148989,SENT,1b775522-9100-499c-9355-541a0a2cc671,6965c208-d2f8-45fd-9c89-96ef8f5a68a1,c3,c1,3366,?,p3,
1769748176.9150753,CREATED,0754c56a-5852-4fe7-b1ae-8029321ad758,ed20b5e6-db47-4a7d-9cf9-6f0e75310f6c,c3,c1,27,?,?,surb={'id': '5ed7cc64-11f8-4d70-a388-c6a4df5a6b67', 'route': ['p1', 'e6', 'i3', 'x5', 'p3', 'c3']}
1769748177.0116606,SENT,5138c39d-01d9-4d7a-ba16-4f610c1f81be,15d0ff66-12b1-4d0b-96fb-03e94aa20e2c,c3,c1,3379,?,p3,
1769748177.0118122,CREATED,bd3aa71d-2059-4188-95f5-65161c37e851,ed20b5e6-db47-4a7d-9cf9-6f0e75310f6c,c3,c1,27,?,?,surb={'id': '5ed7cc64-11f8-4d70-a388-c6a4df5a6b67', 'route': ['p1', 'e6', 'i3', 'x5', 'p3', 'c3']}
1769748177.2082708,RECEIVED,71bddc75-9a9c-4d0f-a447-0487c79a5a9d,28281995-3520-48dc-babc-be512b151927,c4,c3,27,p3,?,surb={'id': 'd3d18147-443f-4f9f-89c7-4baef4ac8172', 'route': ['p3', 'e7', 'i8', 'x2', 'p1', 'c4']}
1769748177.2153301,SENT,9d913032-6cc8-49f4-880d-8dd4f46fd719,d4f41aa5-d282-4c5d-8440-63ca10e29d77,c3,c1,3383,?,p3,
1769748177.2154825,CREATED,03b7fac1-fea2-45bc-be77-82cfacb830c1,1b57a8b4-8b69-4d45-9b65-a1762b9bbc5f,c3,c1,27,?,?,surb={'id': '99370e21-e358-438b-a505-6de3bbbf0bb5', 'route': ['p1', 'e4', 'i9', 'x4', 'p3', 'c3']}
1769748177.3319,SENT,d4b7da27-124b-460c-be30-d82a29f7c566,ff7e9d82-10fd-42c0-8aa1-fd9e9696833f,c3,c1,3396,?,p3,
1769748177.3321042,CREATED,9298025c-cc06-4386-9303-65f53d1f914e,1b57a8b4-8b69-4d45-9b65-a1762b9bbc5f,c3,c1,27,?,?,surb={'id': '99370e21-e358-438b-a505-6de3bbbf0bb5', 'route': ['p1', 'e4', 'i9', 'x4', 'p3', 'c3']}
1769748177.5606482,SENT,a5ab8e70-e093-4294-b1c2-670131ca4ce3,906aa91a-a9c0-411d-a10e-ea7d363c0d0b,c3,c1,3401,?,p3,
1769748177.5607998,CREATED,a680f486-d655-4965-97dd-427df77c6ae0,679ae9f0-a47c-4732-bcd9-8df3b8c41ff0,c3,c1,27,?,?,surb={'id': 'f6d1609a-317c-463f-afd1-a4714eb3fed8', 'route': ['p1', 'e11', 'i11', 'x8', 'p3', 'c3']}
1769748177.9176447,SENT,8eb8adcc-6df0-4d97-b28f-3777b015c8fc,b3aa99da-0024-41b2-b03e-b77b33a3f360,c3,c1,3405,?,p3,
1769748177.917801,CREATED,3abce82c-ac6a-455d-b50f-da7e58284b70,679ae9f0-a47c-4732-bcd9-8df3b8c41ff0,c3,c1,27,?,?,surb={'id': 'f6d1609a-317c-463f-afd1-a4714eb3fed8', 'route': ['p1', 'e11', 'i11', 'x8', 'p3', 'c3']}
1769748178.0455546,SENT,4ad91e37-4d97-48fe-b81c-43eaa0705ad7,194460fe-cbce-495c-9597-4dd084990848,c3,c1,3387,?,p3,
