timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769468623.1498084,RECEIVED,4a029fbf-0f99-4624-b17c-4b1e2f3b163f,08e73838-50a0-43eb-871c-8604910b9b04,c3,c1,27,p1,?,surb={'id': 'ee52133c-0c2b-4cc7-937a-3dc02c10ae11', 'route': ['p1', 'e1', 'i5', 'x3', 'p3', 'c3']}
1769468623.2131848,RECEIVED,037c2e00-bbba-4e1d-ae58-fa4b40e3e46d,c44939c0-cee7-420f-bf93-96dd4d2a435d,c3,c1,27,p1,?,surb={'id': 'fd2683e9-5196-4794-9e01-43cf495618bf', 'route': ['p1', 'e7', 'i11', 'x12', 'p3', 'c3']}
1769468623.503561,RECEIVED,ed5caa76-778e-4d90-8bb5-39b399f4746e,a9818b7a-f1f8-479c-84c7-bfc34275b5e7,c3,c1,26,p1,?,surb={'id': 'fd5fb6e6-5ab4-43b1-a713-69325af7dc96', 'route': ['p1', 'e3', 'i1', 'x9', 'p3', 'c3']}
1769468623.584895,SENT,1172b3b5-67ea-4370-823e-d60a01085247,e1d85982-8734-4f2a-939d-673cbfe12b30,c1,c4,3387,?,p1,
1769468623.5850415,CREATED,2d219f94-2834-4c6f-bc58-99ef79dcc66c,e8390d28-b70f-4410-93e9-ac218329bce6,c1,c4,27,?,?,surb={'id': '67036fb5-9403-4895-a11a-4736f0a1b87c', 'route': ['p1', 'e1', 'i8', 'x4', 'p1', 'c1']}
1769468623.6313295,RECEIVED,8e8f1337-80d7-4e44-911b-1e1ea48a3aa7,6ec0bd3e-050b-4ebc-93fd-e734df3fce8a,c3,c1,27,p1,?,surb={'id': '12adc535-3558-4aa3-98c8-1fcfe9205e20', 'route': ['p1', 'e9', 'i10', 'x1', 'p3', 'c3']}
1769468623.6693602,RECEIVED,a611b506-9a3e-4e70-be23-3e61e0fee00f,3c365c3c-abd0-4192-8833-e83187f004e5,c3,c1,27,p1,?,surb={'id': '6a65a7d3-3382-4f1a-86fd-c47d1923898a', 'route': ['p1', 'e5', 'i6', 'x12', 'p3', 'c3']}
1769468623.8188505,RECEIVED,6c3387e8-77ed-4ce1-828a-87a340bec669,2c5981a9-3e0f-49b2-94c5-28559e2e38c6,c3,c1,27,p1,?,surb={'id': '6d09890a-d0ac-4637-b5fd-ce3368ca20e7', 'route': ['p1', 'e1', 'i8', 'x9', 'p3', 'c3']}
1769468623.8925078,SENT,d30e53cf-a549-410f-a29a-26e6dd497659,d573f532-7b78-47e1-b5d0-c3dff8c276b6,c1,c4,3400,?,p1,
1769468623.8928337,CREATED,41135b91-7a5c-43e9-b6c4-8e5d9135aa38,863340ad-f944-42e9-8442-91da33dae562,c1,c4,27,?,?,surb={'id': '429eebe5-673b-44a5-a1c0-2a5f852fde21', 'route': ['p1', 'e4', 'i9', 'x1', 'p1', 'c1']}
1769468624.0607812,SENT,c9643035-4e33-4dde-8427-529366e4b2de,f8072a04-34f2-4809-b425-cf9ec62ff3bd,c1,c4,3377,?,p1,
1769468624.0609157,CREATED,015d49f5-1151-457c-8a63-5b816d0a0619,f2b3bb12-4c68-46d7-9f93-326c0c7fb630,c1,c4,27,?,?,surb={'id': '053be91f-0bad-4ee4-a1c1-d5632334869a', 'route': ['p1', 'e5', 'i9', 'x5', 'p1', 'c1']}
1769468624.1018083,SENT,dfe6f9d9-9c7d-4c73-a316-1409915a5b20,1df45684-29c9-4350-93c9-044e65d88f98,c1,c4,3377,?,p1,
1769468624.101976,CREATED,db61f286-f9f7-4aba-abd9-85e039900882,3e0160b5-5ce3-4a7c-9037-151959b7158c,c1,c4,26,?,?,surb={'id': 'f21808bb-34a1-4133-bc09-d20935c6c2c5', 'route': ['p1', 'e2', 'i11', 'x7', 'p1', 'c1']}
1769468624.2282393,RECEIVED,6d7bd016-25c1-41bc-b560-d871b35adf82,addec023-86da-4a14-a2e7-8ee75759e704,c3,c1,27,p1,?,surb={'id': '99b04c91-135c-4a57-b7d6-db8f17b8f52b', 'route': ['p1', 'e10', 'i3', 'x7', 'p3', 'c3']}
1769468624.265092,SENT,76e2161f-c59c-48d3-9a9f-ee47273bb63f,e073535b-6bc1-4e01-9e1b-14fe49e98bca,c1,c4,3380,?,p1,
1769468624.2652428,CREATED,8369da3f-e0e4-407b-bc72-b194cff3be81,5b60eb46-09f6-4dd7-94a9-338c1bce7662,c1,c4,27,?,?,surb={'id': '181bc713-7cad-422e-9853-7c10551c3ae1', 'route': ['p1', 'e6', 'i3', 'x10', 'p1', 'c1']}
1769468624.2837045,RECEIVED,27edba27-af64-4c46-8003-c9d6670ed2ea,f2cd1305-db57-4760-b0d9-d234f228f43c,c3,c1,27,p1,?,surb={'id': '11d0f1ce-a98f-4b36-b1e7-49502f7931c4', 'route': ['p1', 'e9', 'i9', 'x7', 'p3', 'c3']}
1769468624.4796398,SENT,d6fb7626-e134-4b4f-9195-fc979afe37af,f14ac8cd-b803-49c8-83ae-1ce90b348c8b,c1,c4,3359,?,p1,
1769468624.479701,CREATED,2eb75445-7927-4772-bd6c-cf1624541873,fb9175b6-17d3-4759-9d4c-e49b38ac783c,c1,c4,27,?,?,surb={'id': 'c8ae65ac-5927-488e-8313-a9d8f45c8fe8', 'route': ['p1', 'e3', 'i6', 'x8', 'p1', 'c1']}
1769468624.5699942,SENT,e445605d-9867-49f3-996f-99cbf7cb8128,5e4e1126-5394-4acd-811e-803b3420929a,c1,c4,3379,?,p1,
1769468624.5700982,CREATED,2e79f53c-cb82-4237-b7b3-1a1f4d4f98c9,23045876-fc7b-40e2-8371-d8c2fbe941c6,c1,c4,27,?,?,surb={'id': '6008aa0e-d517-4459-a4f6-46567b42d88a', 'route': ['p1', 'e2', 'i6', 'x2', 'p1', 'c1']}
1769468624.726249,SENT,dc7829c8-4971-42d7-8e75-a44474fc3582,f248f282-7208-46ab-baec-1332ab42a07a,c1,c4,3383,?,p1,
1769468624.726416,CREATED,1aaa2edf-95ec-4f01-8cda-ce01dd4d3199,dd4ddae5-82df-4fa3-9f13-91882bb87688,c1,c4,26,?,?,surb={'id': 'e3e549a6-1872-46f5-947c-99f6123d77dc', 'route': ['p1', 'e3', 'i10', 'x11', 'p1', 'c1']}
1769468624.85296,RECEIVED,cb991067-0517-4f8e-a0e2-f11f749f2937,e6f0b0dd-ed3d-425a-a890-e0578a66899f,c3,c1,27,p1,?,surb={'id': 'a89cbbde-d4a5-4c60-a569-73096be8fb26', 'route': ['p1', 'e7', 'i10', 'x5', 'p3', 'c3']}
1769468624.9881754,SENT,9c2e1dd6-11d2-424c-a32a-91fa850dc05d,e91272d6-b2a3-4432-9aae-73a2acc6bf08,c1,c4,3359,?,p1,
1769468624.9883447,CREATED,665019d5-5c58-492b-8fdf-fc447a30735a,f228e990-33ae-4138-b558-7753fdef22c4,c1,c4,27,?,?,surb={'id': '6a9d516f-68a7-4fc4-9b02-33c4d8076c3e', 'route': ['p1', 'e5', 'i8', 'x3', 'p1', 'c1']}
1769468625.0019653,SENT,ae591faa-e124-4225-baa0-4cd79525b742,29177eef-71a2-4f34-a397-9b34fea027ef,c1,c4,3376,?,p1,
1769468625.0021467,CREATED,e5d2f405-97ce-46f4-a14d-1c284d0dbdc2,55ffe1bf-5441-4afe-af2c-977d11f7f724,c1,c4,26,?,?,surb={'id': 'f4add19a-10b5-4ee0-822b-cd5667fae166', 'route': ['p1', 'e4', 'i6', 'x8', 'p1', 'c1']}
1769468625.0919917,SENT,18e2d72e-5921-4210-b554-8589027a7dc2,f8c01ade-bfaf-4333-912f-4e5f94e29872,c1,c4,3380,?,p1,
1769468625.0921519,CREATED,f73473c2-ba49-4a96-9a9b-f21e71649295,a2ad7585-2f04-47de-9127-ff6ab7259c6b,c1,c4,27,?,?,surb={'id': '77af8152-01d1-4358-a4af-e8c13e2050f5', 'route': ['p1', 'e7', 'i5', 'x4', 'p1', 'c1']}
1769468625.2853854,SENT,9d23fa2b-9acf-4462-9210-dba454e86269,5db0a674-7df1-421b-9073-768524201f4e,c1,c4,3379,?,p1,
1769468625.285461,CREATED,c4764b36-e125-4dd4-a4f2-9bee391153e2,6de2b15b-b4b7-4bae-ae09-e158051378c6,c1,c4,27,?,?,surb={'id': 'e1d7f00b-782c-4982-bea3-8575953a5d35', 'route': ['p1', 'e4', 'i11', 'x5', 'p1', 'c1']}
1769468625.3072672,RECEIVED,9e0ee5c4-c43a-4095-b735-0002b64a1227,7b8f8d07-4749-4d70-bf92-ae11f25976d7,c3,c1,26,p1,?,surb={'id': '6459100b-179d-4ed0-ab00-005cbb5c4731', 'route': ['p1', 'e1', 'i2', 'x8', 'p3', 'c3']}
1769468625.5471773,RECEIVED,bf3d9999-09f5-4d14-9402-2f3fa73cf87b,1f7679aa-1508-473c-be8b-e193a3a4c75f,c3,c1,27,p1,?,surb={'id': '64c2a063-a171-4505-893a-d4770092874c', 'route': ['p1', 'e5', 'i4', 'x5', 'p3', 'c3']}
1769468625.580923,RECEIVED,97f3d5d3-3a01-4379-b5b7-6daf59498bcf,17cea3e1-efe5-4e65-b39b-f748b48b448f,c3,c1,27,p1,?,surb={'id': '5dd4fcf6-b7cc-4a03-8bef-9a8d7c53927a', 'route': ['p1', 'e5', 'i12', 'x5', 'p3', 'c3']}
1769468625.914271,RECEIVED,07a24cca-4c25-4a0a-b236-c1d865f225bc,44b85b03-f369-4be1-8452-8d530a2582f8,c3,c1,27,p1,?,surb={'id': '595b9636-54bb-4dc2-aa23-d124a4325b0c', 'route': ['p1', 'e9', 'i2', 'x10', 'p3', 'c3']}
1769468626.0177336,SENT,24bb3c73-4471-46b3-ab55-485da9596858,6043f400-d66d-456c-9ea2-90e4181c88e1,c1,c4,3376,?,p1,
1769468626.017834,CREATED,2dfbc640-2426-4b43-bed2-1720f38477f3,261d3833-7adf-44a7-b46a-216043b3a729,c1,c4,27,?,?,surb={'id': '21662fef-7684-42b7-8c5e-86f8d7e518b2', 'route': ['p1', 'e5', 'i7', 'x3', 'p1', 'c1']}
1769468626.101517,SENT,49c55bd8-38d2-463c-80c3-9fc0d8482947,6da8f294-ec7d-495b-9910-507093807edb,c1,c4,3359,?,p1,
1769468626.1016018,CREATED,c6f947d2-634e-4a26-a12c-7b0903ed94a6,64e82373-80a8-4b56-888b-1d011876332b,c1,c4,26,?,?,surb={'id': '9636eb1c-45dc-4bec-9be0-61321b57afdb', 'route': ['p1', 'e9', 'i4', 'x6', 'p1', 'c1']}
1769468626.4224248,SENT,0fd1943a-1246-48df-9786-15137a954f43,1d9c1e5a-8e33-470b-80df-abfa8a682710,c1,c4,3400,?,p1,
1769468626.422581,CREATED,9088f589-d2af-40ee-a2bd-f2d0315d4f67,910422e4-df79-4a50-b886-0c74d7d31917,c1,c4,27,?,?,surb={'id': '8f9b04eb-c59f-4bab-a8ad-5722049fbe54', 'route': ['p1', 'e2', 'i6', 'x3', 'p1', 'c1']}
1769468626.4352887,SENT,349db709-8251-4221-9405-6f396b25ec44,f96e30a2-8233-4309-87b8-e4d9dc6561db,c1,c4,3388,?,p1,
1769468626.4354377,CREATED,13f62ddb-0290-4db2-b2df-469cc88402f1,38a9610f-8eb2-48e0-8383-80be15c9ee9a,c1,c4,26,?,?,surb={'id': 'b887e475-b52e-47d1-bea9-88d889819795', 'route': ['p1', 'e4', 'i11', 'x1', 'p1', 'c1']}
1769468626.5457993,SENT,ba925114-0252-47fd-a50c-22d689f72c93,5584a4de-8e36-4a30-b7f3-01c42a773458,c1,c4,3379,?,p1,
1769468626.5459461,CREATED,7df4fdd4-e3fb-4143-9400-78296966e4fc,6b1de1f7-bbde-424c-8694-8ca0c355357e,c1,c4,27,?,?,surb={'id': '1491bb1a-27f3-4d8b-a5e8-50e5f335d84a', 'route': ['p1', 'e9', 'i9', 'x3', 'p1', 'c1']}
1769468626.6014898,RECEIVED,208120ae-e79b-4a81-adc8-065a241a1854,6ae93fd6-ba52-4db0-9add-bda2d0aa7047,c3,c1,27,p1,?,surb={'id': '0839c738-aac7-4b6b-91ca-3fafbbf18132', 'route': ['p1', 'e2', 'i1', 'x12', 'p3', 'c3']}
1769468626.91681,RECEIVED,c8cbd68c-52ba-444e-9b99-2f4c76408ee3,2c78150a-4fbd-4437-8e89-88cb3b9ec7fd,c3,c1,27,p1,?,surb={'id': '3c06faa3-d51f-410b-af2d-a2a85a19802f', 'route': ['p1', 'e11', 'i10', 'x5', 'p3', 'c3']}
1769468626.962845,RECEIVED,dd1ca30d-4aee-434e-8763-668828d3f625,8798acac-24cf-4c28-bf9d-cbed0fc97337,c3,c1,27,p1,?,surb={'id': '6d98d3f7-f728-4bf8-9bb8-c90f4738ba99', 'route': ['p1', 'e5', 'i11', 'x11', 'p3', 'c3']}
1769468627.037905,SENT,49576c35-231c-4df8-8f97-0ae600327df3,324e78d6-7fea-4e30-ab00-9441829e02dd,c1,c4,3379,?,p1,
1769468627.0395026,CREATED,9bbc323d-d0a5-41e3-a1ce-cd0fcbe4d384,ad84319d-525c-49c9-9077-ce9728bca89d,c1,c4,27,?,?,surb={'id': 'f6a6e082-378d-4140-a1f8-6355efad69d7', 'route': ['p1', 'e5', 'i12', 'x9', 'p1', 'c1']}
1769468627.1588626,RECEIVED,f97e29f5-1c30-4e4f-8515-321fc855e4fe,14b6fc04-3db5-49ce-9132-b3a2f70d7940,c3,c1,27,p1,?,surb={'id': 'e4222b24-ba6f-4290-9a32-7e8e89df3f43', 'route': ['p1', 'e11', 'i4', 'x1', 'p3', 'c3']}
1769468627.7604477,RECEIVED,cf83d15a-10a3-4e5b-8d1e-7f74beb5db92,45f1717e-b9b1-4f3e-ac95-67bdaa04f212,c3,c1,27,p1,?,surb={'id': '35589f88-6ad3-4a8c-acdf-e748fef348ae', 'route': ['p1', 'e9', 'i1', 'x6', 'p3', 'c3']}
1769468627.7887993,RECEIVED,51b2a434-a546-4edd-96d7-80401270f4d0,2dc60da8-21c5-44ae-98e2-78cbee3b4470,c3,c1,27,p1,?,surb={'id': '6e617bde-6d10-4dec-b6e4-73d9329a6bf1', 'route': ['p1', 'e8', 'i7', 'x10', 'p3', 'c3']}
1769468627.8382602,SENT,36c75b58-404c-4d0b-8727-593548632f75,ca7dee67-083e-4261-8089-340f46d634c2,c1,c4,3388,?,p1,
1769468627.8383121,CREATED,63dd3881-3ead-4cbd-8f3c-17e02605a0b3,81c7bfe6-f068-4883-b89d-ce56e5c87069,c1,c4,27,?,?,surb={'id': '361d55f7-68bc-4e31-9ed1-30f296a441b1', 'route': ['p1', 'e9', 'i5', 'x4', 'p1', 'c1']}
1769468627.9540877,RECEIVED,4719b892-ada5-4c46-b3e8-91c387dd640d,0f5f4d18-a21d-49ef-9aae-da229cf2bd63,c3,c1,26,p1,?,surb={'id': 'e1f505cb-876d-441d-9954-19936253fb61', 'route': ['p1', 'e2', 'i2', 'x8', 'p3', 'c3']}
1769468628.0657663,RECEIVED,1ffb7725-c23d-4512-a584-2da5d828b3ca,9385672a-bdde-435e-8c7d-77a7615a3437,c3,c1,27,p1,?,surb={'id': '7c59d884-ff38-4f79-bb7c-60629064f006', 'route': ['p1', 'e9', 'i4', 'x8', 'p3', 'c3']}
1769468628.4772112,SENT,f653eb78-0cdd-4731-b9ce-24fa197fb82d,8600b26d-acc5-4a86-ba5c-e131e322c405,c1,c4,3384,?,p1,
1769468628.477346,CREATED,37a8eb90-9fa1-4be7-a8cf-9e1a60a0d03c,a0490a1a-ad67-4a68-b0ed-b204f7054f43,c1,c4,27,?,?,surb={'id': '6a658b54-ce6f-4d5a-a5c0-14cc16ad4ff7', 'route': ['p1', 'e1', 'i11', 'x4', 'p1', 'c1']}
1769468628.5846186,SENT,16feb164-fcbd-4e9f-b580-83ddb6f88efe,3029af2b-2268-4ca8-b104-11ff0ef8896d,c1,c4,3397,?,p1,
1769468628.5847387,CREATED,b9328783-f6ba-4159-95b9-44c632176e77,984b69e2-8819-47a3-a232-858f3fc4ce97,c1,c4,26,?,?,surb={'id': '169cf34f-0fa5-4379-a252-e4dd95098a58', 'route': ['p1', 'e11', 'i10', 'x2', 'p1', 'c1']}
1769468628.649767,SENT,1ab1f3e4-f276-4733-8bc4-9a3922e555ad,d081c44d-7ac1-48e7-9bf7-de4668cf39b9,c1,c4,3373,?,p1,
1769468628.649897,CREATED,12e5f72d-6741-4f8d-82b0-3ee72785e3ff,1e8e20d1-c5e9-436a-a436-9e787cd00aee,c1,c4,27,?,?,surb={'id': 'e0ed0286-5afa-47a2-ae2a-0023cfb29a25', 'route': ['p1', 'e10', 'i8', 'x9', 'p1', 'c1']}
1769468628.7931964,SENT,605502a5-a195-4d81-b23c-ab79d701fcc7,4fedadbd-b257-4b00-8d2a-1a11f1e395ca,c1,c4,3391,?,p1,
1769468628.793328,CREATED,f78bbabf-d0d1-45ff-b792-590f7ec2c386,99b10b12-bb5c-45d5-ba66-5b7737856909,c1,c4,27,?,?,surb={'id': 'fdcdd70f-ecbd-4213-bd33-586d7bcdcd53', 'route': ['p1', 'e10', 'i3', 'x4', 'p1', 'c1']}
1769468629.104948,SENT,f6c3dc9d-cb88-4d4b-b172-4396d906cf44,ffe39e3e-c02a-4201-9e53-24528ceeb89e,c1,c4,3392,?,p1,
1769468629.1051042,CREATED,6490e568-8cfb-4095-a560-a782bf8fbb13,8559072b-3525-410e-a6bf-2bdbc46d1eb5,c1,c4,27,?,?,surb={'id': '284fe932-807a-438a-b81a-42f84b923e93', 'route': ['p1', 'e10', 'i7', 'x10', 'p1', 'c1']}
1769468629.3019376,SENT,704ea3f5-d6b4-47bf-a4bb-91b306361f93,0b2e41e4-0dd4-4c28-91dd-cce9f4670ce4,c1,c4,3363,?,p1,
1769468629.3020916,CREATED,2ffe9960-eb78-41f2-b6d0-1a4c761d984e,b40d6b84-ed47-4cbf-bc8d-50e80f5af1f8,c1,c4,27,?,?,surb={'id': 'df1126b8-e666-4716-a412-3deb5ceab928', 'route': ['p1', 'e12', 'i2', 'x8', 'p1', 'c1']}
1769468629.3201933,RECEIVED,623a55dd-fb10-476d-b5ad-12ae88076599,6c46b8d5-579b-4a08-a5a7-b8355f9a86be,c3,c1,27,p1,?,surb={'id': 'd9a88711-8162-4d8a-8d91-41493820af68', 'route': ['p1', 'e8', 'i5', 'x4', 'p3', 'c3']}
1769468629.4747796,SENT,d05710e7-a063-4dfb-93ba-e1cdd1adf2ba,c3e8e8d4-4ec1-4830-8bf0-cc50d830b540,c1,c4,3395,?,p1,
1769468629.474912,CREATED,88cbcaad-786b-4e55-ab46-74d4693b6abc,ca5267c5-2633-4cff-8a22-51c62dae6638,c1,c4,27,?,?,surb={'id': '9bc52169-a52f-4843-b444-df6008022cc7', 'route': ['p1', 'e1', 'i10', 'x7', 'p1', 'c1']}
1769468629.9164705,SENT,e18398e0-3f1e-4ca2-8f39-8bded34ffdc5,944238dd-3de6-4a4b-84de-a118c78451bf,c1,c4,3359,?,p1,
1769468629.9165502,CREATED,a1f7a4ee-106b-47cb-84f9-9f9935388a92,37dcd5c4-de7f-4177-94f8-01c45c2ad582,c1,c4,27,?,?,surb={'id': 'a66515ac-9e42-4e62-8566-5a6fa2e02f6e', 'route': ['p1', 'e3', 'i2', 'x11', 'p1', 'c1']}
1769468630.1429267,SENT,981c843e-1408-4efc-9c42-0825dab484f0,e206a8b1-e0a5-4762-b6b8-909e8868d60d,c1,c4,3387,?,p1,
1769468630.1430907,CREATED,a0ac58f1-6ce1-42d7-92e6-2f458d44d0bc,0da57906-d4d3-469e-b0ee-01a99515100b,c1,c4,27,?,?,surb={'id': '45ea5859-afbc-4cbe-a0a9-0205f02d3d19', 'route': ['p1', 'e11', 'i5', 'x10', 'p1', 'c1']}
1769468630.8233807,SENT,802561a5-8c0d-4548-baf2-586349bd8466,a874218d-a618-4b15-9eb8-fdf3eee4bdfe,c1,c4,3376,?,p1,
1769468630.8235157,CREATED,76557ad2-2873-4cd2-86cc-22d513d1cde4,99e2b686-e078-473b-ae5a-ab1ca024d2cc,c1,c4,27,?,?,surb={'id': 'c585f4f3-d234-4704-be72-f2966ac939d6', 'route': ['p1', 'e5', 'i5', 'x8', 'p1', 'c1']}
1769468631.104889,RECEIVED,97b71384-de8f-4048-86d1-fa2e7e9089ff,80d03d2b-3368-4a89-b624-02459842435e,c3,c1,26,p1,?,surb={'id': 'b3ae667d-3d49-475d-b423-784f59ab8c51', 'route': ['p1', 'e11', 'i10', 'x7', 'p3', 'c3']}
1769468631.2041378,SENT,1c295794-77ae-4ad4-a238-a51c46b8d769,cded0529-cfe7-431d-8b0e-7e2863fa20cd,c1,c4,3400,?,p1,
1769468631.204394,CREATED,3c41c24f-44e5-4d48-b007-92e2b49755c1,2476acea-e70e-428c-b8ee-e9ecdeb58dcc,c1,c4,27,?,?,surb={'id': '9b9b9d75-784e-469c-b60e-0d77359ba867', 'route': ['p1', 'e6', 'i6', 'x8', 'p1', 'c1']}
1769468631.3334272,SENT,e5a59c2d-a1c0-4d2e-ac26-33c710c59ca4,5f3ffba2-e6ee-49fc-a5d6-21af9560a2fa,c1,c4,3359,?,p1,
1769468631.333576,CREATED,aecefe6c-1991-486e-b880-ba21aa122c99,3bda1b13-9dec-4db7-a7c8-bc2e1c6bfd3f,c1,c4,27,?,?,surb={'id': 'dd4ca599-3f0b-4774-bf27-70115628754e', 'route': ['p1', 'e4', 'i12', 'x2', 'p1', 'c1']}
1769468631.4595742,SENT,4ba6f8af-bf50-4c39-8073-43bcd8a87d97,c805bd39-4e29-486e-afdd-da7d772838bc,c1,c4,3367,?,p1,
1769468631.459724,CREATED,d4e41256-4cad-4913-b008-647b5858d549,f6cdf728-a126-42a1-832c-d8c2f8b36ff4,c1,c4,27,?,?,surb={'id': 'eb83bfde-fc58-45ad-bbe0-b122a4e56aa1', 'route': ['p1', 'e1', 'i2', 'x2', 'p1', 'c1']}
1769468631.6420999,SENT,afcbbc24-03bd-4058-aa6c-50b201a67fab,1830ec41-7ca2-4b87-9aa4-4a39260b907a,c1,c4,3388,?,p1,
1769468631.6422486,CREATED,5ad467a7-87bd-4cc6-b440-da63b50a9900,808ea117-3a27-4978-abd5-41132526eb9a,c1,c4,27,?,?,surb={'id': '7cb91146-df5a-4b78-96cd-f979e2c4e484', 'route': ['p1', 'e2', 'i10', 'x5', 'p1', 'c1']}
1769468632.0737157,RECEIVED,6d104257-bc61-4d1a-b169-93ac3ef3ac90,d4073854-b900-4c69-a303-d3b51b054288,c3,c1,26,p1,?,surb={'id': 'ddd7e219-119f-40b7-bd98-478c6e05d98f', 'route': ['p1', 'e3', 'i4', 'x1', 'p3', 'c3']}
1769468632.0828803,SENT,e07b8fe8-03cc-4e1d-9ffb-43480f1345ee,7e54c011-5c46-4deb-86ad-c1268de032de,c1,c4,3389,?,p1,
1769468632.0830371,CREATED,59eed914-a1e3-4ba4-a1dc-0baef1582864,c17dde5a-fa08-43a2-8b9c-555f74bbe63a,c1,c4,27,?,?,surb={'id': '011983ef-01b2-4ccd-832a-4bb9845e1c9f', 'route': ['p1', 'e11', 'i10', 'x7', 'p1', 'c1']}
1769468632.6350245,RECEIVED,1c263d5a-fb3d-44d7-b76f-d2f473d05066,ee24da5a-fb7a-4712-9eb6-75823e5e91b5,c3,c1,27,p1,?,surb={'id': '3d86a6cc-6b35-4730-ada7-7fef6123cf30', 'route': ['p1', 'e11', 'i3', 'x4', 'p3', 'c3']}
1769468632.7385838,RECEIVED,b76ab377-e526-42cc-8397-77bb30ce92d1,f3e13985-37a8-4bf5-ac72-b80cc5188d72,c3,c1,26,p1,?,surb={'id': '80cc0269-0d53-4365-a62a-ed5c590b110d', 'route': ['p1', 'e1', 'i8', 'x2', 'p3', 'c3']}
1769468632.8404365,RECEIVED,425afe8b-fd51-4b3f-bb81-4172af53daff,b17b32df-536a-48ff-a74d-75caf137bcb4,c3,c1,27,p1,?,surb={'id': '0fd8c533-775a-495c-ad8c-e0ce7ecbc778', 'route': ['p1', 'e11', 'i4', 'x2', 'p3', 'c3']}
1769468633.1913452,RECEIVED,8e23d79a-58a8-45de-b3a2-017e2116ce66,96b27d4b-c761-4610-a2c0-60c84058e887,c3,c1,27,p1,?,surb={'id': 'fcb009dd-28bc-4fea-8066-e1d4e4fe7d92', 'route': ['p1', 'e8', 'i3', 'x11', 'p3', 'c3']}
1769468633.2948785,SENT,7f2667b8-4796-457d-81fb-f458235ba8d8,b50c2ff0-3284-4852-a184-0ab5fd68e4a0,c1,c4,3356,?,p1,
1769468633.295003,CREATED,947cd81c-5804-4dc1-a16f-f3a996f43ada,383b3e51-6d7b-4ddd-849f-89c70bd5afc3,c1,c4,26,?,?,surb={'id': '648338ad-69bc-47b5-a657-2f7a3c997f75', 'route': ['p1', 'e9', 'i2', 'x8', 'p1', 'c1']}
1769468633.2976305,RECEIVED,1b2634a8-7075-4c5d-8130-3fa37032957e,09729212-f0c3-4182-b05c-765c2c45b6fc,c3,c1,27,p1,?,surb={'id': '51c0a421-a3e8-4625-97c2-c197c20fa524', 'route': ['p1', 'e5', 'i2', 'x11', 'p3', 'c3']}
1769468633.3210428,SENT,513b5be4-52ed-4751-8863-8cc8da44f02f,01e9df03-7ea3-4d40-856f-a6b02c65a54c,c1,c4,3387,?,p1,
1769468633.3211992,CREATED,45b6d5a1-ab95-4166-aa6b-e549328ecbdb,37f68b7a-9cb0-45f1-bdda-e964f910d3e1,c1,c4,27,?,?,surb={'id': '1c09b71a-802a-474e-8fb0-5d813500ec75', 'route': ['p1', 'e7', 'i3', 'x2', 'p1', 'c1']}
1769468633.470334,RECEIVED,409ed20c-6c17-4f81-8889-3e57c99d4c1d,a6634eba-0479-4f39-8d53-2b6fd29de7a2,c3,c1,27,p1,?,surb={'id': '1e59209b-3c8e-4483-a48d-c40bb987775a', 'route': ['p1', 'e1', 'i12', 'x2', 'p3', 'c3']}
1769468633.5698473,SENT,2f83590f-968f-402a-96f1-51dadce0291d,0276a9c1-0fb8-429e-bab3-85f0ef927f15,c1,c4,3363,?,p1,
1769468633.5699658,CREATED,bb0e393b-c04d-488b-aa39-5e5a9af0bf55,c3c87e17-4f95-4218-bb9c-ee84c2009a9b,c1,c4,26,?,?,surb={'id': 'e00df411-c40b-4d25-99ae-5f9f3f0e4ee8', 'route': ['p1', 'e12', 'i12', 'x5', 'p1', 'c1']}
1769468634.1697483,SENT,eb0d6026-b0bf-4834-af08-11374cdb301d,b1aa77bd-166f-4368-84f0-252ee5ad925e,c1,c4,3367,?,p1,
1769468634.1698785,CREATED,f083d58d-cb9d-4e8a-a70c-a273f4325e36,2bbd1a23-3813-4a94-b9a2-7855ee67cbd4,c1,c4,27,?,?,surb={'id': '7ba4ff2b-2945-4a2e-bb1e-be7d37f783e1', 'route': ['p1', 'e4', 'i4', 'x2', 'p1', 'c1']}
1769468634.2754722,RECEIVED,035db739-99b4-464c-9072-4a6d8ffff15b,71bcd910-b890-41f6-be17-c8002b3496fe,c3,c1,27,p1,?,surb={'id': 'edb5997c-73b9-414f-8821-d6d7e9a044d3', 'route': ['p1', 'e11', 'i8', 'x4', 'p3', 'c3']}
1769468634.7660391,SENT,0c16c71b-19f1-4bab-ad7c-163698cecc57,658dcd19-682e-4bd8-b4fa-d7c271c804da,c1,c4,3392,?,p1,
1769468634.7661657,CREATED,11978c0f-c5f0-4702-9b02-ba75a3a5a004,36d4d225-da3b-4982-ace3-c19364c01312,c1,c4,27,?,?,surb={'id': '3df1939d-10d6-4364-937e-a8176bec235d', 'route': ['p1', 'e2', 'i9', 'x10', 'p1', 'c1']}
1769468635.0567093,RECEIVED,3b978137-df8e-4fc6-8577-a0770b8c670a,494f1dd3-c1ce-43fe-8cf4-e349f87a127d,c3,c1,27,p1,?,surb={'id': 'b0f03bd8-41e4-4c83-9f92-a110566a03b7', 'route': ['p1', 'e12', 'i7', 'x5', 'p3', 'c3']}
