timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769468839.7786255,RECEIVED,a7b262bd-4ad9-41cd-a729-6c429359a9a7,e05bc3fe-fb3d-419e-8e95-d3000ad08a04,c3,c1,26,p1,?,surb={'id': '82c9d52c-d3d8-4389-8eb5-2a065239a35a', 'route': ['p1', 'e9', 'i10', 'x1', 'p3', 'c3']}
1769468839.9925973,RECEIVED,a85e8bd3-5ba7-402d-8abc-3db5dc675b2c,0697ec01-1d39-4ab4-95d0-5b3436bcdc45,c3,c1,27,p1,?,surb={'id': '487b4dcf-cae4-4a35-8126-4dafb3973793', 'route': ['p1', 'e9', 'i10', 'x6', 'p3', 'c3']}
1769468840.108495,RECEIVED,1b4a44ad-4a11-462b-a493-d2cb40870b56,e3827700-9064-4379-ac94-d8cadd11280b,c3,c1,27,p1,?,surb={'id': '49df66f0-4054-4362-b5a2-4dae6bc8a77b', 'route': ['p1', 'e4', 'i10', 'x9', 'p3', 'c3']}
1769468840.3726225,RECEIVED,c64a3da7-451e-4160-a5fd-b81a61064aa5,0aa3994e-e0a8-49f0-ac1b-18e19150f361,c3,c1,27,p1,?,surb={'id': '5848f0bc-1cfc-431f-b2ff-fd29339e24c8', 'route': ['p1', 'e5', 'i6', 'x9', 'p3', 'c3']}
1769468840.6272576,RECEIVED,47c58c11-bb31-4835-a5e0-e7ad1bcdb666,86a75008-4fda-430e-9fe1-6addbd76af73,c3,c1,26,p1,?,surb={'id': '78cb86d5-5110-4f08-835e-1e2d42d01a84', 'route': ['p1', 'e5', 'i9', 'x8', 'p3', 'c3']}
1769468840.7591841,RECEIVED,f19d9627-bebe-4b16-9922-e698432965c4,eabbf0ed-479e-432f-b43b-244ebd4add4c,c3,c1,27,p1,?,surb={'id': 'e02feaa9-e73f-4ce7-8b2f-bad1e0b414f4', 'route': ['p1', 'e9', 'i9', 'x1', 'p3', 'c3']}
1769468840.863586,RECEIVED,1971d5e4-2e04-46a3-be9e-00673fd22afa,3f39c7c6-d809-4242-a978-0d63a5f2087e,c3,c1,26,p1,?,surb={'id': 'afcc229d-c640-48ad-9ec4-9a5eb63f5cf1', 'route': ['p1', 'e11', 'i11', 'x12', 'p3', 'c3']}
1769468841.3307767,SENT,76380431-54d8-40ee-9f86-0ca80e98476d,345fad4d-83b0-4653-8012-1452e8478764,c1,c4,3360,?,p1,
1769468841.3308768,CREATED,1a701a63-ba9a-4a98-a9c4-595bafe42964,a4d4c213-0368-40c9-b708-1b5a020b39d6,c1,c4,27,?,?,surb={'id': '48063a86-1e3b-4f9c-abf1-67b2a82e9097', 'route': ['p1', 'e3', 'i5', 'x9', 'p1', 'c1']}
1769468841.3440328,RECEIVED,e1efbdb3-f0bf-495c-abaf-26952e857691,712690f8-7eda-4e10-ae50-06e7c2c67ee0,c3,c1,27,p1,?,surb={'id': 'c6a800bd-279b-4139-918b-505e9901ab21', 'route': ['p1', 'e6', 'i11', 'x3', 'p3', 'c3']}
1769468841.6013865,RECEIVED,a3aece43-c088-4404-9dbc-68b2da83d244,eade234e-d397-41e7-b8a5-f2763295cce5,c3,c1,27,p1,?,surb={'id': 'ec1f1102-2ce1-4865-bb13-68dc7c7d7d14', 'route': ['p1', 'e5', 'i10', 'x7', 'p3', 'c3']}
1769468841.9979196,RECEIVED,70f75989-b186-40bf-82f6-1be8168569f9,ea4a0149-2ded-437c-873e-b1895e4bb42b,c3,c1,26,p1,?,surb={'id': 'a7caea67-dac5-4abb-8b51-d1ed295805f3', 'route': ['p1', 'e11', 'i7', 'x12', 'p3', 'c3']}
1769468842.1102626,RECEIVED,60db1076-fc19-4fb7-a6f6-7a5f9be58db8,dc2ab704-2e27-468e-857c-333f6077b9f8,c3,c1,27,p1,?,surb={'id': 'a6d801b9-ba18-410b-986a-461ea8111816', 'route': ['p1', 'e7', 'i3', 'x11', 'p3', 'c3']}
1769468842.2276185,SENT,048a2724-393d-47b3-b075-0b58400b1b41,121d0ff5-3086-41fd-8ebc-3c0d4ddcfc25,c1,c4,3391,?,p1,
1769468842.2281196,CREATED,f4863295-7b22-4d48-ac9b-402ac6f27b82,7ba22e48-99fe-40f0-94b8-2681e74da74f,c1,c4,27,?,?,surb={'id': '2e833629-d026-49cf-89b4-ab1998e1c7be', 'route': ['p1', 'e9', 'i6', 'x12', 'p1', 'c1']}
1769468842.314062,SENT,b1f657ce-d5d0-4501-8f54-4cdbea8d46b1,b287f6e8-d86d-43ec-a2b3-419690ac8562,c1,c4,3376,?,p1,
1769468842.31414,CREATED,3a9d69f9-72d0-42e6-86a7-8aaf348fb592,84285324-319b-465e-985a-43918692dc53,c1,c4,27,?,?,surb={'id': 'c2aeffae-d02a-4f6a-9159-f44e00abaa2e', 'route': ['p1', 'e7', 'i3', 'x10', 'p1', 'c1']}
1769468842.3625088,RECEIVED,243f8f91-6541-4aa4-8f78-fa2168c679cb,bde6faed-6906-4fe1-bddb-95e4ef354e4d,c3,c1,27,p1,?,surb={'id': '3a9b3531-6667-4c8f-88bb-5a3f9c7e2473', 'route': ['p1', 'e2', 'i10', 'x5', 'p3', 'c3']}
1769468842.4862304,SENT,02e036e0-17ae-4968-86b5-6cc7f24d7faf,0051ae6a-a144-4d2b-a889-62b650c6f82f,c1,c4,3401,?,p1,
1769468842.4863088,CREATED,4bfee8a2-38a2-4272-8a8d-98970d145dbf,d8a71e2b-c3bc-47e1-a2fb-ac91e49236ee,c1,c4,25,?,?,surb={'id': '7eebc0e7-4ab9-4738-85f9-1afad02ed2c3', 'route': ['p1', 'e10', 'i12', 'x11', 'p1', 'c1']}
1769468842.5059388,RECEIVED,dc23289d-c712-40ed-a009-eaed3e283ceb,bcdaded6-5f09-44b1-8b8c-47c44bce3173,c3,c1,27,p1,?,surb={'id': '8d1bd84e-c5d7-4504-9e2f-51504b1c9d51', 'route': ['p1', 'e3', 'i8', 'x3', 'p3', 'c3']}
1769468842.551119,RECEIVED,6134705d-55ed-4f1a-9891-0369b0dc7b2e,2a809375-1e5c-4f61-9c33-ffc231fb5dd5,c3,c1,27,p1,?,surb={'id': '58c156b1-3678-4564-977e-35db83903f37', 'route': ['p1', 'e6', 'i10', 'x9', 'p3', 'c3']}
1769468842.7788727,SENT,30c81ac1-4c2b-4252-94be-3f766af0f8e1,cf1a30b3-8c93-49f1-a335-e4b32476cc00,c1,c4,3391,?,p1,
1769468842.7789617,CREATED,7f32c39d-f596-4ec4-9f89-75d07ea8b095,051e7150-ffc8-4453-b179-f9ddd9cbe48a,c1,c4,26,?,?,surb={'id': 'e496fc1b-7067-457d-879c-a4d9d158b27e', 'route': ['p1', 'e10', 'i11', 'x11', 'p1', 'c1']}
1769468842.849795,RECEIVED,5f2e3eb8-173f-488b-8bfa-cd2bb4c41e8e,5d31e171-719f-417a-a189-b1bfe75a19bb,c3,c1,27,p1,?,surb={'id': '78fea234-c6d4-4203-8523-44fb5e14d4dd', 'route': ['p1', 'e10', 'i9', 'x12', 'p3', 'c3']}
1769468842.9568944,SENT,41269f14-89cb-47ab-9555-a725e05c424c,53adb485-59bc-41dc-8242-cebac54c4d31,c1,c4,3377,?,p1,
1769468842.9569888,CREATED,44382a83-5da9-467c-986d-796b59816f6d,dae9f6b1-53f3-46d9-aa1e-f172724a451a,c1,c4,26,?,?,surb={'id': '8a547138-a783-43e7-83fb-795cc812aa00', 'route': ['p1', 'e5', 'i8', 'x1', 'p1', 'c1']}
1769468843.0285733,RECEIVED,5a0bb419-e379-47b8-bc66-a2b637b42e5d,71202f1c-77d4-447b-969c-8481e6c229fc,c3,c1,27,p1,?,surb={'id': '985ef7ff-aeac-4206-8761-8e144786fa0d', 'route': ['p1', 'e11', 'i8', 'x3', 'p3', 'c3']}
1769468843.0647624,SENT,ce5c3071-e4e5-4602-a156-960fddbdfdb3,eeca385a-51c6-41b5-8363-958f6fa654f6,c1,c4,3360,?,p1,
1769468843.0648558,CREATED,d544fead-0ba8-4035-9fe0-f31927d7e45c,c11a8dce-2ea9-49a1-ac52-9e3d3ad05f30,c1,c4,27,?,?,surb={'id': 'ba8ef799-45b1-4a59-8526-052b4013eaaf', 'route': ['p1', 'e3', 'i2', 'x2', 'p1', 'c1']}
1769468843.1686099,SENT,d7ff61ba-8d02-48b1-bae3-2cc565c72a75,f034136e-d273-42bd-a3ea-84e6de2e286a,c1,c4,3393,?,p1,
1769468843.1687024,CREATED,79562043-939c-4fed-b0ab-1857b094c0f3,9de37845-79ee-47f1-a31e-9551f3e4345f,c1,c4,27,?,?,surb={'id': '556739b1-7355-4e10-a1ec-8adfe9fac080', 'route': ['p1', 'e2', 'i7', 'x9', 'p1', 'c1']}
1769468843.2078333,RECEIVED,21231f0b-43cb-48df-8f95-8e2138e6ef98,afd83171-0cce-4fa7-abf2-cf0262253cc5,c3,c1,27,p1,?,surb={'id': '0960986e-5d3a-4db6-94f6-0ed2a8a2a4b6', 'route': ['p1', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769468843.2752576,RECEIVED,64d7711e-b01c-4eb5-85a4-dee72f00c00d,42db1041-4973-41c4-a807-2629f6f045c9,c3,c1,26,p1,?,surb={'id': '4ac9740d-384f-4e0b-ab28-5a7a6b29b112', 'route': ['p1', 'e3', 'i7', 'x3', 'p3', 'c3']}
1769468843.3154585,RECEIVED,a39eba2f-300f-4678-b437-bd24bebf7a50,d5b93032-56b9-4a17-ab68-69137ce63f20,c3,c1,27,p1,?,surb={'id': '35cfa1ef-ae34-45a6-a1f8-879367e419d0', 'route': ['p1', 'e2', 'i9', 'x5', 'p3', 'c3']}
1769468843.3747678,RECEIVED,71102f1a-0e69-4219-8521-2d0e14902b8e,98c19464-cdc1-4f0d-bc9d-f757f9d56b09,c3,c1,27,p1,?,surb={'id': '405cd302-1e50-4d9c-86dc-ebf4cab5ffc5', 'route': ['p1', 'e5', 'i9', 'x5', 'p3', 'c3']}
1769468843.5255325,RECEIVED,c2e6c3bf-1b24-4d5c-b39b-77111db12018,2e19a33f-76ef-4108-b68f-529b8926a26e,c3,c1,27,p1,?,surb={'id': '59c6428b-fb1c-4499-ae83-0f22ab452d4a', 'route': ['p1', 'e9', 'i4', 'x9', 'p3', 'c3']}
1769468843.6436574,SENT,aaf11c81-59d6-4151-8d31-0742d50430f5,8d0c39b4-3877-42cc-9863-552876e9fd31,c1,c4,3377,?,p1,
1769468843.6437347,CREATED,7f7803fd-5b88-4ef6-a1f3-cc9997b66caa,bc19acdd-0ff2-4f0b-9f17-e732d7dcfb68,c1,c4,27,?,?,surb={'id': 'a5948fb5-2c26-4986-a5ca-4acd05c987b8', 'route': ['p1', 'e6', 'i2', 'x7', 'p1', 'c1']}
1769468843.9866753,RECEIVED,2c81595a-3e79-4fca-ad1a-6a3c5f32ea12,a160131f-7ee0-4238-8714-6b6c03b08e79,c3,c1,27,p1,?,surb={'id': '6fc8aa65-8832-4d4a-95d3-5140c346d0c4', 'route': ['p1', 'e3', 'i2', 'x5', 'p3', 'c3']}
1769468844.0057843,RECEIVED,e96a1c58-1226-43ea-8b80-06d7c2e24d4d,bd896131-008a-4fa3-bc44-8617dcc37cc9,c3,c1,27,p1,?,surb={'id': '105ba92e-220a-4439-9691-a40c5c20f3ca', 'route': ['p1', 'e5', 'i8', 'x10', 'p3', 'c3']}
1769468844.2631896,RECEIVED,2505c7ba-95d9-4219-a2e1-53910968e873,0c5e21d7-8dfd-42ab-8162-fd7c0cb1ff48,c3,c1,27,p1,?,surb={'id': 'bd8b4cb5-e01a-4ff7-8713-b7dfa821e6eb', 'route': ['p1', 'e1', 'i11', 'x1', 'p3', 'c3']}
1769468844.6499915,SENT,a3ce6cab-2a90-43f1-90c1-764f04c55e8f,82b62aec-a3fb-4831-8d98-135d6f21882e,c1,c4,3372,?,p1,
1769468844.6501844,CREATED,4a9f3c1a-cba2-4cdc-836b-000a53df3892,67474561-0322-4b9a-96f3-3b0597a8bc9a,c1,c4,27,?,?,surb={'id': '90a4a478-3897-45e9-a052-8fd44a99e852', 'route': ['p1', 'e6', 'i5', 'x11', 'p1', 'c1']}
1769468844.6710303,RECEIVED,f5c17969-fc61-4b76-9d42-e30ddeabc252,027a03b6-5b16-4c6e-b6cf-16a9fd63736a,c3,c1,27,p1,?,surb={'id': '48800cd7-4ef2-402f-b16f-b3fa8a2abed4', 'route': ['p1', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769468844.805405,RECEIVED,b08f17c6-cfc8-4b15-be20-30c8396c3dbc,1a1090c1-5ef7-4d2f-9ca2-b19ec77d0718,c3,c1,27,p1,?,surb={'id': '2e3d27b3-eaed-4b60-90ff-7d5e8baf143c', 'route': ['p1', 'e5', 'i4', 'x4', 'p3', 'c3']}
1769468844.8351367,SENT,f979c269-3e01-4e7d-9f30-93dbc7312af5,36ec45ee-d8e2-4b37-ab65-7a64dbf020a7,c1,c4,3376,?,p1,
1769468844.835298,CREATED,ca1d783a-daa6-433d-bab9-689ace6c8169,e764d9bf-acdb-444c-84d6-8e7b14698798,c1,c4,27,?,?,surb={'id': 'f9aad023-1a7e-4270-a871-33613fd2746d', 'route': ['p1', 'e12', 'i4', 'x3', 'p1', 'c1']}
1769468845.0067167,SENT,542d96cc-fbd9-4abe-ae6b-7e2f575a85e0,4e69161f-bdee-4a88-b509-809a68821a59,c1,c4,3367,?,p1,
1769468845.0069232,CREATED,3bf61984-6593-44e7-a69d-11fc69408d47,cf2ce488-5bb6-4ddb-922e-ca554b05d551,c1,c4,27,?,?,surb={'id': '25d33775-65c0-4cba-8b93-300669779783', 'route': ['p1', 'e6', 'i5', 'x2', 'p1', 'c1']}
1769468845.3328893,SENT,9887386d-292e-4d42-98d1-c91c837d2365,77b46467-f63e-4b23-bfd9-b4346f60ed98,c1,c4,3371,?,p1,
1769468845.3330338,CREATED,634f49e5-c21f-4223-b67c-802c87a375eb,3cd0b3a0-1142-47f6-8444-52a54efee483,c1,c4,27,?,?,surb={'id': 'bcf5b17d-a4ca-43e4-a30d-e80814dc1eb6', 'route': ['p1', 'e3', 'i4', 'x2', 'p1', 'c1']}
1769468845.3795054,RECEIVED,7b8f7663-4fe2-4679-834b-38efb1a7a81a,7b5689c7-2387-4b98-af12-c03c90739da9,c3,c1,27,p1,?,surb={'id': 'ceb9cfdf-f91a-4bcc-bac7-60649acee670', 'route': ['p1', 'e1', 'i3', 'x5', 'p3', 'c3']}
1769468845.4973829,SENT,d2fa6a6f-33bf-44df-bc47-416e57d5ae73,15bc7435-6920-4233-9c58-eec1407fb70b,c1,c4,3400,?,p1,
1769468845.4975314,CREATED,0c2cfa49-1fff-4972-adc4-2cb6f391fd3f,1e83e13f-7d40-4be6-b99b-852ceb13a16a,c1,c4,27,?,?,surb={'id': '860f9895-1076-40cf-ac4e-5126463cc31d', 'route': ['p1', 'e12', 'i1', 'x11', 'p1', 'c1']}
1769468845.6422572,RECEIVED,bc5d2399-9d52-49fc-832d-58e275e7f44a,87a25a6e-bd93-4516-9502-1bfc98bc2132,c3,c1,27,p1,?,surb={'id': 'ce8fe4d3-3cee-41b2-9fbd-5a91bf811fd2', 'route': ['p1', 'e12', 'i9', 'x9', 'p3', 'c3']}
1769468845.7773597,SENT,1f7203ff-55e9-4bd2-868d-40603b67a8c2,0bf7364a-b485-4f63-bcef-b66e6ccdc6fc,c1,c4,3392,?,p1,
1769468845.7774203,CREATED,3e69a62f-14e6-4061-aa49-19a05bad1e6d,5d09d5fc-83f2-4dd7-b520-dcf3a0d0b815,c1,c4,27,?,?,surb={'id': '3ab0670a-7e82-4ab0-ab6d-714d5fed3eaf', 'route': ['p1', 'e12', 'i7', 'x4', 'p1', 'c1']}
1769468845.829061,SENT,e6a1780e-87bd-4c04-855d-264ec08170a5,afa28738-a9d3-4471-833c-e34e15fd979a,c1,c4,3355,?,p1,
1769468845.8291135,CREATED,5b2e3bf0-c69c-41f9-9c3a-c34a79d58801,82b7aa29-67a9-451e-b2a5-83700a188af9,c1,c4,26,?,?,surb={'id': 'cf681ee6-2e5d-4823-8aaf-465058f1fb35', 'route': ['p1', 'e9', 'i4', 'x6', 'p1', 'c1']}
1769468845.9119565,SENT,b62ab722-fe75-44f7-8891-f09249379980,e82692ab-c108-4642-b639-b974099e90b6,c1,c4,3367,?,p1,
1769468845.912024,CREATED,b9ac2c04-53a9-464a-aa34-df67c01835e7,33a187f8-1272-4f46-9058-7896398563c0,c1,c4,27,?,?,surb={'id': '842a6638-dde2-4dce-809f-54078a2bf696', 'route': ['p1', 'e7', 'i4', 'x10', 'p1', 'c1']}
1769468847.0482814,SENT,2e04f88d-80e9-419a-8709-a7d2449b659a,8944c97e-1c84-43fa-b0b7-c60a42f5cb9a,c1,c4,3359,?,p1,
1769468847.04842,CREATED,28527ae7-fda9-4669-894d-0ee3f1cb8c3c,b3b4e046-15aa-4449-bd89-c283088d83ac,c1,c4,27,?,?,surb={'id': '5316a2e6-3cb4-4fcf-81a8-583071ecfbec', 'route': ['p1', 'e5', 'i10', 'x6', 'p1', 'c1']}
1769468847.086987,SENT,864181c4-a5e7-4d74-a7ab-18d3dc75cf74,f78f9a12-624b-43c7-bedf-de4be2214dd3,c1,c4,3390,?,p1,
1769468847.087453,CREATED,32a0c291-b808-4005-9460-1c24f785732e,7190b5ae-2ede-40a7-920f-992cb1a03070,c1,c4,27,?,?,surb={'id': 'd31de1d5-4f87-4f76-8acb-ec59b4003ef2', 'route': ['p1', 'e2', 'i6', 'x12', 'p1', 'c1']}
1769468847.313531,RECEIVED,3bc030e0-095d-4b9f-b9ff-2c81999b17b4,1802061c-2a18-419b-b302-369b86e2a03b,c3,c1,27,p1,?,surb={'id': '6d684746-a832-4c77-ba5e-c5169fcc4410', 'route': ['p1', 'e3', 'i2', 'x8', 'p3', 'c3']}
1769468847.4146042,RECEIVED,c9f40736-cb28-4d9f-b744-e88b70b6aea8,e7d76def-6465-4c24-a8c5-3323e84ad2b1,c3,c1,27,p1,?,surb={'id': '6ed50b52-f8fb-44dc-9fc1-c6664c397ff9', 'route': ['p1', 'e5', 'i9', 'x5', 'p3', 'c3']}
1769468847.5547466,SENT,6f8c24e4-6f05-46fb-8d17-99d87cc24b93,31861fa0-10ab-473f-bdf7-8786fe989b85,c1,c4,3391,?,p1,
1769468847.5547926,CREATED,9d432b0c-0e42-48e0-a998-bdf096f434f7,8bdca3bd-7cbd-4348-b6d0-afab9c4ea9d2,c1,c4,27,?,?,surb={'id': 'e07808b9-9006-4764-832f-77c325d3f7db', 'route': ['p1', 'e1', 'i11', 'x3', 'p1', 'c1']}
1769468847.78015,RECEIVED,5e43e50a-6d73-46bb-9b38-6e333182114c,510ab262-0274-47a0-b425-4a80c7241409,c3,c1,27,p1,?,surb={'id': '6e6c1602-90f3-48d7-9ea4-a53ad0199781', 'route': ['p1', 'e6', 'i8', 'x8', 'p3', 'c3']}
1769468848.2070885,SENT,4ac0dd91-1f79-4ead-b953-2eb431a8b934,c5df212d-6fe8-4dee-85e7-683b1d33a707,c1,c4,3379,?,p1,
1769468848.207136,CREATED,a93d310a-bcfd-484d-a259-8663b334e10c,21e59785-d24d-4df6-bd30-263957484dbc,c1,c4,26,?,?,surb={'id': '3d50aabd-ebd4-4753-b6ca-91b9103c5df6', 'route': ['p1', 'e3', 'i7', 'x11', 'p1', 'c1']}
1769468848.2182202,SENT,6e90e762-bbe3-41e6-aa0f-c3a717f3fd1b,74711bc5-30ec-4c21-82d3-79f4ad6becb5,c1,c4,3381,?,p1,
1769468848.2182672,CREATED,bf70a8c8-2838-4afe-9feb-c09d149d681b,ca48b47b-4ac9-47b7-b27a-87d4d774423a,c1,c4,27,?,?,surb={'id': 'c1e194bd-1955-4829-8dae-9491f8a1d0fe', 'route': ['p1', 'e6', 'i1', 'x4', 'p1', 'c1']}
1769468848.490172,RECEIVED,6add5899-ccee-4ed0-816d-d04ad5dc1d9e,e79ed762-c2e7-4c0f-a89c-d204495cf4e9,c3,c1,27,p1,?,surb={'id': 'df0607b2-e525-42c1-93c4-54a901a543ea', 'route': ['p1', 'e11', 'i3', 'x7', 'p3', 'c3']}
1769468848.7396185,RECEIVED,f1b92bae-5140-48de-9f6b-21ec705ee141,a492b09e-c395-442f-b9eb-771ee7a2e618,c3,c1,27,p1,?,surb={'id': '82a86151-063c-4535-b588-ab5ab0c9b09c', 'route': ['p1', 'e11', 'i6', 'x6', 'p3', 'c3']}
1769468848.8399248,SENT,5c3d74a1-2d81-4969-a615-1410ad46688f,163dfdf4-06bf-4784-a25a-925b02a4a59e,c1,c4,3363,?,p1,
1769468848.8399827,CREATED,e707eb04-72b0-4d6c-b8cd-7e9ce5f5e273,2d1995cb-37fa-405d-a395-7b8ec185dd04,c1,c4,27,?,?,surb={'id': 'a46af921-0ecc-41c8-8088-5dbfe2f9fa0d', 'route': ['p1', 'e7', 'i1', 'x7', 'p1', 'c1']}
1769468849.0626729,RECEIVED,d33cd6ea-9d94-45d2-b33e-f3e02f732c51,2b359c3f-962a-4b53-8d5a-bd4cbdbe0ddf,c3,c1,27,p1,?,surb={'id': '7d6d1c27-de50-4e8d-a1b1-39ae72e1358e', 'route': ['p1', 'e2', 'i6', 'x10', 'p3', 'c3']}
1769468849.3102984,RECEIVED,2c68afaa-bf67-41fa-b260-3fafb58fe04e,134da160-320d-4a29-b4d1-b8f4d3bc33ca,c3,c1,27,p1,?,surb={'id': '6912c172-c78f-4c5e-848b-6652c3ea9657', 'route': ['p1', 'e12', 'i12', 'x5', 'p3', 'c3']}
1769468849.5282388,RECEIVED,96939894-8339-4475-90db-4a22bebaf517,afa014d0-2d9b-4d25-8390-1652a499fbcc,c3,c1,27,p1,?,surb={'id': '7e94f22c-3967-4e40-9a69-d7a0118dea15', 'route': ['p1', 'e10', 'i4', 'x9', 'p3', 'c3']}
1769468849.589362,RECEIVED,8c5348aa-dbeb-4a66-831f-c5dd1b40a0ed,4a8006a8-caaa-4aaf-b38d-e630e1344bc8,c3,c1,27,p1,?,surb={'id': 'dee286a4-b8e7-4202-814e-51a4fd030d63', 'route': ['p1', 'e6', 'i4', 'x12', 'p3', 'c3']}
1769468849.9436858,SENT,2a0194e5-6f6f-4503-83bc-19147bbfd625,271d2662-d98c-43a7-8f77-e24b0774b5ce,c1,c4,3359,?,p1,
1769468849.9438267,CREATED,4a62ec12-ad28-4532-b63d-6a4ffe54a4e1,bf6652dc-a4f7-43d6-9f54-c65e70651152,c1,c4,27,?,?,surb={'id': '943791ec-c741-4959-bfc3-f32cd56e2a78', 'route': ['p1', 'e2', 'i12', 'x5', 'p1', 'c1']}
1769468849.9844246,SENT,4c7741ff-7a98-46df-86c0-4926653f88f0,cfd87e28-7244-4053-9130-c5c636e45d50,c1,c4,3388,?,p1,
1769468849.984486,CREATED,0886c089-2b49-4051-96d2-b0e5eb105642,cc40df1d-ef57-40fc-ad78-e9247f2e6c0f,c1,c4,27,?,?,surb={'id': '5001c9fc-7ad2-496f-abc4-30196553cdaa', 'route': ['p1', 'e9', 'i8', 'x8', 'p1', 'c1']}
1769468850.0441723,SENT,499c0043-ef47-4141-9725-45572fb93dc9,89282335-a73c-4795-bd16-704241569729,c1,c4,3355,?,p1,
1769468850.0442314,CREATED,6c57e8fe-f16c-4269-a880-be20ab271713,6206939f-d98e-4c40-95be-bb7254c3fff1,c1,c4,27,?,?,surb={'id': 'a95a1942-a905-445c-bd8e-d21e38d75360', 'route': ['p1', 'e6', 'i3', 'x9', 'p1', 'c1']}
1769468850.2272193,SENT,3fb61924-e47e-4c7f-895b-87b89b98981a,3409c40a-e309-423b-9652-fa62d8bb97be,c1,c4,3376,?,p1,
1769468850.2273939,CREATED,ab57cca9-93cd-4023-929a-7fa09db26d65,56467844-d29e-4fe9-a6ad-42e14fcc2335,c1,c4,26,?,?,surb={'id': 'e17e616f-df31-4176-9cdd-2a7aec439c14', 'route': ['p1', 'e2', 'i8', 'x7', 'p1', 'c1']}
1769468850.5204463,RECEIVED,91385bdc-aeab-4747-a5b2-470d27c29359,3f2822b7-76b1-4165-a9ae-b359b4944ce1,c3,c1,27,p1,?,surb={'id': '3f850b5a-977b-43bb-aaa8-7815f67f3abb', 'route': ['p1', 'e11', 'i5', 'x4', 'p3', 'c3']}
1769468850.8430145,SENT,5b5dd903-3d19-497c-a474-ebdb75c17d86,65e7aa76-b013-4769-b50d-ed9e3b533142,c1,c4,3385,?,p1,
1769468850.8431404,CREATED,197c177e-3fc4-4634-9dab-2fa6f120ceb9,16cf6008-21a8-46b1-a375-9e145a2ea71c,c1,c4,27,?,?,surb={'id': '5bbee220-0e03-492d-b57d-df0642a37fa1', 'route': ['p1', 'e8', 'i2', 'x1', 'p1', 'c1']}
1769468850.9552488,SENT,f4840db1-427d-4431-8440-5fb0df55ab52,a11516cb-d77f-409b-932c-1112e1f47c00,c1,c4,3359,?,p1,
1769468850.9553459,CREATED,8087c5a1-9a76-4fa8-a696-143ad85f9423,eb285e55-f942-44ad-a6dc-488c176dd910,c1,c4,27,?,?,surb={'id': '92c670ba-7428-4d7f-a996-1f4047a5b6e1', 'route': ['p1', 'e2', 'i8', 'x12', 'p1', 'c1']}
1769468851.0008783,RECEIVED,c63885b0-0f31-4b27-a89a-32d561a8df97,6a4aeb91-5940-454f-9621-defee24aa6b4,c3,c1,27,p1,?,surb={'id': 'af0203d0-1c83-4fc4-bbc3-f0f49dc255e0', 'route': ['p1', 'e1', 'i1', 'x8', 'p3', 'c3']}
1769468851.0624323,RECEIVED,5146678f-59f0-4f2c-8654-a59eeca0f0de,e1b16e76-f1e7-4706-b9c1-eeaf0a8a9915,c3,c1,27,p1,?,surb={'id': '3461fb79-9216-4827-b836-4e11b0152d18', 'route': ['p1', 'e10', 'i6', 'x3', 'p3', 'c3']}
1769468851.2302413,SENT,e77cc1fb-e448-4564-806e-c4a6b593de3c,a55af479-ee60-4f04-b04f-06e38c77b224,c1,c4,3379,?,p1,
1769468851.230388,CREATED,0135612f-c1da-4f60-8ff9-6a83c1ad4461,56f00d90-ecb8-4892-8ac0-fc80e3cba6d9,c1,c4,27,?,?,surb={'id': '6c64b3fe-0816-425c-8dd8-e12ab07e0ba2', 'route': ['p1', 'e6', 'i9', 'x3', 'p1', 'c1']}
1769468851.339448,RECEIVED,e2574cad-ecef-43b5-928b-d9e8c4c1b7ff,e9231973-1242-4e34-b04c-a8a260fa0189,c3,c1,27,p1,?,surb={'id': '59a53898-ffae-4229-9aca-6b634a4de52b', 'route': ['p1', 'e7', 'i11', 'x7', 'p3', 'c3']}
1769468851.4216003,SENT,91be7323-8be2-467e-819c-85a836cfba87,7744480d-bdeb-4c0c-b861-f21fed5a6e62,c1,c4,3392,?,p1,
1769468851.421752,CREATED,7c107381-8880-4066-8794-4744a9aaea76,745a8251-d809-4982-8ec3-1f50cf4889fc,c1,c4,27,?,?,surb={'id': '7a028608-d816-4721-be95-9587a3d9f7ba', 'route': ['p1', 'e1', 'i10', 'x11', 'p1', 'c1']}
1769468851.4602828,SENT,71c6aa78-9d1c-451b-b283-5f7f47d0f522,4908c003-f09f-4efe-8f94-8f1a8bf1516d,c1,c4,3393,?,p1,
1769468851.4604285,CREATED,1cd35ba9-7dcf-4553-953b-2a86961e988a,d72597d0-6d35-40f9-9fd0-ae98cc16cfce,c1,c4,27,?,?,surb={'id': 'ec456a12-7085-4038-8451-e791768a2b9d', 'route': ['p1', 'e7', 'i8', 'x11', 'p1', 'c1']}
1769468851.5253038,RECEIVED,e54e970d-c1a0-4bf6-a264-dac587fc8615,a19d16e6-d43c-4fa6-9b44-635b8b9e1a0c,c3,c1,27,p1,?,surb={'id': '228d63df-46a3-4199-9e02-91ad38d9d838', 'route': ['p1', 'e1', 'i2', 'x12', 'p3', 'c3']}
