timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769468554.391656,SENT,1bda682f-fb98-499c-8b6b-ac05b7e881d9,7b9157e2-15a8-48c8-b1c5-3d42cc6b879d,c4,c3,3408,?,p1,
1769468554.3918135,CREATED,0ef13cbd-b110-4b52-a661-0aa5dfc53f51,a83f835a-2811-44d9-8f59-f21f8906310d,c4,c3,27,?,?,surb={'id': '37a12e5f-3bd3-4d12-8b6a-72f3596a7364', 'route': ['p3', 'e3', 'i12', 'x10', 'p1', 'c4']}
1769468562.1091928,CREATED,cc59a78e-8ef9-42e9-a8cd-e0723c94628b,7923a927-da69-47d2-94eb-c9fcc8c94531,c4,c3,25,?,?,surb={'id': '296ffd7e-db35-42b1-a83c-fa72da7f0039', 'route': ['p3', 'e9', 'i5', 'x1', 'p1', 'c4']}
1769468562.2386968,RECEIVED,8830dbb1-cc20-4b59-a06a-1ab4be88e08c,5f07dd5b-aa96-46b0-aea9-acac44135008,c1,c4,27,p1,?,surb={'id': '4afae4c2-7b4f-42c7-a4f2-6c1a185505b9', 'route': ['p1', 'e6', 'i1', 'x6', 'p1', 'c1']}
1769468562.3979683,SENT,e14c5dc1-bb79-4caa-b741-fe6e492551ba,457827e1-bb42-4106-9c56-3a30b1d508ca,c4,c3,3375,?,p1,
1769468562.398153,CREATED,34681cfd-1524-41e8-bea5-7d3989946d70,b239bdbc-1bd4-457b-b7f6-4add20e331fd,c4,c3,26,?,?,surb={'id': 'cc267721-bb64-4306-b606-cbcefa42eef4', 'route': ['p3', 'e2', 'i12', 'x7', 'p1', 'c4']}
1769468562.409137,RECEIVED,3d10554b-2404-49a7-b2c1-e681382b5246,e8c395c0-0fe4-4658-a320-a173dd34d2cc,c1,c4,26,p1,?,surb={'id': '77d637ab-656f-476e-b428-4065cc9fa2be', 'route': ['p1', 'e10', 'i9', 'x5', 'p1', 'c1']}
1769468562.43599,SENT,4e92fc10-c682-4236-ae79-7eff70f47f50,f3f078e4-5341-44cc-9012-19504c8f448d,c4,c3,3360,?,p1,
1769468562.436166,CREATED,f5e4621a-9490-49b3-a4f8-ebfe52d06e42,e91d139e-c732-40f8-9aab-4110450b99e3,c4,c3,27,?,?,surb={'id': '1365c514-db3d-4488-ab0f-53347b2d01f9', 'route': ['p3', 'e8', 'i4', 'x10', 'p1', 'c4']}
1769468562.6426413,RECEIVED,1328a6ce-5b90-4816-a60a-4c606b2d0b86,4f65fe8e-78f7-47f3-a333-5335fe192ead,c1,c4,27,p1,?,surb={'id': 'c0085bda-95b9-411f-b325-b8a8047c0c57', 'route': ['p1', 'e7', 'i10', 'x2', 'p1', 'c1']}
1769468562.805838,SENT,8e77e7f4-c501-43dc-8c8a-b2778ef6a5d3,8d6c86bf-4fff-4576-8395-6a586d11a934,c4,c3,3395,?,p1,
1769468562.8059893,CREATED,3c9ac1eb-831f-4623-9c1f-5e79cb79d821,9a3aeb97-1029-4730-b61b-4790e65ba9ea,c4,c3,27,?,?,surb={'id': '8ba4a008-42f5-4b41-9add-ef1e2f119ef1', 'route': ['p3', 'e10', 'i1', 'x10', 'p1', 'c4']}
1769468562.9892526,RECEIVED,72a22e91-e91e-41b5-87a5-69221c09cde2,405cc10e-f5b5-49a4-9b29-5ee7f38b5195,c1,c4,27,p1,?,surb={'id': 'd2ce42f7-7aac-4efb-876b-c60b9bba53e0', 'route': ['p1', 'e4', 'i4', 'x11', 'p1', 'c1']}
1769468563.224872,SENT,8a8cdf96-fb6c-481f-8a18-6f04c401d663,55322750-70a5-42bc-9eea-0dee2d426977,c4,c3,3393,?,p1,
1769468563.225032,CREATED,f4050efe-706e-4bb8-b272-0f3c225c2739,c005d3fd-2220-415c-8376-eb20c5226095,c4,c3,27,?,?,surb={'id': 'e7d3ecbc-09ff-45d6-b950-5f898a3aaa66', 'route': ['p3', 'e2', 'i3', 'x2', 'p1', 'c4']}
1769468563.2444994,RECEIVED,19e6d087-90e6-4ce3-b62c-9ffbb56e9299,3e1fb518-f0ee-4af4-8a7e-d46dd05aa758,c1,c4,27,p1,?,surb={'id': 'cba91fea-809c-4bdd-aec1-1c9b447237d1', 'route': ['p1', 'e5', 'i5', 'x7', 'p1', 'c1']}
1769468563.6746826,RECEIVED,927f70e8-2fa8-4007-a4a3-479657dac053,b33ecce2-b6cd-4b0c-999a-65c48284d87b,c1,c4,27,p1,?,surb={'id': 'fb62c869-6bc0-44d6-9a6e-93a1512391c6', 'route': ['p1', 'e11', 'i11', 'x6', 'p1', 'c1']}
1769468563.7098634,RECEIVED,1083b8e1-398b-40de-8583-a6c9b58d19ed,bf6fa612-c3cd-46c3-9ea4-7c5d43e9834f,c1,c4,27,p1,?,surb={'id': 'fcc937b0-ddb7-47c3-9513-57a699f2f0d7', 'route': ['p1', 'e3', 'i8', 'x2', 'p1', 'c1']}
1769468563.9484015,RECEIVED,c284e6b3-16e0-4360-b88d-924472ec8fb8,c4171cff-f167-440c-a164-07b8923fc099,c1,c4,27,p1,?,surb={'id': 'cfe94e29-4ebd-437c-99c7-525daa39ab80', 'route': ['p1', 'e7', 'i10', 'x2', 'p1', 'c1']}
1769468563.998849,SENT,db3073c1-4aff-41a8-93fe-c1713a50a618,fcfa6c0c-3687-4d28-9324-5e7933b0685b,c4,c3,3371,?,p1,
1769468563.9989955,CREATED,911c2917-0383-4717-9cf8-4a43c6e8e8fc,a482c9c3-c1ac-45d0-90d3-6efaa47c0220,c4,c3,27,?,?,surb={'id': 'fdd58fa8-d0ed-40ab-9034-d2a9dd41849a', 'route': ['p3', 'e11', 'i6', 'x8', 'p1', 'c4']}
1769468564.0089622,RECEIVED,9e83f390-94d5-4281-aa0a-868dab6e4cac,0f6ebe36-ee57-4571-957f-ba43232fa032,c1,c4,27,p1,?,surb={'id': '534289f4-74c5-4bad-815e-9388d3151ac0', 'route': ['p1', 'e7', 'i3', 'x6', 'p1', 'c1']}
1769468564.414517,RECEIVED,1131bf9b-8cd1-4a82-aac6-95be268851fb,d13e914a-33d8-416a-8eed-191d0030b943,c1,c4,26,p1,?,surb={'id': '32f78373-1776-4dea-ab45-4fbb16507d65', 'route': ['p1', 'e2', 'i6', 'x11', 'p1', 'c1']}
1769468564.4295197,RECEIVED,7809338d-7928-4957-b882-aa96f7d2c286,87c1d3ee-7c9d-4f78-b9a6-fd9e29c7b33f,c1,c4,27,p1,?,surb={'id': '14300c95-438d-421c-93cc-55fb2c125bd1', 'route': ['p1', 'e12', 'i10', 'x6', 'p1', 'c1']}
1769468564.549219,SENT,e4162c41-b2fb-421c-907e-943d76df342c,40ad1e80-eeb5-44c1-a01f-955f8f099a48,c4,c3,3367,?,p1,
1769468564.5493684,CREATED,5326f865-80a8-453b-883b-16b0b5c5f1b0,223e6726-5de3-4be6-8567-f2053fd19717,c4,c3,27,?,?,surb={'id': 'ce525221-d0cb-471a-ad0d-ee855d831029', 'route': ['p3', 'e9', 'i4', 'x7', 'p1', 'c4']}
1769468564.5584693,SENT,082fd391-8ad1-44f6-b9ed-94d5445ca738,aa3b70fb-6eef-420d-97d2-063ff1f2bcf1,c4,c3,3391,?,p1,
1769468564.558619,CREATED,073f3802-9d8c-4437-af2a-76894b70e4ee,9975a034-38d5-4a31-9d24-bdbf180d474a,c4,c3,27,?,?,surb={'id': 'b51a4950-fb8f-44f9-9d3a-432cce891860', 'route': ['p3', 'e7', 'i11', 'x4', 'p1', 'c4']}
1769468564.6129577,SENT,204b3f8f-1d65-44bb-aee0-e1e2c04439ff,ceecafb5-2827-49e3-9085-b276fda90282,c4,c3,3400,?,p1,
1769468564.6131344,CREATED,d9e80a19-3ada-4942-a926-472d51c4248f,9a000338-319d-4274-8335-95831ba5ee88,c4,c3,27,?,?,surb={'id': 'b0133d88-b049-4ef6-afe8-ba42c6ecb467', 'route': ['p3', 'e3', 'i10', 'x2', 'p1', 'c4']}
1769468564.708908,SENT,081ef82b-08d9-45d5-9382-af9382501c99,722dfd70-c9e0-4ce4-9ffd-e046e18ecf84,c4,c3,3387,?,p1,
1769468564.7090833,CREATED,d5abcdfc-3d78-48ba-bd0a-da22a2f55b95,a49ed220-934b-4214-839f-53e1ae3943f8,c4,c3,27,?,?,surb={'id': '47a58920-bc44-44ea-8b32-2cc4422a2ccd', 'route': ['p3', 'e6', 'i10', 'x11', 'p1', 'c4']}
1769468564.8553286,RECEIVED,80b96116-0fd9-4c24-9704-abd322af9d84,28bae687-42d2-46e6-96de-8edc7644a254,c1,c4,27,p1,?,surb={'id': '164ddb2e-3e4c-49e5-9137-9787f69125e3', 'route': ['p1', 'e10', 'i11', 'x7', 'p1', 'c1']}
1769468565.039031,RECEIVED,dcb30e38-0e38-4e9e-83a0-e488a91c073e,1d3d7845-2d1e-4573-bc6f-10e14cf04384,c1,c4,26,p1,?,surb={'id': '49471a3f-4100-4da4-adbd-f4cf7813d804', 'route': ['p1', 'e3', 'i1', 'x11', 'p1', 'c1']}
1769468565.196119,SENT,0a455861-ed51-46b7-b8b8-44c58e754c4a,74a66395-f896-48d5-96cd-15d10610f1ac,c4,c3,3383,?,p1,
1769468565.1962745,CREATED,1c43b0e9-3788-471e-8b73-ce924543b780,c79ab20a-4fdb-4c96-bb7a-dadd7499dcfd,c4,c3,27,?,?,surb={'id': '156f26f3-5a8b-412b-ab9d-76eb148b68b5', 'route': ['p3', 'e5', 'i6', 'x8', 'p1', 'c4']}
1769468565.6249042,RECEIVED,39b2ecff-8cf5-4521-bc45-713e8edd9bc7,45e74438-a9be-4ea5-ad74-fd7c87146305,c1,c4,27,p1,?,surb={'id': '810474c4-0f9d-4ad8-ba6a-4ca80c6d065f', 'route': ['p1', 'e11', 'i4', 'x3', 'p1', 'c1']}
1769468565.9191415,RECEIVED,1e6d4c9d-10f1-49d4-bdaa-236f69ebbad8,817bb149-eeef-4b02-a98e-2ca95fce9b22,c1,c4,27,p1,?,surb={'id': '5b8ff906-3fc2-46be-b912-43735d58aea0', 'route': ['p1', 'e10', 'i9', 'x1', 'p1', 'c1']}
1769468565.9337046,SENT,87211971-79f4-4cc6-b021-1bc252a5a58c,df8d1d1c-831b-40ef-a4cf-8c4af0ff73a1,c4,c3,3375,?,p1,
1769468565.9338515,CREATED,bc41dd4f-910d-44ae-98bd-45d33db36dd2,c20dc51d-3f29-4ef4-a8ed-6a779db4cc8c,c4,c3,27,?,?,surb={'id': '4a08321f-ff32-4560-aeec-8a13977c8699', 'route': ['p3', 'e1', 'i2', 'x2', 'p1', 'c4']}
1769468566.2064502,RECEIVED,5370e851-4367-494d-9c44-cb965d4ff99b,de866d4d-69fe-49ef-af53-d98d0f4a77db,c1,c4,27,p1,?,surb={'id': '741db85e-3acb-4db6-acee-2b5437551dcd', 'route': ['p1', 'e11', 'i1', 'x11', 'p1', 'c1']}
1769468566.4103885,RECEIVED,e5459161-a19d-4055-aa0d-ef08cd16ada6,27c7ce3c-402f-4a70-8554-7d1233d300ff,c1,c4,27,p1,?,surb={'id': '429a363c-b63b-4e44-9dcd-d532843dd5a6', 'route': ['p1', 'e1', 'i7', 'x8', 'p1', 'c1']}
1769468566.5082567,RECEIVED,c06e226f-70ac-41d2-b96e-6788257892eb,3299b3af-78fe-4ed8-99a2-61bc383b3fa4,c1,c4,27,p1,?,surb={'id': '30e9297f-28de-450d-b2a5-e071b77406a4', 'route': ['p1', 'e11', 'i8', 'x10', 'p1', 'c1']}
1769468566.5814831,SENT,caa03458-6fe6-49b9-a9fa-b97470da9686,21665125-603a-44d8-a564-9c92eb5cbd47,c4,c3,3402,?,p1,
1769468566.5816276,CREATED,51c3bc86-e18e-4b9b-bcf4-8b6692163f2e,7b071818-4e52-4af3-8296-2e60152c93c5,c4,c3,27,?,?,surb={'id': 'd2b7401b-96aa-4e04-83a1-85a26a43d15f', 'route': ['p3', 'e9', 'i11', 'x4', 'p1', 'c4']}
1769468566.683394,RECEIVED,1a6458b1-07cb-4c36-ac78-214482d88095,672a2cb8-56ef-423e-b1ee-96360ceece77,c1,c4,27,p1,?,surb={'id': 'af096eae-7559-4d93-b00b-d9abdc5bc873', 'route': ['p1', 'e2', 'i11', 'x1', 'p1', 'c1']}
1769468566.9330795,SENT,e503a9ba-1cb0-4b9e-933f-a108798c2117,7d5ed840-7a59-4b61-a670-fe79d1e12e01,c4,c3,3374,?,p1,
1769468566.9332333,CREATED,b1d5347e-9ae0-4829-afd6-79a6b76963cb,a4cab95c-9d2a-4562-946f-0a443d490e99,c4,c3,27,?,?,surb={'id': '39c09124-8cd1-4dc0-9d5d-8c6b2a099c62', 'route': ['p3', 'e2', 'i5', 'x2', 'p1', 'c4']}
1769468567.1192465,RECEIVED,62e8bde7-f945-43c4-9661-a7672cdd2d28,eebe0f28-78e9-4ea5-910e-1965e60c8304,c1,c4,26,p1,?,surb={'id': '7d2a7b73-a9ab-4d51-83e3-0da99bd90802', 'route': ['p1', 'e5', 'i11', 'x12', 'p1', 'c1']}
1769468567.2175908,RECEIVED,05f0b8f2-9dc6-49b4-9385-25437c15c8f4,79c792da-66d4-457a-a807-0d084b0d99bc,c1,c4,27,p1,?,surb={'id': 'bbba084d-a8ce-47d5-906d-9acf0c2b0148', 'route': ['p1', 'e8', 'i3', 'x6', 'p1', 'c1']}
1769468567.2953146,RECEIVED,73f51dcd-d40b-4555-8dc7-67e55968abd8,a8b27cd9-15f3-4ad7-8fa2-95ef9adf7daf,c1,c4,27,p1,?,surb={'id': '40d7f56c-2617-44ae-97bf-5d21bdf9afc9', 'route': ['p1', 'e2', 'i5', 'x12', 'p1', 'c1']}
1769468567.409141,RECEIVED,8fa8a2ce-1305-4afb-994a-2ff5de4f45d5,a86d2214-af78-4d47-b390-dd9455fc7296,c1,c4,26,p1,?,surb={'id': 'd10368ec-d9d1-40ee-80ac-9ed049119886', 'route': ['p1', 'e8', 'i1', 'x7', 'p1', 'c1']}
1769468567.447185,RECEIVED,f0495599-2282-47ab-8b11-a3c61f19cbb7,d81c33fe-bae5-4d2a-a7e5-40edabd852b2,c1,c4,26,p1,?,surb={'id': 'ba215eba-395e-4db4-a87f-df5de234d175', 'route': ['p1', 'e6', 'i12', 'x8', 'p1', 'c1']}
1769468567.7791853,RECEIVED,1bbaadac-243d-429e-afa6-e8cf7e54f732,762ce797-e2cc-484d-8ffb-c0daa876f7ea,c1,c4,27,p1,?,surb={'id': 'cb92b4ea-638c-4216-a714-c361d8d2f35c', 'route': ['p1', 'e7', 'i7', 'x9', 'p1', 'c1']}
1769468567.832618,SENT,5115141e-034c-4d28-95a4-2665e7bde45d,4ee6d2c9-4a3c-469f-a4e5-1ddaaa8c9184,c4,c3,3359,?,p1,
1769468567.8327615,CREATED,e6636c85-d60e-41bd-88bd-9cde4a088857,709714ad-2367-47af-9ca3-79542b89c331,c4,c3,27,?,?,surb={'id': '530dcf52-38a9-4587-95bf-a79cf4c34598', 'route': ['p3', 'e7', 'i2', 'x5', 'p1', 'c4']}
1769468568.0134141,SENT,b2b27a10-3370-403e-96d1-7af8c893e7a6,b0497133-fbc5-472b-99b9-fd0839bc3359,c4,c3,3387,?,p1,
1769468568.0148199,CREATED,fe5177ec-aa6c-4b92-8e2f-23729e7b3d4a,9ba5fc00-7b30-436d-91a8-5e2af371f7ca,c4,c3,27,?,?,surb={'id': '155ad27b-dcdd-4fcc-8b9b-e031d77d18a3', 'route': ['p3', 'e7', 'i9', 'x8', 'p1', 'c4']}
1769468568.328031,SENT,e7517685-2de5-4601-ac3b-c40e9c0f9bfd,70c9f87a-f37c-4ebf-b78c-2f8ab9f6d4d1,c4,c3,3382,?,p1,
1769468568.3283095,CREATED,e808e68d-1c44-4536-bfff-a98875172038,22b11e54-183c-4b6a-bb55-1c129d7a2317,c4,c3,26,?,?,surb={'id': '09bf9e5e-209f-4815-a69b-c66d21daad86', 'route': ['p3', 'e4', 'i9', 'x7', 'p1', 'c4']}
