timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453808.8981411,CREATED,ffb2f218-ea0a-4c1d-b080-262ade731e34,95a45360-57cc-4795-8458-319bbbba1431,c4,c1,27,?,?,surb={'id': '93176355-39dd-4f3a-92eb-b811afe44c96', 'route': ['p1', 'e1', 'i6', 'x4', 'p1', 'c4']}
1769453809.0137234,RECEIVED,8b4237cb-b7b9-4df0-9be4-8e29b41656db,ad9c4753-f17a-4770-9fde-fc34ad049146,c2,c4,27,p1,?,surb={'id': 'b80415eb-5a51-4084-b4df-73b94a8d0876', 'route': ['p1', 'e3', 'i8', 'x12', 'p2', 'c2']}
1769453809.1157954,RECEIVED,57fc603f-bf3b-4537-9856-cb5420007e56,363d3629-8490-495a-8472-3c4fad7b8a58,c2,c4,27,p1,?,surb={'id': '47a90095-9e87-4706-bcf9-915937fb898b', 'route': ['p1', 'e4', 'i8', 'x5', 'p2', 'c2']}
1769453809.4072068,SENT,91b53d2d-4003-41fb-a18b-8e77739ce05c,023b9e9e-3b02-44bb-98a0-3ed7e777f2ea,c4,c1,3373,?,p1,
1769453809.4073498,CREATED,2c80f5c4-1226-44d9-9048-42483c9b61aa,387299a2-e272-48c0-a6aa-42cfb105aa50,c4,c1,27,?,?,surb={'id': 'adcd0233-7ef4-43c1-8cae-617031395590', 'route': ['p1', 'e3', 'i2', 'x8', 'p1', 'c4']}
1769453809.4235027,RECEIVED,c9b06d99-8332-4760-904d-301f9d2d31d6,430950a9-8b44-4e1b-87a1-a4f3e590dc9b,c2,c4,27,p1,?,surb={'id': '01fc8d9b-fa29-4419-a242-66626ffd6292', 'route': ['p1', 'e12', 'i11', 'x8', 'p2', 'c2']}
1769453809.434416,RECEIVED,acaeed1c-df7e-4654-82cd-2ee078c7538d,14f17b71-a08e-4ac5-92a6-1790308f6d73,c2,c4,27,p1,?,surb={'id': '2722e6d0-d16b-4e2c-bdc6-bb261c24e473', 'route': ['p1', 'e8', 'i10', 'x8', 'p2', 'c2']}
1769453809.5803924,RECEIVED,f50abab3-aad7-4de8-8b32-cff14b06b559,c526c212-4fd7-4e8e-980a-97121799ef67,c2,c4,27,p1,?,surb={'id': '58cf018a-fcfb-4416-ae15-b14722f0075c', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c2']}
1769453809.5973594,RECEIVED,8e9a7050-40cc-4635-ae81-8b9fa26e96f8,0944f678-862c-4f65-b3e8-b867cd9e1949,c2,c4,27,p1,?,surb={'id': '54f41e9b-c170-48a1-bf67-28dfbe4dc283', 'route': ['p1', 'e12', 'i5', 'x11', 'p2', 'c2']}
1769453809.7210705,SENT,2fcd090e-5405-4bf7-acd5-e134482919cc,31ff94a0-b3dc-4a69-8c8f-b49c1bb858d1,c4,c1,3380,?,p1,
1769453809.7211328,CREATED,2d8cee89-fe77-4a09-a5b3-d93b930fe7dd,913934df-44bf-4e50-9f41-3c0ad8ea641a,c4,c1,27,?,?,surb={'id': '5b2d36df-cb8f-4af5-b289-585badcc0b20', 'route': ['p1', 'e1', 'i7', 'x8', 'p1', 'c4']}
1769453810.13076,SENT,45bdc268-a514-4426-90ce-0d3bea0a1e9c,e8b12b82-76bf-42a8-a295-e400f6663d64,c4,c1,3376,?,p1,
1769453810.1308503,CREATED,6cf2c3ef-d65e-47fa-bc4d-cf608d92ec3c,5b9de2f5-b6de-40e4-9a1a-3be759ddad66,c4,c1,27,?,?,surb={'id': '392bf23c-bcdd-41a5-a246-78e4d490120b', 'route': ['p1', 'e6', 'i3', 'x11', 'p1', 'c4']}
1769453810.1691654,RECEIVED,279825d6-7f21-4731-aef6-598318eaa9c8,8f406947-7091-4a6b-bddf-df287ae12ee2,c2,c4,26,p1,?,surb={'id': 'b82882a2-5aa2-4a69-b486-e11e2035671c', 'route': ['p1', 'e6', 'i10', 'x6', 'p2', 'c2']}
1769453810.295735,RECEIVED,c07f301e-a693-41de-a63a-7db37b9e9408,da773f1a-fcd8-4191-8078-330c9c44805a,c2,c4,26,p1,?,surb={'id': '60f80339-4334-4491-b8ff-ba88d2bfd3af', 'route': ['p1', 'e8', 'i9', 'x1', 'p2', 'c2']}
1769453810.542823,SENT,7bb906c4-eba3-447a-9632-970b8915e8e1,85c223e4-f03a-41eb-8169-e1405aefb2db,c4,c1,3381,?,p1,
1769453810.5429702,CREATED,e8bf1589-b4b6-4890-93d1-5f8172335671,5b3f607a-da60-4b74-a068-78fe7686a037,c4,c1,25,?,?,surb={'id': 'b3752562-161a-41a7-888e-102ef8cadbd0', 'route': ['p1', 'e10', 'i5', 'x5', 'p1', 'c4']}
1769453810.6586835,RECEIVED,32ba043b-386f-4628-ae7a-b764c1849847,093b6300-b805-470e-837a-ddb635e2adb1,c2,c4,27,p1,?,surb={'id': '2304c913-1c53-49fd-b9e7-08781e030f3d', 'route': ['p1', 'e11', 'i3', 'x1', 'p2', 'c2']}
1769453810.9619005,SENT,a517bd70-ae8e-4df7-8e6d-e5f2a3a6d314,5ac6c55d-abed-48e4-bcd4-8e7cae673a03,c4,c1,3372,?,p1,
1769453810.9620411,CREATED,7b89a414-739f-4e1e-9c7d-cdedffd7f157,266581dc-41de-4e7b-84d5-febf60978d36,c4,c1,26,?,?,surb={'id': 'd0400c1f-14a4-4b7d-a136-c26e7803dfc8', 'route': ['p1', 'e4', 'i8', 'x10', 'p1', 'c4']}
1769453811.1291926,RECEIVED,6e2ec2c5-57c3-4f9f-8840-afd8856c405b,bdeacff0-50e1-4ecc-ae4b-41bb81cd14da,c2,c4,27,p1,?,surb={'id': 'fe8cdd29-c407-459d-8160-cda278641ab1', 'route': ['p1', 'e5', 'i6', 'x8', 'p2', 'c2']}
1769453811.2611258,SENT,a9763399-98be-4fee-9817-ba1f01e9f1f0,ec6e2106-1a41-420d-b147-655bfc46c30c,c4,c1,3371,?,p1,
1769453811.2612698,CREATED,05301faa-ebfd-423e-99a2-ee3271dc1365,957d610e-6494-46fb-8385-f06e78f9bafb,c4,c1,27,?,?,surb={'id': '706b835e-f6e0-4fda-927a-e9b5b45a41cd', 'route': ['p1', 'e7', 'i7', 'x5', 'p1', 'c4']}
1769453811.3085074,RECEIVED,8328a71c-6f60-4afc-9f91-c1f772947c47,f000c6f7-6d22-4e88-92df-ff5fec477176,c2,c4,27,p1,?,surb={'id': '67130697-f66e-4241-b202-b599e6d122cb', 'route': ['p1', 'e12', 'i7', 'x5', 'p2', 'c2']}
1769453811.3949625,SENT,2d546f5b-1e25-4a30-9839-216d291cef19,f19a34d1-ae02-4dbc-8ff9-a2e510ae72ea,c4,c1,3359,?,p1,
1769453811.3950331,CREATED,4297baaa-49a7-4918-b38d-2971c7d07db4,6b0f28a5-edb3-4a07-904c-6f64ecfed935,c4,c1,27,?,?,surb={'id': 'a7e9d83d-e166-4df0-a801-fc9aa7e22658', 'route': ['p1', 'e10', 'i5', 'x7', 'p1', 'c4']}
1769453811.5307503,RECEIVED,a99e6d75-811a-484b-bc41-ba07cc0df043,9ca042b2-f883-40c1-ac56-c74a7ea2b1a7,c2,c4,27,p1,?,surb={'id': '6460c06b-3e7e-481e-98a8-b809383e2f59', 'route': ['p1', 'e7', 'i1', 'x2', 'p2', 'c2']}
1769453811.6128428,RECEIVED,2cd2319f-f71e-4632-8e92-6b91e9f04ad8,1bb05d8a-f2a6-4798-9f44-bc886b2086cf,c2,c4,26,p1,?,surb={'id': 'd56eaa37-9229-493e-901f-636d1e310f99', 'route': ['p1', 'e9', 'i4', 'x9', 'p2', 'c2']}
1769453812.5045786,RECEIVED,16a108a1-a8a3-4e7e-86fb-256179dbaf8d,eac49b4a-1ffb-4374-8be1-98dc61a9db91,c2,c4,27,p1,?,surb={'id': 'c3ba9164-0b44-4a90-96b7-26bb973a1f3b', 'route': ['p1', 'e9', 'i4', 'x2', 'p2', 'c2']}
1769453812.545733,SENT,52f5005a-2506-4221-9808-604ac978b2d3,34bf4fef-70c4-44f7-87a0-7f66d077e895,c4,c1,3380,?,p1,
1769453812.5458105,CREATED,525de9fa-c108-43e3-b49b-bb6a8d7b5003,f0245338-3846-41ee-afa0-7339a4f2b961,c4,c1,27,?,?,surb={'id': '71a13979-9130-4259-ad2c-90407b7b039a', 'route': ['p1', 'e4', 'i3', 'x1', 'p1', 'c4']}
1769453812.5673034,SENT,b3403d7c-467a-45d9-af45-d38e4ca0e8f7,eef68f86-a899-497b-9f38-482c6f0a1d41,c4,c1,3383,?,p1,
1769453812.5673556,CREATED,b7a1f562-fc3b-4b76-b7fe-e040af400247,e652fb4f-c1e9-4347-8703-d91514229add,c4,c1,27,?,?,surb={'id': '7ddad034-0864-4f6b-bd22-50652d760a4d', 'route': ['p1', 'e11', 'i1', 'x7', 'p1', 'c4']}
1769453812.9725015,RECEIVED,be8718bd-6ec3-409c-9b39-ea50b1a5e3b2,a97630ec-8750-405d-a2ce-2d6e5f569a29,c2,c4,27,p1,?,surb={'id': '3e87baad-6457-47de-be12-6a1bb8cbfc03', 'route': ['p1', 'e12', 'i11', 'x1', 'p2', 'c2']}
1769453813.0151992,RECEIVED,5e1476dc-d211-42b8-8075-980d7732a337,45517406-32bd-4eef-9f47-d25ca2e03a09,c2,c4,27,p1,?,surb={'id': '1b0a819d-5cbb-4ab4-90ca-4ea786798f1d', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c2']}
1769453813.140611,SENT,35568f33-c54b-40be-9164-d088e51dc6fb,dcec52ce-ef78-4c9d-be81-d27145bba8ea,c4,c1,3379,?,p1,
1769453813.1406877,CREATED,fca0eba6-4dea-4df4-a18f-96ccd0337999,034df853-9167-4844-a452-1d8d29f99399,c4,c1,27,?,?,surb={'id': '53c5fedc-d12c-49eb-bf59-91fdfdb79557', 'route': ['p1', 'e1', 'i1', 'x4', 'p1', 'c4']}
1769453813.5099325,RECEIVED,a56607ab-90be-4ec1-8284-fd9670d70a41,9f49763e-94da-4c63-b225-73ad305a6ffb,c2,c4,27,p1,?,surb={'id': '5737c9cd-033f-4bdb-b79c-081e23720c2f', 'route': ['p1', 'e8', 'i1', 'x2', 'p2', 'c2']}
1769453813.5555544,RECEIVED,fbaf3660-375a-4058-8d35-d61237f669d1,ebf9f578-ef70-41da-a504-22c518cf851c,c2,c4,27,p1,?,surb={'id': '285a2396-8447-4f5d-997e-42aaf3135a09', 'route': ['p1', 'e4', 'i3', 'x5', 'p2', 'c2']}
1769453813.6489053,RECEIVED,28ec5c90-5db5-455f-9131-75376839dfba,4442ae8c-31e1-4723-a0f9-d11c654088e8,c2,c4,27,p1,?,surb={'id': 'd2402e7c-92e0-4f95-b1b3-78e5a387e270', 'route': ['p1', 'e5', 'i1', 'x8', 'p2', 'c2']}
1769453813.9654493,RECEIVED,3d68ab15-4314-42eb-a49e-2ee5d83f53d9,b4bd4146-5f61-4e53-b075-8ceced11faab,c2,c4,27,p1,?,surb={'id': 'ca9a0e2c-5feb-4e7c-9ba5-3784c900bca2', 'route': ['p1', 'e12', 'i4', 'x7', 'p2', 'c2']}
1769453814.0637321,RECEIVED,3d31921b-459c-42c4-9ed0-4650c0e5ddc4,e063e269-ecff-43ba-aa26-0016f41052c0,c2,c4,26,p1,?,surb={'id': '469dc819-42b4-491a-97d1-6bca0636c93f', 'route': ['p1', 'e3', 'i12', 'x10', 'p2', 'c2']}
1769453814.2604194,SENT,3ac84251-b835-451a-a4ba-175f31576d89,bb935ce6-e212-4d93-9411-bcfbacfa7308,c4,c1,3379,?,p1,
1769453814.260518,CREATED,a923c7bd-da9a-463d-b91c-d535d5c6ac61,5f182622-210f-418f-a652-09e66319ff17,c4,c1,27,?,?,surb={'id': '4909b37c-92e6-4ae1-ab0c-81db98ad4883', 'route': ['p1', 'e10', 'i2', 'x8', 'p1', 'c4']}
1769453814.358467,SENT,0717bc94-c3c6-4c95-aebb-f3abe5a97331,c471d219-6513-48ce-9d89-c8ec75f3703a,c4,c1,3359,?,p1,
1769453814.358603,CREATED,3616a730-8440-4cdf-b422-f0f3912898d2,06128819-fdd4-4e0e-acaf-5d8bd01549fb,c4,c1,26,?,?,surb={'id': '72ff3dbb-4902-44a4-b83b-5318b7083f52', 'route': ['p1', 'e4', 'i4', 'x2', 'p1', 'c4']}
1769453814.4010282,RECEIVED,07e3f0ed-8be1-4bfa-9daf-a4d6d74c0de8,51fb8588-914c-4473-b7ff-9d45668cda8a,c2,c4,27,p1,?,surb={'id': 'db646eba-182b-4ff9-b122-492984b012cf', 'route': ['p1', 'e3', 'i5', 'x7', 'p2', 'c2']}
1769453814.770563,RECEIVED,7deacf1e-1084-4823-b905-a469705fc074,9955b9ed-6389-430e-8964-538d3bc9f7fe,c2,c4,26,p1,?,surb={'id': 'f98af207-bc48-4b84-81c5-8c0fc61fd8be', 'route': ['p1', 'e3', 'i4', 'x8', 'p2', 'c2']}
1769453814.7842746,RECEIVED,c82446f9-748b-4eaf-8a41-7023bfe1db5f,a4fdb14e-c438-4981-98a0-d820958a3212,c2,c4,27,p1,?,surb={'id': '35186b71-1c99-450f-8c8a-011b3b10982d', 'route': ['p1', 'e1', 'i12', 'x1', 'p2', 'c2']}
1769453814.8570237,SENT,443d8bc5-3a61-44a6-a395-d61b4eeea1df,d1d13eb8-a08b-48c8-b598-286ab40d8d7d,c4,c1,3371,?,p1,
1769453814.8571117,CREATED,f9dc0be0-c485-453d-b746-b885ceb36922,f8e3cf04-8dad-409d-b405-d0522d6a1ea2,c4,c1,27,?,?,surb={'id': '54dbe4c6-47c5-418c-88fc-10c708735a4a', 'route': ['p1', 'e3', 'i9', 'x7', 'p1', 'c4']}
1769453815.0296805,RECEIVED,129b0b0a-ab52-4832-b931-7c28f0a47bef,f7276a15-785f-489b-b42d-740ee6a933d5,c2,c4,27,p1,?,surb={'id': '925fd533-5f1d-44e4-ac1c-198939113ca0', 'route': ['p1', 'e6', 'i6', 'x4', 'p2', 'c2']}
1769453815.112721,RECEIVED,e2f2cfff-7318-49ac-bd8a-735546f7ea4e,38082837-b426-4c63-b3f1-522a15ba5cc0,c2,c4,27,p1,?,surb={'id': '140e29fe-0799-4ba7-867c-49ec80b7dc11', 'route': ['p1', 'e4', 'i5', 'x5', 'p2', 'c2']}
1769453815.1563776,SENT,7d126c0a-24d9-4df0-9d79-8a1ce4c3521a,5d2c031c-7af7-4829-bdaf-088538e156b2,c4,c1,3403,?,p1,
1769453815.1564636,CREATED,0d2ea3bd-ce58-41cf-8d3d-3f3d347e136b,7e3f5b2d-28ac-4f82-ae6b-cf58d392eb34,c4,c1,27,?,?,surb={'id': '18063895-7851-4b54-b3ad-7ba47ab56469', 'route': ['p1', 'e5', 'i8', 'x9', 'p1', 'c4']}
1769453815.1651783,RECEIVED,23ad7c97-c388-4a52-bbc0-2dfea79eacbf,0e7de496-563c-4ea8-8910-6ea5b05613cc,c2,c4,27,p1,?,surb={'id': '5899ec40-e475-4b62-a0b2-7a9dadb2d078', 'route': ['p1', 'e5', 'i5', 'x2', 'p2', 'c2']}
1769453815.587184,SENT,43bb9a20-80af-46bf-bf08-90d78dfc238b,975e58fc-2ea7-4ff8-9f89-24199e555c48,c4,c1,3376,?,p1,
1769453815.5873353,CREATED,39eddcbf-7dcc-476b-b9bd-f350023e63cf,9db9d63f-2a30-4728-921b-c4476cdf04ca,c4,c1,27,?,?,surb={'id': 'fd865e4d-9b84-47d9-884b-3742133f5e6a', 'route': ['p1', 'e4', 'i3', 'x10', 'p1', 'c4']}
1769453815.6027648,SENT,ab763260-a6a7-4268-a32f-badf68e552e3,f9bb5458-6518-4dee-8092-4a218d180bcb,c4,c1,3380,?,p1,
1769453815.602909,CREATED,5e5fe953-93bb-47cf-927e-cb917139ef15,9373af62-3448-4f18-bd6f-40a2473251fe,c4,c1,27,?,?,surb={'id': '37d151d1-3f5e-4603-bc03-71cc8382113a', 'route': ['p1', 'e9', 'i8', 'x10', 'p1', 'c4']}
1769453815.7023253,SENT,597f1f2f-1b93-4016-8351-17520e80ab7c,e3fb0436-54b2-475b-9379-f8a91fbafdf5,c4,c1,3395,?,p1,
1769453815.7024698,CREATED,60446013-d488-40bf-8f42-99ec464984bf,15a63485-ea2e-4f0b-9216-5009041ce35b,c4,c1,27,?,?,surb={'id': 'cd22107e-fee0-42d1-928f-ee63f21198e2', 'route': ['p1', 'e6', 'i12', 'x11', 'p1', 'c4']}
1769453815.7698374,SENT,d018d43b-5e67-4379-94a5-0b131622ccea,4e3b18f6-7d0e-4062-b72a-0e6b7c7ad730,c4,c1,3395,?,p1,
1769453815.7699857,CREATED,d83545c3-a4c8-4944-8916-675189d71aab,cd032c4b-0b50-4ff7-b5ad-cb83d691974f,c4,c1,27,?,?,surb={'id': 'e731df8c-f876-4f30-a1af-d3c2d00e1f0a', 'route': ['p1', 'e2', 'i12', 'x1', 'p1', 'c4']}
1769453815.7873733,SENT,9c89dba5-4067-472a-9816-2942ea111d0a,beb135ec-2cd4-47b2-9ecf-04b1f2c852e4,c4,c1,3388,?,p1,
1769453815.787522,CREATED,4947aa4b-9c39-4036-955c-edb86f49286a,98a44980-62ac-4c82-b6c3-151d36282197,c4,c1,27,?,?,surb={'id': '04010f03-20f5-4613-8bb5-7269cb43b5ec', 'route': ['p1', 'e10', 'i7', 'x3', 'p1', 'c4']}
1769453815.9651492,SENT,a36dce2b-dd6a-46d5-8a25-6b089f3d1c65,2929d1a9-8ede-4d54-80ad-dd45ef77a66a,c4,c1,3383,?,p1,
1769453815.9652967,CREATED,962aa2b0-0365-42c8-84ae-7eb1d412bf06,37099e64-b442-4d2a-ae34-4132dee32549,c4,c1,27,?,?,surb={'id': 'a56a1999-660d-4ae9-92ef-13c04781d52d', 'route': ['p1', 'e1', 'i7', 'x7', 'p1', 'c4']}
1769453816.076847,SENT,fa433f32-cc0a-4a8b-af26-ec3795a569c8,9c7bbb13-e6fd-4deb-b99b-57de2f218214,c4,c1,3391,?,p1,
1769453816.0778117,CREATED,aa6bd17a-e6b0-4469-9151-0cc9b2954462,a6a28bd0-2911-43ca-9588-642fa5006f6c,c4,c1,26,?,?,surb={'id': 'd45caa00-c19a-45de-b146-9c307f66ef84', 'route': ['p1', 'e11', 'i3', 'x12', 'p1', 'c4']}
1769453816.3024373,RECEIVED,bcbe5a25-3ecd-4157-abab-60c45121facf,0008e095-f395-44fa-ac3f-492a48723ca2,c2,c4,27,p1,?,surb={'id': 'db7187df-2077-4ac8-99a0-c3aa9f830b14', 'route': ['p1', 'e4', 'i2', 'x2', 'p2', 'c2']}
1769453816.5860436,SENT,619be8db-b178-486e-927d-5f82af3f6660,ebff6125-e4fe-4d92-a735-e0918136539b,c4,c1,3379,?,p1,
1769453816.586153,CREATED,3dc1d2f6-e698-4c9e-8c59-97b317f94ef8,9b1fea32-df97-4784-aea9-5264be18d309,c4,c1,27,?,?,surb={'id': 'f3990755-1304-4948-95e9-ed34a9bbe5bf', 'route': ['p1', 'e3', 'i1', 'x11', 'p1', 'c4']}
1769453816.6565442,SENT,a2d03113-361f-4ce2-8348-c440416fd9a0,fcf00ccc-3362-4826-903d-e19cccbfea19,c4,c1,3381,?,p1,
1769453816.6566386,CREATED,44652ce5-2596-49f4-b755-4f871b9dc8d5,759a4565-5c46-4fd4-87ec-600fba65a0d2,c4,c1,27,?,?,surb={'id': '30a0624f-5fd9-4f80-ae8b-5aed76692969', 'route': ['p1', 'e2', 'i1', 'x5', 'p1', 'c4']}
1769453816.687458,RECEIVED,99771ef6-15de-4e67-81f6-d0f6b72c38dd,fd872d13-3688-4ff5-986c-bdfb0bf13bcb,c2,c4,27,p1,?,surb={'id': 'ce9f346a-791e-4041-82c4-e3444f6115e0', 'route': ['p1', 'e3', 'i6', 'x7', 'p2', 'c2']}
1769453816.8121033,RECEIVED,7a54f45d-4688-4057-a278-19228e418c59,e718371d-d2d8-4866-97af-9935d6273679,c2,c4,26,p1,?,surb={'id': '875ea6cf-5274-4070-9539-fa4c45657a24', 'route': ['p1', 'e11', 'i4', 'x4', 'p2', 'c2']}
1769453816.9397495,RECEIVED,5f5dea16-46d2-468f-bbd5-8018601878cd,ac44d03d-614d-4e19-b00f-8acd42b60ea6,c2,c4,27,p1,?,surb={'id': '556b7591-a63a-4cd3-9a52-ccbca2882e1f', 'route': ['p1', 'e12', 'i1', 'x7', 'p2', 'c2']}
1769453817.0244193,SENT,5bc814d0-af89-4b95-af33-2f543deb38c3,a35183dc-939f-435d-b5b7-c6c577f6b476,c4,c1,3383,?,p1,
1769453817.0245101,CREATED,61cdfec4-2988-4ce6-af96-3017a43b876a,3ccb9503-d53b-41d6-9021-df4017e0518d,c4,c1,27,?,?,surb={'id': '662e85a7-09e0-4983-a0db-7c588b3646b9', 'route': ['p1', 'e8', 'i6', 'x1', 'p1', 'c4']}
1769453817.3086243,SENT,cf6301f5-4c03-4ca5-87c3-f3368e5d6656,7756e718-247c-494c-bb26-31fcf8a05a15,c4,c1,3379,?,p1,
1769453817.308762,CREATED,6a97dc6e-9c24-4c55-8222-99ec8fb56281,d4be721c-221c-4636-b095-dbb4d60245b6,c4,c1,26,?,?,surb={'id': '575a63c3-7ffb-447d-8684-d61ea9ed9e6b', 'route': ['p1', 'e12', 'i1', 'x10', 'p1', 'c4']}
1769453817.692451,RECEIVED,440c685f-9a8e-48e7-8e21-9c435d69a133,422c7e7a-98f8-4148-a437-b59e658e8040,c2,c4,27,p1,?,surb={'id': 'd0c1650d-3d42-4cbc-ba2c-0117d2c46ea6', 'route': ['p1', 'e5', 'i5', 'x2', 'p2', 'c2']}
1769453817.7581146,SENT,0e3a2d97-75dd-413d-a61b-384e2ce47fcb,872e444f-6252-4105-b4ba-dc21c6bf914a,c4,c1,3397,?,p1,
1769453817.758277,CREATED,7dfa352a-b3ef-4c1b-812a-f602aea1959e,528b9618-0f28-4c90-87f4-a73b623b2df2,c4,c1,27,?,?,surb={'id': '8d8cd492-e1c8-4f4f-9e9a-6d5c7a39137b', 'route': ['p1', 'e6', 'i10', 'x8', 'p1', 'c4']}
1769453817.985797,SENT,5b0a2e04-488c-42d0-9837-db712b414f7f,a732275b-9f52-49e4-b8ec-4d169fe2dd97,c4,c1,3384,?,p1,
1769453817.985948,CREATED,67581711-5c3f-40f9-a957-a1dc17a5a05e,125ee1a9-2270-406f-9a3e-9d37641f5d7a,c4,c1,26,?,?,surb={'id': 'edbdee2d-712c-4c4c-a88b-700c1a0f10f8', 'route': ['p1', 'e4', 'i5', 'x5', 'p1', 'c4']}
1769453818.0606496,RECEIVED,7c9854f5-d064-45b4-96d8-de1add4f59bd,e33cb4e6-c5f6-4a99-964f-d31b525dc151,c2,c4,27,p1,?,surb={'id': '941e5891-e322-4153-bc1c-8d9c1fc99034', 'route': ['p1', 'e3', 'i1', 'x12', 'p2', 'c2']}
1769453818.3153288,SENT,0fa0b11c-18da-4878-b72e-0b9170d3539a,5a2de6a6-34fe-4a6f-a082-2072650ab6d7,c4,c1,3392,?,p1,
1769453818.3155832,CREATED,dc0bd0fd-9080-4c9d-9dbb-3d841c251124,c30e5eba-d2af-40e1-b74d-edefd72d67a9,c4,c1,27,?,?,surb={'id': '44da9514-33d2-4e01-b90b-f87c04853193', 'route': ['p1', 'e10', 'i1', 'x1', 'p1', 'c4']}
1769453818.9728706,RECEIVED,42250d83-3418-46c3-97b3-2476af5b7296,7f25ca57-989e-4ba8-babb-a882a26ed1ac,c2,c4,26,p1,?,surb={'id': 'ff560000-509e-45d1-9bb7-c83ffbcb1012', 'route': ['p1', 'e9', 'i6', 'x10', 'p2', 'c2']}
1769453818.978042,SENT,9146db92-7082-424a-adf0-666403002a50,798e3989-9dd2-4e68-a136-facb3a52a54d,c4,c1,3406,?,p1,
1769453818.9781356,CREATED,a2bbd9fa-ee17-447e-ac75-b9d37cb46bee,ae865666-12f4-4ea4-a12e-51010d85fc25,c4,c1,27,?,?,surb={'id': 'b3b58bc5-fa85-485a-ae84-9b088e8f75a6', 'route': ['p1', 'e4', 'i5', 'x10', 'p1', 'c4']}
1769453819.037236,RECEIVED,d8a4122f-42ad-4179-97f0-5f6066ba3bf6,2e6587db-e121-4088-b975-38a535050bb7,c2,c4,27,p1,?,surb={'id': '18ab5c24-0048-4029-817d-65cd095a5b6d', 'route': ['p1', 'e1', 'i6', 'x7', 'p2', 'c2']}
1769453819.1734676,SENT,8c0a377f-e6f3-4332-af32-04e52dc4b89a,5c99ae7e-cbbf-4f96-b9a3-84cb5e0b7dab,c4,c1,3380,?,p1,
1769453819.1736221,CREATED,d8575c58-30bd-4f96-8d28-c44faaf41b37,a04aeb3e-098d-47b4-97b3-74a76847f1fc,c4,c1,27,?,?,surb={'id': 'cbd619c9-3827-4a35-8a0c-06f3aba285c4', 'route': ['p1', 'e6', 'i3', 'x7', 'p1', 'c4']}
1769453819.1822603,SENT,da45cb66-b524-4dbd-907a-e2b552d880da,2959885c-8290-4d7d-956f-864f101449c7,c4,c1,3380,?,p1,
1769453819.1824043,CREATED,7d4ee05c-8d06-45fe-8426-0be2e24eace2,165d7242-7d16-46d0-8f8a-c9b6f4a040a9,c4,c1,27,?,?,surb={'id': '6b80df78-e0b5-4995-affa-2c54cf78a98c', 'route': ['p1', 'e8', 'i3', 'x2', 'p1', 'c4']}
1769453819.2172866,SENT,a01ade44-eb40-4246-99a2-1f1b17f3eda3,1fb3f1ae-70f8-4963-a3e4-a44d1d0d6f1e,c4,c1,3399,?,p1,
1769453819.2173462,CREATED,470fa8e1-780e-4dcc-b3db-496b219081bd,518807d4-68a9-434e-bcdf-1c6e68e9fa4e,c4,c1,27,?,?,surb={'id': 'a587e7e6-4921-4d1e-b722-7baa5681a3ed', 'route': ['p1', 'e1', 'i5', 'x5', 'p1', 'c4']}
1769453819.2608135,RECEIVED,ab1dcda6-b192-4ab4-a88f-3af0b3312b4b,cf996404-b7ca-4331-9983-81c2010590bf,c2,c4,26,p1,?,surb={'id': 'f5caee24-2a1d-4e69-96a9-da2ee44980c5', 'route': ['p1', 'e11', 'i5', 'x4', 'p2', 'c2']}
1769453819.5762777,SENT,ab88bbaa-ba26-4028-82a9-720db9706214,0f727b89-a460-47ed-9f66-0d0b4606849c,c4,c1,3401,?,p1,
1769453819.576447,CREATED,f50a0eb5-90db-40f9-ad01-63e72bea2f63,3845cd0d-e90b-4ade-b72f-de8d074a9521,c4,c1,27,?,?,surb={'id': '8bf27976-bea4-4b68-a948-a18ec5b1f00a', 'route': ['p1', 'e1', 'i10', 'x8', 'p1', 'c4']}
1769453819.5876482,SENT,18ffd26f-c482-4ff3-9ca1-373a810bb4c3,58b3c877-48dc-44a6-9183-93c299dceed1,c4,c1,3394,?,p1,
1769453819.587799,CREATED,c71bcaf7-470a-4c06-93f8-038d2868e920,b80df628-e0e6-4ae2-bb0b-7316f297ba8f,c4,c1,27,?,?,surb={'id': '28d3e74a-5d13-43a0-9875-83334cc1b323', 'route': ['p1', 'e7', 'i11', 'x11', 'p1', 'c4']}
1769453819.6598427,SENT,71d05eed-4b29-40f8-bcf5-dc42071e2ec3,822c405c-c78f-4474-bef1-575ce84f8107,c4,c1,3355,?,p1,
1769453819.6599417,CREATED,0436a2a0-5b93-4764-9d55-cd7840de2b06,da4dfaa4-3be7-4d99-be36-2a8c294878aa,c4,c1,26,?,?,surb={'id': '3c17f348-d8fa-4bac-9ba3-290dc951784c', 'route': ['p1', 'e7', 'i5', 'x6', 'p1', 'c4']}
1769453819.9952035,RECEIVED,ffdd5e56-0cef-40b0-9d9b-02b23ea9ae9f,6d4b1542-c21d-4579-b87c-54f9d672d926,c2,c4,27,p1,?,surb={'id': '3b9af9df-bce9-4c67-9c31-d6fa39b29191', 'route': ['p1', 'e11', 'i10', 'x10', 'p2', 'c2']}
