timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769454134.5842965,SENT,86c2e350-d687-475f-8848-f50fbda4d917,2cf66bdc-d2fa-4374-988a-7bbff2cb609c,c4,c1,3359,?,p1,
1769454134.5843966,CREATED,c7f804b1-bb60-459c-82cf-25a14f6dd1a7,d3b666ed-7a25-4b8d-9abb-14f075a1572d,c4,c1,27,?,?,surb={'id': 'eb29c114-7f78-412d-9524-5a8753289625', 'route': ['p1', 'e6', 'i2', 'x4', 'p1', 'c4']}
1769454134.6411164,RECEIVED,53c3926c-ad71-47eb-a0ad-7700c2ee0a5d,000f41f2-4bac-4eb8-8d96-3a31ddd63954,c2,c4,26,p1,?,surb={'id': 'fcde2b77-846b-4e9f-be9b-1f3ea187f0cf', 'route': ['p1', 'e5', 'i2', 'x12', 'p2', 'c2']}
1769454134.7614083,SENT,a2a0eb95-b8df-4e91-bf0f-19238fd1aacd,fdd7192c-e7b6-4f59-b649-9c962d315022,c4,c1,3374,?,p1,
1769454134.761563,CREATED,7ee32100-426b-42d9-9852-54f4a106032c,0499602a-4179-480a-873e-48b5711d74d8,c4,c1,27,?,?,surb={'id': '91d28dee-5e78-40bf-a737-259b68f1cdb0', 'route': ['p1', 'e3', 'i12', 'x12', 'p1', 'c4']}
1769454134.7979243,SENT,d90934a6-1cb5-438f-8665-69988942b467,c06b676c-b6f9-4413-bc13-55e4d6ed9d7f,c4,c1,3379,?,p1,
1769454134.7981205,CREATED,7c664651-af11-420b-b126-3f77f1872ade,51fecc62-f450-40b5-ae35-839663395cdc,c4,c1,27,?,?,surb={'id': '5f36c54c-d26d-4069-a446-909f292b025d', 'route': ['p1', 'e3', 'i4', 'x5', 'p1', 'c4']}
1769454134.8603153,RECEIVED,8b85708e-4ad8-45eb-a322-987814ba871c,db788535-73fe-43f2-b77c-6d5a7e6441a9,c2,c4,26,p1,?,surb={'id': '01d6e91b-2b36-45f5-96fc-abef77565236', 'route': ['p1', 'e1', 'i6', 'x4', 'p2', 'c2']}
1769454135.3248558,SENT,667aeb61-111d-47d8-8d5e-43f5137a85fb,18b90f5c-0d77-47ac-8db2-a5b15739c8df,c4,c1,3381,?,p1,
1769454135.3250027,CREATED,fbab0f22-f771-4df9-bbe5-631458711321,c89351cf-3580-4e4b-bf4f-9d7168536c8c,c4,c1,26,?,?,surb={'id': '5f649f77-989e-4406-8561-51921894884c', 'route': ['p1', 'e5', 'i9', 'x10', 'p1', 'c4']}
1769454135.362672,SENT,b93e0eba-e9e2-407c-bf65-a98223debff7,370a2887-8d3d-4c5b-a131-cd7809294c1d,c4,c1,3359,?,p1,
1769454135.3628209,CREATED,5e115b73-8248-4373-b30c-34897531e8b6,fced8740-f870-428e-91a1-727e44514e98,c4,c1,27,?,?,surb={'id': '30a2a749-b0d6-439e-b23c-8f1fff5fe37a', 'route': ['p1', 'e7', 'i6', 'x1', 'p1', 'c4']}
1769454135.369348,SENT,f84445b1-3e0e-43f8-bc67-8d103cf4b2b3,8f458703-c171-4d55-817e-31fcc89d0dd9,c4,c1,3371,?,p1,
1769454135.3695943,CREATED,dcdd329b-a188-462f-83bd-0413b214ef90,54876375-b55a-4c10-9a7e-23c96b6e24ab,c4,c1,27,?,?,surb={'id': 'b974a266-2a1c-4d8e-9d58-da9d429269d9', 'route': ['p1', 'e1', 'i11', 'x9', 'p1', 'c4']}
1769454135.3867207,SENT,bbd1cf38-ded8-42e1-8a36-4765a89bb47e,bc56cec8-e174-4373-a8cf-753b42896726,c4,c1,3391,?,p1,
1769454135.38687,CREATED,4264f8ec-0804-4355-b7d1-d7df89d4939c,85fd1bf5-e276-4af0-aae0-dff5801fdf87,c4,c1,27,?,?,surb={'id': 'e1a77615-5f68-4a9a-a42b-9dd775ffaf94', 'route': ['p1', 'e11', 'i12', 'x2', 'p1', 'c4']}
1769454135.498286,RECEIVED,cb89dbfe-4566-49bb-b41a-bad006f92501,3867a422-1109-4bb9-9feb-38192f87993e,c2,c4,27,p1,?,surb={'id': 'f2149c08-9a4c-4690-a43e-cd4e2612f03f', 'route': ['p1', 'e8', 'i4', 'x7', 'p2', 'c2']}
1769454135.5683892,SENT,1ab26b94-4ea4-445d-89de-9e81f9ea74da,9207a08e-5476-4428-9d3c-ce2113cd1dcb,c4,c1,3385,?,p1,
1769454135.5684736,CREATED,2c5a43a5-421f-48cb-90d1-4cf57055b564,b771bb5b-829e-4fe7-ad2e-be496832cbcf,c4,c1,27,?,?,surb={'id': 'ff7b7522-5e3a-4e8b-8903-68a96ef8406c', 'route': ['p1', 'e1', 'i3', 'x12', 'p1', 'c4']}
1769454135.8267748,RECEIVED,07d1b67e-e94c-43ac-a33a-2175046d2fad,8e37bb5b-f9fe-4d45-b462-dddf26b19c43,c2,c4,26,p1,?,surb={'id': '9fe3c664-2bb4-4127-a00d-ff427b85eff8', 'route': ['p1', 'e2', 'i12', 'x6', 'p2', 'c2']}
1769454136.1292222,RECEIVED,4c48c4bd-e590-4cf6-b746-7c9ea189b1ae,29ce2a81-a531-4b2a-9bad-518c428dbf89,c2,c4,27,p1,?,surb={'id': '1720b1b0-1b6b-47a9-beb6-5aa20390473b', 'route': ['p1', 'e7', 'i5', 'x8', 'p2', 'c2']}
1769454136.2441394,RECEIVED,95fe07e5-2c03-45db-b9fa-4113caadfb29,23a546ee-fcaf-46c7-b9f8-9e5c2d6c0828,c2,c4,27,p1,?,surb={'id': '18ea14ec-ab7c-4112-835e-97dde511fe4b', 'route': ['p1', 'e12', 'i3', 'x11', 'p2', 'c2']}
1769454136.4518204,RECEIVED,8a678ec1-d92b-4f92-a747-ca84aa075d08,6899b6cf-8940-4bcd-97fa-b7a9e929df49,c2,c4,27,p1,?,surb={'id': '381dadbf-a455-4d03-a150-247a7d4c4476', 'route': ['p1', 'e4', 'i5', 'x2', 'p2', 'c2']}
1769454136.7594671,SENT,def028d9-9958-42bb-a4ee-da62d596e296,04925f6f-ade2-4337-b0f6-0c30151c343b,c4,c1,3376,?,p1,
1769454136.759574,CREATED,8f74e5ae-0bdb-4f39-96e0-47f75578f9a5,3a61a043-0a30-4082-a5c6-3552660c78a2,c4,c1,27,?,?,surb={'id': '725da879-7c4e-4945-89a2-0a37da0fc148', 'route': ['p1', 'e9', 'i2', 'x5', 'p1', 'c4']}
1769454136.9267795,RECEIVED,ee61dc71-d5ab-41c5-a91d-a943f6d93dfe,c90a1e91-cfb6-4bdf-be9a-4096e8d46992,c2,c4,27,p1,?,surb={'id': 'a55ee6ba-d68f-4fea-b555-d5a5f6b64ec3', 'route': ['p1', 'e12', 'i9', 'x10', 'p2', 'c2']}
1769454136.978648,SENT,4aabe1ce-d81b-4539-8b29-f0879e620569,daa9d74c-d9ea-4c96-aa77-497127384843,c4,c1,3380,?,p1,
1769454136.9787574,CREATED,4b2a5fd1-1ac1-4023-82bd-b255bffd6c89,a2a8c22e-2429-4a93-b3bf-5a6e87519cbe,c4,c1,26,?,?,surb={'id': '9a4a1c9f-7b43-425a-9a2e-dc7e81653dd4', 'route': ['p1', 'e2', 'i6', 'x1', 'p1', 'c4']}
1769454137.359506,SENT,c86a9ebe-f923-4abd-9b82-468827b34849,dbbb2101-cc43-454f-9c4c-af4ba1c34a0e,c4,c1,3395,?,p1,
1769454137.3596222,CREATED,5e4b6807-5ab9-418f-a7ec-322e19a3f7e5,208170d2-c660-4dce-9af3-a063998d47b5,c4,c1,27,?,?,surb={'id': 'e7e3a58d-d675-40c3-bc4e-bf0319da8aa6', 'route': ['p1', 'e12', 'i12', 'x4', 'p1', 'c4']}
1769454137.3826387,SENT,688119d2-ae6f-4b34-a96b-e0fff3eb53c1,c40ece27-c197-40f1-9dcf-01c2bce646db,c4,c1,3396,?,p1,
1769454137.3827386,CREATED,0731f371-08a0-4061-9d98-b1b9ed81e122,3ef227f1-3d0a-47db-b6b9-cd10db71d348,c4,c1,27,?,?,surb={'id': 'd5c00163-29c9-4dcb-a5e2-95c5215ee714', 'route': ['p1', 'e11', 'i6', 'x9', 'p1', 'c4']}
1769454137.4295738,SENT,927bb187-977f-4125-b556-7c17efa703fb,f2bc8714-0133-4bb3-a650-a0a8dd92b15e,c4,c1,3360,?,p1,
1769454137.4296675,CREATED,21c007eb-d307-41f8-baf3-91a9a73f8e5f,533dc55c-9102-4620-b57c-9125940cff16,c4,c1,26,?,?,surb={'id': '24ec9585-b6d3-4146-afd9-8c09cfc92155', 'route': ['p1', 'e3', 'i4', 'x2', 'p1', 'c4']}
1769454137.587984,RECEIVED,a2006e83-0475-4106-8819-35f1348eb879,41d81fc2-2266-4494-9d17-752fadc9dbc3,c2,c4,27,p1,?,surb={'id': 'ed9ae032-5f98-4e0d-8a83-a4b5303666a7', 'route': ['p1', 'e12', 'i1', 'x9', 'p2', 'c2']}
1769454137.6891901,SENT,01465a9d-39d2-4908-9d21-b21fd9b3b490,109abb6d-af33-4bdb-b9ef-3929276baddb,c4,c1,3377,?,p1,
1769454137.6892889,CREATED,0ab58665-8b70-4dca-b49f-2ccc68bd0bd3,6fa76cce-5e9b-4758-8b71-38c7e366f64e,c4,c1,27,?,?,surb={'id': '6a3c6140-ccbc-4508-8654-deea2d6b79fc', 'route': ['p1', 'e3', 'i8', 'x3', 'p1', 'c4']}
1769454137.7941296,RECEIVED,489a6744-7c2a-4bcc-9c42-072067c11759,0114feab-c49b-4f33-9667-f3daf1c95d95,c2,c4,27,p1,?,surb={'id': '1a66645f-8604-4ad9-b2f3-a68ed5065134', 'route': ['p1', 'e4', 'i11', 'x8', 'p2', 'c2']}
1769454138.0094037,SENT,5df98ff1-b21c-400a-b88f-29299831d6b3,c0f45d5b-823e-48ad-92b6-4467270ca624,c4,c1,3404,?,p1,
1769454138.0095198,CREATED,052edbe1-7761-45e2-ab68-63555b3a9b08,f5934b80-2360-4905-bd14-36aae081c415,c4,c1,27,?,?,surb={'id': '21730ebd-2519-4eee-a773-530bf1f81375', 'route': ['p1', 'e7', 'i11', 'x9', 'p1', 'c4']}
1769454138.0539055,SENT,3b29c12e-f5e1-4658-8735-b5ffb6b16908,52dfb50d-7526-4b89-93a1-adee3cccd627,c4,c1,3375,?,p1,
1769454138.0540295,CREATED,b0e74a96-6c5c-490a-927c-d023addfb128,dbb16209-2575-4d39-a375-f809bb9899f4,c4,c1,27,?,?,surb={'id': 'e8a530e1-2a0f-4ee9-8588-db14e7a16c3b', 'route': ['p1', 'e1', 'i5', 'x11', 'p1', 'c4']}
1769454138.179904,SENT,39f5549f-fec1-4951-8ef0-f30a5b05cb31,556d3670-e691-4b79-98b6-e845eb84711f,c4,c1,3379,?,p1,
1769454138.1800022,CREATED,688ebc77-8575-4456-bb86-36b586d2d207,7b60e99b-0408-4b7e-a982-ea9eff571386,c4,c1,27,?,?,surb={'id': '551faed6-9fce-40e9-9fce-4a4ab69f5179', 'route': ['p1', 'e3', 'i1', 'x9', 'p1', 'c4']}
1769454138.231156,RECEIVED,7d180f90-3941-4226-8639-7274b64c11e7,987af7f3-b09d-45ef-b0e5-e48c7fc4f45e,c2,c4,27,p1,?,surb={'id': '6997ff63-7b30-401e-904d-416ffb4e546d', 'route': ['p1', 'e1', 'i3', 'x11', 'p2', 'c2']}
1769454139.2584474,RECEIVED,6ffdf1b0-0a4a-4e0a-961b-a9a8ff4e102a,d51582a2-1639-4796-8042-e19b3d93b9a7,c2,c4,27,p1,?,surb={'id': '556a5dfa-3cc0-4d59-8fdb-5cc30b96262c', 'route': ['p1', 'e1', 'i8', 'x6', 'p2', 'c2']}
1769454139.2861276,SENT,16a3bb89-ec69-4d50-8db7-4464fc85df68,a5149a2c-4166-4de5-898a-715a186c1da5,c4,c1,3385,?,p1,
1769454139.2862031,CREATED,cf162d2b-95bf-4c21-b3e6-c4fb703b757f,cc5bbd27-70e8-4be6-b6b7-2fd0f1a9f8c4,c4,c1,26,?,?,surb={'id': '5a87d3f6-aa2b-4291-81e7-292419dac64b', 'route': ['p1', 'e12', 'i7', 'x3', 'p1', 'c4']}
1769454139.756466,SENT,088cf7d0-828e-4979-92c3-a7c506d93dd7,9ca46e8c-7936-41ba-8ff0-0c686a00356c,c4,c1,3376,?,p1,
1769454139.7565684,CREATED,696f7718-8b80-483f-b3bf-f189c02ddda4,31108150-49dc-4d1d-96c4-13264fb08281,c4,c1,27,?,?,surb={'id': '0e83d67b-f6e5-4dae-bbc5-ec4a58281988', 'route': ['p1', 'e4', 'i10', 'x1', 'p1', 'c4']}
1769454139.7736905,SENT,2fe1de31-9399-4cf7-9c7f-bc7c8c489dbf,6c850be2-d30e-4460-9c53-9bfecf3aeadc,c4,c1,3380,?,p1,
1769454139.7737846,CREATED,8524cbd5-6817-42fe-ba81-e003313b6ae2,fb5a0c84-c453-4ab7-8897-d0108d423c8c,c4,c1,27,?,?,surb={'id': 'b2ba392d-371b-46e4-8104-6b27de1ce94e', 'route': ['p1', 'e5', 'i5', 'x9', 'p1', 'c4']}
1769454139.8835049,RECEIVED,dcbe27b3-5202-4520-9001-519e6a31f15e,65dedcc6-5a96-46eb-afe2-09b8f0196371,c2,c4,26,p1,?,surb={'id': 'f1e32b9f-fb6d-4663-9289-8ba096370967', 'route': ['p1', 'e9', 'i3', 'x11', 'p2', 'c2']}
1769454140.0381844,RECEIVED,10c24199-9ecd-4ecf-b0fe-c9915ed4e3fd,60f97296-266e-4616-b11e-00e8342fd0e5,c2,c4,27,p1,?,surb={'id': 'b0bd1f9b-1b34-407f-b20e-827dfe4337f4', 'route': ['p1', 'e1', 'i5', 'x9', 'p2', 'c2']}
1769454140.046486,RECEIVED,f471c20b-d19e-4245-8449-9e81a780d5d9,ce401cd1-1f6b-4e1b-a62b-9207ae64f14c,c2,c4,27,p1,?,surb={'id': '2edc0966-1a27-47bd-b330-345cb6589322', 'route': ['p1', 'e7', 'i6', 'x11', 'p2', 'c2']}
1769454140.2422073,SENT,6ec32ff1-726e-4af4-a6db-79f591d1bcf0,a788bf95-a16c-445c-8771-67231eab0206,c4,c1,3384,?,p1,
1769454140.2423072,CREATED,5536c20c-0832-434a-be03-5952d79e7b26,1f44726c-ca22-475a-b5f7-1751dc5971bd,c4,c1,27,?,?,surb={'id': 'b417a603-88fe-4d0f-89c1-db082da1677d', 'route': ['p1', 'e2', 'i3', 'x7', 'p1', 'c4']}
1769454140.2664745,SENT,5107159c-ab5d-4769-9ffa-f82a086b91f8,651c9604-5594-4533-b395-68ff7a3c5184,c4,c1,3366,?,p1,
1769454140.26657,CREATED,21f1211f-e686-46e1-ae71-a45729e55132,8cbbdf39-bf6c-41f6-9797-696de38e2a6a,c4,c1,27,?,?,surb={'id': '68c3ce5a-d922-4f58-b764-6f0b38547b22', 'route': ['p1', 'e11', 'i7', 'x9', 'p1', 'c4']}
1769454140.2848163,RECEIVED,54c26050-c510-429d-b504-ce12fc9cda35,29e481e6-01b2-4fe5-9e85-05354b9e4b14,c2,c4,26,p1,?,surb={'id': '9498090e-1ae8-46b0-b9ea-439d7e02883e', 'route': ['p1', 'e5', 'i8', 'x11', 'p2', 'c2']}
1769454140.409391,SENT,a82bc14e-e9db-43e6-9cc2-9c04aadb6a5e,eccaaea5-2508-4848-9ecc-f7cb8339907f,c4,c1,3376,?,p1,
1769454140.409538,CREATED,301968dc-9b20-4172-a118-d2f41ff3879c,0928b38a-54d1-4904-a9bd-86eb1f9af3fc,c4,c1,27,?,?,surb={'id': '39db0674-c530-4788-a1b1-565bed8bbdf9', 'route': ['p1', 'e1', 'i4', 'x3', 'p1', 'c4']}
1769454140.4488606,SENT,e857ec59-afeb-4d3e-8905-b3bce6798b8a,576ef775-1339-41a6-8f28-395b364143f0,c4,c1,3384,?,p1,
1769454140.4490023,CREATED,8d9eb54e-ca0e-4081-beb2-5243dc590add,121eedd2-8a37-4be8-b562-c44207c32ff2,c4,c1,27,?,?,surb={'id': '6c0e4c4c-3d69-4db9-9a60-c3276c617cfd', 'route': ['p1', 'e10', 'i1', 'x8', 'p1', 'c4']}
1769454140.475873,RECEIVED,d2a0b67f-b183-4eec-8134-0e3982138cdc,ba0d2137-833d-4737-84f6-ecf025be9176,c2,c4,27,p1,?,surb={'id': 'c028bf73-4da4-43a8-9384-3bc1a6bde8ed', 'route': ['p1', 'e5', 'i4', 'x7', 'p2', 'c2']}
1769454140.6419606,SENT,3711c093-7047-4fad-af92-f857726264f5,ae25aeb7-ba9b-4dc5-8aff-df68aaad364b,c4,c1,3376,?,p1,
1769454140.642029,CREATED,241573c0-095e-4b60-8482-fa6f081c01bf,194810ac-77b6-4d8e-af26-92b949a0466a,c4,c1,26,?,?,surb={'id': 'acb04a9a-8bae-406c-9f1a-af50eba210a9', 'route': ['p1', 'e6', 'i2', 'x9', 'p1', 'c4']}
1769454141.3301947,SENT,74c65362-1243-48a3-b2f4-a0d4f1c84644,f9900e61-fb44-4720-881b-44cd0e9a6c2c,c4,c1,3366,?,p1,
1769454141.3302472,CREATED,52458d9c-d19e-4b29-9456-741135bc4a6d,56f365db-556a-47d5-b99b-cff58d4b0c6f,c4,c1,27,?,?,surb={'id': 'cef3812d-9b97-4baa-ade4-cab259165035', 'route': ['p1', 'e4', 'i3', 'x4', 'p1', 'c4']}
1769454141.5506098,RECEIVED,085b2d2a-9e12-479d-bcab-466d2193a699,5cef7687-02d4-42cc-b48c-aa8bf005c483,c2,c4,26,p1,?,surb={'id': 'fb27f3a8-2f0f-4ca1-b24e-f96b65f6df25', 'route': ['p1', 'e12', 'i8', 'x7', 'p2', 'c2']}
1769454141.5662417,RECEIVED,ff101b41-dee9-4185-99b7-a7ef36cdc79f,31d66628-4266-4fe3-8898-b0cbe7e2d2de,c2,c4,27,p1,?,surb={'id': '53485fad-9247-4b36-8bc8-18b14a779262', 'route': ['p1', 'e6', 'i12', 'x5', 'p2', 'c2']}
1769454141.7775917,RECEIVED,2e3c4694-a23d-4aaf-8818-d4d2646d60f1,74698bf8-0ecb-47a8-aea5-4a421380c6b8,c2,c4,27,p1,?,surb={'id': '906ecb60-325b-424f-bcb7-b78fe86ee3aa', 'route': ['p1', 'e4', 'i2', 'x4', 'p2', 'c2']}
1769454141.9607177,SENT,425fcea0-77a3-4602-a8ab-8bd7d381dd40,116c66d9-9e06-4b59-9937-8655cf2bb04d,c4,c1,3379,?,p1,
1769454141.9608152,CREATED,5e944df2-f151-4974-b42b-895a8d50cb36,e03ffdb6-2684-410d-aaf6-85233f449e38,c4,c1,26,?,?,surb={'id': '4ed33be6-1bfc-413d-b23e-08db629d13b1', 'route': ['p1', 'e4', 'i3', 'x1', 'p1', 'c4']}
1769454142.3437104,RECEIVED,dc4ff899-c297-4379-9950-d0c1d3e8b43a,a6be39d0-59f1-4186-8b32-d94a01c79c8e,c2,c4,26,p1,?,surb={'id': '85b3f2f5-5372-43ae-b65b-3acf5b11d105', 'route': ['p1', 'e7', 'i8', 'x8', 'p2', 'c2']}
1769454142.3708491,RECEIVED,1b9d17d0-20a9-4512-87ee-d781f5f432a4,add172b5-e0b6-45e4-a341-8a1c9fab7e78,c2,c4,26,p1,?,surb={'id': '552569e1-4bfd-4be2-9235-155f6a846eef', 'route': ['p1', 'e4', 'i6', 'x9', 'p2', 'c2']}
1769454142.4086452,RECEIVED,e6cf1c63-5687-46fd-8296-2a6e65c47c08,6bf3afab-7a96-4ead-9c99-8b1f0fb88eaa,c2,c4,27,p1,?,surb={'id': 'b546eff5-ed74-40cc-bc34-8336b80c6635', 'route': ['p1', 'e8', 'i5', 'x6', 'p2', 'c2']}
1769454142.6744785,SENT,73bcd2a2-bd1b-412a-bc7b-9237271ec144,f68ad24e-f4cb-4c0f-9915-a5e8f57d2c6e,c4,c1,3376,?,p1,
1769454142.6745567,CREATED,41946365-fd92-4cd6-8a39-caad57faa246,d6b7f88c-d95a-4126-99f5-b3c2088b07a4,c4,c1,25,?,?,surb={'id': 'cff30cae-6032-453a-a227-9276d309dd7e', 'route': ['p1', 'e11', 'i2', 'x11', 'p1', 'c4']}
1769454142.7367444,RECEIVED,26b7be64-163b-475a-a2a5-0740f04d96d5,5c41fa04-f4e3-465f-94a8-f03e5bf3a158,c2,c4,26,p1,?,surb={'id': 'cc745e70-e090-4f02-9a59-4eb653e58bdf', 'route': ['p1', 'e6', 'i8', 'x11', 'p2', 'c2']}
1769454143.495848,RECEIVED,88b5fbbb-2cd9-4254-9da2-115fa7cad940,c28b10fe-ee0f-43f2-8115-ac7ce1e32e3f,c2,c4,27,p1,?,surb={'id': 'b240930d-e65b-4fa9-93d2-2f44b5c7dcc8', 'route': ['p1', 'e5', 'i8', 'x9', 'p2', 'c2']}
1769454143.602889,RECEIVED,57956ca5-b0d5-45c3-b4d4-bef50dbdf81e,5cf0ccb9-8794-4d77-bb9f-d0c2b6764f73,c2,c4,25,p1,?,surb={'id': '0b0d5ede-462b-40f5-8bac-0c6ad2945d8f', 'route': ['p1', 'e3', 'i12', 'x1', 'p2', 'c2']}
1769454143.868132,SENT,f9f62f26-ac5f-4843-9ec6-ee732c813e40,f49cf808-b2a2-41dc-a0d2-4c570917cc37,c4,c1,3377,?,p1,
1769454143.8682048,CREATED,7de37f1f-7c75-4737-a8d0-e4ef795d5650,5bc52fef-4f89-4c4e-90a3-d14115a4d9a7,c4,c1,27,?,?,surb={'id': '4039c5f1-0556-4b07-948f-d916569a1a9e', 'route': ['p1', 'e5', 'i3', 'x3', 'p1', 'c4']}
1769454143.9716659,SENT,69389c64-fa31-4ae7-bf42-c0f007eebedd,4e6a938b-a7e4-4aa4-9b40-ea51db885e53,c4,c1,3391,?,p1,
1769454143.971748,CREATED,2caf0b86-5305-4dfa-8234-41bb846f39be,9fe22269-a658-485b-8298-e964cdbf026b,c4,c1,27,?,?,surb={'id': '925047ca-7458-46cb-80c1-628d9c1677b8', 'route': ['p1', 'e2', 'i7', 'x2', 'p1', 'c4']}
1769454144.0238059,RECEIVED,5756cc0d-5233-4ca9-af0f-3ff3083fbd05,806521e2-5920-4222-9322-9a5823971934,c2,c4,27,p1,?,surb={'id': '7bea78f5-0734-4317-b885-807ba13956fe', 'route': ['p1', 'e12', 'i3', 'x5', 'p2', 'c2']}
1769454144.1266325,RECEIVED,dd196876-7c76-425c-b200-8da95e2a470f,1dc3099e-ecab-46a3-b990-74c379fb948a,c2,c4,26,p1,?,surb={'id': '15d9baee-0f86-498f-92d5-def62c2c1ea9', 'route': ['p1', 'e10', 'i12', 'x8', 'p2', 'c2']}
1769454144.140737,RECEIVED,25c68eed-18fe-4fab-9f60-b3a531e88603,64f5efa8-7c89-4083-b6dd-6426df1d27a7,c2,c4,27,p1,?,surb={'id': '01360513-5a05-473b-94b1-b85a897fb940', 'route': ['p1', 'e1', 'i8', 'x12', 'p2', 'c2']}
1769454144.4206107,RECEIVED,6acd09b0-28f2-4cc2-b68c-71c23faeed47,caeaba14-71d4-445b-8439-507b97620606,c2,c4,27,p1,?,surb={'id': '09bfbd2c-e15b-4d64-9b62-c9980fcb4d5d', 'route': ['p1', 'e9', 'i10', 'x5', 'p2', 'c2']}
1769454144.5025096,RECEIVED,bd8b4483-d105-4766-ab8a-de2e3196029d,8ad498e5-79a8-46ca-898b-d06afe3bd688,c2,c4,27,p1,?,surb={'id': '18bc87b9-1e89-4b4c-9c66-a135f1ec2d5d', 'route': ['p1', 'e7', 'i8', 'x1', 'p2', 'c2']}
1769454144.5141847,RECEIVED,e87a498c-bf7a-4ce8-ac16-1712f8bec33b,1723547e-7139-4167-9053-c7c3fe689bdd,c2,c4,27,p1,?,surb={'id': '9cd35270-7e7c-4707-bc35-c0cea32587e0', 'route': ['p1', 'e5', 'i11', 'x10', 'p2', 'c2']}
1769454144.8684702,RECEIVED,42fdc4dc-690b-40b7-aa07-109a9bb2f38d,847ea284-3df3-43d1-8c20-8b5866a3da72,c2,c4,27,p1,?,surb={'id': 'aef3ea0a-fc51-4cce-81ef-c0d6c176cb8d', 'route': ['p1', 'e10', 'i10', 'x7', 'p2', 'c2']}
1769454145.2274811,RECEIVED,964798ab-3ba7-40b0-8f66-0934cfb3f494,15a2374d-6303-44fb-b025-29baac88dd74,c2,c4,27,p1,?,surb={'id': '7b775693-c0fb-4129-8c37-bddfed9c554f', 'route': ['p1', 'e1', 'i6', 'x10', 'p2', 'c2']}
1769454145.523317,SENT,314d434c-32f6-4ffd-8b93-cd2430d1d3a5,7950aa8f-cea0-4acd-8153-884acec6b200,c4,c1,3396,?,p1,
1769454145.5234506,CREATED,bf453c53-24b0-4dd0-bae5-54cf8316df84,f5a4d8db-119b-4402-92e9-2a95c8a8df85,c4,c1,26,?,?,surb={'id': '545ebdec-c372-43ad-9c0f-8c935ff93bd4', 'route': ['p1', 'e5', 'i10', 'x1', 'p1', 'c4']}
1769454146.0295372,SENT,de2559b1-cc57-4fdf-9e93-0d847b3bf3ef,765607e7-6d66-4d6e-8c34-6c78b2d6cf64,c4,c1,3359,?,p1,
1769454146.0296624,CREATED,5677e4ed-db69-42c0-a51e-b35d9e2f0c87,8729ae38-e3a4-4800-9a7e-16be3e1b3174,c4,c1,27,?,?,surb={'id': '305826a0-6736-4858-a28f-370f85677657', 'route': ['p1', 'e10', 'i7', 'x1', 'p1', 'c4']}
1769454146.1616247,SENT,71abbef9-a3fe-4d3c-bd63-d396583df545,955a4924-ebb6-4c19-80b7-5304546af2cc,c4,c1,3359,?,p1,
1769454146.1617475,CREATED,e16e643b-3f1f-48d1-864e-b3a3eec04ad6,67ea0bfe-b4ad-4288-a540-639a4e364b7f,c4,c1,27,?,?,surb={'id': '7b1dab89-4de7-449a-9584-0d607529cbfb', 'route': ['p1', 'e8', 'i12', 'x7', 'p1', 'c4']}
1769454146.2360349,RECEIVED,353c7543-d8f7-4b42-8d8e-09b961da61e0,473b0a88-7333-41f4-8ea1-5921aaf41ee5,c2,c4,27,p1,?,surb={'id': 'bd2b7a28-91c7-4ba7-9ff0-bc94cf6c923d', 'route': ['p1', 'e3', 'i6', 'x8', 'p2', 'c2']}
1769454146.3854542,SENT,e7a3053e-497b-40dd-a150-3999f48bd2e9,49cc68ee-da4a-4761-8e96-346dfde92808,c4,c1,3399,?,p1,
1769454146.3855886,CREATED,72060659-c09d-4356-b4a2-772af0d9b1bb,4c9768cc-c088-48b3-98a2-fd12dad8ed2d,c4,c1,27,?,?,surb={'id': 'b2f197a4-21cc-4407-bfb7-dbbb5302a55c', 'route': ['p1', 'e8', 'i10', 'x8', 'p1', 'c4']}
1769454146.5278018,RECEIVED,fba96edf-60c1-4eb8-bb5c-f8c283202d77,1865d624-dc65-44ca-aa62-c06bac3a9e80,c2,c4,26,p1,?,surb={'id': '1562f97d-22be-4313-8921-c53c019887d5', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c2']}
1769454146.5651412,SENT,2117e7b7-d4fb-43a6-b6fe-93f122496112,804f3071-a987-4db7-bea7-6882e7285e2a,c4,c1,3379,?,p1,
1769454146.5652153,CREATED,d7c39cda-f0fb-4438-8076-afdced854ece,d2e2f3d4-fead-48aa-9e92-645e1178bba1,c4,c1,26,?,?,surb={'id': '7d7c8d2c-4a99-4101-a484-836210970450', 'route': ['p1', 'e11', 'i12', 'x12', 'p1', 'c4']}
1769454146.7339153,RECEIVED,cdf1c5a0-4474-4f43-a465-a97aa7ee0d45,2e0a2168-5ede-4750-bff3-5f70d039f8e0,c2,c4,27,p1,?,surb={'id': '6897a2dc-2c10-4bcf-9834-6798cd77a324', 'route': ['p1', 'e7', 'i9', 'x6', 'p2', 'c2']}
1769454147.20779,RECEIVED,b3187663-bd06-47be-ad04-be4bd81ea731,e78c832f-ba49-474e-b4ed-59a696daa36f,c2,c4,27,p1,?,surb={'id': 'e80e0a39-75d6-4528-840f-51cf119b3a99', 'route': ['p1', 'e3', 'i2', 'x9', 'p2', 'c2']}
