timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453758.235695,RECEIVED,6b75cc03-d9e2-4320-9e90-1da3a7974fc1,ea949a33-c988-46ed-b27e-735db84b59bd,c3,c2,27,p2,?,surb={'id': 'babcddfd-8c4e-4520-bbc2-a13012d528d0', 'route': ['p2', 'e3', 'i2', 'x9', 'p3', 'c3']}
1769453758.2665923,SENT,0c647da9-35d7-41b6-8edd-4c3966aeadd2,540494c2-8d91-4942-894e-22f9f3547733,c2,c4,3391,?,p2,
1769453758.266743,CREATED,c6119b19-7f98-4eae-9569-b249a98e265f,fb8262a8-0489-4ab5-ad35-e2a6fb4287cf,c2,c4,27,?,?,surb={'id': '881ebcc4-dc6d-4089-9f7d-f4b835fba595', 'route': ['p1', 'e7', 'i10', 'x7', 'p2', 'c2']}
1769453758.2842605,RECEIVED,baa3fecc-8f81-4605-a033-7a8d62e6f8e9,f592577b-a6cd-45e1-a8a2-6a835d05ec9a,c5,c2,26,p2,?,surb={'id': 'c4f21432-d627-4aa6-8457-de80de67a15b', 'route': ['p2', 'e2', 'i9', 'x7', 'p2', 'c5']}
1769453758.2955236,RECEIVED,8cd84aa5-0eb0-40f7-a413-8922270ceb8e,c7a06250-f27c-408e-be16-3057648bf723,c3,c2,27,p2,?,surb={'id': 'b73dc2e0-f2cc-4a59-b271-4046eb66b262', 'route': ['p2', 'e3', 'i1', 'x6', 'p3', 'c3']}
1769453758.4303937,RECEIVED,09b0bab2-4ba7-48e1-998b-7681c47b8dd8,45d7bc83-efe9-4a76-979b-c9c6312ae437,c1,c2,26,p2,?,surb={'id': 'c2dc64a8-959a-4657-894f-c85a731bf9d3', 'route': ['p2', 'e12', 'i5', 'x4', 'p1', 'c1']}
1769453758.680041,RECEIVED,88f8a540-b87d-46ce-831e-55ec304861a4,fa165c3d-0854-4439-9b2f-841de1e0a911,c5,c2,26,p2,?,surb={'id': '4ec3de8b-676e-4d76-9fab-26cd3cfe4571', 'route': ['p2', 'e10', 'i1', 'x2', 'p2', 'c5']}
1769453758.7587981,RECEIVED,e1189405-bead-47d6-8e44-adf7464a36fd,79bbbd52-338a-464c-9a90-717d76ed79fe,c5,c2,27,p2,?,surb={'id': '4cdf18f3-8001-4136-8149-ed9e36ab156d', 'route': ['p2', 'e7', 'i11', 'x10', 'p2', 'c5']}
1769453758.8598502,RECEIVED,c99caffc-df75-42d5-8df3-b3efd15f52a8,c44f7406-173a-426b-a157-ed01c35ff56d,c1,c2,26,p2,?,surb={'id': '74a2992e-c1af-43f6-9428-94a52df99e27', 'route': ['p2', 'e4', 'i6', 'x7', 'p1', 'c1']}
1769453758.8897252,RECEIVED,884cb5b5-2569-43fa-be5b-d6aeddcaeb03,d35a1d23-e86a-4dd2-b8d8-025e2db4d095,c1,c2,27,p2,?,surb={'id': '53de4030-cb4d-40b3-8d76-d1bba16ed0bc', 'route': ['p2', 'e8', 'i9', 'x7', 'p1', 'c1']}
1769453758.8923228,SENT,cabea93b-3dd7-47c1-8ee8-39bb4b0890ec,a98f6d54-e347-43ba-af84-313624e6eeeb,c2,c4,3388,?,p2,
1769453758.8924751,CREATED,c92e7a1e-948c-4961-970d-f064d787f801,dd506243-6513-4773-be5f-11cd6f63af79,c2,c4,27,?,?,surb={'id': '9f5139b0-40b3-4a8b-a10c-e4c748dbb86e', 'route': ['p1', 'e7', 'i9', 'x8', 'p2', 'c2']}
1769453759.2309518,SENT,80753cd7-8084-47b2-8d87-be90d09b62a6,2967e300-6485-40cf-85e0-b58058299c6f,c2,c4,3376,?,p2,
1769453759.231151,CREATED,4a484529-566d-49ab-ba26-29b50bae7b13,77984f65-8a01-494d-a5b4-bdfd6253e344,c2,c4,26,?,?,surb={'id': 'f448ab61-dbe0-4701-bca2-a2e7c0ea3ae9', 'route': ['p1', 'e1', 'i10', 'x9', 'p2', 'c2']}
1769453759.37639,RECEIVED,db8856af-81f2-4d79-9aae-058476f9de9b,4daf8afa-9d0d-4403-804b-3fa0e56eeba3,c1,c2,27,p2,?,surb={'id': 'bd712f86-379d-4eb9-a76c-529695b03bb9', 'route': ['p2', 'e7', 'i2', 'x5', 'p1', 'c1']}
1769453759.403792,RECEIVED,5cbe9410-0be2-40d5-91df-2b1da606bbe0,d41875ad-1c55-4336-a9dc-6848919e09be,c5,c2,26,p2,?,surb={'id': '516f9b53-8eac-4c9b-8e93-8fba4e435091', 'route': ['p2', 'e8', 'i3', 'x2', 'p2', 'c5']}
1769453759.4975529,RECEIVED,061aba3f-a381-4287-ba0c-d8928e68c262,6ae810fb-7b3c-4a8d-abe6-f38e07048482,c3,c2,26,p2,?,surb={'id': '152e8586-2bff-47c4-8d9a-bec615affeba', 'route': ['p2', 'e10', 'i12', 'x5', 'p3', 'c3']}
1769453759.5102596,RECEIVED,7895c1d6-a685-46cc-9edf-8358e89ac08a,65fadca4-9ec7-40fe-aeb5-caca8dbabad5,c3,c2,26,p2,?,surb={'id': '375a8900-8cdb-477c-bc58-c21a8b3d6c2f', 'route': ['p2', 'e4', 'i1', 'x11', 'p3', 'c3']}
1769453759.677204,RECEIVED,fa80c045-c170-4fb0-9022-cc5d0d298330,8ac5f7a3-e340-4413-88a0-9def17c4ba37,c5,c2,26,p2,?,surb={'id': 'c4cac0ab-4373-402b-89fe-3d1923f3f384', 'route': ['p2', 'e2', 'i7', 'x4', 'p2', 'c5']}
1769453759.8417985,RECEIVED,579233f4-c8c0-4a0e-a0a6-c7b5b1fe953e,d673ad1e-27e1-44e2-b123-86eec7e8fe42,c1,c2,27,p2,?,surb={'id': 'ede39b00-8b06-43db-aeba-33bf0dae645c', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c1']}
1769453759.9188151,RECEIVED,402efd5e-1b85-4dfa-b65f-6914d91ffc50,a8b3d921-b626-44cf-9b0e-0a983cfa92ec,c5,c2,27,p2,?,surb={'id': '697f2def-a089-40dd-ba78-dd05cec2d329', 'route': ['p2', 'e10', 'i1', 'x10', 'p2', 'c5']}
1769453760.0503864,RECEIVED,190c1da1-78d3-4bf7-9c47-f31e0ce1c75e,682ab70b-32c9-4cac-8552-77ff825be0f1,c3,c2,27,p2,?,surb={'id': 'ac9bdc9b-2444-49a7-9dfd-4be099553b7a', 'route': ['p2', 'e1', 'i1', 'x7', 'p3', 'c3']}
1769453760.186494,SENT,e2be07a6-a3d9-439c-96a7-43b2bcb8c6f0,141d690e-a7eb-4438-afec-672c74e7f3ef,c2,c4,3396,?,p2,
1769453760.1866367,CREATED,2cf04e20-9b2e-4e26-b65e-2994a0e84f2a,ab40de57-2dad-446c-bda2-9b86da14131a,c2,c4,27,?,?,surb={'id': 'c0cf06ab-9d25-4c04-b5a9-6a0eb30943c0', 'route': ['p1', 'e12', 'i2', 'x9', 'p2', 'c2']}
1769453760.191394,RECEIVED,fb9fcd64-d172-4156-b2e2-a6b377609544,76b7c413-2f48-4718-8e58-15c49515322c,c3,c2,26,p2,?,surb={'id': '9ff5fbf1-d3f8-4921-8458-4fa15b381ec2', 'route': ['p2', 'e8', 'i8', 'x6', 'p3', 'c3']}
1769453760.2073245,SENT,e41281f9-beeb-455c-8ce7-db972ba3b646,3a66ac2f-cc42-4a07-9856-40df05b191d3,c2,c4,3394,?,p2,
1769453760.207473,CREATED,8cac4a7c-7505-4f4c-8a8a-69ed0e43c9d6,abb9bc9b-cdb1-4a02-bf1b-06a88daa1246,c2,c4,27,?,?,surb={'id': '594bf738-a43c-4ad4-8bb5-7c5932a5d4c9', 'route': ['p1', 'e12', 'i12', 'x9', 'p2', 'c2']}
1769453760.237165,RECEIVED,296bd3e6-a14c-4f21-8e2d-732e849a036a,19ded0b3-d16b-4bcf-aaf9-717ca833fe08,c5,c2,26,p2,?,surb={'id': '4cd09547-5cc7-43d3-8aa4-2e61fbe4b75a', 'route': ['p2', 'e11', 'i8', 'x6', 'p2', 'c5']}
1769453760.2693682,RECEIVED,95127735-2c76-4e75-90ae-5c814eb91332,32f74d3b-3d81-4c8c-8cf0-40a1ff412e08,c5,c2,27,p2,?,surb={'id': '054050f7-8b10-414f-92ed-000d2080fd91', 'route': ['p2', 'e7', 'i3', 'x3', 'p2', 'c5']}
1769453760.3942776,RECEIVED,dffc6e81-4a29-4cfb-9328-5364c5c2fadf,0e8b5bc6-687d-4102-a6bb-2144b9076c09,c1,c2,27,p2,?,surb={'id': '86af29d1-71b9-44e3-b4b6-01c70cbdbe0e', 'route': ['p2', 'e4', 'i10', 'x6', 'p1', 'c1']}
1769453760.445625,SENT,0c88e6d9-5b49-4e5c-9e7b-53e731d7e05a,1b868baf-b84a-4922-94fc-baa517b0ab4e,c2,c4,3383,?,p2,
1769453760.4457717,CREATED,b7af8775-51e4-4ab5-938c-bc5fe85bbe13,20846e9f-dca8-4062-a297-7de04ae61b04,c2,c4,26,?,?,surb={'id': '52dd756c-0c55-4228-bb22-f47ea365eee5', 'route': ['p1', 'e2', 'i2', 'x6', 'p2', 'c2']}
1769453760.5452168,SENT,ad5a8d7a-cb75-4503-80f3-78a3a9a28627,504eb8e7-1e9c-4691-9855-5278b41151c4,c2,c4,3383,?,p2,
1769453760.5453663,CREATED,a0de88db-0f4d-481b-807d-774fc6123816,ccd1602a-23d6-4097-8bae-efe6dcb3f118,c2,c4,27,?,?,surb={'id': 'fcc1fa64-b7e0-40e9-bfb3-7afe4fb0cf5c', 'route': ['p1', 'e2', 'i11', 'x5', 'p2', 'c2']}
1769453760.584496,RECEIVED,9dd1102c-4166-4463-85a4-7903a9aee4ca,f78d87af-b170-49be-b91d-bcc6baa7c8cf,c3,c2,27,p2,?,surb={'id': 'e33fa386-8be3-4e7e-a686-b2773972146f', 'route': ['p2', 'e5', 'i10', 'x3', 'p3', 'c3']}
1769453760.712715,RECEIVED,f5ef7139-3a42-489e-8a3a-c09a3e1edea5,0d1db525-869d-42e3-b4d4-59eac4cc9e07,c3,c2,26,p2,?,surb={'id': 'c67eb1de-bc68-4779-8a81-d5ac521832d8', 'route': ['p2', 'e2', 'i11', 'x11', 'p3', 'c3']}
1769453760.7723598,RECEIVED,d16dbdc4-7ce3-46d0-9435-484cd0362079,0af88b60-6009-4faa-90b5-688ec3953ca5,c3,c2,26,p2,?,surb={'id': 'ad1e126d-64ba-4db0-a39e-a451ddce05c8', 'route': ['p2', 'e9', 'i10', 'x10', 'p3', 'c3']}
1769453760.7760227,RECEIVED,8625f47f-3cd5-4740-b557-937d3b762aa1,8d58134f-5264-4f8b-87a2-a81c27b28046,c5,c2,26,p2,?,surb={'id': '121c2933-0298-4b8a-ac75-89339a1f1725', 'route': ['p2', 'e6', 'i9', 'x9', 'p2', 'c5']}
1769453760.862444,RECEIVED,7ee51479-f910-4628-ae6c-f847cdea6c00,a46218c9-b341-4328-9e28-2347cbe3541f,c3,c2,27,p2,?,surb={'id': 'f9a69b43-3612-4f62-9ac5-069b3e9d2d8b', 'route': ['p2', 'e8', 'i2', 'x5', 'p3', 'c3']}
1769453760.8827024,SENT,3e3c21b2-e0e5-4aa9-90e9-01ebb9cefe5e,5c4d7d92-f58f-4aa1-bb19-80f1010fe9c6,c2,c4,3360,?,p2,
1769453760.8828776,CREATED,790faa32-ce3e-4ce7-bf99-e700f71b1f35,a00e9e8e-8abe-4996-8b51-c85c03bf088f,c2,c4,27,?,?,surb={'id': 'ddf1a1d7-125e-4dd1-bb32-7524682028e0', 'route': ['p1', 'e11', 'i11', 'x7', 'p2', 'c2']}
1769453760.8963628,SENT,428c5438-6fe2-4382-a4f3-7daaf1ef49c1,11fbd1d4-90d4-4a4a-91ed-a1f7d9fc7550,c2,c4,3376,?,p2,
1769453760.8965101,CREATED,5f733b4c-31d7-4a62-b818-88605feb9ea7,f808439c-54fe-4cc3-a965-cc9563981037,c2,c4,27,?,?,surb={'id': 'cbbc0c41-e1fb-48e7-9251-ac86db7581ea', 'route': ['p1', 'e7', 'i1', 'x11', 'p2', 'c2']}
1769453761.0029778,RECEIVED,28d3a5fe-86f7-4558-b5bf-066921b88f06,398fd3c3-7ed5-4c4f-b36a-76a0d480de23,c5,c2,27,p2,?,surb={'id': 'd9c7a277-d3c2-4bf1-b18d-f90befe83878', 'route': ['p2', 'e1', 'i9', 'x12', 'p2', 'c5']}
1769453761.0070426,SENT,cd8e6609-f076-44e6-a52f-44379a44303f,abf91982-3802-4a62-9baa-d523fea61559,c2,c4,3392,?,p2,
1769453761.0072417,CREATED,cd8beb29-427f-4482-a938-db0ed856feda,681ea8b5-b2bc-4519-8294-d9070eb54578,c2,c4,27,?,?,surb={'id': '2882c128-3058-46a7-a550-75cf6cd773b9', 'route': ['p1', 'e7', 'i11', 'x8', 'p2', 'c2']}
1769453761.1098228,RECEIVED,81e701cd-479d-491b-85ea-ad9b35712be4,5e50ce28-2d08-41e7-b4ac-f6d96737b06f,c3,c2,27,p2,?,surb={'id': '8b46db72-1b29-4873-88e2-004dc45bd58d', 'route': ['p2', 'e11', 'i4', 'x1', 'p3', 'c3']}
1769453761.3635612,RECEIVED,7bb1bb81-d079-4a80-bc8a-7c298fdf90ea,09fdf918-edce-4d8e-9a0d-e7d5fa1df93e,c1,c2,27,p2,?,surb={'id': '228aa741-84c5-428a-83a0-1cb42ebc7deb', 'route': ['p2', 'e11', 'i3', 'x11', 'p1', 'c1']}
1769453761.486927,SENT,a1eea1aa-1391-4abe-83aa-39b2281f5458,6b76bc12-881a-4996-a6da-d208e142c58c,c2,c4,3364,?,p2,
1769453761.4872227,CREATED,5173dd43-332b-49bc-9a33-d335569f59c7,67740132-7688-489d-b5de-dfe84c942ad3,c2,c4,26,?,?,surb={'id': '436d7744-7e4f-4133-8a92-71b0191f1f0e', 'route': ['p1', 'e8', 'i1', 'x7', 'p2', 'c2']}
1769453761.5966308,SENT,58865de7-ccd1-4ca9-913b-c982497ff38d,d8ce8d9b-9a45-4b0b-8edd-b5ef7fd08a20,c2,c4,3361,?,p2,
1769453761.5967767,CREATED,737edd39-6ba7-4f59-ae29-8c9310a63e38,9d45d3ea-ecd6-4b04-87e3-e8f869e2b6f2,c2,c4,27,?,?,surb={'id': '8177e463-eaed-4eae-9806-befed821175b', 'route': ['p1', 'e3', 'i11', 'x7', 'p2', 'c2']}
1769453761.635131,SENT,142244a1-ce11-4d33-86a1-79a94651b4ff,3a4f96cc-5f89-435b-8234-b6605afbdfde,c2,c4,3384,?,p2,
1769453761.6352985,CREATED,2a2af96e-cd09-4299-85b0-f062d3d6ee99,aed3dddd-90c8-4d56-8438-9856e7574dd1,c2,c4,27,?,?,surb={'id': 'aa624b21-4dab-4c30-95d0-fc5e29543e8f', 'route': ['p1', 'e12', 'i6', 'x6', 'p2', 'c2']}
1769453761.726149,RECEIVED,14296232-1e49-4993-8865-cc90870518dd,6b5dabf8-27ee-4d75-bc27-273289e72dcc,c1,c2,27,p2,?,surb={'id': '0af11a66-9487-4e61-8bc6-ef741851e497', 'route': ['p2', 'e11', 'i4', 'x1', 'p1', 'c1']}
1769453761.7585902,RECEIVED,0485b9a8-a3e5-4750-ac70-bf21c71e35e9,8c5f69c6-82af-4f3f-9920-33c68c39c109,c5,c2,27,p2,?,surb={'id': 'ec1b6e53-e864-4d48-b0e1-727df6b47319', 'route': ['p2', 'e6', 'i12', 'x6', 'p2', 'c5']}
1769453762.017159,RECEIVED,e5b168fc-18a1-440e-9a12-92017b3bfbea,0cc12f5a-f072-4652-bc7e-9b35119e27f9,c1,c2,27,p2,?,surb={'id': '7c150a3a-c5f3-4e71-8f50-657702dca32a', 'route': ['p2', 'e2', 'i5', 'x11', 'p1', 'c1']}
1769453762.3978739,RECEIVED,368b4d68-6b05-4ac5-9969-0865f79fa2b7,aa69c4fb-b6e4-4ea5-8b63-1176a7f7529f,c3,c2,27,p2,?,surb={'id': 'ddf63ea6-802b-4216-8cff-a8006437304f', 'route': ['p2', 'e5', 'i4', 'x8', 'p3', 'c3']}
1769453762.4805017,RECEIVED,ca2036cf-0758-46b3-9cbd-52638138d1aa,7dfeac88-66a7-4f03-bdd7-f9a86d9a9029,c1,c2,26,p2,?,surb={'id': 'f1b0d694-9b3b-4e73-901c-257259f1a06b', 'route': ['p2', 'e6', 'i3', 'x12', 'p1', 'c1']}
1769453762.55022,RECEIVED,55d61347-025e-4b90-9629-b158a484a7be,a6be9015-f9d1-4d35-b997-865d82b52a82,c5,c2,27,p2,?,surb={'id': '5537fe5d-b1a2-4117-aacd-bf209c59451c', 'route': ['p2', 'e2', 'i12', 'x10', 'p2', 'c5']}
1769453762.6154287,RECEIVED,f13df15e-d3e9-4c0c-81f5-07283664039d,1a13affb-1479-4594-b308-7a2416593e57,c3,c2,26,p2,?,surb={'id': 'e3fdc003-ea97-406e-9fc2-b5aef711d8d5', 'route': ['p2', 'e3', 'i1', 'x10', 'p3', 'c3']}
1769453762.676505,RECEIVED,2cfa39d1-7e9d-4386-9c60-b10c0a4459ad,2a66000a-0962-4a25-906b-319b1a53f645,c5,c2,27,p2,?,surb={'id': 'cdd669e8-6faf-4797-a7f5-e742f1826e33', 'route': ['p2', 'e8', 'i11', 'x9', 'p2', 'c5']}
1769453762.7097592,SENT,6e10a3b6-a04b-4722-a830-c26e73d19593,702cc85d-9cee-4b1d-a278-cddb534a06e3,c2,c4,3392,?,p2,
1769453762.709891,CREATED,edb97253-61af-47e5-b786-df1daab997c8,83c8b8c7-a698-40e9-a66a-29d4bac65f35,c2,c4,27,?,?,surb={'id': '7fa3fb4e-06a0-4c92-b837-d7599e322acc', 'route': ['p1', 'e8', 'i8', 'x12', 'p2', 'c2']}
1769453762.9496791,RECEIVED,d5a0999b-dccf-491f-84ee-2286597d1d6b,1de72a58-bdf1-4cc0-85c3-07f01865dcde,c5,c2,27,p2,?,surb={'id': 'eeb0e24b-b845-4603-9bde-53653660fea8', 'route': ['p2', 'e10', 'i5', 'x9', 'p2', 'c5']}
1769453762.9638674,RECEIVED,0d15e703-a79e-4888-8399-25a657a323dd,f5a64360-19c2-4666-89e3-b9c6580dbe95,c3,c2,27,p2,?,surb={'id': '74cd80a6-866b-4b46-996b-fd96b47f6b80', 'route': ['p2', 'e2', 'i10', 'x3', 'p3', 'c3']}
1769453762.965932,RECEIVED,fe3a5397-436e-4c5f-bf50-88f8f1e184cc,bf7080cc-1f68-4f00-b85c-02696e2fffa7,c3,c2,27,p2,?,surb={'id': '2dca7192-c5e7-4aff-97cd-1f1479d0dc79', 'route': ['p2', 'e5', 'i1', 'x5', 'p3', 'c3']}
1769453763.0357537,RECEIVED,57b91a17-3650-4488-a4e3-adcb78d8be08,b030fac8-731b-4027-a206-7df3550bae8d,c5,c2,26,p2,?,surb={'id': '019ebcc8-6de0-4bc0-b251-581e1ea4942c', 'route': ['p2', 'e1', 'i5', 'x8', 'p2', 'c5']}
1769453763.04517,RECEIVED,85002637-ae9b-4c9b-a848-3e63670730da,1a71bdd6-286b-460d-9f8d-096f4d29d121,c3,c2,27,p2,?,surb={'id': '19117c73-a3bc-4be6-96e8-6c6277f7a7d0', 'route': ['p2', 'e5', 'i5', 'x7', 'p3', 'c3']}
1769453763.233646,RECEIVED,66e7bbe8-4a5c-4117-9372-309d36830591,301b6550-8296-4f67-bb08-40245df498f5,c1,c2,27,p2,?,surb={'id': 'e00b76a3-8ce6-4932-b302-c009aecc4d5d', 'route': ['p2', 'e5', 'i3', 'x12', 'p1', 'c1']}
1769453763.253099,RECEIVED,8d08608c-3552-4927-b64e-1ede18c948d5,e5c2aef4-93ea-42f9-8a9b-0a9d06610a97,c1,c2,27,p2,?,surb={'id': '0c9816f1-2953-4fda-b779-c4ed04b46e70', 'route': ['p2', 'e10', 'i9', 'x1', 'p1', 'c1']}
1769453763.269546,RECEIVED,b2fa6d60-1ebc-4c7d-9ebf-af5f64b1b4fb,4de8fa37-d74e-4b2b-9b12-91c03dd82cc4,c3,c2,27,p2,?,surb={'id': '73e3b3ff-2ff1-4742-bbdf-ee5853988122', 'route': ['p2', 'e9', 'i10', 'x11', 'p3', 'c3']}
1769453763.432873,RECEIVED,3158661c-a7a9-4b23-b9fd-4563bc22c295,e7c1b41f-6cd8-4971-9ebc-b07365a3956f,c3,c2,27,p2,?,surb={'id': '7041ffc3-7268-46bf-9918-2f03f5053a02', 'route': ['p2', 'e3', 'i6', 'x1', 'p3', 'c3']}
1769453763.494681,RECEIVED,ecdc84e3-2a1a-4d36-aab6-0ccff7c43a83,5a4f8391-650d-470f-9c7b-5f811df7f8e9,c1,c2,27,p2,?,surb={'id': '6ea395dd-2f80-41ba-91f7-239e50188ad9', 'route': ['p2', 'e2', 'i9', 'x12', 'p1', 'c1']}
1769453763.521468,SENT,c995a609-5775-47d9-881b-6370fe0aa04f,49e7a4f5-8214-46a5-b855-732622762c73,c2,c4,3357,?,p2,
1769453763.5215974,CREATED,00945156-397a-4ed6-83fb-7884b571effb,b0961450-10df-451b-b7a3-664f75af977d,c2,c4,25,?,?,surb={'id': '159ec6f0-f723-479c-927c-f20dc58b9b4f', 'route': ['p1', 'e8', 'i6', 'x1', 'p2', 'c2']}
1769453763.7271216,RECEIVED,045cec43-d397-4c9f-bb55-2747e458b64b,029e5ff2-bc20-4a55-bd68-ebad9cd85ced,c5,c2,27,p2,?,surb={'id': '99703935-d2a2-4695-821d-a43853b70265', 'route': ['p2', 'e3', 'i2', 'x12', 'p2', 'c5']}
1769453763.7614198,SENT,c30bd99f-fd60-4e42-99cb-a70ac7b9c76c,db7835e4-a9d0-4f59-818a-9cea0c6f54eb,c2,c4,3380,?,p2,
1769453763.761576,CREATED,46b20d5e-bdbc-462d-b8f4-70d67dc32fa8,9c7bc22b-a298-4b67-afc7-1fb233abb825,c2,c4,27,?,?,surb={'id': '326bcf84-ca59-403e-941d-1639cff4ccb2', 'route': ['p1', 'e4', 'i5', 'x6', 'p2', 'c2']}
1769453763.8597538,RECEIVED,544dd328-266d-4d20-9164-a0ea26c18e8f,9d1f7254-2d73-4f1f-89a8-d7ed2d6b31ce,c3,c2,27,p2,?,surb={'id': '00b82bb5-04d1-42fe-a67f-780dbb081855', 'route': ['p2', 'e12', 'i5', 'x9', 'p3', 'c3']}
1769453763.9233787,RECEIVED,7972b7e7-42d5-4335-a2bb-b1ca00c27e31,7bf96b5e-b4dc-487e-9995-7b9a04299346,c5,c2,26,p2,?,surb={'id': 'ab67935b-7756-4452-8897-07b2b136b970', 'route': ['p2', 'e6', 'i2', 'x8', 'p2', 'c5']}
1769453764.0281425,RECEIVED,00c10971-df21-4896-bf7c-8ab26e03ed20,c756a707-d36d-4b58-af70-07e0aeda4c8b,c3,c2,26,p2,?,surb={'id': '0caeb2e6-e349-4502-a979-3076a631d990', 'route': ['p2', 'e5', 'i2', 'x10', 'p3', 'c3']}
1769453764.094582,RECEIVED,54384448-6079-4015-8567-21b61aea0a3b,b7df5fc4-73dd-4ca5-bcc7-d2f0b6d46ae9,c5,c2,27,p2,?,surb={'id': 'ff9df713-5d9c-49ce-b622-ec2533368972', 'route': ['p2', 'e11', 'i5', 'x7', 'p2', 'c5']}
1769453764.110126,RECEIVED,7f39a262-d38d-40b0-873e-f4822640aeb2,ca27b5d1-eb47-4d89-8611-9223f7ba996a,c1,c2,27,p2,?,surb={'id': '2bbe10e8-9add-43cb-9e77-f6859b025442', 'route': ['p2', 'e3', 'i9', 'x11', 'p1', 'c1']}
1769453764.1239674,RECEIVED,9eb6a4d1-70d2-400d-a2c2-9a6e38850c2a,e793d715-3526-4886-8083-c9a0d78c9b51,c3,c2,27,p2,?,surb={'id': 'dd0a3b81-cc0a-4f19-be63-b688adea9254', 'route': ['p2', 'e7', 'i8', 'x12', 'p3', 'c3']}
1769453764.2539651,SENT,dc5b1cc2-7f4e-4e7f-912b-eaf6319a5279,a2958bb4-17c9-4d09-ac4f-f75f74016564,c2,c4,3389,?,p2,
1769453764.2541296,CREATED,3de57bc3-3552-4fd0-8499-5081644ef3fc,acbb687c-2ccf-45f9-8617-d4d9ec950284,c2,c4,27,?,?,surb={'id': '87c94d1d-2c55-492e-9439-6460d68e61ce', 'route': ['p1', 'e8', 'i11', 'x8', 'p2', 'c2']}
1769453764.3356633,RECEIVED,025b43cc-f753-4ba9-a8cd-82180ee5176b,3ae72a76-d605-487e-9644-9c4ce1dc0ec7,c3,c2,26,p2,?,surb={'id': '4911cdb0-a8de-410b-ad84-b73ce4b36cf9', 'route': ['p2', 'e6', 'i7', 'x8', 'p3', 'c3']}
1769453764.4431398,RECEIVED,b20def78-b8a9-4270-9b01-3b68a112cc51,969ef986-cd80-4a9f-b604-614219a4dda5,c1,c2,26,p2,?,surb={'id': '13ac7da0-e209-40c3-a56e-a4292d017dea', 'route': ['p2', 'e3', 'i9', 'x11', 'p1', 'c1']}
1769453764.7716024,RECEIVED,577913f5-933c-437d-8bac-b95ae0188d7c,93686093-8483-44c7-82cb-ae03bcb2dfd1,c5,c2,26,p2,?,surb={'id': 'bad84db4-f4d5-42b4-9b75-90876d56ed83', 'route': ['p2', 'e9', 'i3', 'x9', 'p2', 'c5']}
1769453764.8642292,SENT,18b1e4fd-f350-4c2d-b921-e9c74580dbaf,f9e35d91-05fa-487b-b4b7-d2afdb658e55,c2,c4,3371,?,p2,
1769453764.8644078,CREATED,1de4acf7-739a-4c44-bd85-1d716eb9ed9f,0f1071b9-9df6-4c08-b644-8bb3fa94d848,c2,c4,27,?,?,surb={'id': '2a495a04-6334-4670-9144-0cbe4efc5f7f', 'route': ['p1', 'e4', 'i9', 'x7', 'p2', 'c2']}
1769453764.9610846,RECEIVED,079aaf1e-a955-4f7a-b2df-6b3cb5a83ab7,f078337d-61c8-4e41-81d8-498edf087372,c3,c2,27,p2,?,surb={'id': '50a1dea8-2525-4aaa-bfc7-8d36d71d4fb4', 'route': ['p2', 'e10', 'i8', 'x4', 'p3', 'c3']}
1769453765.2174664,RECEIVED,9a153633-fe07-49ff-a524-4ba1ea6d47d0,a166fee3-aecf-418b-ab53-10a1ad9481f2,c5,c2,26,p2,?,surb={'id': '2a931572-e602-401b-b86b-d45378aae7db', 'route': ['p2', 'e6', 'i1', 'x1', 'p2', 'c5']}
1769453765.3827646,RECEIVED,95f5580a-e1b2-4f62-bc45-28603020e9b2,74ddf54c-8430-4ef1-9f08-d5283da1d326,c3,c2,27,p2,?,surb={'id': '74d170e6-7519-41ce-b46f-d36c022bf451', 'route': ['p2', 'e3', 'i3', 'x10', 'p3', 'c3']}
1769453765.397846,RECEIVED,cd791911-433f-4f7a-a225-f9bc7ee36ae7,91ce5452-b406-48dc-b2e2-ca26fce24207,c3,c2,27,p2,?,surb={'id': '5cc265bb-8ae6-4161-999d-59a485e5c38b', 'route': ['p2', 'e2', 'i12', 'x5', 'p3', 'c3']}
1769453765.473366,SENT,9b4958d1-e8fb-4525-bcb1-f2a1951022c3,0eef62e8-e56b-4033-bf19-0023617e838d,c2,c4,3389,?,p2,
1769453765.4735148,CREATED,dda67473-9821-4b23-b17d-3d0a42b92029,1e325baa-c1b5-4f42-a915-138b84058044,c2,c4,27,?,?,surb={'id': 'a74c5c53-c8fd-4840-a446-e63491a530da', 'route': ['p1', 'e10', 'i7', 'x3', 'p2', 'c2']}
1769453765.5028648,RECEIVED,d5d52168-a76a-4b87-97c1-d9be101bab99,fc6cc415-e7c8-4fb4-876c-c2e03686d53d,c3,c2,27,p2,?,surb={'id': '5feec12b-6e3d-43ee-ba1d-55e5bc91bed8', 'route': ['p2', 'e4', 'i11', 'x11', 'p3', 'c3']}
1769453765.5621204,RECEIVED,7a6f5f6e-9100-4e27-b1fa-08ad046ecae3,5d788c63-7c80-4368-b7d1-297df6a32292,c1,c2,27,p2,?,surb={'id': '90206903-9ff0-4017-b613-ff41910f4f54', 'route': ['p2', 'e8', 'i2', 'x10', 'p1', 'c1']}
