timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769453749.0925543,SENT,5bd315cb-10a1-4da8-b2e1-7f5deb2ddb6c,02e25c0b-dd58-47f3-bb18-82198f020487,c1,c2,3392,?,p1,
1769453749.092715,CREATED,1901e35b-7cc0-4582-8d96-2dc9401a7ee2,0224350b-3777-47c4-ba44-24b140549830,c1,c2,27,?,?,surb={'id': '373c2b9c-fa85-4bed-b1f8-c4baabdf967d', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c1']}
1769453764.249629,CREATED,f933dd9a-09eb-4c4a-9544-ec4c23f4761e,28a73210-06f8-445b-bf89-7cc706d9acc2,c1,c2,27,?,?,surb={'id': '2a00d8b3-1ffb-4ab1-9dd5-4ad7a1ce2425', 'route': ['p2', 'e6', 'i4', 'x3', 'p1', 'c1']}
1769453764.2656384,SENT,f60fd361-e3c9-400e-9f33-cb5f91321aab,ee34724e-3c57-44d6-a294-0ccc422be9bd,c1,c2,3399,?,p1,
1769453764.2660098,CREATED,53321525-d415-4755-851b-baf610135e5e,b9cb0929-9339-4b37-a827-2b84ee5669ef,c1,c2,27,?,?,surb={'id': 'd58455fe-2f6c-4dcd-9c05-b251b71aea9c', 'route': ['p2', 'e11', 'i5', 'x6', 'p1', 'c1']}
1769453764.3613667,RECEIVED,e3d3d9a0-94ec-489a-b5bc-58ff531d807e,33883ebc-8df5-4d01-a111-9cfd9f271105,c4,c1,27,p1,?,surb={'id': 'd65e5056-5edb-4b2d-898d-943a9365a7bb', 'route': ['p1', 'e11', 'i10', 'x8', 'p1', 'c4']}
1769453764.4954507,RECEIVED,4bfc2bcf-0709-49fb-b1bc-f400be05a12b,5ec7a607-4bff-4a3f-a3f7-337f88942747,c4,c1,25,p1,?,surb={'id': 'bddc471c-7191-4065-b299-308818abbca4', 'route': ['p1', 'e4', 'i6', 'x8', 'p1', 'c4']}
1769453765.091776,RECEIVED,411f4c1b-1c98-4e94-9839-64449ef4b419,14782cb2-ab91-4407-8812-7dd8e307dfb3,c4,c1,26,p1,?,surb={'id': '233a803c-ae13-4880-ac89-bd4e9b7c9a9c', 'route': ['p1', 'e12', 'i12', 'x5', 'p1', 'c4']}
1769453765.2309244,RECEIVED,d06f0aaa-52bb-42e6-8f05-1c916f7dbaa1,118ca288-b323-44a0-aa9c-4f7c2186af26,c4,c1,26,p1,?,surb={'id': '2b8cf93b-f1af-47bf-99b8-56028b785621', 'route': ['p1', 'e12', 'i12', 'x8', 'p1', 'c4']}
1769453765.3713024,RECEIVED,d2d7a07f-da01-4688-998d-03ce9c71864e,649f2868-4159-4edd-9df0-4fd9c9c437a0,c4,c1,26,p1,?,surb={'id': '579a6606-73ea-45e5-9123-4f909041f69a', 'route': ['p1', 'e8', 'i9', 'x10', 'p1', 'c4']}
1769453765.6618068,SENT,fe3e9f29-3c87-4e84-85f8-bf2992101637,737a6044-ac95-4ef8-a8db-887e114c7bd6,c1,c2,3384,?,p1,
1769453765.6619554,CREATED,52d797f4-373d-4633-b8ed-08bc956caa3a,872d0e0b-6a1c-48c7-9e93-8adb2371802e,c1,c2,27,?,?,surb={'id': '8b9edb1c-6515-48ed-b8ed-610b193a5181', 'route': ['p2', 'e2', 'i1', 'x2', 'p1', 'c1']}
1769453766.0909486,RECEIVED,a112d616-0215-4ec3-b14c-34438309553e,a1fd9c46-9f1a-4c19-a00f-aa9a4ae0375a,c4,c1,27,p1,?,surb={'id': 'e7ad6055-bda7-4e04-8aea-672ff1817554', 'route': ['p1', 'e3', 'i2', 'x7', 'p1', 'c4']}
1769453766.1787682,SENT,dde78c2b-0904-4d7b-b271-32877c487440,1d1fd887-ff65-47b2-a115-2d69693cbe0a,c1,c2,3380,?,p1,
1769453766.178913,CREATED,2938f8f3-8016-485f-ac33-0a88f23eecc5,82179c24-a78a-4270-a37b-e5c0e36411e5,c1,c2,27,?,?,surb={'id': '342b756f-cab9-4255-ac1d-0758a31c33fd', 'route': ['p2', 'e6', 'i4', 'x6', 'p1', 'c1']}
1769453766.2803955,SENT,8f253f33-a472-4276-8a31-43c22b6fc555,84eb434e-ab7f-4836-99d2-a7109abe05e2,c1,c2,3376,?,p1,
1769453766.2805414,CREATED,4252947d-7009-4b78-ab64-013ad3aee585,a339f8a6-1b58-4a2d-aa76-4ff7d8426187,c1,c2,27,?,?,surb={'id': '4781d25e-a617-42e6-adcf-d7b079c0cb2f', 'route': ['p2', 'e8', 'i12', 'x7', 'p1', 'c1']}
1769453766.660748,RECEIVED,1f07c79c-f50e-4392-bf27-d15a16139720,b2ff4e99-bb72-4131-b923-42bfe3eda5ad,c4,c1,27,p1,?,surb={'id': 'ba5dd0d0-08a1-4738-b193-8fd498c5e3e1', 'route': ['p1', 'e4', 'i1', 'x10', 'p1', 'c4']}
1769453766.7671468,RECEIVED,a293785b-fc5f-454e-bc5f-194a995779ab,e5c63013-17b7-4ab2-a319-a17d2894f4d3,c4,c1,27,p1,?,surb={'id': 'b414a035-f9c8-48d8-9bca-702d51b34c12', 'route': ['p1', 'e8', 'i1', 'x4', 'p1', 'c4']}
1769453767.0252454,RECEIVED,ed77255f-aab9-4504-827d-f03a1a2041d7,c37eea55-203b-4cb4-a786-46d2ca5d510c,c4,c1,26,p1,?,surb={'id': 'cdc6148b-c2bf-4db2-90f7-e59331e1ff1f', 'route': ['p1', 'e3', 'i11', 'x3', 'p1', 'c4']}
1769453767.2476737,RECEIVED,a41f3990-8e8f-4754-b74b-5f08662c2ff3,e1a8404d-14e4-4fc9-8574-afc78e84d925,c4,c1,27,p1,?,surb={'id': 'ddd71812-45da-4886-92a1-ef941255663c', 'route': ['p1', 'e1', 'i11', 'x11', 'p1', 'c4']}
1769453767.2783237,SENT,2b40505d-aa6e-4d6f-a720-27c1beedc1f6,be07bbce-5af1-4292-9d32-3b84f8c489d6,c1,c2,3376,?,p1,
1769453767.278469,CREATED,e812c1e7-287a-4525-8593-4905c0c4b780,fe3ac796-e98b-44ec-a01a-e638adb47e26,c1,c2,26,?,?,surb={'id': 'c9410944-9588-4936-b2f3-392a0721e0b0', 'route': ['p2', 'e8', 'i8', 'x10', 'p1', 'c1']}
1769453767.572551,RECEIVED,b49b4656-7364-44a2-8f0f-292473b264c0,6db35d2d-b8db-4dab-a902-d324ef3bd31a,c4,c1,26,p1,?,surb={'id': '91be0d65-7553-44b4-8b83-1e031e6b2eec', 'route': ['p1', 'e2', 'i1', 'x5', 'p1', 'c4']}
1769453767.661355,SENT,55ee6b84-ab1b-4328-80d6-085c60f76d96,44b5e4cd-4bba-4686-a3a1-204bd6cdb5dd,c1,c2,3392,?,p1,
1769453767.6615,CREATED,f55dbd12-f5cd-4918-8579-8682c414af78,c1cb1ad0-a873-4d1e-ae1c-56efc7e103d3,c1,c2,27,?,?,surb={'id': '36d93a89-44f7-4d49-a3ff-bdd9c3318e59', 'route': ['p2', 'e12', 'i7', 'x12', 'p1', 'c1']}
1769453767.7169447,SENT,68c964a5-fa78-4a1e-a1e3-b36cad235d65,1d1a2677-576f-4f50-9999-e7e81a4ee9bd,c1,c2,3385,?,p1,
1769453767.7171218,CREATED,f6bd3357-e7bc-4049-b6ca-9333ed26029d,54fa9ea4-3b34-4365-a671-58ff85064067,c1,c2,27,?,?,surb={'id': 'f4304c9b-a1dd-4bed-9625-7cf18a36452e', 'route': ['p2', 'e3', 'i9', 'x8', 'p1', 'c1']}
1769453767.7499325,SENT,bec617fa-bacb-45e5-87d0-bdaa0a8094ea,6e6e0e5b-b39f-4266-82b3-5d226e7ef482,c1,c2,3371,?,p1,
1769453767.7501178,CREATED,5ff189c2-6b2d-4ee2-9307-019d50bf0847,aeb37020-77c3-40ac-a794-2e867001f42d,c1,c2,27,?,?,surb={'id': '315bdc55-7ad9-41c4-adbf-e97035ca5a2a', 'route': ['p2', 'e5', 'i6', 'x7', 'p1', 'c1']}
1769453767.807373,SENT,8d11a548-f791-45fd-a835-c8f6d7f2e59c,39392c24-37fa-4b78-8069-42f438e68e43,c1,c2,3383,?,p1,
1769453767.80752,CREATED,e1f21c54-2cf2-43b9-8c5f-8f2de23ba5a0,f45e0759-f1a1-4b4c-8fea-fd41767f3f58,c1,c2,27,?,?,surb={'id': '7e52f319-61ab-4edf-810b-932fb1635654', 'route': ['p2', 'e2', 'i4', 'x2', 'p1', 'c1']}
1769453767.9055707,SENT,a1b97e35-dbbb-4556-b11a-98d299284fc6,30c41b59-8840-4014-a917-ced2a9af99cc,c1,c2,3383,?,p1,
1769453767.9057155,CREATED,9ffa6500-7676-4a6e-ba85-c8828c1e5ad2,09142445-d3c3-470a-ba79-43daaa2f5131,c1,c2,27,?,?,surb={'id': '19f5eee5-50eb-4077-8c66-682e4b237535', 'route': ['p2', 'e12', 'i9', 'x2', 'p1', 'c1']}
1769453768.212875,RECEIVED,e6351f8d-6e6a-4f15-8e2e-61062b526583,89756a62-a10e-4660-95b6-b61c4aad47bc,c4,c1,27,p1,?,surb={'id': 'c988557c-fb82-4027-87ea-f7d4653e7e9b', 'route': ['p1', 'e8', 'i5', 'x11', 'p1', 'c4']}
1769453768.3958504,SENT,c88ed98a-5a74-4242-a5d5-5f3407ed9015,57f00862-e549-4771-9278-5313a83960dc,c1,c2,3393,?,p1,
1769453768.3959982,CREATED,6c548ca9-2682-4699-9eea-a0c72b18b628,a5d31938-5233-4af7-895a-72302bfbf1d0,c1,c2,27,?,?,surb={'id': 'ae978e1d-3afd-4d5b-ad73-de1d3d5d4903', 'route': ['p2', 'e11', 'i7', 'x6', 'p1', 'c1']}
1769453768.5172675,RECEIVED,21cbf57f-5d2a-4e93-b45b-d9f8dc6b21d1,27462aa9-e764-4faf-8169-95b0172ec6c6,c4,c1,27,p1,?,surb={'id': '25787df7-818c-495f-af75-c5ece655af39', 'route': ['p1', 'e7', 'i10', 'x4', 'p1', 'c4']}
1769453768.9558275,RECEIVED,22467a48-abdc-4c7a-b52c-1ec15830ab7d,2d73cfd4-2a67-4688-ba1e-128c98bd6407,c4,c1,26,p1,?,surb={'id': '84d23bd1-ac71-4288-ae3c-442045b81ffe', 'route': ['p1', 'e3', 'i2', 'x3', 'p1', 'c4']}
1769453768.9650156,SENT,2492e023-3251-4710-9c97-4a87b3bebd28,429ea271-0468-4caa-8210-e7eb7c0e35f7,c1,c2,3396,?,p1,
1769453768.9651916,CREATED,e7bb2c68-f8d4-4925-b936-08a440c6f478,28790242-195d-46b8-a45a-f5534ed4ee77,c1,c2,27,?,?,surb={'id': 'ce3aa4af-8902-4b6c-bee3-78e7dd664db6', 'route': ['p2', 'e8', 'i12', 'x8', 'p1', 'c1']}
1769453769.1118348,SENT,5a12d7f4-7947-4857-89f2-55ab6543691a,2c25c05f-3e71-4042-bd04-b99ce504708d,c1,c2,3381,?,p1,
1769453769.1120074,CREATED,ab8e140d-bff7-4779-a543-3f4ca1d7acca,c404da71-0cc7-4923-897c-f4e24de14270,c1,c2,26,?,?,surb={'id': 'f436ff57-a5ff-4e21-b38d-9f64b156aa96', 'route': ['p2', 'e6', 'i4', 'x10', 'p1', 'c1']}
1769453769.2983043,RECEIVED,fc886f52-16bd-43c4-b770-b2e0de7e6f1d,bd551fa2-1d22-450e-a059-955c60146f88,c4,c1,27,p1,?,surb={'id': '90938fd6-8f0f-44ba-9669-0caa50fbeac4', 'route': ['p1', 'e12', 'i9', 'x1', 'p1', 'c4']}
1769453770.022425,SENT,bd9b6b12-2b70-4343-a5d8-8a7198e7fa04,c5b922df-737e-46f3-b748-c8e721543abd,c1,c2,3384,?,p1,
1769453770.0225928,CREATED,63a4187e-042a-4cdf-9af8-2173f1aee0d7,c0db9742-6c88-4a86-9eb7-c5761d30844a,c1,c2,27,?,?,surb={'id': 'e6285824-8208-475d-9d07-30b308f4b7fc', 'route': ['p2', 'e9', 'i10', 'x5', 'p1', 'c1']}
1769453770.0995026,SENT,80045f9b-742f-4aad-8384-b7b63422205c,a612b8ae-8fd1-4f09-b789-51a74d43184e,c1,c2,3376,?,p1,
1769453770.099646,CREATED,4270826f-9fe6-4e5e-8001-2690a982d8ec,0971afb7-4d70-4b89-936f-82b6005e3a8d,c1,c2,27,?,?,surb={'id': 'ed1b602a-fb9c-4c6e-bbc1-f26a4f93a03e', 'route': ['p2', 'e11', 'i5', 'x11', 'p1', 'c1']}
1769453770.1947007,SENT,f418ab1f-16d4-468e-9392-239ae081bb9c,363708f8-1f67-4959-90d5-221390307d62,c1,c2,3363,?,p1,
1769453770.1948473,CREATED,420cd953-4683-40b6-a505-003d4bec3f39,71f35c7f-a144-4c45-80f5-7bf6ad48f2e6,c1,c2,26,?,?,surb={'id': '23bdb49f-4d02-4086-892c-6932d01c9dba', 'route': ['p2', 'e9', 'i6', 'x9', 'p1', 'c1']}
1769453770.7324474,RECEIVED,a284bb10-0b99-43d0-8029-b9f057ea76ba,920fcbe4-3ce7-4767-b4fe-18eec1fa96d1,c4,c1,27,p1,?,surb={'id': 'b093d277-fcd3-42e3-b057-35f6867cd715', 'route': ['p1', 'e9', 'i12', 'x2', 'p1', 'c4']}
1769453770.8101773,SENT,15419246-f09d-4ce2-9225-a7419974e888,f02be46d-0d65-43be-8251-7937fcee64db,c1,c2,3376,?,p1,
1769453770.8103259,CREATED,3ed66462-b68f-417d-a2f6-be06c69f9cb0,c401be9e-c66f-49fa-9360-55b7fd55f12e,c1,c2,27,?,?,surb={'id': '3044075b-85c3-4acf-bd25-289a1464018e', 'route': ['p2', 'e6', 'i5', 'x8', 'p1', 'c1']}
1769453771.1679,SENT,0e16bbfd-4702-416f-80e3-9705faf9ecd7,6bafbade-3e58-4bbc-b7d8-fce300423858,c1,c2,3392,?,p1,
1769453771.168098,CREATED,5687e2f5-c84c-42a0-be66-7f3fb9f619a8,036d357b-cbc3-4cad-bee1-c259cb477abd,c1,c2,27,?,?,surb={'id': '3da0e6fd-dc77-4f0c-84c3-8b9a5613990a', 'route': ['p2', 'e2', 'i12', 'x9', 'p1', 'c1']}
1769453771.5917265,SENT,894d433d-260e-43e5-b16c-a468c48bbae9,39712923-c034-4ed4-ae62-2d15756c4f20,c1,c2,3397,?,p1,
1769453771.5918627,CREATED,d2a0654b-c528-444c-b3ba-aa8d801105c1,c9e3b804-0b40-4bd5-b605-db18a99d2a85,c1,c2,27,?,?,surb={'id': '18ec4c50-2213-4095-8e01-3a1bf4cbef5e', 'route': ['p2', 'e10', 'i1', 'x5', 'p1', 'c1']}
1769453772.2066772,RECEIVED,a2924063-7fa3-4688-bb97-b87963a5f4d5,25d1e6cc-bc91-42f0-ad87-d0b01e3b1099,c4,c1,27,p1,?,surb={'id': 'ee1360dc-6f24-4584-9405-5599d4726caf', 'route': ['p1', 'e10', 'i3', 'x5', 'p1', 'c4']}
1769453772.4029646,RECEIVED,4dbcfec6-cea8-43d4-bb89-bf864b94d5b7,64ce3007-4780-43b9-844e-eb0e7b2d30f4,c4,c1,27,p1,?,surb={'id': 'a5b4d95b-c793-4b08-ad26-5f6eae993c03', 'route': ['p1', 'e1', 'i11', 'x2', 'p1', 'c4']}
1769453772.4803236,SENT,71a2c94b-27f6-47d0-9ff4-1679fe110d3b,3107dfda-a0a1-453c-94dd-95b0576097e3,c1,c2,3395,?,p1,
1769453772.48047,CREATED,940b59f3-2718-4f9b-b95d-91b82b023cc9,a1aa9438-69ab-42f7-834a-06d2b44237bf,c1,c2,27,?,?,surb={'id': 'a6e1a8a0-e457-4e97-8fdc-41fd7784eb91', 'route': ['p2', 'e11', 'i1', 'x2', 'p1', 'c1']}
1769453772.50922,RECEIVED,0d13d79a-1052-41ae-8080-b3cbd1e213c7,42ba8dad-c540-402d-9005-3728e8583472,c4,c1,27,p1,?,surb={'id': 'e168c31c-b328-4fc6-873d-34eee8dd8e21', 'route': ['p1', 'e10', 'i11', 'x3', 'p1', 'c4']}
1769453772.6040986,SENT,4dae0f96-0e2a-4b07-8c2a-35e1e7ebfbac,1ade2e11-2e0c-4d78-a250-0565aada1ef5,c1,c2,3367,?,p1,
1769453772.604219,CREATED,a0a58ca3-6fb2-48ca-a69d-d42039bc6e3f,ad6a2df4-666e-4da5-a8c1-584c8bfd309e,c1,c2,26,?,?,surb={'id': '624a0c29-0b67-4bee-8abe-b47debe2d3be', 'route': ['p2', 'e1', 'i5', 'x7', 'p1', 'c1']}
1769453772.6135054,RECEIVED,876af5bc-4028-434f-b218-8c943f2f9de0,febb2eab-f0f3-4a75-9b1c-ddf13316ae7c,c4,c1,27,p1,?,surb={'id': '2726e2ed-53b6-426d-844f-3f912a963af3', 'route': ['p1', 'e12', 'i10', 'x12', 'p1', 'c4']}
1769453772.701507,SENT,dbf8680b-5ebd-4fad-818b-190d8c30d127,22fad54b-3638-4ab3-9a31-817d80c51b7e,c1,c2,3397,?,p1,
1769453772.7016575,CREATED,b4ec6723-f973-40b4-a725-1e007ffd33a4,f1011ff5-8341-4d97-a226-4f2c6745fd48,c1,c2,27,?,?,surb={'id': 'fe73a680-41b4-4600-9da5-192d8eea3ecc', 'route': ['p2', 'e7', 'i2', 'x10', 'p1', 'c1']}
1769453772.7174554,SENT,94d4c1cb-3641-4afd-b34a-7eb95ae645c6,8b93f399-9286-414b-bae2-f4b4296b910a,c1,c2,3380,?,p1,
1769453772.7176003,CREATED,690fe00b-005f-430b-b35a-be5a8b6b5357,8e67d523-80f7-4896-8682-b9888b2ea23d,c1,c2,27,?,?,surb={'id': 'e066467b-b870-4779-b0b9-6272ced2eb71', 'route': ['p2', 'e1', 'i10', 'x6', 'p1', 'c1']}
1769453772.8874972,SENT,002a1433-1fd6-4d46-ac6f-ab4017e5298a,95502feb-8872-4fc3-a8b2-24ff1e93b060,c1,c2,3379,?,p1,
1769453772.8876452,CREATED,1a6583a8-a9fb-4400-817d-f4f52fc66280,e846fa40-40f3-4c93-b56f-70ba20f199c5,c1,c2,27,?,?,surb={'id': 'dc856755-0910-465e-b9f4-82733047dd4c', 'route': ['p2', 'e1', 'i3', 'x7', 'p1', 'c1']}
1769453772.9458117,RECEIVED,7136bb5d-bb54-4afd-ac06-42687e70edc5,c2d34071-7d8f-4265-8530-e00a5a182b51,c4,c1,26,p1,?,surb={'id': 'bf8ae57e-082a-4bed-9946-f734b5ce2d3e', 'route': ['p1', 'e9', 'i11', 'x11', 'p1', 'c4']}
1769453773.1239054,SENT,7991a8f1-5ab3-490d-b0d0-00cff18e129d,01186695-28ca-4d13-8bf7-7998bcbd8a81,c1,c2,3401,?,p1,
1769453773.1241326,CREATED,1e9e4abb-08a0-44dc-beaf-a4940b49188e,15997f39-7115-462a-a946-6d27414eb319,c1,c2,27,?,?,surb={'id': 'fd04d280-cfaa-4ae4-93cd-16ea698eabad', 'route': ['p2', 'e10', 'i11', 'x7', 'p1', 'c1']}
1769453773.2860317,RECEIVED,b0bc677e-c8db-4f7a-b4f8-e8d8deb0023e,df045dcf-101f-4723-ab1f-e777d9822b22,c4,c1,27,p1,?,surb={'id': 'd053b205-c235-4c42-a1e6-db2efeacec15', 'route': ['p1', 'e1', 'i1', 'x7', 'p1', 'c4']}
1769453773.5679379,RECEIVED,45773616-a160-4cd1-a2a5-08efd5baca77,20e4775f-04b6-4126-a029-a61a1cc9d551,c4,c1,27,p1,?,surb={'id': '6d3610b8-6725-44fe-89ae-0619158577a6', 'route': ['p1', 'e12', 'i1', 'x3', 'p1', 'c4']}
1769453773.5747113,SENT,1a6d3d67-e707-4108-a8e6-1fdea818abea,d6576437-cdc9-4354-a27a-d8b492c5be2f,c1,c2,3356,?,p1,
1769453773.5748646,CREATED,4cd3a4d1-0eaa-4c27-a88b-b5931fa9b80d,ff986b28-1b49-4093-ad50-1d24c9dd1181,c1,c2,27,?,?,surb={'id': 'cce613cf-4dc9-4ced-9d24-1ea65a40e824', 'route': ['p2', 'e4', 'i4', 'x1', 'p1', 'c1']}
1769453773.6423814,RECEIVED,3ae08472-7a17-42fc-97a1-a935b19dff47,eb80e6e0-f6ff-46ef-9de7-d6fc36bd16ba,c4,c1,27,p1,?,surb={'id': 'af765916-69cc-476d-9eff-64505ba3d8c9', 'route': ['p1', 'e8', 'i10', 'x2', 'p1', 'c4']}
1769453773.8529165,RECEIVED,96f49e80-84b7-4e8a-a2ce-03b8d7c2ca64,7012a88b-3d20-427a-b68a-d5cd3b01966b,c4,c1,27,p1,?,surb={'id': 'd5eac71d-6e7d-4839-8d94-74ba965709fe', 'route': ['p1', 'e1', 'i3', 'x9', 'p1', 'c4']}
1769453773.8935366,SENT,adaebe93-486b-42b3-bcb0-277cbc04c8dc,7d87f33e-7283-4b98-ad03-e75aec519b56,c1,c2,3379,?,p1,
1769453773.8936846,CREATED,bd238223-ed95-498f-9fbf-c478251e33fc,5daecc78-1f5a-4171-ae95-5d4a1b1c2768,c1,c2,27,?,?,surb={'id': 'c1f1162d-b655-4eab-b229-bedc60c733e0', 'route': ['p2', 'e2', 'i11', 'x10', 'p1', 'c1']}
1769453774.148945,RECEIVED,c106de25-3064-4c9a-9de5-ba2dc51dcdcd,68332288-2940-48de-a1b7-7dd6727361ae,c4,c1,27,p1,?,surb={'id': '6038b5e2-88f8-41ab-99be-9178f993a59f', 'route': ['p1', 'e7', 'i9', 'x2', 'p1', 'c4']}
1769453774.1580427,SENT,75e4a533-ff68-4144-adbe-fb753ff0cf3f,4f7591e4-d99c-40c8-bb79-fa716eb207e0,c1,c2,3405,?,p1,
1769453774.1587055,CREATED,aab23753-6e15-4d31-8ebe-d07c79d0dfb5,62a0a7a6-ae25-4498-a82c-c1a31868877e,c1,c2,27,?,?,surb={'id': 'd99831ac-0184-42eb-b0a6-9ac8caf5c539', 'route': ['p2', 'e11', 'i4', 'x11', 'p1', 'c1']}
1769453774.1585038,RECEIVED,5dbd74f9-efb1-4c93-b428-aab17c9b6c6e,b7b4ce22-cc74-489c-b0d5-d01d6b872b95,c4,c1,27,p1,?,surb={'id': 'a37afe0b-0e72-48b0-aaca-235d19d8d4ab', 'route': ['p1', 'e1', 'i12', 'x6', 'p1', 'c4']}
1769453774.4637403,SENT,408030c7-f86b-4966-9f90-45bcfd950db1,81e18377-f5e4-4b33-89be-de52818e00f4,c1,c2,3371,?,p1,
1769453774.4638407,CREATED,dca3ae4e-6bfb-47a2-b11b-299f167568e5,59b57f03-27c2-4038-b215-1fb35e72bda4,c1,c2,27,?,?,surb={'id': '3c46603e-2a0b-4b78-92d6-74db1e7cac90', 'route': ['p2', 'e8', 'i8', 'x11', 'p1', 'c1']}
1769453774.6219006,SENT,6bd3bbe4-6594-499a-b6e9-aae04bb3bba8,d45390b0-8d28-44e0-8050-85534d9abcaa,c1,c2,3383,?,p1,
1769453774.6220384,CREATED,67642766-eb84-4723-830f-5540d4a2c4e6,8fd3e95c-aa9b-4334-801b-56b38265caf8,c1,c2,27,?,?,surb={'id': '14170b36-ce77-4bb6-93fd-cc2a58f623c3', 'route': ['p2', 'e7', 'i11', 'x2', 'p1', 'c1']}
1769453774.6383767,SENT,56cf5bbf-fd50-4209-a905-cf9adfba3c9f,fee2df1b-22bb-4ed4-9e00-078b7be63f47,c1,c2,3380,?,p1,
1769453774.6385221,CREATED,380640a8-f3a5-4ceb-b896-c5a41eba1578,1734b564-39b0-482a-995b-ea8fa8d49c22,c1,c2,26,?,?,surb={'id': 'd72fbc19-ef37-4e12-a3ad-a80e5e3c87fd', 'route': ['p2', 'e2', 'i7', 'x1', 'p1', 'c1']}
1769453775.0877306,RECEIVED,d8abca4b-3c2a-4ac3-af8f-ccc1bc94c87d,31ebee46-063f-4f63-8102-c7ecc481b6b7,c4,c1,27,p1,?,surb={'id': '1b8e0498-6a81-4783-b05a-b5d611a93cc7', 'route': ['p1', 'e11', 'i1', 'x5', 'p1', 'c4']}
1769453775.524012,RECEIVED,820f16f9-75df-412c-ad30-0745d204f177,8dd2e239-6a8f-4cf3-9e15-1b215cb1fdaa,c4,c1,27,p1,?,surb={'id': '2ea9b872-4179-443a-986b-5b772f821184', 'route': ['p1', 'e4', 'i1', 'x11', 'p1', 'c4']}
1769453775.6819053,SENT,549a1e5b-7574-4d69-ac3c-12668c5b3283,0aa1f5d4-4968-49ca-91a9-a5e899caa3f9,c1,c2,3387,?,p1,
1769453775.6820884,CREATED,d0f67980-d0aa-4b51-8901-469b7756234a,1e42b83c-aa32-4fb5-be51-63586a6ebf0b,c1,c2,27,?,?,surb={'id': '665088fb-8ec1-4a5d-b436-a116b2c2368b', 'route': ['p2', 'e2', 'i5', 'x5', 'p1', 'c1']}
1769453775.9663465,RECEIVED,e9f07b83-94ec-4e27-a4e7-c9d004b9acd4,6c1d50ea-63db-40e7-ac76-2e971132fa4f,c4,c1,26,p1,?,surb={'id': '019bee18-03c3-4a85-ade4-05652987f9ee', 'route': ['p1', 'e9', 'i5', 'x5', 'p1', 'c4']}
1769453776.158764,SENT,b5633493-5485-4b39-b7c6-b0f8df9b06b2,596a1869-8b26-4a07-a35a-812973dd69de,c1,c2,3388,?,p1,
1769453776.158923,CREATED,fa5e208e-03b1-4dc6-9e48-9731c2bcb1f3,9ee0bd94-e36e-4f40-9e05-39254cec42cc,c1,c2,27,?,?,surb={'id': '00fbdc93-46ce-4083-bb49-f28d5dde852a', 'route': ['p2', 'e8', 'i1', 'x6', 'p1', 'c1']}
1769453776.7355628,RECEIVED,595e7984-5ddb-494a-ac82-2cef0fb06777,8ad6bb82-e32d-439d-a90a-f42607ada4d0,c4,c1,26,p1,?,surb={'id': 'e5ddfe8e-3601-48a6-9996-1f2933327bf5', 'route': ['p1', 'e9', 'i3', 'x6', 'p1', 'c4']}
1769453776.9375353,RECEIVED,681a4045-b1ad-4f1e-9484-3fee45e16321,5e483586-a4a5-4128-b2ff-aa4ead7b6935,c4,c1,27,p1,?,surb={'id': '67aa7b96-2375-4b6a-9112-74a85479c359', 'route': ['p1', 'e12', 'i12', 'x7', 'p1', 'c4']}
1769453776.9413936,SENT,409dba52-1779-4787-97d4-3ef053f13ff8,c7f5a164-dd9a-4759-b711-ad6e5518c3cf,c1,c2,3387,?,p1,
1769453776.9415367,CREATED,1590f519-49ff-42ad-bfad-29c39607b24d,2f6ba465-01fb-4fae-9c74-db8443df9bfe,c1,c2,25,?,?,surb={'id': 'a2a82a2d-9f96-4851-a68b-7edfa73d9797', 'route': ['p2', 'e10', 'i10', 'x10', 'p1', 'c1']}
1769453776.9548016,SENT,f103329e-8d51-4308-a946-f0a8ed031a82,4562a697-0456-4c5c-ad5a-8f33b9d1e6a7,c1,c2,3381,?,p1,
1769453776.954966,CREATED,c2a1040b-aa69-4f3d-bb0a-b62aafe2648e,50733ead-4b9b-435b-bf0c-cf029e905f29,c1,c2,27,?,?,surb={'id': '37cd7500-c437-4a43-b5fa-b7c94f70864b', 'route': ['p2', 'e1', 'i2', 'x7', 'p1', 'c1']}
1769453776.9727316,RECEIVED,affcaa32-ee35-4d3b-b641-49554f39facc,45287f38-9484-4bd2-a823-42876ac08812,c4,c1,27,p1,?,surb={'id': '87f2a5fa-da92-4a25-93aa-885059418be1', 'route': ['p1', 'e2', 'i9', 'x4', 'p1', 'c4']}
1769453777.150582,RECEIVED,20d02c67-0b1b-4b1b-b8db-bd2f8e7f7964,0f03b97d-f084-4773-85fa-f15160532e3c,c4,c1,27,p1,?,surb={'id': '47e04a9c-f67b-4dd3-b92c-37ace94220cd', 'route': ['p1', 'e11', 'i5', 'x7', 'p1', 'c4']}
1769453777.2655897,SENT,f7735762-64ad-4115-b04a-51eaaa9a8712,30f394d0-ad6f-42c6-ad56-ca881bf1e90c,c1,c2,3401,?,p1,
