timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394420.5143616,SENT,4698923d-ca94-4a4c-a16c-5436c3cc07e0,f13d0455-0bf6-41de-8d3f-ef9573b53413,c2,c5,3371,?,p2,
1769394420.5145197,CREATED,8e641d11-d5db-453d-8f41-109c198f2819,0c433807-9e1e-4aca-a543-e81c31030b2c,c2,c5,27,?,?,surb={'id': '7bf7d4ba-5204-4724-ace0-887fa1366f46', 'route': ['p2', 'e8', 'i5', 'x9', 'p2', 'c2']}
1769394422.5722742,CREATED,a60e4295-ec33-4274-8b06-405e41d9696a,cdb5ee3a-b97a-4e0c-9a72-1cd0f62e5a4d,c2,DROP,27,?,?,
1769394422.70872,RECEIVED,7ef28dcc-f7a4-4f92-9827-84ab3f284490,ddab4901-1991-4de8-b1a0-c10f95e1773d,c4,c2,27,p2,?,surb={'id': '35aea8b8-4a66-40d4-9137-32d692efcb8f', 'route': ['p2', 'e11', 'i6', 'x10', 'p1', 'c4']}
1769394422.7536447,SENT,fd163e58-c041-4ab5-958c-4afbdb524327,7a4c3a43-1604-4c7c-804f-3ce2e8ee6377,c2,c5,3391,?,p2,
1769394422.7537837,CREATED,ec9cf7d7-e652-4188-b0d1-429c4f2b7dd3,dd88d828-619c-4182-a3aa-1d06e88ee445,c2,c5,27,?,?,surb={'id': '9f840329-1987-49b3-9977-a058b2a1ef60', 'route': ['p2', 'e12', 'i3', 'x7', 'p2', 'c2']}
1769394422.8488955,RECEIVED,78710316-ae84-48c3-9015-3795b7fa4943,3cef735a-6cd6-491b-8cf8-835a319dcd82,c4,c2,27,p2,?,surb={'id': '18105a6c-8da4-47fb-b95f-11988b94441f', 'route': ['p2', 'e2', 'i4', 'x9', 'p1', 'c4']}
1769394423.0583794,RECEIVED,038752c7-dfd0-4553-b514-4163beca36bf,4e0a7cff-ed69-42fb-9ac9-e10e750a437d,c4,c2,27,p2,?,surb={'id': '12979434-3775-4a3e-bafb-2505b6cab207', 'route': ['p2', 'e2', 'i5', 'x8', 'p1', 'c4']}
1769394423.3475735,SENT,46aa669f-ac0c-42ad-81c1-b1f505af0d78,716cbd80-7715-41db-8639-d280f3e9fa0d,c2,DROP,2015,?,p2,
1769394423.3477082,CREATED,fa4eb586-8506-4062-bf49-5e7d5f67f4b2,a54866ac-769e-4204-8626-571e0fcc18b4,c2,DROP,27,?,?,
1769394423.6071444,SENT,6275c9a9-1dd1-44a7-a044-b759608c00c8,58edc4b9-bc44-4671-abf0-f59eced1304e,c2,DROP,2028,?,p2,
1769394423.607278,CREATED,85f97fac-d861-40ed-a8fc-a9ec8add55e5,b93461cc-78a4-4a42-b0cf-3d9d8e4b0f5e,c2,DROP,26,?,?,
1769394423.633905,RECEIVED,724797d0-3bee-49a1-b0fa-f05d05c260e2,97f88226-8908-43db-a561-b8083e285125,c4,c2,27,p2,?,surb={'id': 'b9990a9d-5019-45ce-842d-77ccd3554574', 'route': ['p2', 'e7', 'i2', 'x12', 'p1', 'c4']}
1769394423.6723502,RECEIVED,015f87e6-18ce-48e7-bd15-d40fed3fc630,99e9af14-35f8-470c-bcae-6219f8fb6fc7,c4,c2,27,p2,?,surb={'id': 'f372100a-757d-405c-b0d1-973a3237fcfa', 'route': ['p2', 'e5', 'i1', 'x6', 'p1', 'c4']}
1769394423.7223742,SENT,42256632-6b13-49ca-aa85-630a53f43c84,855fed07-aa49-4d6f-9ed1-e3a8510340bb,c2,DROP,2023,?,p2,
1769394423.7225044,CREATED,9861575c-2bc3-4df3-894d-93c09459c6c6,2fb8515b-8884-4b9b-9073-c897c680850c,c2,DROP,27,?,?,
1769394423.7281883,RECEIVED,885743bf-0082-468f-8219-10f0056d2c1e,3a46d112-ebe7-4765-a80b-36c27613186c,c4,c2,26,p2,?,surb={'id': '2d97d418-1e42-466e-afb8-07b976b6f325', 'route': ['p2', 'e2', 'i11', 'x11', 'p1', 'c4']}
1769394423.7850304,RECEIVED,8a4111ef-efb2-4d70-9645-2399ba5f8148,c60a9f0a-c393-4cc7-86ce-fc50c85e98dd,c4,c2,27,p2,?,surb={'id': '382a1bf1-3d93-43fa-9591-f610112cb202', 'route': ['p2', 'e11', 'i12', 'x4', 'p1', 'c4']}
1769394423.9501355,SENT,340e0679-40c5-4d81-ad75-ce83b4aa3391,fadc7cc1-22bb-418a-8578-45003d51a628,c2,c5,3396,?,p2,
1769394423.950284,CREATED,ae544880-6fd7-4283-863f-48225290d83f,93ae75ce-b96e-4b0b-974b-ed0d8e2484d1,c2,c5,27,?,?,surb={'id': '11430381-1d7d-4d23-9e20-2d47cf27bcb5', 'route': ['p2', 'e8', 'i12', 'x12', 'p2', 'c2']}
1769394424.1429722,RECEIVED,5deaed99-219e-45f8-89b3-17b78c36f8bd,cc055ed1-3711-44c7-8c3c-21d66d20d55d,c4,c2,26,p2,?,surb={'id': 'e972458d-9d86-4015-a063-51f85c1bf20d', 'route': ['p2', 'e1', 'i8', 'x1', 'p1', 'c4']}
1769394424.1503904,SENT,1bc36938-a12a-4fba-a707-c4b9b24d5edf,3d03a39f-cdf9-4927-9648-3f92f203c049,c2,DROP,2019,?,p2,
1769394424.1505098,CREATED,b10a7f1c-474f-4ba3-b928-b019d4be96b4,ebb660da-aeff-4b93-98c7-c9a6a18ea693,c2,DROP,25,?,?,
1769394424.2482288,SENT,0752a2ed-d90b-49aa-8ac3-6e5a63d5ef74,cd7f994f-0a06-4703-8c7b-65efa7518f9c,c2,DROP,2037,?,p2,
1769394424.2483547,CREATED,a4eb603c-a598-4ad2-98dd-aad0573f3ef3,6af723fa-c06a-4202-b33c-89b80d97f805,c2,DROP,27,?,?,
1769394424.2894466,SENT,0bbe5304-a58e-4184-a929-320c7c5ebd43,d8907daa-9744-4a8b-8d9e-f7155b406a78,c2,DROP,2015,?,p2,
1769394424.289576,CREATED,b0e21c62-cfc9-4de4-9b47-f59a3a440c18,40bffbd0-2348-4f7e-a09a-db8fc7f9c07a,c2,DROP,27,?,?,
1769394424.3011153,SENT,71da0c84-4c90-4b75-92a9-3460e8637a4b,317d81f9-41aa-4ad7-9659-4b95569633c4,c2,DROP,2031,?,p2,
1769394424.301247,CREATED,cc8332c6-5101-43bd-a3d6-8f612f13cd1b,96a7ed20-654b-413f-b181-30ed3b813af3,c2,DROP,27,?,?,
1769394424.599454,RECEIVED,9ac86f03-14d6-4ed1-b273-8848f45d1eb8,edd14ab2-9fd8-43f5-b00e-9103032a8c43,c4,c2,27,p2,?,surb={'id': 'a646d20d-3aba-4039-9193-3dc7f41aac61', 'route': ['p2', 'e3', 'i8', 'x8', 'p1', 'c4']}
1769394425.0538747,RECEIVED,c06be9a7-07ae-414e-87d2-2bc3a32faf61,1dc37e1a-9154-489e-a161-26b90f52d9e3,c4,c2,27,p2,?,surb={'id': 'a070084d-6b08-4fcf-89d1-b21f5d143bbf', 'route': ['p2', 'e11', 'i12', 'x7', 'p1', 'c4']}
1769394425.2586272,SENT,deb92e34-4a9b-4204-90a3-a3f74f343565,6a401bb2-0e7c-4fe6-8868-7e76c6decf5c,c2,c5,3388,?,p2,
1769394425.2588012,CREATED,98a09354-9533-440b-9d42-b0239e0fab70,333b9fde-e10e-4aac-ab80-e740e1c919c9,c2,c5,27,?,?,surb={'id': '8d4e0b86-2270-4c2f-9b82-282a13b2b6fe', 'route': ['p2', 'e11', 'i7', 'x6', 'p2', 'c2']}
1769394425.911373,RECEIVED,e80b4fb0-657f-4416-9e92-325e6c7bd114,800adccb-1a88-42dd-be3e-16dc22575e19,c4,c2,27,p2,?,surb={'id': 'b5beea4c-3ca7-434d-a6a1-ebcc50581c70', 'route': ['p2', 'e4', 'i5', 'x12', 'p1', 'c4']}
1769394426.0219781,RECEIVED,4a5b8257-8736-4416-9ab9-bdafe41a2a17,25e3eea1-4bfc-4070-baa5-624e02385306,c4,c2,27,p2,?,surb={'id': 'd12090ad-7403-49af-9641-6d042433e28b', 'route': ['p2', 'e11', 'i11', 'x9', 'p1', 'c4']}
1769394426.8137307,RECEIVED,25ec5550-a9f8-4668-8774-aab8c1ddfa5c,f69f715e-fe9c-49ff-8bc6-11d8123614ba,c4,c2,27,p2,?,surb={'id': 'd2e7ac4e-39eb-4d7a-b40a-aadebc67f309', 'route': ['p2', 'e12', 'i10', 'x2', 'p1', 'c4']}
1769394426.8943222,RECEIVED,2993931d-14d6-4bc0-b1ad-baaa729bd227,84721b02-b166-4c63-a7f4-ebdce2dff48e,c4,c2,26,p2,?,surb={'id': '732a1fbd-647a-4a62-92cb-089532d5e863', 'route': ['p2', 'e9', 'i11', 'x2', 'p1', 'c4']}
1769394427.0310345,SENT,679825e9-e57d-4389-aa6e-16a46a24f7e2,331413d3-6ad0-4f37-acbc-2c9eeb80e7cb,c2,c5,3387,?,p2,
1769394427.0312324,CREATED,68c62a23-d927-42a2-91b5-fe17855eee0c,d7c22d21-d8a9-47f2-8f47-ebf0afe2af27,c2,c5,27,?,?,surb={'id': '7397096b-0e08-41f9-8ad7-3ac95a1c82f5', 'route': ['p2', 'e12', 'i12', 'x3', 'p2', 'c2']}
1769394427.1302726,RECEIVED,47054f7f-ddb5-4c5e-93b5-e3e438df32d9,dfbbe9a8-e203-4b3d-afbc-9a10a902a32a,c4,c2,27,p2,?,surb={'id': '3bc8b1aa-ef94-4d4b-88e8-905783cf5b9f', 'route': ['p2', 'e6', 'i10', 'x3', 'p1', 'c4']}
1769394427.605191,SENT,f46ccefd-988b-42aa-8caf-ba5ee6b561c4,1dd9349a-fa71-4f22-b41d-5804e7571e30,c2,c5,3391,?,p2,
1769394427.6053405,CREATED,9f180e5a-1e05-450c-a4e0-2f6612288252,d4a093d2-0c9b-4959-b22d-16ac9e825685,c2,c5,27,?,?,surb={'id': '3df6b3ef-e207-4b3b-b88e-b44a9570b895', 'route': ['p2', 'e9', 'i10', 'x10', 'p2', 'c2']}
1769394427.6898823,RECEIVED,5eed3917-76dd-4578-9a52-ab859f7d3502,9ae460c6-6bd2-4102-a3ef-abffc7f5088c,c4,c2,27,p2,?,surb={'id': 'f304256d-3d97-48f4-b2d9-6e5be429c07d', 'route': ['p2', 'e8', 'i9', 'x3', 'p1', 'c4']}
1769394428.1315756,SENT,f25fb939-511a-4116-af42-755f9002a815,d1c07264-903d-4025-b9c9-99a7decf77df,c2,c5,3379,?,p2,
1769394428.131728,CREATED,b9e66a0c-0527-42a4-b169-4cb7c90f6995,209541e0-c9b3-44c4-8d97-d77a8e382e36,c2,c5,27,?,?,surb={'id': '74f98017-9d58-48a1-b929-b5f65f7f4017', 'route': ['p2', 'e7', 'i9', 'x9', 'p2', 'c2']}
1769394428.3655977,RECEIVED,646f7609-f7b5-4e3e-a7fa-5d601ad371e7,e28a57c4-e3a4-4191-9f75-7bc4094dc72f,c4,c2,27,p2,?,surb={'id': 'f491d4ca-fbff-48fe-9236-05b60d5fc050', 'route': ['p2', 'e3', 'i4', 'x4', 'p1', 'c4']}
1769394428.4984972,RECEIVED,54c266d7-866e-43fb-8c9c-125c318db1eb,408da4f6-3513-4e4e-8bbd-91cc972d9e1f,c4,c2,27,p2,?,surb={'id': 'd994c3b1-1910-4920-9c5b-62aa7349793c', 'route': ['p2', 'e2', 'i1', 'x10', 'p1', 'c4']}
1769394429.0294802,SENT,71970849-727e-482d-b289-201bea688eaf,15b62d6b-587d-469b-97fb-e11880c9c5a3,c2,c5,3379,?,p2,
1769394429.0296476,CREATED,ea700097-7562-41f2-9d9b-07b6de12141d,00a6c378-7283-470f-a13c-43fb8c614dae,c2,c5,27,?,?,surb={'id': '3fe390ac-1e26-486a-bcc6-0c196b3513dd', 'route': ['p2', 'e1', 'i3', 'x3', 'p2', 'c2']}
1769394429.1752708,SENT,afcb161f-1df9-4c7f-be11-1cc93c609b6b,3e0e4e07-ca68-4001-96d2-9d9e231ee25c,c2,c5,3388,?,p2,
1769394429.1754153,CREATED,91acb0d3-2113-4e3b-9dc0-31659b89fd30,96e23a47-a068-45b7-83ba-ae110802125b,c2,c5,27,?,?,surb={'id': '3e0cedb7-e389-4f1b-a434-7e91a1ef7f35', 'route': ['p2', 'e1', 'i10', 'x12', 'p2', 'c2']}
1769394429.5048614,SENT,f42e949d-4bab-4f23-82d0-2ce5cf06e306,de839d5e-cd65-4ecd-a520-dcc87d5d3b91,c2,c5,3383,?,p2,
1769394429.5050108,CREATED,045ef41d-faee-4fe3-a520-c553bdc2df97,e6eb4cbe-faad-42d7-bd80-a3214c44575b,c2,c5,26,?,?,surb={'id': '694bc007-35b0-4e37-aacf-c4fb639de3a4', 'route': ['p2', 'e9', 'i6', 'x9', 'p2', 'c2']}
1769394429.6423898,RECEIVED,a7e5cd8d-066f-4b48-9c77-26b19faa74ad,f57b3fbf-4c06-485a-9c22-adbe7ab2433d,c4,c2,27,p2,?,surb={'id': 'b7e66aa3-4510-4838-92dc-b9306a82f813', 'route': ['p2', 'e6', 'i6', 'x11', 'p1', 'c4']}
1769394429.7290134,RECEIVED,a5723016-06ca-4c1c-bd24-09310c096ef4,09056d57-4acd-4beb-a492-5802317a8d97,c4,c2,27,p2,?,surb={'id': 'aefd10a1-5abb-4c9c-af0b-11cb68b1df3a', 'route': ['p2', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769394429.856715,SENT,0b895ab8-4a91-43c7-9641-f255a8f5cfa2,72d97490-2535-4a1f-8960-fe9856d68e16,c2,c5,3392,?,p2,
1769394429.8568647,CREATED,c0a9881d-b257-46fa-81ca-23da1a125771,0d879bae-d137-4e72-8800-cc1db8553ff3,c2,c5,27,?,?,surb={'id': '7572de43-79e3-4a64-b849-d3a12db3c673', 'route': ['p2', 'e6', 'i7', 'x12', 'p2', 'c2']}
1769394430.0235758,SENT,e15327af-01dd-4cd5-b84f-cbabf19159cc,ce21896b-bf39-4a4b-88d0-73e881c3df83,c2,c5,3372,?,p2,
1769394430.0237138,CREATED,37136fef-8f91-4a5d-be1b-e2ce981a8f1a,d7c673f1-4d27-4ed7-ae07-f7cb5b52f9b3,c2,c5,27,?,?,surb={'id': 'c3e06848-9ee4-4251-9af6-f3906b8e8eb8', 'route': ['p2', 'e1', 'i4', 'x5', 'p2', 'c2']}
1769394430.8351064,SENT,c0a72477-953d-4a21-9965-cdecd571a683,fa2bdc32-2a18-4488-a33f-53abec1acd88,c2,c5,3400,?,p2,
1769394430.8353467,CREATED,e2460ed3-5488-41aa-b337-0ff3e7fa950f,a8e60a5d-3253-4b79-b931-65c34240eae5,c2,c5,27,?,?,surb={'id': '340c91e7-f64f-460e-80be-9a1535b46709', 'route': ['p2', 'e9', 'i6', 'x6', 'p2', 'c2']}
1769394430.8646038,RECEIVED,74ae460d-827e-42f6-b0c0-04126429a088,11d631b8-32c2-4fc3-8463-2f5aabfb98dd,c4,c2,27,p2,?,surb={'id': '830e7fdf-5ee9-4fa1-bfa6-c2691b4bfa4d', 'route': ['p2', 'e4', 'i12', 'x12', 'p1', 'c4']}
1769394430.9724898,SENT,f45dcccc-2989-4728-8aea-f6484b744609,e9ff913e-a74b-4953-9004-79051fb37b48,c2,c5,3379,?,p2,
1769394430.9726398,CREATED,aa196858-caa3-4bbb-a4a3-6681d87689cf,a254a508-1c76-4b07-9d7a-cc26bad0662c,c2,c5,27,?,?,surb={'id': '23d1d4b6-ae92-4aa1-bee4-4f5a8b512e9b', 'route': ['p2', 'e6', 'i11', 'x1', 'p2', 'c2']}
1769394431.1408315,SENT,c0fd7d4f-09e5-43da-8e1a-e80403f5f31e,dbf58164-ad96-4c6d-a4ec-2b95f403ed1a,c2,c5,3399,?,p2,
1769394431.1409786,CREATED,d2df045e-7de8-45a5-8b70-2746c0c5b4f5,95d02923-0dbf-420d-b7e2-7c541aee443c,c2,c5,27,?,?,surb={'id': 'f791d137-b443-4502-b4fd-92b5867eb8b6', 'route': ['p2', 'e7', 'i12', 'x12', 'p2', 'c2']}
1769394431.669714,RECEIVED,59bf7cff-f0bd-48ec-aa66-e0290513a0a2,ce5d313a-78cf-41cd-bb6c-45e87171a8c4,c4,c2,27,p2,?,surb={'id': '67e86215-58aa-479a-9a4e-a5f4ed414af1', 'route': ['p2', 'e10', 'i11', 'x3', 'p1', 'c4']}
1769394431.7924345,RECEIVED,d5f9a98e-e545-4a08-9065-58443c75c771,3414ffdc-c581-4290-ad38-bf73ed7fecba,c4,c2,27,p2,?,surb={'id': 'e33a70d6-0a9b-471a-b180-88babe6dee7a', 'route': ['p2', 'e12', 'i10', 'x12', 'p1', 'c4']}
1769394431.7954724,RECEIVED,1cafe521-d6b1-4f38-9cee-c7fa3bab6533,5e52a499-14f0-4611-8245-e901f3ad2ac1,c4,c2,27,p2,?,surb={'id': 'cd90c23b-06e4-466c-b17a-8acafb87ec33', 'route': ['p2', 'e10', 'i9', 'x5', 'p1', 'c4']}
1769394431.825245,RECEIVED,1c1e9678-6e77-44f4-bf17-f7cb578d45b6,f0fd94c5-3a39-49a9-bfc8-7db3bdfdba05,c4,c2,26,p2,?,surb={'id': '49e4977f-a70d-45fe-9620-a145d6c854a5', 'route': ['p2', 'e9', 'i8', 'x8', 'p1', 'c4']}
1769394432.1642444,SENT,1065fca3-9c95-4ccd-a8fe-89c32d5d065a,46f1db70-170f-45ac-8927-346a43edbf7d,c2,c5,3380,?,p2,
1769394432.1643913,CREATED,11d47873-85d0-42bd-9128-6c0ddea57e87,f095415d-abde-40c4-b33f-2c474f471e8f,c2,c5,26,?,?,surb={'id': 'e19289fd-765b-4cce-bd21-7b16eb664625', 'route': ['p2', 'e10', 'i4', 'x7', 'p2', 'c2']}
1769394432.613004,RECEIVED,e2ef3c59-9537-4027-85dc-d53dbde3f734,c19f926f-5f66-4582-8739-98b3e0881886,c4,c2,27,p2,?,surb={'id': '26a1ea38-6e2b-454b-82a9-158128c6f2b2', 'route': ['p2', 'e12', 'i11', 'x4', 'p1', 'c4']}
1769394433.1665347,RECEIVED,22830666-de40-416d-b48e-44b1d184cf71,6619c325-26b6-4865-a57a-034e938745a8,c4,c2,27,p2,?,surb={'id': '0f2a821e-8e4d-4dcc-be8d-d1dbf8042b68', 'route': ['p2', 'e3', 'i11', 'x5', 'p1', 'c4']}
1769394433.8160949,SENT,8aedc041-ccb7-4308-aa63-ee0f04e40c32,7f2b68cf-d265-4d12-8a18-2d8073f6fe9e,c2,c5,3377,?,p2,
1769394433.8162463,CREATED,bdc84227-b1a0-49fd-8526-52eee087caf9,d890f1c1-f825-4f7f-b64a-bd0fb14087ff,c2,c5,26,?,?,surb={'id': '6d77f11f-9814-41fe-b923-8a08f249f0a4', 'route': ['p2', 'e2', 'i9', 'x9', 'p2', 'c2']}
1769394433.8670917,SENT,006b7672-ca04-4fa1-a41f-3e92ee1e04ce,25255566-4a08-4e49-8a82-4ccff2c0cd42,c2,c5,3391,?,p2,
1769394433.867242,CREATED,ce40428d-e0f6-4431-bc21-0d0d628e0894,0aae8d99-9ea5-4747-bb1d-e73242cfad90,c2,c5,27,?,?,surb={'id': '9549fab4-bb2f-451d-afac-a51f0ae0fa2f', 'route': ['p2', 'e10', 'i6', 'x3', 'p2', 'c2']}
1769394433.9034462,RECEIVED,37a2e14a-80cc-4c2a-a2cb-219d76e28b26,9f8f9498-2e12-420c-9252-f5f34d037b40,c4,c2,26,p2,?,surb={'id': 'a022373a-e161-4cdb-8ff8-23f789a3050c', 'route': ['p2', 'e12', 'i8', 'x9', 'p1', 'c4']}
1769394433.98745,RECEIVED,f06a9e8b-b087-48f7-80c5-79ab97155354,91dbd4ff-ac89-4eed-8589-0bfc452b0992,c4,c2,27,p2,?,surb={'id': 'c8959f39-cfab-477d-89f0-3a25e3355590', 'route': ['p2', 'e6', 'i8', 'x7', 'p1', 'c4']}
1769394434.1072266,RECEIVED,0bbf17f3-58cd-415e-a840-f5f5a795df04,9f0a2d9f-38dd-4c17-b46d-8a0ae7f960d2,c4,c2,27,p2,?,surb={'id': 'b56b10d7-4bc0-4f54-b680-3b7ec26fa352', 'route': ['p2', 'e7', 'i6', 'x6', 'p1', 'c4']}
1769394434.168981,SENT,0f98e4fe-cda6-4f84-8f36-d506d991ef63,ad5155f7-a708-4165-8de7-8551487f4059,c2,c5,3395,?,p2,
1769394434.1691759,CREATED,af5e37b4-4482-41cb-92fb-ade7799aca81,a63194ab-5f9f-458d-9533-14f55cde5e36,c2,c5,27,?,?,surb={'id': 'e66a42a8-1d70-4025-9f2b-f07bb0e9460f', 'route': ['p2', 'e10', 'i4', 'x1', 'p2', 'c2']}
1769394434.2317185,SENT,a86d5b69-5a7e-427f-931b-7cba5397b942,0f90d8a9-119f-489b-86c2-f19ea2233a84,c2,c5,3383,?,p2,
1769394434.231862,CREATED,1c01f765-dcc4-4144-90bc-421594513e5d,33e07046-9e32-4bc5-8ae9-6cd4c9255518,c2,c5,27,?,?,surb={'id': 'd486570b-3fcb-4935-a850-24b2034bd9fe', 'route': ['p2', 'e12', 'i12', 'x3', 'p2', 'c2']}
1769394434.2638004,SENT,0dfb9547-a81e-4abd-aa18-12a65a274b84,76183a48-18fa-46fd-8582-438fca8339c7,c2,c5,3383,?,p2,
1769394434.2639449,CREATED,41a7f186-e331-49fd-b7a6-9b0da5a341b3,f635a74e-7e2b-4c82-a35d-caad6a210a4d,c2,c5,27,?,?,surb={'id': '495f9ee8-9115-4ddb-8734-77d87b367b7a', 'route': ['p2', 'e2', 'i4', 'x3', 'p2', 'c2']}
1769394434.5122292,RECEIVED,493e1fe5-d610-4ead-a57e-82012d33d23c,170b2631-8cfa-4225-bac9-2849a53c7b56,c4,c2,27,p2,?,surb={'id': '62790335-f331-41cd-b197-4f979a2fa90c', 'route': ['p2', 'e2', 'i6', 'x2', 'p1', 'c4']}
1769394434.5521107,RECEIVED,3280ee5a-57bb-4f6f-89a2-d0ae1d2f8528,2e3fd8da-5b34-4cdb-b79c-be9033b875ec,c4,c2,26,p2,?,surb={'id': '76332e75-6a74-4488-9a4e-9e13cc023fc7', 'route': ['p2', 'e6', 'i6', 'x11', 'p1', 'c4']}
1769394434.786773,SENT,4160efd2-29d1-462e-9fef-252961e6c429,ee6ae6d8-d015-4cd3-ae98-cf6a7fd53833,c2,c5,3358,?,p2,
1769394434.7869217,CREATED,8100abf5-97be-4da0-a724-8e2f3dac3064,ec2dbe5a-9879-44e5-8d80-167702a87df6,c2,c5,27,?,?,surb={'id': '1e055bbf-6fcc-4c6d-8b3f-1a3dc71d47b6', 'route': ['p2', 'e1', 'i10', 'x7', 'p2', 'c2']}
1769394435.2559948,RECEIVED,17dd308f-bcc1-41da-b227-e51a8659e170,e979c548-138e-4341-82cd-93b4394451da,c4,c2,27,p2,?,surb={'id': 'cf9f538d-8ba6-4083-9847-bf9c8fdd0f95', 'route': ['p2', 'e4', 'i5', 'x5', 'p1', 'c4']}
1769394435.3369255,SENT,971543ac-ae2d-4361-acfa-7025026b0461,c22a18fa-44d9-4fc6-9667-78465fc479e7,c2,c5,3377,?,p2,
1769394435.337026,CREATED,4476f14a-0e36-4622-9bc3-d2a09613bc24,79e68708-7cb0-40ac-8dd3-6eb3854cd9de,c2,c5,27,?,?,surb={'id': 'f7ad6df8-9bde-4a66-bd40-5cd14ac112f5', 'route': ['p2', 'e3', 'i12', 'x5', 'p2', 'c2']}
1769394435.3744056,RECEIVED,7b281299-23dd-4004-a275-0a7bcae44a31,5d6286ab-dbaf-4ff0-a204-8408ae29310e,c4,c2,27,p2,?,surb={'id': '6dc89b96-26b2-4a74-a78f-cc48b4ced0a6', 'route': ['p2', 'e9', 'i4', 'x5', 'p1', 'c4']}
1769394435.3787038,SENT,50758c6b-59c0-4793-85fa-49fc237fa591,d5abf57b-7a83-42a8-bdd2-a8852b69e2e9,c2,c5,3401,?,p2,
1769394435.378802,CREATED,cdc7f7fb-6f25-4ad4-b5b2-697392776c48,4c8a659b-236f-4fd5-b8c6-1600b11e6a34,c2,c5,27,?,?,surb={'id': '5f16f188-7394-415e-b316-4f41516f67a8', 'route': ['p2', 'e6', 'i10', 'x10', 'p2', 'c2']}
1769394435.5662372,SENT,e10d48f2-6c38-46d9-b833-9e0ccf82ede5,d1176dd6-0429-4c09-808f-d136c94d5b6f,c2,c5,3396,?,p2,
1769394435.566376,CREATED,9a3cc4d1-7019-4fb1-ae94-45fc218404ed,478c798a-0e15-469a-a163-d187542d8858,c2,c5,27,?,?,surb={'id': 'b94680d0-53f9-4198-9839-59f27ba61453', 'route': ['p2', 'e2', 'i9', 'x4', 'p2', 'c2']}
