timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394463.6022205,SENT,0ad2d0bf-c97a-49e2-b29c-daaafaf8d1ae,328d3e5c-0b42-4af4-a39e-c64ea885f03f,c4,c2,3400,?,p1,
1769394463.602372,CREATED,8d601c0d-3f13-47f3-a758-4e51748cae4c,6fca41cc-4a42-4d07-896c-71f248a8238b,c4,c2,27,?,?,surb={'id': 'aa51bcf6-6b12-435f-ab66-31570af287d1', 'route': ['p2', 'e9', 'i12', 'x7', 'p1', 'c4']}
1769394463.8603864,RECEIVED,1f00b548-e842-4b11-b37d-a48aceb476e2,b218c813-899a-4b86-9b1e-9fde091ef7ce,c5,c4,27,p1,?,surb={'id': '05f9f192-86d1-460d-aadf-370c400b6ce4', 'route': ['p1', 'e12', 'i7', 'x6', 'p2', 'c5']}
1769394464.0537262,SENT,2100cd7b-1230-4b49-9dce-9e68f43e0efe,74e1c372-46fb-4cc9-94e2-e64e4a5d8311,c4,c2,3395,?,p1,
1769394464.0539098,CREATED,da92c30a-0057-4b6f-8542-4890ba3de0f4,d9ff3f47-ca54-4e83-8da8-e5b924254336,c4,c2,27,?,?,surb={'id': '1d10610c-b231-4c8f-a1cb-3e344bde7385', 'route': ['p2', 'e11', 'i7', 'x12', 'p1', 'c4']}
1769394464.2472394,SENT,75ad0117-dc4f-417d-8a28-983216ab07c5,527a5b19-7748-47dd-866c-4c6da06cf815,c4,c2,3383,?,p1,
1769394464.2473867,CREATED,02d6c3b7-341d-4efc-a51a-eb23e2b1c4aa,d66699ab-b6e5-4c61-9070-6355181a8073,c4,c2,27,?,?,surb={'id': '3e4a3d85-5b81-45ac-8853-5004ec92ba4a', 'route': ['p2', 'e3', 'i7', 'x6', 'p1', 'c4']}
1769394464.2922268,SENT,136aa776-a74c-4478-ad1d-f58c2da8648a,e237bd51-e941-41d8-8176-5aad7815fd8b,c4,c2,3384,?,p1,
1769394464.2925797,CREATED,6a76294f-efec-4e01-9cbb-29d4709c0a70,f4426944-f5b1-41a8-9d9f-8d156ee2436a,c4,c2,27,?,?,surb={'id': '2656f57e-3579-4a04-9af5-96333f1ced77', 'route': ['p2', 'e8', 'i10', 'x2', 'p1', 'c4']}
1769394464.3104672,SENT,00c95f51-7a88-4b54-89be-8a8a0baff43d,adf3ab57-a635-4ee4-966b-242ac4ac1efe,c4,c2,3376,?,p1,
1769394464.3106165,CREATED,2de20704-6de8-4f47-ac57-47195c87b168,8ae77f5b-5a1f-46d9-a103-8b8c6de06df7,c4,c2,26,?,?,surb={'id': '15ee475b-b5f3-4aef-9fd1-c8bef1d562f4', 'route': ['p2', 'e11', 'i1', 'x6', 'p1', 'c4']}
1769394464.3462114,SENT,4b58a73e-7604-43ea-9f95-f8dd58029a16,b7f5cfdc-e3d2-469c-b6a5-b2b85c871737,c4,c2,3384,?,p1,
1769394464.3463683,CREATED,d91d099d-102a-4505-9396-7075cf1b1b75,b0d3fe7d-c208-4c1c-bebc-c70d21f50ee3,c4,c2,27,?,?,surb={'id': 'aa069efe-ff60-40a3-80be-818f38c6d2ee', 'route': ['p2', 'e5', 'i12', 'x3', 'p1', 'c4']}
1769394464.480436,SENT,809ec407-4b1d-44c4-9193-6e38295e31b4,96400d56-278b-465e-9420-59ad8d44a308,c4,c2,3376,?,p1,
1769394464.4805787,CREATED,d888ae02-88f9-4ce1-9380-3e0b52c023df,aea05f4f-e72e-42ce-a6b2-e4c35b4a6049,c4,c2,27,?,?,surb={'id': '6efbe333-db11-47d4-8ed2-23fca62b00bf', 'route': ['p2', 'e5', 'i5', 'x8', 'p1', 'c4']}
1769394464.763651,SENT,dd4a26f5-02f0-412c-9810-e87d4a67f0ca,c68627f1-2b17-470e-8b1b-73ad7bbfed43,c4,c2,3377,?,p1,
1769394464.7638006,CREATED,0ad53750-7c71-4576-a51c-ade79e27f7b3,9dd31baf-1732-475a-9eb9-4f7d60ad8920,c4,c2,27,?,?,surb={'id': '8895e8ab-883f-4f4f-be9f-5d8df6654b56', 'route': ['p2', 'e6', 'i3', 'x3', 'p1', 'c4']}
1769394464.970525,SENT,5aa83b5d-c2f4-48ce-a4f7-b3a3fb8f05c5,1d341046-44ca-4d08-9bfa-40f3251792c6,c4,c2,3360,?,p1,
1769394464.9706721,CREATED,38a66305-c9f0-4fe8-b645-62108a2a9ed1,668be63d-59f7-42a8-9289-2fb9a9c6c297,c4,c2,27,?,?,surb={'id': 'c17f089d-8f03-4d69-a5a3-a44d6f7a79b8', 'route': ['p2', 'e5', 'i6', 'x7', 'p1', 'c4']}
1769394465.020487,RECEIVED,7ec2900f-caa0-4ab4-b6fa-0112947d5280,0ad9789b-7693-4c82-8b1d-c16634edfb64,c5,c4,27,p1,?,surb={'id': '5fcb0860-46e9-4a41-9aa0-39a42749f090', 'route': ['p1', 'e3', 'i9', 'x3', 'p2', 'c5']}
1769394465.0716407,RECEIVED,d365d6dc-3450-4278-a753-6c66ee88bd50,72257b85-9fd1-4868-9b5c-a390dfc68f18,c5,c4,27,p1,?,surb={'id': 'd0b4e815-09fd-4942-bcd4-5c5bfff835d2', 'route': ['p1', 'e5', 'i7', 'x6', 'p2', 'c5']}
1769394465.6365328,SENT,f685ef1c-f576-4423-9167-597a395c6db0,87fa8c5e-7d95-431e-999e-4fa6c9c2f4ad,c4,c2,3376,?,p1,
1769394465.637216,CREATED,9e559f0f-906c-4496-b286-b8aa24c415c1,0c5a1e24-8010-4de4-899c-4fdaf6795721,c4,c2,27,?,?,surb={'id': '84975bee-58e3-4d0c-bd55-4393d7093d6d', 'route': ['p2', 'e3', 'i10', 'x10', 'p1', 'c4']}
1769394465.6832933,RECEIVED,ec270d20-51d6-4773-8793-42006fd38825,d6c6737e-5dee-4c98-977a-a7fdabf9575b,c5,c4,27,p1,?,surb={'id': 'ff52a77c-6aeb-4c34-b46f-205178637f40', 'route': ['p1', 'e6', 'i12', 'x2', 'p2', 'c5']}
1769394465.7173972,SENT,1b717bb0-b457-43b3-8118-6b5958313cac,b6983a42-90c3-44e6-ace0-c1b17d5e3eae,c4,c2,3359,?,p1,
1769394465.7175434,CREATED,8b9b187b-1e81-4585-bfcd-6b94ee2bf4b6,bf581a31-5c47-4b04-8d83-d05081ee04ec,c4,c2,27,?,?,surb={'id': '34511ca1-16d5-4f19-a2c9-537fadd80c7d', 'route': ['p2', 'e4', 'i2', 'x7', 'p1', 'c4']}
1769394465.8978584,RECEIVED,77b19550-95bc-4315-a198-730c7f259fee,b579afa4-db2a-4bc6-9dd7-c22b35fc31f5,c5,c4,27,p1,?,surb={'id': '4ce06c81-82b1-4261-8fb6-4c2e9a4d68ee', 'route': ['p1', 'e7', 'i4', 'x6', 'p2', 'c5']}
1769394465.9258428,SENT,e840a4b2-1625-47a3-a339-c240c2bc6ec7,607ec61a-e413-4fc8-a6e4-0a39a0d825eb,c4,c2,3371,?,p1,
1769394465.9259164,CREATED,e802e15c-d132-44f4-8688-78083c0b448a,edd4234a-07f1-48b0-8c01-8a2776e4fae4,c4,c2,27,?,?,surb={'id': '3cbc5215-333a-4d0a-a703-8b04f01c8e93', 'route': ['p2', 'e4', 'i5', 'x11', 'p1', 'c4']}
1769394466.066195,RECEIVED,3e852246-21ca-4168-81e6-bd4b2d454b80,ea781576-c5e8-448b-9663-271cdb8dfd24,c5,c4,27,p1,?,surb={'id': '2246bc67-df3a-45a3-86f6-94111e96e12c', 'route': ['p1', 'e2', 'i6', 'x4', 'p2', 'c5']}
1769394466.216269,RECEIVED,d12a3379-499c-41b8-8715-9185e602e520,d481d649-8743-4af4-aff2-33a4a1aa7868,c5,c4,27,p1,?,surb={'id': '72ca6502-b3f6-42d1-b833-68bb7de13cd1', 'route': ['p1', 'e12', 'i12', 'x11', 'p2', 'c5']}
1769394466.2549894,SENT,db4fab43-0f22-4a29-8fa7-8246f4600926,2ac34179-b106-49b6-93b4-41187d2bccec,c4,c2,3393,?,p1,
1769394466.255231,CREATED,cb106905-e776-40b3-86c4-de14fb6f60aa,60a17dc3-9f5f-4460-9a39-cac99e7a8f57,c4,c2,26,?,?,surb={'id': '426faeba-e55b-4962-a3d8-4e97a24ebb8f', 'route': ['p2', 'e6', 'i2', 'x2', 'p1', 'c4']}
1769394466.373117,RECEIVED,94ad87c8-2f16-4915-bf4f-622697529fb0,b41683ca-e0e5-4b55-b18b-9c7e88c68eb4,c5,c4,27,p1,?,surb={'id': 'd3c7f41d-abae-4ecc-a026-8992e05c8696', 'route': ['p1', 'e4', 'i7', 'x2', 'p2', 'c5']}
1769394466.6095371,RECEIVED,269ae1f2-12c1-4de7-b09f-36efceb66df2,a3e10a58-a43d-4db1-b222-4bcbfa28b82f,c5,c4,25,p1,?,surb={'id': '09e5c3c4-879e-44bc-afd1-3ebfa5401483', 'route': ['p1', 'e12', 'i2', 'x2', 'p2', 'c5']}
1769394466.614148,SENT,a0d28f5f-cf95-4bf9-a92d-342f89179e7b,5f24a9fd-c602-4f07-baa1-e9e953d48520,c4,c2,3392,?,p1,
1769394466.614295,CREATED,6200be1b-8de4-4bfe-ad01-7edd04c7e64f,fc1a8adf-cf9b-43de-a6b6-1e84db34a67a,c4,c2,27,?,?,surb={'id': '97c330af-069a-460b-a647-613fda6c8f94', 'route': ['p2', 'e3', 'i7', 'x12', 'p1', 'c4']}
1769394466.6692908,SENT,34aa0fe0-3bb4-480f-9aad-329e2004024f,065ab05c-234d-4ef9-8d24-5045c7acec1f,c4,c2,3400,?,p1,
1769394466.6694438,CREATED,341a4821-d905-4cc9-b5c3-4e7e6e47486c,e8ec174c-accc-495a-bdec-9abc728697ca,c4,c2,27,?,?,surb={'id': '5e1b2a23-4d91-4e0e-a4b4-633f9f036569', 'route': ['p2', 'e3', 'i5', 'x5', 'p1', 'c4']}
1769394466.6814141,RECEIVED,24bae47f-effb-4339-9a4d-d7be59fc0006,0db80850-6082-4013-991c-1841c6facdd4,c5,c4,27,p1,?,surb={'id': '72e4ddd1-8a4a-41a6-b723-9eaffbf80bdb', 'route': ['p1', 'e12', 'i12', 'x10', 'p2', 'c5']}
1769394467.2752936,SENT,eeb7764a-fa2d-4576-9128-9af4e5f9dbb5,e77fbd8e-f66f-4854-9d3e-0482d1a25b50,c4,c2,3399,?,p1,
1769394467.2754443,CREATED,ef5235b6-987b-444c-90b7-bab1d325c98c,df15207d-2970-4d75-b067-8a5f18afc38e,c4,c2,27,?,?,surb={'id': '23cb84b5-1b1f-4de5-a731-aa6fcff31140', 'route': ['p2', 'e6', 'i11', 'x4', 'p1', 'c4']}
1769394467.3005333,RECEIVED,ff021eb2-a22b-4f38-b638-8092c873893e,b328c654-97e4-4f40-8a96-47914cd4338e,c5,c4,27,p1,?,surb={'id': '25ad4e7e-bed3-405b-b3dc-ab5c19e7d0c2', 'route': ['p1', 'e2', 'i10', 'x5', 'p2', 'c5']}
1769394467.6961572,SENT,0592d4b0-086f-496e-83b2-1badca48b592,b0fe5be6-a348-40d7-aa36-473b69ee9e4d,c4,c2,3379,?,p1,
1769394467.6962674,CREATED,78005f6c-a9ae-4e09-883d-0bf5f66e93ec,c41bea96-3e6c-42b7-b126-ff831b325d80,c4,c2,27,?,?,surb={'id': '6ad25d20-b803-4b76-a5f6-f7aa1e8cd970', 'route': ['p2', 'e7', 'i8', 'x12', 'p1', 'c4']}
1769394467.9672046,RECEIVED,5ba28451-6633-485e-98dd-e07f91e8e3fd,61c4a208-975a-479c-9448-a6974227f84b,c5,c4,27,p1,?,surb={'id': 'afa6376f-d8fc-4dd2-9dca-268549a09777', 'route': ['p1', 'e6', 'i8', 'x5', 'p2', 'c5']}
1769394468.0282114,RECEIVED,73785b04-9018-4ae4-ba31-26eaa5fa47a2,e3ebb6aa-4955-4010-b8bf-a3be44295f55,c5,c4,27,p1,?,surb={'id': '0fa301dc-1e34-4764-985b-0677c0e81f10', 'route': ['p1', 'e9', 'i11', 'x4', 'p2', 'c5']}
1769394468.0345771,SENT,d4640386-eb5c-4453-b1a8-476ce52cc9d8,15f584f4-8ffe-46d0-92cc-2cfeff8c1046,c4,c2,3359,?,p1,
1769394468.0347247,CREATED,529f7f32-0d04-41a3-ae1f-ad5eab0a5a9d,4de16248-a0e4-4dc8-9eee-16b0f09b098a,c4,c2,26,?,?,surb={'id': '6159b57a-e88b-4619-a1a4-709f33eb612e', 'route': ['p2', 'e7', 'i10', 'x4', 'p1', 'c4']}
1769394468.4044302,RECEIVED,388b5d77-3928-4080-ae93-a86e00f80232,92188af1-7fa6-4731-be44-c7f3a35db82f,c5,c4,27,p1,?,surb={'id': 'aee4d66b-2b09-4f29-9a13-d0a535900ed4', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c5']}
1769394468.4524114,SENT,cce394d6-0fcb-400d-9710-01e247114961,cb18e83c-09a9-4798-9d8d-331f0a916a58,c4,c2,3400,?,p1,
1769394468.4524817,CREATED,62f02338-ec41-4a0a-bba1-2e699fda4f25,6f414d84-3f25-4916-a635-e6b9cd4e99c8,c4,c2,27,?,?,surb={'id': '44801d5b-9a3b-4db9-b0ff-9e7bd95e1bd5', 'route': ['p2', 'e4', 'i9', 'x11', 'p1', 'c4']}
1769394468.768359,SENT,2d1ddde0-28a6-462b-abff-bc5dbbd11c40,dfa56124-2c7d-4edf-bdb7-f701dffffc26,c4,c2,3375,?,p1,
1769394468.7685366,CREATED,f6044130-e9c3-4441-af95-3a0abdc15e6b,7aa0c72a-b664-4bcb-8b47-e0ce4d4c1c0d,c4,c2,26,?,?,surb={'id': '999d6812-ec9e-4cac-bf93-3b80049d5e56', 'route': ['p2', 'e8', 'i12', 'x3', 'p1', 'c4']}
1769394468.955697,SENT,0cb5d8e4-11d5-4224-8705-ed933045646a,a29b0578-0645-43d8-b397-227a18fb6b86,c4,c2,3364,?,p1,
1769394468.9558458,CREATED,3529ef4c-531e-48c4-8320-8e808470c88d,23afa264-0e45-4399-9ad5-125c81edde43,c4,c2,27,?,?,surb={'id': '8bc20620-32c6-4a37-b4ae-845b823a34d6', 'route': ['p2', 'e6', 'i4', 'x4', 'p1', 'c4']}
1769394469.5073645,SENT,d2d18bdf-9c7a-4467-820e-eef2f9cb4647,1a2315a3-fb33-4c4e-9447-c8b4463d8306,c4,c2,3372,?,p1,
1769394469.5075693,CREATED,668f9e61-0960-4808-94e9-25e01fbcac7a,8f895a88-944c-40d5-ba3b-a85e5eeedd95,c4,c2,26,?,?,surb={'id': '1df85d6e-2b10-4c9a-bce5-61b6d52a88be', 'route': ['p2', 'e9', 'i3', 'x3', 'p1', 'c4']}
1769394469.6926897,SENT,afb8b702-2b69-4fea-832a-c02c98a7375f,44e241fc-be6c-40ce-9f87-44dca3f787e1,c4,c2,3360,?,p1,
1769394469.6928341,CREATED,1d87a780-caee-4b81-83e8-f77d71a2f688,aeaa5128-eaf6-46ad-8261-ecd78180389a,c4,c2,27,?,?,surb={'id': 'f4844d31-51fa-4e51-b5e2-437735e6ef9c', 'route': ['p2', 'e7', 'i5', 'x9', 'p1', 'c4']}
1769394469.8987584,RECEIVED,b59d3da4-2c25-4698-832a-8f5989c1a187,3130f758-6e80-4a66-816e-b67d3fd2514c,c5,c4,27,p1,?,surb={'id': 'cf734524-b36e-493f-b2c9-72433b163368', 'route': ['p1', 'e9', 'i2', 'x2', 'p2', 'c5']}
1769394469.9630187,SENT,a951549f-0ff6-4ba1-8724-c1bd3ea82c6e,d02a451b-8999-431b-b310-da6b78d142ef,c4,c2,3372,?,p1,
1769394469.963194,CREATED,dea480ee-ccdb-4dbc-b45b-0a39a714627f,4c59f6d8-708a-4a20-86d5-c952804eb95d,c4,c2,26,?,?,surb={'id': '4d3c9aa1-24a6-4cf6-a302-42bfa34f8797', 'route': ['p2', 'e3', 'i6', 'x2', 'p1', 'c4']}
1769394470.2212915,SENT,cc86152e-d08a-45fa-bb25-7fb6f1733994,aaa70d21-030f-4b49-9643-277cdb3491cb,c4,c2,3388,?,p1,
1769394470.2214444,CREATED,877f4843-72e5-427a-95a7-2d1c49bb23d1,6d73c4d0-d440-44a9-bce0-db28179a3402,c4,c2,27,?,?,surb={'id': 'd3c8f2f4-93c9-44ba-b798-39813e76daa8', 'route': ['p2', 'e1', 'i4', 'x1', 'p1', 'c4']}
1769394470.2858386,RECEIVED,1511eaf3-f8ad-47b1-b67a-f466b2aeeacf,e36890fb-f6f3-4968-ba56-921489bfd12e,c5,c4,27,p1,?,surb={'id': 'e606aac5-10e6-483b-b994-8de87c8af081', 'route': ['p1', 'e1', 'i5', 'x6', 'p2', 'c5']}
1769394470.3169813,SENT,7d18cfea-a108-4e23-a449-7435357b2026,60857957-a95b-4e6f-b5ef-3b414771d3d1,c4,c2,3367,?,p1,
1769394470.3171794,CREATED,9f6b3572-ea30-4031-8aa4-2644dc0f21eb,d5096bd2-57cd-448d-bc34-9586972a25db,c4,c2,27,?,?,surb={'id': '2771b37e-f778-47aa-8321-a98e61731e1c', 'route': ['p2', 'e6', 'i9', 'x2', 'p1', 'c4']}
1769394470.4856915,RECEIVED,d739c47f-3128-463f-9b87-5f579ad36c22,9e4b5c4f-6c9e-46de-96d6-6d59978d643f,c5,c4,25,p1,?,surb={'id': '66f1f20d-0de8-423f-ab6e-51eaeda711f4', 'route': ['p1', 'e1', 'i12', 'x11', 'p2', 'c5']}
1769394470.5713236,SENT,5250fd8d-8a51-44bc-894f-6dcd967f9901,90ebe7e1-ab1f-48b5-92ea-15fa1ed713dc,c4,c2,3396,?,p1,
1769394470.571424,CREATED,54abdcbe-809f-4754-9572-44f1da54a949,b6e0aa9b-1834-4db9-b5d3-adc90437582e,c4,c2,27,?,?,surb={'id': '853375a9-edc7-4d29-b8eb-2ba302040dcf', 'route': ['p2', 'e10', 'i11', 'x1', 'p1', 'c4']}
1769394470.6611207,RECEIVED,bcd7e9c4-cb0a-4d36-aba7-41b5f738c338,ceb3d1d0-9ffa-4557-8c7b-f55179fab589,c5,c4,27,p1,?,surb={'id': '1cdea520-01ed-4c50-8701-5b2ac4780c7c', 'route': ['p1', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769394470.7157133,SENT,e8e98d17-273f-4900-b967-c524284184ec,7e660192-959b-49ef-a79a-e5bc93991980,c4,c2,3388,?,p1,
1769394470.7158213,CREATED,592df37b-b5fa-4f20-a450-a53c573053d1,57e934dc-abf4-4d73-affd-b27b8e230fc4,c4,c2,26,?,?,surb={'id': '522ea295-94ef-4b6b-98de-27c7c0f98d20', 'route': ['p2', 'e11', 'i5', 'x12', 'p1', 'c4']}
1769394470.8524418,SENT,1ee39c95-d28f-421e-a94e-0f9cf2226f10,ec699cdf-7998-47ff-bb09-2ab5fa87fe56,c4,c2,3388,?,p1,
1769394470.8525422,CREATED,6e73c6f5-df11-4cb1-bfe7-ac8553c019df,4096188d-a7b6-4d50-a1e8-f846683e2c49,c4,c2,26,?,?,surb={'id': '9274eb0f-3f75-468d-96bc-bdf2ddbdc2b4', 'route': ['p2', 'e1', 'i5', 'x11', 'p1', 'c4']}
1769394470.9264176,RECEIVED,39e37696-4c66-421a-a944-03ea555c235e,23ab05db-b659-4a6d-a7d6-2a3a6b132fb5,c5,c4,25,p1,?,surb={'id': '0b783c67-6612-4ee7-8096-60606e1194cc', 'route': ['p1', 'e1', 'i5', 'x11', 'p2', 'c5']}
1769394470.9887152,RECEIVED,e6fbb9f1-0ce1-4ec5-b8ee-6e4d2a56346f,e9031c83-7896-4686-9041-f941fdf636b7,c5,c4,26,p1,?,surb={'id': 'e53bfc28-549d-4689-aa3f-b7159937db46', 'route': ['p1', 'e5', 'i2', 'x7', 'p2', 'c5']}
1769394471.6993074,RECEIVED,22889948-91df-4a95-b7ae-1de3f3204f65,8da58b86-ee0a-4a02-a335-09045ce647c8,c5,c4,27,p1,?,surb={'id': '0077a519-4702-40dc-b8ff-98f573c77095', 'route': ['p1', 'e1', 'i12', 'x2', 'p2', 'c5']}
1769394471.7299511,RECEIVED,ed0aba01-09ae-49ed-81c5-27e5b9aa8098,2b2dfbc7-1b0b-43aa-8e02-95c99902cf2c,c5,c4,26,p1,?,surb={'id': '6e2f34a4-cfc2-4638-8db5-c0f44125173b', 'route': ['p1', 'e2', 'i6', 'x8', 'p2', 'c5']}
1769394471.808267,RECEIVED,3bf93f2e-5374-4d44-8c01-9632e0550a85,817e6b2e-d85f-4ef8-b70f-60d52b1252f8,c5,c4,26,p1,?,surb={'id': 'e5115209-33c4-4641-9ed7-cdad2c4b70a2', 'route': ['p1', 'e2', 'i9', 'x7', 'p2', 'c5']}
1769394471.982473,SENT,31124b04-88aa-4d9b-97f4-7242f2fcbab5,ec8a324f-e7fa-4145-932e-176fc9756acf,c4,c2,3365,?,p1,
1769394471.9826193,CREATED,afd16ec1-c4b7-4bba-8bf9-979153f0dd9e,3e6c7563-8ca4-452c-9b4c-e8ed17fcd3a7,c4,c2,27,?,?,surb={'id': 'efdce27c-cd4a-4b37-85d8-fd2fcda799c9', 'route': ['p2', 'e2', 'i1', 'x3', 'p1', 'c4']}
1769394472.0730062,RECEIVED,d7a1909a-865b-4b0e-991c-f071f8fa9920,51d62853-40dd-4601-bb4b-7133b6269a5c,c5,c4,27,p1,?,surb={'id': 'c751b4d2-0499-4b4a-b231-54dbbc33956b', 'route': ['p1', 'e7', 'i2', 'x9', 'p2', 'c5']}
1769394472.2704732,RECEIVED,43a8c0ea-471a-43b8-a0a3-130d020312b9,eaaa4a61-34ed-4d33-8614-405c48849f3d,c5,c4,26,p1,?,surb={'id': '289a606b-1db4-4195-8edc-702666f31a0b', 'route': ['p1', 'e11', 'i11', 'x1', 'p2', 'c5']}
1769394472.7501695,RECEIVED,4361b39c-5ea0-4e80-b2c5-563b202dd780,2ed81261-002d-4bd9-8153-2416b7953e34,c5,c4,27,p1,?,surb={'id': '4eae11b7-5087-41eb-b0d5-33f3b70b8e43', 'route': ['p1', 'e4', 'i7', 'x12', 'p2', 'c5']}
1769394472.8568323,SENT,f86996b9-16bb-4b51-919b-28a2ba17fbdc,c485aad8-fc1e-4e49-a943-50dc3aa1c11c,c4,c2,3380,?,p1,
1769394472.8570127,CREATED,76ab0ae6-ee32-495e-93d0-492ff50dfe52,3178d7cf-d39a-4f20-b2a0-93acf28d32c8,c4,c2,26,?,?,surb={'id': '112121c3-cf1c-4b05-be89-ab4e628fb167', 'route': ['p2', 'e2', 'i11', 'x4', 'p1', 'c4']}
1769394473.0722368,RECEIVED,682ce760-f782-44e5-aed3-c5da2907bed6,2083ced8-a37c-4faa-b564-b0954fdbe640,c5,c4,27,p1,?,surb={'id': 'f237ff28-b727-4cb3-884e-189afa5b8bc6', 'route': ['p1', 'e4', 'i7', 'x6', 'p2', 'c5']}
1769394473.3317175,SENT,2272d83a-08df-4495-bdb9-9b7947db1ed7,8ac63a7b-a929-41da-816a-b04144415576,c4,c2,3399,?,p1,
1769394473.331816,CREATED,0ebed032-cc98-405a-9da1-ffd8e178d7ea,7a28e52e-7a34-42dd-9a5c-f201c6a8e437,c4,c2,26,?,?,surb={'id': '57bdfa08-5821-49f4-b89f-9dbf14bce5c3', 'route': ['p2', 'e12', 'i10', 'x11', 'p1', 'c4']}
1769394473.3977098,SENT,c63e689f-4497-45c2-a2eb-8edb737c9c6e,9da3abc7-9c05-467d-97a9-b26858ef92a9,c4,c2,3386,?,p1,
1769394473.3978086,CREATED,ba070933-0fa9-4e88-a79f-adb17c63e71a,6082be23-5cab-44ab-a480-846f66071e3a,c4,c2,27,?,?,surb={'id': '5d1a1ec0-7bef-4055-b2f6-0385ded68bf3', 'route': ['p2', 'e10', 'i4', 'x3', 'p1', 'c4']}
1769394473.4539113,RECEIVED,691dfd09-a3cc-405c-bc63-b43082c60198,e9abc814-f714-43c1-b829-52eefe98ebce,c5,c4,25,p1,?,surb={'id': '30d1fdde-8026-4a0c-a027-72a104928f71', 'route': ['p1', 'e12', 'i2', 'x5', 'p2', 'c5']}
1769394473.5504858,RECEIVED,d7dc49a1-3ed4-438a-8329-908ed3b226f8,2681eff7-ecb2-4d93-9588-c23f9db9cb4c,c5,c4,27,p1,?,surb={'id': 'db406c94-4cb3-42fe-a2f2-558cc7680d9b', 'route': ['p1', 'e2', 'i4', 'x5', 'p2', 'c5']}
1769394473.6358542,SENT,fc65ee10-560c-4438-872b-b9482fdb36c8,f6c068cb-caa2-4552-9850-51d15c3d3a3c,c4,c2,3383,?,p1,
1769394473.635998,CREATED,05940dfc-a6f9-4592-a2ef-e750746a1e43,1aa1b59e-731f-43a2-aeaa-ba836d00d6fd,c4,c2,26,?,?,surb={'id': 'e41f6a66-74ae-4193-9e55-7ff6bfdbcc2b', 'route': ['p2', 'e7', 'i5', 'x2', 'p1', 'c4']}
1769394473.7677133,RECEIVED,7bceec7a-f24b-46ce-a240-e758cff68a29,e2b3eb0a-33ac-4de0-bba7-b1f402957311,c5,c4,27,p1,?,surb={'id': 'caa81a74-17ad-47ae-986d-89946ac1901d', 'route': ['p1', 'e8', 'i8', 'x11', 'p2', 'c5']}
1769394474.04024,RECEIVED,2fc4f6a9-157c-4213-ab3c-1755a93e8f7e,801bb430-0c0a-4fdb-9d52-df08608c8a39,c5,c4,27,p1,?,surb={'id': '6aa436da-5094-408c-becf-7b38f5e579a7', 'route': ['p1', 'e1', 'i9', 'x2', 'p2', 'c5']}
1769394474.2417526,RECEIVED,994c22be-441c-4a42-a073-e61a2b11a7cb,c0177fc1-13f9-466a-a93a-de303d03bd2b,c5,c4,26,p1,?,surb={'id': 'af71f2ad-7f1a-4efd-8835-33b992316e00', 'route': ['p1', 'e6', 'i4', 'x3', 'p2', 'c5']}
1769394474.275927,SENT,aeec898f-0199-4ee9-a532-4084230dde0b,ac4f6273-e1ad-4717-89e6-d05e5d978596,c4,c2,3359,?,p1,
1769394474.2760973,CREATED,df83fb94-8047-48a8-a410-5d56e28d1c3b,808bc428-7b25-4c0c-b613-f06b54c89e06,c4,c2,27,?,?,surb={'id': 'e29d82b1-729a-4747-8856-fcc06b48e5e6', 'route': ['p2', 'e5', 'i1', 'x7', 'p1', 'c4']}
1769394474.5668497,RECEIVED,0252630e-7c78-4f5a-8f97-0b1b03401365,c0421199-3a08-48f4-9439-48187dc39e31,c5,c4,27,p1,?,surb={'id': '6c5e1b74-97c8-44b9-a68f-d8e53c211243', 'route': ['p1', 'e8', 'i12', 'x11', 'p2', 'c5']}
1769394474.6065814,RECEIVED,3a314999-b6d1-4da5-a037-adf574f7dd1a,229e3d20-030a-402b-b180-03ffa6657c79,c5,c4,27,p1,?,surb={'id': 'e241aee4-96a5-45cb-8baa-c0387fe697aa', 'route': ['p1', 'e4', 'i12', 'x3', 'p2', 'c5']}
1769394474.8095477,RECEIVED,77a64712-18b0-4d4a-adf2-662a9ec28e0c,d7bcf58f-184d-4f14-8a6a-2f380308f2de,c5,c4,27,p1,?,surb={'id': 'e128b70e-8641-406b-9686-2ee6a1c669c5', 'route': ['p1', 'e3', 'i6', 'x4', 'p2', 'c5']}
1769394475.4326298,SENT,176ca77e-9392-4e9b-ac1e-7f2846b1395e,7619506d-44ce-4a79-bd56-0e65338abf1e,c4,c2,3392,?,p1,
1769394475.432729,CREATED,8602e0e0-da60-4922-97ff-75787eb693a1,82c94b95-2241-4f17-95af-829b6d84e2b1,c4,c2,27,?,?,surb={'id': 'dd456e34-d72f-426d-b156-0044f8416f22', 'route': ['p2', 'e11', 'i5', 'x10', 'p1', 'c4']}
1769394475.5189698,SENT,d30a4237-1385-40a0-b72c-607ca6598a08,d8bfae48-433a-432d-91e3-adf10c374232,c4,c2,3367,?,p1,
