timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394890.2368064,RECEIVED,0a627175-7ec4-4ea7-bd2e-052ab1f4f431,f9742580-d630-488c-b37a-8fb290dbfeb6,c5,c4,27,p1,?,surb={'id': 'efd1fd57-ade9-4ba6-bb18-b8464e674a62', 'route': ['p1', 'e3', 'i12', 'x11', 'p2', 'c5']}
1769394890.5236363,RECEIVED,92fc9b21-1745-48d9-a909-e20c104d340e,4a11794f-2b9d-4082-bbcc-78e6843ef7bf,c5,c4,27,p1,?,surb={'id': 'a709ed92-ac9c-43d4-bbe4-a0a05fa65a92', 'route': ['p1', 'e5', 'i6', 'x2', 'p2', 'c5']}
1769394890.6412,SENT,ffb3add6-42f7-4ab0-b491-ca170a1d86e1,4f46a62c-9095-4c54-a2d4-4c4254975836,c4,c2,3376,?,p1,
1769394890.6413522,CREATED,8d346d1e-35b8-4260-a40d-3644c8a98b0e,95f56f8f-5167-476c-8096-c8f5b559a450,c4,c2,26,?,?,surb={'id': '52db3432-eef8-4a91-9a88-6a82ddd8d1cf', 'route': ['p2', 'e7', 'i2', 'x10', 'p1', 'c4']}
1769394890.7170897,RECEIVED,91aefc74-fac3-4c5b-8c7f-78d437008487,24bd93a9-aca9-48a4-ae63-c05bd7b4520d,c5,c4,27,p1,?,surb={'id': '2284d031-f729-4ea7-b1b4-acaf405d9bfb', 'route': ['p1', 'e3', 'i12', 'x8', 'p2', 'c5']}
1769394891.184391,SENT,d6a01694-6298-4587-8a71-e9b2c50d33e6,e2605854-d700-46ed-a9e4-277cdbff8e0d,c4,c2,3385,?,p1,
1769394891.1844943,CREATED,ba5408d8-e6fd-4adc-aaec-70b543ab4949,1d4a30cc-31f7-45dd-b38f-c7683e768ebd,c4,c2,27,?,?,surb={'id': '9f37046b-0d9d-4987-a52e-de5d1c5660c3', 'route': ['p2', 'e8', 'i3', 'x8', 'p1', 'c4']}
1769394891.3694103,SENT,7fcefdd5-9a30-4296-8e2e-1af8f07aca8c,807ffe2d-0aaf-441a-81ba-aac0d3d3290b,c4,c2,3381,?,p1,
1769394891.3694835,CREATED,663103a9-2064-4adc-aa41-f355c1e26f85,ad5c9949-164d-4896-8767-397ec18be72d,c4,c2,26,?,?,surb={'id': '0713c560-0435-4d7f-ac90-2c17fdc9c977', 'route': ['p2', 'e3', 'i1', 'x12', 'p1', 'c4']}
1769394891.6547935,SENT,d09299c0-dccb-48f6-a46c-eaabfd1c333b,6046c1f0-1a58-453b-9f32-3338957f36c5,c4,c2,3387,?,p1,
1769394891.6548712,CREATED,be7ac7ca-3ee7-4f5c-90cb-0b7604c500e2,3a3ce565-8476-4891-a5a8-bb37f77b9012,c4,c2,27,?,?,surb={'id': '8d6ebc25-7697-4b11-beab-94cbca3316a2', 'route': ['p2', 'e11', 'i1', 'x11', 'p1', 'c4']}
1769394891.9916701,SENT,68fc4234-636a-4710-acde-082871eac7f7,351636ee-55f4-4414-9d44-26701b0213c9,c4,c2,3382,?,p1,
1769394891.991747,CREATED,eff08ff7-03c2-4937-83bd-8cb37aae6e18,82749be8-56ee-40a1-8a2a-aaf54665aacc,c4,c2,27,?,?,surb={'id': '01bfef53-2be4-45cc-8f36-88fcad911a77', 'route': ['p2', 'e4', 'i3', 'x12', 'p1', 'c4']}
1769394892.6392844,RECEIVED,853f8bac-8971-492f-bf43-876a0d573563,727e8b24-b003-46f7-bfe1-a88edc295e8e,c5,c4,27,p1,?,surb={'id': '537e49ac-39d7-4c11-904a-1cd3e4678ac1', 'route': ['p1', 'e12', 'i4', 'x1', 'p2', 'c5']}
1769394892.6423972,SENT,9a4a1ea3-ea63-4565-ae0a-be993bfe5104,19bbfd88-be85-41ff-a1bf-bd2750565c44,c4,c2,3383,?,p1,
1769394892.6424735,CREATED,2b26b51d-97ca-47e7-8a73-abe5ccd75ff7,a987d7df-f7f9-4e52-bd47-ccfbc3557589,c4,c2,27,?,?,surb={'id': 'e9ec0376-c4c4-4b59-a309-63e221712d67', 'route': ['p2', 'e1', 'i3', 'x3', 'p1', 'c4']}
1769394892.8315127,SENT,cc894dbd-8f00-4be5-9941-f127e7d232c2,8d998d89-464f-41a2-bf29-40c84e8c82e3,c4,c2,3388,?,p1,
1769394892.831588,CREATED,d368dc1a-d46a-4bea-a947-0668c5e067fa,92dec6ef-13b6-4a61-ab6f-80fef6cc2824,c4,c2,27,?,?,surb={'id': 'adf42b53-e31d-40db-92bc-867fbb9ac04c', 'route': ['p2', 'e6', 'i2', 'x12', 'p1', 'c4']}
1769394893.1894927,SENT,93944c19-aef2-4ab8-8d50-449da18ddfc5,88f64087-2934-483b-b18b-2903ba24ea89,c4,c2,3395,?,p1,
1769394893.1896129,CREATED,94f67ca7-5d14-4856-a614-8fb3fc9b01c9,c650ac0e-edf3-4d88-860c-c925ad48ebc5,c4,c2,27,?,?,surb={'id': 'c3ba0ef5-26fc-401f-a074-ee356eb1ac0e', 'route': ['p2', 'e4', 'i8', 'x11', 'p1', 'c4']}
1769394893.7651896,RECEIVED,522450ba-c2cf-4db1-8865-71d5e8fba1a7,8cc82d32-76da-42f5-ae1b-a0ba4d39c954,c5,c4,26,p1,?,surb={'id': 'fd6eb523-5dba-429e-8b86-5447ce2f20c7', 'route': ['p1', 'e9', 'i5', 'x9', 'p2', 'c5']}
1769394894.0727668,RECEIVED,1aeb5232-3e7e-441b-8b08-0768ba1bbc64,9448cae8-6a8b-4c36-81ca-030b5041a57f,c5,c4,27,p1,?,surb={'id': '55f94980-91c8-4072-bda8-478f96355edb', 'route': ['p1', 'e8', 'i10', 'x5', 'p2', 'c5']}
1769394894.1716413,SENT,4ba6d162-979b-4d18-8df9-4958a6d4c39c,50f1f4a7-3a9d-4e74-ac1c-7ac040858f28,c4,c2,3379,?,p1,
1769394894.1716912,CREATED,cebaadfa-4676-4205-9544-56d17e7136ae,9b693630-0ac8-4562-abad-d822ee07e375,c4,c2,26,?,?,surb={'id': '4ba9bde2-680f-4473-ab2b-e0cd3ad316eb', 'route': ['p2', 'e3', 'i9', 'x2', 'p1', 'c4']}
1769394894.4141092,SENT,c145bd2e-29a2-4871-9bf5-1f5de046a095,9ac7731b-2ecf-4c22-af19-edcc7de48661,c4,c2,3392,?,p1,
1769394894.4141972,CREATED,6285971e-0484-4bfe-9c4d-3d5e7daedb28,128a783f-6195-434e-9aec-7611b190e771,c4,c2,27,?,?,surb={'id': '676a7786-ab1d-438c-b3a0-578e3c527203', 'route': ['p2', 'e12', 'i3', 'x6', 'p1', 'c4']}
1769394894.5682366,SENT,141be5f5-b112-4fd2-93ab-d4702ec238fc,2d8771aa-17a8-486c-83d3-4cd69626843f,c4,c2,3389,?,p1,
1769394894.568392,CREATED,28cb0922-74ca-449d-9b0a-9ce83c65396f,4de132f4-42ad-41ee-b476-9f428fdeaba2,c4,c2,27,?,?,surb={'id': '37a23287-cb0b-4fe2-9d2a-23ee95f036b3', 'route': ['p2', 'e10', 'i6', 'x12', 'p1', 'c4']}
1769394894.7927825,SENT,6797fc20-5367-4d73-9940-c91d33ac9440,5cc38ba8-480d-4e5e-8c50-3a23be406508,c4,c2,3359,?,p1,
1769394894.792936,CREATED,79b2eb09-4ad4-4a8a-9ef4-02c3e71bc73b,a06a4ea0-bad5-4b63-adb4-430744cb3922,c4,c2,27,?,?,surb={'id': '71dc72eb-5bdc-41b8-909c-bfed126cfeb0', 'route': ['p2', 'e5', 'i9', 'x12', 'p1', 'c4']}
1769394895.063165,RECEIVED,239086a4-9161-463c-b658-17a2a94f6192,1774edad-5f07-4179-8e89-657fad7019a3,c5,c4,25,p1,?,surb={'id': '0dd12be8-fefc-4852-b8a4-be99b3bfde74', 'route': ['p1', 'e12', 'i11', 'x9', 'p2', 'c5']}
1769394895.0799458,SENT,c3178068-a7f0-4a40-877a-e318051757b5,a25a58aa-8ffa-4314-ba03-b8a91694cea9,c4,c2,3383,?,p1,
1769394895.0801158,CREATED,0a77da2b-27d6-40bf-aa61-323574156ff4,78266fa2-074c-4bd9-90c6-2f7b3811e277,c4,c2,27,?,?,surb={'id': '38bba549-46d4-4801-8ab4-2ec98a8b2999', 'route': ['p2', 'e8', 'i9', 'x1', 'p1', 'c4']}
1769394895.7525046,RECEIVED,75b2bad4-2225-44fc-8bde-89e57272f6f6,ef72e414-4abf-4e8b-845c-9f54bc2317ab,c5,c4,27,p1,?,surb={'id': 'e088f3ff-5f75-4610-a9c0-92efc63dee84', 'route': ['p1', 'e4', 'i11', 'x7', 'p2', 'c5']}
1769394896.0009928,RECEIVED,2bf1e9a7-008e-4528-92f9-77da8fdb4cc8,f4185aa5-5df4-49f7-a72a-6514f7531d27,c5,c4,27,p1,?,surb={'id': '5afc78a5-2260-414d-aed6-8d1ce1554c6f', 'route': ['p1', 'e2', 'i3', 'x1', 'p2', 'c5']}
1769394896.0717762,SENT,71643d04-e869-43eb-b686-144a6d7f85e1,3766ae7f-5360-41fa-98c9-699e56fbd8c4,c4,c2,3378,?,p1,
1769394896.0719378,CREATED,e5e4105b-7966-421a-a9cf-bb286d4122b2,c2d19d7a-a3ae-414a-8e54-cc3956e40f3a,c4,c2,27,?,?,surb={'id': 'bbeb45fe-6a62-4bc8-9a7f-ffbb50d73a50', 'route': ['p2', 'e4', 'i12', 'x10', 'p1', 'c4']}
1769394896.3667886,RECEIVED,446cacfc-f752-46ab-9383-386492794c77,ec130bef-3969-480f-bdbf-0a00c63a6948,c5,c4,27,p1,?,surb={'id': 'fc03759a-4ea3-4c87-b768-8a7500054ef5', 'route': ['p1', 'e7', 'i6', 'x8', 'p2', 'c5']}
1769394896.4051423,RECEIVED,716a79e5-174e-4983-b61c-3013a1845e84,e592406e-c7d2-4d0f-b06f-d6e2d923a5df,c5,c4,26,p1,?,surb={'id': 'a34e1d49-45cb-417f-aab9-17b44b0e36b5', 'route': ['p1', 'e4', 'i7', 'x8', 'p2', 'c5']}
1769394896.4542274,SENT,d42c0771-d803-4ec5-b69a-d6e37d438c96,0b136676-4d12-4f12-9fc0-39192c9e3b58,c4,c2,3379,?,p1,
1769394896.4542992,CREATED,e405068d-c294-4005-9d1b-995edab9bdae,748e88a4-69db-4cbe-b27f-ee532c0bfaec,c4,c2,27,?,?,surb={'id': 'fc8e0783-0d09-4cdf-b1ac-e298bb86fefb', 'route': ['p2', 'e5', 'i10', 'x2', 'p1', 'c4']}
1769394896.6204214,SENT,01c87bfe-c7b3-4290-b5dd-8d651bce4758,00221770-54a3-46d5-8fa1-0d9c9d7b8fff,c4,c2,3388,?,p1,
1769394896.6204946,CREATED,206fd585-cd5b-4cb1-8526-d8d2dfcf26f8,03753e44-66d7-4647-a68d-bac89f84b67d,c4,c2,26,?,?,surb={'id': 'c3f49b63-608e-488f-b0c8-6d74760155e8', 'route': ['p2', 'e8', 'i4', 'x11', 'p1', 'c4']}
1769394896.6366823,SENT,3af43abd-912e-4816-ad81-07329b11e923,1a4ef6d8-5fff-49b1-ab64-e25b5f71f77b,c4,c2,3397,?,p1,
1769394896.6367526,CREATED,bd23e325-9bb4-4c4c-b984-a61e6d31cf63,e1d7862c-e833-4d52-a757-b9660be23ed2,c4,c2,27,?,?,surb={'id': '97402816-1389-47e4-ba7b-6fddaa084f83', 'route': ['p2', 'e2', 'i6', 'x9', 'p1', 'c4']}
1769394896.6880314,RECEIVED,18c5facf-3347-4995-9475-0585ac34a89f,b5965d82-bcbc-445c-8eac-4dbc84d13f03,c5,c4,27,p1,?,surb={'id': 'a68b1be0-1292-4d0f-929f-77d64d28b510', 'route': ['p1', 'e3', 'i3', 'x11', 'p2', 'c5']}
1769394896.7408051,RECEIVED,4c72e59d-0b40-4068-a411-ae4e993d8a2a,fa05a8ae-a14b-41ea-af76-4f9e6b2d0c4b,c5,c4,27,p1,?,surb={'id': '993f8609-23ff-44fb-a020-e891b5d3897b', 'route': ['p1', 'e8', 'i4', 'x8', 'p2', 'c5']}
1769394896.8203416,RECEIVED,5859a4d4-2e69-4d1c-8d26-ccdf63a65518,eca89a5f-a7b6-4ccf-acc8-30f3cf7a67fa,c5,c4,27,p1,?,surb={'id': '5d451094-df69-47a7-adbd-ef9be77f64e3', 'route': ['p1', 'e1', 'i10', 'x2', 'p2', 'c5']}
1769394896.9323215,SENT,3f0e9aef-8a0a-4218-8b71-ab325f4dd87b,310c01b9-694e-4d89-a283-671d5fc9303b,c4,c2,3383,?,p1,
1769394896.9323974,CREATED,708bae76-6a4b-47ee-8248-ecfd98a69c8b,2e9a53b7-f370-4125-a413-da9b21fa14b7,c4,c2,27,?,?,surb={'id': '465b68b4-34b3-49d0-b740-94ee7cab5081', 'route': ['p2', 'e8', 'i1', 'x4', 'p1', 'c4']}
1769394897.1447186,RECEIVED,a7ec67ce-7988-4906-a318-b3b096e69eb0,28b94276-c3dd-4abc-93aa-e9818bd3b321,c5,c4,26,p1,?,surb={'id': 'c469650f-7b93-4f04-addd-82d5f242a6bf', 'route': ['p1', 'e5', 'i7', 'x7', 'p2', 'c5']}
1769394897.1909983,RECEIVED,2182793c-9a6e-4110-9e39-c456ae1ec069,952634d1-025d-4ea8-a57f-314e876e8f04,c5,c4,27,p1,?,surb={'id': '7e285003-42da-47c7-9946-21b3bceca40a', 'route': ['p1', 'e4', 'i1', 'x9', 'p2', 'c5']}
1769394897.3104565,SENT,05c37b72-acc3-4559-9c26-8c4b858ce879,a466695b-61f4-4e98-b296-d8c44161aed6,c4,c2,3387,?,p1,
1769394897.310603,CREATED,0464e6a1-187c-4312-9555-217c5514cf5d,ea30add3-6500-485b-ae14-627aac050d45,c4,c2,26,?,?,surb={'id': '36b4d3b6-9ed7-4b98-9385-a953436df800', 'route': ['p2', 'e5', 'i4', 'x10', 'p1', 'c4']}
1769394897.3990083,RECEIVED,dc86a746-d2c6-4966-bd8d-bc5e76f38133,cbaa182f-f26f-4e32-9e5c-298bbb645123,c5,c4,27,p1,?,surb={'id': 'f216437e-ddd5-4a71-8b9c-950e99a7081b', 'route': ['p1', 'e5', 'i10', 'x8', 'p2', 'c5']}
1769394898.0428436,SENT,126320b7-7ec5-4b51-9117-bb78d5add8a5,3ebaed8d-230b-4ce6-b24d-c146f4faf129,c4,c2,3400,?,p1,
1769394898.0429294,CREATED,600b99be-c7e8-4041-81c1-7ed33e93d3f1,8f16df57-d74e-4851-8d7d-cd4275559889,c4,c2,27,?,?,surb={'id': 'b9e15264-7044-4d04-963f-affc50b8ff78', 'route': ['p2', 'e9', 'i12', 'x11', 'p1', 'c4']}
1769394898.315256,SENT,32172273-edd6-4a7b-9225-2343c86306c7,e6ca470f-8dbc-47dd-aeef-556c38cbe19e,c4,c2,3389,?,p1,
1769394898.3153312,CREATED,6eb65534-efe3-439c-9c9d-e813cf9e962a,1b0bc662-7350-4b2a-8c24-fda3844adebc,c4,c2,27,?,?,surb={'id': '574b5b7c-74bb-43ba-abab-5c008bb2b58f', 'route': ['p2', 'e6', 'i10', 'x6', 'p1', 'c4']}
1769394898.3960338,RECEIVED,760556ee-85f9-478b-8672-c61c027a8a06,9b3e1497-93b5-459a-96c8-416e02ed1b0b,c5,c4,26,p1,?,surb={'id': '76514c29-1244-4d12-b3e1-54ea969d6e35', 'route': ['p1', 'e11', 'i8', 'x2', 'p2', 'c5']}
1769394898.4206445,RECEIVED,0db41c8d-6ce3-41db-80a0-6dd27d82a755,d0505612-edc3-47b4-b729-8b137e8d538f,c5,c4,26,p1,?,surb={'id': '881e9e45-87f8-4f01-80e9-f2ebaf34b97c', 'route': ['p1', 'e2', 'i8', 'x6', 'p2', 'c5']}
1769394898.432346,SENT,fb4a5cfc-7079-4e16-b37d-ea10d4ba8a38,8bb90419-1d25-401e-96ea-f87a25aa187f,c4,c2,3383,?,p1,
1769394898.432423,CREATED,5f6b22aa-a555-44c9-971b-2dec149a16d6,291785f4-9c08-46c7-919a-127f5420c676,c4,c2,27,?,?,surb={'id': '871d4242-de55-4507-a6cb-2aa13f5528a8', 'route': ['p2', 'e11', 'i8', 'x2', 'p1', 'c4']}
1769394898.6341524,RECEIVED,455e5f4b-2f8b-4177-8096-cd52c6c4e8fd,0a5936be-d596-4e1c-9066-6d7e094357fe,c5,c4,27,p1,?,surb={'id': '6f28b59f-ac9e-4ecd-ab39-ea1d08672a8b', 'route': ['p1', 'e6', 'i2', 'x6', 'p2', 'c5']}
1769394898.8339546,RECEIVED,9c84f8a2-8bc7-4bdd-b082-8f9bf085ba15,3fefe13f-f1e1-4542-aca8-89ee7cf7a7fc,c5,c4,26,p1,?,surb={'id': '5ffb7f08-082f-4588-b67b-cda58315898e', 'route': ['p1', 'e10', 'i12', 'x6', 'p2', 'c5']}
1769394898.840293,RECEIVED,c5e2485e-31e4-4ab6-a94f-b1394e1d08b7,fc903ec3-dd14-4e11-83d1-319aef34e62e,c5,c4,27,p1,?,surb={'id': '81513c6b-c06d-4726-8b2b-caff42626daa', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c5']}
1769394898.9106684,SENT,3a4161bd-a4d9-433a-ba0d-93fa793843ee,785162fa-eda6-44e7-8606-feb40bef3834,c4,c2,3401,?,p1,
1769394898.9108183,CREATED,a30da8c8-b5e1-4304-aa97-e28291c9cef1,5ed8af88-ad85-4ac3-bfa0-e3ee1f021cac,c4,c2,27,?,?,surb={'id': '47c0c890-2bc6-49fa-b2dd-9a2332404644', 'route': ['p2', 'e11', 'i6', 'x11', 'p1', 'c4']}
1769394899.2219825,SENT,fb6d6ec3-c791-4d24-bf94-101f28f45b80,32d9cfc4-23b5-4ee8-a7fe-86492e09f7b7,c4,c2,3404,?,p1,
1769394899.2221792,CREATED,3b244cc5-5d7f-4157-8ab5-f1d3988ccc02,9f254a24-197e-4548-8150-d83977ece270,c4,c2,27,?,?,surb={'id': '5d4cd567-2add-4e08-b14e-65d681f3cd27', 'route': ['p2', 'e12', 'i8', 'x11', 'p1', 'c4']}
1769394899.8262196,RECEIVED,cfe2170f-6e0a-46c3-afe8-b19a263e2d1f,791966bf-5e6b-4108-83a3-4f14fd035416,c5,c4,27,p1,?,surb={'id': '3de8f76c-6856-4c3b-aed6-0ddd128ffa34', 'route': ['p1', 'e2', 'i7', 'x6', 'p2', 'c5']}
1769394899.8612633,SENT,3130ccb1-5db4-4f98-9d0e-4e63d3e29354,7ff513ab-9753-41de-a660-57a17f82d8ae,c4,c2,3359,?,p1,
1769394899.8613153,CREATED,8b3111aa-850a-42b6-812b-c5049cadb407,7408d1cd-e9a4-4a8d-a2b2-e6edbe639e4f,c4,c2,27,?,?,surb={'id': '3738cc29-70a8-4821-aaa7-dfd1ecd86532', 'route': ['p2', 'e8', 'i3', 'x12', 'p1', 'c4']}
1769394900.011508,SENT,caeffdc4-8728-40d3-804d-2c8afed9471e,33244170-19c0-4c78-9d0b-171144de884a,c4,c2,3400,?,p1,
1769394900.0116444,CREATED,3845af50-e802-4f31-9d31-7be8c2ab425d,22823b19-dac3-42c2-ae66-fd2fe5e469b9,c4,c2,27,?,?,surb={'id': '7d28cb84-b1ea-4603-8096-254fd89f9a3a', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c4']}
1769394900.442492,RECEIVED,f554baec-e432-4511-aa2d-a97e767a33a0,7d92ce2e-6229-497b-b9cd-41577d951899,c5,c4,26,p1,?,surb={'id': '5cf50c6b-08bd-46c5-918b-7ae8d4ce7dcc', 'route': ['p1', 'e12', 'i12', 'x7', 'p2', 'c5']}
1769394900.7964456,SENT,3234eab2-cbc6-4863-806d-20a63e8fb93f,01fb9c36-382b-4229-ad8b-d841fba92277,c4,c2,3373,?,p1,
1769394900.7966762,CREATED,8e6c3067-8fe4-4c2b-acab-f7538f994b2b,bb148fc9-087e-4892-ba14-b0ec50658410,c4,c2,27,?,?,surb={'id': '4f36cb8d-4fba-4b5b-a77e-e575d527e999', 'route': ['p2', 'e7', 'i5', 'x3', 'p1', 'c4']}
1769394901.024542,SENT,e60347e1-29be-4729-bc6a-5bfbbadf096a,d6555265-05be-4ec7-bc1e-f15b4ddda21f,c4,c2,3378,?,p1,
1769394901.0246437,CREATED,9ca0ddbb-ba58-46c3-8ea6-8e838d25e252,28a60c46-8fb9-4aab-9279-0f3bb560d2d0,c4,c2,27,?,?,surb={'id': 'c3d7bd21-af33-4843-b90a-943c4219ddae', 'route': ['p2', 'e11', 'i9', 'x9', 'p1', 'c4']}
1769394901.2931442,RECEIVED,d5a99063-a186-4b42-a24d-0565c6748872,bc5f2c77-51f0-4afd-bfa1-74e240a0d0a6,c5,c4,27,p1,?,surb={'id': '94ab0dc1-cce8-4515-8708-ca4ccd353ee8', 'route': ['p1', 'e9', 'i4', 'x9', 'p2', 'c5']}
1769394901.8566995,RECEIVED,3ee3f3fd-aca6-46fa-850a-0b281dc12bd3,00d2fc7a-eefd-453e-b559-5103c018e390,c5,c4,26,p1,?,surb={'id': 'db25dd72-8938-45a3-a8d6-c1cb8204a081', 'route': ['p1', 'e11', 'i10', 'x12', 'p2', 'c5']}
1769394902.294179,RECEIVED,60dfafa9-27b8-46a9-a7a6-c901e5c23789,ac9ec166-974d-4210-bc5a-a7943845b8df,c5,c4,27,p1,?,surb={'id': 'afd7ecc5-51db-405d-a020-4a2a62fcf65e', 'route': ['p1', 'e11', 'i8', 'x7', 'p2', 'c5']}
1769394902.486778,SENT,3a2f5f14-b638-4ef6-b789-b890d4bd6e6a,5072acbf-b4d2-44b3-9c8b-f3126cc79ac2,c4,c2,3397,?,p1,
1769394902.4868777,CREATED,edc0ab0a-de5a-4e41-86b6-c49b276fca08,1f6b6a06-c5d0-4c25-8aba-161f9427d487,c4,c2,27,?,?,surb={'id': '5c599191-7d2a-4ccb-be93-b8cb7edd4b86', 'route': ['p2', 'e5', 'i10', 'x1', 'p1', 'c4']}
1769394902.981246,SENT,41f4b9ff-f52c-4b29-977f-5d74f0552d1e,50900a47-1bb8-414c-a28a-12dfd617217b,c4,c2,3355,?,p1,
1769394902.981382,CREATED,f4b33e57-8d5b-41db-97c2-4c5b6dc13dec,c8c70928-d7c0-4722-9cd4-84817aa8cfd8,c4,c2,26,?,?,surb={'id': 'c0e44809-c024-45e1-b95d-cc721dd9870b', 'route': ['p2', 'e2', 'i2', 'x1', 'p1', 'c4']}
1769394903.0063787,RECEIVED,37c71bbe-26a5-48e5-b2b8-0001ef22d74d,cec28d38-730a-48ac-88aa-51a6ab397e5b,c5,c4,27,p1,?,surb={'id': '9b24893a-3d9a-4ea3-a121-8100ae4500e2', 'route': ['p1', 'e1', 'i1', 'x8', 'p2', 'c5']}
1769394903.5377522,SENT,88877532-d65f-49c4-8703-5f5e59fbb029,a35d6f91-33fb-45b8-87ca-e98d4568dd55,c4,c2,3359,?,p1,
1769394903.5378208,CREATED,637e92d1-274e-4020-b2fb-862304bb3536,37d563e3-cc11-4015-9371-a51a20c10e0f,c4,c2,27,?,?,surb={'id': '9ab78ecf-7028-4a34-8bc2-5c7f8f595c26', 'route': ['p2', 'e7', 'i4', 'x6', 'p1', 'c4']}
1769394903.5638778,RECEIVED,a8709d89-39da-41ab-9fc6-ce0f2b4e43eb,c6dfdf5a-e190-499b-a294-3deccad38409,c5,c4,27,p1,?,surb={'id': 'cf4cd0a0-eff6-4338-8257-e00d0f85277b', 'route': ['p1', 'e10', 'i2', 'x3', 'p2', 'c5']}
1769394903.6555848,SENT,96ca968e-94ca-44a3-a4fc-92b4665e2f15,74d9f712-0a67-4b33-8f6b-d07147178c05,c4,c2,3392,?,p1,
1769394903.655654,CREATED,8bd4be10-d6d9-42ab-b865-d4318b0e288e,d2f5adf2-c17a-453c-80b5-9c6e16ecbc0d,c4,c2,27,?,?,surb={'id': 'fa36167d-8660-4e56-8c3e-3d5354f1dd3a', 'route': ['p2', 'e2', 'i3', 'x3', 'p1', 'c4']}
1769394904.1379566,SENT,33f5132a-eaf1-49d3-9411-6668b6701cdc,6eae0a1f-d85a-423a-9710-41eff7ffe714,c4,c2,3379,?,p1,
1769394904.1380298,CREATED,70c6a3b5-f34e-43c2-b569-9afe870d31bf,e9927d4c-c143-4b5b-8dbb-66e5b7a99a36,c4,c2,27,?,?,surb={'id': '12513f7a-9bad-4331-b1fd-17fdd13e672e', 'route': ['p2', 'e6', 'i4', 'x3', 'p1', 'c4']}
1769394904.149529,RECEIVED,a8d745fc-cdea-48d7-a3c9-4ddb42e6217e,982ae7f8-38c1-4f9f-a700-9023bad06425,c5,c4,27,p1,?,surb={'id': 'b02f7fa5-1021-4e7c-930e-c58203de697b', 'route': ['p1', 'e10', 'i9', 'x2', 'p2', 'c5']}
1769394904.21454,SENT,fd2fa982-f105-4d06-a6e5-9b70331fda48,23974de8-3771-4528-b885-c3e8deb38df3,c4,c2,3360,?,p1,
1769394904.214603,CREATED,c7a2c29a-2ffd-4c77-97a0-ddbadc247d42,3f3aa319-9768-4687-bdc3-21d716c9ffaf,c4,c2,27,?,?,surb={'id': '58fad164-9f62-4d57-8a06-ff280e1e7a8c', 'route': ['p2', 'e4', 'i1', 'x1', 'p1', 'c4']}
1769394904.222919,RECEIVED,578d1e95-d0f8-489a-b633-5a8e0279ab42,f9ea604d-d5c8-45d1-8b3a-6893e987da5b,c5,c4,27,p1,?,surb={'id': 'f1655dab-1c87-4dea-8078-235d3bb9578a', 'route': ['p1', 'e4', 'i2', 'x5', 'p2', 'c5']}
1769394904.8579764,SENT,d159508b-f10d-45f1-8952-8fa37310e736,2ec59bbd-527f-421b-91de-ef57aa430fdf,c4,c2,3361,?,p1,
1769394904.858124,CREATED,c557b06b-0927-45f6-a463-b47c824a916a,a78c0c72-3fcb-4d69-9d75-dfb0ad0dbe44,c4,c2,27,?,?,surb={'id': 'c60bedc8-aa59-4a96-8a7b-7b35d80780ff', 'route': ['p2', 'e9', 'i6', 'x8', 'p1', 'c4']}
1769394904.891494,RECEIVED,a3378f9b-7cb7-4815-be72-c0cfc534c081,90c75e57-b19e-4a81-a4eb-adf005f9ea1e,c5,c4,26,p1,?,surb={'id': '2ac4d718-a267-45db-a43e-0720a3bcdc6f', 'route': ['p1', 'e10', 'i7', 'x1', 'p2', 'c5']}
1769394905.0224783,SENT,35e23ab8-bf40-4991-bc4f-2c204258b5d5,e89f615a-fb7a-47d3-965c-9414d40b0232,c4,c2,3399,?,p1,
1769394905.0225976,CREATED,3ddd4aad-7aa5-4d32-a419-9090f99a4749,c0e271cf-088f-48b1-9a63-c1860fb4bbe0,c4,c2,27,?,?,surb={'id': '0b48733e-6831-4a91-831b-6ef0e003430a', 'route': ['p2', 'e4', 'i11', 'x10', 'p1', 'c4']}
1769394905.0399823,RECEIVED,b90ae3b5-8f78-47b0-ab34-6e8a71cdcae0,e9aee09d-5125-4826-a39c-7bd0b5a500dd,c5,c4,27,p1,?,surb={'id': 'b1e23d95-f0ee-4fc8-bc6b-ccc7a45674de', 'route': ['p1', 'e12', 'i10', 'x2', 'p2', 'c5']}
1769394905.0579531,RECEIVED,7520b100-b89f-4a7b-b35b-4f242c794d6d,9b877732-c9ac-42b5-bb3e-6a0bfcef1723,c5,c4,27,p1,?,surb={'id': '43e592c4-2580-479b-8cee-cd4b21a0ad9b', 'route': ['p1', 'e3', 'i4', 'x10', 'p2', 'c5']}
1769394905.1237142,SENT,117005f7-1816-492b-a16f-2a814dfd27e6,21895583-80b9-4609-b4ee-9de2b68ea62f,c4,c2,3368,?,p1,
1769394905.1238322,CREATED,3de46817-5bc0-4927-8d3c-bc7ea61272b4,60132ddc-f846-4e3b-aecf-9fd8fe23d8e8,c4,c2,26,?,?,surb={'id': 'e165f7a2-59cf-49a8-8682-3bc9faa9b098', 'route': ['p2', 'e5', 'i8', 'x8', 'p1', 'c4']}
