timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769394419.9212122,SENT,0f0c8b12-f73d-4396-ae14-35e6c5fb98ce,7f1f9648-d941-495c-8b03-c281a5a533e0,c5,DROP,2019,?,p2,
1769394419.9213514,CREATED,f4c84744-2c91-4132-8c3c-2a53bba518d5,4e824b65-76a9-46ce-b379-3b283659f4a6,c5,DROP,27,?,?,
1769394420.4126022,SENT,991d92b3-c341-4c8d-bece-59c9c1c6b758,e1c7ac6c-409d-4273-92cf-2d6a3cd29cbf,c5,c4,3368,?,p2,
1769394420.4127562,CREATED,0b7da706-9952-4d29-8a5e-8a15e2bbf5c7,9dacfce8-5f19-4bf4-9f79-b3b86682d852,c5,c4,27,?,?,surb={'id': '67c4641f-dacb-4204-a636-a420717d4aa8', 'route': ['p1', 'e3', 'i10', 'x3', 'p2', 'c5']}
1769394420.5654283,SENT,030eefe9-77b4-41ad-b2f8-12416a9e3a52,eeb221ba-f228-4684-bc3d-4d9be5c0a762,c5,c4,3374,?,p2,
1769394420.5655813,CREATED,36cbd6b6-8b96-486b-9411-61cda20431d4,0ba092eb-b095-410a-8086-0663f252766b,c5,c4,26,?,?,surb={'id': 'ab891b93-8c57-4bf9-a52c-d82d5868e975', 'route': ['p1', 'e2', 'i9', 'x6', 'p2', 'c5']}
1769394420.773411,SENT,72e62a81-cf6d-4081-8772-9694c4950194,11d97ea4-5df4-4018-b488-6c40ead83dff,c5,c4,3384,?,p2,
1769394420.7735584,CREATED,d03fdb02-c888-4514-8e8d-b6599cf3278b,7a220956-ebae-42d0-b224-476c98f057ef,c5,c4,27,?,?,surb={'id': '901c81ae-26b7-4517-a029-4eee896df64b', 'route': ['p1', 'e7', 'i4', 'x6', 'p2', 'c5']}
1769394420.962253,SENT,e65921da-cd75-473a-810d-d28cd0f18447,cf32065d-1252-4e74-88cc-7c8639fbe47f,c5,c4,3371,?,p2,
1769394420.9623866,CREATED,4c1c5691-3814-49df-9f80-481195fcc689,db1ad4c8-a6ee-45ea-b860-d6bf0d4cd98e,c5,c4,27,?,?,surb={'id': '1c7de468-7369-4ea3-88cf-1264c0ff3053', 'route': ['p1', 'e6', 'i1', 'x7', 'p2', 'c5']}
1769394421.5324283,SENT,e23a7d5e-85a4-425e-91b8-204c063098bc,4923da13-108b-47fa-a972-643f85d9d15d,c5,c4,3383,?,p2,
1769394421.5327287,CREATED,5bedc48a-147e-48f8-be8b-4aa904b7cd2f,870e994e-d77d-4416-a876-f2cddc0a5f22,c5,c4,27,?,?,surb={'id': 'd266e0e9-a285-4ef8-87ef-ce6021d2deb4', 'route': ['p1', 'e6', 'i4', 'x11', 'p2', 'c5']}
1769394422.1047885,RECEIVED,90f4f1b1-4aa1-4f2c-a3c3-7fb3ada6dafb,3502dec6-9322-4760-9011-3ec3eea52550,c2,c5,27,p2,?,surb={'id': 'abda1df4-022f-466e-8bb9-ae7341d7dcd3', 'route': ['p2', 'e11', 'i6', 'x4', 'p2', 'c2']}
1769394422.311913,SENT,295374e4-fae0-430c-8b72-5ecd78a0e1e7,6a71cfd5-e7d0-4437-93df-dfa95c5fcb9f,c5,c4,3360,?,p2,
1769394422.312299,CREATED,14ef7429-cf70-4481-a2ee-d3f1c64836db,80c34655-ec17-495d-9188-0bd009704a4c,c5,c4,27,?,?,surb={'id': 'abef82f2-1cab-45cd-9556-e9f6c91c49cc', 'route': ['p1', 'e8', 'i7', 'x12', 'p2', 'c5']}
1769394422.4319775,SENT,2b9e92cc-2067-4e99-baa8-7ed42af70598,18c2841c-018f-4e48-a5bb-1ae9a54c967c,c5,c4,3370,?,p2,
1769394422.4321532,CREATED,21ea120c-05ef-44c6-8934-fd386e861619,5d57e778-03eb-495a-95d5-d517374118b7,c5,c4,27,?,?,surb={'id': '16db704f-0ecf-4862-bb97-5511a17ca4cc', 'route': ['p1', 'e10', 'i2', 'x1', 'p2', 'c5']}
1769394422.4662423,RECEIVED,d9a433e2-d92a-426a-9d7a-d455cc445ef6,aff6eb2f-da49-4ff0-94ad-3240d4cc247c,c3,c5,27,p2,?,surb={'id': '5ef473d8-7be0-4088-a9eb-c2f8b415a4f8', 'route': ['p2', 'e10', 'i5', 'x10', 'p3', 'c3']}
1769394422.5229747,SENT,fa9e542a-d3c9-426b-8b0b-6885f174f6be,4c61ecde-2a34-4566-a38e-9999c3de8e2f,c5,DROP,2027,?,p2,
1769394422.5231419,CREATED,5f4ab11c-fa1e-4c6b-aae3-6d9531c0df90,f35a1119-a9c0-439b-bd0e-e8c3908e9da1,c5,DROP,27,?,?,
1769394422.6205907,RECEIVED,448cd22a-96ac-4132-82e3-3567fa45197c,f85ab91c-f1bc-4d34-ae8d-c7d9bc32c1e7,c1,c5,27,p2,?,surb={'id': '35123556-b7f2-4984-9cb4-141d30798d35', 'route': ['p2', 'e2', 'i2', 'x7', 'p1', 'c1']}
1769394422.899874,RECEIVED,bc6eda62-c90f-457f-afa0-c449d11cd6c8,d66eacff-62d0-41d9-9e36-0c7d41a0fba0,c1,c5,26,p2,?,surb={'id': '03231310-ec88-4e9e-93a2-98ae92726ea9', 'route': ['p2', 'e2', 'i8', 'x5', 'p1', 'c1']}
1769394423.099311,SENT,bdeb60ce-8d01-48a4-b745-c01cf4677918,d57d1c51-7641-44c9-b727-3f3a09a66660,c5,c4,3361,?,p2,
1769394423.0994556,CREATED,4c11aa38-723c-49b6-861a-3fd59278f30e,ec466791-ccfb-4844-b728-60489ee94cc2,c5,c4,27,?,?,surb={'id': '78cad71d-322c-4fbe-947a-9fef8ee384d2', 'route': ['p1', 'e2', 'i3', 'x11', 'p2', 'c5']}
1769394423.1182723,RECEIVED,20df172c-84a2-48b0-b41c-8a52b3e15ac7,b53a9a65-0ce5-40cf-8218-19b033076250,c3,c5,27,p2,?,surb={'id': '3fcf559e-423d-4ee3-90d8-e6d17d56fe44', 'route': ['p2', 'e7', 'i8', 'x5', 'p3', 'c3']}
1769394423.3568711,RECEIVED,b6705fd6-e77f-41aa-af1a-a13e2ea5d457,25238d53-2719-4a29-9dcd-8afce2fdec47,c2,c5,27,p2,?,surb={'id': '3da16938-7cda-49d4-8f7a-1b7a2fb569c9', 'route': ['p2', 'e1', 'i10', 'x7', 'p2', 'c2']}
1769394423.3860042,RECEIVED,8e641d11-d5db-453d-8f41-109c198f2819,0c433807-9e1e-4aca-a543-e81c31030b2c,c2,c5,27,p2,?,surb={'id': '7bf7d4ba-5204-4724-ace0-887fa1366f46', 'route': ['p2', 'e8', 'i5', 'x9', 'p2', 'c2']}
1769394423.4225276,RECEIVED,34b5e8ad-fa1b-4b41-afa7-3d33f6748361,88c453e2-b64e-422d-a677-fc8eabf64f98,c2,c5,27,p2,?,surb={'id': '0f502bbd-1d5e-475f-8f6f-aee255aa015c', 'route': ['p2', 'e6', 'i1', 'x11', 'p2', 'c2']}
1769394423.477226,RECEIVED,eed3be4c-e2cf-4632-9be4-949584166442,86826f61-0f93-4e8b-ade6-0ce8cc924efe,c3,c5,26,p2,?,surb={'id': 'a7f022bb-3dd4-4542-84e1-dcd57840bcfb', 'route': ['p2', 'e2', 'i10', 'x9', 'p3', 'c3']}
1769394423.5354662,RECEIVED,9f48ec67-31ac-4b3c-a369-bd7bb3835949,8cc85770-7973-47b6-9c0d-ac7bffcdce4f,c3,c5,27,p2,?,surb={'id': '30355253-18b2-41b7-a0a3-50cca3aaf712', 'route': ['p2', 'e2', 'i4', 'x10', 'p3', 'c3']}
1769394423.947003,SENT,6082b927-65d8-434c-92f6-e27da25910f3,f003ac89-fb4c-4b28-bd1a-e7a4584597df,c5,c4,3364,?,p2,
1769394423.9472094,CREATED,d5138a64-84b8-4b66-aac9-3db5ae4c558d,5c28ef80-88a5-4aa8-9039-b113f87a635f,c5,c4,26,?,?,surb={'id': '8a151581-5611-4af3-9f24-c1fd596b1b82', 'route': ['p1', 'e6', 'i9', 'x2', 'p2', 'c5']}
1769394423.9789212,SENT,841683be-e26b-4ba9-bc1a-082e7f6e8895,5b528070-b584-4a1e-856e-b7ddf22ab065,c5,c4,3375,?,p2,
1769394423.9791,CREATED,104e2f08-bea5-4b8c-bbef-c656f3d3452c,e138df79-4799-4c2d-b5e1-11ff15b7d740,c5,c4,27,?,?,surb={'id': '104a3347-9694-4b69-ad49-6287d2d96306', 'route': ['p1', 'e1', 'i9', 'x5', 'p2', 'c5']}
1769394424.1478257,RECEIVED,2379063f-0dc6-4477-8e68-cae3f83eff65,307dbfd8-6525-4451-bb78-349e1383a8ec,c1,c5,27,p2,?,surb={'id': '1aea1314-1e27-447b-b87c-d619179081c2', 'route': ['p2', 'e6', 'i12', 'x12', 'p1', 'c1']}
1769394424.2385097,SENT,1bcedcfe-b286-46e3-9ef7-d746164f7235,2a1690b2-cc7e-4777-8f39-465c1a5955ac,c5,DROP,2016,?,p2,
1769394424.2386484,CREATED,4906a933-66c4-42fc-a0c9-3c32d4cc6177,c0029bc7-43b0-4e80-8dcf-993f07f781df,c5,DROP,26,?,?,
1769394424.2580125,SENT,34145506-5cde-4f19-bce5-79c68f4d20f2,b2e7ce23-569e-407b-a63e-d63b815effec,c5,DROP,2020,?,p2,
1769394424.258155,CREATED,98a7de9c-4800-4076-a5b5-f00175c8bea0,7f89f0a0-c3ca-4511-a28c-bff1ca237c7e,c5,DROP,26,?,?,
1769394424.3664448,RECEIVED,ff3d94c3-d209-403b-803f-5c23df147a3e,6e7a06f2-4477-42b1-9682-d2701b0cabe1,c3,c5,27,p2,?,surb={'id': 'c298ea99-cde5-4a9a-a5a6-cdb560c96a30', 'route': ['p2', 'e1', 'i10', 'x8', 'p3', 'c3']}
1769394424.3929844,RECEIVED,4f304ae1-f8d7-426e-a57e-649d52cb08de,8c1670fc-b4e8-4be4-be06-64e97944e646,c3,c5,27,p2,?,surb={'id': 'bc798a46-5bed-495e-973d-52848ac60a51', 'route': ['p2', 'e3', 'i10', 'x7', 'p3', 'c3']}
1769394424.420759,RECEIVED,46e4fd3f-77d3-49fe-8902-ebd535eed544,8214d7df-0161-49fb-95b8-7fc19f32499a,c3,c5,27,p2,?,surb={'id': '845a0598-b0c3-4bc8-9673-e1c10d2cfb09', 'route': ['p2', 'e8', 'i12', 'x5', 'p3', 'c3']}
1769394424.4285626,RECEIVED,1ed3f7b8-9d28-4a23-ac0a-8ef435ab67cb,729f4e89-6fff-4057-a520-b437451683cf,c3,c5,27,p2,?,surb={'id': '8799e3c7-b938-4fd1-a3c4-9e13a5dcfb05', 'route': ['p2', 'e10', 'i2', 'x3', 'p3', 'c3']}
1769394424.5494096,RECEIVED,16c6b1ae-408e-4851-baf4-60db507af605,e51bc159-f095-4446-80ed-f7026b527bf1,c2,c5,26,p2,?,surb={'id': '959eb01f-1142-45b8-82d7-3af749013a6a', 'route': ['p2', 'e8', 'i6', 'x12', 'p2', 'c2']}
1769394424.6195376,RECEIVED,d896bce9-70c8-49e2-82a9-d7e7258c8fcb,575507ba-2f56-4476-af3f-8dceaff0909e,c3,c5,25,p2,?,surb={'id': 'be7b256c-fa50-4a5e-8aaf-1d75fcdffd88', 'route': ['p2', 'e6', 'i12', 'x3', 'p3', 'c3']}
1769394424.8874893,SENT,0e9e6cc1-66f6-45f5-a49e-c09805e1eaac,7cad4f51-c89f-4b14-9c2b-ca9ee8848f46,c5,c4,3391,?,p2,
1769394424.887618,CREATED,65ba7afd-da66-43f2-97bd-f4e2086c2ee3,04a991dc-c25d-47f9-a842-90582eb579da,c5,c4,27,?,?,surb={'id': 'b9456706-c21c-4e75-aab8-730426fcb07b', 'route': ['p1', 'e11', 'i11', 'x10', 'p2', 'c5']}
1769394424.9256692,RECEIVED,59bc9214-c219-46b9-80c4-619228b797cc,161881b9-3524-45a8-9592-aee85abe57fb,c3,c5,27,p2,?,surb={'id': 'e3a1edd9-28c0-47ba-9800-52c46cae94bf', 'route': ['p2', 'e7', 'i7', 'x3', 'p3', 'c3']}
1769394425.0033085,RECEIVED,851bf3b3-d0b9-4221-a62c-737954776b1e,4f517bd0-9dfd-498f-b509-898d88d46552,c1,c5,27,p2,?,surb={'id': '8cb80076-4501-4973-8b4e-1bbe2b76f146', 'route': ['p2', 'e2', 'i3', 'x4', 'p1', 'c1']}
1769394425.0155187,RECEIVED,30913560-85cc-4c80-a3c1-1441232824e6,d564f674-9b99-47a8-bd6e-5371295add7d,c1,c5,27,p2,?,surb={'id': '291e0517-610d-4bc1-9e1e-2479d95b615c', 'route': ['p2', 'e9', 'i3', 'x3', 'p1', 'c1']}
1769394425.223401,SENT,28000be7-8862-4096-92f7-458b8af6b229,7fe70c7a-d116-4673-b2f0-5b9a1777ec60,c5,c4,3401,?,p2,
1769394425.2235518,CREATED,9eb3d221-adc0-454f-8471-6d2ba5032d41,74e5f804-e035-4c29-8590-4461612b10d5,c5,c4,27,?,?,surb={'id': '09f5b924-437e-4a70-beb5-059bbbdde1ed', 'route': ['p1', 'e10', 'i4', 'x11', 'p2', 'c5']}
1769394425.2445018,RECEIVED,d9b552b3-2bfe-45af-982e-7897f69000f2,f78bf814-3032-4c20-8efb-b9d56993f68c,c1,c5,26,p2,?,surb={'id': '4851b54d-b571-43c6-a7d4-4b1030e125ef', 'route': ['p2', 'e12', 'i7', 'x4', 'p1', 'c1']}
1769394425.262909,SENT,8983eb69-62e2-46b5-91d0-dadfdb67141e,8bfa7dfd-f0c3-4d29-91b6-5c6070b8e802,c5,c4,3360,?,p2,
1769394425.2630787,CREATED,f57b8157-46bd-4f81-ad56-28585fd0373f,790c7ee3-0d10-4388-a2cb-2d5e98ee0c1f,c5,c4,27,?,?,surb={'id': '1d94a6b9-b480-4deb-8685-9289928c7634', 'route': ['p1', 'e12', 'i7', 'x9', 'p2', 'c5']}
1769394425.2662408,RECEIVED,77a29716-49de-463b-abcc-16c5e8ee6bdb,be19d257-7f38-4755-8b08-81c67bbf0635,c1,c5,27,p2,?,surb={'id': '80d96aeb-afdd-4ff4-a4ab-9513fdbbe1d2', 'route': ['p2', 'e6', 'i12', 'x2', 'p1', 'c1']}
1769394425.509577,RECEIVED,b86dd0ec-89e0-4d18-96d3-2a1d7ab7800d,bf1c2d9b-a303-4b38-9ff3-ddd2d9180a55,c3,c5,27,p2,?,surb={'id': '8c432c64-6e18-4fe0-b28e-711e7f463204', 'route': ['p2', 'e11', 'i6', 'x2', 'p3', 'c3']}
1769394425.5143995,RECEIVED,a4ae269e-21a4-477d-81c3-63448fceab74,38a166a5-2fa7-4192-a6d5-096efdae2efe,c3,c5,27,p2,?,surb={'id': '17cb4c58-2886-4c85-9dca-c2fb3fcc6070', 'route': ['p2', 'e8', 'i4', 'x12', 'p3', 'c3']}
1769394425.537206,SENT,afe0659d-7b14-4dad-978f-823df50b3e75,331c0682-7fbd-4b42-a9ae-4dc4daefc50f,c5,c4,3375,?,p2,
1769394425.5373533,CREATED,b368f798-7cc9-4aad-8c86-ef6a33fc7d8a,58ad59fe-7214-44e9-b4f1-340ee1673534,c5,c4,26,?,?,surb={'id': '53e55976-b41f-43fd-a5e1-3d076128e393', 'route': ['p1', 'e11', 'i4', 'x4', 'p2', 'c5']}
1769394425.615335,RECEIVED,d77a00b2-7527-4ad2-b114-4bbcb3cb6d96,e5bc7c03-5f53-4fed-ba10-7f8ef5382fee,c3,c5,27,p2,?,surb={'id': '353a606b-d4e8-4dda-9892-9e93422c5399', 'route': ['p2', 'e10', 'i7', 'x2', 'p3', 'c3']}
1769394425.6569235,RECEIVED,5478c32e-72af-41fe-8911-2cd97ba96c08,f6e9fb44-0d31-4b57-8e7e-14f57c44564b,c1,c5,27,p2,?,surb={'id': '69861551-98c9-4281-b93a-67e3d3ac2447', 'route': ['p2', 'e12', 'i4', 'x5', 'p1', 'c1']}
1769394425.814214,RECEIVED,116dc39c-be8a-4194-871f-71ec310256f7,e4e45ef3-3e18-4497-a75a-c23737c8227d,c3,c5,26,p2,?,surb={'id': '824417a3-65a8-4854-97bf-04b63496d941', 'route': ['p2', 'e12', 'i12', 'x10', 'p3', 'c3']}
1769394425.9052331,RECEIVED,080a40a0-23e0-4256-a169-2d6e0feac5e1,b41e81e4-3609-4e78-a078-09743e3eaed9,c3,c5,27,p2,?,surb={'id': 'dde1f1eb-0771-4424-8932-38fadcf80721', 'route': ['p2', 'e12', 'i8', 'x4', 'p3', 'c3']}
1769394425.931421,SENT,6690ab8a-4d14-4580-8242-6e247092cf11,e210ad90-54f1-4910-a6fc-c42542c71f11,c5,c4,3393,?,p2,
1769394425.9315653,CREATED,f3fc3d13-3077-48c1-a78b-169619724489,59691088-89da-4518-8002-695545cd867c,c5,c4,27,?,?,surb={'id': 'd4924f3c-02ac-4b35-bee9-602dd8fca257', 'route': ['p1', 'e2', 'i8', 'x2', 'p2', 'c5']}
1769394426.0678573,RECEIVED,a64cbbe1-0551-43fc-9b45-72cce6be3a6d,b8e467d4-6629-412f-8185-9abd429d84ba,c1,c5,27,p2,?,surb={'id': '77229b87-0c64-4f60-bfdd-7ed9408c1ad1', 'route': ['p2', 'e11', 'i1', 'x5', 'p1', 'c1']}
1769394426.128308,RECEIVED,64eaef98-79f7-445c-b64e-f22993e16e5a,fedea43b-00bc-44e1-8388-5e72bd952967,c3,c5,27,p2,?,surb={'id': '75a598ad-fe15-43d6-92cf-858369be589b', 'route': ['p2', 'e9', 'i4', 'x10', 'p3', 'c3']}
1769394426.1619549,RECEIVED,1c39cc68-d1e7-46ae-93ba-01e4d71f220d,85116dfb-a11d-4671-a63e-06e783f8aa37,c1,c5,27,p2,?,surb={'id': 'a43c6915-0d2b-4923-8b72-1437a401371f', 'route': ['p2', 'e5', 'i4', 'x4', 'p1', 'c1']}
1769394426.2211883,RECEIVED,7dfad6e6-5d5b-4bbc-9a21-ac58c0ccd892,097a2f9e-c05e-4e48-8b45-9a8f1ea3551e,c3,c5,27,p2,?,surb={'id': '3bdb7ffb-3997-4df2-984a-5283ed9d970a', 'route': ['p2', 'e4', 'i7', 'x7', 'p3', 'c3']}
1769394426.2234628,RECEIVED,ec9cf7d7-e652-4188-b0d1-429c4f2b7dd3,dd88d828-619c-4182-a3aa-1d06e88ee445,c2,c5,27,p2,?,surb={'id': '9f840329-1987-49b3-9977-a058b2a1ef60', 'route': ['p2', 'e12', 'i3', 'x7', 'p2', 'c2']}
1769394426.3443131,SENT,0f03f16e-d4e4-45f5-ad8c-36ccb2f704d8,3a3677b7-69e7-4bd6-aab2-cbba7e5f69c8,c5,c4,3392,?,p2,
1769394426.344463,CREATED,d2a8d196-d73c-4b6b-a9ff-ad100f7dfedf,f8b04f79-a39d-404e-9d4c-106ecedf18d3,c5,c4,27,?,?,surb={'id': '5fed2823-d548-43b0-bd5a-d86bf0bf0204', 'route': ['p1', 'e11', 'i7', 'x9', 'p2', 'c5']}
1769394426.3573256,SENT,f0d2c453-c01e-4518-8653-2c2f9a7eb3fa,3986fb2d-42f2-4533-aff4-8da628cf78b0,c5,c4,3389,?,p2,
1769394426.3574739,CREATED,92ec3429-498f-47ff-a052-17d4fd059e43,20a630cd-7459-4a68-9960-9d25089bb18f,c5,c4,27,?,?,surb={'id': 'ff7f6182-05c4-46d5-9054-ec013f7c2b68', 'route': ['p1', 'e10', 'i10', 'x11', 'p2', 'c5']}
1769394426.3996258,RECEIVED,7b8eb1a4-645e-46fe-84f9-ef95b8257db9,f0144b50-4468-433f-88e3-fa662c78bb2a,c1,c5,27,p2,?,surb={'id': 'b168e8a3-d065-40a7-966b-4bc233b033e2', 'route': ['p2', 'e4', 'i3', 'x3', 'p1', 'c1']}
1769394426.5853136,SENT,386fb6ec-0dd1-4973-993f-25f57edb080c,dc69d9c8-bdde-40e4-b79f-e2fa5a511a5a,c5,c4,3366,?,p2,
