timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495079.7733986,SENT,3e200fe0-837a-4eb2-a02d-4c7da16178d0,4a636477-bd28-46cd-b4d9-7733c780af4d,c2,c3,3380,?,p2,
1769495079.7735593,CREATED,ab76ff46-7edc-4bbf-9f8f-f1d2ae9353bc,a2c408b6-40f7-47e5-85a8-99cf0476f36c,c2,c3,26,?,?,surb={'id': 'e3ca24b9-e850-4762-a465-a3c39ac5c6bd', 'route': ['p3', 'e7', 'i9', 'x5', 'p2', 'c2']}
1769495192.3834095,CREATED,97394c27-9b69-43cd-81a6-84a55c255661,a1b4e0b0-4ce3-4451-a5e2-c86cd533a217,c2,c3,27,?,?,surb={'id': '012bb54c-b113-4d09-85e6-4094c29fbc3b', 'route': ['p3', 'e1', 'i1', 'x9', 'p2', 'c2']}
1769495192.6709085,SENT,31ddba17-f9ca-45dd-aeb4-43105e651ff5,42d7741f-d7a2-4431-b7ee-461ffa9d3410,c2,c3,3367,?,p2,
1769495192.6710815,CREATED,f553a6cf-2afd-4819-a1c8-940c0d73ab86,3a2d2972-c218-42c8-b8a5-384de6b1b348,c2,c3,27,?,?,surb={'id': '769723ea-11df-45e9-af63-cd93f5be780f', 'route': ['p3', 'e12', 'i3', 'x6', 'p2', 'c2']}
1769495192.7908893,SENT,5a8d89e9-da27-42d4-ba1f-a0890a2bcea3,67c06380-fc01-4cce-956c-c64df9c0165c,c2,c3,3404,?,p2,
1769495192.791038,CREATED,ee70e9ca-76c8-4d7c-934c-a453b8c19336,0c69e413-68c3-4c5b-8098-2cba91f1701e,c2,c3,27,?,?,surb={'id': 'e02b97d1-1628-4a40-a245-4828b00b70b1', 'route': ['p3', 'e7', 'i12', 'x7', 'p2', 'c2']}
1769495193.2250035,RECEIVED,5760fbde-245f-4810-8e4b-97942dc2e461,94268790-7dd6-4b80-96f3-035c7f48593a,c5,c2,26,p2,?,surb={'id': '9ae37716-793a-46e0-9b58-0b905b903b8a', 'route': ['p2', 'e9', 'i12', 'x10', 'p2', 'c5']}
1769495193.5134518,SENT,7c626663-7a17-4039-a0cb-31967115dc15,a7d8f0be-20c2-4e3b-b90c-57e851cf8892,c2,c3,3371,?,p2,
1769495193.5135984,CREATED,56477a5e-6f47-41a4-bb16-c10e5986aaba,af599100-d0f4-452e-ac32-ff45fce8fa33,c2,c3,27,?,?,surb={'id': 'dbe58927-69e8-45a9-8a9f-0c514add42d1', 'route': ['p3', 'e11', 'i8', 'x7', 'p2', 'c2']}
1769495193.529445,RECEIVED,a529c764-607b-4946-9833-058f58682b44,0b9bd7b2-aa15-448e-9419-21bbf2a14381,c5,c2,27,p2,?,surb={'id': '0807e620-d626-4396-8fc8-f1ffb880fd46', 'route': ['p2', 'e11', 'i1', 'x6', 'p2', 'c5']}
1769495193.6502666,SENT,11dc33cb-f111-4c5b-b564-ef110b873b95,f3175dde-452d-40f7-bdc2-e5c5e79467a9,c2,c3,3384,?,p2,
1769495193.650415,CREATED,094e1ade-e94d-42d5-a16d-fbafc92a5456,a393cac3-85a5-493d-8594-ee5f1c89bcb8,c2,c3,27,?,?,surb={'id': '30104e3e-c14d-4209-a430-55b0851389c9', 'route': ['p3', 'e1', 'i6', 'x9', 'p2', 'c2']}
1769495193.808287,RECEIVED,c2f663a8-591f-455c-b01b-7b80c32064a1,b107400e-7267-40fe-92eb-15dcc7199969,c5,c2,26,p2,?,surb={'id': '8cc45725-bb54-40c4-9521-68f44255c730', 'route': ['p2', 'e1', 'i5', 'x4', 'p2', 'c5']}
1769495193.8631656,SENT,270a983a-e139-43bc-950e-406b353d23fe,ae0c3e37-65e4-426e-8006-3682cc3aad09,c2,c3,3396,?,p2,
1769495193.8632748,CREATED,cb25679b-98f6-4f19-b5a8-f1dbca8c95cb,260e79ff-24df-4683-a703-2e1d02156ced,c2,c3,27,?,?,surb={'id': '771fd161-7f10-4fe3-8061-5c83254a2a19', 'route': ['p3', 'e10', 'i6', 'x7', 'p2', 'c2']}
1769495194.0207,RECEIVED,72d48065-220c-4283-b2e7-f586349fd397,bc6c40af-b443-4a85-9ec0-e174fa6b38ed,c5,c2,27,p2,?,surb={'id': '5d1f7517-c841-4431-84b0-3604e46eb27a', 'route': ['p2', 'e3', 'i6', 'x8', 'p2', 'c5']}
1769495194.071269,SENT,b26c5df8-0f70-42c4-bc76-a34a592058dd,77b40588-0f36-4cdf-83e7-0c9cb2370116,c2,c3,3373,?,p2,
1769495194.0713754,CREATED,4f479735-3257-4f3f-a088-7e76d5b1f1dd,2b37d5a1-24e6-4a9c-8a28-b400b979922e,c2,c3,27,?,?,surb={'id': '746a1bcf-9626-460c-9582-02e31b104287', 'route': ['p3', 'e3', 'i3', 'x7', 'p2', 'c2']}
1769495194.5151062,SENT,88911e87-e325-47d1-a930-283ad0511f79,d7b9e613-1410-4b3e-abec-53c0809a5629,c2,c3,3381,?,p2,
1769495194.5152154,CREATED,322f1347-edce-4c22-87f9-b665f368f520,13801131-fd0a-4d0f-9c04-dc4f901f8ff3,c2,c3,27,?,?,surb={'id': 'b87f6956-fe4e-40b6-8138-1d9ab4c7d477', 'route': ['p3', 'e3', 'i7', 'x3', 'p2', 'c2']}
1769495194.5929337,RECEIVED,5e7bba8f-9323-4af0-b13d-f6fa03c1e328,fd7a9367-2098-4461-a510-c826f3ba015c,c5,c2,27,p2,?,surb={'id': '3b094610-733c-40d7-9b63-9df3c6d71cec', 'route': ['p2', 'e3', 'i8', 'x10', 'p2', 'c5']}
1769495194.760041,SENT,a7ad1f76-1262-4507-b294-11a8f498c3aa,93292f18-aa1d-46ee-9c0e-ca1f4adf7d7b,c2,c3,3388,?,p2,
1769495194.7602663,CREATED,1230e292-0af6-4225-b633-86cab3a0310b,2bff15f5-b415-4aa1-be9f-056180c054ef,c2,c3,27,?,?,surb={'id': 'bd155470-c9f4-40a6-9e92-c8f454f40e94', 'route': ['p3', 'e11', 'i5', 'x2', 'p2', 'c2']}
1769495194.8666244,SENT,f787d14f-2a8e-411b-9f9b-4dd50d6b163d,8b948bb7-a4cf-41c0-9a6e-a40a25bd6a24,c2,c3,3397,?,p2,
1769495194.8667986,CREATED,595ad035-8315-45d4-9eeb-e898a2e8b30d,fc09e92a-1a38-49cb-8828-f1f520385884,c2,c3,27,?,?,surb={'id': 'd1142094-6d77-4788-b2b9-6ea8862bd381', 'route': ['p3', 'e11', 'i9', 'x5', 'p2', 'c2']}
1769495194.9014282,RECEIVED,f927533e-e9a5-455d-ad23-c7eb6d2320f3,5fd7ae07-c433-4970-83a6-2a111738f65c,c5,c2,26,p2,?,surb={'id': '50d7299a-6fe4-4572-9647-80cb4d38a51b', 'route': ['p2', 'e12', 'i12', 'x5', 'p2', 'c5']}
1769495195.0960214,SENT,f169aa95-5b02-4b27-9548-e0f4dc46552c,5851b12d-d3e9-4d93-9583-d33ee633c6e6,c2,c3,3360,?,p2,
1769495195.0962837,CREATED,b2935701-3494-494f-b0b8-2291ab2bb0de,8b6926fc-efc5-474b-9f90-b5075eef9acd,c2,c3,27,?,?,surb={'id': 'eb32ce8f-1cd4-4b1b-83f1-74204516bbb9', 'route': ['p3', 'e6', 'i8', 'x5', 'p2', 'c2']}
1769495195.7227283,SENT,dbf07d67-768b-417b-8a13-a95bcaedc72f,8ba6579a-607a-4cec-8418-8c9358f43a0b,c2,c3,3392,?,p2,
1769495195.722861,CREATED,8889fef1-8bb4-4ca2-a54f-8d02fc1dbe53,de18b2a8-870d-4d61-a06c-4c8d22bae7f8,c2,c3,27,?,?,surb={'id': 'add59dd9-d1b4-45d3-9279-f2cfdb835e4c', 'route': ['p3', 'e10', 'i11', 'x2', 'p2', 'c2']}
1769495195.9079285,RECEIVED,fe7e9bdc-a4c8-4e8c-a6f3-11d1a3ba85a9,0821b1f7-ab8b-491c-9398-6a4361be19aa,c5,c2,26,p2,?,surb={'id': '495d6937-ef32-4b18-883b-71e57f4a60fc', 'route': ['p2', 'e1', 'i10', 'x5', 'p2', 'c5']}
1769495196.1373532,RECEIVED,0883c9c8-ecd3-4521-9fce-035c5a8d0878,39961eab-6188-4a52-8368-0eb8ee0ba7c3,c5,c2,27,p2,?,surb={'id': 'a0f513c5-a094-406b-a1cc-f6b3acbb81f0', 'route': ['p2', 'e9', 'i11', 'x10', 'p2', 'c5']}
1769495196.2194407,SENT,f4b3690d-50d1-4a9e-bb54-3f7c895b0304,37f13291-7b5e-4fcf-826a-4b725c8e9a47,c2,c3,3360,?,p2,
1769495196.2195013,CREATED,00af0f20-f667-44c6-adfa-51950155ea94,44a3aaec-45e8-41ba-865c-c51e3eb0ab57,c2,c3,27,?,?,surb={'id': '4bddc54b-e381-4c22-8fbc-ec4224d07904', 'route': ['p3', 'e5', 'i3', 'x11', 'p2', 'c2']}
1769495196.5419004,SENT,50e5eb5b-56d6-4444-a40d-b60809f3bfda,0ade6cd5-3297-4bb3-8414-1b1ac768e662,c2,c3,3372,?,p2,
1769495196.5420783,CREATED,14dfc3e2-1820-4fe3-a1ac-4945d6415ea4,c9b2c88d-46b9-453c-9f43-5a7486726feb,c2,c3,27,?,?,surb={'id': '7392a9b7-b60d-4fa5-8646-d30adb904ea6', 'route': ['p3', 'e2', 'i12', 'x1', 'p2', 'c2']}
1769495196.718939,SENT,889f9260-1d4e-472c-9498-44b86022f1e0,5911f106-0328-42c4-9bb1-a7d58c72d0fc,c2,c3,3359,?,p2,
1769495196.7191107,CREATED,a2b6a90c-1bf5-4ce9-950b-e62cf84c4609,58e7005e-3681-40a2-8756-60219e2650a5,c2,c3,27,?,?,surb={'id': 'b5ada970-7019-409c-bd5f-91a123e1186b', 'route': ['p3', 'e10', 'i3', 'x6', 'p2', 'c2']}
1769495197.0656488,RECEIVED,28c5890b-a71b-4762-98f4-37dd6857dca7,c9fcf2d6-b264-48ea-a489-b6cd2c96667e,c5,c2,27,p2,?,surb={'id': '3ccb3f34-2fa3-48f6-9f36-642beb0da7bd', 'route': ['p2', 'e7', 'i3', 'x8', 'p2', 'c5']}
1769495197.116751,RECEIVED,1e6547f5-3351-44c5-8ed1-03a86fdf9a97,06634ecb-1cb5-404b-929b-425c701caa8d,c5,c2,27,p2,?,surb={'id': '83c62f39-016e-4641-9b0f-ddebd1004b66', 'route': ['p2', 'e1', 'i5', 'x1', 'p2', 'c5']}
1769495197.154671,RECEIVED,eafd97a9-3d3b-4a2d-8ccb-6da52ed2a07e,8754cc94-5b00-4098-be22-33fbaa6c615e,c5,c2,27,p2,?,surb={'id': '59de6499-994a-4a36-9af3-178a9f86505c', 'route': ['p2', 'e5', 'i7', 'x2', 'p2', 'c5']}
1769495197.3528647,SENT,4f6da6ff-641d-4c70-85af-351dacff6d08,861d3242-f746-45f1-9ed3-3909117fcbd7,c2,c3,3377,?,p2,
1769495197.352996,CREATED,a315b5f2-7f7e-4704-a421-87c59eaaa7b8,ddba2c6e-1b89-4661-9977-ff882d03f3e6,c2,c3,27,?,?,surb={'id': '1897c3c4-ad7e-41e3-b67b-4a6dc70f7b3d', 'route': ['p3', 'e8', 'i10', 'x9', 'p2', 'c2']}
1769495197.5063534,SENT,87dcafc9-8790-4453-a3a2-a6335d500fe2,75cb652b-7029-401b-8b8a-18659a5a4978,c2,c3,3392,?,p2,
1769495197.506461,CREATED,b68e4758-9bc7-42a1-a8c1-be1aa29c2c78,abd75010-0b61-4ad7-b0e7-1a1054623110,c2,c3,27,?,?,surb={'id': 'f5f1ffe3-e9ca-4bf0-9a4e-d3e49fb0991c', 'route': ['p3', 'e6', 'i2', 'x6', 'p2', 'c2']}
1769495197.616409,SENT,498a9a95-d7c2-476c-9c0e-9bd6aed2809f,05e0af4a-d0d9-4d37-bbb9-970883170c3c,c2,c3,3361,?,p2,
1769495197.6165373,CREATED,53952a64-e4c3-438e-a21b-f90291e1a028,3d60dba9-19bf-4a19-bc51-3d6c75e3a24a,c2,c3,27,?,?,surb={'id': '13b7a74a-426a-48d4-a168-0880e37d1023', 'route': ['p3', 'e2', 'i1', 'x6', 'p2', 'c2']}
1769495197.8078218,RECEIVED,24279f36-5e52-40c7-ae1e-851eb18c26b2,746e81ad-0df9-4b79-a94c-d9210be043c1,c5,c2,26,p2,?,surb={'id': '9cfec85f-dc35-470e-b6c1-11baee79a6ef', 'route': ['p2', 'e6', 'i3', 'x11', 'p2', 'c5']}
1769495197.8587062,SENT,1f9f86c8-2531-4657-a2fd-bd1fa0440342,d0bca429-034c-404d-a137-f3b465cd8629,c2,c3,3391,?,p2,
1769495197.8588357,CREATED,8f5fda66-86e2-4b3a-a759-7860422c0972,f0b5d9ad-6087-4ba9-9140-bf99fc765ea0,c2,c3,27,?,?,surb={'id': 'a6c28e00-a872-4856-834d-98894bd82a64', 'route': ['p3', 'e8', 'i7', 'x12', 'p2', 'c2']}
1769495197.9372725,RECEIVED,813c49c6-00dd-4c9e-8bb9-9331b13167e1,30a78ea0-66af-47dc-804c-1bfdc166c59b,c5,c2,26,p2,?,surb={'id': '6509e31b-1c13-4f85-9664-64e85db2557a', 'route': ['p2', 'e4', 'i7', 'x10', 'p2', 'c5']}
1769495198.1401098,SENT,61bf2fdb-10cd-4518-be68-a6520af104fa,ee5cd022-fc0c-43e4-9829-3694339c551d,c2,c3,3396,?,p2,
1769495198.1402414,CREATED,3d06011c-7b21-4389-9f2f-834313ac78fa,c3d88716-4741-443a-a6a7-c780e5680983,c2,c3,27,?,?,surb={'id': '1715ef54-fc02-4ffb-912f-c162f3f44240', 'route': ['p3', 'e5', 'i7', 'x6', 'p2', 'c2']}
1769495198.511502,SENT,b930ae01-914c-4a62-b928-20a1b89c8e0f,cf048bcb-4c00-4cf1-9731-f8fec61eb8aa,c2,c3,3413,?,p2,
1769495198.511651,CREATED,bc9312e8-9d5f-4721-9a84-d072e1eb5e56,0a53e235-aea2-464b-9fc3-564094bc08cf,c2,c3,27,?,?,surb={'id': '696555f1-a265-4e63-8e00-efebd60966a7', 'route': ['p3', 'e12', 'i1', 'x1', 'p2', 'c2']}
1769495198.5529075,RECEIVED,1e033b22-448d-4a67-a899-0a4ac2ca8850,b3216066-097e-41c0-ad77-51d9d37fd044,c5,c2,27,p2,?,surb={'id': '0957e06a-91a4-42e8-94e7-b5f61b3c79a3', 'route': ['p2', 'e9', 'i5', 'x8', 'p2', 'c5']}
1769495198.802581,SENT,4870dddc-3379-416a-b796-d36834d3cc58,a793d242-ed1c-4a94-a451-129c227693a3,c2,c3,3377,?,p2,
1769495198.80272,CREATED,4cfadd31-eaef-42b8-8730-2842f526bd24,a83b0a7b-d768-4878-8d1b-ce66883f523e,c2,c3,26,?,?,surb={'id': 'e9cce1be-366e-4500-9d4d-8687f355e7dd', 'route': ['p3', 'e2', 'i2', 'x9', 'p2', 'c2']}
1769495198.9019947,RECEIVED,47df6544-b4a2-4659-a966-4ed3d6c56624,ea7b472b-5675-4f07-a2be-b83e1fe91982,c5,c2,27,p2,?,surb={'id': 'fd83bbfc-084c-4e04-b4fa-a74f36fa3c74', 'route': ['p2', 'e7', 'i8', 'x2', 'p2', 'c5']}
1769495198.931045,SENT,9e322835-cc4e-4ddd-8c10-cf7fa9250d94,35ad1f1f-bd6f-4eef-b53d-1318d4edbedc,c2,c3,3383,?,p2,
1769495198.9312437,CREATED,0e469f65-fa4d-4e02-8f1f-9aa6e2f5969d,9e97d2eb-3970-4713-86a6-4504988b00cb,c2,c3,27,?,?,surb={'id': 'c31f739d-8869-48ae-93bf-ce232cb1d8f8', 'route': ['p3', 'e2', 'i2', 'x2', 'p2', 'c2']}
1769495199.3497705,RECEIVED,f8b74a64-8d49-4deb-ac99-22fed29a13a2,744c7730-16f8-4469-87f9-fa7a4fade94e,c5,c2,27,p2,?,surb={'id': '1775f88f-6ce9-4e31-91b5-99b86d3cd790', 'route': ['p2', 'e11', 'i2', 'x10', 'p2', 'c5']}
1769495199.9606016,RECEIVED,92c87cb8-1b2d-4d08-a83f-fcde16ed34ca,3aa3497c-104f-424e-bae3-980f468d235d,c5,c2,27,p2,?,surb={'id': 'c078b44d-201b-4917-85d0-127fc8d7e19f', 'route': ['p2', 'e3', 'i1', 'x2', 'p2', 'c5']}
1769495200.2943199,RECEIVED,d1c49e51-d4e4-4eb1-8ef8-2e4ac9f8b6f8,9f32dec1-8dbd-4572-aa70-6dc9839eecfc,c5,c2,26,p2,?,surb={'id': '4922b53d-20d7-4a85-944a-5747bd8c17aa', 'route': ['p2', 'e8', 'i7', 'x12', 'p2', 'c5']}
1769495200.4266698,SENT,ab79069b-6887-4374-9945-40235a9ca9ac,da938877-2cc1-4eeb-8edb-ad08b44c2209,c2,c3,3380,?,p2,
1769495200.4268043,CREATED,32313607-a1e9-43d1-9666-6602abefd1e3,feb6d584-7557-48d9-9ad1-d061ba762624,c2,c3,27,?,?,surb={'id': '79379a2a-37ba-4494-b920-b3f4738d8ebb', 'route': ['p3', 'e1', 'i6', 'x5', 'p2', 'c2']}
1769495200.4288058,RECEIVED,1b2552c3-65d2-4c80-9ba9-800c70ec63c1,a36c011f-a3bd-435c-9697-16b154ba650a,c5,c2,27,p2,?,surb={'id': 'e83b3f66-e1be-4e6c-9219-7fe8d09d86c3', 'route': ['p2', 'e5', 'i11', 'x3', 'p2', 'c5']}
1769495200.510212,SENT,84fd6cfe-d862-49cd-97b7-3c5daf829db1,d6cbf543-f8d5-4921-84e0-eafaa7a70e5a,c2,c3,3362,?,p2,
1769495200.5102794,CREATED,bb5c7098-4b77-4d77-b9c2-8b5b27d8eb00,4c408444-210a-4e76-95cc-c6dd55473ad7,c2,c3,27,?,?,surb={'id': '71300cf0-8e73-4a09-ae0f-7d12e6f75f26', 'route': ['p3', 'e7', 'i9', 'x2', 'p2', 'c2']}
1769495200.528623,RECEIVED,8e1080ef-06c3-4a18-b796-049cb7735471,8f4899ee-7c46-45d8-b461-0485e1a236e3,c5,c2,26,p2,?,surb={'id': 'e7f9f897-009b-414d-9238-a4b4f166eaf9', 'route': ['p2', 'e10', 'i9', 'x3', 'p2', 'c5']}
1769495200.6971517,SENT,5c65a2db-8670-4480-804e-f38d6fefcc50,b384c91e-1bad-475b-b198-3a10e041fb49,c2,c3,3400,?,p2,
1769495200.6972878,CREATED,f1a6e3da-c4d8-4b78-802e-eb49b5ce8cb1,bde75025-183e-4925-beb1-7d4cdfa4172b,c2,c3,27,?,?,surb={'id': '243ada33-ad26-4245-a00e-1a4deb51e699', 'route': ['p3', 'e10', 'i5', 'x1', 'p2', 'c2']}
1769495200.8871317,SENT,5abf03ad-6328-4955-9d7f-8e78b40b8911,becf2391-28f8-4a87-9ec2-7f254e7a178b,c2,c3,3397,?,p2,
1769495200.887265,CREATED,36c09e3d-dc40-4682-a61f-55e10f3a5d76,43148f00-6f1a-449d-b08a-19fc2c96b094,c2,c3,27,?,?,surb={'id': '6aad5f36-1ae9-4aa4-b6ec-2103c907670b', 'route': ['p3', 'e4', 'i10', 'x12', 'p2', 'c2']}
1769495201.3333516,SENT,7e46eaee-66dc-4bfb-b776-946f84573d04,5a09a62d-9f60-469c-ba37-ca3cc00cc1d7,c2,c3,3396,?,p2,
1769495201.3334458,CREATED,072e966f-9624-449d-84f5-ac2e23d1a6c9,56637422-7b6a-4a89-bde8-c44865d05ce1,c2,c3,27,?,?,surb={'id': 'ac2e8cd8-a18f-412a-86c8-92e581014913', 'route': ['p3', 'e6', 'i10', 'x2', 'p2', 'c2']}
1769495201.6742272,SENT,1c8bb245-19e9-4049-ae4c-dc38f0333568,8180302b-f7d9-454a-aa75-8ebbae2e628c,c2,c3,3396,?,p2,
1769495201.6743298,CREATED,cacedd70-c53d-4360-b37a-a435fd804afe,395da1e2-09ea-4366-95f8-98eca4f91425,c2,c3,26,?,?,surb={'id': '5659c9ea-03f9-49ab-8f2e-a65e4327421a', 'route': ['p3', 'e12', 'i10', 'x10', 'p2', 'c2']}
1769495201.8096845,RECEIVED,420f09e0-3d2a-4d1b-9c28-74f18aac934b,58d554a3-26a5-4751-88dd-725deb569135,c5,c2,27,p2,?,surb={'id': 'c4c67251-87ba-4611-bce3-9d605f6345c2', 'route': ['p2', 'e12', 'i12', 'x2', 'p2', 'c5']}
1769495201.8403494,SENT,381c01d1-43ce-4c55-ae9e-789297f0aa64,847bee41-91cf-4e58-98ea-6a53c9ed2eef,c2,c3,3399,?,p2,
1769495201.8404593,CREATED,1f5a76c1-66f1-4b7f-8324-c0aa298a284f,890e0f14-7d0f-4b74-bb2f-06aaf8754b8d,c2,c3,27,?,?,surb={'id': '64b0afb7-f4e0-4c4a-b48d-0ce0e8244b6b', 'route': ['p3', 'e2', 'i12', 'x9', 'p2', 'c2']}
1769495201.9007397,SENT,8f98eed8-96fc-4937-9e67-3828797882da,83625ddd-f738-4216-abe5-0bea41e23bd3,c2,c3,3384,?,p2,
1769495201.9008524,CREATED,aca18fd6-e99c-43dc-b48c-dfd599d190db,73ca78d8-6823-4207-b0c3-b0f4f316c5ad,c2,c3,27,?,?,surb={'id': '1e276f8e-e61a-4c69-a340-7df3fc295345', 'route': ['p3', 'e6', 'i5', 'x12', 'p2', 'c2']}
1769495201.9096658,RECEIVED,be6feee3-4727-4428-b4c3-9b1b4829ff71,f77f86ff-50a8-443e-87f8-692e27cb0014,c5,c2,26,p2,?,surb={'id': '419a7047-915f-46f3-ba81-38a74318167f', 'route': ['p2', 'e4', 'i3', 'x5', 'p2', 'c5']}
1769495202.0465255,RECEIVED,aec29631-fab0-4bf4-8014-8d38ab5d8e23,2b7e1149-5f89-42b1-9c56-32d5829b4694,c5,c2,27,p2,?,surb={'id': '00b5e992-69e0-4762-985e-d9f7824fa74e', 'route': ['p2', 'e3', 'i12', 'x5', 'p2', 'c5']}
1769495202.052031,SENT,b75527c8-8f1d-4580-94f8-0e12e9dce08b,811291e9-7bb3-4ff1-bd8d-81b04cde36b0,c2,c3,3404,?,p2,
1769495202.0521429,CREATED,fa770f0f-22be-4070-bfbc-9a09456a2e87,02787d23-c980-47a0-937b-e217af899173,c2,c3,27,?,?,surb={'id': 'bdaafeb1-2874-4e48-9632-b2e2e284728d', 'route': ['p3', 'e5', 'i11', 'x3', 'p2', 'c2']}
1769495202.4522586,RECEIVED,23baa2a2-6a2c-470f-87a1-7677e2e6b3b2,eabe9fb3-bcd4-4047-a71f-b30fa28432e1,c5,c2,27,p2,?,surb={'id': '2fa6bd5c-90c2-4583-a72d-f74e79363ecb', 'route': ['p2', 'e8', 'i10', 'x10', 'p2', 'c5']}
1769495202.7055323,RECEIVED,a0a424e0-f304-462e-989b-95497d3538eb,88f34136-c648-47aa-84b7-e73fe2dbee43,c5,c2,26,p2,?,surb={'id': 'b0ec88e8-9151-4cc1-97a0-5b0ab109d8e4', 'route': ['p2', 'e7', 'i12', 'x5', 'p2', 'c5']}
1769495203.009451,RECEIVED,f8ba83ac-3505-41fa-bdd9-44b48aa4ab14,21a0a562-6f79-4013-965d-8067173b4755,c5,c2,27,p2,?,surb={'id': '503af25d-6493-48e2-8467-8ea0b40ae9b7', 'route': ['p2', 'e3', 'i1', 'x10', 'p2', 'c5']}
1769495203.8992105,RECEIVED,4c2f779a-9343-4831-bb15-8db4f61be5bf,d0f745c5-104a-4c96-92ee-9197dafdf79f,c5,c2,26,p2,?,surb={'id': '43b66e2d-47e8-49d7-8713-4e755bf544f1', 'route': ['p2', 'e9', 'i4', 'x3', 'p2', 'c5']}
1769495204.097222,RECEIVED,704b3033-b641-4a93-83ed-f9b5879f4c8b,6752c652-7368-448e-bfde-487352d48f8c,c5,c2,27,p2,?,surb={'id': 'e635da5d-ff6d-4160-87aa-6286bf0c2f38', 'route': ['p2', 'e12', 'i6', 'x3', 'p2', 'c5']}
1769495204.3335192,SENT,71423e0f-92a7-4c7e-a89a-9934c7bc786d,6b5eef32-66c8-49c7-b485-828e7b67b465,c2,c3,3377,?,p2,
1769495204.3336742,CREATED,58a1950b-aa0a-4e02-8fd5-70d94b69ddb5,0f797445-b489-4fdf-8f44-b1c67b84c6dc,c2,c3,27,?,?,surb={'id': '2a93550e-aadc-4d24-99ba-4c8042762d69', 'route': ['p3', 'e9', 'i3', 'x9', 'p2', 'c2']}
1769495204.8886933,RECEIVED,038a3627-452e-4f95-ba5e-090fe19cf52b,c3f47479-6e44-4d04-8ad3-a058be422a11,c5,c2,27,p2,?,surb={'id': 'd3fe6f8c-b4fc-4cec-b6e2-8e9cc3b52db0', 'route': ['p2', 'e11', 'i1', 'x12', 'p2', 'c5']}
1769495204.9399374,RECEIVED,a3c44bb4-edc5-468c-b2ca-accc25dc04b7,29c12351-c9ea-4a94-996c-7b55a63ebbf6,c5,c2,27,p2,?,surb={'id': 'd12b613e-e29f-4bd5-bdd7-0b1e6d59d366', 'route': ['p2', 'e5', 'i5', 'x5', 'p2', 'c5']}
1769495205.1421795,RECEIVED,23bea45c-396c-4e20-9458-eb49e6f16c81,a4817aec-ee73-4707-91f8-e5b8e59781a4,c5,c2,27,p2,?,surb={'id': 'be1b25bf-cafe-4de2-a102-11f8de102ba4', 'route': ['p2', 'e3', 'i4', 'x4', 'p2', 'c5']}
1769495205.1489346,RECEIVED,72b37a68-43b6-4a4a-b987-4773aa5446e2,b52ae009-f697-4195-80c0-4a14f22a9e83,c5,c2,27,p2,?,surb={'id': '1b01fef2-2d5a-4eff-bd5a-a5725c5bfa45', 'route': ['p2', 'e7', 'i4', 'x9', 'p2', 'c5']}
1769495205.271558,RECEIVED,d9a333a7-a4ed-45d0-a50b-414888c6ee62,d333f825-05e7-4b3d-b906-e2b22c3e1e88,c5,c2,27,p2,?,surb={'id': '80b84e44-c8a9-40b8-b162-f71a4b725675', 'route': ['p2', 'e8', 'i1', 'x5', 'p2', 'c5']}
1769495205.7032666,SENT,49b561a2-c4cc-43bc-a47a-6d77784f2a91,9895fb8f-caec-4fa6-ae8a-f5fdf19e4066,c2,c3,3372,?,p2,
1769495205.7033985,CREATED,99743005-760a-4bd0-b76e-5cc017460e1f,e3f2b1cc-0c9f-4507-9a1f-4673269811f8,c2,c3,27,?,?,surb={'id': 'bf9edde6-e288-4cc2-a532-975ba0912e8f', 'route': ['p3', 'e8', 'i11', 'x3', 'p2', 'c2']}
1769495205.9776268,RECEIVED,a0325470-3023-4dea-bed0-eabceec27766,1cd0977c-5ffb-4ed2-9b72-d712871cab10,c5,c2,26,p2,?,surb={'id': '4837796d-1ebf-4930-930e-7361f07ba536', 'route': ['p2', 'e8', 'i8', 'x7', 'p2', 'c5']}
1769495206.1699574,SENT,ce8d4bb1-ea66-457d-ada6-5392e6d51752,3329c529-7f5b-45aa-bfd4-c2bf608616f4,c2,c3,3363,?,p2,
1769495206.1701438,CREATED,e7d5ddc9-4d4e-4585-b757-4e5e3043536c,e719d79e-2f38-4a04-9a5f-d85df9c98059,c2,c3,27,?,?,surb={'id': '7fb7346b-9368-471d-b1d1-a58203558cf3', 'route': ['p3', 'e1', 'i2', 'x11', 'p2', 'c2']}
1769495206.882406,SENT,c625b68f-0050-429a-8012-8ef01040ce67,f179b018-5c54-426b-a886-85eff462ae26,c2,c3,3395,?,p2,
1769495206.8825643,CREATED,e813df65-f001-4371-bdbd-d637d18549cc,6e8e9ba1-76ad-48e5-9ff3-57ee55992afe,c2,c3,27,?,?,surb={'id': '12248630-6c48-4eb2-a0fb-ebcf58b1afd3', 'route': ['p3', 'e12', 'i8', 'x7', 'p2', 'c2']}
1769495206.8924477,RECEIVED,507196c4-e33b-48ea-8bfd-8e2aa1166382,b3f2dc91-702b-424e-88bd-cb8e8fc1c15b,c5,c2,27,p2,?,surb={'id': 'bb2a69d0-378d-406e-9b5a-7fb3362c7f54', 'route': ['p2', 'e6', 'i10', 'x8', 'p2', 'c5']}
