timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495079.7940867,SENT,020ba266-c7c6-43bc-9653-a3ae274e46f2,886ec66b-2b16-4236-b503-15c1438db577,c4,DROP,2024,?,p1,
1769495079.794231,CREATED,10350b79-a2b9-4bd3-9682-febb2111bfd5,fc556e05-6829-4000-b234-2363c9045ae2,c4,DROP,27,?,?,
1769495080.3119226,SENT,fd2b1380-cc60-44ec-a840-57efc0fa6ebe,10ad2c11-9348-4486-a431-9dd8ccc8d914,c4,c3,3381,?,p1,
1769495080.3120978,CREATED,80fe41f9-1d88-4a23-a588-4de4bc0eb51a,ed90b2dc-33dd-41da-be34-26b6aaf5af09,c4,c3,27,?,?,surb={'id': '3618c965-a075-49d1-b484-c9c5381fb2ee', 'route': ['p3', 'e7', 'i12', 'x10', 'p1', 'c4']}
1769495080.508946,SENT,25aa2563-85ad-4f09-af4a-67473f0dffe3,a21a2720-26d3-4734-9198-5eae9738f1b6,c4,c3,3396,?,p1,
1769495080.5091271,CREATED,9b079992-b8b7-487a-be27-0257717c0db3,cd3f75f8-8a70-4971-94bd-c4c8363316b0,c4,c3,26,?,?,surb={'id': '85672558-7b56-406c-b509-355e0a127130', 'route': ['p3', 'e10', 'i4', 'x12', 'p1', 'c4']}
1769495080.548027,SENT,743de879-9b34-43f5-8472-fd31d1019f47,04830584-3cd2-4ca9-8cb3-d6aca85efffb,c4,c3,3368,?,p1,
1769495080.5482059,CREATED,3f4c1454-e1d9-4fb9-8374-b894e55104bd,26b4027f-a0cb-4ba2-99f0-a14bf4526cec,c4,c3,27,?,?,surb={'id': 'ff3f1640-d056-4365-ac58-3b659ef5baa6', 'route': ['p3', 'e1', 'i1', 'x6', 'p1', 'c4']}
1769495081.316406,SENT,e64b2235-41a8-44e3-a1d8-fea70cabf1fe,77f24f87-3862-4168-b150-f3581f745b10,c4,c3,3392,?,p1,
1769495081.3165374,CREATED,369c7afa-6ba1-4e9f-bd4f-856cd4b67a2c,e074965c-bed6-498f-b298-39cc37bc65e1,c4,c3,27,?,?,surb={'id': '5123cbfb-0624-480f-8186-12df571216ff', 'route': ['p3', 'e12', 'i11', 'x3', 'p1', 'c4']}
1769495081.4339304,RECEIVED,1a027a72-ebdf-47c0-bafd-3731203ad0b8,cf678cef-76fc-4146-bb2d-5ee7d260cdbf,c1,c4,27,p1,?,surb={'id': 'cc3426a6-aa5f-43ef-8dc7-bd66a771aaa0', 'route': ['p1', 'e8', 'i6', 'x11', 'p1', 'c1']}
1769495081.6408293,SENT,e465eec1-9d0f-4f2a-9a82-6719aac2dac7,b521d46b-83fc-4ce9-b3d6-332609c4bd67,c4,c3,3362,?,p1,
1769495081.640978,CREATED,894d5b60-2421-4e7e-9e89-91dbf258a01d,3a93b91f-8e8d-4018-929e-1d84c1d328b4,c4,c3,27,?,?,surb={'id': 'ffa6375f-2b1f-4cad-9836-70c0493e5fdb', 'route': ['p3', 'e9', 'i6', 'x1', 'p1', 'c4']}
1769495081.7810001,SENT,95638065-0cdf-4bb4-a77b-8a6626bb6de1,bafe0660-0fdf-4fad-86da-e563abfac6a5,c4,c3,3373,?,p1,
1769495081.7811844,CREATED,0dd57c6a-7926-4ef0-a08f-8ca91c07f543,b96c347e-8a9f-49a1-b5cb-5477ccfa051a,c4,c3,26,?,?,surb={'id': 'd4dc3f80-a588-40d4-92a2-97a5f48e7e4a', 'route': ['p3', 'e5', 'i3', 'x1', 'p1', 'c4']}
1769495081.838855,SENT,d4bd1607-8c9f-419d-8d08-e91f25ee1612,878e0ea6-711b-4a71-a466-e5fa094bf5af,c4,DROP,2014,?,p1,
1769495081.838972,CREATED,30ae38eb-f588-4637-8a92-f605d0acd3a6,b7023a2a-e9e1-4358-8248-c80a84963ad1,c4,DROP,27,?,?,
1769495082.0993469,SENT,08f10737-86b9-46c4-a44a-6903dcf6bcb1,cd0b0af9-00e6-499b-81aa-bf696fff0504,c4,c3,3377,?,p1,
1769495082.0994928,CREATED,06194c34-ebc4-4180-991e-cb52a4ab35ad,b11182dc-b5c1-4ca5-8988-d56b7b6646e2,c4,c3,27,?,?,surb={'id': '5702f70a-a90a-47bd-a87f-2da85d01ef2b', 'route': ['p3', 'e8', 'i7', 'x3', 'p1', 'c4']}
1769495082.5524561,SENT,37a4a1c9-1d46-4399-9f92-835faa7c9d83,403a588f-e589-46e2-b703-03482d71ec0e,c4,c3,3385,?,p1,
1769495082.5526037,CREATED,75dcdfc3-f6b8-4012-9324-8243d0bdc93b,b1781deb-cea0-41d9-905e-243e2f443f5c,c4,c3,27,?,?,surb={'id': 'cd65516a-5a92-4b88-9ce4-12721e909bf6', 'route': ['p3', 'e4', 'i3', 'x9', 'p1', 'c4']}
1769495082.5705457,SENT,2a62f149-6153-4cf0-ade6-ad69aca2462a,442e98f4-6abd-455f-866f-454203db6c92,c4,c3,3379,?,p1,
1769495082.5706744,CREATED,dedfaffb-20ea-44a7-a07c-d9a351ac7ef4,66185a68-6d08-4d9d-be5a-4343be5c0ce1,c4,c3,26,?,?,surb={'id': '61661144-2d8d-464b-84a9-8a78fc193e72', 'route': ['p3', 'e11', 'i4', 'x3', 'p1', 'c4']}
1769495082.6502163,RECEIVED,c82791f0-cbd9-41c2-98a1-462dc0cf56c2,bc9729ee-720a-4d0f-bc30-75bbb38569b1,c1,c4,27,p1,?,surb={'id': 'a436a179-a253-4b15-b5e5-8f38e0e895ea', 'route': ['p1', 'e5', 'i7', 'x10', 'p1', 'c1']}
1769495083.1250367,RECEIVED,c6bff6da-5a1e-4486-a321-baee9fb79ac0,d1c665a4-e83e-43ce-b7b9-fbf47e4655dc,c3,c4,26,p1,?,surb={'id': 'd6c3ac49-a912-4132-92a9-81257c5f813d', 'route': ['p1', 'e7', 'i9', 'x8', 'p3', 'c3']}
1769495083.5495634,SENT,af2f2701-1e1e-48cb-aaf7-9357d836ae3b,4eca2db2-5fff-4fb4-9691-91921134c2f1,c4,c3,3376,?,p1,
1769495083.5497265,CREATED,a181d852-2ae9-418d-b09c-96047d4e49d8,4f85d3ac-2bfd-4cb3-befc-49e76b7c792f,c4,c3,27,?,?,surb={'id': '5bbd0a09-fb02-407f-abc8-09e1fdb8bc86', 'route': ['p3', 'e1', 'i11', 'x8', 'p1', 'c4']}
1769495083.7274814,RECEIVED,6b56ae1d-59d0-41fc-a701-c9a08b252f1c,6016778f-b2ab-48c8-a7bc-b823ee793bde,c1,c4,26,p1,?,surb={'id': 'f3e2e0c3-b1ba-44f2-93a8-f0cbd84c970b', 'route': ['p1', 'e6', 'i12', 'x2', 'p1', 'c1']}
1769495084.2041423,RECEIVED,2b7332f6-638d-4f36-ad38-0c06b3338fe8,377d9ecb-df9e-48a0-aa39-1610b93d6afd,c1,c4,27,p1,?,surb={'id': '19e1a4bc-8d8b-45c7-8c36-f10cfa27a979', 'route': ['p1', 'e7', 'i2', 'x4', 'p1', 'c1']}
1769495084.3051512,SENT,5c87c183-63b0-46ae-960a-99a8f0fe5d17,becc4776-a775-499d-9039-54964a8592d4,c4,c3,3400,?,p1,
1769495084.3053062,CREATED,f2e505bf-605d-4c6e-b142-3dbccde6980c,d054fd67-f701-4233-a239-013a89a983a6,c4,c3,27,?,?,surb={'id': '003d0006-e81a-4001-b7b9-5cc9a4cbce2e', 'route': ['p3', 'e11', 'i11', 'x7', 'p1', 'c4']}
1769495084.4048364,RECEIVED,f58be4bc-044c-46f2-acfd-6e1578456f7e,fc65c0c8-5a26-4bf3-8dc7-5a1cc9a10cba,c3,c4,27,p1,?,surb={'id': '8fd8e344-872a-4031-bea9-6590c97c7436', 'route': ['p1', 'e12', 'i8', 'x12', 'p3', 'c3']}
1769495084.5120275,RECEIVED,b4b7e88f-3a06-483b-9645-ec404c7edc56,5c63ac3a-17fc-4ff3-832a-1e8c68ac555f,c1,c4,26,p1,?,surb={'id': '35a94009-7310-44ec-b39e-a69304be2ab7', 'route': ['p1', 'e2', 'i4', 'x6', 'p1', 'c1']}
1769495084.8449473,SENT,b795d116-e971-4134-918b-30bfc1a2c589,f45f6865-e740-4b93-8b48-b9766ee6b1e4,c4,c3,3398,?,p1,
1769495084.8451712,CREATED,e982eb29-95b9-492c-ab03-84af8a812b00,79bd0a05-36a5-4cd0-a3f0-09a87dfd4c21,c4,c3,27,?,?,surb={'id': 'c41f0290-4b13-4cb3-9678-2e52b574cc39', 'route': ['p3', 'e11', 'i10', 'x7', 'p1', 'c4']}
1769495084.9724553,RECEIVED,59873244-2d2f-4357-b2df-6e2d5c8a890b,89e8da52-5eb4-43f1-a1a2-5fbb2ac0235c,c1,c4,27,p1,?,surb={'id': '0c7c98d0-62d3-432f-a047-c86c0e8b95ad', 'route': ['p1', 'e7', 'i3', 'x1', 'p1', 'c1']}
1769495085.0461376,SENT,adf1ad16-147a-4a72-9265-70383646c606,802425e0-460b-4db7-b790-adf6c60d721b,c4,c3,3388,?,p1,
1769495085.0462842,CREATED,ad2c29bc-33e3-4c48-92d4-bce4a4c4420e,071312ee-f6fb-4522-a340-9b8a3e217cb6,c4,c3,26,?,?,surb={'id': 'baa351ae-5217-4fd0-8768-d50c6d25c186', 'route': ['p3', 'e1', 'i10', 'x8', 'p1', 'c4']}
1769495085.0924513,SENT,12e7ec51-2b80-4b91-bacb-c08bec68c487,3668b966-d04a-4f8e-bc67-92ea538049ca,c4,c3,3355,?,p1,
1769495085.092584,CREATED,4dfbb8e2-89de-42f6-b880-570fcacd8e78,39660e95-dd9d-43c7-a334-618e8d0d4533,c4,c3,27,?,?,surb={'id': 'fb814519-6aae-409a-8159-6e058488b7a7', 'route': ['p3', 'e4', 'i3', 'x7', 'p1', 'c4']}
