timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495092.5233696,CREATED,c906e1be-a763-4334-a156-194e3e0aeb4d,6b884ab0-f935-4b93-9901-ba6796b3e558,c3,c4,27,?,?,surb={'id': '07aec210-74a3-4bc5-9e81-ef3af660ac52', 'route': ['p1', 'e1', 'i10', 'x8', 'p3', 'c3']}
1769495092.744551,RECEIVED,b55e720a-985f-45f0-a44f-c096498cbcf9,f0b523b7-de25-4219-87af-9c8165a4bc83,c4,c3,27,p3,?,surb={'id': '5844fdfd-519f-4a7d-9e3f-8625fa72a9e7', 'route': ['p3', 'e7', 'i10', 'x5', 'p1', 'c4']}
1769495092.761606,SENT,ac17144d-fcfb-4d2c-b483-6bd764274fc5,5c72a975-2aaa-4921-b540-96b035e0fb84,c3,c4,3375,?,p3,
1769495092.761755,CREATED,45a49323-1260-4956-8468-e317dbc44f61,cd3dc051-34ef-429f-a520-668aacc49af6,c3,c4,27,?,?,surb={'id': '609633c5-0f62-4c7f-9254-30fef9447dfa', 'route': ['p1', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769495092.7866898,SENT,435f337e-8a53-4022-9fe8-e0a880e1d761,c60bfebd-3028-4bff-81b4-6e3ce728192f,c3,DROP,2023,?,p3,
1769495092.78682,CREATED,03f293d3-4d59-42e3-9e66-9fdd8d14fd10,3faa8cfd-ce72-4e52-8551-cd355671ee40,c3,DROP,27,?,?,
1769495092.8558261,SENT,eabbaeb0-dd91-479c-ac22-6e16391b797b,84e28380-1470-4488-81d4-b1963c5e57ce,c3,DROP,2036,?,p3,
1769495092.8559613,CREATED,ad4fbf17-dcdc-42e3-a33a-53d698b379fc,40efe4f1-7ea3-4de3-8997-a049df483bbc,c3,DROP,27,?,?,
1769495093.0475266,RECEIVED,366eade4-344b-4799-9817-07ef3fea3edf,871a8fd9-6a35-4777-8e3d-6583d876fa60,c2,c3,27,p3,?,surb={'id': '9de0502a-18a9-405b-8a04-e802a4a7cf25', 'route': ['p3', 'e6', 'i3', 'x7', 'p2', 'c2']}
1769495093.061501,RECEIVED,eb4d93a1-bf32-4e77-a83c-b994e6d433f5,fbeec494-2ccd-4d0f-9c0e-3c8c0bb60def,c4,c3,27,p3,?,surb={'id': '36ad25b7-51d3-432b-a94a-57d8e676d89a', 'route': ['p3', 'e7', 'i4', 'x12', 'p1', 'c4']}
1769495093.2179303,RECEIVED,467411c8-926c-453f-b598-e80f41384b34,616d47fe-fc32-45f9-8b7e-f2ef4fea5cae,c2,c3,27,p3,?,surb={'id': 'ea14b148-73c2-43af-820f-fbfd73f6ea4b', 'route': ['p3', 'e12', 'i2', 'x1', 'p2', 'c2']}
1769495093.2626543,RECEIVED,d3f0f05a-1f7c-4376-bb1f-59e00b3c2da2,d4fb1366-0633-49f6-b96a-9cc4743582f4,c2,c3,27,p3,?,surb={'id': 'aaed8bc8-7524-4984-90cb-c211ad59ec22', 'route': ['p3', 'e7', 'i1', 'x4', 'p2', 'c2']}
1769495093.2917728,SENT,efed70a5-41ac-4882-911f-e4687d991edc,463bcad0-26f3-45df-8aeb-722451e9bdb9,c3,c4,3376,?,p3,
1769495093.2918658,CREATED,99d32794-c943-43d2-a056-2a604910deb5,a1cdb8db-29ec-4544-8860-e69084e049dc,c3,c4,27,?,?,surb={'id': '268b15aa-d042-4c7d-bb3f-4a7a85baa988', 'route': ['p1', 'e12', 'i9', 'x2', 'p3', 'c3']}
1769495093.3105457,SENT,3b2093da-31af-4cc5-a44a-ac4dd6931b93,19e23a47-e73e-4fb9-a641-2debb3060601,c3,c4,3383,?,p3,
1769495093.310639,CREATED,3f0c14ea-597b-4c1d-bacb-90d805b7b586,4fc4b51f-4bb9-43e7-baf3-2b9a9c3d7b78,c3,c4,26,?,?,surb={'id': '663d2bb5-972d-4af8-a502-067d66bfe08d', 'route': ['p1', 'e10', 'i8', 'x5', 'p3', 'c3']}
1769495093.3316753,RECEIVED,47fc7f9d-a293-4375-9461-b52eb0f42a24,2a7a2112-a9f6-4358-86ab-af26a644b472,c2,c3,25,p3,?,surb={'id': '15c03483-bd74-44a1-9f77-811d066dc3d6', 'route': ['p3', 'e1', 'i10', 'x3', 'p2', 'c2']}
1769495093.3514407,RECEIVED,47e022a6-5ab9-4e26-8849-a83c2f84273b,0cd73873-b8e0-4dec-ba2b-3e7638bf4df2,c2,c3,27,p3,?,surb={'id': 'd1291608-51b5-456c-94f3-6e481520e9b2', 'route': ['p3', 'e8', 'i10', 'x2', 'p2', 'c2']}
1769495093.4239337,RECEIVED,f466757a-7f7f-4785-97d3-0764728367ac,95ebfb33-9ceb-4b2e-934d-ba8070c5c448,c4,c3,27,p3,?,surb={'id': '0fb32830-4465-447e-9ddb-3483ba7bf132', 'route': ['p3', 'e7', 'i6', 'x4', 'p1', 'c4']}
1769495093.4656348,SENT,c7fef086-df5c-404f-96b2-c42e4ee6ef6c,4088d98a-e2f1-46b1-a4dd-305eb3308ae4,c3,c4,3376,?,p3,
1769495093.4657664,CREATED,1f2ae8a1-44c0-44bd-8673-b42b0a35570b,ee6d8c94-2ad0-4eae-a700-2022680be17b,c3,c4,26,?,?,surb={'id': '08701ee6-1dc6-4812-b121-149148e08aee', 'route': ['p1', 'e11', 'i3', 'x12', 'p3', 'c3']}
1769495093.5614407,RECEIVED,68c4674c-9367-478f-8fb6-0a43d7b505cb,51b2e713-476f-4506-9c29-131af1b9d42e,c2,c3,26,p3,?,surb={'id': 'fe46cecd-a842-4b65-bfce-cbaa82519262', 'route': ['p3', 'e3', 'i9', 'x11', 'p2', 'c2']}
1769495093.6144168,SENT,fe9107b0-dcc9-4b21-9e84-9f423aeaf090,4fa5f7d9-e54d-4cb1-8491-c21050c1013f,c3,c4,3388,?,p3,
1769495093.6145544,CREATED,f61ce9de-302c-446c-80a6-767e3393be42,77e20cdd-4167-401b-92fb-f868bd4b2e6b,c3,c4,27,?,?,surb={'id': '63deb72d-5f96-4349-ae1a-002ba7280920', 'route': ['p1', 'e11', 'i10', 'x12', 'p3', 'c3']}
1769495093.8517323,RECEIVED,8fc1b58f-3bad-43cd-b76d-c917099f87b8,38ccf881-18fb-4dba-aa5d-629b3ad93bdc,c4,c3,26,p3,?,surb={'id': '1db8e773-8616-4974-9931-38ef2d564a6a', 'route': ['p3', 'e12', 'i1', 'x11', 'p1', 'c4']}
1769495094.0565996,SENT,4ee56ef5-01fd-4f16-9615-3e5f16841ea5,ff9df32f-f65f-4c5d-917d-a27a2f771114,c3,c4,3400,?,p3,
1769495094.0567317,CREATED,463f0c67-02ad-4cf9-ba3b-f3252c2fad56,7f56b344-d7cd-40b8-8f53-fbb9a84154a9,c3,c4,27,?,?,surb={'id': 'eecdb3ce-ff3e-47f7-b442-1e87e756b88d', 'route': ['p1', 'e10', 'i2', 'x3', 'p3', 'c3']}
1769495094.1045797,RECEIVED,12ea8f14-3022-4495-a46d-c7c058b0f41f,75e5cfad-8e1b-4a59-8ae9-5f5af82761e8,c2,c3,27,p3,?,surb={'id': '8d68f9e7-0134-4bd3-8f98-4571b89bda59', 'route': ['p3', 'e2', 'i1', 'x5', 'p2', 'c2']}
1769495094.1226518,RECEIVED,3ccca74f-9dc2-4115-894e-b2f57d352f8d,19784d94-b78f-4ebe-95e5-79e68d8aa7bc,c2,c3,26,p3,?,surb={'id': 'ae75e852-f544-4aac-9002-9d878511b1e8', 'route': ['p3', 'e12', 'i2', 'x6', 'p2', 'c2']}
1769495094.2016408,RECEIVED,9f0c293d-ca9b-4391-87ea-af8e82a33eb8,9d06b6b3-5a62-4d04-8153-d1bb3b933b05,c4,c3,27,p3,?,surb={'id': 'ca21b9ea-6ac5-43e3-b31a-e9388dd00e2e', 'route': ['p3', 'e5', 'i9', 'x4', 'p1', 'c4']}
1769495094.2362413,RECEIVED,aaa03219-940d-4a5f-9af6-59e74ac1b532,78e388c3-f983-423d-807f-c657a18f693f,c2,c3,27,p3,?,surb={'id': '02685794-3892-4815-ad07-f84d480251f6', 'route': ['p3', 'e4', 'i4', 'x1', 'p2', 'c2']}
1769495094.3458276,RECEIVED,f0cfc5e2-81bd-4b3e-9569-7d3621942ca8,facd6ecf-7c93-4899-9121-c750fc4f75ba,c2,c3,27,p3,?,surb={'id': 'f575bcab-5958-437d-90f6-2bda6697b607', 'route': ['p3', 'e11', 'i8', 'x10', 'p2', 'c2']}
1769495094.4434652,RECEIVED,18a68fb5-0375-4459-b877-03390e26d882,4cdfb639-5dea-45ba-b031-88f6b972c109,c2,c3,27,p3,?,surb={'id': 'fdc1b48b-01a9-4970-a300-3ec3a4d8cf13', 'route': ['p3', 'e12', 'i1', 'x6', 'p2', 'c2']}
1769495094.7019525,SENT,bc8dff6f-3523-40aa-8356-0450f79ea40f,9af67f25-6ee7-4045-b632-6fcc5936020b,c3,c4,3368,?,p3,
1769495094.7029462,CREATED,74e55d1a-d12e-4738-81b0-20dc3bf0ec9a,786fbc03-c109-4650-92c6-114acb84c858,c3,c4,27,?,?,surb={'id': 'bd507357-2356-4a63-a718-a03b53f75985', 'route': ['p1', 'e9', 'i6', 'x12', 'p3', 'c3']}
1769495094.7970889,RECEIVED,1c60b4ba-3c2f-4b40-bdd5-3f305fc7372e,0682dc55-1fb2-45ea-ae37-b3ac3786f532,c4,c3,26,p3,?,surb={'id': 'b85e921b-d7a5-4292-92e0-0a5ed5427e02', 'route': ['p3', 'e9', 'i11', 'x2', 'p1', 'c4']}
1769495094.9183626,RECEIVED,cd4c954f-6d3d-43bc-9c50-d4177132a123,3e101751-f4d9-4874-ba73-cff2c410f688,c4,c3,27,p3,?,surb={'id': 'c31a17ba-db18-4c69-9e34-7676f52b0d6b', 'route': ['p3', 'e4', 'i11', 'x2', 'p1', 'c4']}
1769495094.9335797,RECEIVED,e19db9ff-dde9-4620-9b7c-5feadaa6e7a7,cd0c011d-595e-44ea-97ae-27c3e191d632,c4,c3,27,p3,?,surb={'id': 'cc226b51-24df-420c-b124-d2782ca80283', 'route': ['p3', 'e5', 'i11', 'x5', 'p1', 'c4']}
1769495095.063361,SENT,37eb6962-2fdc-442d-9dff-a52f56030b4d,e27120ea-7b11-429c-a029-dcf291e78a2d,c3,c4,3383,?,p3,
1769495095.0635123,CREATED,c99bf571-fc43-4ec9-a59b-eab26ebc918f,23a3df85-f074-4ba1-b9fb-76a2b0b8f8f1,c3,c4,27,?,?,surb={'id': '6628cc62-8b75-452d-b5f4-f8e69539cd1a', 'route': ['p1', 'e10', 'i10', 'x2', 'p3', 'c3']}
1769495095.0949218,SENT,db0171aa-0b0e-4829-be9a-b2ff7acf4e5b,50434848-db6a-4f58-9dc9-05e0e8474ee9,c3,c4,3404,?,p3,
1769495095.095083,CREATED,754af4a2-6e5c-4a42-ab8e-b43d41b5aca8,8a62a10a-8511-415a-973b-1819bb8fdd10,c3,c4,27,?,?,surb={'id': '20f2e972-893f-4978-9143-1b2444e9a03c', 'route': ['p1', 'e12', 'i2', 'x11', 'p3', 'c3']}
1769495095.1364186,RECEIVED,045d1f97-5486-45a2-8834-3233cd3f8195,b77a7f77-f500-4c07-9d60-82042824cb5c,c4,c3,27,p3,?,surb={'id': 'ba0b5168-19f6-4e54-9915-6f248e55f97f', 'route': ['p3', 'e10', 'i7', 'x10', 'p1', 'c4']}
1769495095.4679322,RECEIVED,74f2aab1-efb9-4e7d-b606-3afe892f66a9,bdbb3b7b-e2e0-4d1d-87b1-c9314142c36b,c4,c3,27,p3,?,surb={'id': '0bd20a9c-be95-4fbf-b795-5bf2f92ead6e', 'route': ['p3', 'e12', 'i8', 'x2', 'p1', 'c4']}
1769495095.5882778,RECEIVED,267f6300-7759-4d50-ab33-a5e226ff4d54,9139b999-f343-4848-a7b0-4bf07ad41ced,c2,c3,26,p3,?,surb={'id': '40ec955c-814a-48cf-b7b2-0f1845e1a74b', 'route': ['p3', 'e3', 'i5', 'x1', 'p2', 'c2']}
1769495095.603637,RECEIVED,0747c48e-281f-483b-9713-8dae176874bc,bc254c28-7faa-4823-9d51-501b86713564,c2,c3,27,p3,?,surb={'id': '9049eba1-c069-456e-977a-adc237e184fc', 'route': ['p3', 'e6', 'i7', 'x5', 'p2', 'c2']}
1769495095.7909064,RECEIVED,ab99bc8d-227c-4967-8850-1ab3aa48be94,19c8e1ff-08f0-4ffc-9c80-a5486d05dbd3,c4,c3,27,p3,?,surb={'id': '3726e6bd-6121-4850-ad6f-aa40d2384d92', 'route': ['p3', 'e6', 'i9', 'x1', 'p1', 'c4']}
1769495095.8560748,SENT,7ef960c4-3c4e-4b7f-9e6d-25e3dfa5b8b5,04e725a7-fe2c-47c8-b263-f4184a351a71,c3,c4,3379,?,p3,
1769495095.8562303,CREATED,06722c4a-d3f5-4581-8024-84f5722234f2,ad928be0-24ca-4165-b68a-61983767340c,c3,c4,27,?,?,surb={'id': 'de387de2-6b59-4ffa-8fe2-11bf6d7c8075', 'route': ['p1', 'e5', 'i7', 'x1', 'p3', 'c3']}
1769495095.8978353,RECEIVED,7e1d94c7-17e2-475e-831c-8773890c7314,96e44a78-8e79-4ff2-8206-a9949d63961d,c2,c3,26,p3,?,surb={'id': '44ff1196-fea2-4022-923e-1e134907c332', 'route': ['p3', 'e3', 'i8', 'x1', 'p2', 'c2']}
1769495096.1153429,RECEIVED,d90f7806-c969-44b6-aa18-5cbbef0a17b4,0b51bf39-6744-42d0-9b99-071f1ea52cdc,c4,c3,27,p3,?,surb={'id': 'a5034593-c4fd-4e4c-85fb-0f4c36b7c5a0', 'route': ['p3', 'e12', 'i4', 'x7', 'p1', 'c4']}
1769495096.1658752,RECEIVED,673566b9-ac52-461c-81b1-66eab0ae1fb6,dcdfcfe5-ad37-4c39-8050-08a4b18de093,c4,c3,27,p3,?,surb={'id': '51d5d914-8e1e-45b3-a74a-9b38677aecfe', 'route': ['p3', 'e12', 'i10', 'x8', 'p1', 'c4']}
1769495096.5394623,SENT,2f3245a4-59f7-414a-bb40-dcf52c41ea18,84cc01bb-0057-41f9-8d48-6eab0b6f03f8,c3,c4,3370,?,p3,
1769495096.5396106,CREATED,2b4cfbb2-6297-4d09-a310-3a2ba756b88d,01141a10-a7ae-4c7a-b4b8-926aed6d5135,c3,c4,27,?,?,surb={'id': '2de8a87e-82d5-4984-8842-0d6e068515b7', 'route': ['p1', 'e5', 'i3', 'x1', 'p3', 'c3']}
1769495096.5709631,RECEIVED,b979362d-6eaf-45b2-af80-46c0a9cb83ed,7ecc819d-f652-461d-841a-01747e6e4e13,c2,c3,27,p3,?,surb={'id': 'f8c1bc22-c874-4909-afe5-31092245109f', 'route': ['p3', 'e10', 'i7', 'x4', 'p2', 'c2']}
1769495096.7191544,SENT,708fedad-ac73-4f93-a540-15322eb288be,7b4a0429-1d0b-4b8e-b861-f830c8a18a59,c3,c4,3379,?,p3,
1769495096.7193213,CREATED,124db11b-265f-4941-a5fe-e2f8f9760e2c,333ebd85-facf-4341-9f65-2841c8128b27,c3,c4,27,?,?,surb={'id': '5f0a5553-abe7-4ca8-b8b3-1ddb67759b53', 'route': ['p1', 'e8', 'i4', 'x11', 'p3', 'c3']}
1769495096.7373898,RECEIVED,822765c9-b6a5-4515-9dc5-2150e6a0da03,97ab279e-3d88-41ca-bafa-acd7d9f134b8,c2,c3,27,p3,?,surb={'id': '2f383eda-07c6-4521-9e73-415bbeee767f', 'route': ['p3', 'e4', 'i4', 'x4', 'p2', 'c2']}
1769495096.7532258,RECEIVED,498a230a-8ff6-4dce-8815-95a3609f1faf,f0dad415-c4d4-49d5-b77c-bf245a391293,c4,c3,27,p3,?,surb={'id': 'faba6634-dab1-411f-80b2-c2e6c802e7c6', 'route': ['p3', 'e4', 'i6', 'x7', 'p1', 'c4']}
1769495096.903384,RECEIVED,e3678f42-ad19-44cc-bc45-bb0abbd422d5,661f3b61-297e-425c-9d88-e3a7f64b1ecc,c4,c3,27,p3,?,surb={'id': 'eb7aeb66-0ae7-4249-93ed-6e598354c3e6', 'route': ['p3', 'e5', 'i4', 'x9', 'p1', 'c4']}
1769495096.916674,RECEIVED,21e724cd-8a66-498a-8e88-cd26b261bcae,082ec1c9-a3c5-4b2d-8c6a-09d619bccc20,c2,c3,27,p3,?,surb={'id': '0c088d3f-28bf-4495-a786-40d396f2019e', 'route': ['p3', 'e5', 'i7', 'x2', 'p2', 'c2']}
1769495097.230621,RECEIVED,ae98fb1f-42c3-42b7-b2b0-c24d17e04d99,0082f47a-ae35-4023-b248-e4bce4a9dcd1,c4,c3,27,p3,?,surb={'id': 'adc2e67f-45f4-46d8-a56d-666ff6cfcd3b', 'route': ['p3', 'e5', 'i11', 'x8', 'p1', 'c4']}
1769495097.2372952,RECEIVED,25429e32-076b-4553-b824-bd44e9f7510c,ce5349ef-240d-4e5a-a283-432ba7dcac13,c4,c3,27,p3,?,surb={'id': '2d048728-e853-4ac4-9977-75f667a61def', 'route': ['p3', 'e3', 'i10', 'x10', 'p1', 'c4']}
1769495097.2729137,SENT,bce84a4d-aacb-4cc9-b63d-df2e98371f0b,412bbe8d-9fb6-45e5-ae1c-6084883a7b20,c3,c4,3376,?,p3,
1769495097.2736986,CREATED,06426695-1d51-4740-af92-42e2045c9757,01b5d90c-1c7e-4834-abc8-8a657df22817,c3,c4,27,?,?,surb={'id': 'b42703b0-b668-4087-8e24-961599036a7a', 'route': ['p1', 'e10', 'i3', 'x8', 'p3', 'c3']}
1769495097.2821345,SENT,c77f4be2-a9ad-4e12-8f93-a3a5666932fc,0a075322-c3e6-4fbb-8c8e-9aad3b705c11,c3,c4,3382,?,p3,
1769495097.2823021,CREATED,5e1ce7fe-9ddb-47ab-b9c6-4b55eabecd7c,c202ba3a-3b66-424a-b95b-d7064c192bcd,c3,c4,27,?,?,surb={'id': '34544bff-de08-415d-8382-3daaff4a63e0', 'route': ['p1', 'e8', 'i4', 'x5', 'p3', 'c3']}
1769495097.3033488,SENT,bd75e701-bbb9-4a6b-bf2e-408b516a7717,65567731-54ea-4fc3-b3a7-1ffe8bcb05f8,c3,c4,3361,?,p3,
1769495097.3034909,CREATED,e29c3a83-a47e-44da-8fe7-46f5f50666e7,895c8d17-7815-4bdf-80c9-c9822228d41a,c3,c4,27,?,?,surb={'id': '671a229b-4bbf-4018-a93c-af306d858f4f', 'route': ['p1', 'e7', 'i5', 'x12', 'p3', 'c3']}
1769495097.3539348,RECEIVED,f38e0aff-59fa-4f88-bce5-dafadac79744,5ff6508e-a0cb-40ca-b0bf-7056dd7cbf0d,c4,c3,27,p3,?,surb={'id': '4cda3cc3-5a28-48fc-9bcb-41e673ec5bf6', 'route': ['p3', 'e7', 'i2', 'x3', 'p1', 'c4']}
1769495097.3776822,SENT,73e6288d-6ce3-40a9-b025-26dd7ca7dbb3,0f352402-8ceb-4f0b-a463-673b50a4e89b,c3,c4,3364,?,p3,
1769495097.3777745,CREATED,8c956d7c-0aa4-4f26-b231-b3cbfbb2d5ab,f89e08d8-7e02-4aa3-8fd0-f1ae2a317bf4,c3,c4,26,?,?,surb={'id': 'f8dcb320-f722-4203-bf70-0a22018c1dfe', 'route': ['p1', 'e12', 'i5', 'x7', 'p3', 'c3']}
1769495097.515138,SENT,f052e003-e434-4709-b9a0-e4bf9228af59,6b8650f6-e46e-466a-a743-3e8db132f79f,c3,c4,3381,?,p3,
1769495097.515269,CREATED,0006e365-bdc6-49bd-9d86-c0615f556d64,d3c5547d-3880-4487-a605-f7a345bc7e6b,c3,c4,26,?,?,surb={'id': '7bb36c6c-a99f-4e2f-b0c5-dd9fadbf8c7c', 'route': ['p1', 'e5', 'i1', 'x4', 'p3', 'c3']}
1769495097.8495777,RECEIVED,9ff00c75-e7c5-42d9-b91d-ff50046815f3,1ced3c96-58c9-4826-b785-e0f44c53a62c,c2,c3,27,p3,?,surb={'id': '6c0bb02d-7212-4f73-96c5-313b5480a16e', 'route': ['p3', 'e1', 'i1', 'x4', 'p2', 'c2']}
1769495097.9967778,RECEIVED,3b1411b0-3fb0-469f-a62d-3ef265f33841,958c8fac-46c9-4c21-8ec7-0a233a92b8f8,c2,c3,27,p3,?,surb={'id': '7b4cc649-2726-4d96-9dd6-f39ab6e5c4a1', 'route': ['p3', 'e4', 'i3', 'x12', 'p2', 'c2']}
1769495098.042799,SENT,0b517191-b601-4fb1-84fc-c79cf18f51d0,78cd246d-75b9-4b33-a8df-5ffce0aa3e7e,c3,c4,3399,?,p3,
1769495098.0429482,CREATED,f672f8b5-3350-40f7-8e2c-8fbcba07da50,f0384554-523b-430d-b02d-0eacd3efe8a3,c3,c4,27,?,?,surb={'id': '4e89aa65-8c4e-466f-8fdf-263aed486f3b', 'route': ['p1', 'e9', 'i6', 'x12', 'p3', 'c3']}
1769495098.2152805,RECEIVED,042a140e-47a1-4e41-9a22-5791e4277540,53a0bc3c-62d5-46df-9584-f3b80a1a980b,c4,c3,27,p3,?,surb={'id': 'ddfaa7ec-dfc1-4be9-b4db-6a8ce58af8bc', 'route': ['p3', 'e12', 'i10', 'x1', 'p1', 'c4']}
1769495098.2632875,RECEIVED,1c0f32a3-6bc4-41b2-9ef6-e5ee4c80e2f0,d44ff060-6014-4b49-834b-fabfff338462,c4,c3,27,p3,?,surb={'id': 'f23e39f4-9e3e-4cf0-abc6-6a1ca2345c22', 'route': ['p3', 'e11', 'i3', 'x4', 'p1', 'c4']}
1769495098.342774,RECEIVED,3d61d312-9d38-42c2-a9a7-4ac410d1cc7b,b503757f-391b-484f-af27-f899714f3c7b,c4,c3,27,p3,?,surb={'id': 'd6e83a79-d20e-4aa7-99cf-083ad57cf493', 'route': ['p3', 'e9', 'i11', 'x11', 'p1', 'c4']}
1769495098.4469154,RECEIVED,ac0cf07d-279b-4efa-a366-a8a09575971b,dccfa85c-99e1-4768-a39d-0a2af9f963e1,c4,c3,27,p3,?,surb={'id': 'fad9ab68-dd04-4243-a151-53ed99a3cef4', 'route': ['p3', 'e4', 'i9', 'x7', 'p1', 'c4']}
1769495098.4816854,RECEIVED,d132353f-f47e-4f34-a05b-201e3d6a441e,fafbe9a6-c4ce-4814-9bd7-7c537e90c788,c4,c3,26,p3,?,surb={'id': 'a505ff4e-f69c-4404-a234-d83a6ac50c4d', 'route': ['p3', 'e3', 'i7', 'x3', 'p1', 'c4']}
1769495098.6912599,RECEIVED,72efeb98-5724-41a7-9dd7-a197c79980f1,590dc2ed-41be-49bc-a988-ae95b414eb0f,c4,c3,27,p3,?,surb={'id': '72da7644-8cb4-4429-9b38-fba2456483a1', 'route': ['p3', 'e4', 'i1', 'x3', 'p1', 'c4']}
1769495098.8151681,RECEIVED,aa172e63-38b3-41a6-92d4-5ea4e76ad483,954f67d0-30a6-4c53-8083-0d6a6aa1e444,c4,c3,27,p3,?,surb={'id': '63583f1d-3aa2-4387-8782-e9ae995a61a7', 'route': ['p3', 'e5', 'i9', 'x12', 'p1', 'c4']}
1769495098.886464,SENT,0701a506-f6e5-415b-b0b1-bf8fe678ebfd,e9c9c06a-ad88-4d01-a559-c175d3b454af,c3,c4,3389,?,p3,
1769495098.886611,CREATED,97cdfc12-3f6e-4132-a7fa-2ce07c2d032a,8b988fea-4f0f-415c-b417-f1bb7a3e0cc4,c3,c4,26,?,?,surb={'id': '5c1770ab-9330-49e1-999b-26bdddcb7d15', 'route': ['p1', 'e4', 'i4', 'x10', 'p3', 'c3']}
1769495099.0319695,SENT,d2c3d896-fed5-497d-989d-344326d08f7a,d3ec1aa3-9c7a-4b2e-bf35-9b14509bcd44,c3,c4,3382,?,p3,
1769495099.0321455,CREATED,b26beeb9-ba22-4e9f-8481-70642274880f,1b89c36c-5657-43d5-ab69-faf5e4380a2a,c3,c4,27,?,?,surb={'id': '8f7df267-7a40-42e4-9acd-b11ab255a3f7', 'route': ['p1', 'e5', 'i4', 'x4', 'p3', 'c3']}
1769495099.103198,RECEIVED,4e822762-e914-4c6a-a828-4f156b27fe16,286d2da1-762c-4835-936f-bf98724a6c5a,c4,c3,26,p3,?,surb={'id': '3033dae6-91bc-4003-ba5f-39766177a1b0', 'route': ['p3', 'e10', 'i8', 'x10', 'p1', 'c4']}
1769495099.266288,SENT,47c52e36-d6fc-4c63-945e-aeeb704f80a0,87b2e8ed-3129-4eff-a5b7-094038310697,c3,c4,3392,?,p3,
1769495099.2664375,CREATED,6d19f1d3-d1c1-4322-afea-26e9562bb587,4eba0868-5d6b-4fc7-a36b-5e3f6241c9be,c3,c4,27,?,?,surb={'id': 'eff65111-9092-429a-acae-61c4fd647bee', 'route': ['p1', 'e4', 'i12', 'x1', 'p3', 'c3']}
1769495099.2764869,SENT,7ebdb9c0-8834-4b42-857d-3ca0f454398e,44d65687-9122-461b-ac98-2c80704f1f62,c3,c4,3388,?,p3,
1769495099.2766356,CREATED,cddfd2e5-7a2a-4a3b-8096-dea06f2e53cc,3af4ceb1-3f42-41df-aa76-4d239d211a67,c3,c4,27,?,?,surb={'id': '6c3e5e3c-b916-46d7-ac24-4e2395bea75b', 'route': ['p1', 'e4', 'i5', 'x3', 'p3', 'c3']}
1769495099.466524,RECEIVED,92ad6196-48ac-4b8c-a37b-0a08561f367f,12afee45-048b-4c17-9b66-8b1184372e97,c4,c3,27,p3,?,surb={'id': 'e3a1901a-d75e-41a1-98f0-c9eec056963b', 'route': ['p3', 'e12', 'i7', 'x2', 'p1', 'c4']}
1769495099.53688,SENT,2defb45f-f851-4668-9113-163dcebd3ddc,86c723f8-b50a-4af7-956b-f3f3b56bf380,c3,c4,3388,?,p3,
1769495099.5370266,CREATED,5d6ebdd3-d905-4cc3-a6e1-69f0485bfc3c,8cca8d6a-6678-4b2a-a8c4-54971cb98730,c3,c4,27,?,?,surb={'id': '9b50073a-caf2-4981-8f72-54f409282e3c', 'route': ['p1', 'e2', 'i6', 'x12', 'p3', 'c3']}
1769495099.575775,SENT,5f3cea59-bd5e-420b-9b82-94e6952c05d3,8eda520e-7136-4430-b734-328846c869ab,c3,c4,3383,?,p3,
1769495099.5759254,CREATED,efe92526-b205-4bad-b1b5-1ff3cf9b1eab,1f22e33a-9360-4fb3-b4f2-86fa2cdd577e,c3,c4,27,?,?,surb={'id': 'b538ace5-a4c9-4909-8dc3-884248baf322', 'route': ['p1', 'e8', 'i1', 'x9', 'p3', 'c3']}
1769495099.7846003,RECEIVED,bd5f700e-ec33-49bb-bb65-10f5dc469178,49c30e70-fa05-4188-8c0b-82cbd9a629ac,c2,c3,27,p3,?,surb={'id': '22314459-0347-48f3-97a6-97931f2f955b', 'route': ['p3', 'e2', 'i6', 'x6', 'p2', 'c2']}
1769495100.1251578,SENT,f3fbbd33-43a7-4e59-aec5-dc86db3b4d92,d73f08f5-46ec-488f-bbfe-58184b179571,c3,c4,3375,?,p3,
1769495100.125257,CREATED,280a4c2a-4f42-4f36-a03e-388320631db0,b82dc825-296c-4a40-9573-ffd1fafcc034,c3,c4,26,?,?,surb={'id': '9dfaa155-edfc-4b45-ac44-86e5e9549f5e', 'route': ['p1', 'e7', 'i1', 'x6', 'p3', 'c3']}
1769495100.1399102,RECEIVED,a214f03a-bf3d-4cc2-90f3-5df49ac96015,67e8fe7f-f471-41cb-a365-31ac9c56a6f3,c2,c3,27,p3,?,surb={'id': '4a3debd9-4252-486d-aebe-d553d6f95ba1', 'route': ['p3', 'e10', 'i8', 'x1', 'p2', 'c2']}
1769495100.3297234,SENT,dbb3ec55-538e-4a29-a8f3-954e774d5f12,06100498-e214-4ff9-8fa5-e8e2a638eaff,c3,c4,3367,?,p3,
1769495100.3298695,CREATED,a8874424-7be9-430d-a8ce-45f327c537d9,5b4f97f9-e2d8-4b9c-9d7a-d3790c5a17e1,c3,c4,27,?,?,surb={'id': '38237c5f-938e-4fd9-8108-7edba198f521', 'route': ['p1', 'e4', 'i10', 'x6', 'p3', 'c3']}
