Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,6.846565660337397,8.690568556555307,75.09912536443149
e11,6.996234823654337,8.856332904576504,87.17067307692308
e12,6.888698169434207,8.859648954133284,80.73714016045304
e1,6.8167128011083955,8.689862741515611,74.75011655011654
e2,7.030224130757642,8.76576229368111,84.13702623906705
e3,6.81277162709334,8.790191325945507,79.45347698334966
e4,6.864899457212496,8.737718736345585,78.56495327102803
e5,6.78283630799559,8.734945737123,74.79829948039679
e6,6.961734018516412,8.777779328476404,83.91598261709319
e7,6.924885700262983,8.862149334693447,83.09829867674858
e8,6.809968971939735,8.68754939982197,74.14320154291225
e9,6.746293348667826,8.668814880690336,72.95388349514563
i10,6.75072893963396,8.603224467109605,72.92884615384615
i11,7.056360894735998,8.871805962028988,88.8992628992629
i12,2.4184421196327994,3.6643348642657783,3.0555555555555554
i1,6.858178055343913,8.68556612938623,74.35813308687615
i2,6.694417121349551,8.716839163618078,73.44670542635659
i3,6.917579014417594,8.638247596238099,77.24735145094427
i4,6.871919765491181,8.84836429620979,82.64074427480917
i5,6.929849207262584,8.772184127346335,82.4753146176186
i6,6.6068973936594775,8.549187179542804,67.23371647509579
i7,6.998962218321405,8.817861295247491,83.1981981981982
i8,6.849089893672359,8.796599510487017,79.71345313258864
i9,6.672493553533097,8.64254459078983,71.95249520153551
p1,5.8470386341068075,6.49057593624138,22.237587523870147
p2,5.543748488920306,6.196691261207483,18.22021571343756
p3,3.5607567855519138,4.72423105548324,5.408946322067594
x10,2.3209034709129703,4.088706574284494,2.888167053364269
x11,2.262489121339873,3.6537521299795728,2.8025751072961373
x12,2.244825059371102,3.807325307872432,2.766713417484806
x1,2.172538968592138,3.7689941997120826,2.703027390677559
x2,2.2212176843463007,3.7259415068010044,2.761454888993859
x3,2.2665199414505697,3.6811241431158974,2.8218252052148722
x4,2.1492446076381797,3.7933218683407257,2.6511068334937438
x5,2.246222897948918,3.762148030587924,2.7908187411263605
x6,2.2374027565348666,4.0143777976602495,2.7940470475276045
x7,2.2078720599639223,3.8995193246479833,2.71868978805395
x8,2.524805926910727,3.362566322827809,3.029268292682927
x9,2.1624931064725343,3.5719593595348202,2.6779156327543423
