packets_observed,duration_observed,diaz_anonymity,danezis_metric_A,entropy_bits,max_entropy_bits,target_llr,detected_receiver,true_receiver,success
2500,5.279776096343994,0.6074718925705557,-3.7428355564406983,1.4105060542139707,2.321928094887362,0.7524555741808161,c3,c5,False
5000,8.198844909667969,0.33411635973714343,-4.055062019541319,0.775794162635166,2.321928094887362,2.167003553236526,c3,c5,False
7500,11.12016224861145,0.513179862158998,-4.055071925607148,1.1915667396774015,2.321928094887362,3.449568126516624,c5,c5,True
10000,14.01934814453125,0.5631259492626258,-4.096133911637593,1.3075379625530061,2.321928094887362,3.79759915362834,c5,c5,True
12500,16.842209815979004,0.46251529230097904,-4.172563864187205,1.0739272515086837,2.321928094887362,3.2592622724634737,c3,c5,False
15000,19.509214639663696,0.42732037252885113,-4.23568902714597,0.9922071784924732,2.321928094887362,5.2802497508238275,c3,c5,False
17500,22.341573238372803,0.1408972154096971,-4.235672205072052,0.3271532029511723,2.321928094887362,10.420001512427802,c5,c5,True
20000,25.45977210998535,0.23629741258774867,-4.239872720704435,0.5486656010366843,2.321928094887362,9.113455521948481,c5,c5,True
22500,28.495930910110474,0.3168041407862324,-4.251468816731447,0.7355964350682043,2.321928094887362,7.503499999647829,c5,c5,True
25000,31.369566679000854,0.1425344046021867,-4.25612215712453,0.3309546385338598,2.321928094887362,10.00698736445645,c5,c5,True
27500,34.543128490448,0.3107970783323478,-4.262405875578785,0.7216484679887867,2.321928094887362,7.746741624442393,c5,c5,True
30000,37.12115144729614,0.30645017436125555,-4.2935683519521275,0.71155526953253,2.321928094887362,5.8524838008140705,c5,c5,True
32500,39.621339559555054,0.37950145345537817,-4.314565124338696,0.8811750868286312,2.321928094887362,6.663441726602969,c5,c5,True
35000,42.26242256164551,0.023139674117816894,-4.315719292577413,0.053728659440696984,2.321928094887362,12.48585594594556,c5,c5,True
37500,45.0452606678009,0.022551503566450803,-4.316810485575798,0.05236296971289467,2.321928094887362,12.80795621018774,c5,c5,True
40000,48.1331000328064,0.0559729059193184,-4.32496114987316,0.12996506280655254,2.321928094887362,12.646950736312874,c5,c5,True
42500,51.098647356033325,0.057920875526939676,-4.326061584031602,0.13448810816647508,2.321928094887362,12.934939146280158,c5,c5,True
45000,53.80762338638306,0.07778820118397656,-4.331797252598747,0.18061860977982555,2.321928094887362,11.695575429125029,c5,c5,True
47500,56.51910758018494,0.38104128581609303,-4.343180139987989,0.8847504668483918,2.321928094887362,9.341059210183175,c5,c5,True
50000,59.81931781768799,0.21523493464303908,-4.338785489341975,0.49976004174891764,2.321928094887362,12.120110960086095,c5,c5,True
52500,63.57206964492798,0.051186308987916804,-4.326560608205556,0.11885092891262954,2.321928094887362,15.575686477031013,c5,c5,True
55000,67.15287041664124,0.1421179310939822,-4.327790988643226,0.3299876169943835,2.321928094887362,12.92904921104855,c5,c5,True
57500,70.57859635353088,0.07568794808784433,-4.323972821487026,0.17574197310954195,2.321928094887362,14.53091767801834,c5,c5,True
60000,73.90546917915344,0.08924600561630008,-4.312018531658374,0.20722280779696248,2.321928094887362,17.60184433996301,c5,c5,True
62500,77.70890283584595,0.42279843785053844,-4.3118459548639585,0.9817075713196535,2.321928094887362,12.484318918439385,c5,c5,True
65000,81.19445133209229,0.42605200592370746,-4.315596922790804,0.9892621224373732,2.321928094887362,11.64074781428917,c5,c5,True
67500,83.98878574371338,0.39679197714714937,-4.316913551812929,0.9213224395638703,2.321928094887362,12.160739263814776,c5,c5,True
70000,86.85882043838501,0.4243614056657075,-4.322267759446653,0.9853366702010993,2.321928094887362,10.663256200581372,c3,c5,False
72500,89.97947335243225,0.030487700375029236,-4.3204564190031505,0.07079024804928835,2.321928094887362,17.38103800570616,c5,c5,True
75000,93.27191209793091,0.18555424780020643,-4.324666044268811,0.43084362109299085,2.321928094887362,12.53631672786878,c5,c5,True
77500,97.0963966846466,0.04241619787339278,-4.317867808220119,0.09848736152053228,2.321928094887362,17.306838613416858,c5,c5,True
80000,100.21343040466309,0.2620538452042518,-4.318578101094133,0.608470185553016,2.321928094887362,13.39633760465722,c5,c5,True
82500,103.36554050445557,0.0913414108634015,-4.31539813610037,0.21208818811038166,2.321928094887362,17.30942637028147,c5,c5,True
85000,106.88002038002014,0.0631175460164632,-4.313096489264763,0.1465544033759718,2.321928094887362,16.874167846166984,c5,c5,True
87500,110.47489953041077,0.03885754966540525,-4.310208552764717,0.09022443626658547,2.321928094887362,18.442041966920442,c5,c5,True
90000,113.48704433441162,0.13283320962995857,-4.308758197730275,0.3084291613738633,2.321928094887362,17.00452896204115,c5,c5,True
92500,116.3704662322998,0.4278267143359679,-4.310997419202208,0.9933828677600337,2.321928094887362,13.83656998351853,c5,c5,True
95000,119.50347375869751,0.42923286249690606,-4.309199823831793,0.9966478426804902,2.321928094887362,15.08236577617663,c3,c5,False
97500,122.34640288352966,0.41526301287631917,-4.307468319915202,0.964210856365098,2.321928094887362,16.486450630196487,c5,c5,True
100000,125.6885154247284,0.4200722846482948,-4.301833156890622,0.975377639608397,2.321928094887362,17.067644023958565,c5,c5,True
102500,129.0432391166687,0.3181937851995036,-4.302653818342078,0.7388230894732819,2.321928094887362,14.993926876428304,c3,c5,False
105000,132.40001130104065,0.2657783942826034,-4.305081152324318,0.6171183206988275,2.321928094887362,13.98784071401542,c3,c5,False
107500,135.76481795310974,0.2832461027031559,-4.306244486716792,0.657677083633809,2.321928094887362,14.055737399911777,c3,c5,False
110000,138.95329070091248,0.38503361532622526,-4.308092052837933,0.8940203689020157,2.321928094887362,13.511381983366846,c3,c5,False
