timestamp,event_type,packet_id,src,dst,size,flags
1765548196.0163572,RECEIVED,f6b22b31-378e-49c7-b6a2-923c5620eacf,?,?,2941,
1765548197.9721818,SENT,f6b22b31-378e-49c7-b6a2-923c5620eacf,?,?,1013,
1765548198.0042975,RECEIVED,54311016-0c95-4520-a1f7-5fdeabd6fb7f,?,?,2941,
1765548198.02687,RECEIVED,ae882f64-730b-4b9e-8471-2e935951d527,?,?,2941,
1765548199.9905546,SENT,ae882f64-730b-4b9e-8471-2e935951d527,?,?,1013,
1765548200.0059593,SENT,54311016-0c95-4520-a1f7-5fdeabd6fb7f,?,?,1013,
1765548200.0194635,RECEIVED,643fb557-8a7a-4cc1-baa6-56ce608abb30,?,?,2941,
1765548200.0576305,RECEIVED,e3fbe093-5a9b-473a-8069-ce18f802ce6b,?,?,2941,
1765548200.0621629,RECEIVED,a339df8d-2b13-47c1-9946-f58d3b4589fb,?,?,2941,
1765548201.809893,RECEIVED,524518f1-cf6b-4046-a0e6-7e940e2e3389,?,?,2941,
1765548201.9678488,RECEIVED,7a073822-30e3-4a11-b5af-877cf3ee8621,?,?,2941,
1765548201.9753647,RECEIVED,21b09f71-1d6a-4d05-8ec9-83012c54646f,?,?,2941,
1765548202.0148904,SENT,21b09f71-1d6a-4d05-8ec9-83012c54646f,?,?,1013,
1765548202.0256581,SENT,643fb557-8a7a-4cc1-baa6-56ce608abb30,?,?,1013,
1765548202.0377867,SENT,e3fbe093-5a9b-473a-8069-ce18f802ce6b,?,?,1013,
1765548202.047384,SENT,524518f1-cf6b-4046-a0e6-7e940e2e3389,?,?,1013,
1765548202.0534978,SENT,7a073822-30e3-4a11-b5af-877cf3ee8621,?,?,1013,
1765548202.0544188,RECEIVED,1b3c33ea-0658-4464-9f93-4f95251f62a5,?,?,2941,
1765548202.0654833,SENT,a339df8d-2b13-47c1-9946-f58d3b4589fb,?,?,1013,
1765548204.0129435,RECEIVED,be2f7961-adbd-4e20-88ac-47c676003092,?,?,2941,
1765548204.073601,SENT,be2f7961-adbd-4e20-88ac-47c676003092,?,?,1013,
1765548204.0837896,SENT,1b3c33ea-0658-4464-9f93-4f95251f62a5,?,?,1013,
1765548206.115347,RECEIVED,5a96e4c6-e409-4bcd-be63-2b3579154431,?,?,2941,
1765548206.1266232,RECEIVED,dd6f3c5e-c585-49c2-b271-c54cb8fd928e,?,?,2941,
1765548207.8355262,RECEIVED,d0b5c4e4-0817-4567-a955-7528a0b27226,?,?,2941,
1765548208.0686398,RECEIVED,a2afe18b-d231-44fc-ae6f-cfe6d17b0dca,?,?,2941,
1765548208.08659,SENT,dd6f3c5e-c585-49c2-b271-c54cb8fd928e,?,?,1013,
1765548208.0888472,SENT,5a96e4c6-e409-4bcd-be63-2b3579154431,?,?,1013,
1765548208.0911603,SENT,a2afe18b-d231-44fc-ae6f-cfe6d17b0dca,?,?,1013,
1765548208.0931594,SENT,d0b5c4e4-0817-4567-a955-7528a0b27226,?,?,1013,
1765548208.1315303,RECEIVED,a48ea529-8b9e-4967-849c-397a1247a79d,?,?,2941,
1765548210.0949972,SENT,a48ea529-8b9e-4967-849c-397a1247a79d,?,?,1013,
1765548210.1757414,RECEIVED,92ccad75-9aae-4450-b81d-350bea8f3fef,?,?,2941,
1765548212.106739,SENT,92ccad75-9aae-4450-b81d-350bea8f3fef,?,?,1013,
1765548212.1775393,RECEIVED,b203734d-2f9d-454f-a7c6-842f3bf784f4,?,?,2941,
1765548214.11413,SENT,b203734d-2f9d-454f-a7c6-842f3bf784f4,?,?,1013,
1765548214.1856174,RECEIVED,484e8a72-e667-4bfb-ba31-f4ff9d7e3cab,?,?,2941,
1765548214.2071707,RECEIVED,2aad56df-2bfe-48a5-a861-39db22f43e1b,?,?,2941,
