timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769730795.3057005,RECEIVED,e3571e20-f31c-4e0d-b1b4-7488cb8fb902,0b46af00-95ee-4202-b10e-a6c277372de7,c3,c5,26,p2,?,surb={'id': 'de3462c1-d0b8-4c60-a92b-23b749fa26d5', 'route': ['p2', 'e1', 'i4', 'x3', 'p3', 'c3']}
1769730795.4240048,RECEIVED,e857569b-e577-4797-b266-38a11083c9d7,a10c4bc6-73b6-4ad8-8ebc-26b84d06ce68,c3,c5,27,p2,?,surb={'id': 'ea6e245c-ef79-48bb-a09e-f14d83bfc052', 'route': ['p2', 'e10', 'i2', 'x6', 'p3', 'c3']}
1769730795.5253003,RECEIVED,db191719-1ac7-4658-aea0-29111b115f4e,8dd4ea4c-a4a9-4ca8-8338-110a7bc84099,c3,c5,27,p2,?,surb={'id': 'd780e6b1-9567-488c-99fc-71367ac0875e', 'route': ['p2', 'e9', 'i3', 'x12', 'p3', 'c3']}
1769730795.723095,SENT,96aee11e-ae74-41d2-86eb-524f6afa4df2,6dba96ee-c8cc-4748-80b5-252a00fec4c4,c5,c3,3360,?,p2,
1769730795.7231586,CREATED,cebd71a4-136c-4025-8b4e-00f3076a4c2e,85a6d62d-6467-45fd-b878-89fa06a58237,c5,c3,27,?,?,surb={'id': 'db4872f3-ccaf-4b5f-9845-89e5ba19fb77', 'route': ['p3', 'e7', 'i1', 'x10', 'p2', 'c5']}
1769730796.054109,RECEIVED,929d1f31-394d-47f0-91e9-2ded0aa9de8e,ca0b31aa-512d-4864-b260-6326751ee65e,c3,c5,26,p2,?,surb={'id': '0d45aeef-0ba0-4ce9-ae13-7eb0a58ed905', 'route': ['p2', 'e8', 'i3', 'x11', 'p3', 'c3']}
1769730796.2613945,SENT,6e36eacf-73a5-4ea9-9862-f78f8356f943,f9895e6c-0311-4ad2-ae5c-d0d0393eee04,c5,c3,3391,?,p2,
1769730796.2615497,CREATED,25d5685f-fbc8-4126-9012-9f01ae5bcb0c,d09c8376-b83a-4ead-ba70-b465c0663ea9,c5,c3,27,?,?,surb={'id': 'edb53880-6350-47ef-9bf4-8eb88bfdd38d', 'route': ['p3', 'e12', 'i9', 'x8', 'p2', 'c5']}
1769730796.5249152,SENT,d6e04f4d-ac90-42ba-8d4d-247b75665b67,f9c799a8-3933-4dc7-a34f-fa35e4321615,c5,c3,3375,?,p2,
1769730796.5249872,CREATED,ba3a6e93-e4ab-4aaf-ba13-6bad82d35c4c,b7bd218c-98a4-4c63-910d-baf3e349b449,c5,c3,27,?,?,surb={'id': '04cbe5e4-c3cf-456e-8ab5-c73b1e19792a', 'route': ['p3', 'e7', 'i6', 'x5', 'p2', 'c5']}
1769730796.529955,RECEIVED,75ae50af-983f-4573-b373-3c9835305ac7,cdf715f6-0847-4de5-9e3b-55c4dc496db5,c3,c5,27,p2,?,surb={'id': '571b0148-6510-4c2d-b8a9-b45d3d6b1d3e', 'route': ['p2', 'e5', 'i8', 'x8', 'p3', 'c3']}
1769730796.6222897,SENT,ef4aed54-340b-4124-835f-6d8a27810c2b,8f78089f-f29a-4231-ac9b-436a2df79b40,c5,c3,3363,?,p2,
1769730796.6223621,CREATED,767fb81f-c1c0-4429-b088-af943eeefe38,95f90f13-772a-4e4e-81d6-4e7101081668,c5,c3,27,?,?,surb={'id': '1723c36a-768f-45c6-bb44-5ef087574196', 'route': ['p3', 'e4', 'i4', 'x9', 'p2', 'c5']}
1769730796.6476474,RECEIVED,862f6d5e-16f1-4e6e-8cb9-00cee4bd2184,99c46d41-974f-4dc1-9102-d7af5f22e89c,c3,c5,27,p2,?,surb={'id': '87c48091-f169-47be-816d-2f2d8f28e27e', 'route': ['p2', 'e4', 'i2', 'x9', 'p3', 'c3']}
1769730796.6584122,SENT,7b09d9c0-88b4-4130-a78f-bb965cb02761,6d08fff1-f901-444b-a578-1481a67ab348,c5,c3,3380,?,p2,
1769730796.6584852,CREATED,cdc2b8d1-3386-407b-9c92-59cb99e32bcd,50e257b4-dccf-47e9-a7cf-fd5300eea4bf,c5,c3,27,?,?,surb={'id': '4eda6b8a-fcca-4d18-8275-65b4355889b1', 'route': ['p3', 'e5', 'i9', 'x2', 'p2', 'c5']}
1769730796.682007,SENT,5277dc18-fb3e-4c51-ae5f-5110d45d6d33,c49502a3-48f1-4034-8458-e45ebaff9022,c5,c3,3372,?,p2,
1769730796.68209,CREATED,cf8583e2-9d5f-4e05-b006-acc5264abadd,160f0fd3-d358-466b-b0fd-1b1ef9cba3fc,c5,c3,27,?,?,surb={'id': '7e782a44-5ac8-4859-a81e-0f25e4943759', 'route': ['p3', 'e8', 'i6', 'x4', 'p2', 'c5']}
1769730797.2628539,SENT,db09ba17-387d-4021-a92d-5bbef549f1b8,ffa307c8-d69f-413a-a650-676049e092c0,c5,c3,3401,?,p2,
1769730797.2629924,CREATED,6c1f89bc-54a6-4097-bcb5-72596831a87f,a9b7cecb-97a9-4158-abb1-1b84dc2d3658,c5,c3,27,?,?,surb={'id': 'ff6621dd-e237-457d-92fd-1abd4905a65f', 'route': ['p3', 'e1', 'i9', 'x2', 'p2', 'c5']}
1769730797.3891022,SENT,44c9dbdd-33ad-4f3f-a79d-36834851c93f,0396ddbd-ee38-4de0-943a-2a1bc4649e92,c5,c3,3351,?,p2,
1769730797.3891757,CREATED,cd147623-9386-4e3f-a0d0-17d9be923b82,57b619c4-34ba-4b73-b6b4-6ae114d5c90f,c5,c3,26,?,?,surb={'id': 'b854a6d3-7c9f-4464-8bc9-749a899aed49', 'route': ['p3', 'e1', 'i6', 'x2', 'p2', 'c5']}
1769730797.4321105,SENT,7d4cfb52-0ba1-4ef0-8f12-058fec776380,13c17e60-14f9-4802-ad24-46d6465b2a29,c5,c3,3375,?,p2,
1769730797.4321797,CREATED,f9c0052f-08a1-454e-b7ac-0e87abd2963c,48c147d2-f69e-438e-b03d-e3498a775ffd,c5,c3,26,?,?,surb={'id': '35eb1e71-8603-4b95-960d-5a2819aa1389', 'route': ['p3', 'e1', 'i5', 'x4', 'p2', 'c5']}
1769730797.6882834,RECEIVED,14b9e7ca-af3d-443d-98f9-220dd52c5af6,f83b67cf-689e-4a10-9c53-7eccb7ed4d0e,c3,c5,26,p2,?,surb={'id': 'cf9386cf-cf92-4419-8e0e-012c957d3e52', 'route': ['p2', 'e11', 'i2', 'x10', 'p3', 'c3']}
1769730797.7836258,RECEIVED,83354a8c-9686-41ab-aa5a-3c83b9bd38ee,8c49ecb7-2efb-4b36-b573-82f4deda7aaf,c3,c5,27,p2,?,surb={'id': '783c2d07-e852-45cd-a6c0-fdc780d09fe4', 'route': ['p2', 'e9', 'i3', 'x12', 'p3', 'c3']}
1769730797.89559,SENT,0dac64bd-70dd-43e0-a351-8cd961b8828c,84530022-5549-46a3-a3b2-fe1d26e733ad,c5,c3,3358,?,p2,
1769730797.8957393,CREATED,9eec8bd3-d761-4ffd-9f0b-1280ada7a13c,c68c2d81-3929-4c21-af8f-f872c2a782aa,c5,c3,27,?,?,surb={'id': '3a2b0f8d-f28a-4a27-9a28-d89c54094745', 'route': ['p3', 'e6', 'i4', 'x2', 'p2', 'c5']}
1769730797.9753213,SENT,c93cece2-04b7-42ca-8650-33672a5e4a8f,16bbf5f9-00ac-4e2a-8f2c-5886b361eef0,c5,c3,3394,?,p2,
1769730797.975459,CREATED,b36d2628-aabb-4ae9-9e56-cf007c8cd6d9,d2d550f3-c923-4e0b-97fa-c71e7e3e7270,c5,c3,27,?,?,surb={'id': '79115ce6-7a26-4c69-8e1d-ea55c47ffd3d', 'route': ['p3', 'e12', 'i9', 'x12', 'p2', 'c5']}
1769730798.0835001,SENT,815efdb8-8e74-42f3-aed1-78ee5f9bbd15,9f72ed8a-2589-4e5d-b9ea-146c0a800773,c5,c3,3396,?,p2,
1769730798.0836396,CREATED,577d5498-9ecc-40ad-a95e-84607876a634,faf03cd4-208a-4e85-9e79-4ad685d621e8,c5,c3,27,?,?,surb={'id': 'a3212cc5-430d-4297-97b6-9f947696edc1', 'route': ['p3', 'e12', 'i7', 'x7', 'p2', 'c5']}
1769730798.1247408,SENT,e72f4934-a9e6-4460-b640-7d365e8641c9,26c24a14-4adf-4f25-beb2-9a277bcb2ff6,c5,c3,3387,?,p2,
1769730798.1250558,CREATED,5c1974a9-cc9b-4f9c-ada3-cb3a696f51cf,2f827ca7-86e0-4980-a36a-c507e0ceb3aa,c5,c3,27,?,?,surb={'id': '0c136749-26cd-4ba9-874e-d9bc6cf6d2a0', 'route': ['p3', 'e4', 'i11', 'x12', 'p2', 'c5']}
1769730798.3461924,SENT,e5430ce4-dff1-40b3-b590-d07abf67e9f6,0c306986-ddaa-4519-84c4-79528ff97096,c5,c3,3399,?,p2,
1769730798.3462746,CREATED,76b47d8a-09ac-41b4-80d0-61d6c1d2f0ce,1f43155d-8a41-4e50-9a77-a354e25481c1,c5,c3,27,?,?,surb={'id': '8c634e9e-1f2a-4019-a22f-50b13e9f61f0', 'route': ['p3', 'e2', 'i2', 'x1', 'p2', 'c5']}
1769730798.7485118,RECEIVED,9c5fd0f4-9931-4114-8c80-3b2f77dcfad9,b7ab0872-b6ae-4bbf-90ea-0e854364016d,c3,c5,27,p2,?,surb={'id': '83e38194-9d83-4d5a-aa44-62151deebc8e', 'route': ['p2', 'e11', 'i5', 'x11', 'p3', 'c3']}
1769730799.1007545,RECEIVED,37ca73c6-eb7e-41d3-93ee-e1dc75ffaabb,6347189e-15e5-44ff-a4bf-2303daf0765e,c3,c5,27,p2,?,surb={'id': '93a1e9d3-242b-49fe-a2e6-5550e67cd0cd', 'route': ['p2', 'e8', 'i9', 'x4', 'p3', 'c3']}
1769730799.27,SENT,033273a9-4313-4512-8d9c-98822df51006,6ca9de7d-9da9-4b8c-8e6a-5b2e47810e50,c5,c3,3379,?,p2,
1769730799.2703838,CREATED,da531f3f-403e-4468-8c0b-dc09638fbd9f,bdde5f18-d545-451c-95f4-fa4b709f93f5,c5,c3,27,?,?,surb={'id': '8909bd8e-ac17-444f-ab3a-a4f1bf1b8933', 'route': ['p3', 'e8', 'i9', 'x12', 'p2', 'c5']}
1769730799.3724065,SENT,2cf4a67d-076c-4781-aa8f-4fd70dbd23ce,5506d4f4-6f1d-408c-8ac6-a89a9bc29107,c5,c3,3360,?,p2,
1769730799.372555,CREATED,a29b97b6-fbf8-4a8f-a6b7-1e489be3f980,2ce3873c-edd3-474d-8e3a-0efdc0284dec,c5,c3,27,?,?,surb={'id': '85b0b16a-c9b4-4fd5-b392-a258facfd803', 'route': ['p3', 'e5', 'i7', 'x2', 'p2', 'c5']}
1769730799.4301898,SENT,f59888f3-e906-48a2-860c-cb7e1409a726,055f1831-c4ee-47e1-9050-3c48dd1caccc,c5,c3,3375,?,p2,
1769730799.4303463,CREATED,d45f7f15-8d60-41af-ae39-2f5ceb91301d,7bfb2a22-381c-4239-9571-28cd898a9a06,c5,c3,26,?,?,surb={'id': 'a8b73700-9238-475d-a7a0-1dc4c053ed92', 'route': ['p3', 'e7', 'i5', 'x2', 'p2', 'c5']}
1769730800.287602,SENT,08756be1-c9c4-4655-93f1-0dd805dc6622,4810b1cf-5aaf-4532-8897-33465f5c90e7,c5,c3,3387,?,p2,
1769730800.2876759,CREATED,9aa75cf0-f03d-4323-a1d5-3b22ca772669,e7c491bd-d330-4dee-9aaf-7377c32508af,c5,c3,27,?,?,surb={'id': '55f96b74-d8c0-46a7-bde0-13e54e94caa9', 'route': ['p3', 'e3', 'i7', 'x1', 'p2', 'c5']}
1769730800.3524873,SENT,040720ba-0bd8-446a-8e10-163794ba810d,d1debdad-ffe9-4dce-b227-643445465d1b,c5,c3,3388,?,p2,
1769730800.3525627,CREATED,99ed70b6-1bf2-43f2-a1b6-782f338dbd3b,8db73170-422b-4bb8-a3ba-acb9870692aa,c5,c3,27,?,?,surb={'id': 'ee858022-ff3a-47e4-be0e-79ed78b7ff88', 'route': ['p3', 'e11', 'i10', 'x11', 'p2', 'c5']}
1769730800.504231,SENT,b9529fc8-0d74-4f93-9853-5e7c57c5c21a,c5716a74-7a1f-4872-aca6-3eaef7fe36dc,c5,c3,3380,?,p2,
1769730800.5043843,CREATED,a7ec2546-c361-4233-bd92-c3dcf78b41da,23cb71e0-0a3a-42ec-9dba-961afe57642f,c5,c3,27,?,?,surb={'id': '1db3feaa-ff8c-4eab-99b0-b62ad1a84e57', 'route': ['p3', 'e10', 'i8', 'x9', 'p2', 'c5']}
1769730800.6521814,SENT,a3da665d-7f7c-4f44-9bba-7f3f2e585455,6b309363-a317-4c9a-b444-78105c301e5c,c5,c3,3390,?,p2,
1769730800.6523337,CREATED,ab97663c-139c-481e-af4d-004b1852e801,842186d9-53fb-4f35-aae7-ca2a622d96bb,c5,c3,27,?,?,surb={'id': 'e562ad6e-a130-4448-9476-7ba0a8b8ea7a', 'route': ['p3', 'e9', 'i7', 'x5', 'p2', 'c5']}
1769730800.7786584,RECEIVED,785f1a2c-2cb7-477b-a0ff-d76467c52e87,8066df30-c13e-4f15-a91e-6fdea3a06ea8,c3,c5,27,p2,?,surb={'id': 'c6d18237-ed4a-42ba-92c5-f9bd5dd2ec52', 'route': ['p2', 'e2', 'i10', 'x12', 'p3', 'c3']}
1769730800.8223565,SENT,a8a01d49-717e-45e2-9a13-a569772e2bde,235b01f2-ed0a-4ff2-bd68-963851daf7b0,c5,c3,3363,?,p2,
1769730800.822432,CREATED,9574f8f5-6956-40d8-8989-ad335b79f435,91caa856-aa99-414f-8b79-4c1a69bf4ba4,c5,c3,27,?,?,surb={'id': '45986a53-08e1-404f-a55b-77978a7d35f0', 'route': ['p3', 'e5', 'i2', 'x9', 'p2', 'c5']}
1769730800.8830225,RECEIVED,fa90658a-4777-458f-9f57-c94e94576a1f,f68163e7-f63e-4cc6-93c6-36ab169cbbab,c3,c5,27,p2,?,surb={'id': 'f800f591-bee1-45e6-9072-e4fd771e2a06', 'route': ['p2', 'e5', 'i5', 'x6', 'p3', 'c3']}
1769730801.267128,RECEIVED,750fecc4-272b-4ba1-952e-860bb29bbc36,7b521995-3271-4772-bbbc-57c67e89232c,c3,c5,27,p2,?,surb={'id': '622a692e-a434-490c-9533-c343747d38ff', 'route': ['p2', 'e3', 'i6', 'x4', 'p3', 'c3']}
1769730801.6020255,RECEIVED,efd09196-ef4d-4bc7-a462-1a14fedefa88,7f3d7fcc-16de-4d31-8145-308ab233a5c4,c3,c5,27,p2,?,surb={'id': '2b3e8846-3730-40be-91f5-6c73307c2e30', 'route': ['p2', 'e3', 'i7', 'x6', 'p3', 'c3']}
1769730801.6130035,SENT,1d6de23f-afdd-44ca-ba18-cfb135c95bf7,6734b3fd-7db8-4782-93d0-f502e39cb4dd,c5,c3,3360,?,p2,
1769730801.6131701,CREATED,39b4d1db-030e-4142-918d-8c8cba1ed32a,4c342aac-4455-42ac-b452-788afd81c380,c5,c3,26,?,?,surb={'id': '9b1b0d9e-e58f-4a62-baff-da23623afe7f', 'route': ['p3', 'e5', 'i5', 'x12', 'p2', 'c5']}
1769730801.6352592,SENT,ae002a85-ffca-4b30-8981-51d4f557107a,6b21751d-38af-4a2f-9276-efb0c7a17fb8,c5,c3,3395,?,p2,
1769730801.6355417,CREATED,01b2cd1d-8802-4fb6-97ec-f0d9fe5c26b3,bbf49225-d7b8-4192-820c-b6a09c748912,c5,c3,27,?,?,surb={'id': '2ea81248-dcb4-488d-b32e-01551d6a8bd1', 'route': ['p3', 'e10', 'i6', 'x3', 'p2', 'c5']}
1769730801.6781492,RECEIVED,c768091b-1c85-421f-8815-a892d1395aec,5cdb0726-2997-44b7-a1f7-f365b02c287f,c3,c5,27,p2,?,surb={'id': '5f4c652b-65e1-4538-8b08-2da70c59bfb4', 'route': ['p2', 'e3', 'i2', 'x2', 'p3', 'c3']}
1769730801.7286496,SENT,454d2953-a17e-492f-8ca3-4afe2926fcb6,807f90ad-32d4-457a-80df-52a07a751051,c5,c3,3375,?,p2,
1769730801.7287843,CREATED,d84dd419-5931-4166-8224-f72290d11cf3,57bb2739-f716-40f4-a97c-7c16d510b720,c5,c3,27,?,?,surb={'id': '7431272e-6b4f-4c25-a811-7977edffe925', 'route': ['p3', 'e1', 'i10', 'x5', 'p2', 'c5']}
1769730801.747229,RECEIVED,0ee39890-23e5-40e5-961a-7e4c9869d9ed,0cdf5093-57e1-442a-a170-25f2a548cd6d,c3,c5,26,p2,?,surb={'id': 'a5c589bc-ccdc-4cc1-8af2-2d44d64e7d28', 'route': ['p2', 'e12', 'i8', 'x9', 'p3', 'c3']}
1769730802.172268,RECEIVED,e151f84a-72aa-4179-811d-6e52e4809ca9,0c3ff3c8-0c9a-467a-8dc3-4754a2bbb867,c3,c5,27,p2,?,surb={'id': 'fde0d893-41bf-4145-8e40-8c734f4668f9', 'route': ['p2', 'e6', 'i3', 'x10', 'p3', 'c3']}
1769730802.202593,SENT,2757a46e-d922-4f19-9311-d3d9d090301e,2cffb54d-6bc0-48e7-a015-aede680f8dbe,c5,c3,3388,?,p2,
1769730802.2026849,CREATED,23074e2f-8c9f-4dba-8ba0-9a856168124d,3ca560fa-208b-484c-8392-3021bda476d7,c5,c3,25,?,?,surb={'id': '68a681e0-0e02-4bd6-a433-7edd6057a638', 'route': ['p3', 'e8', 'i2', 'x8', 'p2', 'c5']}
1769730802.2837665,RECEIVED,71eca552-6ced-437d-842c-9b56c1afdacf,06d5319f-8551-4b8b-914f-65dc3dc43bdd,c3,c5,26,p2,?,surb={'id': 'c63e684e-7c0f-4bb8-9a7f-f48c0f79ea9c', 'route': ['p2', 'e4', 'i9', 'x10', 'p3', 'c3']}
1769730802.433808,SENT,96aca732-2471-4451-a3b9-c0d9d0f59c49,675e699c-06f9-426d-b335-e8382a9f797f,c5,c3,3391,?,p2,
1769730802.4339197,CREATED,0b466dc7-9e15-4885-b309-147962516dca,5b6514af-fe91-4811-940b-ed7ddf039fbe,c5,c3,27,?,?,surb={'id': '639f3684-1c76-4fdf-a978-3323bfbfbace', 'route': ['p3', 'e5', 'i10', 'x10', 'p2', 'c5']}
1769730802.7356508,RECEIVED,5c296cac-32e7-4347-a89c-2ededecd7788,1c90ab5f-c17a-4731-82d9-fa2d1737f0fa,c3,c5,27,p2,?,surb={'id': '40d67877-33ff-42e4-a5a0-7d4f68c2b1c9', 'route': ['p2', 'e10', 'i5', 'x9', 'p3', 'c3']}
1769730802.7948287,SENT,2ae08ef7-8768-4317-9ab3-0ffc97d95402,e8b5f723-c18f-4a08-97f1-31ba741492a1,c5,c3,3380,?,p2,
1769730802.7949216,CREATED,e52999ce-91f4-4fba-bd68-b9de164c594e,71323661-ed97-4aa8-abf9-eaaa8d9339f1,c5,c3,27,?,?,surb={'id': '46e82936-e321-446e-a7ed-be34602763e0', 'route': ['p3', 'e9', 'i8', 'x7', 'p2', 'c5']}
1769730802.9053893,SENT,1c18aab9-1034-4440-b825-c74748ed157d,b6cc8bd3-2808-48be-b5d2-050dc496af6f,c5,c3,3392,?,p2,
1769730802.9060936,CREATED,3c4cc672-00a5-4535-bb47-42638d1e1d9e,ae11bc7e-b6a8-43b0-a178-17fc7d5da419,c5,c3,27,?,?,surb={'id': 'cfe8c13f-5f60-4f85-aa13-98a10f2dc75e', 'route': ['p3', 'e12', 'i1', 'x6', 'p2', 'c5']}
1769730803.1409771,SENT,234445ba-565a-493c-b55a-1f5b6d58bba4,b2218685-d2f7-43d6-8321-4a941e00bec2,c5,c3,3384,?,p2,
1769730803.1410654,CREATED,12ba3e2e-0408-45b8-85ea-3e966927403e,2e2aaca2-824a-4aa6-9b64-c830563f3c9b,c5,c3,24,?,?,surb={'id': 'a05fbf11-248d-4160-b3f6-81c9bb32c850', 'route': ['p3', 'e1', 'i6', 'x11', 'p2', 'c5']}
1769730803.2387073,RECEIVED,98645dc0-4f2e-42db-8672-af4c456bcc43,7395b0a5-ad4c-4356-ae89-7bc91d82720a,c3,c5,26,p2,?,surb={'id': '86ef3ec0-0f22-4d48-9490-7af14ee25878', 'route': ['p2', 'e11', 'i4', 'x4', 'p3', 'c3']}
1769730803.2913055,SENT,3238ab85-c427-486f-8622-c0348aeaf864,adab3831-4a97-4133-9177-94ba60aaba2f,c5,c3,3359,?,p2,
1769730803.2913792,CREATED,a278b1fb-126a-474c-91dd-01221d389908,c82c7859-95f5-483d-a296-26ac333d69bd,c5,c3,26,?,?,surb={'id': '1551016b-3734-44cb-a994-1b27ae603c1c', 'route': ['p3', 'e1', 'i1', 'x4', 'p2', 'c5']}
1769730803.523589,SENT,de4158e5-b395-4bab-95db-0215aa3f36c0,73deb0ab-e956-471b-8173-e9710320ac35,c5,c3,3401,?,p2,
1769730803.5236647,CREATED,05c5b571-5dfc-4f26-988a-d566e34029b6,bc0843d3-9d47-4413-9673-4b9d0be45f74,c5,c3,27,?,?,surb={'id': '8e6aba11-74c3-4412-a6d5-a52b94233912', 'route': ['p3', 'e1', 'i12', 'x11', 'p2', 'c5']}
1769730803.5380776,RECEIVED,06853ed7-4f3d-4a3d-a900-2a72af537fba,73c1b782-befd-4021-bbbb-1235988fbab8,c3,c5,27,p2,?,surb={'id': '3b8070c5-4753-4832-87ea-258f8a83aa0b', 'route': ['p2', 'e11', 'i7', 'x6', 'p3', 'c3']}
1769730803.557653,SENT,52c7c6e0-b778-4c39-ac2f-9e6d3c65fef1,4d16ebf0-0307-4da0-a7fc-a2897af4c584,c5,c3,3365,?,p2,
1769730803.5577269,CREATED,7a4b0658-f604-49dd-992f-325a78dc63b4,8bef9d06-7a10-4598-ae9d-fc497f2bc090,c5,c3,26,?,?,surb={'id': '4ea403f3-3a3c-4ab5-8ba2-66130c47650d', 'route': ['p3', 'e6', 'i6', 'x9', 'p2', 'c5']}
1769730803.6181087,RECEIVED,a52f0ecb-0f11-4366-bc39-afa3c9a47487,b736f161-db9f-44fe-8981-775d84c9fe38,c3,c5,27,p2,?,surb={'id': '60bcc1b8-eecc-4823-b59c-0bddf86942ca', 'route': ['p2', 'e8', 'i3', 'x11', 'p3', 'c3']}
1769730803.6347353,RECEIVED,e6542aaf-a341-48ee-a29b-0251c6c89baa,eba72d29-08ba-40e4-833b-819e7188111f,c3,c5,27,p2,?,surb={'id': 'e34cad7b-b95f-48fa-aeca-a888500656eb', 'route': ['p2', 'e4', 'i4', 'x3', 'p3', 'c3']}
1769730803.6567795,RECEIVED,b0cc37dd-319b-43aa-b3b6-af7e45ef4e88,0b1470c3-0872-435b-80f2-3e8e787dcfcd,c3,c5,27,p2,?,surb={'id': 'bbb1f3f6-c944-48d7-b87e-772f9ef3dbf2', 'route': ['p2', 'e1', 'i3', 'x11', 'p3', 'c3']}
1769730803.9422534,SENT,8af994a9-baab-4cf5-b2be-ea1ce1ab3dfd,bf17b795-0641-4429-9fe8-1aa490e21f56,c5,c3,3373,?,p2,
1769730803.9423413,CREATED,7e528a00-9d87-4820-a0e7-aa5cc1306aa6,38b8e691-16f5-472f-ab70-6107f65c9630,c5,c3,27,?,?,surb={'id': '5e36ee4e-8846-4d4f-925b-08a12d1b8636', 'route': ['p3', 'e8', 'i9', 'x6', 'p2', 'c5']}
1769730804.4298668,RECEIVED,22f07540-7fec-404a-8a96-e92d788312a1,6508a884-0cd1-4394-9629-a86027a51d0c,c3,c5,26,p2,?,surb={'id': '8905a51e-d027-4a71-91b2-5409a99192bc', 'route': ['p2', 'e11', 'i5', 'x4', 'p3', 'c3']}
1769730804.4569857,RECEIVED,e5306ae8-b1c0-4879-a587-f226c23d4cba,298df0c0-8f8a-4839-8162-ac96aa3b7287,c3,c5,27,p2,?,surb={'id': '0be267f9-03aa-45c6-9235-daf2db5c552e', 'route': ['p2', 'e11', 'i1', 'x11', 'p3', 'c3']}
1769730805.1776295,RECEIVED,ad674baa-03e0-4605-9946-1f55722b0039,bf8e67c3-b5a2-4f61-a6a6-72d172a11f07,c3,c5,27,p2,?,surb={'id': 'c45547bb-27e8-4d9b-811a-704c50fe9baf', 'route': ['p2', 'e5', 'i9', 'x5', 'p3', 'c3']}
1769730805.2180247,RECEIVED,72b476dd-790d-4314-9392-a3372513c3c8,cb0e0274-3fe1-41b0-9f81-3c6fd4d65bfb,c3,c5,27,p2,?,surb={'id': '2a82a3f6-18e5-4e47-a95f-284b5369402c', 'route': ['p2', 'e3', 'i10', 'x12', 'p3', 'c3']}
1769730805.3754494,RECEIVED,4f7364a0-aff5-4c60-b562-c6f7e3d43b72,a89d480b-9b20-4d56-b5a8-f9ea5004442c,c3,c5,27,p2,?,surb={'id': '3fefe7fc-2a0b-45b6-8f4a-6139fba356db', 'route': ['p2', 'e10', 'i1', 'x6', 'p3', 'c3']}
1769730805.4536157,RECEIVED,33b41269-4f2c-4c95-9cec-68d2d37b01ad,0f1815dd-fff6-4a03-a2f1-e49c5a6c6576,c3,c5,27,p2,?,surb={'id': '09ac9a16-f297-4150-91cd-52b32017899d', 'route': ['p2', 'e1', 'i6', 'x8', 'p3', 'c3']}
1769730805.5143178,RECEIVED,3bc49210-785a-4c25-82b4-cfa843b7645d,baead36e-3328-4c3a-b7e1-5cc68a5d221c,c3,c5,27,p2,?,surb={'id': '419116c4-fa04-4e6b-8f68-4669c1a8d838', 'route': ['p2', 'e8', 'i11', 'x9', 'p3', 'c3']}
1769730805.7963881,SENT,46d90236-be36-4241-bf72-bcb8f3a7dc91,91aa5939-9fdf-4c82-a9d7-c1f9c32bbf15,c5,c3,3368,?,p2,
1769730805.796537,CREATED,b9a5eee4-1867-4317-8542-f4c44303ef26,0a5a5cc9-f453-4ea5-9b70-36b81cdf2898,c5,c3,27,?,?,surb={'id': '65472ecb-8fb9-4fa2-b50c-6001040b701a', 'route': ['p3', 'e6', 'i1', 'x7', 'p2', 'c5']}
1769730806.0473483,SENT,912178a4-51ca-4929-ad9f-304a9a150a2d,3cd4c4eb-b05a-4c26-9bfa-529724f8a4e6,c5,c3,3392,?,p2,
1769730806.0474102,CREATED,b168887b-cfb9-407e-b9f8-6bf94cec5267,b9d8deeb-85b5-44ae-9240-b75151b09be4,c5,c3,27,?,?,surb={'id': '948363fc-bd54-4b53-8579-f55aa7b9a18f', 'route': ['p3', 'e12', 'i10', 'x11', 'p2', 'c5']}
1769730806.1334558,RECEIVED,abbc4cd9-c11f-47f7-b3c1-41746ca9c00d,69f3dc33-a9bf-4ebc-a6c0-07ae769d725d,c3,c5,27,p2,?,surb={'id': 'a6272122-5c8f-4ae6-960f-663b9a4328de', 'route': ['p2', 'e11', 'i7', 'x9', 'p3', 'c3']}
1769730806.5127304,SENT,284d721a-ad9a-4a87-843d-bea1ae490f2a,b2f81454-402b-40d6-a546-5ff65ef840d9,c5,c3,3399,?,p2,
1769730806.512884,CREATED,cbc072fd-f715-4df5-a413-b5e2bc455915,b08c13ad-fd6b-47f1-ae58-4e2b147b8ca6,c5,c3,27,?,?,surb={'id': '3e0b0020-4d1f-4014-b8e9-1c7901f46979', 'route': ['p3', 'e11', 'i7', 'x6', 'p2', 'c5']}
1769730806.8010879,SENT,9d07ad5e-8cea-47eb-98f3-6eb094fdc7b6,f7de2a24-6bd2-46c7-aac1-3187ce763799,c5,c3,3399,?,p2,
1769730806.8012457,CREATED,f7a0957a-291c-4975-80a9-52e930920761,6b7bee7f-ea47-45f1-85e1-f879ca5fc936,c5,c3,27,?,?,surb={'id': '3123e4c6-12e2-4eef-b1be-7ed5b32d68d1', 'route': ['p3', 'e3', 'i8', 'x5', 'p2', 'c5']}
1769730806.90922,RECEIVED,d17080ab-8cd3-4acb-b646-908ce44a6532,cd96dc18-346f-4c6d-b615-94004b859a4a,c3,c5,27,p2,?,surb={'id': 'b91f697f-0eb1-4816-a3b2-52f541decbd0', 'route': ['p2', 'e1', 'i3', 'x11', 'p3', 'c3']}
