timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769730646.5625741,SENT,317f8d20-6ba6-41b7-b1ad-1a2f92712a18,fc9ac964-be94-4eed-bf41-7aaf766e2fb8,c1,c2,3359,?,p1,
1769730646.5627353,CREATED,f24d780c-9dcf-49d5-8d09-450128911f55,d452f0b0-8f18-4433-8be9-a6c70c91ca53,c1,c2,27,?,?,surb={'id': 'ca84a039-f206-4ab1-a36e-577be467025f', 'route': ['p2', 'e5', 'i5', 'x1', 'p1', 'c1']}
1769730648.5187943,CREATED,aa530695-01d6-4617-9b57-2e5b852ef5d3,e935333c-903e-4ac3-a321-7b32f9e416c8,c1,c2,26,?,?,surb={'id': 'a72fd5de-5f31-4f9e-8b65-32c79ba251ef', 'route': ['p2', 'e2', 'i8', 'x8', 'p1', 'c1']}
1769730649.0272567,SENT,34e82a11-a1b0-4c24-92c9-79134b197f27,3a9ea59c-9d55-4e3d-b5ef-3f267ebf98e4,c1,c2,3383,?,p1,
1769730649.0273921,CREATED,9a2a2cb6-2e14-4d28-8314-9bfbac365850,c32dd22d-0a25-4516-bbf1-ff90dfc382fe,c1,c2,27,?,?,surb={'id': '08180fb4-f1bc-4409-8b8c-a5df3329e1ae', 'route': ['p2', 'e9', 'i3', 'x3', 'p1', 'c1']}
1769730649.0906794,RECEIVED,9bee6a24-a5fd-448e-81e4-bc63d79e9e15,d8ae43b0-d73d-43dc-8dc8-fc165fdc3792,c2,c1,27,p1,?,surb={'id': 'b802d64c-d104-4e8e-b863-67b3809efc37', 'route': ['p1', 'e2', 'i3', 'x10', 'p2', 'c2']}
1769730649.1307788,SENT,ce01cde4-f1cd-437d-8594-24128f22d1fb,16da397e-c7cb-4e69-8f34-8f0796632bf6,c1,c2,3378,?,p1,
1769730649.130926,CREATED,60e2d471-5265-44fb-bdec-62c851af1bed,3c4d3f89-2090-4672-9649-0798837a6dfa,c1,c2,27,?,?,surb={'id': 'cd27c766-fc9d-471b-8911-d3b90d127cbd', 'route': ['p2', 'e9', 'i2', 'x7', 'p1', 'c1']}
1769730649.138959,SENT,35928fdd-f8e9-4872-95eb-d5ef13b20853,08746675-345f-4c8b-9f93-7f95e5845ae6,c1,c2,3356,?,p1,
1769730649.1391208,CREATED,615758cc-c74b-4fbf-bf16-ca4bd1e10c4b,38c6cb98-10bf-42b3-9801-7c529c9141ec,c1,c2,26,?,?,surb={'id': 'f428c0a8-63b8-4554-9b81-170560e72031', 'route': ['p2', 'e5', 'i3', 'x5', 'p1', 'c1']}
1769730649.322458,RECEIVED,5b758386-e7a2-42c4-a212-50f36ee43b1e,63102c45-9c85-4e28-9c8b-a98d68139347,c2,c1,27,p1,?,surb={'id': 'a7b9e53c-65fa-4a11-aa64-5e6305a1d0e0', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c2']}
1769730649.3568697,SENT,e2c2a9d7-0e4b-4902-a936-d7ea0f6bbb21,f3c5726f-b32c-4b14-8ec9-c11412ad8d7e,c1,c2,3377,?,p1,
1769730649.3569987,CREATED,0b19a9f0-3412-4c12-8701-feeb6610b843,7bb1529e-1247-4192-bf4e-cd4704425838,c1,c2,27,?,?,surb={'id': '17f51810-1af8-4617-a76a-f4510d2cb14f', 'route': ['p2', 'e7', 'i5', 'x4', 'p1', 'c1']}
1769730649.4546764,RECEIVED,4f77e033-a50a-43a9-8ce5-883fa828d125,1c286bdc-3fdd-474f-ba49-31665cf9904d,c2,c1,27,p1,?,surb={'id': '95e1b316-477a-4c24-81b2-1f8d367cfec7', 'route': ['p1', 'e9', 'i6', 'x8', 'p2', 'c2']}
1769730649.6394217,SENT,263304d9-03b8-4e41-965f-3b700fb8671f,9aa070a2-04d4-40ca-a0cf-af57e4a4eb4e,c1,c2,3375,?,p1,
1769730649.6395707,CREATED,dd78bba0-3160-4370-bcd8-7ca1e53075bb,57d90003-f7ef-4bc8-b3ff-b28205f937fb,c1,c2,26,?,?,surb={'id': '45b4b041-fa3f-4a38-b170-7622332e1fbd', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769730649.8705926,RECEIVED,c3133ffa-3128-4561-b27b-d078bd11c7d5,0c16d7dc-d148-4b95-bfc8-98cc57dfeec2,c2,c1,27,p1,?,surb={'id': '018e584f-d238-486b-900d-4203b7f52a4c', 'route': ['p1', 'e8', 'i2', 'x8', 'p2', 'c2']}
1769730649.904436,SENT,2e3d9799-2da8-435a-8db0-570add4116ca,34401197-485d-40b7-bdbd-76fb48dbb175,c1,c2,3384,?,p1,
1769730649.9045808,CREATED,45f401bb-dc6b-4351-9db4-c519425fa4ae,e667f40e-6085-4e9a-9236-644885775672,c1,c2,27,?,?,surb={'id': '16d901bf-888f-483a-8d52-0ac0af57f6ed', 'route': ['p2', 'e7', 'i5', 'x7', 'p1', 'c1']}
1769730649.9416492,SENT,85d2f088-f374-441c-bca9-2db434f8a8a6,1ba115fd-da5c-4f72-86d7-6d1b6eaa90ac,c1,c2,3356,?,p1,
1769730649.9417803,CREATED,df791eab-9a9d-4bed-97ab-4a6c8c112af9,40b61a14-af3e-4c46-9219-e0bac319b1a1,c1,c2,26,?,?,surb={'id': 'ecd652df-479b-4c79-9017-1541b2c5ef9a', 'route': ['p2', 'e11', 'i6', 'x7', 'p1', 'c1']}
1769730650.1074498,SENT,34839e05-34be-480e-aa1d-712fc5db78a5,75bd282e-7d62-466a-9cf2-c26061bcf87b,c1,DROP,2015,?,p1,
1769730650.107573,CREATED,3f047104-bc8b-4d9e-b097-a1ad514a002d,a8590780-71ba-4a05-b89d-708c398fc53d,c1,DROP,25,?,?,
1769730650.4258378,RECEIVED,26809d81-4624-4cd4-938a-1737e2a67627,0b5b1fd8-a395-496a-8417-5fd5733bda27,c2,c1,27,p1,?,surb={'id': '1c0315c7-b134-4f67-92f2-32649cebbaca', 'route': ['p1', 'e5', 'i10', 'x10', 'p2', 'c2']}
1769730650.6668158,SENT,07185a51-8b73-4ef5-a45d-100e8b7df752,e4b2fbcc-416d-4e78-9cff-8355d5576497,c1,DROP,2025,?,p1,
1769730650.6669557,CREATED,fb076a57-9f44-46d6-9671-acf983dcb186,382a5f09-d64b-4466-9d5c-f2b21e53acba,c1,DROP,27,?,?,
1769730650.8254287,SENT,07e18f8c-429e-4daf-a56d-d3951f4e7c1d,8a88827c-1925-4aed-8db4-36d6f90b0d02,c1,c2,3392,?,p1,
1769730650.8255565,CREATED,eef33023-735a-419b-b037-880c192512a5,55afdaa9-accd-49ee-996c-b6ac71165df7,c1,c2,27,?,?,surb={'id': 'f6ed240f-1541-4ebb-819a-1477b9b0bc03', 'route': ['p2', 'e11', 'i6', 'x12', 'p1', 'c1']}
1769730650.9130764,SENT,41e30232-63c8-4859-b873-69d6f7deabe6,53b8d733-067e-4ab2-988b-5ca89e4b0476,c1,c2,3380,?,p1,
1769730650.9132347,CREATED,5c3a5846-8430-483a-98af-cc6bd2748157,c848d305-92f1-46b4-a1e3-3d9dfaa9a49b,c1,c2,27,?,?,surb={'id': '185be604-95c1-4bd4-aae4-003c7d341af6', 'route': ['p2', 'e1', 'i3', 'x9', 'p1', 'c1']}
1769730651.124935,SENT,21e6c747-7f84-441c-b2c7-ad3f57f22305,868f3f71-bc51-423c-be47-70ebf7d1e27b,c1,DROP,2012,?,p1,
1769730651.125741,CREATED,427f8db9-8d54-474c-90da-88ca3850c818,8cd2717a-1975-4349-a9ba-cff2d83b97fb,c1,DROP,25,?,?,
1769730651.3507826,RECEIVED,25e66b80-e81b-4f23-95b3-32e485455298,6a763b9f-f3aa-4b8f-b120-1b2df14ba6e5,c2,c1,27,p1,?,surb={'id': '07ba921e-2f87-448c-9a39-e40c7f8bd02b', 'route': ['p1', 'e11', 'i11', 'x3', 'p2', 'c2']}
1769730651.879592,RECEIVED,a12e6619-f885-4429-891b-1aa7bfbc243e,b448abed-91ae-46bf-94cf-e82109948f69,c2,c1,27,p1,?,surb={'id': '2e60b33d-298b-4a17-bdec-4702a13b4f6d', 'route': ['p1', 'e4', 'i7', 'x7', 'p2', 'c2']}
1769730652.0346537,RECEIVED,71b199ce-99e2-44c9-9dcd-cb871f8d0bec,931ecdbe-55b8-423e-b770-ea589cc8693f,c2,c1,26,p1,?,surb={'id': 'e93d689d-27b4-424b-b136-33e924f4f667', 'route': ['p1', 'e10', 'i4', 'x7', 'p2', 'c2']}
1769730652.1138515,RECEIVED,6ab1ea49-8676-414b-96a5-d74dc6b53f5e,553653d7-82ea-4668-aa31-b20d5735e63e,c2,c1,27,p1,?,surb={'id': '3a802694-f982-491b-8bb3-0f10457c233f', 'route': ['p1', 'e12', 'i2', 'x8', 'p2', 'c2']}
1769730652.137672,RECEIVED,148b0545-3a7a-4ff9-8cd9-ab965ae9a6be,23d71501-3007-4f10-8127-f0670fbf87f8,c2,c1,27,p1,?,surb={'id': '5a252346-5ed7-450e-a8ab-16c042770c48', 'route': ['p1', 'e1', 'i6', 'x7', 'p2', 'c2']}
1769730652.5477293,RECEIVED,d9915a5a-3535-4c43-ba36-23ff8b05aa6f,1145e8de-ef0d-4314-bbb4-a83047563970,c2,c1,27,p1,?,surb={'id': '59b23e69-e2d7-46e3-9fc8-0077df234b06', 'route': ['p1', 'e3', 'i11', 'x11', 'p2', 'c2']}
1769730652.6378095,SENT,e58acabd-e171-461a-86de-f97bd6e1d867,a89ab0e9-3d17-4c9b-82f6-860e8f7c83b8,c1,c2,3380,?,p1,
1769730652.6379576,CREATED,b87b3fa0-92ba-40c5-8f80-c02abea2c38a,e4f28be3-1fdb-4931-8fd1-3bc18f5ee957,c1,c2,27,?,?,surb={'id': '2849434e-536a-4550-a99d-e00331fb6b5a', 'route': ['p2', 'e3', 'i11', 'x8', 'p1', 'c1']}
1769730652.7554,SENT,8aebbd69-e6bf-4de1-a2fc-49a767a1c63c,6ba63708-52ce-4e6a-b322-e8f2acf95feb,c1,c2,3380,?,p1,
1769730652.7555342,CREATED,d2961cee-3345-4105-87e7-d90abbb8f2a8,f9b1b01d-c5f8-4219-8dbf-62e43d9f5cde,c1,c2,27,?,?,surb={'id': '12f31384-455f-43be-8767-156aee8a1cfc', 'route': ['p2', 'e6', 'i8', 'x8', 'p1', 'c1']}
1769730652.7726321,SENT,d85efa18-2895-45b8-bc59-ebd0f81ede01,deb86284-14c5-4547-baec-daf0e42c90dc,c1,c2,3379,?,p1,
1769730652.7727668,CREATED,2593f1fc-3f1d-408a-b032-42fcc6e0e961,0f451fa9-ff98-4130-8942-433fc6a634d5,c1,c2,27,?,?,surb={'id': '59a489aa-490c-4cb6-a28b-5022b9311923', 'route': ['p2', 'e5', 'i4', 'x4', 'p1', 'c1']}
1769730653.021063,SENT,9b5d077f-00c1-496f-8870-4cc8d2c6fdc4,29f481e8-d425-4f3b-9451-092520ca47f3,c1,c2,3359,?,p1,
1769730653.0212324,CREATED,53c31bf5-385b-4a8d-b3ea-dbb673ec9d35,c802a68a-1c74-4945-ab5f-b0d1f434d39b,c1,c2,27,?,?,surb={'id': '53f559ea-6566-4b97-95c4-a18baae30960', 'route': ['p2', 'e1', 'i8', 'x6', 'p1', 'c1']}
1769730653.3587384,RECEIVED,d6d53dd0-0649-4c77-9314-a7bc32c43ad0,e3c866ba-b3f3-43a4-b39b-e07f7ad79784,c2,c1,26,p1,?,surb={'id': 'fa6113b2-c657-4c2d-99f3-ebc6b52d0f5e', 'route': ['p1', 'e5', 'i4', 'x10', 'p2', 'c2']}
1769730653.4861038,SENT,70f26afa-5c1e-4f1c-9297-e6b0bc1b73e6,d686e297-5790-4b8f-8f97-5372423c8e2c,c1,c2,3375,?,p1,
1769730653.4862397,CREATED,e99d2cda-dc16-40a1-8e05-de7ad9fb5eb6,d11db6b2-941d-41f7-b9bb-1a774bc22fbc,c1,c2,27,?,?,surb={'id': '8fdad93b-046e-480e-ba68-dd25a64338d4', 'route': ['p2', 'e7', 'i6', 'x1', 'p1', 'c1']}
1769730653.732126,SENT,f23fa112-a1f5-4c71-a045-78457c4accd6,1b68eadc-6996-4bf1-8c8b-7c9911a26cac,c1,c2,3359,?,p1,
1769730653.7322605,CREATED,e61de955-253c-444c-934d-ce61ca4ee4b2,0c16eead-4cec-4c99-8b64-19ee8b88c5d2,c1,c2,27,?,?,surb={'id': 'aa46913b-4fca-4d68-89a2-6a9a790c71f6', 'route': ['p2', 'e1', 'i7', 'x1', 'p1', 'c1']}
1769730653.8112788,SENT,cf11497f-066c-4e4d-ba97-eae9e0ea2d14,30f971be-a85f-4ad5-b8c3-80d2403c2e13,c1,c2,3393,?,p1,
1769730653.8114061,CREATED,cade6754-f0b7-440e-ba7b-04d1c78022b2,7a909ffb-a20b-440a-b99c-41173cdb831f,c1,c2,27,?,?,surb={'id': '9335c588-41e0-4e27-a105-26d5930a3658', 'route': ['p2', 'e12', 'i12', 'x6', 'p1', 'c1']}
1769730654.0322382,RECEIVED,f8c53e62-1aea-4ab4-a590-f4a01d04763c,37434073-e147-4bdc-8988-579f46ccd40a,c2,c1,26,p1,?,surb={'id': 'efed9cb1-5b98-476c-8f2e-17d0e6e43445', 'route': ['p1', 'e1', 'i1', 'x10', 'p2', 'c2']}
1769730654.4046087,SENT,a3822e5a-450e-49ab-b472-7195e0dd9f9d,5d521e49-86a6-4fb9-a36d-3a5f582fab0c,c1,c2,3367,?,p1,
1769730654.404944,CREATED,be752d57-9eb3-407d-8127-ea52cc474f0b,135d2f29-6a4f-4d49-b949-026dcc730b58,c1,c2,27,?,?,surb={'id': 'c4185f36-7dbc-446d-b9e6-c7d666abaf5d', 'route': ['p2', 'e6', 'i11', 'x5', 'p1', 'c1']}
1769730654.5315318,SENT,3e21b4e3-cf8c-4122-8d9a-66fed59be53d,797c3173-5841-4b49-8a22-34086dd3fac2,c1,c2,3367,?,p1,
1769730654.531665,CREATED,328e099a-6979-424e-9b73-01839f2fa63f,b6c7e007-dfec-4af0-be09-648bdb915997,c1,c2,26,?,?,surb={'id': 'bb40e86b-bbb5-4253-a460-f6007d7138fd', 'route': ['p2', 'e9', 'i8', 'x7', 'p1', 'c1']}
1769730654.5443206,SENT,92f54574-2646-4c90-826b-fb00222f9a94,bb190f30-a86a-4115-bd7b-21bbedb8cfbb,c1,c2,3384,?,p1,
1769730654.5444582,CREATED,f85198a8-fd41-4962-a9cd-0d2230d393ad,4e036e52-f16e-4e48-9b0b-748947967702,c1,c2,27,?,?,surb={'id': 'f7531fa4-4149-41aa-a0ff-3382fac9e3fb', 'route': ['p2', 'e3', 'i8', 'x2', 'p1', 'c1']}
1769730654.559836,SENT,7012d4c6-8617-4e85-b923-b19b2da3c34f,8611b904-8e4f-4fff-8e77-7c82414673a2,c1,DROP,2047,?,p1,
1769730654.5599473,CREATED,a33849f2-470c-44bd-84db-4820c539c236,fba11ade-c80b-4064-a0ef-fb83fd8d46a6,c1,DROP,27,?,?,
1769730655.3087304,SENT,11ef25e9-db66-4875-98ae-d3f218969355,b908bcaf-342d-4213-bc64-5bba5f44e5b8,c1,c2,3359,?,p1,
1769730655.3088636,CREATED,4fe8a354-99ca-41c5-9020-58fcd5dc2e07,1e587a0e-d048-40e8-911a-0c2a15f2545c,c1,c2,26,?,?,surb={'id': '5007669b-ad5c-4199-b447-87bc5e554c6c', 'route': ['p2', 'e6', 'i11', 'x9', 'p1', 'c1']}
1769730655.3655272,SENT,084e6688-d6fd-485f-b5b7-c258df7d81a6,ebf0f54d-0b91-4a30-80ce-19559652d143,c1,c2,3380,?,p1,
1769730655.3656602,CREATED,64c207d8-2993-42d5-b7fd-ec1f8fef3d7f,3ced472f-bf79-4542-a3e6-4446d390c875,c1,c2,25,?,?,surb={'id': '65cb3fcb-f27b-4514-bd3d-e0d6f02852db', 'route': ['p2', 'e11', 'i8', 'x11', 'p1', 'c1']}
1769730655.537262,RECEIVED,83cea0f8-0b2b-459d-ae41-ee044811055e,8aaf63f1-76c9-4658-93bd-85274fdff359,c2,c1,27,p1,?,surb={'id': 'e11f22f5-b385-4158-9226-4c04419c6678', 'route': ['p1', 'e2', 'i5', 'x4', 'p2', 'c2']}
1769730655.673648,RECEIVED,138e5f36-cbdb-4c0a-b09e-c4a143d71f86,012a6fae-b575-4b0f-ad4d-06bf514c1285,c2,c1,26,p1,?,surb={'id': '750437ea-0549-4563-b7ba-3f0ec2557277', 'route': ['p1', 'e6', 'i11', 'x4', 'p2', 'c2']}
1769730655.721624,SENT,ab4144ab-fe33-448e-b8b4-f2ab9e364cde,0979e878-45d9-4c54-9b07-a7bdb028e904,c1,c2,3395,?,p1,
1769730655.721759,CREATED,d5ace5c0-98e9-411d-b9f7-5c53e541e6ca,eddebd3d-59ec-483d-a37c-b0fabc96ebef,c1,c2,26,?,?,surb={'id': '1d79383c-a347-4c52-8f9e-e8d167a41f81', 'route': ['p2', 'e11', 'i12', 'x11', 'p1', 'c1']}
1769730655.7310727,RECEIVED,fd8c0e02-a44f-4f6c-b536-6923eb5357c8,482ec4fb-b2a8-49db-ad42-f01bbd9f27da,c2,c1,27,p1,?,surb={'id': '86d2cfb8-0e4e-4e44-880b-e6a40cbe83d8', 'route': ['p1', 'e7', 'i9', 'x4', 'p2', 'c2']}
1769730656.4322703,RECEIVED,97eb484a-113b-47bd-bc02-0e9989a90533,b819061b-7682-476e-957c-f7baa0f48fe8,c2,c1,27,p1,?,surb={'id': '39400660-ba23-4a98-8b21-ec4bd097b19b', 'route': ['p1', 'e9', 'i3', 'x11', 'p2', 'c2']}
1769730656.8267505,SENT,c0debd49-ae07-4403-b051-a1d0127b4a8d,62ad8867-1846-4974-8d13-e4710859432d,c1,c2,3388,?,p1,
1769730656.8268821,CREATED,b87f20ee-bc06-4208-8bf2-4c455e1dd198,0c8ae6cc-08d9-4fcf-8324-e51c2e26fe41,c1,c2,27,?,?,surb={'id': '69d149ba-b325-4a68-aed0-0bad89eaf7f5', 'route': ['p2', 'e6', 'i4', 'x11', 'p1', 'c1']}
1769730656.9750721,SENT,a86132be-ff9c-4728-a4b9-c715616ebe9d,7c4a297d-531a-4a4a-87e8-cf107db9629a,c1,c2,3379,?,p1,
1769730656.9752066,CREATED,7acc6688-1cb7-43a9-a83c-9dd4a9f6564e,96d30f41-03e8-410b-86b8-d043061cc70e,c1,c2,27,?,?,surb={'id': '8fef035f-966d-47e9-affa-47d67f21ba66', 'route': ['p2', 'e2', 'i7', 'x7', 'p1', 'c1']}
1769730657.1724014,RECEIVED,a92edb95-a2ea-4452-8cc7-3a9e97798c0b,8711382d-3d9c-483a-a725-f00d1cd406c6,c2,c1,27,p1,?,surb={'id': 'f0edeb41-2bdc-41d1-bf41-3bc21af93e45', 'route': ['p1', 'e8', 'i1', 'x10', 'p2', 'c2']}
1769730657.2118387,SENT,f02a8373-dbcd-4de2-ab52-ed7fb269caba,f27d6d53-5024-4156-ad83-c7bd2f4f7911,c1,c2,3379,?,p1,
1769730657.2118979,CREATED,f6809f5e-7f79-4baa-a497-d8d1e283e750,264dc64f-7a8c-4e71-afdd-b5c444e10901,c1,c2,27,?,?,surb={'id': 'bef01eca-f51c-4e43-8cd4-87aa53edeb90', 'route': ['p2', 'e8', 'i1', 'x8', 'p1', 'c1']}
1769730657.2588537,RECEIVED,9ab48fdf-bafd-4ef1-8e7f-870b2b9fac0f,047dc668-adc8-406f-b93f-9d9ad826c884,c2,c1,26,p1,?,surb={'id': 'cd1fb874-b589-488b-a674-a4e135deba4d', 'route': ['p1', 'e10', 'i1', 'x10', 'p2', 'c2']}
1769730657.2906234,SENT,dafe9b91-eb19-4c3c-b8a6-258ae6821db0,38e5f282-f9ce-4c32-977a-95926017b8fe,c1,c2,3392,?,p1,
1769730657.2907228,CREATED,97a7062b-1501-4088-8c1d-469545da8fb1,116289dc-c8dd-4534-8108-fd01aee788d2,c1,c2,27,?,?,surb={'id': 'd0da8967-4908-4283-8dde-f5b42dc095d2', 'route': ['p2', 'e9', 'i5', 'x10', 'p1', 'c1']}
1769730657.4641433,RECEIVED,12426b37-30f6-4ab1-a70d-2f1d74b8e228,005714d4-310e-4696-b5a8-d5f748a1782e,c2,c1,26,p1,?,surb={'id': '2402cc18-1186-476e-b95c-69bcfa5bdfe3', 'route': ['p1', 'e11', 'i5', 'x4', 'p2', 'c2']}
1769730657.6032927,SENT,c4a8eb28-e98a-4dbb-8fbd-9a489ae31d47,b539f260-8b98-4896-bd2a-d5c10115833f,c1,c2,3383,?,p1,
1769730657.6034248,CREATED,fdb6a6db-ca0e-4aa1-8fcd-8c30e42b240e,b435075c-c87b-4d34-bab4-be1e76a7a799,c1,c2,27,?,?,surb={'id': '2cdb3e7d-80c0-4f0c-b793-30538926bbc9', 'route': ['p2', 'e12', 'i4', 'x3', 'p1', 'c1']}
1769730657.6349213,SENT,76a25854-8a57-4f86-9dc4-644b1ff6752a,af7a65ae-37be-4315-9f1e-e9513952b3cb,c1,DROP,2033,?,p1,
1769730657.6350656,CREATED,9d79980e-72e6-4ced-9410-845498b190ce,f4fc51dd-e279-458e-85cd-7e9a13e73cbf,c1,DROP,27,?,?,
1769730657.6905005,RECEIVED,ad8338d9-94f9-4833-b413-f5e907f4330e,426a1970-04d7-4b76-9fef-290fb40e3c16,c2,c1,27,p1,?,surb={'id': 'ca430650-2e6c-448f-b755-8c73118aa8a7', 'route': ['p1', 'e10', 'i3', 'x4', 'p2', 'c2']}
1769730657.8445516,RECEIVED,49c64598-2249-499c-9b21-750dff25e6dc,ebadf6ca-1b0f-47bb-b92f-8672810e1d48,c2,c1,27,p1,?,surb={'id': '6a6948fe-a9dd-4f61-a0b2-7752d6a0e214', 'route': ['p1', 'e7', 'i7', 'x12', 'p2', 'c2']}
1769730657.8917022,SENT,892a3974-c47c-48eb-83a3-0479764402db,78ea31a9-9952-4d43-91a7-acc36f027830,c1,DROP,2024,?,p1,
1769730657.8918092,CREATED,d79d2ea5-b060-47ea-a3f2-fab39f30560c,0372a269-dea0-4f0f-b846-8e81c41b6836,c1,DROP,27,?,?,
1769730658.254245,RECEIVED,25fab039-eef9-40b7-99d3-e658cd5180b9,8170b3f2-d7f0-4aa9-8d25-b9ebce6eeedf,c2,c1,26,p1,?,surb={'id': 'ef670bbc-a673-476e-9cce-612739f7fb9c', 'route': ['p1', 'e10', 'i4', 'x12', 'p2', 'c2']}
1769730658.2599921,RECEIVED,01788e62-479c-4cbe-af47-73e9e8e8a82c,6253cd17-ca3e-4b4e-9acb-93ebeaf399ad,c2,c1,27,p1,?,surb={'id': '63594cb1-f75e-4b0d-aaf5-ef4f689722d0', 'route': ['p1', 'e3', 'i12', 'x2', 'p2', 'c2']}
1769730658.2671244,SENT,5019d47f-5069-4c07-8344-81996980973e,cc574c63-3e62-4567-800b-138946191819,c1,DROP,2035,?,p1,
1769730658.2671928,CREATED,903ec005-2221-4aa4-83a8-de7844463019,5cd08536-3621-4b49-8f85-6972f5a933ac,c1,DROP,26,?,?,
1769730658.407601,SENT,a5f13535-bb46-438c-a1ae-575919c15693,908409dc-1c60-4d3f-b891-267785c72bbd,c1,DROP,2027,?,p1,
1769730658.407734,CREATED,b0710fb1-67b9-4e36-b11d-35634b2dfb55,34404697-a756-46b7-ae70-e6347f8b518b,c1,DROP,27,?,?,
1769730658.8396506,RECEIVED,707404a2-2402-4207-9d10-68b3e332d095,ad1282fc-dfd8-462c-a0a0-4411e4fb2bd4,c2,c1,27,p1,?,surb={'id': '89654d8e-8548-4674-9f88-4b2b8bcf8139', 'route': ['p1', 'e7', 'i12', 'x3', 'p2', 'c2']}
1769730658.9651601,SENT,779e6a83-8dd8-4a37-b7fb-cbc471f1b0ad,058385bc-de53-42f7-84f4-a490327d9807,c1,c2,3376,?,p1,
1769730658.9653141,CREATED,5e04e7ae-9b3d-4d32-a569-2c3cbba72f86,174aaf40-9ded-4e22-865e-af1df8f02ec2,c1,c2,26,?,?,surb={'id': 'ee616322-bbd8-4cf8-8b61-c573ca791ab9', 'route': ['p2', 'e7', 'i9', 'x6', 'p1', 'c1']}
1769730659.198967,RECEIVED,f9722fb1-060e-488e-a8ef-4528cdf4c311,3fc4272f-a5ac-4cfc-9d88-3497dc9cf04b,c2,c1,27,p1,?,surb={'id': '8614039b-2d0d-40e2-a660-175afa91db4a', 'route': ['p1', 'e12', 'i3', 'x4', 'p2', 'c2']}
