timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769730645.7661483,SENT,e0c09b1c-37c2-447c-847f-c5decc3baff6,b819934b-7e36-462f-8643-80618c119fa1,c2,DROP,2017,?,p2,
1769730645.7662916,CREATED,8141516c-7b54-46a3-885c-58de05f5b1ca,0b17ecf9-fa08-46bb-ba46-a526cf00b413,c2,DROP,27,?,?,
1769730646.5518398,SENT,45d17069-47b9-4c24-9e9c-96a1ad3c37e5,060d5128-47f9-446f-aaae-42d79c79ef2b,c2,c1,3386,?,p2,
1769730646.551996,CREATED,c3133ffa-3128-4561-b27b-d078bd11c7d5,0c16d7dc-d148-4b95-bfc8-98cc57dfeec2,c2,c1,27,?,?,surb={'id': '018e584f-d238-486b-900d-4203b7f52a4c', 'route': ['p1', 'e8', 'i2', 'x8', 'p2', 'c2']}
1769730646.9424384,SENT,8ce1e2e4-47db-41be-b0c9-6cd9d8c51f13,20837919-d5e5-46d2-a2f5-a89cd1471bef,c2,c1,3396,?,p2,
1769730646.9425876,CREATED,9bee6a24-a5fd-448e-81e4-bc63d79e9e15,d8ae43b0-d73d-43dc-8dc8-fc165fdc3792,c2,c1,27,?,?,surb={'id': 'b802d64c-d104-4e8e-b863-67b3809efc37', 'route': ['p1', 'e2', 'i3', 'x10', 'p2', 'c2']}
1769730647.7015097,SENT,498b160e-9665-4931-82d4-ebf7a1044fc3,90776448-9280-4bbc-ad69-4e8d2b729701,c2,c1,3375,?,p2,
1769730647.7016408,CREATED,4f77e033-a50a-43a9-8ce5-883fa828d125,1c286bdc-3fdd-474f-ba49-31665cf9904d,c2,c1,27,?,?,surb={'id': '95e1b316-477a-4c24-81b2-1f8d367cfec7', 'route': ['p1', 'e9', 'i6', 'x8', 'p2', 'c2']}
1769730647.7173042,SENT,13c77d15-dd79-4dc4-b51d-6522c1e6f941,3ad43a40-25df-4c66-bca6-03917ee91cfa,c2,c1,3388,?,p2,
1769730647.7174373,CREATED,26809d81-4624-4cd4-938a-1737e2a67627,0b5b1fd8-a395-496a-8417-5fd5733bda27,c2,c1,27,?,?,surb={'id': '1c0315c7-b134-4f67-92f2-32649cebbaca', 'route': ['p1', 'e5', 'i10', 'x10', 'p2', 'c2']}
1769730647.9209504,SENT,a7c8c651-9133-4203-9f93-8dae4af26447,bf21c55d-faf0-42c9-bb76-2ddf9b263082,c2,c1,3383,?,p2,
1769730647.9211361,CREATED,d9915a5a-3535-4c43-ba36-23ff8b05aa6f,1145e8de-ef0d-4314-bbb4-a83047563970,c2,c1,27,?,?,surb={'id': '59b23e69-e2d7-46e3-9fc8-0077df234b06', 'route': ['p1', 'e3', 'i11', 'x11', 'p2', 'c2']}
1769730648.1116757,SENT,0060d08b-0666-4682-ac60-e09ba81179e8,46b8945e-cb7a-4a95-98ae-01acb01bc0e0,c2,c1,3377,?,p2,
1769730648.111806,CREATED,5b758386-e7a2-42c4-a212-50f36ee43b1e,63102c45-9c85-4e28-9c8b-a98d68139347,c2,c1,27,?,?,surb={'id': 'a7b9e53c-65fa-4a11-aa64-5e6305a1d0e0', 'route': ['p1', 'e6', 'i8', 'x9', 'p2', 'c2']}
1769730648.7364771,SENT,fd62570c-fedd-4d17-b1a6-30adc70955f6,dbed68c8-f318-496c-822b-a07a7399e9a5,c2,c1,3367,?,p2,
1769730648.736622,CREATED,a12e6619-f885-4429-891b-1aa7bfbc243e,b448abed-91ae-46bf-94cf-e82109948f69,c2,c1,27,?,?,surb={'id': '2e60b33d-298b-4a17-bdec-4702a13b4f6d', 'route': ['p1', 'e4', 'i7', 'x7', 'p2', 'c2']}
1769730649.0546892,SENT,804262d7-3770-493a-9a9b-5549c687e75a,3ea824d7-f166-4a04-a46c-cf83ecca047a,c2,c1,3384,?,p2,
1769730649.0548198,CREATED,71b199ce-99e2-44c9-9dcd-cb871f8d0bec,931ecdbe-55b8-423e-b770-ea589cc8693f,c2,c1,26,?,?,surb={'id': 'e93d689d-27b4-424b-b136-33e924f4f667', 'route': ['p1', 'e10', 'i4', 'x7', 'p2', 'c2']}
