timestamp,event_type,packet_id,src,dst,size,flags
1765372839.0182085,RECEIVED,ac65d244-fc54-49a4-9629-32849030d9f4,?,?,53,surb={'id': 'bae532af-ec39-4e18-a58d-0425e38b69f7', 'route': ['h_entry_1', 'h_inter_1', 'h_exit_1', 'h_sender_1']}
