timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769742366.026073,SENT,16b11fc3-263c-4a94-bd46-dfeea1199462,cc99d465-fb90-4204-aca7-ec4dd506a608,c1,c5,3371,?,p1,
1769742366.026235,CREATED,d27b052d-5257-4e79-ad72-bd44989e1fc5,c3ce421c-fe40-47ab-8300-c365cbee1f6d,c1,c5,27,?,?,surb={'id': '5ce93d2d-d574-4172-8a13-6f0921fa5672', 'route': ['p2', 'e3', 'i9', 'x3', 'p1', 'c1']}
1769742460.0107024,RECEIVED,fb7a8618-8aab-4965-a7f4-489b26efc2c9,8abc9a01-6187-4935-9677-70b42698bae0,c3,c1,27,p1,?,surb={'id': '96e8eed0-4cd3-4fc5-8591-763cee4295ed', 'route': ['p1', 'e4', 'i10', 'x1', 'p3', 'c3']}
1769742460.0419748,RECEIVED,89b9ffaf-bb45-49de-ada5-5a7c4a86bf02,236dd2af-0798-4256-a2e9-278bcd248a66,c3,c1,25,p1,?,surb={'id': 'd0162142-cd94-48ea-a5b8-52d88588f7e1', 'route': ['p1', 'e8', 'i5', 'x4', 'p3', 'c3']}
1769742460.4002802,SENT,9de80c44-68ef-4f8a-8447-a9abd8fb1124,cf7cddaa-ee50-430b-8101-ea232a035ede,c1,c5,3359,?,p1,
1769742460.4003835,CREATED,b1f5a984-d6fa-42d0-b821-72f666306e35,d792dd26-f4fe-45d5-8791-aa585038c11e,c1,c5,27,?,?,surb={'id': '5a0c074b-dbab-4ebd-b9a4-eb1dad9190a8', 'route': ['p2', 'e2', 'i7', 'x11', 'p1', 'c1']}
1769742460.933721,SENT,53e4a658-bb30-4ec9-ac47-319e84e0a684,f1385648-03aa-4ccd-b040-e5ccb47a9681,c1,c5,3369,?,p1,
1769742460.9337847,CREATED,dbe6f9db-59f5-4cfc-b00a-0e4e2831a58c,f59e247e-cf34-4436-9474-367207a6eb5f,c1,c5,26,?,?,surb={'id': '4404031d-b24b-446e-aa23-6d64f027214e', 'route': ['p2', 'e2', 'i3', 'x11', 'p1', 'c1']}
1769742461.0029569,RECEIVED,e7a7bbe0-0aca-4a45-8d7f-7139a006fd7d,03efe654-32ee-4577-a1a1-16a974c3ed12,c3,c1,26,p1,?,surb={'id': '35d6a650-b5d2-421f-9aa0-3c10513b4c0d', 'route': ['p1', 'e11', 'i7', 'x3', 'p3', 'c3']}
1769742461.1973615,RECEIVED,8919fb89-1297-43ed-a471-fd93608a62c5,56da597c-56c3-449e-82fa-e83aa2aac999,c3,c1,27,p1,?,surb={'id': '7b854175-06f8-4ef4-a80d-0929fcb8303a', 'route': ['p1', 'e10', 'i4', 'x9', 'p3', 'c3']}
1769742461.8004487,RECEIVED,d77fd57a-4ebe-434e-85c5-f3b620f062bc,88baedc8-4603-49f5-a34b-2307ede58cc3,c3,c1,27,p1,?,surb={'id': 'b065ecb2-fb60-4015-939a-363d77f2699c', 'route': ['p1', 'e2', 'i2', 'x11', 'p3', 'c3']}
1769742462.4543824,SENT,78f0296e-a36e-4868-9068-51db51e06df0,87e55d37-7b21-40a3-b74c-b7781dd6b79d,c1,c5,3385,?,p1,
1769742462.454483,CREATED,c15b3d0e-d8a5-444e-aa50-a974d9520cc3,157d45e6-ed3a-4610-9ad2-5e63d05b6d2e,c1,c5,27,?,?,surb={'id': 'e5e5c4e0-fb33-4558-8bd3-5a27af97d477', 'route': ['p2', 'e9', 'i1', 'x11', 'p1', 'c1']}
1769742462.6049354,SENT,1f3198de-bfe9-465b-b69f-b2ccd79ef015,2013dcc5-49c7-4c80-93ac-5204738d610e,c1,c5,3360,?,p1,
1769742462.605033,CREATED,b8b0ce4e-c60f-4a28-a8d9-9b4b5b78aae1,b5381918-74a0-422a-994d-67dda335311d,c1,c5,26,?,?,surb={'id': 'fffb3e79-bb50-4b30-aa1c-c12bde53df0e', 'route': ['p2', 'e3', 'i9', 'x12', 'p1', 'c1']}
1769742462.6427004,SENT,a27ee92c-9ccf-4a91-a057-7028132137bf,1e57975c-126e-41d0-af36-c14f63d977ae,c1,c5,3387,?,p1,
1769742462.6428041,CREATED,0abae8b2-917b-48dc-a760-2ac09853cacb,fd4aaa2b-40b8-48d3-ae01-e4f09352bc32,c1,c5,27,?,?,surb={'id': '9d83b0c1-db5d-407a-9a24-e2912bfbe683', 'route': ['p2', 'e8', 'i9', 'x12', 'p1', 'c1']}
1769742462.6895525,SENT,02a04564-f5f1-44ac-91a7-7249367197bf,f900220f-087b-4c99-9ce3-07d88a2ab0cc,c1,c5,3399,?,p1,
1769742462.689652,CREATED,56e3d09a-5a7e-4a22-82d7-5353b03a48e7,6976df63-589b-478f-838e-91c5270e1465,c1,c5,27,?,?,surb={'id': 'd2b6ed00-0ba8-49a5-b80a-7953d5adeb98', 'route': ['p2', 'e10', 'i8', 'x10', 'p1', 'c1']}
1769742462.7376566,SENT,a741e709-bed3-4427-9701-2cf99c29b4aa,2ffedda9-8327-4591-9377-b26085b12b94,c1,c5,3380,?,p1,
1769742462.737758,CREATED,2585bd16-fb4d-412e-8462-8a90b9d176a6,9fb4c9e2-4582-4819-93a3-e8fb40518d03,c1,c5,26,?,?,surb={'id': '4d870c74-da1f-43fb-bad5-cf5120b40c23', 'route': ['p2', 'e3', 'i4', 'x4', 'p1', 'c1']}
1769742462.9626024,SENT,5c43c243-9580-42b4-8c02-866b5c679c01,356d1309-b4de-4267-9ada-100a1ae11a69,c1,c5,3384,?,p1,
1769742462.9627037,CREATED,052ce56a-ad9f-49ff-96a7-6702d835b0e7,b39f283d-66ef-49c1-b218-87bfe729e6c2,c1,c5,27,?,?,surb={'id': '24393f42-c996-473a-aa6a-469365d03e50', 'route': ['p2', 'e4', 'i2', 'x11', 'p1', 'c1']}
1769742463.3424144,SENT,92efdc65-550a-4447-add4-a88891f932bd,b355d952-f375-4920-9d6a-16fa1212e5c5,c1,c5,3391,?,p1,
1769742463.3425262,CREATED,0ce88235-cff2-4405-9dd1-7feeaa8f160b,97701ebb-30f6-486e-9d78-f5c3503bc06b,c1,c5,27,?,?,surb={'id': '0aae5b7b-f85f-4df9-bd45-3e706abb1237', 'route': ['p2', 'e12', 'i6', 'x5', 'p1', 'c1']}
1769742463.375993,SENT,22a93f98-6fec-4c56-8a83-d7a53a326689,cb50572c-4b42-4ceb-a3cb-a9ad848f70e1,c1,c5,3379,?,p1,
1769742463.3760848,CREATED,c4ddd1c3-3ede-432d-b6ef-da15a83f8d7e,0b187201-b8d7-48c3-ac8c-f470156edec7,c1,c5,26,?,?,surb={'id': '47990eba-c086-4d2d-b497-d1e653ae64cb', 'route': ['p2', 'e1', 'i4', 'x9', 'p1', 'c1']}
1769742463.442821,RECEIVED,790ed841-a042-48cb-a40e-a5bfc33ac9dd,e190d2c6-7006-4554-b221-6dd805f85ab1,c3,c1,27,p1,?,surb={'id': 'a3f9b61d-251b-468b-88f8-1f08c3c9bf3a', 'route': ['p1', 'e1', 'i9', 'x9', 'p3', 'c3']}
1769742463.461077,RECEIVED,e0301393-f9c7-4606-a862-877a3526364c,b84dc95e-6cfa-46a9-b8b5-61882be45a1e,c3,c1,27,p1,?,surb={'id': 'cec339f3-985f-485e-8bf8-cbce79c49c79', 'route': ['p1', 'e11', 'i10', 'x10', 'p3', 'c3']}
1769742463.5275779,RECEIVED,929f931f-6378-417e-b702-db72c35a63bb,7eecf4d6-c91d-4c48-8415-2d5536dc6613,c3,c1,27,p1,?,surb={'id': 'd288772c-e21c-44a4-a231-2d039f71ea5e', 'route': ['p1', 'e2', 'i11', 'x5', 'p3', 'c3']}
1769742463.659688,SENT,537eec8f-bac1-4017-8075-3a406c883a22,ac58e872-d2ea-45d4-b97d-9571d934a121,c1,c5,3412,?,p1,
1769742463.6597703,CREATED,58f1edcc-60d1-49b5-8da8-2e46e56aca93,16de7e99-9c25-4142-b328-de1417bb664f,c1,c5,27,?,?,surb={'id': 'd98b6d77-9bb9-4402-8679-76ee134e4bf2', 'route': ['p2', 'e5', 'i1', 'x9', 'p1', 'c1']}
1769742463.848926,RECEIVED,9f1826ad-488e-496c-867b-05a84dcc7c5c,055799ce-9816-4cc4-b91f-59299f79be5f,c3,c1,26,p1,?,surb={'id': '66b22551-6b0f-49a1-aba6-6dcc2f570592', 'route': ['p1', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769742464.3973274,SENT,b2d9db69-48cb-4941-be76-eb557f248e5b,5c3f11ce-87ec-4c9f-a46c-3b3a2b62064a,c1,c5,3376,?,p1,
1769742464.3974283,CREATED,05b28b56-e957-4802-8614-c4a2c4bb433a,c042a332-56b0-4cf3-854b-3b3eb55d1fb6,c1,c5,26,?,?,surb={'id': 'd90a35b6-66b6-4cf2-a988-db075ed053d4', 'route': ['p2', 'e9', 'i5', 'x12', 'p1', 'c1']}
1769742464.4333663,SENT,bba2b78f-890e-4ff4-8db3-0162f1a9bd78,1b186bf5-790b-4efa-96ba-060ff02d4e01,c1,c5,3358,?,p1,
1769742464.433444,CREATED,fe6ae211-1005-452c-9790-b42f75a9f9ba,bd84b8bb-936a-4e23-9d78-90e4d2075c70,c1,c5,27,?,?,surb={'id': 'beba85b8-ebad-4615-85f2-884950c61613', 'route': ['p2', 'e4', 'i6', 'x8', 'p1', 'c1']}
1769742464.620287,RECEIVED,9d37ba26-ce99-4db0-9f36-8e915772d08a,bd4fa5df-3b7a-459f-94fc-13f3d620f83a,c3,c1,27,p1,?,surb={'id': 'a64ec389-32e6-4db2-9382-6f57cfff5146', 'route': ['p1', 'e12', 'i9', 'x3', 'p3', 'c3']}
1769742464.9542682,RECEIVED,452dfe52-f055-4b92-a9b6-6b3872f8ac9c,0d2fd14b-1ba1-4bdb-931e-77e6c2ec96c7,c3,c1,27,p1,?,surb={'id': '5c7b7a72-a7d4-4230-a1dd-4afa4169a800', 'route': ['p1', 'e10', 'i7', 'x12', 'p3', 'c3']}
1769742465.099071,RECEIVED,5bd6165d-32e7-4bc3-a1d6-b0192052c7c1,2bf42c93-f903-43b8-919f-ad5b113fff4c,c3,c1,27,p1,?,surb={'id': 'bf0e3ef1-6e73-499a-9a2b-03826a2b520e', 'route': ['p1', 'e10', 'i8', 'x10', 'p3', 'c3']}
1769742465.6786723,RECEIVED,69a1e546-2421-4ae0-aa2d-90e9926b4eb5,f5244d65-4599-4976-92de-b0d380a9d286,c3,c1,27,p1,?,surb={'id': 'dff2e48c-79b7-4274-abbd-de52a1d256c0', 'route': ['p1', 'e8', 'i1', 'x10', 'p3', 'c3']}
1769742465.785919,RECEIVED,e8261a70-f688-4561-bfc4-13e820d8b1cf,42fa0146-69ac-4463-b302-955ce019de32,c3,c1,27,p1,?,surb={'id': '9a2a742e-e4c8-49e4-a0c1-115afc441d9f', 'route': ['p1', 'e12', 'i1', 'x3', 'p3', 'c3']}
1769742466.0298562,SENT,b567abf8-b7fa-49a3-96aa-3ee09e3395e7,9a2af7d1-2cf1-4393-b319-8cb5e402d157,c1,c5,3367,?,p1,
1769742466.0300043,CREATED,919c61de-7c82-4a9a-9688-a68833229131,418c4b52-42f0-47c0-9cfb-9d34a5fe84a7,c1,c5,27,?,?,surb={'id': '342adfc1-33e5-41d7-8c8e-ecde1a22f58c', 'route': ['p2', 'e6', 'i2', 'x12', 'p1', 'c1']}
1769742466.598866,RECEIVED,5732606c-255d-4e53-aa92-7fe55478f622,619431d0-fde4-4626-878f-eda31b2eaeaf,c3,c1,27,p1,?,surb={'id': '5a1d18e2-817e-42ae-8ef6-f15a6888ca80', 'route': ['p1', 'e6', 'i10', 'x5', 'p3', 'c3']}
1769742466.75555,RECEIVED,18a5c2f8-c4fb-46b4-9d34-86d404d83856,aa9918bc-0cdf-4bc0-b13e-c70afe319178,c3,c1,27,p1,?,surb={'id': 'a287f5e2-5bdf-4e52-8957-1abbc1b33f87', 'route': ['p1', 'e10', 'i8', 'x8', 'p3', 'c3']}
1769742467.189731,RECEIVED,91ff7b13-36d1-411e-b082-47739ccd60a6,c212cdbc-04c4-4c9e-9327-5d817e8a46c9,c3,c1,27,p1,?,surb={'id': 'f986254e-33f3-468f-98e9-f7f5a78f2ef0', 'route': ['p1', 'e5', 'i10', 'x4', 'p3', 'c3']}
1769742467.3807456,RECEIVED,f5dd7a53-5039-472e-a2b9-3413cab99686,4f66aad9-3866-4027-8968-34bec0de9d3b,c3,c1,27,p1,?,surb={'id': 'e3ecb3b7-33c3-4935-8947-662ebbbf3e9c', 'route': ['p1', 'e9', 'i8', 'x2', 'p3', 'c3']}
1769742467.6396549,RECEIVED,5f490faa-3ad1-4ba1-a0b5-4da1dfb114dd,e1ef51a4-4908-4e1e-b150-96232bd30da7,c3,c1,27,p1,?,surb={'id': 'd91c8ef7-9d68-449a-a1ab-7bd52306f27f', 'route': ['p1', 'e6', 'i12', 'x2', 'p3', 'c3']}
1769742467.6594486,SENT,8d4b842b-f250-4391-851c-3c3ac50fab89,09f18fc9-496d-4552-8c19-fbbfb7ffd0fb,c1,c5,3363,?,p1,
1769742467.659508,CREATED,443b5aa8-ff84-4d5b-a664-c82911a66739,09b8dc68-1db1-4403-b925-9ee4dcbf0efe,c1,c5,27,?,?,surb={'id': '86ac56e0-9be1-4f4c-9fd5-bb91f12d1822', 'route': ['p2', 'e6', 'i4', 'x8', 'p1', 'c1']}
1769742467.8925703,RECEIVED,2e7b93cf-2c1c-48ef-b8d4-b8074783c2fe,a7dd5562-be5d-4faa-aae2-ede261b75a07,c3,c1,26,p1,?,surb={'id': 'e4eec027-e201-47dc-8977-36e27c47d1b7', 'route': ['p1', 'e11', 'i3', 'x9', 'p3', 'c3']}
1769742468.4449959,RECEIVED,363ff404-d81a-464d-93f6-4965a83bc944,ca47a3fb-d214-4467-8ee6-fa04de494378,c3,c1,27,p1,?,surb={'id': '6d908e83-50a8-41f5-85aa-5e2348b564dd', 'route': ['p1', 'e6', 'i11', 'x2', 'p3', 'c3']}
1769742468.7014272,RECEIVED,591386df-d2e6-4bec-9bd9-f57c870f7e31,96e34085-2ac2-490d-b77e-e73476517e01,c3,c1,26,p1,?,surb={'id': 'a43239b5-39e8-4d84-8b30-bd8b1805490a', 'route': ['p1', 'e5', 'i8', 'x11', 'p3', 'c3']}
1769742468.7490687,SENT,623f4734-c3e3-4f6d-a4b8-48f31aa731c9,3fd1619c-1623-4aa2-a728-7934d3eb8e45,c1,c5,3373,?,p1,
1769742468.7491453,CREATED,9b901bf7-741b-4172-bc0f-5112d1e11666,aa20a19c-f148-4f55-a27f-6def254355db,c1,c5,27,?,?,surb={'id': '1ce6f0f3-6ac0-4769-94d4-483fc87aaa51', 'route': ['p2', 'e2', 'i2', 'x10', 'p1', 'c1']}
1769742468.8966665,RECEIVED,cf71f82c-6c56-41d6-b3da-3cfff3b721cb,c163fea1-2912-4e28-84fb-a985c94e6957,c3,c1,26,p1,?,surb={'id': '0017e5af-9f7e-40a2-a53f-8472aa8cbddb', 'route': ['p1', 'e6', 'i8', 'x2', 'p3', 'c3']}
1769742468.9576259,SENT,7087aeee-6ce6-4865-b653-e2f16a740049,88de7fd2-c84f-4d3e-9f7f-45d3fc8bf653,c1,c5,3379,?,p1,
1769742468.9576998,CREATED,de9c71d1-303a-445c-98b2-a9e37339a3b4,267c1389-b7d1-4669-a98a-e9e60cbc2848,c1,c5,27,?,?,surb={'id': '54901b5e-0591-45fb-af41-567309fdb220', 'route': ['p2', 'e9', 'i6', 'x2', 'p1', 'c1']}
1769742469.0667984,RECEIVED,3aa60777-698b-4a9f-a515-fadb7ea56340,712f6133-1c8b-48a0-8b77-452c538d4107,c3,c1,27,p1,?,surb={'id': '7f0c7db5-0291-4c1a-a8e1-9b86dc452242', 'route': ['p1', 'e9', 'i12', 'x3', 'p3', 'c3']}
1769742469.0772092,RECEIVED,87e06976-71f4-4521-9724-1ced18ebc727,985cc53a-b3f2-437d-aa44-1ff83590827c,c3,c1,27,p1,?,surb={'id': '23d412da-2db4-4fcc-9522-7a6c93f53b9c', 'route': ['p1', 'e10', 'i6', 'x12', 'p3', 'c3']}
1769742469.306349,RECEIVED,09cc1d1f-c0f9-4ad2-afd1-2752251472ad,203beea0-82a3-434f-b542-aabdbeaf4e97,c3,c1,27,p1,?,surb={'id': 'dfeb9f95-22c1-46cc-bc1a-561495a1df09', 'route': ['p1', 'e9', 'i10', 'x3', 'p3', 'c3']}
1769742469.531619,SENT,dba41ded-8f23-4415-b2ee-95160f54a289,02a28ee2-b84e-4196-abba-f8ed1e9efa86,c1,c5,3387,?,p1,
1769742469.5316904,CREATED,daee04f7-0b9f-4e2a-9570-1430f4a66fee,f6267451-0754-4383-a0db-a6ce7d52d4e4,c1,c5,27,?,?,surb={'id': 'b71280e0-e318-4b6d-a05c-da2304fb235f', 'route': ['p2', 'e3', 'i6', 'x8', 'p1', 'c1']}
1769742469.7570155,RECEIVED,2f57654a-4ab4-4838-bb49-88004873205d,918a7b1b-fec8-422b-a106-1bcbe9e2489f,c3,c1,26,p1,?,surb={'id': 'b382d7ae-80b6-49d8-9e24-4eed78564ed5', 'route': ['p1', 'e10', 'i9', 'x3', 'p3', 'c3']}
1769742469.84956,RECEIVED,c00957b8-cdc7-42cd-a959-cdb565272f2c,04202ffa-c306-4997-bd0b-f8c01b72e059,c3,c1,27,p1,?,surb={'id': '0aa0d970-3827-4f1a-bf21-c267a4010253', 'route': ['p1', 'e10', 'i1', 'x9', 'p3', 'c3']}
1769742469.8557117,RECEIVED,7ab3c708-8140-4907-bfc9-27eaa9ee7b0e,83fea326-da86-4682-b107-a2439f68e9a2,c3,c1,27,p1,?,surb={'id': '22163159-c660-49c9-acc3-a49f959b56bf', 'route': ['p1', 'e3', 'i11', 'x11', 'p3', 'c3']}
1769742470.0070975,RECEIVED,557795c8-2abb-4644-891a-8538cb45c911,833dfcd6-8f27-4dce-8824-fb5c217fce77,c3,c1,27,p1,?,surb={'id': '3d8b0631-d4d7-44f2-8a3e-051a62504ce8', 'route': ['p1', 'e8', 'i2', 'x2', 'p3', 'c3']}
1769742470.3730283,RECEIVED,434013b1-3a3f-42a9-b8ff-2b9fe0093cda,dd0d8da5-8ef7-4f2f-91f6-cbb36cabefe3,c3,c1,27,p1,?,surb={'id': 'b1a7b9a9-21f5-4462-a9c6-509b8543f96d', 'route': ['p1', 'e5', 'i12', 'x7', 'p3', 'c3']}
1769742470.5924478,RECEIVED,9d6105a1-a846-43d1-8bfc-61cf51e65d3e,20283525-989f-429b-9f80-d85cda7b0d08,c3,c1,26,p1,?,surb={'id': '742bb400-9ee8-45bd-8f8c-bd5efee9a5b6', 'route': ['p1', 'e9', 'i6', 'x9', 'p3', 'c3']}
1769742470.9484684,SENT,f8844c7e-19a5-45e9-8b50-4150dfa916b2,c136b2e7-d2c5-44b1-af71-54616b6ba3c1,c1,c5,3372,?,p1,
1769742470.948621,CREATED,a97cba45-6667-450b-944a-a568cad38207,d42157a3-4358-4141-8656-664a17fc9769,c1,c5,27,?,?,surb={'id': '99c07cf8-22e4-43b8-ad3f-5cd6031a4539', 'route': ['p2', 'e5', 'i5', 'x6', 'p1', 'c1']}
1769742471.1043313,SENT,ecf597d3-c004-4037-a705-05591b5f9eb2,53267937-0aab-4ba4-a4fc-9129e4cda636,c1,c5,3388,?,p1,
1769742471.1044352,CREATED,2f278118-a0a7-48b1-bcff-980cda9c484a,a398ec40-175c-4553-9e9a-5bcf75c43a22,c1,c5,27,?,?,surb={'id': '02ed64a7-32a0-4b35-832e-59fd472daa12', 'route': ['p2', 'e12', 'i4', 'x11', 'p1', 'c1']}
1769742471.1730256,RECEIVED,b6e5f611-ddd4-47fc-9b7b-5d2d1b06d377,56db7ff1-b26f-4e8c-8bf9-3395d858d1b3,c3,c1,27,p1,?,surb={'id': '3e95e9ea-6a2a-4cb8-ab7b-4704311f0df6', 'route': ['p1', 'e12', 'i5', 'x4', 'p3', 'c3']}
1769742471.4183884,SENT,4ee42643-7625-4297-8657-477e622e803f,c79df986-43d4-4a45-925b-142386224a3f,c1,c5,3360,?,p1,
1769742471.4185228,CREATED,83925128-54bc-45a6-851e-bb8b6b2a5f9e,218f72e3-3a51-4c87-bb9c-206cac49baa4,c1,c5,26,?,?,surb={'id': '25e34592-2ef3-4078-9245-f6cbd61513fd', 'route': ['p2', 'e10', 'i4', 'x6', 'p1', 'c1']}
1769742471.4677114,RECEIVED,4d891f4e-d2d7-4c41-be49-99dd38fef6c8,c5053ca3-5505-4fdf-b8b9-104f0e66a7df,c3,c1,27,p1,?,surb={'id': '8c7ac1d0-14a1-4871-98d5-032c51866353', 'route': ['p1', 'e10', 'i5', 'x11', 'p3', 'c3']}
1769742471.494893,RECEIVED,8b538ed6-251f-4540-be22-9a84f0f7d90d,25d8388a-50cb-47c7-8f40-57ea1b6e6d8f,c3,c1,26,p1,?,surb={'id': 'd4cf03d9-eb00-4918-b716-493ad5d00bd5', 'route': ['p1', 'e6', 'i5', 'x6', 'p3', 'c3']}
1769742471.6801562,SENT,ace2ffbb-4dac-4981-8739-ef34f9401d46,2d708e4f-78da-44f8-95cd-b80cf525149d,c1,c5,3396,?,p1,
1769742471.6803057,CREATED,26046cd8-afaa-49ca-ae3d-c4cbedae605c,fd9b05a9-c194-482d-bfdc-615dc828e650,c1,c5,27,?,?,surb={'id': '44766f2b-2826-4ac8-8d7e-de9746353905', 'route': ['p2', 'e4', 'i11', 'x12', 'p1', 'c1']}
1769742471.8132126,SENT,c19f6f7b-c100-4c27-9e15-9d7f5dea2f57,3c92464f-cb55-4a9d-b313-3f6c7274b216,c1,c5,3376,?,p1,
1769742471.813287,CREATED,8c824dd1-cd19-4d21-a880-1bdfcae94a90,cd46b537-620b-434b-80bb-775a40e9af46,c1,c5,27,?,?,surb={'id': '7d06a941-b710-4b7f-a429-f03257f98205', 'route': ['p2', 'e1', 'i11', 'x6', 'p1', 'c1']}
1769742472.0001352,SENT,ea5942fb-335d-4028-a30e-66c15a2f63dd,40ff8cbe-4c34-4101-9a1a-55ea62b1d113,c1,c5,3372,?,p1,
1769742472.000212,CREATED,188f68c3-fcea-46ee-8cfc-a979e66f8647,51603f68-65ad-4f76-8ab8-6a330390a648,c1,c5,26,?,?,surb={'id': 'f5a54bf6-8e0c-4a77-970f-77e58c25653f', 'route': ['p2', 'e1', 'i2', 'x1', 'p1', 'c1']}
1769742472.1389096,RECEIVED,02918d3c-70ec-49bb-b743-e10e2ac6c0d5,8af73c04-b650-4494-82eb-b7214458c16f,c3,c1,27,p1,?,surb={'id': 'dd7cccd5-e164-43bf-930d-14c0c122bc52', 'route': ['p1', 'e9', 'i5', 'x11', 'p3', 'c3']}
1769742472.1483684,RECEIVED,7f8d0393-a965-4177-af90-10243d041fd5,02c12a30-7a2f-48cc-a5f0-54394fdd69fb,c3,c1,27,p1,?,surb={'id': '9c9fbe11-9b04-4fa0-b5e4-7140b94d6b9d', 'route': ['p1', 'e7', 'i2', 'x3', 'p3', 'c3']}
1769742472.1831293,SENT,72a22949-fe45-46f7-8a7a-99bba99fc4da,7d88f63d-c6d9-41ad-a6f5-8019fd96320b,c1,c5,3359,?,p1,
1769742472.1832428,CREATED,2fc6555e-5e7a-4cee-85ce-0d2898df5e13,65e078d5-c152-442f-93e2-10a2f683a830,c1,c5,27,?,?,surb={'id': 'eb3b836d-3635-45b1-9c2b-49db20ccddab', 'route': ['p2', 'e2', 'i4', 'x5', 'p1', 'c1']}
1769742472.3068168,RECEIVED,a688acce-fa9a-4edc-8c42-1cf0bddcac51,68d61f30-f171-44d2-bc8b-464eb56ccfb3,c3,c1,27,p1,?,surb={'id': 'e7d339fa-a7e1-49a2-a340-1c97bae8dd6b', 'route': ['p1', 'e4', 'i3', 'x10', 'p3', 'c3']}
1769742472.3091822,SENT,7f1fba7a-85aa-4898-a88a-ef8c6f1cd5cc,c101a5fe-1484-4082-99fb-a321b4910b80,c1,c5,3363,?,p1,
1769742472.3092713,CREATED,70ee9a07-7510-4304-9a0b-ebc537b2c1ac,f7720429-eaff-4beb-93af-1e995b95ef64,c1,c5,27,?,?,surb={'id': '74b670ab-8f45-4617-9518-7f7b57c5930d', 'route': ['p2', 'e7', 'i6', 'x4', 'p1', 'c1']}
1769742472.354882,SENT,d2b22ec0-f645-48e8-83b8-1a830519e621,522dcb51-26ba-41fb-bc5c-bad8c395baeb,c1,c5,3363,?,p1,
1769742472.3549747,CREATED,d3a14139-b7d6-4ebe-8ed8-744d87a5ee06,3bb074cf-0eab-4e9d-a9a7-88fdb763d945,c1,c5,26,?,?,surb={'id': 'acaca233-ffc9-4300-b931-f483d1d77a0f', 'route': ['p2', 'e7', 'i5', 'x3', 'p1', 'c1']}
1769742472.5319657,RECEIVED,1366639a-0842-435b-9cfe-44751787239c,9fde4560-a26e-47d1-bc03-bf1e7708241d,c3,c1,27,p1,?,surb={'id': '6f9fb6e6-a91c-4eab-b8df-37dbdfee93c8', 'route': ['p1', 'e1', 'i12', 'x6', 'p3', 'c3']}
1769742472.5447528,RECEIVED,096eca3e-813e-44ec-a3b3-81e63ee92447,809a04ef-070b-486f-a570-57455da7209d,c3,c1,27,p1,?,surb={'id': '86144b6e-6746-429e-9544-d8f295b2d896', 'route': ['p1', 'e2', 'i5', 'x8', 'p3', 'c3']}
1769742472.5491207,RECEIVED,22ffdcff-7bfa-4296-860a-f8235539af80,ddab01be-0aa2-4fa0-b2de-6fdd48d0c212,c3,c1,27,p1,?,surb={'id': '6cf33163-9154-4dac-be9b-ef5cb5188310', 'route': ['p1', 'e4', 'i12', 'x10', 'p3', 'c3']}
1769742472.6471715,RECEIVED,b5c59794-0c22-4953-9d79-0d26146b4407,b9336655-0b73-4283-9022-d19399b8255d,c3,c1,27,p1,?,surb={'id': 'cbd9a2cd-6538-4123-aa5b-1566f05137ec', 'route': ['p1', 'e3', 'i4', 'x1', 'p3', 'c3']}
1769742472.6522,SENT,e388e392-78e7-4b32-953e-83c2e0e87a4d,d08081c9-aa74-4710-9060-f2569a525ca4,c1,c5,3392,?,p1,
1769742472.6522946,CREATED,bb7915f6-a550-4c91-98f5-806ca817ae21,8ff817b5-413a-4cbe-a6af-c4852f6755b9,c1,c5,27,?,?,surb={'id': 'dc4170ac-402d-4509-9b96-4378e03915c8', 'route': ['p2', 'e12', 'i12', 'x12', 'p1', 'c1']}
1769742472.7069118,SENT,38d43fbe-017b-4ced-821d-15a2bfc6394e,f2e0c339-6e8b-47ae-8519-8e1e2660afde,c1,c5,3404,?,p1,
1769742472.707004,CREATED,929300d8-4d12-4ef9-a35f-ec3ac05f3357,7fcf9f72-0143-4213-ae3c-4f7828c765f2,c1,c5,27,?,?,surb={'id': '50a016c4-9cb8-4e4d-923e-7fc7bf1a52da', 'route': ['p2', 'e5', 'i12', 'x11', 'p1', 'c1']}
1769742472.9081893,SENT,43af509f-509e-42e1-90ac-c59c1c8d7c11,4751f55b-4f22-4b04-9da5-74161f4e0402,c1,c5,3359,?,p1,
1769742472.908282,CREATED,ad3f6987-407f-40a6-8d44-900a31403b72,78b94774-30ab-449d-b888-3ac707bd44e4,c1,c5,26,?,?,surb={'id': 'fc7e186b-64b7-4dae-997c-a7afeafbd32d', 'route': ['p2', 'e3', 'i5', 'x11', 'p1', 'c1']}
1769742473.2523506,RECEIVED,fe84206b-5e3e-434f-b16c-3cd1ad913df4,36b82ada-1fd8-4191-be77-07de9c3b38c5,c3,c1,26,p1,?,surb={'id': 'cde19363-6509-467f-bf6e-7128e5247f82', 'route': ['p1', 'e1', 'i8', 'x4', 'p3', 'c3']}
1769742473.317358,RECEIVED,ff6f0dd2-9b1a-45bf-b373-fb435988eb99,24e4059c-8dee-4fa1-821e-cbd02409ee79,c3,c1,27,p1,?,surb={'id': 'f6d9788a-2004-4b02-8e40-d254c0f4d8f9', 'route': ['p1', 'e1', 'i4', 'x10', 'p3', 'c3']}
