timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769742365.8705342,SENT,c9af2a34-267a-4eef-a2b5-62c402149dbb,9dce8f0c-6eeb-48b2-99f9-9d3a98f0e386,c2,DROP,2003,?,p2,
1769742365.8706868,CREATED,45019b61-7c86-4bd2-8c45-a59617fb0228,92fbb8da-1326-4e5b-876b-332ee88ef6fe,c2,DROP,25,?,?,
1769742365.8762152,SENT,5ed30709-20fd-488d-9202-49a9ac4b20d7,89b53c15-b511-4754-905c-357f25bb92e3,c2,DROP,2015,?,p2,
1769742365.8763318,CREATED,66777df3-ee49-416c-aa9c-7a92e45dea3a,6f4ee232-86f1-4978-8dd1-74ae09ca3dae,c2,DROP,27,?,?,
1769742366.2999291,SENT,990b50c0-6d20-46b3-a5d8-eb6671393ef9,7dd54b0a-5d11-49c7-9731-03626f51e215,c2,c5,3370,?,p2,
1769742366.3001096,CREATED,73442071-9534-4c17-a5be-d9a2134eceb3,b4cad1f5-4e38-45bd-8112-17f9728df6e4,c2,c5,26,?,?,surb={'id': '8ecdd61d-dd9a-4808-bd18-a8fe505c31f7', 'route': ['p2', 'e1', 'i2', 'x10', 'p2', 'c2']}
1769742366.5300913,SENT,ab877ca3-dcc6-44bb-977d-b3f55febf0b1,80be477f-e3a6-490f-bcab-3b28b3892960,c2,c5,3359,?,p2,
1769742366.5302465,CREATED,1a47281f-904a-4442-8b61-59a92acd1167,f55c494f-ddc4-4ec6-a893-308910640447,c2,c5,27,?,?,surb={'id': 'f6947f78-c82e-4f3d-a356-77b38ad05fcf', 'route': ['p2', 'e6', 'i10', 'x8', 'p2', 'c2']}
1769742366.5682108,SENT,c176ae01-e237-4d1e-9056-06d4c59234a5,06f36ac7-8ad8-418e-a803-214076e22dad,c2,c5,3379,?,p2,
1769742366.5683367,CREATED,650ad695-87c6-4bbd-b169-6b97a9ddde53,228c5a83-a6f8-4c35-852c-6f78dbd5fb37,c2,c5,27,?,?,surb={'id': '8e9792a7-7998-4191-809b-9cf721726848', 'route': ['p2', 'e1', 'i1', 'x10', 'p2', 'c2']}
1769742366.7115998,SENT,32741b59-36e5-474e-ac7e-11ad77016841,4a71931a-c491-4d49-a072-071eb14c1aa6,c2,c5,3380,?,p2,
1769742366.711745,CREATED,ff05e6c7-4f84-4db7-ba31-a14776d17ef7,f9b8ac9c-92a6-4450-90f0-de6a85e98d4c,c2,c5,27,?,?,surb={'id': '11e0825c-379b-4f3f-af28-877f259130f7', 'route': ['p2', 'e8', 'i4', 'x6', 'p2', 'c2']}
1769742367.0625505,SENT,5b9d2736-c8da-48b1-83e1-7fedac5fea5e,3b7f65f3-08e1-4d21-823c-c2163e8534e9,c2,c5,3359,?,p2,
1769742367.0626817,CREATED,35c61a4e-e308-457f-8641-7bb8c24fba7f,68dd3049-f8cb-474e-ae08-d2a1edd99456,c2,c5,27,?,?,surb={'id': '1abfefae-dc58-455e-86d5-5c46287dedc0', 'route': ['p2', 'e3', 'i4', 'x10', 'p2', 'c2']}
1769742367.2098672,SENT,dd3f85a6-d8f4-4e02-bf90-8dcb757fb842,5e1643c6-ac28-4d4d-8bae-f9e4352d18eb,c2,c5,3380,?,p2,
1769742367.2100117,CREATED,d9fc4e17-b5e4-42b7-b6e1-b5edc447b31a,3a338ff7-be4e-4b60-8823-40fd86eb42de,c2,c5,27,?,?,surb={'id': 'd291d53a-d80d-410f-94fc-242af4d83b1f', 'route': ['p2', 'e8', 'i11', 'x5', 'p2', 'c2']}
1769742367.7759173,SENT,8fd8796f-fc4d-4d6b-87e1-a470fe7c73c2,1e16541a-7862-407b-b209-2c765fcf922b,c2,c5,3387,?,p2,
1769742367.7762191,CREATED,3143a4c7-c943-4493-ab18-c8e1adef81a3,3e9f20b3-83ef-450a-8f44-232ce1824a38,c2,c5,27,?,?,surb={'id': '52cfb81e-8a3c-4c3e-ba73-e0e6b6fda7ed', 'route': ['p2', 'e5', 'i9', 'x2', 'p2', 'c2']}
1769742368.189575,SENT,1df4ced0-194c-42d2-a47e-d18e09c2c0d0,fd5d4d8a-8298-4064-94ec-c6669c640b27,c2,c5,3388,?,p2,
1769742368.189703,CREATED,b8125955-cb8b-47e1-ae6f-e9be8b7dc004,d1962c51-f4ad-4509-95a9-ef66a577bf14,c2,c5,27,?,?,surb={'id': '8a51d0d3-28ef-47a2-84f1-b5e0a2654940', 'route': ['p2', 'e6', 'i11', 'x2', 'p2', 'c2']}
1769742368.524176,RECEIVED,07929466-4d4e-4a88-b2de-7621882c7f71,7423838a-c92d-4666-b0ca-b08795b0188e,c4,c2,27,p2,?,surb={'id': '92a45781-800a-452b-9201-a87b68c7dbc5', 'route': ['p2', 'e5', 'i4', 'x8', 'p1', 'c4']}
1769742368.7349513,SENT,23f0222d-0299-41b5-9b95-619953bdc526,86204044-712a-495f-85c6-aeaa56334817,c2,c5,3383,?,p2,
1769742368.7357433,CREATED,4464a06c-4071-487d-aa51-ef9108f02ca8,5b6069c5-60ac-4289-b9a4-02b024cd7cde,c2,c5,27,?,?,surb={'id': '64130ac8-96bc-4d64-8b68-58a93ed05fc6', 'route': ['p2', 'e11', 'i12', 'x9', 'p2', 'c2']}
1769742368.8067272,SENT,208c3399-7f14-41b9-8889-da1844c86e23,a81fc20e-01e1-4ff2-be34-3c36492f69ef,c2,c5,3402,?,p2,
1769742368.8068562,CREATED,bedb648c-3dab-47d3-94ac-9e79d5166494,2a375ca9-86c1-445a-852a-f2f9846b0963,c2,c5,27,?,?,surb={'id': 'a0a13225-47d0-42bc-956e-5136da922f02', 'route': ['p2', 'e1', 'i5', 'x3', 'p2', 'c2']}
1769742368.8132432,RECEIVED,eb2b2e47-ef5d-4fdc-af61-c414190cd114,7c3d338a-af4c-4bb4-b248-ef9933fdd8a0,c4,c2,27,p2,?,surb={'id': 'ade11172-1948-4d3a-8dc2-c8578c2c6a5b', 'route': ['p2', 'e8', 'i5', 'x9', 'p1', 'c4']}
1769742369.0438297,SENT,2ed8c6c8-0437-4e72-9754-26befa406ef0,d305d1b8-5527-4fd0-b341-3a3ca7353651,c2,c5,3392,?,p2,
1769742369.043953,CREATED,7ca200f8-ba7e-42ed-a65a-8047c2227345,3cb125c2-3aeb-4229-8d26-262e1484a3b0,c2,c5,27,?,?,surb={'id': '138f5bdd-e2a6-45ab-9195-a2f43464e44f', 'route': ['p2', 'e11', 'i2', 'x8', 'p2', 'c2']}
1769742369.1571803,SENT,2fa6cb97-6183-416f-9a28-7241b9fa36a3,bff440ed-d6c5-449c-afca-13385f191418,c2,c5,3391,?,p2,
1769742369.1573327,CREATED,18aec86d-93c9-4f1e-b33b-b630287c98e0,d44d5ef4-cf30-44b2-9729-8d39c4bcba5f,c2,c5,26,?,?,surb={'id': 'e08a7ef4-dcbb-4816-8f45-d03494eee1b1', 'route': ['p2', 'e11', 'i10', 'x6', 'p2', 'c2']}
1769742369.2375977,RECEIVED,5a4a8120-a50f-4b17-9865-60a871530b77,dc978a30-9ddf-4572-b186-55b9dfcc2199,c4,c2,26,p2,?,surb={'id': '3be69885-7bea-4732-96f9-998e0a77a017', 'route': ['p2', 'e3', 'i8', 'x4', 'p1', 'c4']}
1769742370.0424187,RECEIVED,4ea06125-a99b-4fd2-964b-edf9e155ee54,2ae6e51a-307a-44ff-91a2-46684cf18dca,c4,c2,27,p2,?,surb={'id': '60432561-e586-47d4-a383-1ab87b5592f9', 'route': ['p2', 'e1', 'i1', 'x1', 'p1', 'c4']}
