timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769742658.7462213,CREATED,0a8f328b-1d7d-4e31-ad57-c63a45dad230,2d1744b8-f25a-4fe7-ae1c-d259fee2a1c7,c5,c3,27,?,?,surb={'id': 'dc4ebb70-1e6b-41af-acbf-e2d194c52326', 'route': ['p3', 'e6', 'i10', 'x6', 'p2', 'c5']}
1769742658.8111475,SENT,d0020853-14ec-4651-949b-92051b460fbc,c5c3285b-5f61-4037-a7ad-b17273f29953,c5,c3,3417,?,p2,
1769742658.8112242,CREATED,4e6ebe97-7720-4a27-bfc0-3c30ec923140,f108d964-bcdd-4b92-9f2a-0a699f94e502,c5,c3,27,?,?,surb={'id': '0c4e48af-0fc7-4f16-9c29-177911db3fa3', 'route': ['p3', 'e11', 'i3', 'x12', 'p2', 'c5']}
1769742658.968487,RECEIVED,29fa9831-7a1e-4eff-8bab-7b25bdb62743,89d6bcd3-9d23-49cf-8094-58f006ea4fec,c1,c5,27,p2,?,surb={'id': 'a90fb885-dc40-4144-8095-5f859aa3c5a9', 'route': ['p2', 'e11', 'i10', 'x12', 'p1', 'c1']}
1769742658.9892046,RECEIVED,3667427b-cce9-4a13-9a7d-1ba1d2d768c8,c97c0484-2d2f-4b04-b709-4d24696fc13f,c2,c5,27,p2,?,surb={'id': '2b9888f1-8d59-4f0b-9c8c-144da09eb300', 'route': ['p2', 'e7', 'i4', 'x5', 'p2', 'c2']}
1769742659.0131106,RECEIVED,646239a1-8fd6-445f-80d6-d45e388b0861,25e6baa0-bad7-4ffb-9134-078fe4367f4b,c1,c5,27,p2,?,surb={'id': '0eaa2aa0-f091-4b50-84a3-6264597caa29', 'route': ['p2', 'e5', 'i11', 'x7', 'p1', 'c1']}
1769742659.1089382,RECEIVED,d45745a9-ab89-4f60-8a79-75f13ea4a53c,fbe292dd-f855-478b-bc52-8f82a164b503,c2,c5,27,p2,?,surb={'id': 'a7c2fae6-3c15-46f9-aadb-e9a15ea4b211', 'route': ['p2', 'e4', 'i12', 'x7', 'p2', 'c2']}
1769742659.236103,RECEIVED,2a71f6ad-4369-4a0f-975e-e92ea3449a82,0af584b1-d2c1-4070-9f77-898eafa35c8c,c2,c5,26,p2,?,surb={'id': '01b0c6a0-6326-4edb-834d-7940312a61b3', 'route': ['p2', 'e12', 'i1', 'x2', 'p2', 'c2']}
1769742659.3116853,RECEIVED,7d9e803f-2fb8-4b62-a8ba-7a2690986035,69af5098-8cda-4a26-8204-5286b7909247,c1,c5,27,p2,?,surb={'id': '72d31382-73e4-4b0c-a193-ea2989892db0', 'route': ['p2', 'e4', 'i1', 'x4', 'p1', 'c1']}
1769742659.3753493,SENT,3ddd9566-4976-46bf-a945-d562a6df7a80,92520662-70e6-47c4-9f9f-1d39eb2c7651,c5,c3,3376,?,p2,
1769742659.3754838,CREATED,1151bc25-3c1f-4ea2-9dfc-614cf871b7bb,4e52f1e9-c5df-4431-afd4-5ecb7a2afdc3,c5,c3,27,?,?,surb={'id': 'a26bf945-86c9-4fa2-8567-cde2ae05f39f', 'route': ['p3', 'e4', 'i7', 'x8', 'p2', 'c5']}
1769742659.4615414,RECEIVED,27983da9-0b15-441c-b9e0-4a0ebfee1646,e7358cc8-7ae2-44a5-aada-af2f21cd9e85,c1,c5,26,p2,?,surb={'id': 'e9a112d8-87e3-4889-b7e0-edeb073a605c', 'route': ['p2', 'e1', 'i4', 'x10', 'p1', 'c1']}
1769742659.6992118,RECEIVED,ed2a4df6-4a70-4f3e-a5d5-b4c8947b64a9,53fcf0a3-78a1-4298-9881-a568df42e48f,c1,c5,27,p2,?,surb={'id': 'e4597428-82eb-45fb-bd58-400d7d220e69', 'route': ['p2', 'e2', 'i6', 'x6', 'p1', 'c1']}
1769742659.7741704,SENT,594288fb-1afe-452b-8ad9-e74110c77189,0c37aca2-5201-43e7-9c04-66f9c9712f0c,c5,c3,3383,?,p2,
1769742659.774265,CREATED,5062da1d-f275-4ad7-b7c2-decdd17f0025,6315862a-c8bb-4ed1-9c50-f6e1de04ac96,c5,c3,27,?,?,surb={'id': '9f003abd-c120-4fde-841b-86ca133be6ae', 'route': ['p3', 'e3', 'i8', 'x4', 'p2', 'c5']}
1769742659.8146367,RECEIVED,d08b53b2-e6f9-487b-a108-50bfbe3014e1,1b434486-62e3-4c1a-83e6-7cc830135271,c1,c5,27,p2,?,surb={'id': '10e31469-cc5d-40f4-8fd8-e2cf23d2c10c', 'route': ['p2', 'e11', 'i10', 'x1', 'p1', 'c1']}
1769742659.8843617,RECEIVED,7e6fa9af-76e5-4809-8ea0-1f10242af5e4,644d8dfc-3b49-4f63-ac00-62a6d2c77c6c,c1,c5,27,p2,?,surb={'id': 'ac250210-125b-4bb3-a94f-0b22fd3ab400', 'route': ['p2', 'e3', 'i4', 'x4', 'p1', 'c1']}
1769742659.9582844,SENT,9fd1c6f8-2071-46f6-9def-9f77cf023cbe,fa30a82e-3b00-412f-b194-b01dc4de434f,c5,c3,3383,?,p2,
1769742659.9583988,CREATED,3162640b-0aa0-4a65-825a-fe187a77947d,f0ce0a05-e78c-42b2-b8a2-5442a7a8f1ad,c5,c3,27,?,?,surb={'id': '64b51d05-fbfb-4aa2-bb85-0a3c5cf8f7c8', 'route': ['p3', 'e2', 'i5', 'x3', 'p2', 'c5']}
1769742660.077644,RECEIVED,e6804291-c22e-48fe-8471-03880d8d7db0,4fae9237-ca92-406c-8835-f6728e8b5b05,c1,c5,27,p2,?,surb={'id': '14219b60-6a00-4d95-901b-8c576469f3fd', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769742660.1679134,SENT,6030d2df-b6de-4cff-b32d-2ffe02359dc9,858944af-85d0-4f29-9898-96e9342a9aef,c5,c3,3383,?,p2,
1769742660.168077,CREATED,cf35f566-deb0-4dcc-8259-90bf0b620627,dee35c0d-c4e0-4b26-8329-66a79f63c657,c5,c3,26,?,?,surb={'id': '4abeb684-104f-4a32-a7b3-a89e78fea735', 'route': ['p3', 'e3', 'i10', 'x2', 'p2', 'c5']}
1769742660.3493347,SENT,1104860d-8a4a-42ab-b34e-5a35c0d0cab4,1658531a-775f-41bd-8565-8fa0ed53b69e,c5,c3,3359,?,p2,
1769742660.349467,CREATED,61100b44-516c-449b-bf3c-671423e3ff70,508f387a-c93e-45fa-bf77-9b10344517e0,c5,c3,26,?,?,surb={'id': '442bbfd2-f1bd-4318-8858-38b1583db6f4', 'route': ['p3', 'e12', 'i2', 'x9', 'p2', 'c5']}
1769742660.399414,RECEIVED,3aef59e9-0f9f-4f5a-a101-5d7ea06979db,7563bedd-0b84-400c-bb10-dc8f595f6b33,c1,c5,26,p2,?,surb={'id': '04b7d385-48c6-49b9-885f-424db79adab2', 'route': ['p2', 'e9', 'i6', 'x1', 'p1', 'c1']}
1769742660.4418614,RECEIVED,b5ca26a2-3a54-4d88-9c2a-221c5c24421e,cbc4d530-7f96-4871-bdfd-b9831c5c3eb5,c2,c5,26,p2,?,surb={'id': 'e1ae13c4-abb9-4af6-a9a6-27bbb286c3e9', 'route': ['p2', 'e1', 'i1', 'x5', 'p2', 'c2']}
1769742660.4643097,RECEIVED,5e156ec2-1a8c-4608-917b-d9e530f5e5a3,918553db-461b-47d3-a237-a08fb4fc9cb6,c2,c5,27,p2,?,surb={'id': '2709cd56-ca82-4b16-852e-769d6f348b45', 'route': ['p2', 'e1', 'i3', 'x12', 'p2', 'c2']}
1769742660.471154,RECEIVED,47a7877f-dc05-4745-999c-68c5edfd2681,bacbd074-6c46-4477-8089-b2f104740bd5,c2,c5,27,p2,?,surb={'id': '51e34da5-85ac-417c-8982-641b63a6633b', 'route': ['p2', 'e3', 'i3', 'x11', 'p2', 'c2']}
1769742660.4890742,RECEIVED,5873e7da-4978-4e67-83db-775340c16ad6,8611024d-a8ea-47aa-b90d-b2aed5a706cc,c2,c5,27,p2,?,surb={'id': '23a3c787-4010-4994-ae74-e6b4bd8183fd', 'route': ['p2', 'e10', 'i9', 'x5', 'p2', 'c2']}
1769742660.5256867,SENT,e0bc7cc2-6f58-4664-a631-c1046234be91,9a703fe4-a5e2-4257-ac03-01f71e5bb4d7,c5,c3,3391,?,p2,
1769742660.5257459,CREATED,6f436426-a867-48d4-b221-5ea51b027a3d,6b509868-370f-44fd-ad08-6efe5e0e4f26,c5,c3,27,?,?,surb={'id': '68a19dca-9e19-4fba-929f-a12d7be5a140', 'route': ['p3', 'e11', 'i9', 'x12', 'p2', 'c5']}
1769742660.5412185,RECEIVED,29ba61de-618b-485b-b2b8-5ced19b62110,ab6c85aa-5813-46a1-9c4f-879bc7f770e5,c2,c5,27,p2,?,surb={'id': '234a5668-42ee-4b9c-8943-f9407d664eaf', 'route': ['p2', 'e2', 'i7', 'x5', 'p2', 'c2']}
1769742660.6325018,RECEIVED,5a763ad1-30be-410f-9401-553f3a88cfd1,fb77a506-7c9e-448e-9cca-c0ceab0975f1,c1,c5,27,p2,?,surb={'id': '782c9341-7798-4dac-b28a-69592ae75198', 'route': ['p2', 'e6', 'i8', 'x7', 'p1', 'c1']}
1769742660.6775196,RECEIVED,46378839-7178-4f42-bf78-e96f3a7c6080,2f8c6ccf-d9ad-47c4-96f6-7b80c8dd9e9e,c2,c5,27,p2,?,surb={'id': 'b0555201-2bf3-4252-8633-464f325b7bba', 'route': ['p2', 'e2', 'i3', 'x4', 'p2', 'c2']}
1769742660.781822,RECEIVED,568a3dc8-1395-4e21-98c7-848b23ba8786,9360f022-de39-4253-88af-266738a4ed2f,c1,c5,26,p2,?,surb={'id': '6f6dd90a-030b-431a-af10-c78d7e81d7c3', 'route': ['p2', 'e7', 'i6', 'x5', 'p1', 'c1']}
1769742661.2474494,RECEIVED,4404693e-8ff7-4820-8afd-69717032cfef,0a8741f6-8cfd-4ddb-a680-45c00bdd0676,c2,c5,27,p2,?,surb={'id': '03909c21-bb69-4215-9223-940797366759', 'route': ['p2', 'e1', 'i9', 'x5', 'p2', 'c2']}
1769742661.3755941,SENT,7f9faa2f-4034-40a4-adcb-ad51fb69b713,a27478e4-48b7-4e80-a3d9-b061cc85cd24,c5,c3,3399,?,p2,
1769742661.375694,CREATED,9742d2b8-f9c1-46d0-aa2b-6a91e030fedc,8b0ae725-fe53-4754-9b5b-4916ad374119,c5,c3,27,?,?,surb={'id': '7bc0db0b-ca30-4bf9-9283-b91aa689d60e', 'route': ['p3', 'e7', 'i5', 'x7', 'p2', 'c5']}
1769742661.4429998,SENT,5f0ac837-839e-457e-9e8d-b5ee9b3db3ae,b97d6a03-1a4f-49dc-b71b-c043a0ecd3d2,c5,c3,3389,?,p2,
1769742661.4431248,CREATED,02bdd5a1-7d23-48df-a58f-828b9850eb2b,fe78412b-e86d-49ca-b088-6e41128deebe,c5,c3,27,?,?,surb={'id': '343cb658-b8fe-4b69-aa44-86b842904f48', 'route': ['p3', 'e1', 'i12', 'x12', 'p2', 'c5']}
1769742661.5393188,RECEIVED,4a340e15-34a1-45eb-b49f-196a2cbacadb,ae6de53b-c311-4f16-be7c-d8fa1616ccc6,c1,c5,27,p2,?,surb={'id': 'd3cf1cb9-a3ef-49a3-b8af-d1fc99e56a3e', 'route': ['p2', 'e7', 'i3', 'x7', 'p1', 'c1']}
1769742661.6295342,RECEIVED,34e5587c-f75b-490c-8a13-3ac45a338a20,f1f06d04-7136-4aff-aabb-0e12c655288a,c2,c5,26,p2,?,surb={'id': '005e5f1b-6ec6-4247-9d8d-5d55a4d908de', 'route': ['p2', 'e6', 'i2', 'x6', 'p2', 'c2']}
1769742661.75599,RECEIVED,cbbd319f-3f16-4afb-ac54-4c22dafcffe7,62dd5351-e17a-4d5f-9e8d-5639b74f12e7,c2,c5,26,p2,?,surb={'id': '582ee703-19c1-4d23-a369-0a0324310d42', 'route': ['p2', 'e4', 'i4', 'x12', 'p2', 'c2']}
1769742661.8957283,RECEIVED,8f6e3cd3-a6ce-4fdf-8972-3d6ab6959cf8,362a4835-13b5-4dc2-a731-44aa7cade973,c2,c5,27,p2,?,surb={'id': '968f0755-6b29-4e54-a761-2c768af286d6', 'route': ['p2', 'e6', 'i2', 'x3', 'p2', 'c2']}
1769742662.0545154,RECEIVED,422577d9-d408-4984-8a69-6d9fcf5c72c6,aa6b77e0-3b05-44b2-82da-f810d38b3678,c1,c5,27,p2,?,surb={'id': 'fb85a727-93ff-4eba-a859-d64959eb1a26', 'route': ['p2', 'e10', 'i7', 'x5', 'p1', 'c1']}
1769742662.1402302,RECEIVED,bb870ee6-016e-4ab2-a721-26d16150ad17,56749d92-203a-4b56-973b-26cb6c28a45b,c2,c5,27,p2,?,surb={'id': 'bef9070e-4d48-4ffe-8449-cca6fb77c164', 'route': ['p2', 'e9', 'i4', 'x6', 'p2', 'c2']}
1769742662.2259119,SENT,81883583-0b28-419a-9fa1-2c064f11f383,f99fba5c-30da-448b-a9c5-10a1c62068e0,c5,c3,3375,?,p2,
1769742662.225971,CREATED,2e2d161e-1280-4741-b570-753d1304b9ae,21756c7d-3c44-4e1c-9064-7b11a1ccb666,c5,c3,27,?,?,surb={'id': 'e8bf0eed-c4ed-4e13-9610-8837e41863aa', 'route': ['p3', 'e1', 'i2', 'x7', 'p2', 'c5']}
1769742662.360547,RECEIVED,abdaa55b-4bec-4c60-b850-51731d4bcb55,8e31bd5a-a2b3-497d-af5a-453a4e36ae38,c2,c5,27,p2,?,surb={'id': '86abdd49-2eb1-4ea5-a476-09b92126994a', 'route': ['p2', 'e3', 'i5', 'x2', 'p2', 'c2']}
1769742662.4786081,RECEIVED,52d68b40-c454-4cb7-89df-6e64fabd791c,44b9821a-1311-4372-a81c-9e60054d8a65,c2,c5,26,p2,?,surb={'id': '2095c25e-23f6-4290-bab2-7545d087db3f', 'route': ['p2', 'e4', 'i11', 'x1', 'p2', 'c2']}
1769742662.5975378,RECEIVED,9bda89b2-938d-498c-ad10-7f1100ab14a2,4e6095b4-20c9-43fb-aa89-71f4d57c1463,c2,c5,26,p2,?,surb={'id': '7c12117f-294f-4ae1-a83f-b58a39f4a17e', 'route': ['p2', 'e12', 'i10', 'x3', 'p2', 'c2']}
1769742662.8934116,RECEIVED,46506efe-1a7a-4996-88e0-b65ec1532f05,b554e6c8-c289-414f-a854-e0399191202f,c1,c5,27,p2,?,surb={'id': '37a81faa-d628-464e-a9c7-ca93b10efd1b', 'route': ['p2', 'e5', 'i12', 'x9', 'p1', 'c1']}
1769742663.1915965,RECEIVED,b8d193fc-3d0f-4fcc-92f0-7034cb315edd,20887012-d072-424c-ac2a-d22aff0e66c1,c2,c5,27,p2,?,surb={'id': '7dee4044-f70f-4591-a574-e4450a2560e0', 'route': ['p2', 'e1', 'i2', 'x12', 'p2', 'c2']}
1769742663.2774525,RECEIVED,4c1bb438-650d-4c45-b2d8-b16753333053,66436562-091a-4327-9a98-b2bcb4bfb1a8,c1,c5,27,p2,?,surb={'id': 'b14d934b-4a3c-43ae-b4f2-9b90f9afa232', 'route': ['p2', 'e11', 'i9', 'x3', 'p1', 'c1']}
1769742663.3596377,RECEIVED,5307b315-7e73-4dfc-ad77-19bc6c6ccf14,15b6d3df-aa79-489e-946f-e515c4e75a3b,c2,c5,27,p2,?,surb={'id': '128f0901-b915-4e39-a892-23f6f0b05f9e', 'route': ['p2', 'e6', 'i7', 'x10', 'p2', 'c2']}
1769742663.4765637,RECEIVED,295e026d-6a69-4ed5-b239-58186261e7b9,24980c1e-e268-4b82-8a38-9bfbb8a740ef,c2,c5,27,p2,?,surb={'id': 'e504f786-85bd-43d2-acae-39eb3edc92f6', 'route': ['p2', 'e2', 'i11', 'x4', 'p2', 'c2']}
1769742663.582812,RECEIVED,829a8b5c-ab0a-4baa-8444-41ef613ffd54,b7e5a6b6-fe64-4e9f-a839-24afffe945c2,c1,c5,27,p2,?,surb={'id': '27171c2e-3121-42cd-b10d-b994e862a5e2', 'route': ['p2', 'e3', 'i12', 'x10', 'p1', 'c1']}
1769742663.9069262,SENT,8919f2ed-cebe-413c-ac31-665f7618c32a,b2d0b60f-9a76-4a52-bf49-722fe7146618,c5,c3,3400,?,p2,
1769742663.9071023,CREATED,fbd49b7b-8e3a-4733-b9cb-e393e8c25446,f7c67f67-d1e8-454a-91e9-a71c89b6b60b,c5,c3,27,?,?,surb={'id': '1806149b-c24e-4f39-9741-d7f35323b657', 'route': ['p3', 'e3', 'i3', 'x6', 'p2', 'c5']}
1769742663.9615512,SENT,80180ab8-b94c-451a-8ac8-e2c19744e2c3,d51c29e8-5797-4d17-8edb-ec4f7e1231ea,c5,c3,3376,?,p2,
1769742663.9617014,CREATED,07e384df-9d8d-4ded-aab3-f0206f69e636,d366dba3-9bd5-407c-a2a9-b97257024618,c5,c3,26,?,?,surb={'id': '7441c155-f353-4f05-ae94-930c08041f6c', 'route': ['p3', 'e11', 'i4', 'x1', 'p2', 'c5']}
1769742663.9772666,SENT,ee994f70-3acf-4246-bbc9-5b2bf302d840,8dafa0ba-69ef-4146-b632-56b0e37259b5,c5,c3,3364,?,p2,
1769742663.9774203,CREATED,951d4a78-26eb-4618-9b81-080e0d787fa7,397f178d-584b-42f8-b114-ccd889d634ee,c5,c3,26,?,?,surb={'id': '174891d3-c5e6-42c5-bc26-acc3a8d7d14c', 'route': ['p3', 'e9', 'i3', 'x6', 'p2', 'c5']}
1769742664.2719378,RECEIVED,e4c778bf-8367-4601-8264-17b199835c51,71d8ac3c-7d16-47e2-9ef7-ce7f7bf6a044,c2,c5,27,p2,?,surb={'id': 'c63291a3-4569-497e-b502-15cada350179', 'route': ['p2', 'e9', 'i7', 'x4', 'p2', 'c2']}
1769742664.4086409,RECEIVED,100bbb91-4c3a-4342-9722-0a4f90580c26,41f616b0-75b1-4262-b6ca-7b6a5a35703b,c1,c5,26,p2,?,surb={'id': 'fede41f4-4cf5-454d-8eda-c17cf48ff50a', 'route': ['p2', 'e4', 'i7', 'x6', 'p1', 'c1']}
1769742664.5188754,RECEIVED,9064f036-f985-4e1f-b081-c2ef32eef0d5,770eb398-43eb-446b-8d0f-bab7d499fb38,c2,c5,26,p2,?,surb={'id': '7f7836dc-96bb-4395-a6f6-5642b08835d0', 'route': ['p2', 'e5', 'i8', 'x7', 'p2', 'c2']}
1769742664.5576243,RECEIVED,fbee2904-46e6-4b48-adc3-c016f309ad73,d56b17cf-779e-4278-97cf-e78952530328,c1,c5,27,p2,?,surb={'id': 'f65e4a45-010b-4a41-aa8a-4bde5ad0dc78', 'route': ['p2', 'e5', 'i8', 'x6', 'p1', 'c1']}
1769742664.60184,RECEIVED,5f3b481b-5ec0-4cb6-b9fa-00d9d0c8a750,63c56a61-126b-412c-aba9-636dd5bf8e81,c2,c5,27,p2,?,surb={'id': 'c5fa2c4c-f9ce-403f-9bb4-7dd2a55a3c5c', 'route': ['p2', 'e2', 'i12', 'x5', 'p2', 'c2']}
1769742664.7157485,SENT,cbb9822d-9ea3-4573-804d-61b699a39853,0b69abca-f2d6-4657-94b3-dd158b4f093c,c5,c3,3386,?,p2,
1769742664.715882,CREATED,6d644c9d-fb2b-4215-86b4-9d46aa85b561,06848e63-00f2-4628-bae8-ba05dd6f289d,c5,c3,27,?,?,surb={'id': 'd6db03a3-12b4-4b66-bfc5-a2e80913465b', 'route': ['p3', 'e8', 'i6', 'x7', 'p2', 'c5']}
1769742665.120961,RECEIVED,abacd11c-443e-44ba-9562-b11b3df2b122,0474d615-15f1-48e9-b547-01b82733fa14,c1,c5,27,p2,?,surb={'id': '7ce740f6-a9fb-405f-9e42-49381ac0f483', 'route': ['p2', 'e3', 'i10', 'x3', 'p1', 'c1']}
1769742665.2143085,RECEIVED,c25e37c6-98ae-4f85-880e-f370342e58a9,b7e57748-d4bb-4862-b898-1220d5e01963,c2,c5,27,p2,?,surb={'id': '03191d2b-de64-4fdd-8b7e-7e7a60e88cb0', 'route': ['p2', 'e6', 'i2', 'x10', 'p2', 'c2']}
1769742665.3949018,RECEIVED,eec7e75e-2a8e-4204-a8dc-35e077e1a3fd,12d819c9-db15-4e30-8796-eeb865240dc1,c2,c5,26,p2,?,surb={'id': 'c0899e7e-68b2-4692-8f49-65babcb08af4', 'route': ['p2', 'e9', 'i11', 'x11', 'p2', 'c2']}
1769742665.8516772,SENT,c6aef0ac-9afb-46b6-885a-b0d40d450fc3,f291e996-9c4a-4ef1-b289-aec4b2fde141,c5,c3,3363,?,p2,
1769742665.8518322,CREATED,9e977f5f-70bb-4902-a8de-4d632d7b14f2,ddb31209-834f-4b47-83a5-ba4826c48742,c5,c3,27,?,?,surb={'id': '6056f873-bd1f-48cc-a7b4-c1bb445da87c', 'route': ['p3', 'e10', 'i8', 'x7', 'p2', 'c5']}
1769742665.8945239,RECEIVED,ec7e75c6-c72a-42cb-941e-95c964aa1a82,2d8e6d9c-88f9-4aed-814e-ac420fbc013c,c2,c5,27,p2,?,surb={'id': '2e4e3d3a-a0ba-49b4-9508-b041aca5b1fe', 'route': ['p2', 'e10', 'i9', 'x9', 'p2', 'c2']}
1769742665.9068787,RECEIVED,b651245e-6c0a-466a-99b6-a164989a803b,62b5da8d-ae8e-4fda-88d2-1c2b2b5c65c7,c2,c5,26,p2,?,surb={'id': '32398b10-1f27-4631-8a7e-3e3cf994add5', 'route': ['p2', 'e9', 'i7', 'x10', 'p2', 'c2']}
1769742665.9988396,RECEIVED,53edce57-a636-4f95-948e-596838930aeb,a5cc3c03-b8cb-43a4-9e18-377ed67babf9,c2,c5,27,p2,?,surb={'id': '35f07dd6-e742-40f6-a4ab-aad1dfac955e', 'route': ['p2', 'e11', 'i3', 'x7', 'p2', 'c2']}
1769742666.154602,RECEIVED,a5b0e48c-abc4-4726-8f0a-54dca4433160,1d77f633-93b7-415b-8223-74c0108d2fdb,c2,c5,27,p2,?,surb={'id': '09e63d90-6cd8-4ed5-87b6-92d1e95c5e4b', 'route': ['p2', 'e5', 'i10', 'x2', 'p2', 'c2']}
1769742666.1867976,RECEIVED,3b439920-91f1-4350-9db8-45448b632472,543a906d-d4e9-436b-8691-a1755c7e18ac,c2,c5,27,p2,?,surb={'id': 'beaf0f2e-cc14-414f-a49d-a423ba8d7c9c', 'route': ['p2', 'e9', 'i7', 'x9', 'p2', 'c2']}
1769742666.2432296,RECEIVED,62bcc821-94c3-4204-8830-dc33c8c63172,352f9505-3483-46ab-8144-a34d18b9008c,c2,c5,26,p2,?,surb={'id': '9259a195-5ae1-440b-8f66-6a7b38f5d686', 'route': ['p2', 'e8', 'i1', 'x1', 'p2', 'c2']}
1769742666.3913157,RECEIVED,97f4ad17-50e7-412a-bf5c-84a24042a7a5,b08c6aad-352e-4bc9-94f5-8fb62e899e65,c2,c5,27,p2,?,surb={'id': '332644cc-ca24-4dc1-ab45-911352a79ff6', 'route': ['p2', 'e1', 'i3', 'x3', 'p2', 'c2']}
1769742666.4310646,SENT,f09f3d58-9a68-4d51-b24d-055900fa5d96,14b86685-5f6c-49d4-b2b8-8386b37b3bd0,c5,c3,3380,?,p2,
1769742666.4311416,CREATED,4208ef99-fd71-46cd-aa9f-19e9bb283963,8fe58dd3-1376-40b5-8ebe-7e2b8d439389,c5,c3,27,?,?,surb={'id': 'a1e78eae-eab7-4d03-bc1e-ab509e8bf8fe', 'route': ['p3', 'e5', 'i2', 'x4', 'p2', 'c5']}
1769742666.4510522,RECEIVED,bab3d817-b790-49e7-893a-c0a0e068ec64,2881f8f7-0e13-4ce3-bb8c-722056306861,c2,c5,27,p2,?,surb={'id': 'e202bd5c-1a95-4b79-9560-af9862309a57', 'route': ['p2', 'e5', 'i8', 'x11', 'p2', 'c2']}
1769742666.4745536,RECEIVED,15ba7505-29c5-4023-856e-9d636c0f6e23,4f488edb-8456-4b2a-97c7-b72150b74502,c1,c5,27,p2,?,surb={'id': '8a464bba-0dbc-4e82-b0ad-be307810b516', 'route': ['p2', 'e10', 'i5', 'x6', 'p1', 'c1']}
1769742666.478891,RECEIVED,3563e98b-6345-4737-8755-d21f09ee950d,3cf1ae96-f3aa-4c8d-9dd9-68f9302ecfdc,c2,c5,27,p2,?,surb={'id': '3151e855-ffa8-4c2f-9a20-019eb0803cf5', 'route': ['p2', 'e10', 'i1', 'x5', 'p2', 'c2']}
1769742666.5151744,RECEIVED,58c0068b-5fe9-4b65-8fed-24ce8ffadff8,002c0d49-c5d5-412e-b97a-d1fcff941dc2,c1,c5,27,p2,?,surb={'id': '9f06d569-ac89-4124-8690-f65d3f807d30', 'route': ['p2', 'e9', 'i2', 'x2', 'p1', 'c1']}
1769742666.5412924,SENT,ace00de3-c075-46b8-88d8-2e1078dfeed2,b5710b62-7f84-4621-b5b8-ebb7036c7ee3,c5,c3,3376,?,p2,
1769742666.5413735,CREATED,ad6c687b-f30a-4867-a140-c20c8bd1325a,c70a15d1-e453-4c0a-bfd6-82cace7f9fef,c5,c3,27,?,?,surb={'id': '5bec573d-6e4b-44a3-b872-a03ae9f8751a', 'route': ['p3', 'e7', 'i2', 'x4', 'p2', 'c5']}
1769742666.6848917,RECEIVED,1fcf78b6-3531-45c4-bee8-9554b3a8960a,5d6496d5-ca4e-45ee-bffc-39bb2a88ab02,c1,c5,27,p2,?,surb={'id': '594b9205-533e-4e09-9633-76d5ef31b3cc', 'route': ['p2', 'e12', 'i10', 'x8', 'p1', 'c1']}
1769742666.7171123,RECEIVED,49d69efd-4e35-4461-8745-c003c1869788,a0695c4c-2302-4df2-8f0a-f2b0817818e0,c2,c5,27,p2,?,surb={'id': 'f8a99c0c-3eda-4076-93f9-ad2751b1a9d7', 'route': ['p2', 'e7', 'i5', 'x12', 'p2', 'c2']}
1769742666.9208472,RECEIVED,26abce4c-9a15-4ff7-a9c5-306e0e4ce6da,5d8ec51f-e831-4161-8f9f-eeccce2a8dd3,c1,c5,27,p2,?,surb={'id': '61a09044-8e80-45f7-be35-60cf6216d40c', 'route': ['p2', 'e1', 'i11', 'x3', 'p1', 'c1']}
1769742666.988672,RECEIVED,b61cd855-98ee-49a3-b42f-367fed0d1423,eb2da53d-f171-4019-a566-32941605354a,c1,c5,27,p2,?,surb={'id': '8279a3a8-2cfb-4397-90a9-7eb35a38f5c2', 'route': ['p2', 'e12', 'i5', 'x8', 'p1', 'c1']}
1769742667.0673966,SENT,cae2f396-b6f6-42fc-a73d-a1575993a927,1363bb37-5c85-4c5c-92cf-354b260f150b,c5,c3,3382,?,p2,
1769742667.0675266,CREATED,6c11ec03-a491-4d39-b230-9c64a4bc02a8,b6684cc7-1346-4e38-8eb2-5941ac642f99,c5,c3,27,?,?,surb={'id': '78c837ac-fff4-49c5-b571-ea65b83cc074', 'route': ['p3', 'e1', 'i1', 'x1', 'p2', 'c5']}
1769742667.3200324,RECEIVED,9cca281a-49c6-4ba9-87dc-6c2ade16bf6b,20a9fdf0-4f12-4610-8a2a-e384febecb73,c1,c5,27,p2,?,surb={'id': 'e094d08f-40fd-495c-bcf7-d89c64b90a8d', 'route': ['p2', 'e9', 'i10', 'x9', 'p1', 'c1']}
1769742667.404406,RECEIVED,b145679f-a8a4-4b6d-8c5e-34151479b300,bea3c87d-8e29-489e-9eba-6492530f5ce8,c2,c5,27,p2,?,surb={'id': '37bd5037-d38b-472c-8865-2066b6694bea', 'route': ['p2', 'e12', 'i7', 'x6', 'p2', 'c2']}
1769742667.5507455,RECEIVED,931679ea-799e-451c-858a-39767370d681,7eb4f99d-490e-4925-a015-b2e4ed55a10d,c1,c5,27,p2,?,surb={'id': '4e362fec-3626-4cd5-971e-5aceed8d4dd7', 'route': ['p2', 'e3', 'i1', 'x8', 'p1', 'c1']}
1769742667.6135702,SENT,706b3904-4a8d-4e83-a94f-04915c04336c,da636ccb-ddba-46a3-9bc8-33a0677723da,c5,c3,3395,?,p2,
