timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769742546.957637,SENT,97613bca-07bd-4df6-8927-6146830c130f,5e8c1f8f-a508-4afa-9c7a-da0e76b9dfa0,c5,c3,3371,?,p2,
1769742546.9577692,CREATED,1c005909-daa2-414b-a8e3-69d98111148b,1f92365a-c99d-42fe-b51d-d3c9c0e1253c,c5,c3,26,?,?,surb={'id': '2e4eddcc-5f10-4c2e-80f0-a9ed4c25c0b1', 'route': ['p3', 'e8', 'i7', 'x6', 'p2', 'c5']}
1769742547.2512953,SENT,406c9872-8fd7-4c42-a4d0-db3fd6c1109c,bca1e606-6141-4583-851a-5a6b745a7690,c5,DROP,2031,?,p2,
1769742547.2514148,CREATED,8730b279-be1c-476c-b900-af20375318be,482c0b0d-f9fb-49f9-8543-15ae08ba1260,c5,DROP,27,?,?,
1769742547.3158157,SENT,14beba96-10c4-4489-80cb-c3a85b566a1a,0396b0e4-1851-432d-a295-729029c03b8e,c5,c3,3379,?,p2,
1769742547.3159518,CREATED,93289ddf-b24b-45c7-b679-e92ffe8473c0,8d01cf05-287c-4c68-93c8-88c8c9a822ca,c5,c3,26,?,?,surb={'id': '49b43a4b-0d3e-44f7-9d8b-3d1665c2847d', 'route': ['p3', 'e10', 'i3', 'x1', 'p2', 'c5']}
1769742547.3519628,RECEIVED,bbf82a62-d610-44e7-91ca-7e2a870a20f7,4018af94-8477-4214-920b-05f84c6ee608,c1,c5,27,p2,?,surb={'id': 'e577ee52-8bcd-4054-baf4-af8a964e52bf', 'route': ['p2', 'e6', 'i5', 'x5', 'p1', 'c1']}
1769742547.3929973,RECEIVED,347258cc-21d6-4a10-b7c4-c90e9f1558d3,878efb0d-1668-4010-9ea7-b5b20d2093e2,c1,c5,27,p2,?,surb={'id': 'ba06fa90-eded-4b6b-a7ae-63b0bedaf303', 'route': ['p2', 'e7', 'i10', 'x3', 'p1', 'c1']}
1769742547.429269,SENT,056de283-f06e-4c9a-858d-fc568652b023,292df4eb-87d1-4771-b545-15e9e7d03065,c5,c3,3388,?,p2,
1769742547.4293425,CREATED,11b0cc3d-ef43-46ad-a5dd-a9cf8d2fb127,57157e2a-0b2d-4bc9-ab81-6dbd43bb5b28,c5,c3,27,?,?,surb={'id': 'd58126be-f96c-4715-8c52-ee59744b2a39', 'route': ['p3', 'e6', 'i3', 'x8', 'p2', 'c5']}
1769742547.4878356,RECEIVED,655e7108-d0d7-4f55-be9f-94714b561143,61c229a3-51d0-409a-bbfd-f298c02180f1,c2,c5,27,p2,?,surb={'id': '6817d890-8b60-4637-81c7-11fd45312af3', 'route': ['p2', 'e2', 'i4', 'x12', 'p2', 'c2']}
1769742548.1601388,SENT,befea227-6b4c-464c-a523-9ac09b3d183f,0db68c1e-7dcd-4b2e-b517-fb4c134b0287,c5,DROP,2031,?,p2,
1769742548.1602783,CREATED,88856080-cc27-4a3a-9a66-5a7204c3e36b,edc77392-f9f9-4521-88be-272950c5a5bb,c5,DROP,27,?,?,
1769742548.294912,SENT,30756865-684d-4c19-a9a8-f8474499d365,18af5e5d-70f4-4338-8e3e-2b82810f16db,c5,DROP,2011,?,p2,
1769742548.2950785,CREATED,00d21ea5-3f57-47ec-b53b-1e7f7d3de842,d0ae86d9-c258-403a-b0bc-9b73e706b4f5,c5,DROP,26,?,?,
1769742548.3225434,RECEIVED,9cf04c58-24c2-4053-8167-9e888ae75984,6f4b0641-d33a-41be-ad6c-d055b1ea1f76,c2,c5,27,p2,?,surb={'id': 'c2c3a30a-caa1-4a82-a794-96abadeb7ea7', 'route': ['p2', 'e4', 'i3', 'x1', 'p2', 'c2']}
1769742548.4691815,SENT,7fafa180-def7-47fc-aecd-d21e77d289bf,bb2ba8dd-e985-42f9-93b0-dea410d65d2d,c5,c3,3374,?,p2,
1769742548.4693322,CREATED,37f2dcd7-946d-413f-9f58-69addb5730b9,5869e49d-2e26-4b35-9bf3-e03d65eb6fca,c5,c3,26,?,?,surb={'id': '2fc93dc3-c5df-4efe-9c63-889b5278e9d7', 'route': ['p3', 'e8', 'i8', 'x5', 'p2', 'c5']}
1769742548.8710709,RECEIVED,294079df-77b1-405a-a6e2-bb03e2aaa801,1a4c6331-e1fb-41ed-b6b0-14b84fcea4be,c2,c5,26,p2,?,surb={'id': '28a4bebd-6333-42f0-bae1-4ed255fbdd87', 'route': ['p2', 'e1', 'i2', 'x9', 'p2', 'c2']}
1769742548.8855758,RECEIVED,0f920d9f-7ca6-49ee-a8e5-9138ee573e1e,c57f01e7-2f8a-499b-915c-e1b226b373f6,c1,c5,27,p2,?,surb={'id': 'f642e1ea-4ef1-423d-9b83-b826e36f868e', 'route': ['p2', 'e10', 'i1', 'x7', 'p1', 'c1']}
1769742549.152632,RECEIVED,7addec0c-a54e-4cb0-91c1-6c694df6163d,5cc3f6c0-df56-4551-b123-e059994888c5,c2,c5,27,p2,?,surb={'id': '7b09dd56-8a9c-4382-994d-cc9fd2beebf8', 'route': ['p2', 'e3', 'i3', 'x3', 'p2', 'c2']}
1769742549.2115576,RECEIVED,a3d04ed0-57b4-4bc7-930d-79022b1c3752,e26b1aee-0aed-4cad-933b-a9a5fbf1f446,c1,c5,27,p2,?,surb={'id': 'b504edde-8478-404d-b816-bea35966c8aa', 'route': ['p2', 'e4', 'i5', 'x1', 'p1', 'c1']}
1769742549.9664347,RECEIVED,86f61b8e-7b91-4b6c-8c9c-20fd788b9a77,e3f76f1f-be93-4b5e-a767-a72f1bb3d8e7,c2,c5,27,p2,?,surb={'id': 'dbe5605b-1644-4b53-90c6-ff18d90033f1', 'route': ['p2', 'e11', 'i9', 'x7', 'p2', 'c2']}
1769742550.036339,RECEIVED,d628f8f9-18f1-4e65-8771-aeb6ca73f33c,6afae248-afde-488e-93e3-f9344f04d043,c2,c5,27,p2,?,surb={'id': '6d7335f8-9abc-4ca1-aadf-a2f387ccb548', 'route': ['p2', 'e5', 'i2', 'x2', 'p2', 'c2']}
1769742550.0919614,SENT,0f8dfcb5-d536-42e1-b9a7-8a6559688aba,33c31a93-e4a6-4328-9af4-bc96aceaa3f0,c5,c3,3384,?,p2,
1769742550.0920339,CREATED,6ac36550-30f2-4e89-9d28-ebc78b3357ec,2fbd9ca8-9448-42eb-a060-1f4f4396133c,c5,c3,27,?,?,surb={'id': 'bfa4715b-e8ca-4c1e-93fa-957d40f92b94', 'route': ['p3', 'e4', 'i4', 'x1', 'p2', 'c5']}
1769742550.183267,SENT,fce0ef06-54ab-436d-a417-1cc030b8ff52,7569783e-8d1b-4310-a62a-301f27e5931f,c5,c3,3391,?,p2,
1769742550.1833801,CREATED,8f5bec3c-5193-4b8e-b995-2c6c6052ea03,48d224b5-a134-441c-968d-7e2a212c5c6f,c5,c3,27,?,?,surb={'id': '17cdc169-0eae-44bf-a2fa-1a39a3e57a74', 'route': ['p3', 'e9', 'i11', 'x10', 'p2', 'c5']}
1769742550.1893663,SENT,bfa2e805-6396-4aab-a2d4-55aebc42ffd7,b2cb5244-acdb-4ae1-8817-0ed00096fcb6,c5,c3,3397,?,p2,
1769742550.1894958,CREATED,c9e2845f-8e5a-49e2-a64a-8cae95d90c8b,a22b93ff-1afe-4a06-877b-fbe07869e0ec,c5,c3,27,?,?,surb={'id': 'be1cd6d8-b999-49a3-ae66-58f57d5f8229', 'route': ['p3', 'e11', 'i11', 'x12', 'p2', 'c5']}
1769742550.438179,SENT,ac8dff6c-337f-4e8e-8ab0-004307746e4e,c53efa0c-3fe5-47b2-835b-01be0b258c87,c5,c3,3388,?,p2,
1769742550.4383295,CREATED,154278d8-f2f8-479f-8fe6-c9b5aea1034e,57508a1b-fc1f-4609-833e-163e8ec6d519,c5,c3,27,?,?,surb={'id': '26370b9f-159d-4bb6-aa86-3cd79d9895fc', 'route': ['p3', 'e4', 'i4', 'x4', 'p2', 'c5']}
1769742550.609645,SENT,79fc95e2-efad-4c96-b387-00b5ef92d8a1,73bdb471-5551-46e7-ad4b-837b52a3530a,c5,c3,3372,?,p2,
1769742550.6097393,CREATED,d6874867-1b4c-48db-af61-dc3d0fc0d012,d5f98c2f-ce47-49fe-bc41-e212081ffa8a,c5,c3,27,?,?,surb={'id': 'c48e4900-a522-4f70-99d0-0b9ae9b70cfa', 'route': ['p3', 'e5', 'i9', 'x2', 'p2', 'c5']}
1769742550.616476,RECEIVED,50b2bc88-2bd3-4e10-8a18-21c478c8e288,86879095-1d4e-4d8b-8ee0-09951771dfe6,c2,c5,27,p2,?,surb={'id': '951b602f-ced7-47c1-adf2-913eefcdbec1', 'route': ['p2', 'e7', 'i6', 'x6', 'p2', 'c2']}
1769742551.3664668,SENT,b4d64315-5117-4b29-8edd-e11df6c33b1f,81d09483-c7a4-4f6b-8712-79636e837e9a,c5,c3,3360,?,p2,
1769742551.366568,CREATED,66e4ca32-d642-4bb1-b429-3f1c6794530a,72d7b899-1c9d-420a-9c85-2045b0e1a8b3,c5,c3,27,?,?,surb={'id': 'd1d5a4e8-c3aa-493b-9689-c9818c626748', 'route': ['p3', 'e11', 'i8', 'x1', 'p2', 'c5']}
1769742551.4193368,SENT,47052e10-ee2e-47e3-9efa-7b56d330bcee,a8fdd172-8893-4d54-a780-5ee3ddde4b61,c5,c3,3380,?,p2,
1769742551.4194357,CREATED,bfcd20fb-0d7d-4c0a-afa4-7d114fb2911d,1d0927a0-867d-4439-83e9-f11e1cf8876e,c5,c3,27,?,?,surb={'id': '71a06a54-1372-430b-80bc-7962eec6c30f', 'route': ['p3', 'e1', 'i10', 'x4', 'p2', 'c5']}
1769742551.5547273,SENT,8e34f007-c5d7-42ac-bdad-dc0c439ca92f,83d0fe0d-3f7c-4076-a921-ef1eb8ac0aae,c5,c3,3379,?,p2,
1769742551.5548291,CREATED,56a85d47-2137-4266-8361-efa8e96dc54b,720453ff-e44a-4384-8e41-807c024a008c,c5,c3,27,?,?,surb={'id': 'a4e8ab14-a87c-44ec-be40-67e06dc289f5', 'route': ['p3', 'e4', 'i8', 'x5', 'p2', 'c5']}
1769742552.0256624,RECEIVED,2af2ea56-5138-40d7-9c76-14b7f2c1efd6,aed74f41-e08a-4128-bfee-68aeb84c71ea,c2,c5,27,p2,?,surb={'id': 'b12a5c6e-8125-451b-b960-77e1000fdbda', 'route': ['p2', 'e11', 'i10', 'x9', 'p2', 'c2']}
1769742552.0567462,RECEIVED,1b139be4-065a-4958-8a73-52c7a1b1c797,33d9d072-7c64-424e-bf6e-8302d71857d6,c1,c5,27,p2,?,surb={'id': 'bc16a94a-7860-49ed-bb86-56e3aebe833a', 'route': ['p2', 'e3', 'i3', 'x10', 'p1', 'c1']}
1769742552.208528,RECEIVED,f3749756-f63d-4671-948a-dca2bfa84a0c,2ffeedff-8071-428b-b124-679809b2380c,c2,c5,27,p2,?,surb={'id': '581f101f-cb11-47a8-8b0a-0c27e0e422c0', 'route': ['p2', 'e8', 'i2', 'x4', 'p2', 'c2']}
1769742552.3180013,SENT,63d58502-2c4a-4ea0-9023-050b425da8e3,c765ed86-fba6-4448-9de7-5d76d920d546,c5,c3,3367,?,p2,
1769742552.3181143,CREATED,e3876954-1dfe-401f-8375-bb6663683137,2410426f-523b-42a1-9b23-ba9d3cfb424d,c5,c3,27,?,?,surb={'id': '16d04179-c0a7-4a16-b202-34996cb61f64', 'route': ['p3', 'e2', 'i8', 'x2', 'p2', 'c5']}
1769742552.724285,RECEIVED,66f9bf2a-32b3-417f-822b-b0b5fc469a04,da27c138-b3f7-4d6a-be23-82b926bc2dc4,c1,c5,27,p2,?,surb={'id': '9279ab9f-418f-4cdf-984b-72b1f630b41b', 'route': ['p2', 'e3', 'i12', 'x11', 'p1', 'c1']}
1769742552.9360754,RECEIVED,046eca73-3f21-4cbd-a7d9-123b56547877,aed29f53-3a36-471c-b535-161d08f5d8c3,c2,c5,27,p2,?,surb={'id': '79522f4c-9423-4048-98a1-1b3a46c995f3', 'route': ['p2', 'e1', 'i11', 'x12', 'p2', 'c2']}
1769742552.9380543,RECEIVED,0e459db3-fa9e-4d39-bbc9-18ea23a3a0c1,c5fb45f7-d4c4-4d75-a28e-0d299f0d0aa4,c1,c5,27,p2,?,surb={'id': '2cadb6f2-fdd9-4c50-94a6-60f8a57ae7b4', 'route': ['p2', 'e6', 'i8', 'x5', 'p1', 'c1']}
1769742552.9714215,RECEIVED,abe48c07-f88d-4a17-979c-411ab62c20cb,efe67b43-ce24-43c3-96f3-00add0f2ebd0,c1,c5,27,p2,?,surb={'id': 'a417d402-7992-481c-855f-3f65a14c6722', 'route': ['p2', 'e11', 'i7', 'x5', 'p1', 'c1']}
1769742553.0409586,RECEIVED,be73e44f-a669-44d0-a592-9b5e784b3c38,0ec929a7-6676-4774-bf61-dc332cc557cc,c2,c5,27,p2,?,surb={'id': '18930415-f73a-452e-9dc8-46e0628f0ea4', 'route': ['p2', 'e6', 'i1', 'x3', 'p2', 'c2']}
1769742553.1248355,RECEIVED,c923e9d7-1a38-48be-80bd-a89ae056cae1,1c08ccb6-7954-486e-a445-819a007cf9d6,c2,c5,27,p2,?,surb={'id': '00ccda9f-2478-4b21-a9fa-c664147b30ce', 'route': ['p2', 'e3', 'i5', 'x7', 'p2', 'c2']}
1769742553.197619,SENT,331bdb34-76e4-47fe-b84d-f634ec6b2898,b236f489-be5c-4584-9769-37e1d04471fb,c5,c3,3380,?,p2,
1769742553.1977615,CREATED,18b1e286-85e4-4813-8616-263ce09a3f1f,23eed873-194d-457c-a8a1-cbe8ea674f9a,c5,c3,27,?,?,surb={'id': 'e09ee3b5-f0d8-4f7f-8a50-a108e50b4f73', 'route': ['p3', 'e1', 'i3', 'x2', 'p2', 'c5']}
1769742553.31628,RECEIVED,36c61a80-d0ba-4f5c-ba53-f7f6d183931d,98dc3db0-e410-46bc-9f70-727cae03cb56,c1,c5,25,p2,?,surb={'id': 'f3b70ae2-839e-4b43-b344-135b9471aae5', 'route': ['p2', 'e7', 'i3', 'x12', 'p1', 'c1']}
1769742553.6331444,SENT,be9d10ae-48bc-4059-8f7e-3842b182f14a,c98ca0f8-a702-42ea-b0b1-d092ff549c33,c5,c3,3376,?,p2,
1769742553.6332853,CREATED,4dfcca9d-c9aa-4a69-a5ec-01397c9b6212,89ade8d9-dd34-4d1c-b8c5-5871408430e1,c5,c3,27,?,?,surb={'id': '9ba4e193-e6a6-440e-9737-d731247c0539', 'route': ['p3', 'e11', 'i6', 'x10', 'p2', 'c5']}
1769742553.6654496,RECEIVED,bab49c61-13a2-4f48-b98b-3a91848ca38d,15b200d2-dd40-4480-afab-2368b253d545,c1,c5,26,p2,?,surb={'id': '58b6af37-713a-48fe-9c08-17fc9339ec74', 'route': ['p2', 'e8', 'i2', 'x8', 'p1', 'c1']}
1769742553.946582,SENT,dc8b21ec-fa2b-4a97-ab8e-0f924e6a511d,72fecd6e-0100-4a95-8890-ed69bf9c8d53,c5,c3,3384,?,p2,
1769742553.9466822,CREATED,773dc1e9-43cb-4a38-9fff-249eea0240e4,11630437-1aad-42d1-9f25-9785e5fe98ce,c5,c3,25,?,?,surb={'id': '612bcd47-1fc8-43e2-968e-450e840daee2', 'route': ['p3', 'e5', 'i4', 'x9', 'p2', 'c5']}
1769742553.9839869,SENT,19bd7796-11e0-4daf-a910-08800f781e2f,37420966-5cc1-4cad-ae7b-ba8792ee0191,c5,c3,3375,?,p2,
1769742553.9841456,CREATED,bbb12f80-52fa-4e67-871a-0c6d6a1a3409,4c5b6f47-1cf1-42ec-bcc5-1d235ba47d86,c5,c3,27,?,?,surb={'id': 'ab48d9c1-c878-4429-9b5e-a8b117fe84dd', 'route': ['p3', 'e10', 'i11', 'x9', 'p2', 'c5']}
1769742554.2436988,RECEIVED,21ebffda-7f4d-40d9-acc3-64d4bd774505,c48d89b2-2662-4506-9e2e-bc511b3edec6,c2,c5,27,p2,?,surb={'id': '8f03ac0b-a219-411a-8bda-7dde26e8f5e8', 'route': ['p2', 'e8', 'i6', 'x1', 'p2', 'c2']}
1769742554.3776455,RECEIVED,619ad850-d7be-4237-a8e2-cf6d49b25130,466487be-f0c4-4a02-b3a5-4089a0664e0f,c1,c5,26,p2,?,surb={'id': '406d4e38-de55-4202-9df9-86942b8c3bb0', 'route': ['p2', 'e10', 'i12', 'x9', 'p1', 'c1']}
1769742554.3961585,SENT,bfe261f1-efa4-44dc-b4f0-e27c22ddca0e,835974b0-ae60-44bd-a28e-71d3bde8e3d4,c5,c3,3396,?,p2,
1769742554.3963518,CREATED,855c903d-8c13-4dfd-bedd-163985bcf2f5,de77cc70-fa4c-49f7-92dd-82f41680e551,c5,c3,27,?,?,surb={'id': 'b58431c2-d728-498d-895b-0858cd1c007e', 'route': ['p3', 'e12', 'i7', 'x1', 'p2', 'c5']}
1769742554.632033,RECEIVED,4e18d829-bcd1-49d6-bdaf-4966a6f7c96b,f51ebd3c-973c-4119-856e-06ffdd0ff228,c2,c5,27,p2,?,surb={'id': '5c14001d-6022-4dd1-8fec-31debed5095c', 'route': ['p2', 'e6', 'i2', 'x7', 'p2', 'c2']}
1769742554.8212075,RECEIVED,dec1c402-df4b-47d1-9f67-a84a2eae5859,eaebbeba-2fad-4103-a1f9-6d9caff79bd2,c1,c5,27,p2,?,surb={'id': 'c625aec7-deaa-423d-b4a5-a0e7723904fc', 'route': ['p2', 'e3', 'i11', 'x3', 'p1', 'c1']}
1769742554.9223073,SENT,a4fefe1c-49de-4239-8c24-d06a233ab0e0,3be0664e-9944-40de-a6c8-edc5869055c5,c5,c3,3364,?,p2,
1769742554.9224536,CREATED,46af8e55-1d2e-4b67-98e7-a4eaeb6387ff,05ba8716-6dcc-4a50-868d-49dd12c2640f,c5,c3,27,?,?,surb={'id': 'cef317b1-4961-4759-a5e7-a63eeaa7488c', 'route': ['p3', 'e4', 'i4', 'x2', 'p2', 'c5']}
1769742554.9341059,RECEIVED,e32c7fef-2fe6-4ab7-a787-637e5a4f2421,488b3a56-959d-4d4e-b01a-a501439f18d5,c2,c5,27,p2,?,surb={'id': 'b2b11959-5570-4371-a73e-f036eac04f7a', 'route': ['p2', 'e8', 'i11', 'x8', 'p2', 'c2']}
1769742555.0367887,RECEIVED,ed33ff4f-f6cb-4f25-bd2c-4bb84f9cb1f7,3e14ab97-4756-4e1f-9d54-364f8fb5f533,c2,c5,27,p2,?,surb={'id': 'b40c102e-ee4e-4803-a963-f05edc76f6d5', 'route': ['p2', 'e9', 'i10', 'x1', 'p2', 'c2']}
1769742555.051737,SENT,dc66e9df-ab6f-4178-be7d-77289fba2413,2e113c17-34f1-492c-a513-9a0a7721c478,c5,c3,3385,?,p2,
1769742555.0519078,CREATED,691a3599-0937-4155-ac1a-b608272d0ff7,a2f594be-d2a1-46cc-a4e4-0ed24be60c42,c5,c3,27,?,?,surb={'id': '0f870fd2-502b-471f-9535-d1acfecbb8a4', 'route': ['p3', 'e2', 'i7', 'x4', 'p2', 'c5']}
1769742555.064192,RECEIVED,0ce9cdb7-7362-4d9d-b293-1f7bfff58830,7e2fbe66-3e0f-4b39-aaed-f7a3c54d47fa,c2,c5,27,p2,?,surb={'id': '3f549997-f144-48cf-bd80-a1f4e6e1168e', 'route': ['p2', 'e4', 'i8', 'x7', 'p2', 'c2']}
1769742555.1380267,RECEIVED,e5eea11f-79fa-4386-a551-fc87dafc041d,cfa9640d-e1c9-470f-8938-d8f2075b88db,c2,c5,27,p2,?,surb={'id': '0f6f38a2-e47d-4de7-934d-fda5f0e5fba0', 'route': ['p2', 'e7', 'i12', 'x2', 'p2', 'c2']}
1769742555.149258,RECEIVED,a69d3951-7ede-4ed4-bfb5-6ddc357282ae,ac0a7ec9-f465-495c-931f-6f0fb6df3bfc,c2,c5,27,p2,?,surb={'id': 'b312f59a-11d6-4186-8aed-035735de2a52', 'route': ['p2', 'e2', 'i3', 'x12', 'p2', 'c2']}
1769742555.2135892,RECEIVED,4f5e831c-3926-4f78-923e-2289057e6ce3,1ebc2ec3-f23e-45fc-bc69-33b3e7770cbc,c1,c5,26,p2,?,surb={'id': 'c5ac1bda-856d-4136-8108-8161e15a3749', 'route': ['p2', 'e1', 'i2', 'x1', 'p1', 'c1']}
1769742555.273034,SENT,c4fb1b10-d793-4717-84f6-a86c5d1640fe,3852a31d-0dfc-409e-9be3-0c7fa15a0406,c5,c3,3393,?,p2,
1769742555.2732208,CREATED,03850a65-7056-4d3d-ba4e-762a651e1766,2e8319c4-3202-4d80-bf50-7d00cc83af46,c5,c3,27,?,?,surb={'id': '7ea77ea1-fdd4-4e26-9295-17503a58b359', 'route': ['p3', 'e4', 'i12', 'x3', 'p2', 'c5']}
1769742555.452032,SENT,477a73c6-7247-4fc2-aebd-515fa12745ad,88cdb4b4-8fbc-46f7-b972-ac8addb5ab5c,c5,c3,3375,?,p2,
1769742555.4522204,CREATED,78c761e5-4b04-4130-a519-1a32bac088a2,5b429c86-4aef-4802-b7b0-d2f4958c23fd,c5,c3,27,?,?,surb={'id': '87344825-5191-41dc-9e63-2cd92f689823', 'route': ['p3', 'e2', 'i5', 'x2', 'p2', 'c5']}
1769742555.5531044,SENT,7b25ca62-74bb-49ac-8547-d7430196fad9,58a3e451-a357-4dce-8f33-5dda12febbe1,c5,c3,3396,?,p2,
1769742555.5532632,CREATED,8559d696-afeb-47a5-ac4c-9a870cd50e58,9a8b333f-9bc0-432a-8550-5171a2d673f3,c5,c3,27,?,?,surb={'id': '887c11c9-7908-4674-b5ca-15ab42e4d749', 'route': ['p3', 'e2', 'i12', 'x11', 'p2', 'c5']}
1769742555.868664,SENT,0368b7d7-fca6-4e96-8518-9f71d24569a9,96d10be7-bdcc-4d38-b3b2-38e87060b0ca,c5,c3,3377,?,p2,
1769742555.8688157,CREATED,3d14f29a-d6bc-4bdb-9716-71d31fef87e5,f10db848-cd55-477d-bf7e-985043cbfdf9,c5,c3,27,?,?,surb={'id': '963e082e-215f-4bab-ba6b-08374453e143', 'route': ['p3', 'e5', 'i4', 'x7', 'p2', 'c5']}
1769742556.1194186,SENT,89fee765-f1fa-46ab-91ef-26861130b357,b957d2f3-049b-4a4d-9c15-04892038fc93,c5,c3,3384,?,p2,
1769742556.119567,CREATED,5afa1358-ac04-466e-b821-fc2770fe610b,5800e67e-95c4-486e-beba-4feaff9d4a35,c5,c3,27,?,?,surb={'id': 'edeecbc1-ebdf-4ed1-ac0c-28e25221708c', 'route': ['p3', 'e12', 'i5', 'x10', 'p2', 'c5']}
1769742556.190694,SENT,32c123fa-6873-4c82-acee-5d11ed7fb43e,e5e65d77-8298-4ff2-a9b3-c3bf924d8788,c5,c3,3359,?,p2,
1769742556.1908429,CREATED,6bf21970-e3c1-4ae6-92a8-5490be50a4ce,1e0d7fa3-d1f5-41e4-9f5a-d2d896b9b62a,c5,c3,26,?,?,surb={'id': 'e1871305-8be8-4af4-a751-6c0b6e60feb7', 'route': ['p3', 'e9', 'i7', 'x1', 'p2', 'c5']}
1769742556.3969915,SENT,a2afb53d-76e4-442d-ba9c-9d04b8c5d20d,55a2885b-8b20-478f-b995-c8bde18334a2,c5,c3,3388,?,p2,
1769742556.3971553,CREATED,0ff17f5f-b2e4-4611-9f2d-337d623b4c3d,266bc71d-c583-43c0-91f9-e931a9089dd1,c5,c3,27,?,?,surb={'id': '1726210c-48e6-47fe-82b7-2e18553e5631', 'route': ['p3', 'e9', 'i8', 'x8', 'p2', 'c5']}
1769742556.4343712,RECEIVED,6a1a9c86-2b8d-4e07-b794-4e10dae69176,72bcfb9d-3b2b-44b2-86c8-cd55fff4e4f3,c1,c5,27,p2,?,surb={'id': '3bd8e678-e631-4d45-a059-247ab5aac355', 'route': ['p2', 'e10', 'i2', 'x11', 'p1', 'c1']}
1769742556.5183537,SENT,e9fda5c4-5fd3-4cc2-838a-7fab63d508c7,bc3560c2-0242-4fe7-8af4-25ee62e09dbd,c5,c3,3371,?,p2,
1769742556.518485,CREATED,c79e3c28-a042-4504-bd7e-5c31e80ddba6,216a2a15-b30a-4eb8-96cd-c6500e2752c5,c5,c3,27,?,?,surb={'id': '139b852c-e0fb-44bf-a4b1-9f4dccd438a3', 'route': ['p3', 'e7', 'i6', 'x4', 'p2', 'c5']}
1769742556.5894482,SENT,3abfefff-75ba-4d0a-bb95-199b56e0d962,065ef738-41b7-4a78-9631-b16d4b4b5904,c5,c3,3388,?,p2,
1769742556.5895889,CREATED,c4f5b563-539d-461d-81a8-f3cce993341f,87ad508e-c909-4c6c-b9e2-065bba833a65,c5,c3,27,?,?,surb={'id': '166ff39f-f57a-4b6e-89fe-8d14d9a1ff34', 'route': ['p3', 'e10', 'i5', 'x11', 'p2', 'c5']}
1769742556.6091099,SENT,6f290f66-c28d-4eef-965a-67a3e7d0fd67,7c8723b3-cfc8-4ba1-a63e-4e376d9c8096,c5,c3,3391,?,p2,
1769742556.609249,CREATED,c3fc6b18-fa20-4ab0-a03a-29b8867368ec,534b9fb6-2670-40cf-860a-023d9744c9c2,c5,c3,27,?,?,surb={'id': '11ddb08e-6491-4b75-bb1c-09117fa6e1ac', 'route': ['p3', 'e2', 'i7', 'x12', 'p2', 'c5']}
1769742556.6338542,SENT,ab4a681b-d7ed-4c96-b11e-7231288772c4,d5934824-2b5d-4e92-a5b2-b1a82dba0767,c5,c3,3401,?,p2,
1769742556.6343043,CREATED,5c56f114-7f16-4097-8e21-2fc1f08ba849,38d2f553-f8c8-4077-a0f0-81934cdbb581,c5,c3,26,?,?,surb={'id': '8eaef9b8-1705-49cb-9095-9820da84fd3d', 'route': ['p3', 'e3', 'i4', 'x10', 'p2', 'c5']}
1769742556.6978934,RECEIVED,d1d3916d-faaa-415a-a440-81d18d170f0f,9999de31-5f91-4939-a138-8609aacec0ab,c2,c5,27,p2,?,surb={'id': '9242e318-5007-430a-9ce1-648be7b9a691', 'route': ['p2', 'e11', 'i12', 'x4', 'p2', 'c2']}
1769742556.7252007,RECEIVED,04ed44d9-f576-4ba6-83d5-4b488d7f7f7f,65281a3c-5147-403b-8564-0814737f51ab,c1,c5,27,p2,?,surb={'id': '3a47da71-25fd-4545-bb42-fc788a244047', 'route': ['p2', 'e7', 'i5', 'x12', 'p1', 'c1']}
1769742557.1726413,RECEIVED,4839273d-6c86-42cd-9782-051d9cde3c55,dd32ff45-c5ac-4eb3-a623-7b9b1cf27571,c2,c5,27,p2,?,surb={'id': 'b74634e1-cbcb-47db-af06-203cb0be68c1', 'route': ['p2', 'e10', 'i3', 'x2', 'p2', 'c2']}
1769742557.4380987,RECEIVED,938c9956-97ed-46d7-a451-09702f57ec19,4d4a7863-5222-4992-a763-fc06917dba2d,c1,c5,27,p2,?,surb={'id': '9a5ec593-44f6-49bb-bc95-83f55dbafab7', 'route': ['p2', 'e9', 'i4', 'x8', 'p1', 'c1']}
1769742557.467765,SENT,d1153a85-dd89-430d-82b1-c1bd119bfa60,00148fe6-ab28-47c4-8d53-f9a6a6b28ca2,c5,c3,3359,?,p2,
1769742557.4679158,CREATED,2c6f8dac-03a5-4792-bbd3-e98ebeda497d,e7099500-9ffd-4c50-9507-429fc537acd4,c5,c3,27,?,?,surb={'id': '792efba6-f085-4c44-8f57-eeb06096a28a', 'route': ['p3', 'e12', 'i2', 'x9', 'p2', 'c5']}
1769742557.600582,SENT,71d0bb06-ee5c-405a-a564-551f72b810dc,c3ed8995-ebcc-4617-b121-a6d765c31fca,c5,c3,3388,?,p2,
1769742557.6006439,CREATED,7b9bd896-f488-432c-8784-9dadc446365e,09ddae31-1b99-4e77-9ddc-a04ece8dcf18,c5,c3,27,?,?,surb={'id': '7b152cc7-7c99-450c-9ee3-9bbc1813683a', 'route': ['p3', 'e5', 'i4', 'x1', 'p2', 'c5']}
1769742557.6239164,SENT,53286e3d-a3bd-401f-8192-038348752002,a0c912c6-a63c-4ab6-b12b-96d3cf7d619f,c5,c3,3359,?,p2,
