timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769755943.604147,RECEIVED,3f3a689b-dc68-48d9-8e06-444b6c6c489d,655b73ea-14ff-40cd-ba57-0861d8d37a7c,c3,c2,27,p2,?,surb={'id': '6cf50124-1e13-4318-8649-54b5ea002890', 'route': ['p2', 'e12', 'i2', 'x5', 'p3', 'c3']}
1769755943.6321568,RECEIVED,b00149f5-fec0-43e3-8392-f81aeba0302f,1f171889-da8e-4407-b6cf-53394a24b234,c4,c2,27,p2,?,surb={'id': '1dcc016b-65ca-4637-9632-8e9eba8c0e3d', 'route': ['p2', 'e3', 'i2', 'x1', 'p1', 'c4']}
1769755943.7472448,RECEIVED,834f4aef-bfe9-48ae-9b0b-9c68b1b02889,ff05853e-d20c-416b-8efd-c658442b31e2,c3,c2,27,p2,?,surb={'id': '0a8d1e95-4b84-4bef-a12c-90b1ae091c5e', 'route': ['p2', 'e2', 'i7', 'x9', 'p3', 'c3']}
1769755943.78678,SENT,ffd18cdb-d6a9-4c90-9f5d-7432b810cb65,44298281-5fe2-4a2c-8600-b1472e105cac,c2,c4,3380,?,p2,
1769755943.7869134,CREATED,c331b21c-65e0-4e35-9e92-418a7113d515,e8b5006f-20fd-4658-8905-56dc49fc746a,c2,c4,27,?,?,surb={'id': '8ac659c9-9528-41b0-8e7d-67a936e4ddef', 'route': ['p1', 'e3', 'i4', 'x7', 'p2', 'c2']}
1769755943.801495,RECEIVED,516716ba-5a0f-4b25-8ad1-ec5659a11ea3,9a77fb7b-fcf7-4e6c-892c-574fb53ef1a9,c4,c2,27,p2,?,surb={'id': 'dcd6129f-2a25-47cd-a57c-4d1c7e4894f7', 'route': ['p2', 'e6', 'i12', 'x7', 'p1', 'c4']}
1769755943.8992584,RECEIVED,336e702e-4c61-4584-880b-30c19182cbec,e46ee12f-6b3e-43e3-ac48-eab1c65e94a8,c3,c2,27,p2,?,surb={'id': '2ec1d693-14e1-4839-a8b4-a95e29288d92', 'route': ['p2', 'e9', 'i9', 'x6', 'p3', 'c3']}
1769755944.2591515,RECEIVED,a1df9a27-3c3e-4f2d-aec2-71d5ba490080,5f9eb264-5d20-4e69-8a77-4e67d0002f0a,c4,c2,27,p2,?,surb={'id': '6ef49546-ad8b-4095-8926-645389d8fac7', 'route': ['p2', 'e7', 'i8', 'x5', 'p1', 'c4']}
1769755944.3346817,SENT,21d4a19b-1657-4eab-aa79-47103d6f5642,a46e8125-ab03-4644-8fc1-3ffd126c7ce2,c2,c4,3385,?,p2,
1769755944.3348155,CREATED,1b422aaf-c9c2-46f8-aa6b-2bb9448b762a,4b223435-fe59-410e-97a5-75fc3272b3d3,c2,c4,26,?,?,surb={'id': '0eb6f127-4ab3-4658-baf2-5c3bee3066af', 'route': ['p1', 'e1', 'i7', 'x6', 'p2', 'c2']}
1769755944.5463045,RECEIVED,f73f5ebf-b4ab-4d6c-aba6-ba4ec3ef792a,0ef42b87-e224-4714-86c4-fe4b6d96f025,c4,c2,27,p2,?,surb={'id': 'd3c482ac-dc21-494d-8421-80be811c54de', 'route': ['p2', 'e1', 'i12', 'x7', 'p1', 'c4']}
1769755944.552366,RECEIVED,5c63432e-6040-4745-a71e-27b030bf8796,08342183-5841-4791-8482-2c84619000ab,c4,c2,27,p2,?,surb={'id': 'c249a480-bd3f-4124-a50a-ea97fb8b21dc', 'route': ['p2', 'e12', 'i3', 'x2', 'p1', 'c4']}
