timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495696.8988535,SENT,75ce3e57-2998-42cc-82b1-63734413d571,96f43868-a806-44a2-8829-fb8bd222b6e0,c5,DROP,2020,?,p2,
1769495696.8989801,CREATED,0b05cc68-8a49-4151-bea9-1f141483f673,7f934552-7075-4cb2-83a8-2db878063cb9,c5,DROP,27,?,?,
1769495697.737958,SENT,2f6d6e1a-d43c-42c1-8768-7c46854092fb,cef4f8ae-ae4b-4f29-b748-c5f665d97a0a,c5,DROP,2014,?,p2,
1769495697.7381265,CREATED,19bbb436-d2c6-4cf4-922a-3bd281b759c9,4d9cd038-71c2-4ca0-8287-ae738c0efa11,c5,DROP,27,?,?,
1769495697.9716866,SENT,27eb7832-a47a-4fc9-9639-ba5014a79b80,7640601e-8582-4bfe-ac1e-66ecf07a15d2,c5,c1,3388,?,p2,
1769495697.9718416,CREATED,2866e532-78f7-4354-9704-19d0cd54847a,5d2544f1-d126-4eb0-83c0-4f35a2d21eec,c5,c1,27,?,?,surb={'id': '1a70d778-a38b-4c8c-a42e-afe5a8c17cdb', 'route': ['p1', 'e10', 'i3', 'x2', 'p2', 'c5']}
1769495698.344498,SENT,f7ab91c6-81cc-42ba-bf8d-e8b5e02c567f,9fa2cb65-aa84-49d3-82df-2abf940e0a9c,c5,c1,3376,?,p2,
1769495698.3446503,CREATED,8a9660d4-528e-46a4-8fbe-f290ea4349a4,33d5bc93-5b2b-4841-b6fe-ed3f13c48edc,c5,c1,26,?,?,surb={'id': 'a9a88bfc-3380-4a20-936d-19a24f77001b', 'route': ['p1', 'e8', 'i3', 'x12', 'p2', 'c5']}
1769495698.505434,SENT,069c3259-5dd5-48db-b708-dbf0839a27ab,5b5de3ba-cae9-441a-a3f4-92eb1fd87690,c5,c1,3364,?,p2,
1769495698.5055857,CREATED,b73caca4-1b55-4f38-97e1-af5160df6543,1472cff3-e7a5-4ed0-a44c-0d556dc5b3a8,c5,c1,27,?,?,surb={'id': '4a434677-435a-48eb-9747-909d3e41ab13', 'route': ['p1', 'e7', 'i2', 'x6', 'p2', 'c5']}
1769495698.7809644,SENT,a12600fd-bdd5-49b7-a705-730d0dff230e,84c193b6-750c-44cf-a4bb-b20139027fca,c5,c1,3380,?,p2,
1769495698.781139,CREATED,d4b79f75-8c9f-4d8c-8f83-a3230c2efad3,58f927f0-e5e3-4180-a979-04e3ed6a0f7f,c5,c1,27,?,?,surb={'id': '10da1472-fa1d-4d31-a173-735f16432730', 'route': ['p1', 'e7', 'i4', 'x2', 'p2', 'c5']}
1769495699.0555286,SENT,bcc4bc0a-2cf3-486d-8068-5f31458c9c28,f3151d41-22e1-43e4-ac12-fd2fc3d15c58,c5,c1,3391,?,p2,
1769495699.0556827,CREATED,fb59e974-d95e-4da4-9d77-767eb3bd6cbb,b95fe866-be29-4d43-8594-31a26a1f70e5,c5,c1,27,?,?,surb={'id': '0e1d764f-78d3-4ba1-9f2b-81772d69db97', 'route': ['p1', 'e2', 'i12', 'x4', 'p2', 'c5']}
1769495699.364296,SENT,bf83e74c-4edc-49be-8bb6-cccdd8268b67,0f5944df-fb20-4797-b5c5-23c01514baae,c5,c1,3394,?,p2,
1769495699.3644447,CREATED,12ac5359-87a5-4d5d-b698-7d4d068eb3e4,846f66a0-a061-4975-9a3e-99e6644ccd15,c5,c1,27,?,?,surb={'id': 'f9b68f2d-de73-46da-a36d-904c2a2b7996', 'route': ['p1', 'e6', 'i2', 'x10', 'p2', 'c5']}
