timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495856.5111818,RECEIVED,858f7976-82e1-4cc8-9d1f-207023c747d7,e9e092f3-22d6-4519-8a5f-04682c176c7f,c3,c4,27,p1,?,surb={'id': 'e3f7fb62-593a-4327-9a27-17d629aac3b1', 'route': ['p1', 'e7', 'i8', 'x12', 'p3', 'c3']}
1769495856.7517838,RECEIVED,1f38f537-0c24-49c5-8aa6-55219a432f48,c39a9f00-038b-4048-b00b-5f6f13046dc6,c3,c4,27,p1,?,surb={'id': '80666de9-325c-41d9-bf17-e8090114fd72', 'route': ['p1', 'e8', 'i5', 'x7', 'p3', 'c3']}
1769495856.8332393,SENT,41108d1f-40ec-4585-86e8-bd7c42eb7fe4,0dea6beb-f60a-4bb1-9588-a2d4bb2aa6ed,c4,c3,3392,?,p1,
1769495856.8333485,CREATED,3348199a-8337-4d56-9f14-0e0a486b572f,5740dd44-1e65-47e7-842f-c96f519a90cd,c4,c3,27,?,?,surb={'id': 'fcc4602d-adc3-44d6-85af-77bbf32d693c', 'route': ['p3', 'e4', 'i11', 'x3', 'p1', 'c4']}
1769495857.2236094,SENT,9d8b8a42-100c-4505-95b8-22d68b92554a,f87a5bf2-2e1b-48ea-bd73-e67ab93cb687,c4,c3,3367,?,p1,
1769495857.223721,CREATED,1987c9ca-d420-44d0-90d9-99674afc3c69,c314c7c9-ebda-4d9d-9fca-a85fa38f3b47,c4,c3,27,?,?,surb={'id': '3e428d44-6eab-41e2-a675-0b603da8fa2a', 'route': ['p3', 'e12', 'i6', 'x9', 'p1', 'c4']}
1769495857.2706983,RECEIVED,819ef9d3-7246-47f0-bf21-10686300b6c1,ba7d044a-7ff3-4eda-a91e-670b2029b24a,c3,c4,27,p1,?,surb={'id': 'a5a58f23-0e7e-4828-9de0-cf9446288161', 'route': ['p1', 'e2', 'i12', 'x4', 'p3', 'c3']}
1769495857.7513907,SENT,2094a25a-02f1-47dc-b6de-69f26c29e565,de82a34e-3237-4cae-bbff-474f81ed9f88,c4,c3,3400,?,p1,
1769495857.751539,CREATED,86301306-5f28-40a1-a22e-0e3273bf8c3a,5cd238b3-0a19-4ee0-b8f4-fc12bfc09c89,c4,c3,27,?,?,surb={'id': '4fd476d4-482a-443d-902e-7287f801bce3', 'route': ['p3', 'e10', 'i7', 'x11', 'p1', 'c4']}
1769495857.7618043,SENT,fb35266d-f6bd-478c-860d-48ef9797f709,871ad87c-c32a-4693-b5b7-9210e6045075,c4,c3,3388,?,p1,
1769495857.762065,CREATED,9bd5533e-29bb-4e9d-8e04-08a29385725e,d078ba83-c1ce-4a3e-ac24-9e52312f79eb,c4,c3,26,?,?,surb={'id': '0fe4458c-8ef1-4d3a-9c59-8555cfeb57d6', 'route': ['p3', 'e12', 'i12', 'x6', 'p1', 'c4']}
1769495858.1893852,SENT,956e54f5-1a49-42be-b284-9f1464795118,27aee217-0d6b-41a0-af26-3d03ca1859a7,c4,c3,3376,?,p1,
1769495858.1895318,CREATED,14bb2f7c-b81c-432d-adfc-424fad24e303,25fc43e1-db6d-4f98-a796-c4bdcbd0af6e,c4,c3,24,?,?,surb={'id': 'de85332b-8c18-41cd-a6c7-f1f75791dd74', 'route': ['p3', 'e2', 'i6', 'x12', 'p1', 'c4']}
1769495858.3094878,RECEIVED,62cd740c-87a3-4470-a690-304fa3e8d30f,7f019ef7-1697-4834-b7b7-62ed2dbfd201,c3,c4,27,p1,?,surb={'id': '61f5fca7-26c1-44aa-b5f4-a0512b2a5e67', 'route': ['p1', 'e4', 'i10', 'x8', 'p3', 'c3']}
1769495858.425895,RECEIVED,c89d5534-b2a5-47ae-97a2-86fb1bf2e2de,64a7b3c0-b18c-4fd5-a1d2-7f4bb528d851,c3,c4,26,p1,?,surb={'id': 'fcc21371-01af-49e3-9d71-8b394e2983a2', 'route': ['p1', 'e1', 'i8', 'x9', 'p3', 'c3']}
1769495858.7447824,RECEIVED,95878647-904c-49f3-9573-6e5ffa1ad3c5,24e32d81-f5af-4fcf-905b-8b9c7fc7fb48,c3,c4,27,p1,?,surb={'id': 'df9a0800-fc17-419f-b7d5-eedc27f769be', 'route': ['p1', 'e9', 'i6', 'x6', 'p3', 'c3']}
1769495859.161558,SENT,1d1ec268-0f34-4eca-91f4-e1f1a7b26c61,76681967-f6f9-4498-9568-e62ba0bbfd8a,c4,c3,3372,?,p1,
1769495859.161709,CREATED,e4513085-dc3b-48db-81ed-fd29faa5ded5,4939be5e-7a7f-47c4-bb38-2f331b2f4928,c4,c3,27,?,?,surb={'id': 'b18d0af5-20e3-466d-9add-ab9daa44eaa3', 'route': ['p3', 'e5', 'i8', 'x9', 'p1', 'c4']}
1769495859.1797347,SENT,e2248d30-8cbd-4f0c-86c0-0c8d9c229693,a8c10a4e-12b8-4298-8399-ec6f59ee83d3,c4,c3,3371,?,p1,
1769495859.1798842,CREATED,a5542ca0-43e9-486d-b188-03d921357ffc,5815b941-3cb5-4a6a-bf68-42e56eda368b,c4,c3,27,?,?,surb={'id': '864dfdbd-4d94-44c9-9d6c-03966d06aff9', 'route': ['p3', 'e1', 'i4', 'x8', 'p1', 'c4']}
1769495859.4273527,SENT,27c82d25-d547-4ba5-997a-09d48ba57cb7,d5328a1a-c863-42ba-a8ed-ade77f1f6bf1,c4,c3,3384,?,p1,
1769495859.4275022,CREATED,31427cc8-dce0-412f-a25c-78fe4821382c,982a4c9a-1f32-4692-97e5-20da3596d480,c4,c3,27,?,?,surb={'id': 'cb626546-1198-4615-9857-730cbad4330c', 'route': ['p3', 'e5', 'i6', 'x11', 'p1', 'c4']}
1769495859.700417,SENT,aaeefc40-43f5-4482-b12a-81fad23eea93,00c870d6-cf0e-44ad-b270-40862ef72fb9,c4,c3,3402,?,p1,
1769495859.7005062,CREATED,1efadcf6-6159-4a64-a414-182079b3d91d,68c61269-fcf1-4466-845e-4418eb2720c9,c4,c3,27,?,?,surb={'id': '3393ec29-7a97-4689-aea8-5a4fa4f10c41', 'route': ['p3', 'e7', 'i10', 'x10', 'p1', 'c4']}
1769495859.758836,SENT,1c7b733b-106e-4c21-ac6c-d076b0c1e047,be2d5490-ec60-439d-9c03-444a8a5cc8e5,c4,c3,3372,?,p1,
1769495859.7589397,CREATED,666e004c-0f42-4979-84c2-716c951e2dd7,24332084-a959-418d-9d05-0ed7550d640e,c4,c3,27,?,?,surb={'id': 'b3249fb6-05e0-4244-adad-0daeea1727c9', 'route': ['p3', 'e1', 'i7', 'x8', 'p1', 'c4']}
1769495859.8683732,SENT,dbcb0d93-e2ff-4e2a-b45e-37418d8b72f9,1e92197c-d0a3-417c-90c5-960a51d66c41,c4,c3,3400,?,p1,
1769495859.8684647,CREATED,2259ffcd-dbb5-4dc3-a912-7c4f6ef4e211,19111ed3-1695-429f-a714-db12620abf7d,c4,c3,27,?,?,surb={'id': 'faeefff2-1df2-4458-b81b-3abc31f6bfe4', 'route': ['p3', 'e12', 'i4', 'x3', 'p1', 'c4']}
1769495859.915735,RECEIVED,15c16cde-d95f-4548-8ecd-8ba8f38d98ea,b09fb481-a5ae-4164-b662-887ef9ac8198,c3,c4,27,p1,?,surb={'id': '72d36fb3-0a3a-472b-b5f2-5f246c8f17cf', 'route': ['p1', 'e3', 'i8', 'x8', 'p3', 'c3']}
1769495860.346845,RECEIVED,1594d100-8b3b-43d3-88fe-f0c194926d2e,fd81398b-31f9-47d6-a966-fd3350a74922,c3,c4,26,p1,?,surb={'id': 'bbd44d49-1460-4cc9-9d20-b1b131ff353f', 'route': ['p1', 'e6', 'i9', 'x8', 'p3', 'c3']}
1769495860.8082025,RECEIVED,aae041dc-e4d0-4a6c-8d3c-1f0768bd30e6,46d2fe08-d73e-4e8c-a63b-aeb0cfb2a08c,c3,c4,27,p1,?,surb={'id': '075cc70b-9dee-4ca1-a2ea-770cab4b4b56', 'route': ['p1', 'e6', 'i6', 'x9', 'p3', 'c3']}
1769495860.823689,SENT,81b1d528-2705-49c3-a5a5-3dcb356946d6,01732421-fa03-4568-98ea-b18e43182755,c4,c3,3401,?,p1,
1769495860.823841,CREATED,c4c65be0-5375-4eda-9f62-82cb9856a3f0,be746be8-fbd9-4cec-b93e-face6874531e,c4,c3,26,?,?,surb={'id': '1417b3e0-578f-40fa-9b14-46d03068f2d8', 'route': ['p3', 'e1', 'i10', 'x4', 'p1', 'c4']}
1769495860.8820868,RECEIVED,4d6021ea-8f71-431b-bfa5-e837f9f43996,a3bd72cf-a8a3-47ab-81ae-82e6b803929a,c3,c4,25,p1,?,surb={'id': 'a1ec3f87-be09-4d61-8a57-2b25460e56a9', 'route': ['p1', 'e8', 'i7', 'x4', 'p3', 'c3']}
1769495860.9980073,RECEIVED,bfddc008-2965-40a7-aa55-df14660c9863,7521a70e-3379-4543-9bdd-c4268d61c8bd,c3,c4,27,p1,?,surb={'id': 'd3ac1deb-4990-49ac-a169-d03f185c24dc', 'route': ['p1', 'e7', 'i11', 'x2', 'p3', 'c3']}
1769495861.9338703,RECEIVED,9d979b1f-ae73-4222-9d6a-244920f3feb5,b3c3a58d-d0cf-4b8f-9e63-adfeae55fd46,c3,c4,27,p1,?,surb={'id': '73a0b90a-7e36-4988-b67f-725d10ff4e01', 'route': ['p1', 'e10', 'i5', 'x2', 'p3', 'c3']}
1769495862.2136252,SENT,74df8600-5bcc-43ca-9f2d-3cb4d167b854,06537159-4085-4950-9cfd-5adb3d95370d,c4,c3,3396,?,p1,
1769495862.2137697,CREATED,32712e35-8c15-4ba4-a3a8-aac770336e2a,87348b64-be31-4e23-bc1e-6c193a75954c,c4,c3,27,?,?,surb={'id': 'c3c2319e-4079-4344-bc4a-8e1f0d03504f', 'route': ['p3', 'e11', 'i10', 'x10', 'p1', 'c4']}
1769495862.218407,RECEIVED,482b0773-beb9-4167-9970-cc00077d393f,7fb5b219-6d75-47fe-82b1-51d8f1ec6fb1,c3,c4,26,p1,?,surb={'id': '5532aef4-47c2-46fd-935e-49443d67b60e', 'route': ['p1', 'e6', 'i3', 'x12', 'p3', 'c3']}
1769495862.3186333,SENT,717e6321-a9b3-44ff-a60f-51f1e810c1f5,a263c4f3-c7d4-4fd5-91be-ba79c253da67,c4,c3,3378,?,p1,
1769495862.3187833,CREATED,3020dfb7-ad72-445b-8a5f-904076125f77,181c4916-1037-42ac-9af3-9a2f7dc513a7,c4,c3,26,?,?,surb={'id': '9bb1b752-e575-4fc9-a745-fd0f79c7994c', 'route': ['p3', 'e7', 'i5', 'x2', 'p1', 'c4']}
1769495862.330981,RECEIVED,f713ef63-eb18-453e-891f-c7676f16229e,dffebeb0-9ea6-47ac-ae30-24e3d199b523,c3,c4,27,p1,?,surb={'id': 'bea7bc05-4c9a-43ab-8320-80d1667ab70c', 'route': ['p1', 'e1', 'i9', 'x4', 'p3', 'c3']}
1769495862.3889663,RECEIVED,6e9e336b-8e26-4499-b242-f3cfb5f9e384,906a485d-a824-4b4d-9166-79a4edb17fe0,c3,c4,27,p1,?,surb={'id': '0d5d6261-6acf-435a-b296-c12e2bbc7c69', 'route': ['p1', 'e4', 'i3', 'x4', 'p3', 'c3']}
1769495862.69432,SENT,c046b4b8-e80b-4691-a24a-9283f55aa01d,df5a99aa-3525-4676-bbd5-ae2468acaf14,c4,c3,3371,?,p1,
1769495862.6944902,CREATED,9582f85f-c3cc-4e8f-8707-8c6fc5a9c8f0,ffba1900-626a-4120-aa4a-023fd9461b66,c4,c3,26,?,?,surb={'id': '645ea6b0-9cc4-4363-a206-f9c39ea7d595', 'route': ['p3', 'e7', 'i1', 'x6', 'p1', 'c4']}
1769495862.7941139,RECEIVED,f5a675d8-0857-4678-83d1-aaeb7268b7b0,c4d15e1c-42a5-474b-ba76-2df0d15ef931,c3,c4,27,p1,?,surb={'id': 'a2b27f16-b176-4e13-904e-33b543db30ac', 'route': ['p1', 'e8', 'i4', 'x6', 'p3', 'c3']}
1769495862.8835766,RECEIVED,58337740-86fd-43e3-b8c8-5303262b443a,0003b68b-58d5-4496-93e1-9df6ba90820b,c3,c4,27,p1,?,surb={'id': 'e35708ed-25bb-4467-b650-af3d255fa450', 'route': ['p1', 'e6', 'i8', 'x10', 'p3', 'c3']}
1769495863.17214,RECEIVED,d26c2a63-3676-424d-9a9e-73f7a1352805,ce1646bd-96a7-4eaa-a001-c4127b5e7e57,c3,c4,27,p1,?,surb={'id': '4eab294a-abbf-41d4-a667-d1946ff6f73f', 'route': ['p1', 'e8', 'i5', 'x10', 'p3', 'c3']}
1769495863.91034,SENT,25d27cb8-9285-40e7-91bf-247d6aa07d76,d5b084cb-3779-4a8e-9a83-77745faf3c6d,c4,c3,3396,?,p1,
1769495863.9104857,CREATED,144c8577-c216-416d-ab3b-e4fc0374e158,158a233b-5709-4d87-b29e-c2a7e3ffde9c,c4,c3,27,?,?,surb={'id': '4ef9f49f-241d-41ea-85f0-6fec45d193f3', 'route': ['p3', 'e9', 'i12', 'x12', 'p1', 'c4']}
1769495864.5138264,RECEIVED,09b34c66-edac-4321-a233-201430524994,8891ccfa-97e5-4485-8649-a099ef3bc616,c3,c4,27,p1,?,surb={'id': 'f8e0accf-9eb8-478f-9c98-61c849c780a8', 'route': ['p1', 'e8', 'i3', 'x1', 'p3', 'c3']}
1769495864.6991634,SENT,1d9b80af-8822-4b9d-9507-d649c376174f,6d420ec1-f316-4894-89e2-f229a80c108d,c4,c3,3393,?,p1,
1769495864.6992981,CREATED,a43c0838-38b2-4a47-af5a-00456f997958,5ad40e56-811c-4430-8321-c97b6977b848,c4,c3,27,?,?,surb={'id': '743929e0-6749-42a8-9bb4-cbab259e90d6', 'route': ['p3', 'e12', 'i1', 'x8', 'p1', 'c4']}
1769495864.8027983,SENT,f5000f06-688b-450d-9436-1f2703ee0afd,4a86e84b-c93b-4d33-827d-c8ac8c8f8a69,c4,c3,3375,?,p1,
1769495864.8029265,CREATED,cf5313ce-4692-4a29-8701-d3aee018d224,7f6ffc8e-6854-4d4e-a29c-51d95e1c71c5,c4,c3,27,?,?,surb={'id': '8bc97887-5400-4068-8f4f-6f6d436a8708', 'route': ['p3', 'e11', 'i8', 'x2', 'p1', 'c4']}
1769495864.810189,SENT,463b039e-138c-4423-9200-4338f3114d3a,daa5b271-8365-4737-97e3-f52e56878789,c4,c3,3375,?,p1,
1769495864.8103342,CREATED,94c526aa-8f94-450b-a87a-448877efcbc4,0605833e-e629-4c97-91f4-5220d33fbf8c,c4,c3,27,?,?,surb={'id': 'cf95d1be-49c5-4c4e-bbf3-65b3d060338e', 'route': ['p3', 'e9', 'i4', 'x10', 'p1', 'c4']}
1769495864.89412,RECEIVED,19568d50-c730-4161-8443-b31de1a577ff,9bbf74ee-155a-487d-b941-e55810b334ec,c3,c4,27,p1,?,surb={'id': '7fd84fa5-e550-46df-88f2-3b12893207d1', 'route': ['p1', 'e9', 'i2', 'x8', 'p3', 'c3']}
1769495865.1505437,SENT,99695319-d980-44f5-a167-cbbd970b9dfb,7e05bd65-e544-4b2c-831e-7f24ec64cf8b,c4,c3,3383,?,p1,
1769495865.1506877,CREATED,de328edd-f636-4cb0-99e9-ffc402f9bb6e,6910c6d0-b5a2-48fd-9c06-389ae41c5fcc,c4,c3,25,?,?,surb={'id': '36d80cd4-e7c6-4a53-929c-e03187989359', 'route': ['p3', 'e2', 'i10', 'x9', 'p1', 'c4']}
1769495865.4117534,SENT,a816a361-69cb-480a-94f3-af572d432cf6,80f6ee57-f24b-499c-b9f1-746ce69deea1,c4,c3,3371,?,p1,
1769495865.4118638,CREATED,84f8a5c3-1f18-4bf8-95c7-24dbf1001702,85eea890-0118-4584-90bc-79d7a2523397,c4,c3,26,?,?,surb={'id': '617b0109-93a5-4478-8d56-226bb8341b41', 'route': ['p3', 'e2', 'i6', 'x10', 'p1', 'c4']}
1769495865.4237874,SENT,62660730-8504-40c6-bb10-28d64c3444a9,aaa52b06-05c2-4257-88e6-95fa5e184953,c4,c3,3380,?,p1,
1769495865.4238887,CREATED,30a6419e-be32-458a-bc65-a5a4a9c971a8,aea8f11c-4bbe-4e65-b2fe-e708f92a727a,c4,c3,26,?,?,surb={'id': '1c56f2c3-feca-4f49-97b9-ef6aedb8e58a', 'route': ['p3', 'e8', 'i10', 'x12', 'p1', 'c4']}
1769495865.5801363,RECEIVED,1186a6fe-e012-4a3c-9b00-400df46ce018,67a6b41c-a00f-41af-b7cb-2ef295ad04fd,c3,c4,27,p1,?,surb={'id': 'aea30757-156f-45b1-b7f1-69a090b53da9', 'route': ['p1', 'e7', 'i4', 'x4', 'p3', 'c3']}
1769495865.7236552,RECEIVED,6da165e0-c5fc-4a8d-8702-a1e190b82567,f332c665-b54c-4bfe-bcbd-ac880e211f9f,c3,c4,27,p1,?,surb={'id': '97448243-8d6f-4bf7-b043-ea2d2124f6b4', 'route': ['p1', 'e4', 'i12', 'x12', 'p3', 'c3']}
1769495865.8467422,SENT,c6fb87ad-3e5b-40ca-ab93-9764a80f881b,a4f02a71-5c43-4257-924b-17cd6a2a98cf,c4,c3,3400,?,p1,
1769495865.8468602,CREATED,ea1d852e-560c-4cde-8546-9e9dc36d7582,21293e33-b725-4848-950e-cdac566588e5,c4,c3,26,?,?,surb={'id': '4ab6f1c2-2484-4e7b-88d3-41971ebe167a', 'route': ['p3', 'e11', 'i3', 'x6', 'p1', 'c4']}
1769495865.8545446,RECEIVED,386ded59-b942-4050-9684-b9c15433080b,0ba25d99-9127-4aac-878d-9e9a6d3fc0bc,c3,c4,27,p1,?,surb={'id': '13ec40d4-0c11-46f6-afbf-e38bc495fa46', 'route': ['p1', 'e4', 'i1', 'x9', 'p3', 'c3']}
1769495865.8984456,SENT,5305eb31-b0c4-4b92-8cab-7cd8ba8cd612,1f73913f-cbfb-4392-bb5d-dd0f9fb0c2c2,c4,c3,3377,?,p1,
1769495865.8985465,CREATED,49e54af9-9ef7-4846-9481-0ac4840b2145,47612319-f7f2-4168-9a08-409943c4cd3b,c4,c3,26,?,?,surb={'id': 'dd212c9f-8b65-4045-9971-75c21210bef2', 'route': ['p3', 'e3', 'i5', 'x11', 'p1', 'c4']}
1769495866.0386457,RECEIVED,3533da9e-ec82-40c1-84d8-a5ebbeea437d,50a0331e-d24c-4e46-9dcd-512a081956a4,c3,c4,27,p1,?,surb={'id': '0554b443-cc9a-461e-84ce-4211efd8aefa', 'route': ['p1', 'e7', 'i1', 'x9', 'p3', 'c3']}
1769495866.2287781,RECEIVED,f55bc6d5-bd55-4b94-b405-09459263ee64,3b790696-5453-47e4-8424-7cdf06b273c3,c3,c4,27,p1,?,surb={'id': '3c9fef29-bdd6-4ace-9ec7-f60d45de407e', 'route': ['p1', 'e2', 'i2', 'x6', 'p3', 'c3']}
1769495866.2645562,SENT,3fcde385-28b3-410f-8858-4e858af56827,014d1c54-263f-4839-9229-513c630e84cf,c4,c3,3358,?,p1,
1769495866.2646575,CREATED,666d67c9-e0de-4699-8450-72d8ab11f135,d6e30fa3-54fe-4db4-a62f-47b2a03b0b51,c4,c3,27,?,?,surb={'id': '3e8bf4ec-8803-4d2f-a3e2-6d6385ea4d03', 'route': ['p3', 'e3', 'i6', 'x3', 'p1', 'c4']}
1769495866.4235559,SENT,7aace6d0-004a-4ad5-9fcc-67382333cab4,6d0d04ad-fcc1-4486-8fe2-48e4f5cb4374,c4,c3,3383,?,p1,
1769495866.423691,CREATED,dcd1fdc5-be0e-4e00-88b5-9239ee2f1428,22f60716-f6bd-4c33-a160-873debf84a0d,c4,c3,27,?,?,surb={'id': '3325e9d3-7e75-4680-9db8-a4b5c8b71c09', 'route': ['p3', 'e3', 'i6', 'x11', 'p1', 'c4']}
1769495866.6425033,SENT,755be596-13b9-4fc4-bd0b-de15c0a33d07,fc238df6-cc31-4e5c-90ba-e2c820fdb36c,c4,c3,3400,?,p1,
1769495866.6425946,CREATED,ff2ff5d3-640d-4419-b2d5-009a1f8ad53b,20f0f84b-d18d-4fad-a5da-c7e441adc27c,c4,c3,27,?,?,surb={'id': 'a9844419-5952-44df-988c-f9263cd87eeb', 'route': ['p3', 'e2', 'i8', 'x9', 'p1', 'c4']}
1769495866.6926715,SENT,3c356d43-e0b3-498d-87ef-9988fcfe6aaf,7ce2dece-d26b-4756-85ca-366fc39be336,c4,c3,3376,?,p1,
1769495866.6927636,CREATED,f9508f78-9a0a-47a7-ac6d-c47669f7ef36,420b6f1b-b763-42d6-a9a8-0afe96c28724,c4,c3,27,?,?,surb={'id': 'c7b1081a-e4f3-4579-8318-b9ee93a790f7', 'route': ['p3', 'e4', 'i8', 'x12', 'p1', 'c4']}
1769495866.8613532,RECEIVED,0c14ecce-664a-4818-9d81-b228a1e02b76,abe4891a-e63e-4f9b-9b7a-4ecbe0add8c9,c3,c4,27,p1,?,surb={'id': '083acda9-aaf7-492c-aee7-738021085348', 'route': ['p1', 'e6', 'i5', 'x6', 'p3', 'c3']}
1769495867.1347048,SENT,666c282f-7f35-43b7-b6ba-129d35d96392,f9b21dca-e24d-4057-9fe7-dfb7bee6056a,c4,c3,3383,?,p1,
1769495867.134797,CREATED,c03dd4fb-51fd-471f-98d6-b7e0fcd2eddb,7fc53434-3b1c-4060-9734-11c8350a2d91,c4,c3,27,?,?,surb={'id': '1e63fb60-6a26-42c9-84e8-93a0b9f82d87', 'route': ['p3', 'e4', 'i7', 'x9', 'p1', 'c4']}
1769495867.4937437,SENT,1938281c-81ca-4599-b28c-7841e8eb0caf,8c51f24d-5776-4d21-8114-ac9c6be8b23e,c4,c3,3396,?,p1,
1769495867.4938948,CREATED,598a485e-1f5a-4b8a-a5bd-c4f350afe029,40238ccf-cd16-4ad6-afb3-f6aa3726e31f,c4,c3,27,?,?,surb={'id': 'd6520011-eee5-49d0-a474-ea2aaa384796', 'route': ['p3', 'e6', 'i4', 'x9', 'p1', 'c4']}
1769495867.5505562,RECEIVED,72a38c79-0855-438a-8cde-9da2efe25020,ee707b5e-440f-41fb-bcc1-f866f925ef1e,c3,c4,27,p1,?,surb={'id': 'd4197c2d-93c0-4de3-9506-22906ba17044', 'route': ['p1', 'e3', 'i6', 'x3', 'p3', 'c3']}
1769495867.8962178,SENT,a14c5e39-33a5-4ee6-a07a-ff16d97f39f4,d229aeb5-901e-4e86-9f92-50fd6574a2b9,c4,c3,3375,?,p1,
1769495867.89632,CREATED,781871e6-c82b-4705-8f95-2a13dbc94fcd,429c955d-271c-401b-a6ea-b780c4a9cc60,c4,c3,26,?,?,surb={'id': '743bd6b1-770f-4430-8d2c-78079307d9ea', 'route': ['p3', 'e2', 'i11', 'x9', 'p1', 'c4']}
1769495867.9343777,SENT,9effb550-4851-492c-b608-5fd8d440b2ac,f3f34180-f436-470b-9ccf-1af0cc0ff94e,c4,c3,3379,?,p1,
1769495867.9344783,CREATED,a725608a-9ffc-46f6-a06b-f02c00bb13f4,89a1b122-aacf-460f-bdc7-0e1f1c3e7df6,c4,c3,27,?,?,surb={'id': 'c93d6ac0-6cef-4233-827e-9f801fbe762a', 'route': ['p3', 'e10', 'i9', 'x12', 'p1', 'c4']}
1769495867.9807467,RECEIVED,59f178bf-0130-4492-8a98-238e082fdca0,50379160-c299-46f3-bcf6-6b32a69cdc49,c3,c4,27,p1,?,surb={'id': '7dd72702-f382-4aaf-82d3-7f8b3721506e', 'route': ['p1', 'e5', 'i6', 'x7', 'p3', 'c3']}
1769495868.0049706,SENT,7d9f3baf-0ca2-407a-8df5-3ead418f9952,51ffd36b-b86f-41b1-90e4-f7a3f666bdd2,c4,c3,3376,?,p1,
1769495868.0051532,CREATED,e9556db8-c69a-4c54-819a-bd89d33850bf,20d83392-156f-4754-809b-b154474e2a19,c4,c3,27,?,?,surb={'id': '346a679d-b01d-4e0a-aeaf-2a370277de9b', 'route': ['p3', 'e1', 'i9', 'x2', 'p1', 'c4']}
1769495868.0889618,SENT,12381e72-695a-4022-9e77-03deef965db4,49f76159-63b0-4831-bb68-33fe121bbdbd,c4,c3,3377,?,p1,
1769495868.0891404,CREATED,d4737e7a-c3cf-4f16-8d7c-43d08f221644,79e122ef-8940-4a7a-ad5c-03d4146830fb,c4,c3,26,?,?,surb={'id': '9f718908-7e0e-41b3-abd4-806655954600', 'route': ['p3', 'e10', 'i7', 'x1', 'p1', 'c4']}
1769495868.19678,RECEIVED,4188f5ba-d793-4edc-89a4-6539a58a2ca8,acbd4877-56be-4597-88d4-4e42a07a2b4b,c3,c4,27,p1,?,surb={'id': '93874073-2a2c-45c1-b87d-5c566b0283a3', 'route': ['p1', 'e7', 'i9', 'x12', 'p3', 'c3']}
1769495868.2323704,RECEIVED,4793099b-b7dc-49e6-ad2d-0aba3bda0cf2,569033f7-1414-4392-84c5-c511deac2715,c3,c4,27,p1,?,surb={'id': 'b54d5130-4822-4129-8e34-a852aab9ae30', 'route': ['p1', 'e6', 'i12', 'x11', 'p3', 'c3']}
1769495868.4201875,SENT,8586603c-a7e8-4c3b-aa10-effb84c54516,c9e53ccc-6daa-4b09-8b6c-af6cadf128a2,c4,c3,3403,?,p1,
1769495868.4203334,CREATED,3e5949b0-58be-4206-86cf-58adb52240de,64800a5b-aeb2-4227-b187-32709d25f5a2,c4,c3,27,?,?,surb={'id': '7c3a12c8-a3d9-4077-b382-ed4708ee6c49', 'route': ['p3', 'e3', 'i8', 'x11', 'p1', 'c4']}
1769495868.553994,SENT,cde645b7-b0ec-4ec5-8c48-cd49cc897632,ddb8bc2c-a66d-445a-9f49-fa711df70853,c4,c3,3389,?,p1,
1769495868.5541847,CREATED,d700652f-8720-4d1d-b7ec-fb46cb80dff7,025c6675-85c6-476b-b7d7-63a1f577e554,c4,c3,27,?,?,surb={'id': '6ea7839d-1d12-46b0-959a-78329ab8bde5', 'route': ['p3', 'e7', 'i10', 'x1', 'p1', 'c4']}
1769495868.6172495,SENT,e81c226a-0b96-4d8a-b35b-294ef167b278,98f45033-9cca-409b-add8-1309d691d59c,c4,c3,3391,?,p1,
1769495868.6173518,CREATED,871016f8-c910-433a-9036-c777cf538a14,79438a62-cdf9-4c98-b25c-a9b6acf0f998,c4,c3,27,?,?,surb={'id': '8d2d2260-e0b5-42a2-92c8-bf4905b1bfa7', 'route': ['p3', 'e5', 'i11', 'x3', 'p1', 'c4']}
1769495868.668554,RECEIVED,0ffe4c91-e6c3-48e6-b2e8-bf995c261503,c770d105-df0a-4317-8e72-42610ff42672,c3,c4,26,p1,?,surb={'id': 'c2f01ce3-dd2e-40ed-8c0e-990044e7799b', 'route': ['p1', 'e3', 'i6', 'x12', 'p3', 'c3']}
1769495868.805767,RECEIVED,a4f86e24-c00e-4d25-acee-a06af6125716,503b3cda-a0b5-4c0f-aa6e-a10e794a3391,c3,c4,27,p1,?,surb={'id': '707f3f8f-0aba-4baa-ad5d-5d40cabdb58a', 'route': ['p1', 'e10', 'i10', 'x2', 'p3', 'c3']}
1769495868.8380404,SENT,431ab8e3-3c1d-4a3f-931a-ecc0f728c04d,5ccad11a-34b6-4330-8b5c-9b2d5aa49c02,c4,c3,3395,?,p1,
1769495868.838163,CREATED,2e28d740-430e-4092-adb4-79f7382d5cce,953cb2e7-80c7-4581-a55c-10d5b6f4af0f,c4,c3,27,?,?,surb={'id': '216f70fb-e2ce-43ba-ac87-cb3b59268f62', 'route': ['p3', 'e1', 'i12', 'x10', 'p1', 'c4']}
1769495868.8642066,SENT,8f21e885-1e69-45d2-b23d-6b29c8a6079d,f00c4ee0-565e-4727-9af2-778cae1347df,c4,c3,3398,?,p1,
1769495868.8643289,CREATED,e94b18d9-8b12-4704-83bf-196ab8415a75,83d272b5-4994-4279-9340-cdd18eb75cd5,c4,c3,27,?,?,surb={'id': '0b0fd4c9-0142-47e0-8395-8b66a88a420a', 'route': ['p3', 'e9', 'i6', 'x1', 'p1', 'c4']}
