timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495696.6421251,SENT,38e898a3-bb86-4e64-a1d0-3f1495446795,d6833391-e6de-42e6-973e-ae2af963a03c,c3,c4,3376,?,p3,
1769495696.6422913,CREATED,42d4fa3b-32f2-4dba-8368-44aa82b1c629,861593fc-80ac-41d0-9ae0-78807eb782b0,c3,c4,27,?,?,surb={'id': '75bbad38-635a-4ac9-b752-9fcaff67205e', 'route': ['p1', 'e6', 'i10', 'x8', 'p3', 'c3']}
1769495696.7416759,SENT,150a05e6-18e1-48a1-8295-bcfab4d241b2,31aed1ef-82cf-447d-8ec0-020dbf738ca8,c3,c4,3360,?,p3,
1769495696.7418299,CREATED,550cd30e-5005-42a1-941a-1cbb96282a54,02a09eec-6409-4ff8-9d2f-9e4d453676aa,c3,c4,26,?,?,surb={'id': '9e50e94e-f354-40e3-8023-13e935df4b90', 'route': ['p1', 'e9', 'i4', 'x4', 'p3', 'c3']}
1769495696.9461539,SENT,3eaa5021-0184-473c-a9a8-62f616683372,9e3ebd8f-7dfe-487f-a0f7-9c9cfc80d05b,c3,DROP,2030,?,p3,
1769495696.9462748,CREATED,52522620-7495-42c4-a1e4-14c49a1d0e9a,0b5617fa-2cab-45ff-93cd-c4952a821e24,c3,DROP,27,?,?,
1769495697.2613783,SENT,7e00fa7a-88fd-447d-bac8-903e82b63ecc,f9a1e3d5-3efc-419f-982d-9f82c81b90d3,c3,c4,3382,?,p3,
1769495697.261552,CREATED,158c62d6-ce77-4ba2-afc0-e6fcaf5dcc3b,725260a3-d0d4-4331-ab1b-8a0e5d91ce76,c3,c4,26,?,?,surb={'id': 'ba7ddc04-db17-4f91-8073-a22af39e08df', 'route': ['p1', 'e6', 'i6', 'x8', 'p3', 'c3']}
1769495697.401977,SENT,fc26ec91-6176-42fa-a29f-7800831415c9,dfded9ad-2d42-4663-947b-f289e7ac57fc,c3,c4,3392,?,p3,
1769495697.4021845,CREATED,145172cb-6399-4d99-a9bd-b2060751b97f,6c59d74b-fd0e-4bea-8628-79a99e26cdf1,c3,c4,27,?,?,surb={'id': '55b55b98-a1db-4f26-9d32-4077e6ac48a1', 'route': ['p1', 'e2', 'i5', 'x11', 'p3', 'c3']}
1769495697.7008412,SENT,31a767aa-7532-4396-a183-1badf6de0d9b,94091578-372e-4f0a-b46d-ba92b9b68bcc,c3,c4,3375,?,p3,
1769495697.700974,CREATED,7af3b136-cdce-4acf-9d59-bb9cfca9d238,5220bf34-6673-4296-88f1-8f34c166dc99,c3,c4,26,?,?,surb={'id': '40866ca7-ee99-4d4c-a9cf-a6859a4ab39c', 'route': ['p1', 'e8', 'i2', 'x7', 'p3', 'c3']}
1769495698.8233018,SENT,9353a41d-12fe-4088-b8e1-deefb50c1882,3255e6fa-d705-42b7-ad8d-02b7c407527a,c3,c4,3364,?,p3,
1769495698.8234503,CREATED,f0ddce75-877a-4409-9d17-6eab7ecf29f3,8aec9c3b-1d65-47ce-a41a-1f2564a80c90,c3,c4,27,?,?,surb={'id': '692f2ccf-aa89-4247-aa5e-67e0a00c4185', 'route': ['p1', 'e5', 'i6', 'x2', 'p3', 'c3']}
