timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769496061.4311473,RECEIVED,c69cdabc-57a0-406a-928d-c87d36daf48e,d47a65d2-83d6-4d9a-a039-dc0e7be18d27,c5,c1,27,p1,?,surb={'id': '885c31c6-c458-44ca-a6cc-585e1284b1c5', 'route': ['p1', 'e4', 'i4', 'x1', 'p2', 'c5']}
1769496061.4573715,RECEIVED,3fbf4f03-d3d4-4864-88cd-8ef89451a4af,7fed199e-5984-4960-bd08-2e2e6f4f3e8c,c2,c1,27,p1,?,surb={'id': '89e72f8f-31ae-43ae-86fd-5c7c93755f9c', 'route': ['p1', 'e11', 'i6', 'x7', 'p2', 'c2']}
1769496061.6292439,SENT,fcf6b2d3-d611-4951-a889-88ec5d5a812b,b3f5ad6c-f88f-47e4-a871-c2beb43ae1a5,c1,c5,3371,?,p1,
1769496061.629359,CREATED,77f9a7ea-573a-41e9-8b10-db7c237d179d,9568d52c-ef07-4c34-93d5-84575437dc3b,c1,c5,26,?,?,surb={'id': 'd83c9fc9-20e2-479b-9335-a5727796d0eb', 'route': ['p2', 'e9', 'i4', 'x8', 'p1', 'c1']}
1769496061.782291,RECEIVED,849afaa2-fdbd-406d-abae-90289d77954c,299fbdb6-1b43-4ace-94e4-321c0b44bd43,c5,c1,26,p1,?,surb={'id': '01368de6-6a3e-4c3e-8866-7842c6c35867', 'route': ['p1', 'e7', 'i11', 'x1', 'p2', 'c5']}
1769496061.8239505,RECEIVED,73d1bcc7-0b90-4f2f-a880-66a87a66243b,84457183-27d0-4dbd-9026-5922433d718e,c2,c1,27,p1,?,surb={'id': 'f3e118df-2bba-46a9-a1ff-7b3c9d5c8316', 'route': ['p1', 'e4', 'i4', 'x7', 'p2', 'c2']}
1769496061.9305928,RECEIVED,4115f799-65b2-4514-81fd-d868b41b973a,abae7c78-1d10-4541-ad7c-3cf8cca256b4,c2,c1,27,p1,?,surb={'id': '1cd80985-c48f-449f-b862-58fda173fdc4', 'route': ['p1', 'e4', 'i9', 'x9', 'p2', 'c2']}
1769496062.2614725,SENT,d3de1b8b-5001-46a9-82ba-66f7d92ae0f3,08db6f20-a77d-4acf-bb4d-f02bcabc9171,c1,c5,3375,?,p1,
1769496062.2616155,CREATED,baeb8a04-7123-4081-af91-98ffd0fdf1ca,df127993-51ae-459c-b48f-5feb3625468c,c1,c5,26,?,?,surb={'id': 'e35ec2f2-e52f-4c2f-9f04-230816a41063', 'route': ['p2', 'e4', 'i2', 'x7', 'p1', 'c1']}
1769496062.2887957,SENT,dedf455d-78b9-4052-a9dd-aa9b719b5061,49d28f3f-acdf-48d0-95df-b47e35735fe4,c1,c5,3363,?,p1,
1769496062.2888973,CREATED,7beb20a1-24ef-4204-8ad1-3c9f1455b848,8857ff3c-64b4-45c7-89ac-475a193f9857,c1,c5,26,?,?,surb={'id': '41e7d511-b21c-4a4e-bf20-012982ff25d2', 'route': ['p2', 'e1', 'i1', 'x11', 'p1', 'c1']}
1769496062.3412318,RECEIVED,61d261a5-3bac-427f-968e-12fa5365210c,1426caa1-6c05-428e-be61-3f183da34126,c2,c1,27,p1,?,surb={'id': '4dc5255b-8bf6-4b75-9688-82f52a99744f', 'route': ['p1', 'e5', 'i9', 'x4', 'p2', 'c2']}
1769496062.4965022,SENT,619dca96-78c0-4457-addd-e8d2c13e3a06,a25758a4-1f0b-4a1c-84e0-1286f9607739,c1,DROP,2031,?,p1,
1769496062.496632,CREATED,571836d8-c99d-404e-8cb2-a0e85ffb92db,4a1da93c-d3a3-41fe-afce-cb5de076159c,c1,DROP,27,?,?,
1769496062.5177212,SENT,77ad6971-c3bf-4a5d-b45d-2f2c1c2c0994,97e74748-e7cd-4ea9-a583-251083a35e52,c1,DROP,2031,?,p1,
1769496062.517853,CREATED,a3a63d41-f10c-481e-8dc4-6dfceb0e846b,531ae547-32c3-44cf-99d2-f1d67df8932e,c1,DROP,27,?,?,
1769496062.5452993,RECEIVED,22b0793b-42ee-482b-8758-9c923717ce80,503f9bdb-1b8d-45da-85cc-962f13dc88cd,c2,c1,27,p1,?,surb={'id': '7fc4619c-0c58-4912-a9da-595c0cf4d9fc', 'route': ['p1', 'e4', 'i10', 'x4', 'p2', 'c2']}
1769496062.7613473,SENT,92877f25-8845-4763-a701-b7e87777a286,e0203791-d567-4d7e-a53c-4c6be11e6ef6,c1,c5,3371,?,p1,
1769496062.761441,CREATED,0ed25a4f-9ec7-4fba-9773-6f463a9aaee3,eb4b9f38-36df-47a8-9722-a4bb42824b92,c1,c5,26,?,?,surb={'id': 'c2aca3fe-5228-45b9-b875-6f172d95f3f8', 'route': ['p2', 'e3', 'i7', 'x1', 'p1', 'c1']}
1769496062.908929,SENT,f34f8d7e-3b64-43fd-a962-de2410112912,20cbb789-b99d-4959-8a17-c5e34d116347,c1,DROP,2024,?,p1,
1769496062.909094,CREATED,e447d52f-8747-4e83-be7b-de6a16eb8e10,5329a06f-6021-4867-a216-87646a1b0351,c1,DROP,26,?,?,
1769496062.9102573,RECEIVED,fc58814e-3ce9-458c-9e40-c055429fa30d,4d25cd01-4cce-471f-9bc3-30a7516987b3,c5,c1,26,p1,?,surb={'id': '7db77d2d-130a-4763-ae94-3194c09073ce', 'route': ['p1', 'e2', 'i1', 'x11', 'p2', 'c5']}
1769496063.1453497,RECEIVED,2e581e7a-5a41-4df2-80a5-395b807ba11d,e6eb1ef9-bb58-492b-8040-686cade97b59,c2,c1,27,p1,?,surb={'id': '70dd736b-e64e-435f-bc4d-028443f8132e', 'route': ['p1', 'e7', 'i8', 'x3', 'p2', 'c2']}
1769496063.181391,RECEIVED,8e2cd50c-f6bb-4953-8852-d79c90ef464b,90e62dd3-4c25-4665-90ba-6bd1c52f7d81,c2,c1,27,p1,?,surb={'id': '7f72ea48-576d-4984-a351-6d73006a38a4', 'route': ['p1', 'e10', 'i10', 'x3', 'p2', 'c2']}
1769496063.3291647,SENT,1044c5cc-ded2-4896-a43c-0c37eefbfe97,8bcdfa04-50e0-47de-be97-81d5dfd700f4,c1,c5,3401,?,p1,
1769496063.3293383,CREATED,72f2e2a6-4bd5-4a20-9e22-55686d7f5739,1875ca46-d679-41b1-b796-01875fc94764,c1,c5,27,?,?,surb={'id': '6adbba23-fdeb-4dc2-8a7e-92af089e86d3', 'route': ['p2', 'e3', 'i2', 'x10', 'p1', 'c1']}
1769496063.3622527,SENT,bdc51edf-2c37-43bd-92c8-5b4ebe649eca,16dc9d65-942d-48ce-a9c6-ac0ed0fdda5d,c1,c5,3360,?,p1,
1769496063.3624015,CREATED,da9cf41e-24e3-4136-a74c-327cdfda8ab5,4bb2ce90-24a5-4f52-887b-2c4a93f3827a,c1,c5,27,?,?,surb={'id': 'ecabf22d-b7a6-4eb0-b64e-ae329ca16252', 'route': ['p2', 'e3', 'i6', 'x2', 'p1', 'c1']}
1769496063.5378692,SENT,0e7155dd-ca6b-4f80-a109-826686d4a9d5,a4ca8730-6e19-4d67-91c9-c97e56a3a893,c1,c5,3404,?,p1,
1769496063.5380194,CREATED,0aa53bc9-44c0-4957-9acd-4a26a6a7195d,dd87bbe9-8157-4456-849c-cd2e4c5a32b7,c1,c5,27,?,?,surb={'id': '0e2f6d4a-04bb-4532-a9c7-6fab8191c157', 'route': ['p2', 'e1', 'i8', 'x12', 'p1', 'c1']}
1769496063.54861,SENT,b214de88-4ada-4578-a022-680dea4ee6a9,96dc02b8-80b5-4929-9947-b872e6a4c3fa,c1,DROP,2015,?,p1,
1769496063.5487432,CREATED,b11dfb93-e910-44ff-8c63-76df79acaa5e,deab82d9-455e-44e6-acb3-caa062c8db06,c1,DROP,26,?,?,
1769496064.1096961,RECEIVED,b6c24562-c870-431e-8b29-c500f1d8c6a6,36e0e6c6-7a40-48db-816f-424eb2b32ccf,c2,c1,26,p1,?,surb={'id': 'e138dacb-a645-44a4-8998-f75828bd92c0', 'route': ['p1', 'e5', 'i3', 'x9', 'p2', 'c2']}
1769496064.1575553,RECEIVED,17c6035d-df21-4fc3-a747-992dc27b97a4,72b5084f-49c2-4629-a1d6-f96add6f249b,c2,c1,26,p1,?,surb={'id': 'db790e6a-d1f5-4325-a8ae-740c8855ad98', 'route': ['p1', 'e10', 'i5', 'x5', 'p2', 'c2']}
1769496064.366,SENT,29425f86-3d10-40fe-ba8b-a07169796028,3bf6eeb6-2f84-4694-80d6-4617881af5e2,c1,c5,3383,?,p1,
1769496064.3660696,CREATED,2aba3bf6-ee00-4fbb-a9e6-4c7ea2c74b5d,136525e6-c5a4-4da2-999d-157b33dd08f9,c1,c5,27,?,?,surb={'id': '3789c5cf-3f7c-4397-8563-6b2551379a12', 'route': ['p2', 'e3', 'i5', 'x4', 'p1', 'c1']}
1769496064.5046175,RECEIVED,21c4d86e-ee15-49ff-a39f-a483f26acefd,50b657f0-ef75-4b55-b73a-57664d61773a,c5,c1,27,p1,?,surb={'id': '69936504-4e40-43a2-9e1e-0df8b24020e7', 'route': ['p1', 'e12', 'i10', 'x11', 'p2', 'c5']}
1769496064.661063,SENT,5bbcc2cb-6c29-44ec-b42a-3dbbd83f4d3c,bd577153-221e-4f41-b5fb-6c7be6706a50,c1,c5,3368,?,p1,
1769496064.6611414,CREATED,295438ad-bfec-4966-8707-c4a33b418cef,97d6f52d-e660-43d0-8c2c-f79933f97de8,c1,c5,27,?,?,surb={'id': 'd68fa77f-9916-4c19-9458-2f9d21777e15', 'route': ['p2', 'e11', 'i4', 'x8', 'p1', 'c1']}
1769496065.0990155,SENT,72b28e09-30e5-4448-a995-089c8befe22e,7b3e78ee-23d7-44b8-ab30-89a2c498164c,c1,c5,3401,?,p1,
1769496065.0991848,CREATED,b1d69d9d-095e-4820-8330-9710d775c616,036d78d1-590b-427b-9bbb-f9676aab64a0,c1,c5,27,?,?,surb={'id': '5d0a2503-45e9-49f9-8af9-5005df0c3e08', 'route': ['p2', 'e4', 'i4', 'x11', 'p1', 'c1']}
1769496065.2450454,SENT,63060380-1547-4345-bd3d-ef1bf943fc9b,87d1debf-495e-4c73-addb-3f24b52219fb,c1,c5,3362,?,p1,
1769496065.245708,CREATED,1f7dff5d-a183-4cf4-893b-5fb4f0f96a82,aafe0f8f-728a-4501-a129-73f43f807ea5,c1,c5,27,?,?,surb={'id': 'a52dd2c1-c6ca-499d-850e-50a0f3e9be0d', 'route': ['p2', 'e1', 'i10', 'x6', 'p1', 'c1']}
1769496065.3653982,RECEIVED,d6b05be9-cfb9-44da-94ba-44eba01d2c75,28fbb3fe-0875-415d-95d9-b993f3fd574e,c2,c1,27,p1,?,surb={'id': '22054a41-0d86-483e-8e13-db7d2ffcd000', 'route': ['p1', 'e10', 'i9', 'x12', 'p2', 'c2']}
1769496065.46983,RECEIVED,fa3c9a40-fc7e-4357-887f-1cf54d8a451f,65b7e6aa-e9b7-4ea6-971e-0290a0d4e31a,c2,c1,27,p1,?,surb={'id': '983fa191-70ec-4ee8-b71a-04757f4f76cc', 'route': ['p1', 'e7', 'i12', 'x6', 'p2', 'c2']}
1769496065.487679,RECEIVED,f0e46374-12f6-45b7-a90e-1557985bac4b,50edc826-9fcc-4548-afd6-37cd1a62647b,c5,c1,27,p1,?,surb={'id': 'f5f2fd7d-0ab7-4d4d-a61a-321862d39b9f', 'route': ['p1', 'e5', 'i5', 'x5', 'p2', 'c5']}
1769496065.5611691,SENT,b8f8b937-693b-4f24-a8f9-580aabc60406,fd01988b-6ccb-4162-93f0-4dfaa472c214,c1,c5,3360,?,p1,
1769496065.5614102,CREATED,9cae8702-b4f6-496b-97ab-a6ecec2cc625,7f9d64b1-92a6-4121-a662-6e8bc325cb47,c1,c5,27,?,?,surb={'id': '1bf3ef75-5f05-498f-91cc-74383630ea66', 'route': ['p2', 'e5', 'i2', 'x11', 'p1', 'c1']}
1769496065.5718415,RECEIVED,d62f6173-9a4d-40e7-adb5-2fdcefcdb8d4,7ebe8837-fca1-43a7-a04a-5c02b6700348,c2,c1,26,p1,?,surb={'id': 'dcd0b819-29db-42a8-af3d-5cb74adcd686', 'route': ['p1', 'e6', 'i1', 'x7', 'p2', 'c2']}
1769496065.6288373,SENT,a5b32a7e-61cd-45cf-b47c-e996c35f5320,bd8b59e1-01d5-472b-be4d-9df97c1da806,c1,c5,3401,?,p1,
1769496065.62899,CREATED,f6c0585f-ff11-4275-85a6-d00d7f2089d2,1a0dfd1a-1ff7-4510-a6e1-46291bdc92cb,c1,c5,27,?,?,surb={'id': '2bd641cb-d192-4a52-8bf0-8394f884c6ec', 'route': ['p2', 'e4', 'i12', 'x12', 'p1', 'c1']}
1769496065.651355,SENT,a739c389-b842-4c9f-87fa-fd2149be9846,ea507a50-8fbb-4a6a-8889-0d3b64c6d33e,c1,c5,3383,?,p1,
1769496065.6515052,CREATED,2db549eb-e8ff-4404-a280-41d7509104a1,865dc81d-de59-46fe-9083-2f51ea2fa0df,c1,c5,26,?,?,surb={'id': '71a155b1-8e1b-4912-bde3-f4b6ba7b0570', 'route': ['p2', 'e12', 'i10', 'x7', 'p1', 'c1']}
1769496066.0986006,RECEIVED,55b85f82-4c1d-42ec-90c9-e4358d0d9101,d223c745-0f3d-48d3-9bb3-20aab1d7356e,c5,c1,27,p1,?,surb={'id': '1567a324-6280-4f24-819b-e613db900e1f', 'route': ['p1', 'e1', 'i9', 'x7', 'p2', 'c5']}
1769496066.1110775,RECEIVED,0330b883-368e-41f9-b5b2-1546e260f41f,d2cbaba6-3064-444a-afe9-c83769890749,c5,c1,27,p1,?,surb={'id': '66bb0399-da09-4d02-9a8c-29e3459bc446', 'route': ['p1', 'e4', 'i3', 'x5', 'p2', 'c5']}
1769496066.2132587,SENT,147acfea-10f0-49e8-acfa-c589113b86d5,fd83d84e-121a-48ac-9e33-de7fcc3d1f2e,c1,c5,3397,?,p1,
1769496066.213411,CREATED,a8889147-9079-4a32-adb8-35cf1df703ba,f991dc09-f1bd-4dd4-908c-68e30169ccf4,c1,c5,27,?,?,surb={'id': 'bcffa9a8-532f-4fe4-959e-f65b59f05cdb', 'route': ['p2', 'e8', 'i4', 'x11', 'p1', 'c1']}
1769496066.2359507,SENT,c4f1328d-9a8a-4bbb-a685-10a132a74a2e,c1895a1d-a19c-4050-805a-402ebf8c1c39,c1,c5,3380,?,p1,
1769496066.2361274,CREATED,b566deb7-be5f-4d06-b4aa-35d4a06b9a98,f855e3c1-9c8c-474f-b3f3-731c35793763,c1,c5,27,?,?,surb={'id': '2eacd245-8fe0-45f1-a052-6f1b6ba350c2', 'route': ['p2', 'e6', 'i3', 'x6', 'p1', 'c1']}
1769496066.4781072,RECEIVED,a8ee34a9-d03d-450b-b420-1c5233fcbea4,0e675d9a-0028-4019-bd6e-e510a2cfedae,c2,c1,27,p1,?,surb={'id': 'ea1f7ca1-0a59-4f17-9e38-9fece69c9736', 'route': ['p1', 'e8', 'i8', 'x10', 'p2', 'c2']}
1769496066.5516725,SENT,e891d7a1-6f47-4b7a-9497-ddcf7d45718e,0de17033-114f-4042-8471-1eed523cc7d0,c1,c5,3380,?,p1,
1769496066.551821,CREATED,cb11bb0f-fd58-4193-8cbb-bba685743a49,dd6a8ba2-ec6f-4484-bd65-32f1fe93130c,c1,c5,27,?,?,surb={'id': 'c5ba139a-980e-4006-9bf8-691791fea836', 'route': ['p2', 'e5', 'i8', 'x1', 'p1', 'c1']}
1769496066.568376,RECEIVED,97887e59-3974-4c40-b13a-a3e30507fdbe,b505490f-3e97-4257-b83b-813562e344cd,c2,c1,27,p1,?,surb={'id': '1a0908f1-a5fd-4954-904d-3d426b321f4a', 'route': ['p1', 'e5', 'i5', 'x2', 'p2', 'c2']}
1769496066.5892496,RECEIVED,5934d38e-6e12-4cb8-87d6-52ac9973b035,eaeca197-441b-4e50-9856-babf06a33487,c2,c1,27,p1,?,surb={'id': 'e8f573b7-c89f-436c-b0bd-de1f3ba5d6e7', 'route': ['p1', 'e8', 'i11', 'x9', 'p2', 'c2']}
1769496066.7337863,SENT,bcbb83b6-2457-4d8c-ab08-325ab77622d6,77fb70ac-445c-4be9-aa23-e8046932eb47,c1,c5,3397,?,p1,
1769496066.7339349,CREATED,1f4cd841-2bcd-4d55-8212-705687581299,13579a5f-f87c-4651-b53b-f5697916a009,c1,c5,27,?,?,surb={'id': '551c60d7-d73a-4ee5-912a-ea2126c90682', 'route': ['p2', 'e2', 'i11', 'x1', 'p1', 'c1']}
1769496066.8447618,SENT,353e9390-3e2e-464f-9363-6c5d89f33449,e76e6179-208a-46a7-8d62-8aa895fd96dc,c1,c5,3394,?,p1,
1769496066.8449132,CREATED,f2b88a20-8513-4248-aad8-7e08236d56a3,f9ede26a-4d45-4e76-b224-1bf6ce029723,c1,c5,27,?,?,surb={'id': '0e91355b-8b98-4300-9d14-55a06bea8fb1', 'route': ['p2', 'e1', 'i8', 'x12', 'p1', 'c1']}
1769496067.082192,RECEIVED,b7f39ef5-c99a-484a-8b02-5f416a8cafb1,8acfed19-7520-428b-83ef-81cb96c121b7,c5,c1,27,p1,?,surb={'id': '748b7ed2-5868-40d6-b8b9-7061b85f19a1', 'route': ['p1', 'e3', 'i8', 'x5', 'p2', 'c5']}
1769496067.088588,SENT,1e466f75-cdf6-4a61-b6ee-f2b802d12be0,170698b0-9b12-4e5b-9725-9493d0367a78,c1,c5,3404,?,p1,
1769496067.0887225,CREATED,872fd58e-995a-43a5-b85d-40b71af104b1,11067f49-5a8e-494f-821d-eadc74e6d9c3,c1,c5,27,?,?,surb={'id': '4e15f97c-2872-411e-88c7-c7417d37f366', 'route': ['p2', 'e11', 'i11', 'x12', 'p1', 'c1']}
1769496067.3680868,SENT,99d7c94e-1d25-47c7-98e1-0d3449355b90,0ff3ea33-cdca-4857-a662-24164229930b,c1,c5,3375,?,p1,
1769496067.3682258,CREATED,17fba798-fd1c-4a76-8fe5-ed12f8d831a6,e83d3efa-c893-4a3b-bc4a-1ba437bb548b,c1,c5,26,?,?,surb={'id': 'bf791089-a3f0-4ea1-b916-c1bb32d02b92', 'route': ['p2', 'e6', 'i1', 'x7', 'p1', 'c1']}
1769496067.5616486,SENT,21cba483-1f13-4c2b-b86f-a7ca49a67625,86842b2a-7179-499d-83b0-0ed503827489,c1,c5,3381,?,p1,
1769496067.5617657,CREATED,dd050295-9268-40e3-af9c-1f9c6f878db9,9f433595-c909-4041-a7bb-f5845c5ebded,c1,c5,27,?,?,surb={'id': 'ef881963-952c-480e-a16e-6776cbb6d33f', 'route': ['p2', 'e4', 'i3', 'x9', 'p1', 'c1']}
1769496067.6274607,SENT,da3f6bc7-9247-4b3c-abb5-ed82be1c52cf,05db15e1-8d72-4a39-8c27-bd6074b8a7fb,c1,c5,3376,?,p1,
1769496067.627693,CREATED,d5df091e-c031-453e-bd50-757deaf3aada,8a13cfaf-8920-451c-99bb-4b259ce53025,c1,c5,27,?,?,surb={'id': '5b63b260-e464-4446-b277-b53dc04c626d', 'route': ['p2', 'e8', 'i1', 'x12', 'p1', 'c1']}
1769496067.7511413,SENT,8ce18a30-a514-479d-9c02-35b1d1cf3c43,654dba8f-2d13-440d-a4a2-e649fb46c5c8,c1,c5,3388,?,p1,
1769496067.7512894,CREATED,8809260c-2474-423d-b748-218a2854904d,37c04110-5761-4871-8632-613e9d5c0d14,c1,c5,27,?,?,surb={'id': 'e6a33347-07c7-4d5e-ad59-17a38c3bd187', 'route': ['p2', 'e12', 'i8', 'x12', 'p1', 'c1']}
1769496067.8471708,SENT,32dd831c-4dda-4700-a794-809de1ff2377,b3278f30-4fdc-4c35-aee1-d1f377e8b5ae,c1,c5,3363,?,p1,
1769496067.847232,CREATED,c263835d-931d-4b4d-9df2-351b5d5aaf4e,9a163ff3-4952-4169-a7cf-20f6e5f0fb48,c1,c5,27,?,?,surb={'id': '46367472-814a-4554-8d20-9111e9906e1e', 'route': ['p2', 'e4', 'i2', 'x7', 'p1', 'c1']}
1769496067.852515,RECEIVED,7279bb68-b043-455d-8006-cdd122264f05,5f2c9816-44ab-477b-9bbc-285ce73fdf32,c2,c1,27,p1,?,surb={'id': '8d97e83f-0433-4bcd-9d87-decfa938f6cc', 'route': ['p1', 'e2', 'i11', 'x8', 'p2', 'c2']}
1769496067.9888177,RECEIVED,bb23864c-c6e3-414d-96d2-f12a9e3a4aa7,b123641f-20e2-4bc4-acf1-fb440530d31b,c2,c1,26,p1,?,surb={'id': '0bd3fd8c-c045-4eea-b9ac-da5a222a72e3', 'route': ['p1', 'e12', 'i7', 'x1', 'p2', 'c2']}
1769496068.290762,SENT,07a0b439-82f4-4a47-9e01-a5ff0189f36f,878dc3ee-a8b6-439d-8f34-93a62151f858,c1,c5,3383,?,p1,
1769496068.2908647,CREATED,8c3de1d6-8a80-4ae5-b695-bd37ab8e93a3,f0f0bd1e-7897-4681-9b7f-e293ff1ce4e7,c1,c5,27,?,?,surb={'id': '91cff6da-1e0c-4dbf-b49c-dd953d41b9ea', 'route': ['p2', 'e3', 'i2', 'x7', 'p1', 'c1']}
1769496068.3162143,SENT,37d8c111-ac59-48ba-b724-8c902dfedb98,0b32dab3-03e1-4bdb-99cb-91f2440dcbd8,c1,DROP,2029,?,p1,
1769496068.3163524,CREATED,036a08cc-3139-4a8e-b7c7-92518460d07c,b66a4218-8198-4ab8-9f89-02afaa09355c,c1,DROP,26,?,?,
1769496068.5529206,SENT,4b17be8b-eacb-44ad-9497-9e4fcbb67bce,50881367-4114-4de3-b420-f4b0ca3cc40c,c1,c5,3376,?,p1,
1769496068.5530312,CREATED,c427ac2b-18fc-49bc-8d3c-a9aaba70ac50,c12b3cc1-d6f1-4725-a384-44bb09202b60,c1,c5,27,?,?,surb={'id': '639e3d42-1b67-4f93-a47e-d176afc022c3', 'route': ['p2', 'e1', 'i3', 'x1', 'p1', 'c1']}
1769496068.7056918,SENT,86975c5c-7f39-427d-9a51-ebf5a3c1b7f3,55c23b33-8ace-408c-97cc-dad2b9b5b354,c1,c5,3363,?,p1,
1769496068.7058392,CREATED,e95b372d-b442-40a7-bbb5-10f50ea4798f,0ad4d320-736a-47d9-a320-26233534fa5a,c1,c5,27,?,?,surb={'id': 'bb713929-8e8f-47be-8763-2a074c61cf26', 'route': ['p2', 'e7', 'i7', 'x8', 'p1', 'c1']}
1769496068.9734151,RECEIVED,37c123bd-9071-48a3-ad67-33cdab876a76,1711be18-abf5-45d2-8632-de45c9569589,c5,c1,27,p1,?,surb={'id': 'd63177c3-e308-494a-95fc-18965ceff189', 'route': ['p1', 'e2', 'i8', 'x10', 'p2', 'c5']}
1769496068.9899225,RECEIVED,fa90f8a0-4d92-48af-9cac-88144678a881,bb2a7eff-9ee2-4120-a451-6b6a2a5f0ccc,c2,c1,27,p1,?,surb={'id': '35dbbfe0-4d14-4691-9df8-12bca05e9851', 'route': ['p1', 'e11', 'i1', 'x9', 'p2', 'c2']}
1769496069.0040848,RECEIVED,ec776499-9f7f-4a5f-a66d-36f9b7483369,0ed4baaa-3431-4092-b1d1-d9204165dddc,c2,c1,27,p1,?,surb={'id': '8c4199a9-5e54-4d52-93f1-6a2a26fb26cf', 'route': ['p1', 'e4', 'i1', 'x5', 'p2', 'c2']}
1769496069.044226,RECEIVED,8aae2db6-a4dc-48c8-97ac-1236d264e511,443a2aac-cd52-446f-b383-3a64ec3f1d08,c2,c1,26,p1,?,surb={'id': 'bfb2ffcc-d384-4d39-a09c-ca22cfa818c4', 'route': ['p1', 'e5', 'i5', 'x7', 'p2', 'c2']}
1769496069.073475,RECEIVED,ded3478f-03ec-405c-82d3-77e55e7bca8e,c01329d5-3df2-4e71-9da6-ce1839473746,c5,c1,27,p1,?,surb={'id': '52a17847-d18c-41b2-8c0d-ec667e19ff73', 'route': ['p1', 'e8', 'i8', 'x1', 'p2', 'c5']}
1769496069.2308974,RECEIVED,e8d3e39c-9207-4385-ad58-a8df8dcda5cc,7c61a5b4-767b-4f9e-aca2-aca321f220f6,c2,c1,27,p1,?,surb={'id': 'fd839180-2195-4c74-9847-d4a00abf8f97', 'route': ['p1', 'e9', 'i10', 'x11', 'p2', 'c2']}
1769496069.3463237,RECEIVED,621ff060-aef3-4c5f-ba1c-111ceefbe4e7,60c6b533-ef92-4158-bac1-a4ffb9a28619,c2,c1,27,p1,?,surb={'id': '43ef3682-d27f-4492-881d-a1c53f897a56', 'route': ['p1', 'e7', 'i6', 'x12', 'p2', 'c2']}
1769496069.50636,RECEIVED,e170cdaa-3585-4e04-b6ef-4d5d59ef884b,2236b79f-805c-43fc-bf39-ceabdc1610f4,c2,c1,27,p1,?,surb={'id': '32d31a0c-bd5f-44ef-a047-903b893a66b0', 'route': ['p1', 'e6', 'i8', 'x2', 'p2', 'c2']}
1769496069.625755,RECEIVED,265e6177-745a-4709-932c-a3e1fcf21b09,58f8feae-47a4-4169-a13f-1a046bb60daf,c5,c1,26,p1,?,surb={'id': 'a4d4a9b5-1de6-466c-bdda-b3ea9aa75033', 'route': ['p1', 'e3', 'i9', 'x2', 'p2', 'c5']}
1769496069.637615,SENT,f1de312b-4549-430a-9bd8-2b8038466593,60041271-a6a1-42f6-919c-0fc377e55393,c1,c5,3389,?,p1,
1769496069.637726,CREATED,5aee946e-6676-40a6-8332-e18dcaabd7e7,2ea30f83-a71a-484f-ba1a-f0ec320c2b64,c1,c5,25,?,?,surb={'id': '9d64e809-8ca4-48d2-b19d-186f0e8c4797', 'route': ['p2', 'e11', 'i8', 'x10', 'p1', 'c1']}
1769496069.7097197,RECEIVED,8a8f03c1-0973-415a-a512-c5122d9c39d2,b21c2a3d-f123-43a7-aae6-5c56bd9bec9f,c5,c1,27,p1,?,surb={'id': 'eb10bcb0-ccf6-4e71-9f09-6cf12548003d', 'route': ['p1', 'e3', 'i2', 'x8', 'p2', 'c5']}
1769496069.7535884,RECEIVED,2fda0c25-2233-4e20-b408-edc0bea2001b,c3e380da-a378-4c31-b52b-c975a0b90429,c2,c1,27,p1,?,surb={'id': 'd4cf6ea4-4f2e-433e-85b7-7504fe5670b7', 'route': ['p1', 'e3', 'i6', 'x8', 'p2', 'c2']}
1769496069.9190695,RECEIVED,f7be3fa8-a17e-47e7-9546-242a98bc0aab,152f486f-0317-48fd-ae1a-770caf7fb235,c5,c1,26,p1,?,surb={'id': '1a394ca1-541e-46f0-af20-ada29ab7f957', 'route': ['p1', 'e10', 'i6', 'x1', 'p2', 'c5']}
1769496069.9230402,RECEIVED,860f3bf4-05c0-41f1-ac02-9995305167b6,b146c0f4-0ca1-4b4d-b82b-82eb2e982eed,c2,c1,27,p1,?,surb={'id': '5435d548-fb9e-42a5-a33a-bc6d2151ee00', 'route': ['p1', 'e2', 'i4', 'x11', 'p2', 'c2']}
1769496070.0576415,RECEIVED,29688a8a-7561-4190-b92c-8fe6b4b297bf,e2340f1f-5214-486b-a599-51ca39624de5,c2,c1,27,p1,?,surb={'id': 'd4d84c31-cc51-4f5e-843f-9d6d82da69ed', 'route': ['p1', 'e11', 'i10', 'x9', 'p2', 'c2']}
1769496070.1342356,SENT,1b04d5c5-ff23-466d-84ad-365ddd0cd65d,731d4dc2-9815-4c89-9879-e30330c8b1fb,c1,c5,3400,?,p1,
1769496070.1343818,CREATED,1b263f9c-f000-48a7-ad2e-8ee8a1c16aea,28816480-b449-4cce-a971-ee0dde415916,c1,c5,27,?,?,surb={'id': '5485f251-0e44-48fd-82d4-d09c0bcc6d67', 'route': ['p2', 'e10', 'i2', 'x5', 'p1', 'c1']}
1769496070.2270274,SENT,63e1120e-a3ef-4e05-ac98-c67df4b310b8,ed344769-c771-455f-8bcb-ed973e866953,c1,c5,3387,?,p1,
