timestamp,event_type,packet_id,message_id,src,dst,size,prev_hop,next_hop,flags
1769495780.7059507,RECEIVED,b14eb75e-e363-4103-af0d-5893412293d6,5efad58c-e6bd-470c-9c0d-cbdfd1aeb164,c2,c1,27,p1,?,surb={'id': '733a545f-4f8d-4ebe-8f7e-5b6cca1af3e8', 'route': ['p1', 'e8', 'i12', 'x3', 'p2', 'c2']}
1769495780.744316,SENT,b301fce9-9696-495b-a284-40038f0989d7,49400d1a-2421-46e3-b68d-1a1515608d2a,c1,c5,3381,?,p1,
1769495780.7444658,CREATED,a84d27a7-a12f-434b-937d-dd28c0d98435,c72dc530-b76a-48e6-a8da-1b9c7425f58d,c1,c5,27,?,?,surb={'id': '9ab656b1-74a6-4903-9d10-28f1fa3f8f56', 'route': ['p2', 'e4', 'i6', 'x1', 'p1', 'c1']}
1769495780.7687747,RECEIVED,402e45c0-b28f-49b4-9ccc-00f67c93edc4,3766683b-f4ad-4e9b-91d8-82b8e5503b0a,c2,c1,27,p1,?,surb={'id': '70869161-f5fc-45cf-b85b-584ed227a05c', 'route': ['p1', 'e3', 'i11', 'x4', 'p2', 'c2']}
1769495780.8445463,RECEIVED,9bcb0705-f6f8-4fde-81ab-79482ff75808,2f5f6445-dba0-4d24-9a83-7b6a9f263ea8,c5,c1,27,p1,?,surb={'id': 'fd77dbde-5402-4c9c-a33f-a7a1023c48c2', 'route': ['p1', 'e8', 'i1', 'x8', 'p2', 'c5']}
1769495780.8943317,SENT,2771cb20-9ef2-425e-9b34-fe202bef36b2,30b7c19c-aa40-4e59-aa97-7c4bc0e0a10b,c1,c5,3367,?,p1,
1769495780.89448,CREATED,b5dffd1b-4240-4859-ab8c-87bebecc5a1c,cb6a0f02-58a8-4cf9-a6e6-8fcf6afe3a0b,c1,c5,26,?,?,surb={'id': '9f223547-74a6-4771-bf4f-6bfbde8dcc30', 'route': ['p2', 'e12', 'i3', 'x1', 'p1', 'c1']}
1769495780.923531,RECEIVED,70995b39-7d27-4f3d-8b04-2b1ff47af3d3,bac3e049-f1f4-4ade-ac25-f9c41deae7ad,c5,c1,27,p1,?,surb={'id': 'a3573ca5-5db4-44cb-90d5-d0b5e63a14c9', 'route': ['p1', 'e5', 'i2', 'x6', 'p2', 'c5']}
1769495781.409431,RECEIVED,b305d687-7a40-4e4a-818d-d0f2ca18600c,2bda2456-f92e-4b62-893a-d48b66c2a2a6,c5,c1,27,p1,?,surb={'id': '224133ca-b48b-4447-9878-8704a05fd9a5', 'route': ['p1', 'e3', 'i3', 'x3', 'p2', 'c5']}
1769495781.5082955,RECEIVED,5cebac5b-fc10-4bcc-9c40-9275ed75ef88,72e0f836-c5fc-4ee6-82fb-66ee83fd6f9a,c5,c1,27,p1,?,surb={'id': 'b3581951-37dc-4938-a8a8-174e0a9b4ca1', 'route': ['p1', 'e4', 'i12', 'x5', 'p2', 'c5']}
1769495781.5397778,SENT,abe5c42c-fee8-40a4-8d43-c9ab28139d2b,b0e2be00-2c25-46d5-a8e5-a0cda58630a1,c1,c5,3391,?,p1,
1769495781.5398734,CREATED,8acb3a23-cdef-486f-82d7-5ea16497b528,78bf34f7-6f4d-490b-a151-5b5ce8e0b4be,c1,c5,26,?,?,surb={'id': 'a2947954-fd97-4f36-be2d-677d0aa3cce9', 'route': ['p2', 'e12', 'i7', 'x11', 'p1', 'c1']}
1769495781.611,RECEIVED,3b7c445e-3d37-475a-aef5-c346a2e00dc7,ffdcc2dd-5d19-4e84-b475-700476900ec0,c2,c1,27,p1,?,surb={'id': '516068af-9c8c-4351-b1ad-39e2a60cf885', 'route': ['p1', 'e5', 'i5', 'x5', 'p2', 'c2']}
1769495781.745279,SENT,456a03d9-cee0-4a1a-bd6c-84763f2646ad,d9bf232f-0feb-4997-b45a-5cced85e696e,c1,c5,3381,?,p1,
1769495781.745367,CREATED,e66fb637-b792-4dd8-be52-840191324935,24a4c3c4-6d49-4642-8285-a309513b460c,c1,c5,27,?,?,surb={'id': '16dae92d-d87a-4bca-ae2a-942b24997ca7', 'route': ['p2', 'e1', 'i11', 'x9', 'p1', 'c1']}
1769495781.8170755,SENT,374ab022-364d-4cd1-995a-c15271900a61,478f4b43-5b38-4f7c-acae-7126643a0f19,c1,c5,3383,?,p1,
1769495781.817173,CREATED,d0aebc30-e0b8-4cc5-b329-2b4b22808098,3d4d02bd-8621-40d9-b688-ed696c9dc704,c1,c5,27,?,?,surb={'id': '34a18ffd-0375-46c6-8b1d-a7a36d2ed00c', 'route': ['p2', 'e4', 'i3', 'x9', 'p1', 'c1']}
1769495781.964913,RECEIVED,0c032281-1adb-47a5-8240-9fc7a8a048d2,8b523616-b85b-46eb-a120-f3567299bc0f,c2,c1,26,p1,?,surb={'id': '68f2acaa-bc71-4a22-aaac-32de72e47d26', 'route': ['p1', 'e9', 'i12', 'x9', 'p2', 'c2']}
1769495782.0079672,RECEIVED,cd98c408-822e-4432-90a3-cca7aeb8afbc,eb422303-e36e-453a-91a0-f2a144a6d174,c5,c1,27,p1,?,surb={'id': '30cce1ce-e0ed-4326-811a-f5102ed53c7d', 'route': ['p1', 'e6', 'i12', 'x9', 'p2', 'c5']}
1769495782.0423057,RECEIVED,38ee548d-6e9c-4d89-abd4-84d3e14415fa,a9b5dccf-04ac-4600-aced-39868c9d27c4,c2,c1,26,p1,?,surb={'id': '2d8905e6-7207-454d-bf91-0d426fda2625', 'route': ['p1', 'e6', 'i3', 'x2', 'p2', 'c2']}
1769495782.1575844,RECEIVED,c91c1cd8-6b03-4441-8a17-3c2627845332,0dfb20d0-2bc0-4ddd-9700-23a9d198ba14,c5,c1,27,p1,?,surb={'id': '1894c410-dd13-45bc-8fdd-e9fa23d35b2c', 'route': ['p1', 'e4', 'i9', 'x4', 'p2', 'c5']}
1769495782.1988852,SENT,92ac20fa-5624-4fd3-82e7-1d2082c47641,9028ea3b-3b63-4ab8-be71-e08306d77446,c1,c5,3364,?,p1,
1769495782.199033,CREATED,fd058fe1-3a06-4717-a651-986062d867b9,14b068d5-ecc5-4503-b4ab-717613cdba61,c1,c5,27,?,?,surb={'id': 'e6654c6a-0ce7-4e46-98f6-3497d79b113e', 'route': ['p2', 'e6', 'i1', 'x5', 'p1', 'c1']}
1769495782.258649,RECEIVED,b9194410-0e10-43ec-9c6a-f18d71901494,c89dc46c-6153-499f-bab8-e146952347c1,c2,c1,27,p1,?,surb={'id': '7d241008-ef53-4194-af99-3c704888da79', 'route': ['p1', 'e3', 'i3', 'x4', 'p2', 'c2']}
1769495782.3141446,SENT,49291aad-7a9f-4978-a7b2-f56945ee7e3a,15a07597-8b5d-4774-b3e4-39a303fbdfad,c1,c5,3404,?,p1,
1769495782.3142948,CREATED,d7de5f76-23c6-42e2-bea1-522d1dc1eb03,0b75389d-123f-4c0b-8ce0-4a227818cf8e,c1,c5,27,?,?,surb={'id': 'dabd020e-23da-428e-b198-5a0acff3769b', 'route': ['p2', 'e10', 'i11', 'x8', 'p1', 'c1']}
1769495782.4539945,SENT,392aac51-bcad-483b-a6f2-0b159e4f1dba,2300732b-135f-46dc-8e10-2829ed919b0c,c1,c5,3396,?,p1,
1769495782.4541688,CREATED,78639be3-932c-4d9e-8106-c8e11b1ca593,2937b9ad-a3ff-4d13-ae42-113d19a61f0b,c1,c5,27,?,?,surb={'id': 'b9c112b0-c0dc-49cf-803c-35cfea9ca340', 'route': ['p2', 'e10', 'i4', 'x10', 'p1', 'c1']}
1769495782.4917836,RECEIVED,ed02408f-ead6-4bcb-9038-1102030366fa,f9b4559d-3466-4cd2-a7dc-25fecba787f4,c2,c1,27,p1,?,surb={'id': '4b729558-3aba-4acd-bcbf-797b74470198', 'route': ['p1', 'e12', 'i3', 'x5', 'p2', 'c2']}
1769495783.049282,RECEIVED,c6192eec-bca0-4168-8f96-91d7ef8d617a,db39144b-5b5f-4c01-b0d0-9c6dd5ca4517,c2,c1,26,p1,?,surb={'id': '3d0852d4-6202-4d7e-b0f2-5a7c26599cd1', 'route': ['p1', 'e3', 'i3', 'x2', 'p2', 'c2']}
1769495783.1878412,SENT,e45647f5-0883-4957-b905-7cf441b259d9,fc6e2020-3d6b-4240-acd4-a71675b888f8,c1,c5,3379,?,p1,
1769495783.1879878,CREATED,e6d754cc-3f75-4a80-9781-38a389c9b2c9,ceb958ff-75ba-4186-b5f6-57f79c85a29a,c1,c5,26,?,?,surb={'id': '3aa57b25-2d2c-45f5-b8ae-8b87ee9c5aea', 'route': ['p2', 'e1', 'i12', 'x6', 'p1', 'c1']}
1769495783.3545825,SENT,893ace61-f09a-4303-90b5-6a00758890c1,aff4e820-acc3-4e13-8270-68c39fbe33a2,c1,c5,3368,?,p1,
1769495783.354727,CREATED,5be925ff-6b1e-4411-a029-7b8ffc65dbae,0e7662d8-83a2-4c9c-9288-3f9815d110c3,c1,c5,27,?,?,surb={'id': '9e092b6e-d44c-4274-8601-a6a31efe4e52', 'route': ['p2', 'e1', 'i8', 'x5', 'p1', 'c1']}
1769495783.4332967,SENT,576e81a3-362d-4542-ae3f-79ba2be2c056,e40bbfbd-1b83-4a59-98f8-f70142309ca0,c1,c5,3376,?,p1,
1769495783.4334455,CREATED,f5c672af-32ea-4f64-bdc5-d313b431abac,18387428-beef-40e7-88a2-7ccadc50a7bd,c1,c5,27,?,?,surb={'id': '53378381-af31-4f9e-ad9c-9a52f577c052', 'route': ['p2', 'e2', 'i11', 'x6', 'p1', 'c1']}
1769495783.8357692,RECEIVED,3c38fda5-34c2-4c5a-80db-8c5366c8c1c9,0fac1daf-991b-492f-be44-bb0ee45c8d23,c5,c1,26,p1,?,surb={'id': '88515219-addc-441b-a400-5bbb6a643b14', 'route': ['p1', 'e12', 'i10', 'x1', 'p2', 'c5']}
1769495783.9418266,RECEIVED,c2f0a7ed-0dc4-4ac9-ac6c-c98dbf2891f3,de1c2562-69ba-49c7-bc19-8297729cb70a,c2,c1,27,p1,?,surb={'id': '4ce4811a-deba-4191-a29e-b9121334a216', 'route': ['p1', 'e12', 'i11', 'x4', 'p2', 'c2']}
1769495784.0230768,SENT,60fc4c83-9398-49b0-bda4-fca8ec8a9a34,363a98a4-8559-4135-914e-bedee870e8c3,c1,c5,3379,?,p1,
1769495784.0232122,CREATED,a0ce9b3b-8562-4e73-9e91-570d3d6a7bce,d99140e5-8694-45aa-936c-0089b3cb7823,c1,c5,27,?,?,surb={'id': '1468095c-ba1a-4ca8-90e6-77d49681fdda', 'route': ['p2', 'e1', 'i2', 'x7', 'p1', 'c1']}
1769495784.240964,RECEIVED,e966dc4e-602f-4eaf-bf72-db9b38abf5eb,c1f6b3f5-0157-4bd7-a7ae-f92f8e68a7a5,c2,c1,27,p1,?,surb={'id': 'a2d8bdb7-a454-4e37-b101-06f91135680b', 'route': ['p1', 'e1', 'i7', 'x9', 'p2', 'c2']}
1769495784.2678916,RECEIVED,2fa8453c-7001-4123-9540-1561143d1fe2,ac87d7f0-c90d-4696-9873-db39019e76d8,c2,c1,26,p1,?,surb={'id': '22e6644c-b00a-4ecb-8153-94d747d27158', 'route': ['p1', 'e2', 'i11', 'x6', 'p2', 'c2']}
1769495784.6608524,RECEIVED,31efa46e-43a6-4407-9e7f-3c85ee68681c,7c6b4bfa-5360-4623-80a7-2faf064d5897,c5,c1,27,p1,?,surb={'id': '0525a773-d845-472d-8235-68b74d42230c', 'route': ['p1', 'e12', 'i8', 'x7', 'p2', 'c5']}
1769495784.70616,RECEIVED,ba74fd99-4fb7-43a6-82c8-5e660f90fd25,104e7a9b-e2ab-4eca-96cf-86ac66852713,c5,c1,26,p1,?,surb={'id': '1589286c-a89b-44d6-bbee-cee661494a3b', 'route': ['p1', 'e10', 'i5', 'x2', 'p2', 'c5']}
1769495784.8380103,RECEIVED,1fcfa100-901e-4c9a-a7ee-c652a0b8d1fb,fd692e09-bb80-457c-9bde-e06c1f79516f,c5,c1,27,p1,?,surb={'id': '2716bd71-3ed2-4263-9762-5bac83db3a9b', 'route': ['p1', 'e12', 'i4', 'x11', 'p2', 'c5']}
1769495784.9316685,RECEIVED,eb7df0fa-48ad-462d-9b2f-9ceadf70068b,10b1edc1-efec-4584-83b6-75cf9f57b93c,c2,c1,27,p1,?,surb={'id': '043ef970-1a76-4605-aa45-bb9ef63733dd', 'route': ['p1', 'e6', 'i11', 'x1', 'p2', 'c2']}
1769495784.971136,RECEIVED,f73cd9ce-2ea6-4b12-8a75-c2c5a0fb6566,07739c46-f466-41fd-996e-8532cf63f432,c2,c1,26,p1,?,surb={'id': '7925dcb1-9e24-4d5c-b669-2d57f15bce60', 'route': ['p1', 'e11', 'i8', 'x3', 'p2', 'c2']}
1769495784.9790988,RECEIVED,27a721a8-b73c-4ff6-8044-40c256f88b17,7bbd81ea-b327-48d8-a8d7-54f415ad35bb,c2,c1,27,p1,?,surb={'id': 'f73e9f82-b39e-4c7f-909e-a56bf5fe6559', 'route': ['p1', 'e10', 'i7', 'x4', 'p2', 'c2']}
1769495785.0833871,RECEIVED,2012214d-46b3-44ff-acfa-13451ba5c1d0,b1d89a32-8dc6-4088-a2d2-d8d3eff827ad,c5,c1,27,p1,?,surb={'id': '54acc72b-6f47-45a4-86d7-f95b7120e773', 'route': ['p1', 'e3', 'i8', 'x12', 'p2', 'c5']}
1769495785.5811849,SENT,cbd3aa02-0443-4c17-a8b5-3d0cc6a387e9,fd819e20-f794-4112-97e3-26f7796debff,c1,c5,3380,?,p1,
1769495785.5812566,CREATED,aecc1073-ea88-4f03-8aec-688d39bf08b3,c3ac34cd-fccb-4962-bfc9-cc42512b1fe4,c1,c5,27,?,?,surb={'id': 'f04a5a19-bcce-4768-8e9c-38b1187b2414', 'route': ['p2', 'e7', 'i2', 'x4', 'p1', 'c1']}
1769495785.6999488,SENT,f62bd3af-2b4f-4e95-8a32-646b0d89ea27,a3b58944-1fb4-466c-8211-909f48636a0c,c1,c5,3367,?,p1,
1769495785.700123,CREATED,ce224a59-3c58-4e55-90a3-f954764a9079,1aeb2671-2312-4bec-97a6-630adc0813c8,c1,c5,26,?,?,surb={'id': 'd90849e8-d95f-465a-bbe9-215ce246f571', 'route': ['p2', 'e10', 'i2', 'x1', 'p1', 'c1']}
1769495786.052683,RECEIVED,83e5bf1b-84bf-408c-8155-c5326f7f12ba,98f7e050-af0d-4651-a93b-b8517c1cf6d8,c5,c1,27,p1,?,surb={'id': 'f3b636f5-d362-4c20-a49d-29d2f51dd8df', 'route': ['p1', 'e8', 'i8', 'x5', 'p2', 'c5']}
1769495786.0625682,RECEIVED,39efe6a5-bad9-4cce-a493-d10bd175116f,808d0cce-7d8a-495d-9e06-8525f9224d8e,c5,c1,27,p1,?,surb={'id': 'dab9b7bf-f608-4eff-80a9-e04eff80c3d3', 'route': ['p1', 'e2', 'i11', 'x10', 'p2', 'c5']}
1769495786.48785,RECEIVED,37950a2d-f975-4eb2-af5d-eb94d15d8bc1,544c5c1b-b73b-429b-a7af-e92f1288d715,c2,c1,27,p1,?,surb={'id': '28955b5c-dbf6-4cca-bf07-61770de3938b', 'route': ['p1', 'e5', 'i10', 'x6', 'p2', 'c2']}
1769495786.6632879,RECEIVED,95a6b62f-b1fa-4f5d-9b83-73b7e053a8b2,d20565b8-2267-4c2c-8276-fc24f88da982,c5,c1,27,p1,?,surb={'id': 'e5ac3644-2ea7-4b03-9170-e464f38694c5', 'route': ['p1', 'e5', 'i6', 'x7', 'p2', 'c5']}
1769495786.7512543,SENT,9749fc2a-2e57-4e7e-97a3-6850498df3ef,a7e6e205-8d4e-4efc-bd05-fe701711010c,c1,c5,3379,?,p1,
1769495786.7513998,CREATED,08c05a65-20f7-4ed1-8faa-b433accc8c62,783c3e25-8bb8-46b3-9f90-b3ac1aa9bf15,c1,c5,27,?,?,surb={'id': '01d217b5-80f4-4c9b-a17b-9be48620aae8', 'route': ['p2', 'e5', 'i8', 'x3', 'p1', 'c1']}
1769495786.94986,RECEIVED,4016ae46-ccc4-4ee3-b4fc-9951ebc9ac11,95f539db-7182-462d-8a33-231aea432700,c2,c1,27,p1,?,surb={'id': '9591ed27-04b8-4314-90e8-bc173b16708f', 'route': ['p1', 'e3', 'i12', 'x12', 'p2', 'c2']}
1769495786.9744434,SENT,0ae0ba25-3269-4662-87a9-619db47cdfe6,58d6137f-07be-45bb-b358-a4bbded9c744,c1,c5,3375,?,p1,
1769495786.9745035,CREATED,a2d9b3f0-6210-4817-9f83-c97bcbebc6c1,1f410a23-d698-4a35-8855-e3a6e0b1334f,c1,c5,27,?,?,surb={'id': 'fa19a1ef-3d43-4418-b75c-4fda595880f6', 'route': ['p2', 'e6', 'i5', 'x9', 'p1', 'c1']}
1769495787.060442,SENT,c384f30f-3f14-48f7-86f3-4336e605da33,15bb8059-b1d9-4113-93b6-99dc483da8c8,c1,c5,3384,?,p1,
1769495787.0605245,CREATED,fae7d668-fb80-4694-9219-7de3eeeb1f50,fddf22cf-a102-48a2-8240-f57ed9cf340e,c1,c5,27,?,?,surb={'id': '3bfd9f33-fb13-4932-a24c-6407d499828a', 'route': ['p2', 'e7', 'i2', 'x2', 'p1', 'c1']}
1769495787.3418286,RECEIVED,9f5eaf46-13d5-4521-b801-908ba0964ccf,b4ad2bf7-574c-45f6-a31f-a5865060bedb,c2,c1,26,p1,?,surb={'id': '7bbf26e0-d01c-4b02-81e8-e297bb4ef6fd', 'route': ['p1', 'e12', 'i11', 'x9', 'p2', 'c2']}
1769495787.3564816,RECEIVED,6a3a1151-0cdf-40fb-ad24-b7de41feceb5,859dd01c-5376-4c71-9700-37864777cdd2,c2,c1,27,p1,?,surb={'id': 'c4208560-0103-471a-b06c-422ba463ef32', 'route': ['p1', 'e11', 'i5', 'x5', 'p2', 'c2']}
1769495787.3651245,SENT,c7bcd0d3-5ce9-4642-84ba-3fb6026120a4,4b12263c-f298-4d85-8515-2f8936cb0238,c1,c5,3374,?,p1,
1769495787.3652678,CREATED,40d96fc7-7215-4ddf-9119-1412d8578fd4,ef13b935-5f04-4874-8021-17acefcee7d8,c1,c5,27,?,?,surb={'id': 'db2043c9-565d-4cfd-b009-f4a6f7d8a651', 'route': ['p2', 'e9', 'i6', 'x11', 'p1', 'c1']}
1769495787.5053873,RECEIVED,28b4b225-7832-433d-afcc-b76e9d108b99,2007c23e-4d03-4ae6-9c80-e3353131c575,c5,c1,27,p1,?,surb={'id': '04724560-5310-46b2-bb95-b850b02d66ed', 'route': ['p1', 'e5', 'i5', 'x2', 'p2', 'c5']}
1769495787.6689425,RECEIVED,a465c436-f36f-4c0c-9131-2483935c2c4b,10c23451-d966-4922-b74e-0ce7b31ab24f,c5,c1,27,p1,?,surb={'id': '5ef3d9db-50e8-4b42-9afd-349e19032082', 'route': ['p1', 'e12', 'i5', 'x11', 'p2', 'c5']}
1769495787.740197,RECEIVED,09f0269b-ce46-4a4c-b9e9-bb326b0ed308,a6481219-1d80-40ec-be83-ae663cc8e557,c2,c1,27,p1,?,surb={'id': '713b1dfe-5bb3-4f8b-81fb-0f527ec257fc', 'route': ['p1', 'e6', 'i4', 'x1', 'p2', 'c2']}
1769495787.7562,SENT,4120e5e1-d704-4b7b-a705-e5e7bd40fedb,732b8a59-9da7-45e0-8e5d-338ad99bb51d,c1,c5,3383,?,p1,
1769495787.7563,CREATED,e4d832da-a68d-4f62-a518-8c19cd33198c,07fd2fe0-b878-42a1-b14f-00c2daa68e5f,c1,c5,27,?,?,surb={'id': 'bf4e9b85-ca5b-44af-8635-e7b1606cb76c', 'route': ['p2', 'e9', 'i8', 'x3', 'p1', 'c1']}
1769495787.851314,RECEIVED,41cfc176-6070-48aa-a698-df629e44eff2,56960992-f10a-4586-8247-3961e4493abb,c5,c1,27,p1,?,surb={'id': 'be398af5-4659-4c59-89fd-2b6517d8acd1', 'route': ['p1', 'e7', 'i10', 'x6', 'p2', 'c5']}
1769495787.9345996,SENT,ead0103b-69fd-4e6c-8617-3ace672134db,e65df521-dc10-4df8-9439-4ae3818626a4,c1,c5,3386,?,p1,
1769495787.9347017,CREATED,5612d869-6a05-422b-ab16-854caeb89ca6,c0fa8f95-1011-4dd9-bbfe-848a1535b80e,c1,c5,27,?,?,surb={'id': 'b9337855-dcf7-4695-9238-d29cedf85a92', 'route': ['p2', 'e5', 'i10', 'x9', 'p1', 'c1']}
1769495787.986239,RECEIVED,7ab8d1c5-b79d-4ef2-a910-e938995edd47,ae7ff67f-6359-4c3c-9ad8-e38788adfc51,c2,c1,27,p1,?,surb={'id': 'cf33c232-193d-4cd9-a35d-db1964f5c383', 'route': ['p1', 'e6', 'i5', 'x5', 'p2', 'c2']}
1769495788.035454,SENT,3a8c2b7d-6b26-42a9-b6e4-fb103dd5c8b6,9b129e10-af74-4271-af29-a14d54570ce3,c1,c5,3384,?,p1,
1769495788.0355463,CREATED,a42a1ff8-77d8-4358-9f18-554bd9d71b3d,a4430e49-41c6-4402-9616-aee03f074440,c1,c5,27,?,?,surb={'id': '77fa84d3-dbe9-4898-a572-f25da6cf70e5', 'route': ['p2', 'e7', 'i11', 'x9', 'p1', 'c1']}
1769495788.202398,RECEIVED,568bd253-5934-4bc0-80be-7337edadcac8,28a84bd2-2dfa-4aa8-bf21-3b42a96e3b19,c5,c1,26,p1,?,surb={'id': '242a7029-799d-4767-8d8a-e6df4c2b62f5', 'route': ['p1', 'e7', 'i4', 'x10', 'p2', 'c5']}
1769495788.2461298,SENT,cfa2dc9a-116a-4397-b07f-6925792b504e,c2ff8a82-3fae-4079-9cc3-a9316c6ac23b,c1,c5,3372,?,p1,
1769495788.2462325,CREATED,f395f82e-5ae4-4931-85be-b4bbcff5928b,d5b6c7d8-b8be-4c55-b503-3ee123c2f6ef,c1,c5,27,?,?,surb={'id': '191bcff4-c47f-4f41-8549-47d3ca0d2735', 'route': ['p2', 'e7', 'i6', 'x4', 'p1', 'c1']}
1769495788.2585037,RECEIVED,e5ad4aa7-6e42-4bd2-a0e6-d48390e75cbe,ec5baa7a-cfd9-4c4d-97f5-aea661cc600d,c5,c1,27,p1,?,surb={'id': '02e5e860-13ce-4788-a8dc-2b2b3a2df126', 'route': ['p1', 'e9', 'i7', 'x8', 'p2', 'c5']}
1769495788.6373885,SENT,04fb60fc-4eb2-4dce-b055-da264ed6b0aa,4063d021-d0d8-438f-9e5d-66b072f40ea1,c1,c5,3392,?,p1,
1769495788.6374862,CREATED,709472eb-3e5b-434a-8f24-f3c42d8a4456,d1cc1e6c-9882-499c-81a0-444af84f5ece,c1,c5,27,?,?,surb={'id': '7fced618-ed5a-4dbb-8a9a-fec87b7f67a3', 'route': ['p2', 'e11', 'i1', 'x8', 'p1', 'c1']}
1769495788.6444216,RECEIVED,0ed32277-4c55-411b-a8ec-611cc0b19ad8,cf3cff85-9923-4324-8730-0f07f92b75b2,c2,c1,27,p1,?,surb={'id': 'cfda9d27-23c4-4241-8197-06c09b14f5e7', 'route': ['p1', 'e5', 'i1', 'x7', 'p2', 'c2']}
1769495788.9288273,RECEIVED,bc1948b7-16bd-4e59-b8dd-e1a7bccf985a,21ac01f6-8a88-4a39-97e5-e4e11bab29d5,c5,c1,26,p1,?,surb={'id': '0ccdfaba-5d92-4111-8a26-7276b7070d2f', 'route': ['p1', 'e9', 'i7', 'x1', 'p2', 'c5']}
1769495789.1884856,RECEIVED,4e7c5632-819d-46d9-8b40-6112ece55976,3af3851b-45f3-4478-93ee-ec16642a2042,c2,c1,26,p1,?,surb={'id': 'b9741aaf-6957-4d60-ad33-49fbe1af5937', 'route': ['p1', 'e4', 'i6', 'x8', 'p2', 'c2']}
1769495789.231553,RECEIVED,91ee277d-3520-4f3a-a29e-9f3f8cd11bc9,48cd9a00-0371-48c9-b4af-fe446d80f0f9,c2,c1,27,p1,?,surb={'id': '1dc06dc8-91b1-4c1f-b726-461f3facff33', 'route': ['p1', 'e5', 'i6', 'x11', 'p2', 'c2']}
1769495789.2453861,SENT,53b7bdf2-b06d-4410-a5cc-d5a800afaee6,69df451b-7207-4db8-ace6-99a7c5d2dccf,c1,c5,3375,?,p1,
1769495789.2454534,CREATED,5f505950-2ae8-4e05-941c-e383e89e2eea,99eb0cca-b0ae-4f3e-9801-d375f0974b7b,c1,c5,27,?,?,surb={'id': 'cb66ba6d-ab6d-49c8-897a-c9cf0a2b25ad', 'route': ['p2', 'e6', 'i4', 'x4', 'p1', 'c1']}
1769495790.009407,RECEIVED,37d9262b-bbcd-4abe-9c49-49fe85d4a31f,7a38eb18-288e-4be8-95ae-68671419915b,c5,c1,26,p1,?,surb={'id': '8e5f921f-864d-4d84-9d9d-9f7f9e7ee417', 'route': ['p1', 'e3', 'i8', 'x7', 'p2', 'c5']}
1769495790.1030946,RECEIVED,a60b3879-5ec6-444c-93e2-461148a131d2,e5f04238-8aa1-499f-8a10-ed51f044030b,c2,c1,27,p1,?,surb={'id': '33dc9b8d-c852-43da-95ff-b7a6579236af', 'route': ['p1', 'e2', 'i7', 'x9', 'p2', 'c2']}
1769495790.2163486,RECEIVED,47cfc562-ff90-4d62-98f3-3c4e3078c08e,27209ce7-bc87-427f-97d1-f1334e57d5e9,c2,c1,27,p1,?,surb={'id': 'baba758b-3f73-47cf-8421-8a11febc2376', 'route': ['p1', 'e12', 'i9', 'x11', 'p2', 'c2']}
1769495790.2778437,RECEIVED,65f8614b-0b4a-4198-b324-25b4b5f0298c,e4a7f0a9-c0e9-46ca-9f52-39d1bc3c2ec5,c5,c1,27,p1,?,surb={'id': '8ef51adc-eecc-4f22-99ca-a8949ee810bd', 'route': ['p1', 'e4', 'i1', 'x10', 'p2', 'c5']}
1769495790.8582566,RECEIVED,e00f9d40-a659-4bc1-bfad-6204f05f22ff,515dc11b-d446-4c00-8f7f-49e8980dd8fa,c5,c1,27,p1,?,surb={'id': 'd41b66f6-98c7-45df-aa98-21884d61d204', 'route': ['p1', 'e3', 'i6', 'x9', 'p2', 'c5']}
1769495791.0565364,RECEIVED,8fe8b4d7-25ae-4064-896e-78e33d83312b,bac77d7c-f321-4950-bab5-b76b686ba39f,c5,c1,27,p1,?,surb={'id': '2fe63a34-fc25-4aac-90a3-65b49803af58', 'route': ['p1', 'e1', 'i9', 'x7', 'p2', 'c5']}
1769495791.1494439,RECEIVED,73fc1a6c-745d-42ef-aa97-fdb030e3c46f,ad51d20a-2a87-4eb6-ba44-776824f28835,c2,c1,27,p1,?,surb={'id': 'aa42d64c-6541-4496-8b1e-90f9c97bdf84', 'route': ['p1', 'e1', 'i5', 'x10', 'p2', 'c2']}
1769495791.2333047,RECEIVED,e932e3b3-246b-4f50-bc2e-d28315273075,357e1941-17fe-4b7f-acdb-93f8ce07b690,c2,c1,27,p1,?,surb={'id': 'eb326751-1048-40ec-be00-5ce28aff64cc', 'route': ['p1', 'e2', 'i9', 'x11', 'p2', 'c2']}
1769495791.3253362,SENT,7ebf263e-6298-4492-a633-c147dc3d6ad8,00fb9c31-5eb2-4d28-b3d9-019e0ea8a0bf,c1,c5,3375,?,p1,
1769495791.3254712,CREATED,dd1c4acd-5025-4275-ad19-0bd3704a61fd,0d691ef8-097b-41d8-b756-6acdd09332f1,c1,c5,27,?,?,surb={'id': 'd85c1651-2b01-4a3a-a5c5-e4cb54466b56', 'route': ['p2', 'e3', 'i11', 'x9', 'p1', 'c1']}
1769495791.3524175,RECEIVED,77887646-3eb5-4c4c-aeef-df5d6f4dd49a,c562f502-a062-4fe6-9d89-3af0c4b39e0f,c5,c1,25,p1,?,surb={'id': '47cbdce5-2c92-4355-bb04-97230e5b4c99', 'route': ['p1', 'e11', 'i12', 'x11', 'p2', 'c5']}
