Node,Mean_Entropy,Max_Entropy,Mean_Pool
e10,8.381900470585858,9.646130483325358,175.20829875518672
e11,8.292442135060561,9.68465622541324,175.8200782268579
e12,8.201806459979954,9.625805881783064,165.03139013452915
e1,8.227686606097937,9.622509217156692,165.86094674556213
e2,8.397330464463955,9.63792540914803,176.80118946474087
e3,5.2582834746875164,6.623427523933744,21.79746835443038
e4,8.26084128813717,9.693196584214949,172.0815286624204
e5,8.246494521819624,9.623124120310866,165.9810017271157
e6,8.25374385211139,9.666829563934165,172.02177625960718
e7,8.130837466612023,9.567974894332764,157.16081252644943
e8,8.19025881016247,9.614940240937429,163.36599050496332
e9,8.206256488116788,9.511431513718097,156.29344608879492
i10,8.417461870801128,10.031461761613551,221.94131794131795
i11,8.553766268295172,10.062920827481252,236.06617647058823
i12,8.458317718208086,10.050480113547065,226.67914171656687
i1,8.410203649229095,9.985954258009153,215.98344204716508
i2,8.478162676426178,10.026093423035395,225.61486486486487
i3,8.540558332119339,10.141675626776653,243.30347257171616
i4,8.435519317838603,10.048289941852556,226.83189436262063
i5,8.640273077366956,10.14732920520337,251.32713026444662
i6,8.673873389021535,10.118395812562168,247.76266137040716
i7,8.556692130138225,10.079628736468159,235.8230350963915
i8,8.507700718058214,10.019953115102943,224.12602212602212
i9,8.519981832751442,9.980020261679158,222.0326086956522
p1,9.291863615408106,11.131256535367095,391.3046171530749
p2,9.249055924478498,11.08280983901255,378.8706336442586
p3,8.42105564453716,10.143645201977055,208.18331603528802
x10,8.269262657903917,9.749676356458934,181.48103696591454
x11,8.269723193945099,9.722590978998186,178.18436018957345
x12,8.306495914224731,9.66748921909327,178.26563257392147
x1,8.216886485059197,9.695912589359596,177.8844317096466
x2,8.4054015452744,9.824709922283555,194.72253000923362
x3,8.439284744254119,9.75307332878391,187.9090909090909
x4,8.242273062825255,9.704835637451614,175.8344562078922
x5,8.476126981376158,9.859144295927909,203.65619223659888
x6,8.350286474887234,9.735136763042021,184.00464252553388
x7,8.423064759637791,9.879033490144366,201.5669724770642
x8,5.070342506399066,6.121567926757008,16.78538812785388
x9,8.455774025070289,9.793673493250946,196.1685878962536
